,QUARTER,TIME_REMAINING,DALLAS_ACTION,MIAMI_ACTION,DALLAS_SCORE,MIAMI_SCORE
381,4,7:32.0,D. Powell misses 2-pt jump shot from 17 ft,,88,87
382,4,7:30.0,,Defensive rebound by G. Dragić,88,87
383,4,7:24.0,,G. Dragić makes 2-pt layup from 1 ft,88,89
384,4,7:24.0,Dallas full timeout,,88,89
385,4,7:24.0,,D. Waiters enters the game for D. Wade,88,89
386,4,7:04.0,D. Powell misses 2-pt jump shot from 11 ft (block by J. Johnson),,88,89
387,4,6:59.0,,Defensive rebound by D. Robinson,88,89
388,4,6:52.0,,Shooting foul by D. Powell (drawn by J. Johnson),88,89
389,4,6:52.0,,J. Johnson misses free throw 1 of 2,88,89
390,4,6:52.0,,Offensive rebound by Team,88,89
391,4,6:52.0,J. Brunson enters the game for R. Broekhoff,,88,89
392,4,6:52.0,L. Dončić enters the game for T. Burke,,88,89
393,4,6:52.0,J. Jackson enters the game for C. Lee,,88,89
394,4,6:52.0,,J. Johnson makes free throw 2 of 2,88,90
395,4,6:42.0,J. Jackson makes 3-pt jump shot from 23 ft (assist by L. Dončić),,91,90
396,4,6:26.0,,Shooting foul by L. Dončić (drawn by G. Dragić),91,90
397,4,6:26.0,,G. Dragić makes free throw 1 of 2,91,91
398,4,6:26.0,,G. Dragić misses free throw 2 of 2,91,91
399,4,6:20.0,,Offensive rebound by G. Dragić,91,91
400,4,6:16.0,,H. Whiteside makes 2-pt dunk from 2 ft (assist by G. Dragić),91,93
401,4,6:04.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,91,93
402,4,6:04.0,Offensive rebound by Team,,91,93
403,4,6:04.0,,Loose ball foul by D. Robinson (drawn by D. Powell),91,93
404,4,5:56.0,D. Powell makes 2-pt layup from 2 ft (assist by L. Dončić),,93,93
405,4,5:43.0,,Turnover by G. Dragić (bad pass; steal by J. Jackson),93,93
406,4,5:37.0,Turnover by J. Brunson (lost ball; steal by G. Dragić),,93,93
407,4,5:26.0,,D. Robinson makes 3-pt jump shot from 23 ft (assist by D. Waiters),93,96
408,4,5:08.0,Personal foul by G. Dragić (drawn by J. Brunson),,93,96
409,4,5:00.0,,Violation by Team (kicked ball),93,96
410,4,4:55.0,L. Dončić misses 3-pt jump shot from 25 ft,,93,96
411,4,4:52.0,,Defensive rebound by G. Dragić,93,96
412,4,4:45.0,,H. Whiteside misses 2-pt layup from 2 ft,93,96
413,4,4:41.0,,Offensive rebound by G. Dragić,93,96
414,4,4:40.0,,G. Dragić misses 2-pt jump shot from 11 ft,93,96
415,4,4:36.0,,Offensive rebound by G. Dragić,93,96
416,4,4:31.0,,G. Dragić misses 3-pt jump shot from 26 ft,93,96
417,4,4:26.0,Defensive rebound by L. Dončić,,93,96
418,4,4:22.0,Personal foul by J. Johnson (drawn by L. Dončić),,93,96
419,4,4:13.0,J. Brunson makes 3-pt jump shot from 24 ft (assist by L. Dončić),,96,96
420,4,3:53.0,,D. Waiters misses 2-pt jump shot from 22 ft,96,96
421,4,3:50.0,Defensive rebound by D. Powell,,96,96
422,4,3:42.0,Turnover by L. Dončić (bad pass),,96,96
423,4,3:42.0,,B. Adebayo enters the game for D. Robinson,96,96
424,4,3:42.0,,D. Wade enters the game for H. Whiteside,96,96
425,4,3:21.0,,D. Waiters misses 3-pt jump shot from 23 ft,96,96
426,4,3:20.0,Defensive rebound by Team,,96,96
427,4,3:20.0,,Loose ball foul by D. Wade (drawn by L. Dončić),96,96
428,4,3:20.0,L. Dončić makes free throw 1 of 2,,97,96
429,4,3:20.0,M. Kleber enters the game for D. Nowitzki,,97,96
430,4,3:20.0,L. Dončić misses free throw 2 of 2,,97,96
431,4,3:20.0,,Defensive rebound by B. Adebayo,97,96
432,4,2:54.0,,J. Johnson misses 2-pt jump shot from 6 ft,97,96
433,4,2:54.0,Defensive rebound by M. Kleber,,97,96
434,4,2:54.0,Dallas full timeout,,97,96
435,4,2:39.0,J. Jackson misses 2-pt jump shot from 5 ft,,97,96
436,4,2:36.0,,Defensive rebound by B. Adebayo,97,96
437,4,2:22.0,,D. Wade makes 2-pt jump shot from 20 ft (assist by J. Johnson),97,98
438,4,1:59.0,L. Dončić misses 3-pt jump shot from 28 ft,,97,98
439,4,1:57.0,,Defensive rebound by B. Adebayo,97,98
440,4,1:43.0,,D. Wade misses 2-pt jump shot from 20 ft,97,98
441,4,1:37.0,Defensive rebound by M. Kleber,,97,98
442,4,1:33.0,J. Brunson misses 2-pt jump shot from 5 ft,,97,98
443,4,1:30.0,,Defensive rebound by G. Dragić,97,98
444,4,1:15.0,,G. Dragić makes 2-pt layup from 2 ft,97,100
445,4,1:15.0,Dallas full timeout,,97,100
446,4,1:15.0,D. Nowitzki enters the game for M. Kleber,,97,100
447,4,0:59.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,97,100
448,4,0:57.0,,Defensive rebound by B. Adebayo,97,100
449,4,0:37.0,,D. Wade misses 3-pt jump shot from 23 ft,97,100
450,4,0:37.0,,Offensive rebound by B. Adebayo,97,100
451,4,0:37.0,,Turnover by Team (shot clock),97,100
452,4,0:37.0,Dallas full timeout,,97,100
453,4,0:37.0,,D. Jones enters the game for G. Dragić,97,100
454,4,0:31.0,L. Dončić misses 2-pt jump shot from 4 ft,,97,100
455,4,0:29.0,,Defensive rebound by B. Adebayo,97,100
456,4,0:29.0,,Personal take foul by L. Dončić (drawn by B. Adebayo),97,100
457,4,0:29.0,,B. Adebayo misses free throw 1 of 2,97,100
458,4,0:29.0,,Offensive rebound by Team,97,100
459,4,0:29.0,R. Broekhoff enters the game for J. Jackson,,97,100
460,4,0:29.0,,B. Adebayo makes free throw 2 of 2,97,101
461,4,0:21.0,Personal foul by D. Waiters (drawn by D. Powell),,97,101
462,4,0:21.0,D. Powell makes free throw 1 of 2,,98,101
463,4,0:21.0,T. Burke enters the game for D. Nowitzki,,98,101
464,4,0:21.0,,G. Dragić enters the game for D. Jones,98,101
465,4,0:21.0,D. Powell makes free throw 2 of 2,,99,101
466,4,0:20.0,,Personal take foul by L. Dončić (drawn by D. Wade),99,101
467,4,0:20.0,,D. Wade makes free throw 1 of 2,99,102
468,4,0:20.0,D. Nowitzki enters the game for T. Burke,,99,102
469,4,0:20.0,,D. Jones enters the game for G. Dragić,99,102
470,4,0:20.0,,D. Wade makes free throw 2 of 2,99,103
471,4,0:11.0,Turnover by R. Broekhoff (bad pass; steal by D. Wade),,99,103
472,4,0:07.0,,D. Wade makes 2-pt layup from 2 ft,99,105
473,4,0:00.0,Turnover by L. Dončić (bad pass; steal by D. Jones),,99,105
