,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,TORONTO_ACTION,SACRAMENTO_SCORE,TORONTO_SCORE
28,1,7:53.0,,Defensive rebound by S. Ibaka,14,13
29,1,7:50.0,,F. VanVleet makes 2-pt layup from 3 ft (assist by K. Lowry),14,15
30,1,7:43.0,B. Bogdanović misses 2-pt layup from 1 ft,,14,15
31,1,7:41.0,,Defensive rebound by S. Ibaka,14,15
32,1,7:38.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by K. Lowry),14,18
33,1,7:18.0,B. Hield misses 2-pt jump shot from 17 ft,,14,18
34,1,7:15.0,,Defensive rebound by P. Siakam,14,18
35,1,7:07.0,,P. Siakam misses 2-pt hook shot from 3 ft,14,18
36,1,7:04.0,Defensive rebound by W. Cauley-Stein,,14,18
37,1,6:54.0,B. Hield misses 3-pt jump shot from 24 ft,,14,18
38,1,6:52.0,,Defensive rebound by S. Ibaka,14,18
39,1,6:45.0,,Turnover by K. Lowry (bad pass; steal by B. Bogdanović),14,18
40,1,6:41.0,Y. Ferrell misses 2-pt layup from 2 ft,,14,18
41,1,6:37.0,Offensive rebound by Y. Ferrell,,14,18
42,1,6:35.0,B. Hield makes 2-pt layup from 2 ft (assist by Y. Ferrell),,16,18
43,1,6:25.0,,Toronto full timeout,16,18
44,1,6:25.0,H. Giles enters the game for W. Cauley-Stein,,16,18
45,1,6:12.0,,S. Ibaka misses 2-pt dunk from 2 ft,16,18
46,1,6:10.0,,Offensive rebound by K. Lowry,16,18
47,1,6:09.0,,F. VanVleet misses 3-pt jump shot from 26 ft,16,18
48,1,6:07.0,,Offensive rebound by Team,16,18
49,1,6:07.0,Loose ball foul by B. Hield (drawn by S. Ibaka),,16,18
50,1,5:53.0,,K. Lowry makes 2-pt jump shot from 17 ft,16,20
51,1,5:36.0,B. Bogdanović makes 2-pt jump shot from 14 ft,,18,20
52,1,5:20.0,,S. Ibaka makes 2-pt jump shot from 12 ft (assist by F. VanVleet),18,22
53,1,5:09.0,H. Giles makes 2-pt jump shot from 13 ft (assist by B. Bogdanović),,20,22
54,1,5:01.0,,D. Green misses 3-pt jump shot from 26 ft,20,22
55,1,4:58.0,Defensive rebound by Y. Ferrell,,20,22
56,1,4:49.0,Personal foul by D. Green (drawn by B. Bogdanović),,20,22
57,1,4:40.0,M. Bagley misses 2-pt jump shot from 16 ft,,20,22
58,1,4:38.0,,Defensive rebound by F. VanVleet,20,22
59,1,4:26.0,,K. Lowry misses 3-pt jump shot from 23 ft,20,22
60,1,4:23.0,Defensive rebound by Y. Ferrell,,20,22
61,1,4:21.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,20,22
62,1,4:18.0,,Defensive rebound by K. Lowry,20,22
63,1,4:05.0,,F. VanVleet misses 2-pt hook shot from 6 ft,20,22
64,1,4:03.0,,Offensive rebound by F. VanVleet,20,22
65,1,3:54.0,,Turnover by K. Lowry (bad pass; steal by B. Bogdanović),20,22
66,1,3:48.0,B. Hield makes 2-pt jump shot from 17 ft (assist by B. Bogdanović),,22,22
67,1,3:32.0,,S. Ibaka misses 3-pt jump shot from 26 ft,22,22
68,1,3:31.0,Defensive rebound by B. Bogdanović,,22,22
69,1,3:18.0,H. Giles makes 2-pt layup from 2 ft (assist by B. Bogdanović),,24,22
70,1,3:08.0,,K. Lowry misses 3-pt jump shot from 25 ft,24,22
71,1,3:06.0,Defensive rebound by B. Hield,,24,22
72,1,2:59.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by B. Hield),,27,22
73,1,2:48.0,,Toronto full timeout,27,22
74,1,2:48.0,J. Jackson enters the game for B. Bogdanović,,27,22
75,1,2:48.0,F. Mason enters the game for Y. Ferrell,,27,22
76,1,2:48.0,,G. Monroe enters the game for D. Green,27,22
77,1,2:48.0,,N. Powell enters the game for S. Ibaka,27,22
78,1,2:48.0,,D. Wright enters the game for K. Lowry,27,22
79,1,2:32.0,,N. Powell makes 3-pt jump shot from 25 ft (assist by D. Wright),27,25
80,1,2:14.0,Def 3 sec tech foul by Team,,27,25
81,1,2:14.0,B. Hield makes technical free throw,,28,25
82,1,2:05.0,M. Bagley makes 2-pt hook shot from 3 ft (assist by F. Mason),,30,25
83,1,1:59.0,,Personal foul by M. Bagley (drawn by P. Siakam),30,25
84,1,1:54.0,,Personal foul by H. Giles (drawn by N. Powell),30,25
85,1,1:54.0,,N. Powell makes free throw 1 of 2,30,26
86,1,1:54.0,,N. Powell misses free throw 2 of 2,30,26
87,1,1:52.0,Defensive rebound by M. Bagley,,30,26
88,1,1:38.0,M. Bagley misses 2-pt jump shot from 10 ft,,30,26
89,1,1:36.0,,Defensive rebound by G. Monroe,30,26
90,1,1:26.0,,F. VanVleet makes 2-pt layup from 3 ft,30,28
91,1,1:26.0,,Shooting foul by F. Mason (drawn by F. VanVleet),30,28
92,1,1:26.0,,C. Miles enters the game for P. Siakam,30,28
93,1,1:26.0,,F. VanVleet makes free throw 1 of 1,30,29
94,1,1:14.0,Personal foul by D. Wright (drawn by F. Mason),,30,29
95,1,1:04.0,J. Jackson misses 3-pt jump shot from 24 ft,,30,29
96,1,1:01.0,,Defensive rebound by C. Miles,30,29
97,1,0:54.0,,G. Monroe misses 2-pt layup from 2 ft,30,29
98,1,0:52.0,Defensive rebound by M. Bagley,,30,29
99,1,0:48.0,F. Mason makes 2-pt layup from 2 ft,,32,29
100,1,0:31.0,,F. VanVleet misses 3-pt jump shot from 28 ft,32,29
101,1,0:28.0,Defensive rebound by M. Bagley,,32,29
102,1,0:10.0,M. Bagley makes 2-pt layup from 2 ft,,34,29
103,1,0:01.0,,N. Powell misses 3-pt jump shot from 26 ft,34,29
104,1,0:01.0,,Offensive rebound by Team,34,29
105,2,11:45.0,,K. Lowry makes 2-pt layup from 2 ft (assist by G. Monroe),34,31
106,2,11:45.0,,Shooting foul by B. McLemore (drawn by K. Lowry),34,31
107,2,11:45.0,,K. Lowry makes free throw 1 of 1,34,32
108,2,11:33.0,Shooting foul by G. Monroe (drawn by K. Koufos),,34,32
109,2,11:33.0,K. Koufos misses free throw 1 of 2,,34,32
110,2,11:33.0,Offensive rebound by Team,,34,32
111,2,11:33.0,K. Koufos makes free throw 2 of 2,,35,32
112,2,11:19.0,,C. Miles makes 3-pt jump shot from 24 ft (assist by D. Wright),35,35
113,2,11:08.0,K. Koufos makes 2-pt jump shot from 12 ft (assist by F. Mason),,37,35
114,2,11:01.0,,N. Powell makes 2-pt layup from 2 ft (assist by K. Lowry),37,37
115,2,10:52.0,H. Giles misses 2-pt layup from 5 ft,,37,37
116,2,10:48.0,,Defensive rebound by K. Lowry,37,37
117,2,10:44.0,,C. Miles makes 3-pt jump shot from 25 ft (assist by N. Powell),37,40
118,2,10:36.0,Sacramento full timeout,,37,40
119,2,10:36.0,B. Bogdanović enters the game for H. Giles,,37,40
120,2,10:31.0,Offensive foul by K. Koufos (drawn by N. Powell),,37,40
121,2,10:31.0,Turnover by K. Koufos (offensive foul),,37,40
122,2,10:22.0,,Offensive foul by G. Monroe (drawn by J. Jackson),37,40
123,2,10:22.0,,Turnover by G. Monroe (offensive foul),37,40
124,2,10:04.0,F. Mason misses 2-pt jump shot from 11 ft,,37,40
125,2,10:03.0,Offensive rebound by Team,,37,40
126,2,10:00.0,Turnover by B. McLemore (bad pass; steal by G. Monroe),,37,40
127,2,9:56.0,,D. Wright misses 2-pt layup from 8 ft (block by K. Koufos),37,40
128,2,9:55.0,,Offensive rebound by Team,37,40
129,2,9:40.0,,G. Monroe misses 2-pt hook shot from 3 ft,37,40
130,2,9:38.0,Defensive rebound by B. McLemore,,37,40
131,2,9:26.0,Turnover by F. Mason (step out of bounds),,37,40
132,2,9:15.0,,D. Wright misses 2-pt layup from 4 ft,37,40
133,2,9:13.0,,Offensive rebound by G. Monroe,37,40
134,2,9:12.0,,Shooting foul by K. Koufos (drawn by G. Monroe),37,40
135,2,9:12.0,,G. Monroe misses free throw 1 of 2,37,40
136,2,9:12.0,,Offensive rebound by Team,37,40
137,2,9:12.0,Y. Ferrell enters the game for F. Mason,,37,40
138,2,9:12.0,,G. Monroe misses free throw 2 of 2,37,40
139,2,9:10.0,Defensive rebound by K. Koufos,,37,40
140,2,8:54.0,J. Jackson misses 3-pt jump shot from 25 ft,,37,40
141,2,8:50.0,Offensive rebound by B. McLemore,,37,40
142,2,8:50.0,B. McLemore misses 2-pt layup at rim,,37,40
143,2,8:50.0,Offensive rebound by K. Koufos,,37,40
144,2,8:50.0,K. Koufos misses 2-pt layup at rim,,37,40
145,2,8:50.0,,Defensive rebound by Team,37,40
146,2,8:50.0,,C. Boucher enters the game for G. Monroe,37,40
147,2,8:32.0,,D. Wright makes 3-pt jump shot from 23 ft,37,43
148,2,8:16.0,B. McLemore makes 3-pt jump shot from 25 ft (assist by B. Bogdanović),,40,43
149,2,8:07.0,,D. Wright misses 3-pt jump shot from 25 ft,40,43
150,2,8:05.0,,Offensive rebound by C. Boucher,40,43
151,2,8:03.0,,C. Boucher makes 2-pt layup from 4 ft,40,45
152,2,7:45.0,B. Bogdanović misses 2-pt jump shot from 20 ft,,40,45
153,2,7:43.0,,Defensive rebound by C. Boucher,40,45
154,2,7:30.0,,C. Miles makes 2-pt hook shot from 7 ft (assist by K. Lowry),40,47
155,2,7:11.0,J. Jackson makes 2-pt jump shot from 5 ft (assist by Y. Ferrell),,42,47
156,2,6:58.0,,K. Lowry misses 2-pt jump shot from 7 ft,42,47
157,2,6:56.0,Defensive rebound by Y. Ferrell,,42,47
158,2,6:51.0,K. Koufos makes 2-pt jump shot from 8 ft (assist by Y. Ferrell),,44,47
159,2,6:42.0,,Personal foul by J. Jackson (drawn by C. Boucher),44,47
160,2,6:42.0,W. Cauley-Stein enters the game for K. Koufos,,44,47
161,2,6:42.0,B. Hield enters the game for B. McLemore,,44,47
162,2,6:42.0,,P. Siakam enters the game for N. Powell,44,47
163,2,6:28.0,,Turnover by D. Wright (bad pass),44,47
164,2,6:12.0,B. Bogdanović makes 2-pt layup from 1 ft,,46,47
165,2,5:59.0,,P. Siakam makes 2-pt hook shot from 9 ft,46,49
166,2,5:52.0,Offensive foul by Y. Ferrell (drawn by K. Lowry),,46,49
167,2,5:52.0,Turnover by Y. Ferrell (offensive foul),,46,49
168,2,5:30.0,,K. Lowry misses 2-pt jump shot from 13 ft,46,49
169,2,5:29.0,,Offensive rebound by Team,46,49
170,2,5:29.0,Loose ball foul by W. Cauley-Stein (drawn by C. Boucher),,46,49
171,2,5:29.0,M. Bagley enters the game for J. Jackson,,46,49
172,2,5:29.0,,D. Green enters the game for C. Boucher,46,49
173,2,5:29.0,,S. Ibaka enters the game for C. Miles,46,49
174,2,5:15.0,,K. Lowry misses 3-pt jump shot from 29 ft,46,49
175,2,5:12.0,Defensive rebound by M. Bagley,,46,49
176,2,5:05.0,Turnover by B. Hield (bad pass),,46,49
177,2,4:55.0,,Shooting foul by W. Cauley-Stein (drawn by S. Ibaka),46,49
178,2,4:55.0,,S. Ibaka misses free throw 1 of 2,46,49
179,2,4:55.0,,Offensive rebound by Team,46,49
180,2,4:55.0,H. Giles enters the game for W. Cauley-Stein,,46,49
181,2,4:55.0,,P. McCaw enters the game for K. Lowry,46,49
182,2,4:55.0,,F. VanVleet enters the game for D. Wright,46,49
183,2,4:55.0,,S. Ibaka makes free throw 2 of 2,46,50
184,2,4:44.0,B. Bogdanović makes 2-pt jump shot from 11 ft,,48,50
185,2,4:30.0,,Turnover by P. Siakam (bad pass; steal by Y. Ferrell),48,50
186,2,4:23.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by B. Hield),,50,50
187,2,4:15.0,,Toronto full timeout,50,50
188,2,4:01.0,,D. Green misses 2-pt layup from 2 ft (block by M. Bagley),50,50
189,2,3:58.0,Defensive rebound by H. Giles,,50,50
190,2,3:45.0,Personal foul by P. Siakam (drawn by M. Bagley),,50,50
191,2,3:33.0,M. Bagley misses 2-pt layup from 7 ft (block by D. Green),,50,50
192,2,3:30.0,,Defensive rebound by D. Green,50,50
193,2,3:11.0,,P. Siakam misses 2-pt jump shot from 6 ft,50,50
194,2,3:08.0,,Offensive rebound by S. Ibaka,50,50
195,2,3:07.0,,S. Ibaka makes 2-pt hook shot from 2 ft,50,52
196,2,2:54.0,B. Hield misses 3-pt jump shot from 23 ft,,50,52
197,2,2:51.0,,Defensive rebound by F. VanVleet,50,52
198,2,2:45.0,,Personal foul by B. Hield (drawn by S. Ibaka),50,52
199,2,2:45.0,,S. Ibaka makes free throw 1 of 2,50,53
200,2,2:45.0,,S. Ibaka makes free throw 2 of 2,50,54
201,2,2:26.0,Turnover by Y. Ferrell (lost ball; steal by P. McCaw),,50,54
202,2,2:22.0,,P. Siakam makes 2-pt dunk from 2 ft (assist by P. McCaw),50,56
203,2,2:10.0,Sacramento full timeout,,50,56
204,2,1:56.0,H. Giles misses 2-pt layup from 2 ft,,50,56
205,2,1:55.0,Offensive rebound by H. Giles,,50,56
206,2,1:54.0,Shooting foul by P. Siakam (drawn by H. Giles),,50,56
207,2,1:54.0,,Violation by Team (delay of game),50,56
208,2,1:54.0,H. Giles misses free throw 1 of 2,,50,56
209,2,1:54.0,Offensive rebound by Team,,50,56
210,2,1:54.0,H. Giles makes free throw 2 of 2,,51,56
211,2,1:39.0,,P. McCaw misses 2-pt layup from 3 ft,51,56
212,2,1:37.0,Defensive rebound by Team,,51,56
213,2,1:28.0,Personal foul by S. Ibaka (drawn by H. Giles),,51,56
214,2,1:28.0,H. Giles makes free throw 1 of 2,,52,56
215,2,1:28.0,H. Giles makes free throw 2 of 2,,53,56
216,2,1:10.0,,Turnover by S. Ibaka (traveling),53,56
217,2,1:02.0,Y. Ferrell misses 2-pt jump shot from 6 ft,,53,56
218,2,1:00.0,,Defensive rebound by P. McCaw,53,56
219,2,0:53.0,,P. Siakam misses 3-pt jump shot from 23 ft,53,56
220,2,0:50.0,,Offensive rebound by D. Green,53,56
221,2,0:42.0,,F. VanVleet makes 2-pt layup from 2 ft,53,58
222,2,0:37.0,B. Bogdanović misses 3-pt jump shot from 24 ft,,53,58
223,2,0:33.0,,Defensive rebound by P. McCaw,53,58
224,2,0:28.0,,S. Ibaka makes 2-pt layup from 3 ft (assist by F. VanVleet),53,60
225,2,0:08.0,B. Hield makes 3-pt jump shot from 24 ft (assist by H. Giles),,56,60
226,2,0:02.0,,S. Ibaka misses 3-pt jump shot from 26 ft (block by H. Giles),56,60
227,2,0:02.0,,Offensive rebound by P. McCaw,56,60
228,2,0:00.0,,P. McCaw misses 3-pt jump shot from 31 ft,56,60
229,2,0:00.0,,Offensive rebound by Team,56,60
230,3,11:44.0,,P. Siakam misses 3-pt jump shot from 23 ft,56,60
231,3,11:40.0,Defensive rebound by B. Bogdanović,,56,60
232,3,11:23.0,M. Bagley misses 2-pt layup from 12 ft (block by K. Lowry),,56,60
233,3,11:20.0,,Defensive rebound by F. VanVleet,56,60
234,3,11:17.0,,Turnover by K. Lowry (bad pass; steal by Y. Ferrell),56,60
235,3,11:14.0,M. Bagley makes 2-pt dunk from 1 ft (assist by B. Hield),,58,60
236,3,10:51.0,,F. VanVleet makes 3-pt jump shot from 25 ft (assist by P. Siakam),58,63
237,3,10:29.0,B. Hield misses 2-pt jump shot from 14 ft,,58,63
238,3,10:27.0,,Defensive rebound by F. VanVleet,58,63
239,3,10:23.0,,D. Green misses 3-pt jump shot from 25 ft,58,63
240,3,10:20.0,,Offensive rebound by S. Ibaka,58,63
241,3,10:17.0,,S. Ibaka makes 2-pt hook shot from 2 ft,58,65
242,3,10:01.0,W. Cauley-Stein makes 2-pt hook shot from 5 ft,,60,65
243,3,9:39.0,,D. Green makes 3-pt jump shot from 23 ft (assist by S. Ibaka),60,68
244,3,9:28.0,Y. Ferrell makes 2-pt jump shot from 15 ft,,62,68
245,3,9:13.0,,Away from play foul by Y. Ferrell (drawn by F. VanVleet),62,68
246,3,9:13.0,,F. VanVleet misses free throw 1 of 1,62,68
247,3,9:13.0,,Offensive rebound by Team,62,68
248,3,9:13.0,,Offensive foul by F. VanVleet (drawn by Y. Ferrell),62,68
249,3,9:13.0,,Turnover by F. VanVleet (offensive foul),62,68
250,3,8:59.0,M. Bagley misses 2-pt jump shot from 15 ft,,62,68
251,3,8:57.0,Offensive rebound by B. Bogdanović,,62,68
252,3,8:43.0,B. Bogdanović misses 2-pt jump shot from 23 ft,,62,68
253,3,8:40.0,,Defensive rebound by S. Ibaka,62,68
254,3,8:32.0,,Turnover by K. Lowry (out of bounds lost ball),62,68
255,3,8:24.0,W. Cauley-Stein misses 2-pt layup from 2 ft,,62,68
256,3,8:20.0,,Defensive rebound by S. Ibaka,62,68
257,3,8:09.0,,P. Siakam makes 2-pt layup from 1 ft,62,70
258,3,8:09.0,Violation by Team (def goaltending),,62,70
259,3,7:53.0,M. Bagley makes 2-pt hook shot from 4 ft (assist by W. Cauley-Stein),,64,70
260,3,7:40.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by F. VanVleet),64,73
261,3,7:25.0,Personal foul by D. Green (drawn by B. Hield),,64,73
262,3,7:15.0,Y. Ferrell misses 3-pt jump shot from 22 ft (block by F. VanVleet),,64,73
263,3,7:12.0,,Defensive rebound by F. VanVleet,64,73
264,3,7:07.0,,D. Green misses 3-pt jump shot from 23 ft,64,73
265,3,7:05.0,Defensive rebound by Y. Ferrell,,64,73
266,3,7:01.0,Y. Ferrell misses 2-pt layup from 2 ft,,64,73
267,3,6:58.0,Offensive rebound by Y. Ferrell,,64,73
268,3,6:54.0,M. Bagley makes 2-pt dunk from 3 ft (assist by Y. Ferrell),,66,73
269,3,6:41.0,,Turnover by F. VanVleet (lost ball; steal by B. Hield),66,73
270,3,6:36.0,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by B. Hield),,69,73
271,3,6:32.0,,Toronto full timeout,69,73
272,3,6:32.0,H. Giles enters the game for M. Bagley,,69,73
273,3,6:16.0,,S. Ibaka misses 2-pt jump shot from 15 ft,69,73
274,3,6:14.0,Defensive rebound by W. Cauley-Stein,,69,73
275,3,5:58.0,H. Giles misses 2-pt hook shot from 10 ft,,69,73
276,3,5:55.0,,Defensive rebound by S. Ibaka,69,73
277,3,5:43.0,,K. Lowry misses 3-pt jump shot from 25 ft,69,73
278,3,5:40.0,Defensive rebound by B. Bogdanović,,69,73
279,3,5:35.0,H. Giles makes 2-pt layup from 2 ft (assist by B. Bogdanović),,71,73
280,3,5:35.0,,Violation by Team (def goaltending),71,73
281,3,5:12.0,,S. Ibaka misses 2-pt jump shot from 17 ft,71,73
282,3,5:09.0,Defensive rebound by B. Bogdanović,,71,73
283,3,5:01.0,Personal foul by P. Siakam (drawn by W. Cauley-Stein),,71,73
284,3,4:53.0,B. Hield misses 2-pt jump shot from 16 ft,,71,73
285,3,4:50.0,,Defensive rebound by F. VanVleet,71,73
286,3,4:40.0,,K. Lowry misses 2-pt layup from 2 ft (block by H. Giles),71,73
287,3,4:38.0,Defensive rebound by B. Bogdanović,,71,73
288,3,4:35.0,W. Cauley-Stein makes 2-pt dunk from 1 ft (assist by B. Bogdanović),,73,73
289,3,4:14.0,,D. Green misses 2-pt jump shot from 7 ft,73,73
290,3,4:11.0,Defensive rebound by W. Cauley-Stein,,73,73
291,3,4:07.0,Turnover by B. Hield (bad pass; steal by D. Green),,73,73
292,3,4:00.0,,D. Green misses 3-pt jump shot from 23 ft,73,73
293,3,3:58.0,,Offensive rebound by P. Siakam,73,73
294,3,3:58.0,,P. Siakam makes 2-pt layup at rim,73,75
295,3,3:58.0,Sacramento full timeout,,73,75
296,3,3:58.0,J. Jackson enters the game for B. Hield,,73,75
297,3,3:58.0,,G. Monroe enters the game for D. Green,73,75
298,3,3:58.0,,N. Powell enters the game for S. Ibaka,73,75
299,3,3:58.0,,D. Wright enters the game for K. Lowry,73,75
300,3,3:39.0,B. Bogdanović misses 2-pt layup from 2 ft (block by P. Siakam),,73,75
301,3,3:35.0,,Defensive rebound by N. Powell,73,75
302,3,3:34.0,,Shooting foul by Y. Ferrell (drawn by F. VanVleet),73,75
303,3,3:34.0,,F. VanVleet makes free throw 1 of 3,73,76
304,3,3:34.0,,F. VanVleet makes free throw 2 of 3,73,77
305,3,3:34.0,,F. VanVleet makes free throw 3 of 3,73,78
306,3,3:24.0,Personal foul by F. VanVleet (drawn by W. Cauley-Stein),,73,78
307,3,3:16.0,Turnover by H. Giles (lost ball; steal by F. VanVleet),,73,78
308,3,3:12.0,,N. Powell makes 2-pt layup from 2 ft (assist by F. VanVleet),73,80
309,3,2:58.0,B. Bogdanović misses 2-pt jump shot from 13 ft,,73,80
310,3,2:54.0,Offensive rebound by B. Bogdanović,,73,80
311,3,2:54.0,B. Bogdanović misses 2-pt layup from 1 ft,,73,80
312,3,2:52.0,,Defensive rebound by G. Monroe,73,80
313,3,2:51.0,,Personal foul by J. Jackson (drawn by N. Powell),73,80
314,3,2:51.0,M. Bagley enters the game for B. Bogdanović,,73,80
315,3,2:51.0,B. McLemore enters the game for W. Cauley-Stein,,73,80
316,3,2:37.0,,P. Siakam misses 3-pt jump shot from 23 ft,73,80
317,3,2:33.0,Defensive rebound by Y. Ferrell,,73,80
318,3,2:27.0,J. Jackson misses 2-pt jump shot from 9 ft,,73,80
319,3,2:26.0,,Defensive rebound by P. Siakam,73,80
320,3,2:22.0,,P. Siakam makes 2-pt hook shot from 3 ft,73,82
321,3,2:22.0,,Shooting foul by M. Bagley (drawn by P. Siakam),73,82
322,3,2:22.0,,P. Siakam makes free throw 1 of 1,73,83
323,3,2:02.0,Y. Ferrell makes 2-pt jump shot from 17 ft,,75,83
324,3,1:45.0,,Turnover by G. Monroe (bad pass),75,83
325,3,1:34.0,H. Giles misses 2-pt layup from 3 ft,,75,83
326,3,1:32.0,,Defensive rebound by P. Siakam,75,83
327,3,1:25.0,,F. VanVleet misses 3-pt jump shot from 28 ft,75,83
328,3,1:23.0,Defensive rebound by M. Bagley,,75,83
329,3,1:18.0,Turnover by M. Bagley (lost ball; steal by P. Siakam),,75,83
330,3,1:13.0,,P. Siakam makes 2-pt dunk from 1 ft,75,85
331,3,0:50.0,M. Bagley misses 2-pt layup from 2 ft,,75,85
332,3,0:50.0,Offensive rebound by Team,,75,85
333,3,0:48.0,B. McLemore makes 3-pt jump shot from 23 ft (assist by J. Jackson),,78,85
334,3,0:30.0,,Shooting foul by H. Giles (drawn by N. Powell),78,85
335,3,0:30.0,,N. Powell misses free throw 1 of 2,78,85
336,3,0:30.0,,Offensive rebound by Team,78,85
337,3,0:30.0,B. Bogdanović enters the game for H. Giles,,78,85
338,3,0:30.0,,C. Boucher enters the game for P. Siakam,78,85
339,3,0:30.0,,N. Powell makes free throw 2 of 2,78,86
340,3,0:29.0,Turnover by M. Bagley (bad pass; steal by G. Monroe),,78,86
341,3,0:25.0,,G. Monroe misses 2-pt layup from 2 ft (block by M. Bagley),78,86
342,3,0:22.0,,Offensive rebound by G. Monroe,78,86
343,3,0:21.0,,G. Monroe misses 2-pt layup from 2 ft (block by B. McLemore),78,86
344,3,0:18.0,Defensive rebound by B. Bogdanović,,78,86
345,3,0:03.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,78,86
346,3,0:03.0,,Defensive rebound by D. Wright,78,86
347,3,0:00.0,,Shooting foul by B. McLemore (drawn by D. Wright),78,86
348,3,0:00.0,,D. Wright makes free throw 1 of 3,78,87
349,3,0:00.0,,D. Wright makes free throw 2 of 3,78,88
350,3,0:00.0,,D. Wright misses free throw 3 of 3,78,88
351,3,0:00.0,,Offensive rebound by Team,78,88
352,4,11:49.0,F. Mason misses 2-pt jump shot from 18 ft,,78,88
353,4,11:46.0,,Defensive rebound by D. Wright,78,88
354,4,11:29.0,,Shooting foul by H. Giles (drawn by G. Monroe),78,88
355,4,11:29.0,,G. Monroe misses free throw 1 of 2,78,88
356,4,11:29.0,,Offensive rebound by Team,78,88
357,4,11:29.0,,G. Monroe misses free throw 2 of 2,78,88
358,4,11:27.0,Defensive rebound by H. Giles,,78,88
359,4,11:12.0,Shooting foul by C. Miles (drawn by H. Giles),,78,88
360,4,11:12.0,H. Giles misses free throw 1 of 2,,78,88
361,4,11:12.0,Offensive rebound by Team,,78,88
362,4,11:12.0,H. Giles misses free throw 2 of 2,,78,88
363,4,11:10.0,,Defensive rebound by D. Wright,78,88
364,4,10:56.0,,Turnover by N. Powell (lost ball; steal by M. Bagley),78,88
365,4,10:55.0,Personal foul by K. Lowry (drawn by J. Jackson),,78,88
366,4,10:42.0,Turnover by F. Mason (out of bounds lost ball),,78,88
367,4,10:28.0,,Turnover by D. Wright (bad pass),78,88
368,4,10:23.0,Shooting foul by K. Lowry (drawn by M. Bagley),,78,88
369,4,10:23.0,M. Bagley makes free throw 1 of 2,,79,88
370,4,10:23.0,,C. Boucher enters the game for G. Monroe,79,88
371,4,10:23.0,M. Bagley makes free throw 2 of 2,,80,88
372,4,10:11.0,,C. Miles makes 3-pt jump shot from 25 ft,80,91
373,4,9:57.0,M. Bagley misses 2-pt jump shot from 8 ft (block by C. Miles),,80,91
374,4,9:54.0,Offensive rebound by H. Giles,,80,91
375,4,9:53.0,H. Giles makes 2-pt jump shot from 8 ft,,82,91
376,4,9:47.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by C. Miles),82,94
377,4,9:30.0,J. Jackson makes 2-pt jump shot from 20 ft (assist by H. Giles),,84,94
