,QUARTER,TIME_REMAINING,HOUSTON_ACTION,NEW YORK_ACTION,HOUSTON_SCORE,NEW YORK_SCORE
106,1,3:09.0,J. Harden makes free throw 3 of 3,,23,18
107,1,3:00.0,,F. Ntilikina misses 2-pt jump shot from 21 ft,23,18
108,1,2:58.0,Defensive rebound by G. Green,,23,18
109,1,2:44.0,J. Harden misses 3-pt jump shot from 25 ft,,23,18
110,1,2:42.0,,Defensive rebound by N. Vonleh,23,18
111,1,2:40.0,,A. Trier misses 2-pt layup from 3 ft (block by G. Green),23,18
112,1,2:39.0,,Offensive rebound by Team,23,18
113,1,2:39.0,Houston full timeout,,23,18
114,1,2:39.0,E. Gordon enters the game for G. Green,,23,18
115,1,2:39.0,A. Rivers enters the game for J. Harden,,23,18
116,1,2:29.0,,T. Hardaway makes 3-pt jump shot from 26 ft,23,21
117,1,2:14.0,E. Gordon makes 2-pt layup from 4 ft (assist by A. Rivers),,25,21
118,1,1:52.0,,F. Ntilikina misses 2-pt layup from 1 ft,25,21
119,1,1:50.0,Defensive rebound by K. Faried,,25,21
120,1,1:50.0,,M. Robinson enters the game for N. Vonleh,25,21
121,1,1:40.0,Turnover by E. Gordon (out of bounds lost ball),,25,21
122,1,1:22.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by A. Trier),25,23
123,1,1:06.0,A. Rivers misses 2-pt layup from 1 ft,,25,23
124,1,1:04.0,Offensive rebound by A. Rivers,,25,23
125,1,1:01.0,G. Clark misses 3-pt jump shot from 23 ft,,25,23
126,1,0:59.0,Offensive rebound by K. Faried,,25,23
127,1,0:58.0,K. Faried makes 2-pt hook shot from 4 ft,,27,23
128,1,0:51.0,,A. Trier makes 2-pt layup from 1 ft,27,25
129,1,0:51.0,,Shooting foul by G. Clark (drawn by A. Trier),27,25
130,1,0:51.0,G. Green enters the game for G. Clark,,27,25
131,1,0:51.0,,A. Trier makes free throw 1 of 1,27,26
132,1,0:40.0,Shooting foul by D. Dotson (drawn by J. Ennis),,27,26
133,1,0:40.0,J. Ennis misses free throw 1 of 2,,27,26
134,1,0:40.0,Offensive rebound by Team,,27,26
135,1,0:40.0,J. Ennis makes free throw 2 of 2,,28,26
136,1,0:31.0,,T. Hardaway makes 2-pt layup from 1 ft,28,28
137,1,0:11.0,K. Faried misses 3-pt jump shot from 25 ft,,28,28
138,1,0:09.0,,Defensive rebound by D. Dotson,28,28
139,1,0:03.0,,A. Trier makes 3-pt jump shot from 26 ft,28,31
140,1,0:00.0,K. Faried misses 3-pt jump shot from 42 ft,,28,31
141,1,0:00.0,Offensive rebound by Team,,28,31
142,2,11:44.0,,M. Robinson makes 2-pt layup from 2 ft (assist by A. Trier),28,33
143,2,11:28.0,G. Green misses 3-pt jump shot from 25 ft,,28,33
144,2,11:26.0,,Defensive rebound by D. Dotson,28,33
145,2,11:16.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),28,35
146,2,11:03.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by A. Rivers),,31,35
147,2,10:47.0,,D. Dotson misses 3-pt jump shot from 25 ft,31,35
148,2,10:45.0,Defensive rebound by E. Gordon,,31,35
149,2,10:37.0,Shooting foul by M. Robinson (drawn by E. Gordon),,31,35
150,2,10:37.0,P. Tucker enters the game for K. Faried,,31,35
151,2,10:37.0,E. Gordon makes free throw 1 of 2,,32,35
152,2,10:37.0,E. Gordon misses free throw 2 of 2,,32,35
153,2,10:35.0,,Defensive rebound by A. Trier,32,35
154,2,10:14.0,,E. Mudiay makes 3-pt jump shot from 26 ft (assist by A. Trier),32,38
155,2,10:02.0,Turnover by P. Tucker (bad pass; steal by F. Ntilikina),,32,38
156,2,9:59.0,,M. Robinson makes 2-pt dunk at rim (assist by F. Ntilikina),32,40
157,2,9:47.0,E. Gordon makes 2-pt layup from 1 ft,,34,40
158,2,9:47.0,Shooting foul by M. Robinson (drawn by E. Gordon),,34,40
159,2,9:47.0,J. Harden enters the game for G. Green,,34,40
160,2,9:47.0,E. Gordon misses free throw 1 of 1,,34,40
161,2,9:45.0,,Defensive rebound by D. Dotson,34,40
162,2,9:25.0,,Turnover by E. Mudiay (bad pass; steal by J. Harden),34,40
163,2,9:23.0,Offensive foul by J. Ennis (drawn by A. Trier),,34,40
164,2,9:23.0,Turnover by J. Ennis (offensive foul),,34,40
165,2,9:11.0,,D. Dotson misses 3-pt jump shot from 27 ft,34,40
166,2,9:09.0,,Offensive rebound by M. Robinson,34,40
167,2,9:09.0,,Shooting foul by J. Harden (drawn by M. Robinson),34,40
168,2,9:09.0,,M. Robinson makes free throw 1 of 2,34,41
169,2,9:09.0,,M. Robinson makes free throw 2 of 2,34,42
170,2,8:57.0,Turnover by J. Harden (out of bounds lost ball),,34,42
171,2,8:38.0,Loose ball foul by J. Ennis (drawn by E. Mudiay),,34,42
172,2,8:30.0,,A. Trier makes 3-pt jump shot from 26 ft,34,45
173,2,8:01.0,J. Harden makes 2-pt layup from 1 ft,,36,45
174,2,8:01.0,G. Clark enters the game for J. Ennis,,36,45
175,2,8:01.0,G. Green enters the game for A. Rivers,,36,45
176,2,8:01.0,,T. Hardaway enters the game for D. Dotson,36,45
177,2,7:35.0,,A. Trier makes 2-pt layup from 1 ft,36,47
178,2,7:32.0,Offensive foul by J. Harden (drawn by F. Ntilikina),,36,47
179,2,7:32.0,Turnover by J. Harden (offensive foul),,36,47
180,2,7:26.0,,Turnover by A. Trier (bad pass; steal by E. Gordon),36,47
181,2,7:20.0,E. Gordon makes 2-pt layup from 1 ft,,38,47
182,2,6:57.0,,Turnover by A. Trier (lost ball; steal by G. Clark),38,47
183,2,6:47.0,J. Harden makes 3-pt jump shot from 26 ft,,41,47
184,2,6:47.0,Shooting foul by A. Trier (drawn by J. Harden),,41,47
185,2,6:47.0,,New York full timeout,41,47
186,2,6:47.0,,K. Knox enters the game for F. Ntilikina,41,47
187,2,6:47.0,,N. Vonleh enters the game for M. Robinson,41,47
188,2,6:47.0,J. Harden makes free throw 1 of 1,,42,47
189,2,6:35.0,,A. Trier makes 2-pt jump shot from 16 ft,42,49
190,2,6:12.0,E. Gordon misses 2-pt layup from 3 ft,,42,49
191,2,6:10.0,Offensive rebound by P. Tucker,,42,49
192,2,6:09.0,Turnover by P. Tucker (bad pass; steal by E. Mudiay),,42,49
193,2,6:07.0,,Shooting foul by G. Clark (drawn by K. Knox),42,49
194,2,6:07.0,,K. Knox makes free throw 1 of 2,42,50
195,2,6:07.0,,K. Knox makes free throw 2 of 2,42,51
196,2,5:49.0,E. Gordon misses 2-pt layup from 2 ft,,42,51
197,2,5:47.0,,Defensive rebound by K. Knox,42,51
198,2,5:43.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by K. Knox),42,54
199,2,5:24.0,J. Harden misses 3-pt jump shot from 26 ft,,42,54
200,2,5:22.0,,Defensive rebound by E. Mudiay,42,54
201,2,5:14.0,,A. Trier misses 3-pt jump shot from 24 ft,42,54
202,2,5:12.0,Defensive rebound by P. Tucker,,42,54
203,2,4:52.0,J. Harden makes 2-pt jump shot from 16 ft,,44,54
204,2,4:31.0,,K. Knox makes 3-pt jump shot from 27 ft (assist by N. Vonleh),44,57
205,2,4:23.0,Offensive foul by J. Harden (drawn by T. Hardaway),,44,57
206,2,4:23.0,Turnover by J. Harden (offensive foul),,44,57
207,2,4:23.0,Houston full timeout,,44,57
208,2,4:23.0,K. Faried enters the game for G. Clark,,44,57
209,2,4:23.0,A. Rivers enters the game for E. Gordon,,44,57
210,2,4:12.0,,K. Knox misses 3-pt jump shot from 23 ft,44,57
211,2,4:11.0,Defensive rebound by Team,,44,57
212,2,4:11.0,,Loose ball foul by N. Vonleh (drawn by G. Green),44,57
213,2,4:04.0,J. Harden makes 2-pt layup from 1 ft,,46,57
214,2,3:51.0,,Turnover by E. Mudiay (bad pass; steal by K. Faried),46,57
215,2,3:51.0,Clear path foul by A. Trier,,46,57
216,2,3:51.0,K. Faried misses clear path free throw 1 of 2,,46,57
217,2,3:51.0,Offensive rebound by Team,,46,57
218,2,3:51.0,K. Faried makes clear path free throw 2 of 2,,47,57
219,2,3:42.0,A. Rivers makes 2-pt layup from 2 ft,,49,57
220,2,3:29.0,,N. Vonleh makes 2-pt hook shot from 1 ft (assist by E. Mudiay),49,59
221,2,3:29.0,,Shooting foul by K. Faried (drawn by N. Vonleh),49,59
222,2,3:29.0,,N. Vonleh misses free throw 1 of 1,49,59
223,2,3:27.0,Defensive rebound by P. Tucker,,49,59
224,2,3:04.0,J. Harden makes 3-pt jump shot from 25 ft,,52,59
225,2,2:43.0,,Turnover by E. Mudiay (bad pass; steal by A. Rivers),52,59
226,2,2:37.0,G. Green misses 3-pt jump shot from 24 ft,,52,59
227,2,2:35.0,,Defensive rebound by K. Knox,52,59
228,2,2:28.0,,K. Knox misses 2-pt layup from 1 ft (block by G. Green),52,59
229,2,2:26.0,,Offensive rebound by E. Mudiay,52,59
230,2,2:21.0,,E. Mudiay makes 2-pt layup from 2 ft,52,61
231,2,2:04.0,K. Faried makes 2-pt layup from 1 ft (assist by G. Green),,54,61
232,2,2:04.0,E. Gordon enters the game for G. Green,,54,61
233,2,1:40.0,,E. Mudiay misses 3-pt jump shot from 25 ft,54,61
234,2,1:38.0,Defensive rebound by E. Gordon,,54,61
235,2,1:30.0,Shooting foul by E. Mudiay (drawn by K. Faried),,54,61
236,2,1:30.0,,F. Ntilikina enters the game for E. Mudiay,54,61
237,2,1:30.0,K. Faried misses free throw 1 of 2,,54,61
238,2,1:30.0,Offensive rebound by Team,,54,61
239,2,1:30.0,K. Faried misses free throw 2 of 2,,54,61
240,2,1:28.0,,Defensive rebound by N. Vonleh,54,61
241,2,1:10.0,,A. Trier makes 2-pt jump shot from 20 ft,54,63
242,2,0:57.0,Shooting foul by A. Trier (drawn by J. Harden),,54,63
243,2,0:57.0,G. Green enters the game for K. Faried,,54,63
244,2,0:57.0,,D. Dotson enters the game for A. Trier,54,63
245,2,0:57.0,J. Harden misses free throw 1 of 2,,54,63
246,2,0:57.0,Offensive rebound by Team,,54,63
247,2,0:57.0,J. Harden misses free throw 2 of 2,,54,63
248,2,0:55.0,,Defensive rebound by N. Vonleh,54,63
249,2,0:39.0,,T. Hardaway misses 2-pt jump shot from 5 ft,54,63
250,2,0:37.0,Defensive rebound by J. Harden,,54,63
251,2,0:34.0,J. Harden makes 2-pt layup from 1 ft,,56,63
252,2,0:12.0,,Turnover by F. Ntilikina (bad pass; steal by P. Tucker),56,63
253,2,0:01.0,J. Harden misses 2-pt jump shot from 8 ft,,56,63
254,2,0:01.0,Offensive rebound by J. Harden,,56,63
255,2,0:00.0,J. Harden makes 2-pt layup at rim,,58,63
256,3,11:45.0,,K. Knox misses 2-pt jump shot from 8 ft,58,63
257,3,11:44.0,Defensive rebound by Team,,58,63
258,3,11:22.0,K. Faried misses 2-pt layup from 1 ft,,58,63
259,3,11:20.0,,Defensive rebound by E. Mudiay,58,63
260,3,11:16.0,,Shooting foul by K. Faried (drawn by E. Mudiay),58,63
261,3,11:16.0,,E. Mudiay makes free throw 1 of 2,58,64
262,3,11:16.0,,E. Mudiay makes free throw 2 of 2,58,65
263,3,10:59.0,K. Faried makes 2-pt jump shot from 2 ft,,60,65
264,3,10:40.0,,Turnover by N. Vonleh (lost ball; steal by K. Faried),60,65
265,3,10:30.0,J. Harden misses 3-pt jump shot from 25 ft,,60,65
266,3,10:28.0,,Defensive rebound by E. Mudiay,60,65
267,3,10:14.0,,N. Vonleh misses 2-pt layup from 5 ft,60,65
268,3,10:12.0,Defensive rebound by P. Tucker,,60,65
269,3,10:03.0,P. Tucker makes 3-pt jump shot from 27 ft (assist by A. Rivers),,63,65
270,3,9:45.0,,K. Knox makes 2-pt hook shot from 5 ft (assist by E. Mudiay),63,67
271,3,9:24.0,J. Harden misses 3-pt jump shot from 25 ft,,63,67
272,3,9:22.0,,Defensive rebound by N. Vonleh,63,67
273,3,9:16.0,,E. Mudiay misses 2-pt layup from 1 ft (block by K. Faried),63,67
274,3,9:14.0,,Offensive rebound by N. Vonleh,63,67
275,3,9:10.0,,E. Mudiay misses 3-pt jump shot from 24 ft,63,67
276,3,9:08.0,Defensive rebound by P. Tucker,,63,67
277,3,8:49.0,K. Faried misses 2-pt dunk from 2 ft (block by N. Vonleh),,63,67
278,3,8:47.0,Offensive rebound by K. Faried,,63,67
279,3,8:47.0,K. Faried makes 2-pt layup from 1 ft,,65,67
280,3,8:26.0,,Personal foul by E. Gordon (drawn by T. Hardaway),65,67
281,3,8:18.0,,Turnover by K. Knox (bad pass),65,67
282,3,7:58.0,J. Harden makes 2-pt layup from 1 ft,,67,67
283,3,7:58.0,,New York full timeout,67,67
284,3,7:58.0,G. Green enters the game for A. Rivers,,67,67
285,3,7:34.0,,K. Knox misses 3-pt jump shot from 25 ft,67,67
286,3,7:33.0,,Offensive rebound by Team,67,67
287,3,7:33.0,Loose ball foul by G. Green (drawn by L. Thomas),,67,67
288,3,7:22.0,,K. Knox misses 2-pt jump shot from 10 ft,67,67
289,3,7:20.0,,Offensive rebound by K. Knox,67,67
290,3,7:20.0,,K. Knox misses 2-pt layup at rim,67,67
291,3,7:18.0,Defensive rebound by J. Harden,,67,67
292,3,7:13.0,J. Harden makes 2-pt layup from 2 ft,,69,67
293,3,7:00.0,,T. Hardaway misses 3-pt jump shot from 30 ft,69,67
294,3,6:58.0,,Offensive rebound by N. Vonleh,69,67
295,3,6:51.0,,N. Vonleh makes 2-pt hook shot from 5 ft,69,69
296,3,6:28.0,G. Green makes 3-pt jump shot from 23 ft (assist by K. Faried),,72,69
297,3,6:09.0,,T. Hardaway makes 3-pt jump shot from 25 ft,72,72
298,3,5:58.0,Shooting foul by T. Hardaway (drawn by J. Harden),,72,72
299,3,5:58.0,J. Harden misses free throw 1 of 3,,72,72
300,3,5:58.0,Offensive rebound by Team,,72,72
301,3,5:58.0,J. Harden makes free throw 2 of 3,,73,72
302,3,5:58.0,J. Harden makes free throw 3 of 3,,74,72
303,3,5:37.0,,T. Hardaway misses 3-pt jump shot from 25 ft,74,72
304,3,5:35.0,,Offensive rebound by L. Thomas,74,72
305,3,5:32.0,,T. Hardaway misses 2-pt jump shot from 22 ft,74,72
306,3,5:30.0,Defensive rebound by K. Faried,,74,72
307,3,5:22.0,J. Harden makes 3-pt jump shot from 27 ft,,77,72
308,3,5:07.0,,Turnover by E. Mudiay (lost ball; steal by P. Tucker),77,72
309,3,5:04.0,G. Green makes 2-pt dunk from 1 ft (assist by J. Harden),,79,72
310,3,4:43.0,,T. Hardaway misses 2-pt jump shot from 14 ft,79,72
311,3,4:41.0,Defensive rebound by J. Harden,,79,72
312,3,4:32.0,K. Faried makes 2-pt dunk from 1 ft (assist by J. Harden),,81,72
313,3,4:31.0,,New York full timeout,81,72
314,3,4:31.0,A. Rivers enters the game for E. Gordon,,81,72
315,3,4:31.0,,D. Dotson enters the game for K. Knox,81,72
316,3,4:31.0,,F. Ntilikina enters the game for E. Mudiay,81,72
317,3,4:31.0,,A. Trier enters the game for L. Thomas,81,72
318,3,4:10.0,,A. Trier makes 2-pt dunk at rim (assist by F. Ntilikina),81,74
319,3,3:46.0,Turnover by K. Faried (off goaltending),,81,74
320,3,3:46.0,J. Ennis enters the game for K. Faried,,81,74
321,3,3:30.0,,N. Vonleh misses 2-pt layup from 2 ft (block by J. Ennis),81,74
322,3,3:29.0,,Offensive rebound by Team,81,74
323,3,3:23.0,,T. Hardaway misses 3-pt jump shot from 26 ft,81,74
324,3,3:21.0,Defensive rebound by G. Green,,81,74
325,3,3:12.0,J. Harden misses 3-pt jump shot from 26 ft,,81,74
326,3,3:10.0,,Defensive rebound by A. Trier,81,74
327,3,2:47.0,,D. Dotson misses 2-pt jump shot from 21 ft,81,74
328,3,2:46.0,Defensive rebound by Team,,81,74
329,3,2:46.0,,Loose ball foul by T. Hardaway (drawn by J. Harden),81,74
330,3,2:46.0,,K. Knox enters the game for T. Hardaway,81,74
331,3,2:46.0,,M. Robinson enters the game for N. Vonleh,81,74
332,3,2:33.0,J. Ennis misses 3-pt jump shot from 24 ft,,81,74
333,3,2:31.0,,Defensive rebound by A. Trier,81,74
334,3,2:23.0,,A. Trier makes 2-pt jump shot from 13 ft,81,76
335,3,2:08.0,J. Ennis makes 3-pt jump shot from 23 ft (assist by J. Harden),,84,76
336,3,1:51.0,,F. Ntilikina misses 3-pt jump shot from 24 ft,84,76
337,3,1:49.0,Defensive rebound by Team,,84,76
338,3,1:38.0,Shooting foul by F. Ntilikina (drawn by J. Harden),,84,76
339,3,1:38.0,J. Harden makes free throw 1 of 2,,85,76
340,3,1:38.0,J. Harden makes free throw 2 of 2,,86,76
341,3,1:27.0,,K. Knox misses 3-pt jump shot from 25 ft,86,76
342,3,1:25.0,Defensive rebound by P. Tucker,,86,76
343,3,1:13.0,Turnover by J. Harden (bad pass; steal by A. Trier),,86,76
344,3,1:06.0,,M. Robinson makes 2-pt dunk from 1 ft (assist by F. Ntilikina),86,78
345,3,0:47.0,J. Harden misses 3-pt jump shot from 26 ft (block by M. Robinson),,86,78
346,3,0:46.0,Offensive rebound by J. Harden,,86,78
347,3,0:45.0,Shooting foul by D. Dotson (drawn by J. Harden),,86,78
348,3,0:45.0,J. Harden makes free throw 1 of 2,,87,78
349,3,0:45.0,J. Harden makes free throw 2 of 2,,88,78
350,3,0:31.0,,Personal foul by A. Rivers (drawn by A. Trier),88,78
351,3,0:18.0,,F. Ntilikina misses 2-pt layup from 3 ft,88,78
352,3,0:16.0,Defensive rebound by G. Green,,88,78
353,3,0:01.0,J. Harden misses 3-pt jump shot from 27 ft,,88,78
354,3,0:01.0,Offensive rebound by Team,,88,78
355,4,11:39.0,A. Rivers misses 3-pt jump shot from 26 ft,,88,78
356,4,11:37.0,,Defensive rebound by A. Trier,88,78
357,4,11:23.0,,Turnover by F. Ntilikina (bad pass; steal by K. Faried),88,78
358,4,11:19.0,Shooting foul by M. Robinson (drawn by J. Ennis),,88,78
359,4,11:19.0,J. Ennis makes free throw 1 of 2,,89,78
360,4,11:19.0,J. Ennis makes free throw 2 of 2,,90,78
361,4,11:00.0,,K. Knox makes 2-pt jump shot from 5 ft (assist by F. Ntilikina),90,80
362,4,10:43.0,Personal foul by M. Robinson (drawn by A. Rivers),,90,80
363,4,10:37.0,Shooting foul by M. Robinson (drawn by G. Green),,90,80
364,4,10:37.0,G. Green makes free throw 1 of 2,,91,80
365,4,10:37.0,G. Green makes free throw 2 of 2,,92,80
366,4,10:21.0,,A. Trier misses 3-pt jump shot from 26 ft,92,80
367,4,10:19.0,Defensive rebound by A. Rivers,,92,80
368,4,10:11.0,E. Gordon misses 2-pt layup from 2 ft,,92,80
369,4,10:09.0,Offensive rebound by K. Faried,,92,80
370,4,10:09.0,K. Faried misses 2-pt dunk from 1 ft,,92,80
371,4,10:07.0,,Defensive rebound by D. Dotson,92,80
372,4,9:54.0,,D. Dotson makes 3-pt jump shot from 25 ft,92,83
373,4,9:43.0,Turnover by (8 sec),,92,83
374,4,9:21.0,,K. Knox misses 3-pt jump shot from 26 ft,92,83
375,4,9:19.0,Defensive rebound by J. Ennis,,92,83
376,4,9:08.0,G. Green misses 2-pt layup from 3 ft,,92,83
377,4,9:07.0,Offensive rebound by Team,,92,83
378,4,9:06.0,Turnover by K. Faried (out of bounds lost ball),,92,83
379,4,8:54.0,,D. Dotson makes 3-pt jump shot from 24 ft (assist by F. Ntilikina),92,86
380,4,8:52.0,Houston full timeout,,92,86
381,4,8:52.0,J. Harden enters the game for K. Faried,,92,86
382,4,8:52.0,P. Tucker enters the game for G. Green,,92,86
383,4,8:34.0,Turnover by J. Harden (bad pass; steal by M. Robinson),,92,86
384,4,8:32.0,,Shooting foul by A. Rivers (drawn by D. Dotson),92,86
385,4,8:32.0,,D. Dotson makes free throw 1 of 2,92,87
386,4,8:32.0,,D. Dotson makes free throw 2 of 2,92,88
387,4,8:13.0,J. Harden misses 3-pt jump shot from 26 ft,,92,88
388,4,8:11.0,,Defensive rebound by K. Knox,92,88
389,4,7:49.0,,Turnover by D. Dotson (bad pass),92,88
390,4,7:26.0,J. Harden misses 3-pt jump shot from 26 ft,,92,88
391,4,7:24.0,,Defensive rebound by F. Ntilikina,92,88
392,4,7:09.0,,A. Trier makes 2-pt layup from 1 ft,92,90
393,4,6:55.0,E. Gordon misses 3-pt jump shot from 27 ft,,92,90
