,QUARTER,TIME_REMAINING,PORTLAND_ACTION,CHICAGO_ACTION,PORTLAND_SCORE,CHICAGO_SCORE
45,1,6:48.0,Shooting foul by B. Sampson (drawn by J. Layman),,7,5
46,1,6:48.0,,Chicago full timeout,7,5
47,1,6:48.0,J. Layman misses free throw 1 of 2,,7,5
48,1,6:48.0,Offensive rebound by Team,,7,5
49,1,6:48.0,J. Layman makes free throw 2 of 2,,8,5
50,1,6:36.0,,B. Sampson misses 3-pt jump shot from 26 ft,8,5
51,1,6:33.0,Defensive rebound by D. Lillard,,8,5
52,1,6:22.0,A. Aminu makes 2-pt layup from 2 ft (assist by E. Freedom),,10,5
53,1,6:00.0,,W. Selden makes 2-pt jump shot from 5 ft (assist by R. Lopez),10,7
54,1,5:44.0,D. Lillard misses 2-pt jump shot from 22 ft,,10,7
55,1,5:41.0,,Defensive rebound by W. Selden,10,7
56,1,5:25.0,,Turnover by A. Blakeney (bad pass; steal by J. Layman),10,7
57,1,5:09.0,D. Lillard misses 2-pt jump shot from 9 ft,,10,7
58,1,5:08.0,,Defensive rebound by R. Lopez,10,7
59,1,4:57.0,,S. Harrison misses 2-pt layup from 2 ft,10,7
60,1,4:56.0,,Offensive rebound by S. Harrison,10,7
61,1,4:51.0,,A. Blakeney misses 3-pt jump shot from 26 ft,10,7
62,1,4:48.0,Defensive rebound by M. Harkless,,10,7
63,1,4:30.0,E. Freedom makes 2-pt hook shot from 7 ft,,12,7
64,1,4:18.0,,S. Harrison misses 2-pt layup from 2 ft,12,7
65,1,4:15.0,,Offensive rebound by S. Harrison,12,7
66,1,4:10.0,,S. Harrison makes 2-pt layup from 1 ft,12,9
67,1,3:53.0,E. Freedom makes 2-pt jump shot from 15 ft (assist by D. Lillard),,14,9
68,1,3:32.0,,A. Blakeney misses 2-pt layup from 2 ft,14,9
69,1,3:31.0,Defensive rebound by A. Aminu,,14,9
70,1,3:22.0,M. Harkless misses 2-pt hook shot from 3 ft,,14,9
71,1,3:20.0,,Defensive rebound by W. Selden,14,9
72,1,3:15.0,,W. Selden misses 2-pt jump shot from 5 ft,14,9
73,1,3:13.0,,Offensive rebound by W. Selden,14,9
74,1,3:12.0,,W. Selden misses 2-pt layup from 2 ft,14,9
75,1,3:12.0,,Offensive rebound by W. Selden,14,9
76,1,3:12.0,,W. Selden misses 2-pt layup from 1 ft,14,9
77,1,3:12.0,Defensive rebound by A. Aminu,,14,9
78,1,3:12.0,Personal foul by W. Selden (drawn by A. Aminu),,14,9
79,1,3:12.0,A. Aminu makes free throw 1 of 2,,15,9
80,1,3:12.0,S. Curry enters the game for M. Harkless,,15,9
81,1,3:12.0,R. Hood enters the game for E. Freedom,,15,9
82,1,3:12.0,M. Leonard enters the game for J. Layman,,15,9
83,1,3:12.0,,R. Arcidiacono enters the game for S. Harrison,15,9
84,1,3:12.0,,T. Luwawu-Cabarrot enters the game for W. Selden,15,9
85,1,3:12.0,A. Aminu makes free throw 2 of 2,,16,9
86,1,2:50.0,,R. Lopez misses 2-pt hook shot from 4 ft,16,9
87,1,2:49.0,Defensive rebound by M. Leonard,,16,9
88,1,2:41.0,D. Lillard misses 3-pt jump shot from 26 ft,,16,9
89,1,2:38.0,,Defensive rebound by A. Blakeney,16,9
90,1,2:30.0,,B. Sampson misses 3-pt jump shot from 23 ft,16,9
91,1,2:30.0,Defensive rebound by Team,,16,9
92,1,2:30.0,,Loose ball foul by R. Lopez (drawn by M. Leonard),16,9
93,1,2:30.0,Portland full timeout,,16,9
94,1,2:30.0,Z. Collins enters the game for A. Aminu,,16,9
95,1,2:30.0,,R. Alkins enters the game for A. Blakeney,16,9
96,1,2:30.0,,C. Felício enters the game for R. Lopez,16,9
97,1,2:30.0,M. Leonard makes free throw 1 of 2,,17,9
98,1,2:30.0,M. Leonard makes free throw 2 of 2,,18,9
99,1,2:18.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,18,9
100,1,2:16.0,Defensive rebound by Z. Collins,,18,9
101,1,2:00.0,S. Curry makes 2-pt jump shot from 22 ft (assist by R. Hood),,20,9
102,1,1:45.0,,R. Arcidiacono misses 2-pt jump shot from 16 ft,20,9
103,1,1:42.0,Defensive rebound by D. Lillard,,20,9
104,1,1:37.0,Turnover by R. Hood (traveling),,20,9
105,1,1:30.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 26 ft (assist by C. Felício),20,12
106,1,1:12.0,R. Hood makes 2-pt jump shot from 15 ft (assist by M. Leonard),,22,12
107,1,1:00.0,,Turnover by R. Alkins (step out of bounds),22,12
108,1,0:39.0,R. Hood makes 3-pt jump shot from 27 ft,,25,12
109,1,0:30.0,,T. Luwawu-Cabarrot makes 2-pt jump shot from 12 ft (assist by R. Arcidiacono),25,14
110,1,0:21.0,Personal foul by T. Luwawu-Cabarrot (drawn by D. Lillard),,25,14
111,1,0:21.0,D. Lillard makes free throw 1 of 2,,26,14
112,1,0:21.0,D. Lillard makes free throw 2 of 2,,27,14
113,1,0:00.0,,C. Felício misses 3-pt jump shot from 25 ft,27,14
114,1,0:00.0,,Offensive rebound by Team,27,14
115,2,11:50.0,S. Curry makes 3-pt jump shot from 25 ft (assist by E. Turner),,30,14
116,2,11:35.0,,R. Arcidiacono misses 2-pt jump shot from 16 ft,30,14
117,2,11:30.0,Defensive rebound by S. Curry,,30,14
118,2,11:25.0,Personal foul by T. Luwawu-Cabarrot (drawn by Z. Collins),,30,14
119,2,11:15.0,Z. Collins makes 3-pt jump shot from 24 ft (assist by R. Hood),,33,14
120,2,11:01.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by Z. Collins),33,14
121,2,10:58.0,Defensive rebound by M. Leonard,,33,14
122,2,10:55.0,M. Leonard misses 3-pt jump shot from 25 ft,,33,14
123,2,10:53.0,Offensive rebound by Z. Collins,,33,14
124,2,10:51.0,E. Turner makes 2-pt layup at rim (assist by Z. Collins),,35,14
125,2,10:51.0,,Chicago full timeout,35,14
126,2,10:51.0,,A. Blakeney enters the game for R. Alkins,35,14
127,2,10:51.0,,R. Lopez enters the game for T. Luwawu-Cabarrot,35,14
128,2,10:32.0,,R. Lopez makes 2-pt hook shot from 6 ft,35,16
129,2,10:08.0,E. Turner misses 2-pt jump shot from 14 ft,,35,16
130,2,10:06.0,,Defensive rebound by R. Lopez,35,16
131,2,9:56.0,,R. Lopez makes 2-pt jump shot from 4 ft (assist by A. Blakeney),35,18
132,2,9:56.0,,Shooting foul by M. Leonard (drawn by R. Lopez),35,18
133,2,9:56.0,,R. Lopez makes free throw 1 of 1,35,19
134,2,9:46.0,R. Hood misses 3-pt jump shot from 26 ft,,35,19
135,2,9:43.0,,Defensive rebound by C. Felício,35,19
136,2,9:33.0,,R. Lopez makes 2-pt hook shot from 4 ft (assist by W. Selden),35,21
137,2,9:22.0,R. Hood makes 2-pt layup from 3 ft (assist by E. Turner),,37,21
138,2,9:03.0,,R. Lopez makes 2-pt hook shot from 5 ft,37,23
139,2,8:42.0,Shooting foul by C. Felício (drawn by Z. Collins),,37,23
140,2,8:42.0,Z. Collins makes free throw 1 of 2,,38,23
141,2,8:42.0,Z. Collins makes free throw 2 of 2,,39,23
142,2,8:33.0,,R. Arcidiacono makes 3-pt jump shot from 26 ft,39,26
143,2,8:13.0,S. Curry makes 2-pt jump shot from 9 ft (assist by E. Turner),,41,26
144,2,7:51.0,,C. Felício makes 2-pt hook shot from 6 ft,41,28
145,2,7:40.0,Z. Collins makes 3-pt jump shot from 26 ft (assist by E. Turner),,44,28
146,2,7:18.0,,W. Selden misses 2-pt layup from 2 ft,44,28
147,2,7:16.0,,Offensive rebound by R. Lopez,44,28
148,2,7:08.0,,R. Arcidiacono makes 2-pt jump shot from 18 ft,44,30
149,2,6:47.0,S. Curry makes 3-pt jump shot from 28 ft (assist by M. Leonard),,47,30
150,2,6:23.0,,R. Arcidiacono misses 3-pt jump shot from 26 ft,47,30
151,2,6:20.0,,Offensive rebound by R. Lopez,47,30
152,2,6:13.0,,R. Arcidiacono misses 3-pt jump shot from 22 ft,47,30
153,2,6:10.0,,Offensive rebound by R. Lopez,47,30
154,2,6:06.0,,R. Arcidiacono makes 2-pt layup from 1 ft (assist by W. Selden),47,32
155,2,6:06.0,Violation by Team (def goaltending),,47,32
156,2,5:52.0,M. Leonard misses 3-pt jump shot from 25 ft,,47,32
157,2,5:49.0,,Defensive rebound by W. Selden,47,32
158,2,5:31.0,,R. Lopez misses 3-pt jump shot from 25 ft,47,32
159,2,5:27.0,Defensive rebound by S. Curry,,47,32
160,2,5:20.0,S. Curry misses 3-pt jump shot from 24 ft,,47,32
161,2,5:18.0,,Defensive rebound by W. Selden,47,32
162,2,5:16.0,,Chicago full timeout,47,32
163,2,5:16.0,E. Freedom enters the game for M. Leonard,,47,32
164,2,5:16.0,,S. Harrison enters the game for R. Arcidiacono,47,32
165,2,5:04.0,,A. Blakeney misses 2-pt jump shot from 20 ft (block by R. Hood),47,32
166,2,5:00.0,Defensive rebound by E. Turner,,47,32
167,2,4:51.0,E. Turner misses 2-pt jump shot from 20 ft,,47,32
168,2,4:49.0,,Defensive rebound by R. Lopez,47,32
169,2,4:27.0,,Turnover by Team (shot clock),47,32
170,2,4:27.0,D. Lillard enters the game for R. Hood,,47,32
171,2,4:16.0,S. Curry makes 2-pt jump shot from 18 ft (assist by E. Turner),,49,32
172,2,3:57.0,,S. Harrison makes 2-pt layup from 2 ft,49,34
173,2,3:32.0,E. Turner misses 2-pt layup from 2 ft,,49,34
174,2,3:30.0,,Defensive rebound by A. Blakeney,49,34
175,2,3:13.0,,C. Felício misses 3-pt jump shot from 25 ft,49,34
176,2,3:10.0,,Offensive rebound by S. Harrison,49,34
177,2,3:03.0,,S. Harrison makes 2-pt jump shot from 19 ft,49,36
178,2,2:35.0,E. Freedom makes 2-pt layup from 2 ft (assist by E. Turner),,51,36
179,2,2:12.0,,R. Lopez makes 2-pt hook shot from 6 ft,51,38
180,2,1:56.0,D. Lillard makes 3-pt jump shot from 25 ft (assist by S. Curry),,54,38
181,2,1:43.0,,Def 3 sec tech foul by Team,54,38
182,2,1:43.0,,A. Blakeney makes technical free throw,54,39
183,2,1:43.0,A. Aminu enters the game for Z. Collins,,54,39
184,2,1:43.0,M. Harkless enters the game for E. Turner,,54,39
185,2,1:43.0,,R. Alkins enters the game for A. Blakeney,54,39
186,2,1:43.0,,T. Luwawu-Cabarrot enters the game for C. Felício,54,39
187,2,1:43.0,,B. Sampson enters the game for W. Selden,54,39
188,2,1:39.0,,Personal foul by E. Freedom (drawn by R. Lopez),54,39
189,2,1:36.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 29 ft,54,39
190,2,1:31.0,Defensive rebound by A. Aminu,,54,39
191,2,1:25.0,S. Curry makes 3-pt jump shot from 26 ft (assist by A. Aminu),,57,39
192,2,1:08.0,,Turnover by R. Alkins (lost ball; steal by M. Harkless),57,39
193,2,1:03.0,Turnover by S. Curry (bad pass; steal by S. Harrison),,57,39
194,2,0:58.0,,S. Harrison misses 2-pt layup from 2 ft,57,39
195,2,0:56.0,,Offensive rebound by R. Alkins,57,39
196,2,0:56.0,,R. Lopez makes 2-pt hook shot from 2 ft (assist by R. Alkins),57,41
197,2,0:32.0,D. Lillard misses 3-pt jump shot from 25 ft,,57,41
198,2,0:28.0,Offensive rebound by E. Freedom,,57,41
199,2,0:28.0,Shooting foul by S. Harrison (drawn by E. Freedom),,57,41
200,2,0:28.0,E. Freedom misses free throw 1 of 2,,57,41
201,2,0:28.0,Offensive rebound by Team,,57,41
202,2,0:28.0,,R. Arcidiacono enters the game for R. Alkins,57,41
203,2,0:28.0,E. Freedom misses free throw 2 of 2,,57,41
204,2,0:26.0,Offensive rebound by A. Aminu,,57,41
205,2,0:26.0,A. Aminu makes 2-pt hook shot from 1 ft,,59,41
206,2,0:02.0,,S. Harrison misses 2-pt jump shot from 17 ft,59,41
207,2,0:00.0,Defensive rebound by E. Freedom,,59,41
208,2,0:00.0,M. Harkless misses 3-pt jump shot from 46 ft,,59,41
209,2,0:00.0,Offensive rebound by Team,,59,41
210,3,11:47.0,Shooting foul by A. Blakeney (drawn by J. Layman),,59,41
211,3,11:47.0,J. Layman makes free throw 1 of 2,,60,41
212,3,11:47.0,J. Layman makes free throw 2 of 2,,61,41
213,3,11:33.0,,B. Sampson makes 2-pt layup from 3 ft (assist by R. Lopez),61,43
214,3,11:17.0,J. Layman makes 2-pt layup from 2 ft,,63,43
215,3,10:59.0,,B. Sampson misses 2-pt layup from 1 ft,63,43
216,3,10:57.0,Defensive rebound by A. Aminu,,63,43
217,3,10:42.0,E. Freedom makes 2-pt dunk from 1 ft (assist by D. Lillard),,65,43
218,3,10:20.0,,B. Sampson misses 2-pt jump shot from 20 ft,65,43
219,3,10:17.0,Defensive rebound by A. Aminu,,65,43
220,3,9:58.0,Turnover by E. Freedom (traveling),,65,43
221,3,9:45.0,,S. Harrison makes 3-pt jump shot from 27 ft (assist by A. Blakeney),65,46
222,3,9:28.0,J. Layman misses 3-pt jump shot from 27 ft,,65,46
223,3,9:26.0,,Defensive rebound by W. Selden,65,46
224,3,9:19.0,,S. Harrison misses 2-pt jump shot from 7 ft,65,46
225,3,9:15.0,Defensive rebound by E. Freedom,,65,46
226,3,9:02.0,D. Lillard makes 2-pt layup from 1 ft,,67,46
227,3,8:47.0,,R. Lopez makes 2-pt jump shot from 18 ft (assist by A. Blakeney),67,48
228,3,8:30.0,E. Freedom misses 2-pt jump shot from 8 ft,,67,48
229,3,8:30.0,,Defensive rebound by Team,67,48
230,3,8:11.0,,Turnover by W. Selden (lost ball; steal by A. Aminu),67,48
231,3,8:07.0,A. Aminu makes 2-pt layup from 1 ft,,69,48
232,3,8:07.0,Away from play foul by W. Selden (drawn by J. Layman),,69,48
233,3,8:07.0,J. Layman makes free throw 1 of 1,,70,48
234,3,7:52.0,,A. Blakeney misses 2-pt jump shot from 11 ft,70,48
235,3,7:48.0,,Offensive rebound by R. Lopez,70,48
236,3,7:45.0,,R. Lopez misses 2-pt hook shot from 2 ft,70,48
237,3,7:45.0,Defensive rebound by D. Lillard,,70,48
238,3,7:40.0,Personal foul by R. Lopez (drawn by A. Aminu),,70,48
239,3,7:31.0,D. Lillard misses 2-pt jump shot from 7 ft,,70,48
240,3,7:29.0,,Defensive rebound by S. Harrison,70,48
241,3,7:18.0,,S. Harrison makes 2-pt layup from 2 ft (assist by W. Selden),70,50
242,3,7:18.0,,Shooting foul by J. Layman (drawn by S. Harrison),70,50
243,3,7:18.0,,T. Luwawu-Cabarrot enters the game for W. Selden,70,50
244,3,7:18.0,Defensive rebound by E. Freedom,,70,50
245,3,7:18.0,,S. Harrison misses free throw 1 of 1,70,50
246,3,7:04.0,J. Layman makes 2-pt layup from 2 ft (assist by D. Lillard),,72,50
247,3,6:55.0,,A. Blakeney misses 2-pt jump shot from 18 ft,72,50
248,3,6:53.0,Defensive rebound by A. Aminu,,72,50
249,3,6:48.0,D. Lillard misses 3-pt jump shot from 26 ft,,72,50
250,3,6:44.0,,Defensive rebound by S. Harrison,72,50
251,3,6:29.0,,Turnover by R. Lopez (lost ball; steal by J. Layman),72,50
252,3,6:22.0,M. Harkless misses 2-pt jump shot from 7 ft,,72,50
253,3,6:20.0,,Defensive rebound by R. Lopez,72,50
254,3,6:10.0,,A. Blakeney makes 2-pt jump shot from 7 ft,72,52
255,3,6:10.0,,Shooting foul by E. Freedom (drawn by A. Blakeney),72,52
256,3,6:10.0,,Chicago full timeout,72,52
257,3,6:10.0,,A. Blakeney misses free throw 1 of 1,72,52
258,3,6:06.0,Defensive rebound by E. Freedom,,72,52
259,3,5:49.0,E. Freedom makes 2-pt layup from 2 ft (assist by D. Lillard),,74,52
260,3,5:33.0,,A. Blakeney misses 2-pt jump shot from 11 ft,74,52
261,3,5:29.0,,R. Lopez misses 2-pt dunk at rim,74,52
262,3,5:29.0,,Offensive rebound by R. Lopez,74,52
263,3,5:29.0,,Offensive rebound by S. Harrison,74,52
264,3,5:25.0,,Offensive foul by B. Sampson (drawn by J. Layman),74,52
265,3,5:25.0,,Turnover by B. Sampson (offensive foul),74,52
266,3,5:25.0,R. Hood enters the game for J. Layman,,74,52
267,3,5:25.0,,R. Alkins enters the game for A. Blakeney,74,52
268,3,5:10.0,Shooting foul by B. Sampson (drawn by M. Harkless),,74,52
269,3,5:10.0,M. Harkless makes free throw 1 of 2,,75,52
270,3,5:10.0,M. Harkless makes free throw 2 of 2,,76,52
271,3,4:53.0,,R. Alkins misses 3-pt jump shot from 26 ft,76,52
272,3,4:48.0,Defensive rebound by A. Aminu,,76,52
273,3,4:36.0,A. Aminu misses 3-pt jump shot from 25 ft,,76,52
274,3,4:32.0,,Defensive rebound by S. Harrison,76,52
275,3,4:26.0,,R. Lopez misses 2-pt jump shot from 17 ft,76,52
276,3,4:21.0,Defensive rebound by R. Hood,,76,52
277,3,4:16.0,R. Hood misses 2-pt jump shot from 12 ft,,76,52
278,3,4:13.0,Offensive rebound by Team,,76,52
279,3,4:13.0,Z. Collins enters the game for E. Freedom,,76,52
280,3,4:13.0,,R. Arcidiacono enters the game for S. Harrison,76,52
281,3,4:13.0,,C. Felício enters the game for R. Lopez,76,52
282,3,4:13.0,,W. Selden enters the game for B. Sampson,76,52
283,3,3:59.0,Z. Collins makes 2-pt layup from 1 ft (assist by D. Lillard),,78,52
284,3,3:34.0,,Turnover by Team (shot clock),78,52
285,3,3:22.0,M. Harkless misses 2-pt layup from 2 ft,,78,52
286,3,3:20.0,,Defensive rebound by R. Alkins,78,52
287,3,3:17.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,78,52
288,3,3:15.0,Defensive rebound by A. Aminu,,78,52
289,3,3:02.0,A. Aminu makes 2-pt layup from 2 ft (assist by D. Lillard),,80,52
290,3,2:51.0,,R. Arcidiacono misses 2-pt jump shot from 9 ft,80,52
291,3,2:50.0,,Offensive rebound by C. Felício,80,52
292,3,2:50.0,,Shooting foul by M. Harkless (drawn by C. Felício),80,52
293,3,2:50.0,Portland full timeout,,80,52
294,3,2:50.0,S. Curry enters the game for M. Harkless,,80,52
295,3,2:50.0,,C. Felício makes free throw 1 of 2,80,53
296,3,2:50.0,,C. Felício makes free throw 2 of 2,80,54
297,3,2:31.0,R. Hood misses 2-pt jump shot from 20 ft,,80,54
298,3,2:28.0,,Defensive rebound by W. Selden,80,54
299,3,2:21.0,,W. Selden makes 3-pt jump shot from 25 ft,80,57
300,3,2:06.0,Turnover by D. Lillard (lost ball; steal by C. Felício),,80,57
301,3,2:06.0,,Personal foul by D. Lillard (drawn by C. Felício),80,57
302,3,1:55.0,,R. Alkins misses 2-pt layup from 5 ft (block by Z. Collins),80,57
303,3,1:55.0,,Offensive rebound by Team,80,57
304,3,1:55.0,Loose ball foul by Z. Collins (drawn by R. Alkins),,80,57
305,3,1:55.0,,R. Alkins makes free throw 1 of 2,80,58
306,3,1:55.0,,R. Alkins makes free throw 2 of 2,80,59
307,3,1:45.0,Z. Collins makes 2-pt layup from 2 ft (assist by D. Lillard),,82,59
308,3,1:45.0,Shooting foul by R. Alkins (drawn by Z. Collins),,82,59
309,3,1:45.0,Z. Collins makes free throw 1 of 1,,83,59
310,3,1:37.0,,W. Selden misses 3-pt jump shot from 23 ft,83,59
311,3,1:33.0,Defensive rebound by R. Hood,,83,59
312,3,1:26.0,Personal foul by C. Felício (drawn by D. Lillard),,83,59
313,3,1:26.0,D. Lillard makes free throw 1 of 2,,84,59
314,3,1:26.0,D. Lillard makes free throw 2 of 2,,85,59
315,3,1:10.0,,C. Felício makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),85,61
316,3,0:55.0,D. Lillard makes 2-pt jump shot from 10 ft,,87,61
317,3,0:43.0,,R. Arcidiacono makes 2-pt jump shot from 9 ft,87,63
318,3,0:31.0,D. Lillard misses 3-pt jump shot from 33 ft,,87,63
319,3,0:27.0,,Defensive rebound by R. Alkins,87,63
320,3,0:04.0,,W. Selden makes 2-pt jump shot from 2 ft (assist by R. Arcidiacono),87,65
321,3,0:00.0,R. Hood misses 3-pt jump shot from 26 ft,,87,65
322,3,0:00.0,Offensive rebound by Team,,87,65
323,4,11:49.0,,Shooting foul by M. Leonard (drawn by C. Felício),87,65
324,4,11:49.0,,C. Felício makes free throw 1 of 2,87,66
325,4,11:49.0,,C. Felício makes free throw 2 of 2,87,67
326,4,11:29.0,E. Turner misses 2-pt layup from 1 ft,,87,67
327,4,11:27.0,,Defensive rebound by W. Selden,87,67
328,4,11:12.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,87,67
329,4,11:10.0,,Offensive rebound by C. Felício,87,67
330,4,11:05.0,,W. Selden makes 2-pt jump shot from 17 ft,87,69
331,4,10:44.0,M. Leonard misses 3-pt jump shot from 25 ft,,87,69
332,4,10:41.0,,Defensive rebound by T. Luwawu-Cabarrot,87,69
333,4,10:31.0,,W. Selden misses 2-pt jump shot from 11 ft,87,69
334,4,10:30.0,Defensive rebound by E. Turner,,87,69
335,4,10:22.0,S. Curry misses 3-pt jump shot from 26 ft,,87,69
336,4,10:18.0,,Defensive rebound by W. Selden,87,69
337,4,10:14.0,,Turnover by R. Alkins (step out of bounds),87,69
338,4,9:59.0,Z. Collins misses 3-pt jump shot from 25 ft,,87,69
339,4,9:55.0,Offensive rebound by M. Leonard,,87,69
340,4,9:51.0,Turnover by S. Curry (out of bounds lost ball),,87,69
341,4,9:51.0,,Chicago full timeout,87,69
342,4,9:34.0,,C. Felício makes 2-pt hook shot from 3 ft (assist by T. Luwawu-Cabarrot),87,71
343,4,9:18.0,S. Curry makes 2-pt jump shot from 14 ft,,89,71
344,4,8:59.0,,Turnover by W. Selden (bad pass),89,71
345,4,8:42.0,Z. Collins misses 2-pt dunk at rim,,89,71
346,4,8:40.0,,Defensive rebound by C. Felício,89,71
347,4,8:27.0,,W. Selden misses 2-pt jump shot from 4 ft,89,71
348,4,8:25.0,,Offensive rebound by W. Selden,89,71
349,4,8:25.0,,W. Selden makes 2-pt layup from 2 ft,89,73
350,4,8:12.0,R. Hood makes 3-pt jump shot from 24 ft (assist by S. Curry),,92,73
351,4,8:12.0,Shooting foul by T. Luwawu-Cabarrot (drawn by R. Hood),,92,73
352,4,8:12.0,R. Hood makes free throw 1 of 1,,93,73
353,4,8:06.0,,Personal foul by M. Leonard (drawn by C. Felício),93,73
354,4,8:06.0,,S. Harrison enters the game for R. Alkins,93,73
355,4,8:06.0,,B. Sampson enters the game for T. Luwawu-Cabarrot,93,73
356,4,7:54.0,,R. Arcidiacono makes 3-pt jump shot from 25 ft (assist by W. Selden),93,76
357,4,7:39.0,R. Hood makes 2-pt jump shot from 16 ft (assist by E. Turner),,95,76
358,4,7:20.0,,R. Arcidiacono misses 2-pt jump shot from 21 ft,95,76
359,4,7:17.0,Defensive rebound by S. Curry,,95,76
360,4,7:12.0,S. Curry makes 3-pt jump shot from 25 ft,,98,76
361,4,7:11.0,,Chicago full timeout,98,76
362,4,7:11.0,,A. Blakeney enters the game for R. Arcidiacono,98,76
363,4,6:57.0,,B. Sampson misses 3-pt jump shot from 26 ft,98,76
364,4,6:54.0,Defensive rebound by M. Leonard,,98,76
365,4,6:34.0,S. Curry misses 3-pt jump shot from 22 ft,,98,76
366,4,6:31.0,,Defensive rebound by S. Harrison,98,76
367,4,6:14.0,,S. Harrison misses 3-pt jump shot from 25 ft,98,76
368,4,6:12.0,Defensive rebound by Z. Collins,,98,76
369,4,6:08.0,Shooting foul by S. Harrison (drawn by M. Leonard),,98,76
370,4,6:08.0,M. Leonard makes free throw 1 of 2,,99,76
371,4,6:08.0,A. Simons enters the game for S. Curry,,99,76
372,4,6:08.0,,T. Luwawu-Cabarrot enters the game for W. Selden,99,76
373,4,6:08.0,M. Leonard makes free throw 2 of 2,,100,76
374,4,5:52.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by A. Blakeney),100,78
375,4,5:52.0,,Shooting foul by Z. Collins (drawn by T. Luwawu-Cabarrot),100,78
376,4,5:52.0,,T. Luwawu-Cabarrot makes free throw 1 of 1,100,79
377,4,5:39.0,A. Simons makes 2-pt jump shot from 17 ft (assist by E. Turner),,102,79
378,4,5:16.0,,B. Sampson makes 2-pt layup from 2 ft (assist by T. Luwawu-Cabarrot),102,81
379,4,4:52.0,A. Simons makes 2-pt layup from 3 ft,,104,81
