,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ATLANTA_ACTION,LA CLIPPERS_SCORE,ATLANTA_SCORE
28,1,7:55.0,,T. Young makes 3-pt jump shot from 26 ft,13,9
29,1,7:55.0,,Shooting foul by T. Harris (drawn by T. Young),13,9
30,1,7:55.0,,T. Young makes free throw 1 of 1,13,10
31,1,7:45.0,Personal foul by A. Len (drawn by M. Gortat),,13,10
32,1,7:45.0,,J. Collins enters the game for O. Spellman,13,10
33,1,7:36.0,T. Harris makes 2-pt layup from 1 ft,,15,10
34,1,7:26.0,,T. Young misses 3-pt jump shot from 28 ft,15,10
35,1,7:22.0,,Offensive rebound by K. Bazemore,15,10
36,1,7:22.0,,K. Bazemore makes 2-pt jump shot from 17 ft,15,12
37,1,7:01.0,P. Beverley misses 3-pt jump shot from 26 ft,,15,12
38,1,6:58.0,,Defensive rebound by K. Bazemore,15,12
39,1,6:47.0,,T. Prince makes 2-pt jump shot from 14 ft (assist by J. Collins),15,14
40,1,6:34.0,A. Bradley misses 2-pt layup from 1 ft,,15,14
41,1,6:33.0,,Defensive rebound by Team,15,14
42,1,6:33.0,Loose ball foul by M. Gortat (drawn by T. Prince),,15,14
43,1,6:33.0,,Atlanta full timeout,15,14
44,1,6:33.0,,D. Dedmon enters the game for K. Bazemore,15,14
45,1,6:33.0,,K. Huerter enters the game for A. Len,15,14
46,1,6:24.0,,Shooting foul by P. Beverley (drawn by T. Young),15,14
47,1,6:24.0,,T. Young makes free throw 1 of 2,15,15
48,1,6:24.0,,T. Young makes free throw 2 of 2,15,16
49,1,6:12.0,A. Bradley misses 2-pt jump shot from 15 ft,,15,16
50,1,6:06.0,Offensive rebound by M. Gortat,,15,16
51,1,6:06.0,M. Gortat makes 2-pt layup at rim,,17,16
52,1,5:55.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by T. Young),17,18
53,1,5:40.0,T. Harris makes 3-pt jump shot from 25 ft (assist by P. Beverley),,20,18
54,1,5:24.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),20,20
55,1,5:08.0,T. Harris misses 3-pt jump shot from 26 ft,,20,20
56,1,5:04.0,,Defensive rebound by K. Huerter,20,20
57,1,4:59.0,,D. Dedmon misses 2-pt hook shot from 7 ft,20,20
58,1,4:55.0,Defensive rebound by M. Gortat,,20,20
59,1,4:42.0,S. Gilgeous-Alexander misses 2-pt layup from 1 ft,,20,20
60,1,4:38.0,,Defensive rebound by T. Prince,20,20
61,1,4:31.0,,J. Collins makes 2-pt jump shot from 17 ft,20,22
62,1,4:21.0,M. Gortat makes 2-pt layup from 2 ft (assist by S. Gilgeous-Alexander),,22,22
63,1,4:09.0,,J. Collins makes 2-pt dunk from 1 ft (assist by T. Young),22,24
64,1,4:09.0,LA Clippers full timeout,,22,24
65,1,4:09.0,M. Harrell enters the game for P. Beverley,,22,24
66,1,4:09.0,M. Scott enters the game for A. Bradley,,22,24
67,1,4:09.0,L. Williams enters the game for M. Gortat,,22,24
68,1,4:09.0,,D. Bembry enters the game for T. Prince,22,24
69,1,4:09.0,,J. Lin enters the game for T. Young,22,24
70,1,3:47.0,M. Scott misses 3-pt jump shot from 25 ft (block by D. Dedmon),,22,24
71,1,3:46.0,Offensive rebound by M. Harrell,,22,24
72,1,3:46.0,Shooting foul by K. Huerter (drawn by M. Harrell),,22,24
73,1,3:46.0,M. Harrell makes free throw 1 of 2,,23,24
74,1,3:46.0,,V. Carter enters the game for J. Collins,23,24
75,1,3:46.0,M. Harrell makes free throw 2 of 2,,24,24
76,1,3:31.0,,Offensive foul by K. Huerter (drawn by L. Williams),24,24
77,1,3:31.0,,Turnover by K. Huerter (offensive foul),24,24
78,1,3:24.0,L. Williams misses 2-pt jump shot from 21 ft,,24,24
79,1,3:20.0,,Defensive rebound by D. Dedmon,24,24
80,1,3:13.0,,K. Huerter makes 3-pt jump shot from 27 ft,24,27
81,1,2:56.0,Turnover by S. Gilgeous-Alexander (bad pass; steal by D. Dedmon),,24,27
82,1,2:51.0,,J. Lin misses 2-pt layup from 2 ft,24,27
83,1,2:47.0,Defensive rebound by M. Scott,,24,27
84,1,2:43.0,Turnover by L. Williams (bad pass),,24,27
85,1,2:43.0,T. Wallace enters the game for S. Gilgeous-Alexander,,24,27
86,1,2:30.0,,Personal foul by T. Harris (drawn by D. Bembry),24,27
87,1,2:30.0,S. Thornwell enters the game for T. Harris,,24,27
88,1,2:30.0,,J. Anderson enters the game for K. Huerter,24,27
89,1,2:20.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by V. Carter),24,29
90,1,1:55.0,S. Thornwell misses 3-pt jump shot from 24 ft,,24,29
91,1,1:53.0,,Defensive rebound by D. Dedmon,24,29
92,1,1:35.0,,J. Anderson misses 3-pt jump shot from 23 ft,24,29
93,1,1:30.0,Defensive rebound by S. Thornwell,,24,29
94,1,1:25.0,L. Williams misses 2-pt layup from 1 ft (block by D. Dedmon),,24,29
95,1,1:22.0,Offensive rebound by L. Williams,,24,29
96,1,1:22.0,Shooting foul by J. Anderson (drawn by M. Harrell),,24,29
97,1,1:22.0,,Violation by Team (delay of game),24,29
98,1,1:22.0,M. Harrell makes free throw 1 of 2,,25,29
99,1,1:22.0,M. Harrell makes free throw 2 of 2,,26,29
100,1,1:12.0,,D. Bembry misses 2-pt layup from 1 ft,26,29
101,1,1:07.0,Defensive rebound by T. Wallace,,26,29
102,1,1:05.0,M. Scott makes 3-pt jump shot from 25 ft (assist by S. Thornwell),,29,29
103,1,0:51.0,,D. Dedmon makes 2-pt jump shot from 15 ft (assist by J. Lin),29,31
104,1,0:41.0,L. Williams misses 2-pt jump shot from 17 ft,,29,31
105,1,0:38.0,,Defensive rebound by D. Dedmon,29,31
106,1,0:33.0,,D. Dedmon makes 3-pt jump shot from 26 ft (assist by D. Bembry),29,34
107,1,0:12.0,M. Scott misses 2-pt layup from 3 ft,,29,34
108,1,0:08.0,,Defensive rebound by V. Carter,29,34
109,1,0:05.0,,J. Lin misses 3-pt jump shot from 25 ft,29,34
110,1,0:05.0,Defensive rebound by T. Wallace,,29,34
111,1,0:00.0,T. Wallace misses 3-pt jump shot from 31 ft,,29,34
112,1,0:00.0,Offensive rebound by Team,,29,34
113,2,11:49.0,,T. Young misses 3-pt jump shot from 28 ft,29,34
114,2,11:46.0,Defensive rebound by L. Williams,,29,34
115,2,11:44.0,Turnover by L. Williams (bad pass; steal by K. Bazemore),,29,34
116,2,11:37.0,,K. Bazemore misses 2-pt jump shot from 17 ft,29,34
117,2,11:33.0,Defensive rebound by M. Scott,,29,34
118,2,11:27.0,M. Scott misses 3-pt jump shot from 25 ft,,29,34
119,2,11:22.0,,Defensive rebound by K. Bazemore,29,34
120,2,11:18.0,,T. Prince misses 3-pt jump shot from 25 ft,29,34
121,2,11:14.0,,Offensive rebound by A. Len,29,34
122,2,11:13.0,,T. Young misses 2-pt jump shot from 12 ft,29,34
123,2,11:07.0,,Offensive rebound by A. Len,29,34
124,2,11:07.0,,V. Carter misses 3-pt jump shot from 26 ft,29,34
125,2,11:03.0,Defensive rebound by L. Williams,,29,34
126,2,10:59.0,Shooting foul by V. Carter (drawn by L. Williams),,29,34
127,2,10:59.0,L. Williams makes free throw 1 of 2,,30,34
128,2,10:59.0,L. Williams makes free throw 2 of 2,,31,34
129,2,10:45.0,,V. Carter makes 2-pt jump shot from 12 ft (assist by T. Young),31,36
130,2,10:30.0,Personal foul by V. Carter (drawn by M. Scott),,31,36
131,2,10:17.0,T. Wallace makes 2-pt jump shot from 10 ft (assist by L. Williams),,33,36
132,2,10:09.0,,Personal foul by T. Wallace (drawn by V. Carter),33,36
133,2,9:56.0,,T. Young misses 2-pt layup from 1 ft (block by M. Harrell),33,36
134,2,9:54.0,Defensive rebound by M. Harrell,,33,36
135,2,9:50.0,Personal foul by V. Carter (drawn by M. Scott),,33,36
136,2,9:50.0,,J. Collins enters the game for V. Carter,33,36
137,2,9:38.0,M. Harrell misses 2-pt jump shot from 15 ft,,33,36
138,2,9:36.0,,Defensive rebound by T. Prince,33,36
139,2,9:29.0,,A. Len makes 2-pt layup from 3 ft (assist by J. Collins),33,38
140,2,9:29.0,,Shooting foul by S. Thornwell (drawn by A. Len),33,38
141,2,9:29.0,,A. Len makes free throw 1 of 1,33,39
142,2,9:19.0,L. Williams makes 2-pt jump shot from 17 ft,,35,39
143,2,9:10.0,,K. Bazemore makes 2-pt jump shot from 16 ft (assist by T. Young),35,41
144,2,8:55.0,L. Williams misses 2-pt layup from 1 ft,,35,41
145,2,8:51.0,Offensive rebound by M. Harrell,,35,41
146,2,8:51.0,M. Harrell misses 2-pt layup at rim,,35,41
147,2,8:50.0,,Defensive rebound by A. Len,35,41
148,2,8:47.0,,T. Young makes 2-pt layup from 1 ft,35,43
149,2,8:39.0,Personal foul by J. Collins (drawn by L. Williams),,35,43
150,2,8:39.0,A. Bradley enters the game for S. Thornwell,,35,43
151,2,8:32.0,T. Wallace misses 2-pt jump shot from 4 ft (block by A. Len),,35,43
152,2,8:28.0,,Defensive rebound by T. Young,35,43
153,2,8:25.0,,T. Prince misses 3-pt jump shot from 25 ft,35,43
154,2,8:22.0,Defensive rebound by M. Harrell,,35,43
155,2,8:20.0,Shooting foul by K. Bazemore (drawn by T. Wallace),,35,43
156,2,8:20.0,T. Wallace misses free throw 1 of 2,,35,43
157,2,8:20.0,Offensive rebound by Team,,35,43
158,2,8:20.0,T. Wallace misses free throw 2 of 2,,35,43
159,2,8:18.0,,Defensive rebound by A. Len,35,43
160,2,8:06.0,,T. Prince misses 3-pt jump shot from 24 ft,35,43
161,2,8:04.0,,Offensive rebound by A. Len,35,43
162,2,7:57.0,,J. Collins misses 2-pt jump shot from 16 ft,35,43
163,2,7:52.0,Defensive rebound by M. Scott,,35,43
164,2,7:47.0,M. Harrell makes 2-pt layup from 2 ft (assist by M. Scott),,37,43
165,2,7:47.0,Shooting foul by J. Collins (drawn by M. Harrell),,37,43
166,2,7:47.0,P. Beverley enters the game for T. Wallace,,37,43
167,2,7:47.0,M. Harrell makes free throw 1 of 1,,38,43
168,2,7:32.0,,Turnover by T. Young (bad pass; steal by M. Harrell),38,43
169,2,7:23.0,M. Harrell makes 2-pt layup from 1 ft (assist by P. Beverley),,40,43
170,2,7:23.0,,Atlanta full timeout,40,43
171,2,7:23.0,,D. Bembry enters the game for K. Bazemore,40,43
172,2,7:15.0,,Personal foul by A. Bradley (drawn by T. Young),40,43
173,2,7:15.0,,Turnover by (5 sec),40,43
174,2,7:07.0,M. Scott misses 3-pt jump shot from 25 ft,,40,43
175,2,7:04.0,,Defensive rebound by D. Bembry,40,43
176,2,6:53.0,,D. Bembry misses 3-pt jump shot from 25 ft,40,43
177,2,6:50.0,Defensive rebound by M. Harrell,,40,43
178,2,6:46.0,M. Scott makes 3-pt jump shot from 26 ft (assist by L. Williams),,43,43
179,2,6:33.0,,Personal foul by M. Harrell (drawn by A. Len),43,43
180,2,6:33.0,T. Harris enters the game for L. Williams,,43,43
181,2,6:25.0,,Offensive foul by T. Young (drawn by A. Bradley),43,43
182,2,6:25.0,,Turnover by T. Young (offensive foul),43,43
183,2,6:20.0,LA Clippers full timeout,,43,43
184,2,6:20.0,,D. Dedmon enters the game for A. Len,43,43
185,2,6:20.0,,K. Huerter enters the game for T. Prince,43,43
186,2,6:13.0,Shooting foul by D. Dedmon (drawn by M. Harrell),,43,43
187,2,6:13.0,M. Harrell makes free throw 1 of 2,,44,43
188,2,6:13.0,M. Harrell makes free throw 2 of 2,,45,43
189,2,6:02.0,,D. Dedmon misses 3-pt jump shot from 26 ft,45,43
190,2,5:57.0,,Offensive rebound by J. Collins,45,43
191,2,5:56.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by J. Collins),45,45
192,2,5:38.0,A. Bradley misses 2-pt jump shot from 19 ft,,45,45
193,2,5:37.0,Offensive rebound by Team,,45,45
194,2,5:37.0,,Loose ball foul by J. Collins (drawn by M. Harrell),45,45
195,2,5:37.0,M. Harrell makes free throw 1 of 2,,46,45
196,2,5:37.0,S. Gilgeous-Alexander enters the game for M. Scott,,46,45
197,2,5:37.0,,O. Spellman enters the game for J. Collins,46,45
198,2,5:37.0,M. Harrell misses free throw 2 of 2,,46,45
199,2,5:34.0,,Defensive rebound by D. Dedmon,46,45
200,2,5:29.0,,Personal foul by A. Bradley (drawn by T. Young),46,45
201,2,5:29.0,,T. Young misses free throw 1 of 2,46,45
202,2,5:29.0,,Offensive rebound by Team,46,45
203,2,5:29.0,,T. Young makes free throw 2 of 2,46,46
204,2,5:13.0,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,,48,46
205,2,5:01.0,,Turnover by T. Young (bad pass; steal by M. Harrell),48,46
206,2,4:56.0,P. Beverley makes 2-pt layup from 1 ft,,50,46
207,2,4:37.0,,K. Huerter misses 2-pt layup from 3 ft,50,46
208,2,4:35.0,,Offensive rebound by D. Dedmon,50,46
209,2,4:35.0,,D. Dedmon misses 2-pt layup from 2 ft,50,46
210,2,4:35.0,,Offensive rebound by D. Dedmon,50,46
211,2,4:33.0,,D. Dedmon misses 2-pt layup from 4 ft,50,46
212,2,4:33.0,,Offensive rebound by D. Dedmon,50,46
213,2,4:33.0,,D. Dedmon misses 2-pt layup from 5 ft (block by T. Harris),50,46
214,2,4:33.0,Defensive rebound by Team,,50,46
215,2,4:27.0,A. Bradley misses 3-pt jump shot from 23 ft,,50,46
216,2,4:24.0,,Defensive rebound by T. Young,50,46
217,2,4:11.0,,O. Spellman makes 3-pt jump shot from 26 ft (assist by D. Bembry),50,49
218,2,3:57.0,T. Harris misses 3-pt jump shot from 25 ft,,50,49
219,2,3:54.0,,Defensive rebound by T. Young,50,49
220,2,3:50.0,,Shooting foul by P. Beverley (drawn by T. Young),50,49
221,2,3:50.0,,T. Young makes free throw 1 of 2,50,50
222,2,3:50.0,M. Gortat enters the game for M. Harrell,,50,50
223,2,3:50.0,,V. Carter enters the game for D. Dedmon,50,50
224,2,3:50.0,,T. Young makes free throw 2 of 2,50,51
225,2,3:37.0,P. Beverley misses 3-pt jump shot from 25 ft,,50,51
226,2,3:36.0,Offensive rebound by T. Harris,,50,51
227,2,3:35.0,A. Bradley misses 3-pt jump shot from 23 ft,,50,51
228,2,3:30.0,Offensive rebound by P. Beverley,,50,51
229,2,3:30.0,P. Beverley misses 2-pt layup from 2 ft,,50,51
230,2,3:28.0,,Defensive rebound by O. Spellman,50,51
231,2,3:22.0,,K. Huerter makes 3-pt jump shot from 26 ft (assist by T. Young),50,54
232,2,3:12.0,Shooting foul by D. Bembry (drawn by S. Gilgeous-Alexander),,50,54
233,2,3:12.0,,J. Lin enters the game for T. Young,50,54
234,2,3:12.0,S. Gilgeous-Alexander makes free throw 1 of 2,,51,54
235,2,3:12.0,S. Gilgeous-Alexander makes free throw 2 of 2,,52,54
236,2,2:58.0,,O. Spellman misses 2-pt dunk from 2 ft (block by T. Harris),52,54
237,2,2:54.0,Defensive rebound by P. Beverley,,52,54
238,2,2:49.0,Turnover by P. Beverley (bad pass; steal by V. Carter),,52,54
239,2,2:45.0,,K. Huerter makes 2-pt dunk from 1 ft (assist by O. Spellman),52,56
240,2,2:27.0,T. Harris misses 3-pt jump shot from 23 ft,,52,56
241,2,2:24.0,,Defensive rebound by D. Bembry,52,56
242,2,2:20.0,,O. Spellman makes 2-pt layup from 1 ft (assist by D. Bembry),52,58
243,2,2:01.0,Turnover by S. Gilgeous-Alexander (lost ball; steal by D. Bembry),,52,58
244,2,1:56.0,,V. Carter misses 3-pt jump shot from 24 ft,52,58
245,2,1:55.0,Defensive rebound by Team,,52,58
246,2,1:55.0,,Loose ball foul by O. Spellman (drawn by M. Gortat),52,58
247,2,1:55.0,L. Williams enters the game for A. Bradley,,52,58
248,2,1:55.0,M. Gortat makes free throw 1 of 2,,53,58
249,2,1:55.0,M. Gortat misses free throw 2 of 2,,53,58
250,2,1:53.0,,Defensive rebound by V. Carter,53,58
251,2,1:46.0,,Personal foul by P. Beverley (drawn by D. Bembry),53,58
252,2,1:46.0,,D. Bembry makes free throw 1 of 2,53,59
253,2,1:46.0,,D. Bembry makes free throw 2 of 2,53,60
254,2,1:40.0,Personal foul by K. Huerter (drawn by S. Gilgeous-Alexander),,53,60
255,2,1:40.0,S. Gilgeous-Alexander misses free throw 1 of 2,,53,60
256,2,1:40.0,Offensive rebound by Team,,53,60
257,2,1:40.0,M. Scott enters the game for P. Beverley,,53,60
258,2,1:40.0,,T. Young enters the game for K. Huerter,53,60
259,2,1:40.0,S. Gilgeous-Alexander makes free throw 2 of 2,,54,60
260,2,1:28.0,,T. Young misses 2-pt jump shot from 14 ft,54,60
261,2,1:22.0,Defensive rebound by T. Harris,,54,60
262,2,1:21.0,Shooting foul by J. Lin (drawn by T. Harris),,54,60
263,2,1:21.0,T. Harris makes free throw 1 of 2,,55,60
264,2,1:21.0,T. Harris makes free throw 2 of 2,,56,60
265,2,1:09.0,,T. Young makes 2-pt jump shot from 10 ft,56,62
266,2,0:58.0,L. Williams makes 2-pt layup from 1 ft,,58,62
267,2,0:41.0,,T. Young misses 2-pt layup from 2 ft (block by M. Gortat),58,62
268,2,0:37.0,Defensive rebound by M. Gortat,,58,62
269,2,0:36.0,Turnover by T. Harris (traveling),,58,62
270,2,0:23.0,,O. Spellman misses 3-pt jump shot from 26 ft,58,62
271,2,0:19.0,,Offensive rebound by D. Bembry,58,62
272,2,0:07.0,,T. Young makes 2-pt layup from 1 ft,58,64
273,2,0:01.0,T. Harris makes 3-pt jump shot from 26 ft,,61,64
274,3,11:46.0,,T. Prince makes 3-pt jump shot from 23 ft (assist by T. Young),61,67
275,3,11:27.0,T. Harris misses 2-pt jump shot from 9 ft,,61,67
276,3,11:25.0,,Defensive rebound by K. Bazemore,61,67
277,3,11:06.0,,Personal foul by M. Gortat (drawn by K. Bazemore),61,67
278,3,10:59.0,,O. Spellman makes 2-pt dunk from 1 ft (assist by T. Young),61,69
279,3,10:41.0,T. Harris makes 3-pt jump shot from 26 ft (assist by P. Beverley),,64,69
280,3,10:27.0,,T. Young misses 2-pt layup from 1 ft,64,69
281,3,10:20.0,,Offensive rebound by A. Len,64,69
282,3,10:20.0,,A. Len makes 2-pt dunk at rim,64,71
283,3,9:57.0,P. Beverley misses 3-pt jump shot from 25 ft,,64,71
284,3,9:53.0,,Defensive rebound by K. Bazemore,64,71
285,3,9:45.0,,Turnover by A. Len (step out of bounds),64,71
286,3,9:37.0,A. Bradley makes 2-pt jump shot from 16 ft (assist by M. Gortat),,66,71
287,3,9:23.0,,O. Spellman misses 3-pt jump shot from 25 ft,66,71
288,3,9:20.0,Defensive rebound by M. Gortat,,66,71
289,3,9:15.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by P. Beverley),,68,71
290,3,9:15.0,Shooting foul by T. Prince (drawn by S. Gilgeous-Alexander),,68,71
291,3,9:15.0,S. Gilgeous-Alexander makes free throw 1 of 1,,69,71
292,3,9:04.0,,T. Young makes 2-pt jump shot from 11 ft,69,73
293,3,8:50.0,T. Harris misses 3-pt jump shot from 25 ft,,69,73
294,3,8:49.0,Offensive rebound by Team,,69,73
295,3,8:49.0,,Loose ball foul by A. Len (drawn by M. Gortat),69,73
296,3,8:44.0,Personal foul by O. Spellman (drawn by M. Gortat),,69,73
297,3,8:30.0,Turnover by T. Harris (lost ball),,69,73
298,3,8:30.0,Loose ball foul by T. Harris (drawn by O. Spellman),,69,73
299,3,8:24.0,,Personal foul by A. Bradley (drawn by T. Young),69,73
300,3,8:11.0,,A. Len misses 2-pt jump shot from 9 ft,69,73
301,3,8:08.0,Defensive rebound by P. Beverley,,69,73
302,3,8:03.0,P. Beverley misses 2-pt jump shot from 11 ft,,69,73
303,3,7:59.0,,Defensive rebound by K. Bazemore,69,73
304,3,7:53.0,,T. Young misses 2-pt layup from 2 ft,69,73
305,3,7:50.0,Defensive rebound by M. Gortat,,69,73
306,3,7:47.0,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,69,73
307,3,7:44.0,Offensive rebound by S. Gilgeous-Alexander,,69,73
308,3,7:44.0,Turnover by P. Beverley (traveling),,69,73
309,3,7:44.0,,J. Collins enters the game for A. Len,69,73
310,3,7:44.0,,D. Dedmon enters the game for O. Spellman,69,73
311,3,7:36.0,,Personal foul by A. Bradley (drawn by T. Young),69,73
312,3,7:36.0,M. Harrell enters the game for M. Gortat,,69,73
313,3,7:30.0,,J. Collins makes 3-pt jump shot from 23 ft (assist by T. Young),69,76
314,3,7:16.0,A. Bradley makes 2-pt jump shot from 8 ft (assist by M. Harrell),,71,76
315,3,7:16.0,Shooting foul by J. Collins (drawn by A. Bradley),,71,76
316,3,7:16.0,A. Bradley makes free throw 1 of 1,,72,76
317,3,7:05.0,,Personal foul by P. Beverley (drawn by T. Prince),72,76
318,3,7:05.0,Technical foul by P. Beverley,,72,76
319,3,7:05.0,,T. Prince makes technical free throw,72,77
320,3,7:05.0,M. Scott enters the game for A. Bradley,,72,77
321,3,7:05.0,,T. Prince misses free throw 1 of 2,72,77
322,3,7:05.0,,Offensive rebound by Team,72,77
323,3,7:05.0,,T. Prince makes free throw 2 of 2,72,78
324,3,6:53.0,M. Scott misses 3-pt jump shot from 23 ft,,72,78
325,3,6:51.0,,Defensive rebound by Team,72,78
326,3,6:51.0,,Atlanta full timeout,72,78
327,3,6:51.0,L. Williams enters the game for P. Beverley,,72,78
328,3,6:51.0,,K. Huerter enters the game for K. Bazemore,72,78
329,3,6:34.0,,J. Collins makes 3-pt jump shot from 23 ft (assist by T. Young),72,81
330,3,6:21.0,Turnover by L. Williams (bad pass; steal by T. Prince),,72,81
331,3,6:15.0,,T. Prince misses 2-pt layup from 1 ft,72,81
332,3,6:13.0,,Offensive rebound by J. Collins,72,81
333,3,6:11.0,,T. Prince makes 2-pt layup from 1 ft (assist by J. Collins),72,83
334,3,5:55.0,L. Williams misses 3-pt jump shot from 26 ft,,72,83
335,3,5:50.0,,Defensive rebound by D. Dedmon,72,83
336,3,5:44.0,,T. Young makes 2-pt layup from 1 ft,72,85
337,3,5:30.0,Turnover by S. Gilgeous-Alexander (traveling),,72,85
338,3,5:30.0,M. Teodosić enters the game for S. Gilgeous-Alexander,,72,85
339,3,5:21.0,,Personal foul by M. Teodosić (drawn by J. Collins),72,85
340,3,5:21.0,,J. Collins makes free throw 1 of 2,72,86
341,3,5:21.0,,D. Bembry enters the game for T. Prince,72,86
342,3,5:21.0,,J. Lin enters the game for T. Young,72,86
343,3,5:21.0,,J. Collins makes free throw 2 of 2,72,87
344,3,5:09.0,L. Williams misses 2-pt jump shot from 6 ft,,72,87
345,3,5:08.0,Offensive rebound by Team,,72,87
346,3,5:08.0,,Loose ball foul by J. Lin (drawn by M. Harrell),72,87
347,3,5:08.0,M. Harrell misses free throw 1 of 2,,72,87
348,3,5:08.0,Offensive rebound by Team,,72,87
349,3,5:08.0,M. Harrell makes free throw 2 of 2,,73,87
350,3,5:01.0,,Offensive foul by D. Dedmon (drawn by M. Teodosić),73,87
351,3,5:01.0,,Turnover by D. Dedmon (offensive foul),73,87
352,3,4:48.0,M. Scott misses 2-pt jump shot from 11 ft,,73,87
353,3,4:45.0,,Defensive rebound by D. Dedmon,73,87
354,3,4:41.0,,D. Dedmon misses 3-pt jump shot from 24 ft,73,87
355,3,4:37.0,Defensive rebound by M. Teodosić,,73,87
356,3,4:31.0,L. Williams makes 2-pt jump shot from 14 ft,,75,87
357,3,4:09.0,,J. Collins misses 2-pt jump shot from 11 ft (block by M. Scott),75,87
358,3,4:06.0,Defensive rebound by M. Scott,,75,87
359,3,4:01.0,L. Williams misses 3-pt jump shot from 23 ft,,75,87
360,3,4:00.0,Offensive rebound by Team,,75,87
361,3,4:00.0,,Loose ball foul by K. Huerter (drawn by T. Harris),75,87
362,3,4:00.0,T. Harris makes free throw 1 of 2,,76,87
363,3,4:00.0,,K. Bazemore enters the game for J. Collins,76,87
364,3,4:00.0,,V. Carter enters the game for K. Huerter,76,87
365,3,4:00.0,T. Harris makes free throw 2 of 2,,77,87
366,3,3:40.0,,D. Bembry misses 2-pt jump shot from 13 ft,77,87
367,3,3:36.0,Defensive rebound by T. Harris,,77,87
368,3,3:28.0,Offensive foul by T. Harris (drawn by K. Bazemore),,77,87
369,3,3:28.0,Turnover by T. Harris (offensive foul),,77,87
370,3,3:17.0,,Shooting foul by M. Teodosić (drawn by D. Dedmon),77,87
371,3,3:17.0,,D. Dedmon makes free throw 1 of 2,77,88
372,3,3:17.0,,D. Dedmon makes free throw 2 of 2,77,89
373,3,3:02.0,T. Harris misses 2-pt jump shot from 19 ft,,77,89
374,3,2:59.0,,Defensive rebound by D. Dedmon,77,89
375,3,2:51.0,,J. Lin makes 2-pt jump shot from 9 ft,77,91
376,3,2:39.0,Personal foul by K. Bazemore (drawn by L. Williams),,77,91
377,3,2:39.0,LA Clippers full timeout,,77,91
378,3,2:39.0,B. Marjanović enters the game for T. Harris,,77,91
379,3,2:39.0,L. Williams makes free throw 1 of 2,,78,91
380,3,2:39.0,L. Williams makes free throw 2 of 2,,79,91
381,3,2:18.0,,D. Dedmon misses 3-pt jump shot from 23 ft,79,91
382,3,2:15.0,Defensive rebound by M. Harrell,,79,91
383,3,2:09.0,L. Williams makes 2-pt layup from 1 ft,,81,91
384,3,1:59.0,,J. Lin makes 3-pt jump shot from 25 ft,81,94
385,3,1:37.0,L. Williams misses 2-pt jump shot from 19 ft,,81,94
386,3,1:34.0,Offensive rebound by M. Harrell,,81,94
