,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,UTAH_ACTION,PHILADELPHIA_SCORE,UTAH_SCORE
68,1,5:36.0,,D. Favors makes 2-pt layup from 3 ft (assist by R. Rubio),9,13
69,1,5:36.0,Philadelphia full timeout,,9,13
70,1,5:36.0,,J. Crowder enters the game for D. Favors,9,13
71,1,5:24.0,J. Butler makes 2-pt dunk from 2 ft (assist by B. Simmons),,11,13
72,1,5:08.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by R. Rubio),11,16
73,1,4:46.0,T. McConnell makes 2-pt jump shot from 13 ft (assist by B. Simmons),,13,16
74,1,4:32.0,,D. Mitchell makes 2-pt jump shot from 19 ft,13,18
75,1,4:18.0,M. Muscala misses 3-pt jump shot from 24 ft,,13,18
76,1,4:16.0,,Defensive rebound by D. Mitchell,13,18
77,1,4:09.0,,D. Mitchell misses 2-pt jump shot from 8 ft,13,18
78,1,4:06.0,Defensive rebound by M. Muscala,,13,18
79,1,4:00.0,B. Simmons misses 2-pt jump shot from 13 ft,,13,18
80,1,3:57.0,,Defensive rebound by R. Rubio,13,18
81,1,3:50.0,,Turnover by J. Crowder (step out of bounds),13,18
82,1,3:50.0,F. Korkmaz enters the game for L. Shamet,,13,18
83,1,3:50.0,,D. Exum enters the game for R. Rubio,13,18
84,1,3:31.0,J. Butler misses 3-pt jump shot from 25 ft,,13,18
85,1,3:27.0,,Defensive rebound by R. Gobert,13,18
86,1,3:19.0,,D. Mitchell makes 2-pt jump shot from 11 ft,13,20
87,1,3:01.0,Turnover by B. Simmons (traveling),,13,20
88,1,3:01.0,,Utah full timeout,13,20
89,1,3:01.0,J. Bolden enters the game for J. Butler,,13,20
90,1,3:01.0,J. Embiid enters the game for M. Muscala,,13,20
91,1,3:01.0,J. Redick enters the game for B. Simmons,,13,20
92,1,3:01.0,,D. Favors enters the game for R. Gobert,13,20
93,1,3:01.0,,J. Ingles enters the game for D. Mitchell,13,20
94,1,2:40.0,,Turnover by D. Favors (lost ball; steal by F. Korkmaz),13,20
95,1,2:25.0,Personal foul by D. Favors (drawn by J. Embiid),,13,20
96,1,2:18.0,,Violation by Team (kicked ball),13,20
97,1,2:08.0,J. Redick makes 2-pt jump shot from 24 ft (assist by T. McConnell),,15,20
98,1,1:52.0,,D. Exum misses 2-pt layup from 3 ft,15,20
99,1,1:50.0,Defensive rebound by J. Embiid,,15,20
100,1,1:45.0,T. McConnell makes 2-pt jump shot from 11 ft,,17,20
101,1,1:34.0,,Personal foul by J. Bolden (drawn by J. Crowder),17,20
102,1,1:34.0,,J. Crowder misses free throw 1 of 2,17,20
103,1,1:34.0,,Offensive rebound by Team,17,20
104,1,1:34.0,,J. Crowder makes free throw 2 of 2,17,21
105,1,1:24.0,T. McConnell makes 2-pt jump shot from 16 ft (assist by J. Embiid),,19,21
106,1,1:03.0,,K. Korver misses 2-pt jump shot from 13 ft,19,21
107,1,0:59.0,,Offensive rebound by D. Favors,19,21
108,1,0:57.0,,K. Korver misses 3-pt jump shot from 25 ft,19,21
109,1,0:55.0,Defensive rebound by J. Embiid,,19,21
110,1,0:49.0,J. Bolden misses 3-pt jump shot from 25 ft,,19,21
111,1,0:46.0,,Defensive rebound by D. Exum,19,21
112,1,0:38.0,,D. Exum makes 2-pt layup from 5 ft,19,23
113,1,0:38.0,,Shooting foul by T. McConnell (drawn by D. Exum),19,23
114,1,0:38.0,Technical foul by T. McConnell,,19,23
115,1,0:38.0,,K. Korver makes technical free throw,19,24
116,1,0:38.0,,D. Exum makes free throw 1 of 1,19,25
117,1,0:32.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by J. Redick),,22,25
118,1,0:07.0,,K. Korver makes 3-pt jump shot from 26 ft (assist by J. Ingles),22,28
119,1,0:07.0,,Shooting foul by J. Bolden (drawn by K. Korver),22,28
120,1,0:07.0,,K. Korver makes free throw 1 of 1,22,29
121,1,0:00.0,J. Embiid misses 3-pt jump shot from 24 ft,,22,29
122,1,0:00.0,Offensive rebound by Team,,22,29
123,2,11:50.0,,Personal foul by J. Bolden (drawn by J. Crowder),22,29
124,2,11:39.0,,D. Exum misses 2-pt jump shot from 16 ft,22,29
125,2,11:37.0,Defensive rebound by T. McConnell,,22,29
126,2,11:26.0,J. Embiid makes 2-pt layup from 2 ft (assist by T. McConnell),,24,29
127,2,11:16.0,,K. Korver misses 3-pt jump shot from 25 ft,24,29
128,2,11:14.0,Defensive rebound by J. Bolden,,24,29
129,2,11:08.0,Personal foul by D. Favors (drawn by J. Embiid),,24,29
130,2,11:08.0,,T. Sefolosha enters the game for J. Crowder,24,29
131,2,10:50.0,J. Embiid makes 2-pt hook shot from 3 ft,,26,29
132,2,10:39.0,,D. Exum misses 2-pt layup from 3 ft,26,29
133,2,10:38.0,,Offensive rebound by D. Exum,26,29
134,2,10:32.0,,D. Exum makes 3-pt jump shot from 23 ft (assist by J. Ingles),26,32
135,2,10:17.0,Turnover by T. McConnell (bad pass; steal by J. Ingles),,26,32
136,2,10:11.0,,Turnover by J. Ingles (dbl dribble),26,32
137,2,10:11.0,W. Chandler enters the game for J. Bolden,,26,32
138,2,10:02.0,J. Redick makes 3-pt jump shot from 23 ft (assist by J. Embiid),,29,32
139,2,10:02.0,Shooting foul by K. Korver (drawn by J. Redick),,29,32
140,2,10:02.0,J. Redick makes free throw 1 of 1,,30,32
141,2,9:48.0,,D. Exum makes 3-pt jump shot from 26 ft (assist by D. Favors),30,35
142,2,9:21.0,W. Chandler makes 2-pt jump shot from 12 ft (assist by T. McConnell),,32,35
143,2,9:05.0,,J. Ingles makes 2-pt layup from 4 ft,32,37
144,2,8:52.0,W. Chandler misses 3-pt jump shot from 25 ft,,32,37
145,2,8:50.0,,Defensive rebound by Team,32,37
146,2,8:50.0,,R. Gobert enters the game for D. Favors,32,37
147,2,8:50.0,,D. Mitchell enters the game for J. Ingles,32,37
148,2,8:39.0,,Personal foul by T. McConnell (drawn by D. Mitchell),32,37
149,2,8:39.0,,R. O'Neale enters the game for K. Korver,32,37
150,2,8:31.0,,Turnover by D. Mitchell (bad pass),32,37
151,2,8:09.0,J. Embiid makes 2-pt jump shot from 17 ft,,34,37
152,2,7:55.0,,R. Gobert makes 2-pt dunk from 2 ft (assist by D. Exum),34,39
153,2,7:41.0,T. McConnell makes 2-pt jump shot from 16 ft,,36,39
154,2,7:25.0,,D. Exum makes 2-pt dunk from 2 ft,36,41
155,2,7:07.0,J. Embiid makes 2-pt layup from 2 ft (assist by W. Chandler),,38,41
156,2,6:51.0,,D. Mitchell makes 2-pt jump shot from 19 ft,38,43
157,2,6:37.0,J. Redick makes 2-pt jump shot from 3 ft,,40,43
158,2,6:37.0,Shooting foul by R. O'Neale (drawn by J. Redick),,40,43
159,2,6:37.0,,Utah full timeout,40,43
160,2,6:37.0,M. Muscala enters the game for J. Embiid,,40,43
161,2,6:37.0,B. Simmons enters the game for T. McConnell,,40,43
162,2,6:37.0,,R. Rubio enters the game for D. Exum,40,43
163,2,6:37.0,J. Redick makes free throw 1 of 1,,41,43
164,2,6:21.0,,R. Gobert misses 2-pt layup from 4 ft,41,43
165,2,6:17.0,,Offensive rebound by R. Rubio,41,43
166,2,6:15.0,,D. Mitchell misses 3-pt jump shot from 26 ft,41,43
167,2,6:12.0,Defensive rebound by M. Muscala,,41,43
168,2,6:07.0,Personal foul by R. Rubio (drawn by J. Butler),,41,43
169,2,6:07.0,L. Shamet enters the game for J. Redick,,41,43
170,2,5:58.0,J. Butler makes 2-pt jump shot from 18 ft (assist by B. Simmons),,43,43
171,2,5:45.0,,D. Mitchell makes 3-pt jump shot from 30 ft,43,46
172,2,5:21.0,L. Shamet misses 3-pt jump shot from 24 ft,,43,46
173,2,5:17.0,,Defensive rebound by D. Mitchell,43,46
174,2,5:15.0,,Turnover by D. Mitchell (bad pass),43,46
175,2,5:03.0,B. Simmons makes 2-pt dunk from 1 ft (assist by M. Muscala),,45,46
176,2,4:42.0,,Turnover by R. Gobert (bad pass; steal by B. Simmons),45,46
177,2,4:31.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by B. Simmons),,48,46
178,2,4:29.0,,Utah full timeout,48,46
179,2,4:29.0,,J. Crowder enters the game for R. O'Neale,48,46
180,2,4:29.0,,J. Ingles enters the game for T. Sefolosha,48,46
181,2,4:10.0,,J. Crowder misses 3-pt jump shot from 25 ft,48,46
182,2,4:08.0,,Offensive rebound by Team,48,46
183,2,4:03.0,,J. Ingles makes 2-pt jump shot from 10 ft (assist by R. Gobert),48,48
184,2,3:46.0,J. Butler misses 2-pt jump shot from 16 ft,,48,48
185,2,3:44.0,,Defensive rebound by J. Crowder,48,48
186,2,3:31.0,,J. Ingles makes 2-pt layup from 3 ft (assist by R. Gobert),48,50
187,2,3:30.0,Philadelphia full timeout,,48,50
188,2,3:30.0,J. Embiid enters the game for J. Butler,,48,50
189,2,3:30.0,F. Korkmaz enters the game for W. Chandler,,48,50
190,2,3:30.0,J. Redick enters the game for L. Shamet,,48,50
191,2,3:06.0,Turnover by J. Embiid (bad pass; steal by J. Ingles),,48,50
192,2,3:02.0,,R. Rubio misses 2-pt layup from 4 ft (block by J. Embiid),48,50
193,2,3:02.0,,Offensive rebound by Team,48,50
194,2,2:57.0,,J. Ingles misses 2-pt layup from 7 ft,48,50
195,2,2:55.0,Defensive rebound by B. Simmons,,48,50
196,2,2:52.0,J. Redick misses 3-pt jump shot from 25 ft,,48,50
197,2,2:48.0,,Defensive rebound by J. Crowder,48,50
198,2,2:43.0,,J. Ingles misses 3-pt jump shot from 25 ft,48,50
199,2,2:39.0,Defensive rebound by F. Korkmaz,,48,50
200,2,2:30.0,J. Embiid makes 2-pt layup from 1 ft (assist by B. Simmons),,50,50
201,2,2:20.0,,D. Mitchell misses 3-pt jump shot from 24 ft,50,50
202,2,2:13.0,Defensive rebound by J. Embiid,,50,50
203,2,2:04.0,Turnover by J. Embiid (bad pass; steal by D. Mitchell),,50,50
204,2,1:56.0,,J. Ingles misses 2-pt layup from 4 ft,50,50
205,2,1:54.0,Defensive rebound by J. Embiid,,50,50
206,2,1:49.0,F. Korkmaz misses 3-pt jump shot from 23 ft,,50,50
207,2,1:45.0,,Defensive rebound by R. Gobert,50,50
208,2,1:27.0,,R. Rubio misses 3-pt jump shot from 24 ft,50,50
209,2,1:24.0,Defensive rebound by B. Simmons,,50,50
210,2,1:18.0,B. Simmons makes 2-pt layup from 2 ft,,52,50
211,2,0:58.0,,R. Gobert makes 2-pt hook shot from 7 ft (assist by R. Rubio),52,52
212,2,0:43.0,J. Redick makes 3-pt jump shot from 22 ft (assist by B. Simmons),,55,52
213,2,0:28.0,,J. Crowder misses 3-pt jump shot from 25 ft,55,52
214,2,0:25.0,Defensive rebound by F. Korkmaz,,55,52
215,2,0:03.0,B. Simmons makes 2-pt hook shot from 7 ft (assist by J. Embiid),,57,52
216,2,0:00.0,,D. Mitchell misses 3-pt jump shot from 30 ft,57,52
217,2,0:00.0,,Offensive rebound by Team,57,52
218,3,11:50.0,,D. Favors misses 3-pt jump shot from 23 ft,57,52
219,3,11:45.0,Defensive rebound by J. Embiid,,57,52
220,3,11:28.0,Turnover by W. Chandler (bad pass; steal by R. Gobert),,57,52
221,3,11:20.0,,D. Mitchell misses 3-pt jump shot from 25 ft,57,52
222,3,11:17.0,Defensive rebound by J. Butler,,57,52
223,3,11:06.0,Personal foul by D. Mitchell (drawn by W. Chandler),,57,52
224,3,10:53.0,Turnover by J. Embiid (lost ball; steal by R. Gobert),,57,52
225,3,10:50.0,,Turnover by D. Mitchell (lost ball; steal by B. Simmons),57,52
226,3,10:45.0,W. Chandler misses 3-pt jump shot from 23 ft,,57,52
227,3,10:42.0,,Defensive rebound by D. Mitchell,57,52
228,3,10:37.0,,Turnover by R. Rubio (step out of bounds),57,52
229,3,10:23.0,J. Embiid misses 3-pt jump shot from 25 ft,,57,52
230,3,10:20.0,,Defensive rebound by R. Gobert,57,52
231,3,10:01.0,,R. Rubio misses 2-pt jump shot from 10 ft,57,52
232,3,9:57.0,Defensive rebound by B. Simmons,,57,52
233,3,9:53.0,Shooting foul by D. Mitchell (drawn by B. Simmons),,57,52
234,3,9:53.0,B. Simmons makes free throw 1 of 2,,58,52
235,3,9:53.0,B. Simmons misses free throw 2 of 2,,58,52
236,3,9:49.0,,Defensive rebound by R. Gobert,58,52
237,3,9:38.0,,R. Rubio makes 3-pt jump shot from 25 ft (assist by J. Ingles),58,55
238,3,9:19.0,J. Butler makes 3-pt jump shot from 24 ft (assist by W. Chandler),,61,55
239,3,9:04.0,,R. Rubio misses 2-pt jump shot from 19 ft (block by B. Simmons),61,55
240,3,9:01.0,Defensive rebound by W. Chandler,,61,55
241,3,9:01.0,Personal foul by R. Rubio (drawn by B. Simmons),,61,55
242,3,8:49.0,Shooting foul by J. Ingles (drawn by J. Butler),,61,55
243,3,8:49.0,J. Butler makes free throw 1 of 2,,62,55
244,3,8:49.0,J. Butler makes free throw 2 of 2,,63,55
245,3,8:30.0,,D. Mitchell misses 2-pt jump shot from 18 ft,63,55
246,3,8:28.0,Defensive rebound by J. Redick,,63,55
247,3,8:23.0,J. Redick makes 3-pt jump shot from 26 ft (assist by B. Simmons),,66,55
248,3,8:20.0,,Utah full timeout,66,55
249,3,8:20.0,,J. Crowder enters the game for D. Favors,66,55
250,3,8:20.0,,K. Korver enters the game for J. Ingles,66,55
251,3,8:07.0,,R. Rubio misses 3-pt jump shot from 25 ft,66,55
252,3,8:04.0,Defensive rebound by B. Simmons,,66,55
253,3,8:01.0,J. Redick makes 3-pt jump shot from 25 ft (assist by J. Butler),,69,55
254,3,7:39.0,,Personal foul by W. Chandler (drawn by R. Rubio),69,55
255,3,7:31.0,,Shooting foul by J. Embiid (drawn by R. Gobert),69,55
256,3,7:31.0,,R. Gobert makes free throw 1 of 2,69,56
257,3,7:31.0,,R. Gobert makes free throw 2 of 2,69,57
258,3,7:12.0,J. Redick misses 2-pt jump shot from 16 ft,,69,57
259,3,7:09.0,Offensive rebound by J. Embiid,,69,57
260,3,7:06.0,Turnover by B. Simmons (bad pass; steal by J. Crowder),,69,57
261,3,6:53.0,,J. Crowder misses 2-pt layup from 2 ft,69,57
262,3,6:51.0,Defensive rebound by J. Embiid,,69,57
263,3,6:47.0,W. Chandler misses 3-pt jump shot from 23 ft,,69,57
264,3,6:43.0,,Defensive rebound by R. Gobert,69,57
265,3,6:37.0,,Turnover by D. Mitchell (out of bounds lost ball),69,57
266,3,6:37.0,T. McConnell enters the game for J. Embiid,,69,57
267,3,6:37.0,M. Muscala enters the game for J. Redick,,69,57
268,3,6:32.0,Personal foul by D. Mitchell (drawn by J. Butler),,69,57
269,3,6:32.0,J. Butler makes free throw 1 of 2,,70,57
270,3,6:32.0,L. Shamet enters the game for W. Chandler,,70,57
271,3,6:32.0,J. Butler makes free throw 2 of 2,,71,57
272,3,6:17.0,,J. Crowder makes 3-pt jump shot from 25 ft (assist by R. Gobert),71,60
273,3,5:51.0,T. McConnell misses 2-pt jump shot from 12 ft,,71,60
274,3,5:49.0,,Defensive rebound by R. Rubio,71,60
275,3,5:46.0,,K. Korver misses 3-pt jump shot from 25 ft,71,60
276,3,5:42.0,Defensive rebound by T. McConnell,,71,60
277,3,5:37.0,Turnover by B. Simmons (bad pass; steal by D. Mitchell),,71,60
278,3,5:30.0,,Turnover by R. Rubio (bad pass; steal by J. Butler),71,60
279,3,5:22.0,Philadelphia full timeout,,71,60
280,3,5:20.0,J. Butler makes 2-pt dunk from 2 ft (assist by B. Simmons),,73,60
281,3,5:04.0,,K. Korver misses 3-pt jump shot from 25 ft,73,60
282,3,5:01.0,Defensive rebound by M. Muscala,,73,60
283,3,4:55.0,M. Muscala makes 3-pt jump shot from 25 ft (assist by B. Simmons),,76,60
284,3,4:33.0,,D. Mitchell makes 2-pt jump shot from 10 ft,76,62
285,3,4:20.0,L. Shamet misses 2-pt layup from 2 ft,,76,62
286,3,4:16.0,Offensive rebound by L. Shamet,,76,62
287,3,4:16.0,L. Shamet makes 2-pt layup from 1 ft,,78,62
288,3,4:00.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Gobert),78,65
289,3,3:49.0,Personal foul by K. Korver (drawn by L. Shamet),,78,65
290,3,3:49.0,L. Shamet makes free throw 1 of 2,,79,65
291,3,3:49.0,,D. Exum enters the game for R. Gobert,79,65
292,3,3:49.0,,D. Favors enters the game for K. Korver,79,65
293,3,3:49.0,,J. Ingles enters the game for R. Rubio,79,65
294,3,3:49.0,L. Shamet makes free throw 2 of 2,,80,65
295,3,3:39.0,,Turnover by D. Favors (bad pass),80,65
296,3,3:39.0,,Loose ball foul by D. Mitchell (drawn by M. Muscala),80,65
297,3,3:39.0,M. Muscala makes free throw 1 of 2,,81,65
298,3,3:39.0,,K. Korver enters the game for D. Mitchell,81,65
299,3,3:39.0,M. Muscala makes free throw 2 of 2,,82,65
300,3,3:27.0,,Shooting foul by J. Butler (drawn by D. Exum),82,65
301,3,3:27.0,,D. Exum makes free throw 1 of 2,82,66
302,3,3:27.0,,D. Exum makes free throw 2 of 2,82,67
303,3,3:14.0,M. Muscala misses 3-pt jump shot from 24 ft,,82,67
304,3,3:09.0,Offensive rebound by B. Simmons,,82,67
305,3,3:09.0,B. Simmons misses 2-pt dunk from 1 ft,,82,67
306,3,3:08.0,Offensive rebound by B. Simmons,,82,67
307,3,3:06.0,L. Shamet makes 3-pt jump shot from 26 ft (assist by T. McConnell),,85,67
308,3,2:50.0,,Shooting foul by L. Shamet (drawn by D. Exum),85,67
309,3,2:50.0,,D. Exum makes free throw 1 of 2,85,68
310,3,2:50.0,J. Bolden enters the game for M. Muscala,,85,68
311,3,2:50.0,J. Embiid enters the game for L. Shamet,,85,68
312,3,2:50.0,F. Korkmaz enters the game for B. Simmons,,85,68
313,3,2:50.0,,D. Exum makes free throw 2 of 2,85,69
314,3,2:35.0,Personal foul by D. Favors (drawn by J. Embiid),,85,69
315,3,2:35.0,J. Embiid makes free throw 1 of 2,,86,69
316,3,2:35.0,J. Embiid misses free throw 2 of 2,,86,69
317,3,2:32.0,,Defensive rebound by D. Favors,86,69
318,3,2:18.0,,Shooting foul by J. Embiid (drawn by D. Favors),86,69
319,3,2:18.0,,D. Favors misses free throw 1 of 2,86,69
320,3,2:18.0,,Offensive rebound by Team,86,69
321,3,2:18.0,,D. Favors makes free throw 2 of 2,86,70
322,3,2:07.0,T. McConnell makes 2-pt jump shot from 16 ft (assist by J. Embiid),,88,70
323,3,1:38.0,,D. Exum makes 3-pt jump shot from 24 ft,88,73
324,3,1:30.0,Personal foul by D. Favors (drawn by J. Embiid),,88,73
325,3,1:30.0,J. Embiid makes free throw 1 of 2,,89,73
326,3,1:30.0,J. Embiid makes free throw 2 of 2,,90,73
327,3,1:13.0,,Personal foul by T. McConnell (drawn by K. Korver),90,73
328,3,1:13.0,,K. Korver misses free throw 1 of 2,90,73
329,3,1:13.0,,Offensive rebound by Team,90,73
330,3,1:13.0,,R. Gobert enters the game for J. Crowder,90,73
331,3,1:13.0,,T. Sefolosha enters the game for D. Favors,90,73
332,3,1:13.0,,K. Korver makes free throw 2 of 2,90,74
333,3,1:04.0,J. Embiid makes 3-pt jump shot from 25 ft (assist by T. McConnell),,93,74
334,3,0:47.0,,D. Exum makes 2-pt jump shot from 7 ft,93,76
335,3,0:28.0,T. McConnell misses 3-pt jump shot from 23 ft,,93,76
336,3,0:25.0,Offensive rebound by J. Embiid,,93,76
337,3,0:25.0,J. Embiid makes 2-pt layup from 1 ft,,95,76
338,3,0:05.0,,D. Exum misses 2-pt jump shot from 7 ft,95,76
339,3,0:04.0,,Offensive rebound by D. Exum,95,76
340,3,0:02.0,,J. Ingles makes 3-pt jump shot from 29 ft (assist by T. Sefolosha),95,79
341,4,11:36.0,Turnover by J. Embiid (lost ball; steal by T. Sefolosha),,95,79
342,4,11:31.0,,J. Ingles misses 2-pt layup from 2 ft (block by J. Embiid),95,79
343,4,11:28.0,Defensive rebound by J. Redick,,95,79
344,4,11:12.0,J. Embiid misses 2-pt jump shot from 17 ft,,95,79
345,4,11:09.0,,Defensive rebound by T. Sefolosha,95,79
346,4,11:01.0,,Personal foul by J. Bolden (drawn by R. Gobert),95,79
347,4,10:56.0,,Turnover by R. Gobert (offensive foul),95,79
348,4,10:56.0,,Offensive foul by R. Gobert (drawn by F. Korkmaz),95,79
349,4,10:32.0,F. Korkmaz makes 3-pt jump shot from 26 ft (assist by J. Embiid),,98,79
350,4,10:15.0,,K. Korver misses 2-pt layup from 3 ft (block by J. Bolden),98,79
351,4,10:15.0,,Offensive rebound by Team,98,79
352,4,10:15.0,,R. O'Neale enters the game for K. Korver,98,79
353,4,10:10.0,,Personal foul by J. Embiid (drawn by R. Gobert),98,79
354,4,10:02.0,,J. Ingles misses 2-pt layup from 6 ft (block by J. Embiid),98,79
355,4,9:58.0,Defensive rebound by J. Embiid,,98,79
356,4,9:53.0,J. Bolden makes 2-pt dunk from 1 ft (assist by T. McConnell),,100,79
357,4,9:32.0,,D. Exum misses 3-pt jump shot from 25 ft,100,79
358,4,9:29.0,Defensive rebound by J. Embiid,,100,79
359,4,9:15.0,J. Bolden makes 2-pt layup from 2 ft (assist by T. McConnell),,102,79
360,4,9:09.0,,Utah full timeout,102,79
361,4,9:09.0,,D. Mitchell enters the game for J. Ingles,102,79
362,4,8:58.0,,D. Exum misses 3-pt jump shot from 25 ft,102,79
363,4,8:57.0,,Offensive rebound by D. Exum,102,79
364,4,8:55.0,,D. Exum misses 2-pt jump shot from 9 ft (block by J. Embiid),102,79
365,4,8:55.0,Defensive rebound by J. Redick,,102,79
366,4,8:54.0,Personal foul by D. Exum (drawn by J. Redick),,102,79
367,4,8:54.0,,R. Rubio enters the game for R. O'Neale,102,79
368,4,8:39.0,J. Embiid misses 2-pt layup from 3 ft,,102,79
369,4,8:39.0,,Defensive rebound by Team,102,79
370,4,8:26.0,,D. Mitchell makes 2-pt jump shot from 18 ft (assist by R. Gobert),102,81
371,4,8:25.0,Philadelphia full timeout,,102,81
372,4,8:25.0,J. Butler enters the game for J. Bolden,,102,81
373,4,8:25.0,M. Muscala enters the game for F. Korkmaz,,102,81
374,4,8:25.0,B. Simmons enters the game for T. McConnell,,102,81
375,4,8:06.0,Turnover by B. Simmons (bad pass),,102,81
376,4,7:56.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Rubio),102,84
377,4,7:35.0,B. Simmons makes 2-pt jump shot from 15 ft,,104,84
378,4,7:23.0,,Shooting foul by J. Embiid (drawn by R. Gobert),104,84
379,4,7:23.0,,R. Gobert makes free throw 1 of 2,104,85
380,4,7:23.0,,R. Gobert misses free throw 2 of 2,104,85
381,4,7:21.0,Defensive rebound by J. Embiid,,104,85
382,4,7:14.0,Personal foul by R. Gobert (drawn by J. Embiid),,104,85
383,4,6:57.0,J. Butler misses 2-pt jump shot from 20 ft,,104,85
