,QUARTER,TIME_REMAINING,PORTLAND_ACTION,WASHINGTON_ACTION,PORTLAND_SCORE,WASHINGTON_SCORE
392,4,9:34.0,Z. Collins makes 2-pt layup from 2 ft (assist by N. Stauskas),,98,74
393,4,9:22.0,,Shooting foul by Z. Collins (drawn by K. Oubre),98,74
394,4,9:22.0,M. Leonard enters the game for Z. Collins,,98,74
395,4,9:22.0,,K. Oubre makes free throw 1 of 2,98,75
396,4,9:22.0,,K. Oubre makes free throw 2 of 2,98,76
397,4,9:11.0,N. Stauskas makes 3-pt jump shot from 26 ft (assist by E. Turner),,101,76
398,4,8:50.0,,A. Rivers makes 3-pt jump shot from 25 ft (assist by T. Brown),101,79
399,4,8:32.0,M. Leonard makes 2-pt dunk from 1 ft,,103,79
400,4,8:18.0,,T. Brown misses 3-pt jump shot from 25 ft,103,79
401,4,8:16.0,Defensive rebound by M. Leonard,,103,79
402,4,8:07.0,C. McCollum misses 2-pt jump shot from 19 ft,,103,79
403,4,8:04.0,,Defensive rebound by T. Satoranský,103,79
404,4,7:55.0,,T. Brown makes 2-pt layup from 2 ft (assist by T. Satoranský),103,81
405,4,7:37.0,N. Stauskas misses 2-pt layup from 3 ft,,103,81
406,4,7:34.0,,Defensive rebound by A. Rivers,103,81
407,4,7:29.0,,A. Rivers makes 2-pt layup from 2 ft,103,83
408,4,7:29.0,Portland full timeout,,103,83
409,4,7:29.0,A. Aminu enters the game for J. Layman,,103,83
410,4,7:29.0,W. Baldwin enters the game for N. Stauskas,,103,83
411,4,7:29.0,D. Lillard enters the game for E. Turner,,103,83
412,4,7:13.0,Offensive foul by W. Baldwin (drawn by J. Smith),,103,83
413,4,7:13.0,Turnover by W. Baldwin (offensive foul),,103,83
414,4,7:03.0,,Turnover by A. Rivers (out of bounds lost ball),103,83
415,4,6:48.0,D. Lillard misses 3-pt jump shot from 30 ft,,103,83
416,4,6:44.0,,Defensive rebound by K. Oubre,103,83
417,4,6:39.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Oubre),103,86
418,4,6:20.0,M. Leonard makes 3-pt jump shot from 27 ft (assist by D. Lillard),,106,86
419,4,6:07.0,,K. Oubre makes 3-pt jump shot from 27 ft (assist by J. Smith),106,89
420,4,5:48.0,D. Lillard misses 2-pt layup from 2 ft,,106,89
421,4,5:45.0,,Defensive rebound by K. Oubre,106,89
422,4,5:43.0,,A. Rivers makes 3-pt jump shot from 27 ft (assist by K. Oubre),106,92
423,4,5:27.0,Shooting foul by K. Oubre (drawn by C. McCollum),,106,92
424,4,5:27.0,J. Nurkić enters the game for W. Baldwin,,106,92
425,4,5:27.0,E. Turner enters the game for M. Leonard,,106,92
426,4,5:27.0,C. McCollum makes free throw 1 of 2,,107,92
427,4,5:27.0,C. McCollum makes free throw 2 of 2,,108,92
428,4,5:14.0,,J. Smith misses 3-pt jump shot from 25 ft,108,92
429,4,5:07.0,Defensive rebound by J. Nurkić,,108,92
430,4,4:57.0,Shooting foul by J. Smith (drawn by A. Aminu),,108,92
431,4,4:57.0,A. Aminu misses free throw 1 of 2,,108,92
432,4,4:57.0,Offensive rebound by Team,,108,92
433,4,4:57.0,,T. Bryant enters the game for J. Smith,108,92
434,4,4:57.0,A. Aminu makes free throw 2 of 2,,109,92
435,4,4:40.0,,T. Satoranský makes 2-pt jump shot from 9 ft (assist by T. Bryant),109,94
436,4,4:19.0,E. Turner misses 2-pt jump shot from 10 ft,,109,94
437,4,4:19.0,,Defensive rebound by Team,109,94
438,4,4:19.0,Loose ball foul by A. Aminu (drawn by T. Brown),,109,94
439,4,4:04.0,,A. Rivers misses 3-pt jump shot from 26 ft,109,94
440,4,4:00.0,Defensive rebound by E. Turner,,109,94
441,4,3:41.0,D. Lillard misses 2-pt jump shot from 18 ft,,109,94
442,4,3:37.0,,Defensive rebound by T. Bryant,109,94
443,4,3:26.0,,T. Bryant makes 2-pt layup at rim (assist by T. Satoranský),109,96
444,4,3:26.0,,Shooting foul by A. Aminu (drawn by T. Bryant),109,96
445,4,3:26.0,,T. Bryant misses free throw 1 of 1,109,96
446,4,3:22.0,Defensive rebound by E. Turner,,109,96
447,4,3:08.0,D. Lillard misses 2-pt layup from 2 ft,,109,96
448,4,3:07.0,,Defensive rebound by Team,109,96
449,4,2:54.0,,A. Rivers misses 2-pt layup from 3 ft (block by J. Nurkić),109,96
450,4,2:54.0,,Offensive rebound by Team,109,96
451,4,2:54.0,,Washington full timeout,109,96
452,4,2:54.0,,Away from play foul by A. Aminu (drawn by K. Oubre),109,96
453,4,2:54.0,,K. Oubre misses free throw 1 of 1,109,96
454,4,2:54.0,,Offensive rebound by Team,109,96
455,4,2:50.0,,T. Satoranský makes 2-pt jump shot from 14 ft (assist by T. Bryant),109,98
456,4,2:42.0,Personal foul by T. Satoranský (drawn by E. Turner),,109,98
457,4,2:38.0,Personal foul by A. Rivers (drawn by J. Nurkić),,109,98
458,4,2:38.0,J. Nurkić makes free throw 1 of 2,,110,98
459,4,2:38.0,J. Nurkić makes free throw 2 of 2,,111,98
460,4,2:28.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by A. Rivers),111,100
461,4,2:14.0,Personal foul by T. Bryant (drawn by J. Nurkić),,111,100
462,4,2:14.0,J. Nurkić makes free throw 1 of 2,,112,100
463,4,2:14.0,J. Nurkić makes free throw 2 of 2,,113,100
464,4,1:56.0,,T. Satoranský makes 3-pt jump shot from 24 ft (assist by K. Oubre),113,103
465,4,1:32.0,D. Lillard misses 2-pt layup from 5 ft,,113,103
466,4,1:32.0,Offensive rebound by J. Nurkić,,113,103
467,4,1:32.0,J. Nurkić makes 2-pt dunk from 1 ft,,115,103
468,4,1:19.0,,Personal foul by A. Aminu (drawn by T. Satoranský),115,103
469,4,1:19.0,J. Layman enters the game for A. Aminu,,115,103
470,4,1:19.0,,T. Satoranský misses free throw 1 of 2,115,103
471,4,1:19.0,,Offensive rebound by Team,115,103
472,4,1:19.0,,T. Satoranský makes free throw 2 of 2,115,104
473,4,0:54.0,Turnover by E. Turner (lost ball; steal by K. Oubre),,115,104
474,4,0:51.0,,K. Oubre makes 2-pt layup from 2 ft (assist by T. Bryant),115,106
475,4,0:51.0,,Shooting foul by C. McCollum (drawn by K. Oubre),115,106
476,4,0:51.0,,K. Oubre makes free throw 1 of 1,115,107
477,4,0:49.0,Portland full timeout,,115,107
478,4,0:38.0,D. Lillard misses 2-pt dunk from 4 ft (block by T. Bryant),,115,107
479,4,0:33.0,,Defensive rebound by T. Bryant,115,107
480,4,0:31.0,,A. Rivers misses 3-pt jump shot from 23 ft,115,107
481,4,0:29.0,Defensive rebound by J. Nurkić,,115,107
482,4,0:23.0,Personal foul by T. Brown (drawn by D. Lillard),,115,107
483,4,0:23.0,D. Lillard makes free throw 1 of 2,,116,107
484,4,0:23.0,D. Lillard makes free throw 2 of 2,,117,107
485,4,0:18.0,,T. Bryant makes 2-pt dunk from 2 ft (assist by T. Satoranský),117,109
486,4,0:05.0,Personal foul by T. Brown (drawn by D. Lillard),,117,109
487,4,0:05.0,D. Lillard makes free throw 1 of 2,,118,109
488,4,0:05.0,D. Lillard makes free throw 2 of 2,,119,109
