,QUARTER,TIME_REMAINING,MIAMI_ACTION,DENVER_ACTION,MIAMI_SCORE,DENVER_SCORE
383,4,5:50.0,,J. Murray misses 3-pt jump shot from 25 ft,77,94
384,4,5:46.0,,Offensive rebound by P. Millsap,77,94
385,4,5:46.0,,P. Millsap makes 2-pt layup from 2 ft,77,96
386,4,5:27.0,D. Waiters makes 3-pt jump shot from 24 ft (assist by J. Johnson),,80,96
387,4,5:00.0,,J. Murray misses 2-pt jump shot from 11 ft,80,96
388,4,4:54.0,Defensive rebound by K. Olynyk,,80,96
389,4,4:49.0,Offensive foul by J. Richardson (drawn by M. Plumlee),,80,96
390,4,4:49.0,Turnover by J. Richardson (offensive foul),,80,96
391,4,4:49.0,,Denver full timeout,80,96
392,4,4:49.0,Technical foul by J. Winslow,,80,96
393,4,4:49.0,,N. Jokić enters the game for P. Millsap,80,96
394,4,4:49.0,,J. Murray makes technical free throw,80,97
395,4,4:38.0,,Turnover by J. Murray (lost ball; steal by J. Johnson),80,97
396,4,4:33.0,Turnover by J. Richardson (bad pass),,80,97
397,4,4:18.0,,Turnover by M. Plumlee (bad pass),80,97
398,4,4:07.0,J. Richardson misses 3-pt jump shot from 25 ft,,80,97
399,4,4:02.0,,Defensive rebound by M. Plumlee,80,97
400,4,3:48.0,,M. Beasley misses 2-pt jump shot from 9 ft,80,97
401,4,3:45.0,Defensive rebound by K. Olynyk,,80,97
402,4,3:27.0,K. Olynyk makes 3-pt jump shot from 23 ft (assist by J. Richardson),,83,97
403,4,3:08.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),83,100
404,4,2:51.0,K. Olynyk misses 3-pt jump shot from 27 ft,,83,100
405,4,2:47.0,,Defensive rebound by J. Murray,83,100
406,4,2:25.0,,M. Beasley misses 2-pt dunk from 3 ft (block by K. Olynyk),83,100
407,4,2:21.0,Defensive rebound by J. Winslow,,83,100
408,4,2:20.0,Turnover by J. Winslow (bad pass; steal by J. Murray),,83,100
409,4,2:15.0,,M. Beasley makes 3-pt jump shot from 22 ft (assist by J. Murray),83,103
410,4,1:53.0,J. Winslow makes 2-pt dunk from 1 ft (assist by J. Richardson),,85,103
411,4,1:53.0,,Denver full timeout,85,103
412,4,1:53.0,R. Anderson enters the game for K. Olynyk,,85,103
413,4,1:53.0,R. McGruder enters the game for J. Richardson,,85,103
414,4,1:53.0,D. Robinson enters the game for D. Waiters,,85,103
415,4,1:53.0,,T. Craig enters the game for W. Barton,85,103
416,4,1:53.0,,J. Hernangómez enters the game for M. Beasley,85,103
417,4,1:53.0,,T. Lyles enters the game for N. Jokić,85,103
418,4,1:53.0,,M. Morris enters the game for J. Murray,85,103
419,4,1:53.0,,J. Vanderbilt enters the game for M. Plumlee,85,103
420,4,1:31.0,,M. Morris misses 2-pt jump shot from 20 ft (block by J. Johnson),85,103
421,4,1:26.0,Defensive rebound by J. Winslow,,85,103
422,4,1:23.0,D. Robinson misses 3-pt jump shot from 24 ft,,85,103
423,4,1:21.0,,Defensive rebound by T. Craig,85,103
424,4,1:17.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,85,103
425,4,1:13.0,Defensive rebound by R. McGruder,,85,103
426,4,0:56.0,R. McGruder makes 2-pt jump shot from 10 ft (assist by R. Anderson),,87,103
427,4,0:45.0,,T. Lyles misses 3-pt jump shot from 25 ft,87,103
428,4,0:41.0,Defensive rebound by D. Robinson,,87,103
429,4,0:33.0,J. Winslow misses 2-pt jump shot from 24 ft,,87,103
430,4,0:29.0,,Defensive rebound by J. Vanderbilt,87,103
431,4,0:11.0,,J. Vanderbilt misses 2-pt jump shot from 18 ft,87,103
432,4,0:08.0,Defensive rebound by D. Robinson,,87,103
