,QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA CLIPPERS_ACTION,NEW YORK_SCORE,LA CLIPPERS_SCORE
57,1,4:25.0,,Defensive rebound by P. Beverley,10,24
58,1,4:09.0,,I. Zubac makes 2-pt layup from 1 ft (assist by D. Gallinari),10,26
59,1,3:49.0,A. Trier misses 2-pt jump shot from 13 ft,,10,26
60,1,3:45.0,,Defensive rebound by I. Zubac,10,26
61,1,3:38.0,,I. Zubac misses 2-pt jump shot from 20 ft (block by M. Robinson),10,26
62,1,3:34.0,Defensive rebound by D. Dotson,,10,26
63,1,3:29.0,A. Trier misses 2-pt jump shot from 1 ft,,10,26
64,1,3:27.0,,Defensive rebound by I. Zubac,10,26
65,1,3:19.0,,Turnover by I. Zubac (bad pass; steal by E. Mudiay),10,26
66,1,3:16.0,E. Mudiay makes 2-pt layup from 1 ft,,12,26
67,1,3:13.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by I. Zubac),12,29
68,1,3:01.0,E. Mudiay misses 2-pt jump shot from 15 ft,,12,29
69,1,2:58.0,,Defensive rebound by D. Gallinari,12,29
70,1,2:48.0,,I. Zubac misses 2-pt hook shot from 3 ft (block by M. Robinson),12,29
71,1,2:48.0,,Offensive rebound by Team,12,29
72,1,2:48.0,,LA Clippers full timeout,12,29
73,1,2:48.0,H. Ellenson enters the game for D. Dotson,,12,29
74,1,2:48.0,J. Jenkins enters the game for K. Knox,,12,29
75,1,2:48.0,,M. Harrell enters the game for S. Gilgeous-Alexander,12,29
76,1,2:48.0,,L. Williams enters the game for I. Zubac,12,29
77,1,2:40.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by P. Beverley),12,32
78,1,2:29.0,J. Jenkins misses 2-pt jump shot from 19 ft,,12,32
79,1,2:26.0,,Defensive rebound by D. Gallinari,12,32
80,1,2:20.0,,L. Williams misses 2-pt jump shot from 20 ft,12,32
81,1,2:17.0,Defensive rebound by A. Trier,,12,32
82,1,2:17.0,Personal take foul by P. Beverley (drawn by A. Trier),,12,32
83,1,2:17.0,,J. Green enters the game for D. Gallinari,12,32
84,1,2:07.0,Shooting foul by L. Shamet (drawn by A. Trier),,12,32
85,1,2:07.0,A. Trier makes free throw 1 of 2,,13,32
86,1,2:07.0,A. Trier makes free throw 2 of 2,,14,32
87,1,1:57.0,,L. Shamet misses 3-pt jump shot from 25 ft,14,32
88,1,1:55.0,Defensive rebound by M. Robinson,,14,32
89,1,1:45.0,E. Mudiay misses 2-pt layup from 3 ft (block by J. Green),,14,32
90,1,1:45.0,,Defensive rebound by Team,14,32
91,1,1:45.0,,G. Temple enters the game for P. Beverley,14,32
92,1,1:45.0,,T. Wallace enters the game for L. Shamet,14,32
93,1,1:36.0,,L. Williams misses 2-pt layup from 3 ft,14,32
94,1,1:34.0,Defensive rebound by M. Robinson,,14,32
95,1,1:21.0,M. Robinson makes 2-pt dunk from 2 ft (assist by A. Trier),,16,32
96,1,1:03.0,,J. Green makes 2-pt layup from 3 ft (assist by L. Williams),16,34
97,1,0:47.0,Shooting foul by G. Temple (drawn by H. Ellenson),,16,34
98,1,0:47.0,H. Ellenson makes free throw 1 of 2,,17,34
99,1,0:47.0,H. Ellenson makes free throw 2 of 2,,18,34
100,1,0:40.0,,Personal foul by H. Ellenson (drawn by L. Williams),18,34
101,1,0:36.0,,J. Green makes 3-pt jump shot from 22 ft (assist by T. Wallace),18,37
102,1,0:17.0,Turnover by H. Ellenson (bad pass),,18,37
103,1,0:07.0,,Personal foul by M. Robinson (drawn by L. Williams),18,37
104,1,0:07.0,,L. Williams misses free throw 1 of 2,18,37
105,1,0:07.0,,Offensive rebound by Team,18,37
106,1,0:07.0,,L. Williams makes free throw 2 of 2,18,38
107,1,0:03.0,M. Robinson makes 2-pt dunk from 1 ft (assist by E. Mudiay),,20,38
108,2,11:40.0,Personal foul by G. Temple (drawn by A. Trier),,20,38
109,2,11:31.0,Offensive foul by H. Ellenson (drawn by M. Harrell),,20,38
110,2,11:31.0,Turnover by H. Ellenson (offensive foul),,20,38
111,2,11:13.0,,M. Harrell misses 2-pt layup from 2 ft (block by M. Robinson),20,38
112,2,11:13.0,,Offensive rebound by Team,20,38
113,2,11:11.0,,M. Harrell makes 2-pt dunk from 2 ft (assist by T. Wallace),20,40
114,2,10:46.0,Turnover by A. Trier (bad pass; steal by T. Wallace),,20,40
115,2,10:42.0,,T. Wallace makes 2-pt dunk from 1 ft,20,42
116,2,10:32.0,J. Jenkins misses 2-pt jump shot from 19 ft,,20,42
117,2,10:28.0,,Defensive rebound by M. Harrell,20,42
118,2,10:27.0,,Turnover by M. Harrell (bad pass),20,42
119,2,10:14.0,H. Ellenson misses 3-pt jump shot from 26 ft,,20,42
120,2,10:11.0,,Defensive rebound by G. Temple,20,42
121,2,10:08.0,,Personal foul by H. Ellenson (drawn by L. Williams),20,42
122,2,10:08.0,D. Smith enters the game for H. Ellenson,,20,42
123,2,10:08.0,L. Thomas enters the game for J. Jenkins,,20,42
124,2,10:03.0,,Shooting foul by M. Robinson (drawn by L. Williams),20,42
125,2,10:03.0,,L. Williams makes free throw 1 of 3,20,43
126,2,10:03.0,,L. Williams makes free throw 2 of 3,20,44
127,2,10:03.0,,L. Williams makes free throw 3 of 3,20,45
128,2,9:48.0,M. Robinson makes 2-pt dunk from 1 ft (assist by A. Trier),,22,45
129,2,9:40.0,,Shooting foul by A. Trier (drawn by L. Williams),22,45
130,2,9:40.0,,L. Williams makes free throw 1 of 2,22,46
131,2,9:40.0,,L. Williams makes free throw 2 of 2,22,47
132,2,9:28.0,Turnover by A. Trier (lost ball; steal by L. Williams),,22,47
133,2,9:23.0,,J. Green misses 2-pt layup from 1 ft,22,47
134,2,9:16.0,Defensive rebound by M. Robinson,,22,47
135,2,9:08.0,E. Mudiay makes 3-pt jump shot from 28 ft (assist by L. Thomas),,25,47
136,2,8:56.0,,L. Williams makes 3-pt jump shot from 27 ft (assist by M. Harrell),25,50
137,2,8:38.0,E. Mudiay makes 2-pt layup from 3 ft (assist by L. Thomas),,27,50
138,2,8:25.0,,J. Green makes 3-pt jump shot from 26 ft (assist by T. Wallace),27,53
139,2,8:14.0,New York full timeout,,27,53
140,2,8:14.0,K. Knox enters the game for A. Trier,,27,53
141,2,7:52.0,L. Thomas misses 2-pt jump shot from 20 ft,,27,53
142,2,7:50.0,,Defensive rebound by G. Temple,27,53
143,2,7:44.0,,M. Harrell misses 2-pt layup from 2 ft,27,53
144,2,7:38.0,,Offensive rebound by M. Harrell,27,53
145,2,7:38.0,,M. Harrell makes 2-pt layup from 1 ft,27,55
146,2,7:36.0,Offensive foul by M. Robinson (drawn by T. Wallace),,27,55
147,2,7:36.0,Turnover by M. Robinson (offensive foul),,27,55
148,2,7:36.0,D. Dotson enters the game for M. Robinson,,27,55
149,2,7:36.0,N. Vonleh enters the game for L. Thomas,,27,55
150,2,7:26.0,,Turnover by L. Williams (bad pass; steal by E. Mudiay),27,55
151,2,7:26.0,Personal take foul by J. Green (drawn by E. Mudiay),,27,55
152,2,7:14.0,E. Mudiay makes 2-pt jump shot from 21 ft (assist by D. Smith),,29,55
153,2,7:08.0,,M. Harrell makes 2-pt layup from 2 ft (assist by L. Williams),29,57
154,2,7:08.0,,Shooting foul by N. Vonleh (drawn by M. Harrell),29,57
155,2,7:08.0,,M. Harrell misses free throw 1 of 1,29,57
156,2,7:03.0,Defensive rebound by K. Knox,,29,57
157,2,7:00.0,K. Knox makes 2-pt jump shot from 14 ft,,31,57
158,2,7:00.0,Shooting foul by J. Green (drawn by K. Knox),,31,57
159,2,7:00.0,,S. Gilgeous-Alexander enters the game for T. Wallace,31,57
160,2,7:00.0,K. Knox makes free throw 1 of 1,,32,57
161,2,6:43.0,,L. Williams misses 2-pt jump shot from 15 ft,32,57
162,2,6:43.0,,Offensive rebound by J. Green,32,57
163,2,6:43.0,,J. Green makes 2-pt layup from 2 ft,32,59
164,2,6:43.0,,Shooting foul by K. Knox (drawn by J. Green),32,59
165,2,6:43.0,,J. Green makes free throw 1 of 1,32,60
166,2,6:33.0,Shooting foul by M. Harrell (drawn by N. Vonleh),,32,60
167,2,6:33.0,Offensive rebound by Team,,32,60
168,2,6:33.0,N. Vonleh misses free throw 1 of 2,,32,60
169,2,6:33.0,,P. Beverley enters the game for G. Temple,32,60
170,2,6:33.0,N. Vonleh makes free throw 2 of 2,,33,60
171,2,6:22.0,,S. Gilgeous-Alexander makes 3-pt jump shot from 23 ft (assist by L. Williams),33,63
172,2,6:09.0,N. Vonleh makes 2-pt hook shot from 2 ft (assist by D. Smith),,35,63
173,2,5:53.0,,L. Williams misses 2-pt jump shot from 21 ft,35,63
174,2,5:53.0,,Offensive rebound by Team,35,63
175,2,5:53.0,L. Kornet enters the game for E. Mudiay,,35,63
176,2,5:53.0,,D. Gallinari enters the game for J. Green,35,63
177,2,5:53.0,,L. Shamet enters the game for L. Williams,35,63
178,2,5:46.0,,M. Harrell makes 2-pt hook shot from 5 ft,35,65
179,2,5:34.0,D. Smith misses 2-pt layup from 3 ft,,35,65
180,2,5:32.0,,Defensive rebound by S. Gilgeous-Alexander,35,65
181,2,5:28.0,,S. Gilgeous-Alexander makes 2-pt layup from 4 ft,35,67
182,2,5:28.0,,Shooting foul by D. Smith (drawn by S. Gilgeous-Alexander),35,67
183,2,5:28.0,,I. Zubac enters the game for M. Harrell,35,67
184,2,5:28.0,,S. Gilgeous-Alexander makes free throw 1 of 1,35,68
185,2,5:19.0,Personal foul by S. Gilgeous-Alexander (drawn by D. Dotson),,35,68
186,2,5:19.0,D. Dotson makes free throw 1 of 2,,36,68
187,2,5:19.0,D. Dotson makes free throw 2 of 2,,37,68
188,2,4:54.0,,D. Gallinari misses 2-pt jump shot from 17 ft,37,68
189,2,4:53.0,Defensive rebound by D. Smith,,37,68
190,2,4:49.0,D. Dotson makes 2-pt layup from 2 ft (assist by D. Smith),,39,68
191,2,4:36.0,,D. Gallinari makes 2-pt layup from 3 ft (assist by P. Beverley),39,70
192,2,4:36.0,,Shooting foul by L. Kornet (drawn by D. Gallinari),39,70
193,2,4:36.0,,D. Gallinari makes free throw 1 of 1,39,71
194,2,4:30.0,Turnover by D. Smith (bad pass),,39,71
195,2,4:14.0,,Turnover by D. Gallinari (lost ball; steal by D. Smith),39,71
196,2,4:14.0,Personal take foul by D. Gallinari (drawn by K. Knox),,39,71
197,2,4:14.0,K. Knox makes free throw 1 of 2,,40,71
198,2,4:14.0,K. Knox makes free throw 2 of 2,,41,71
199,2,4:00.0,,L. Shamet makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),41,74
200,2,3:57.0,Turnover by K. Knox (inbound),,41,74
201,2,3:53.0,,I. Zubac misses 2-pt jump shot from 15 ft,41,74
202,2,3:46.0,Defensive rebound by N. Vonleh,,41,74
203,2,3:46.0,Personal foul by P. Beverley (drawn by D. Smith),,41,74
204,2,3:46.0,D. Smith misses free throw 1 of 2,,41,74
205,2,3:46.0,Offensive rebound by Team,,41,74
206,2,3:46.0,E. Mudiay enters the game for K. Knox,,41,74
207,2,3:46.0,D. Smith makes free throw 2 of 2,,42,74
208,2,3:33.0,,S. Gilgeous-Alexander makes 2-pt jump shot from 20 ft,42,76
209,2,3:17.0,E. Mudiay misses 3-pt jump shot from 26 ft,,42,76
210,2,3:14.0,,Defensive rebound by Team,42,76
211,2,3:05.0,,I. Zubac makes 2-pt dunk from 3 ft (assist by S. Gilgeous-Alexander),42,78
212,2,2:54.0,Shooting foul by I. Zubac (drawn by N. Vonleh),,42,78
213,2,2:54.0,,LA Clippers full timeout,42,78
214,2,2:54.0,N. Vonleh makes free throw 1 of 2,,43,78
215,2,2:54.0,N. Vonleh makes free throw 2 of 2,,44,78
216,2,2:36.0,,D. Gallinari misses 2-pt dunk from 2 ft (block by L. Kornet),44,78
217,2,2:36.0,,Offensive rebound by Team,44,78
218,2,2:28.0,,P. Beverley misses 2-pt hook shot from 6 ft,44,78
219,2,2:25.0,Defensive rebound by E. Mudiay,,44,78
220,2,2:15.0,D. Smith misses 2-pt layup from 2 ft,,44,78
221,2,2:12.0,,Defensive rebound by D. Gallinari,44,78
222,2,2:01.0,,Turnover by D. Gallinari (traveling),44,78
223,2,1:46.0,D. Dotson misses 3-pt jump shot from 26 ft,,44,78
224,2,1:43.0,,Defensive rebound by I. Zubac,44,78
225,2,1:34.0,,D. Gallinari makes 3-pt jump shot from 26 ft (assist by I. Zubac),44,81
226,2,1:18.0,Turnover by N. Vonleh (bad pass; steal by S. Gilgeous-Alexander),,44,81
227,2,1:11.0,,Personal foul by N. Vonleh (drawn by I. Zubac),44,81
228,2,1:11.0,,I. Zubac misses free throw 1 of 2,44,81
229,2,1:11.0,,Offensive rebound by Team,44,81
230,2,1:11.0,,I. Zubac makes free throw 2 of 2,44,82
231,2,0:58.0,L. Kornet misses 2-pt jump shot from 9 ft,,44,82
232,2,0:56.0,,Defensive rebound by P. Beverley,44,82
233,2,0:33.0,,P. Beverley misses 3-pt jump shot from 26 ft,44,82
234,2,0:31.0,Defensive rebound by E. Mudiay,,44,82
235,2,0:27.0,D. Dotson misses 2-pt jump shot from 2 ft,,44,82
236,2,0:23.0,,Defensive rebound by P. Beverley,44,82
237,2,0:04.0,,L. Shamet misses 3-pt jump shot from 24 ft,44,82
238,2,0:01.0,Defensive rebound by N. Vonleh,,44,82
239,2,0:01.0,Personal foul by P. Beverley (drawn by E. Mudiay),,44,82
240,2,0:01.0,E. Mudiay makes free throw 1 of 2,,45,82
241,2,0:01.0,E. Mudiay makes free throw 2 of 2,,46,82
242,2,0:00.0,,P. Beverley misses 3-pt jump shot from 26 ft,46,82
243,2,0:00.0,,Offensive rebound by Team,46,82
244,3,11:39.0,N. Vonleh makes 2-pt layup from 2 ft,,48,82
245,3,11:34.0,,Turnover by I. Zubac (offensive foul),48,82
246,3,11:34.0,,Offensive foul by I. Zubac (drawn by N. Vonleh),48,82
247,3,11:19.0,N. Vonleh makes 2-pt hook shot from 4 ft,,50,82
248,3,11:19.0,Shooting foul by I. Zubac (drawn by N. Vonleh),,50,82
249,3,11:19.0,N. Vonleh makes free throw 1 of 1,,51,82
250,3,10:59.0,,D. Gallinari misses 2-pt jump shot from 15 ft,51,82
251,3,10:56.0,Defensive rebound by N. Vonleh,,51,82
252,3,10:50.0,N. Vonleh makes 3-pt jump shot from 26 ft (assist by D. Smith),,54,82
253,3,10:33.0,,D. Gallinari misses 3-pt jump shot from 28 ft,54,82
254,3,10:30.0,Defensive rebound by N. Vonleh,,54,82
255,3,10:23.0,N. Vonleh misses 3-pt jump shot from 26 ft,,54,82
256,3,10:19.0,,Defensive rebound by S. Gilgeous-Alexander,54,82
257,3,10:12.0,,D. Gallinari makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),54,85
258,3,9:51.0,K. Knox misses 2-pt jump shot from 22 ft,,54,85
259,3,9:49.0,,Defensive rebound by I. Zubac,54,85
260,3,9:46.0,,S. Gilgeous-Alexander makes 2-pt layup from 1 ft,54,87
261,3,9:41.0,Shooting foul by P. Beverley (drawn by K. Knox),,54,87
262,3,9:41.0,K. Knox misses free throw 1 of 2,,54,87
263,3,9:41.0,Offensive rebound by Team,,54,87
264,3,9:41.0,K. Knox makes free throw 2 of 2,,55,87
265,3,9:23.0,,D. Gallinari makes 2-pt dunk from 2 ft (assist by I. Zubac),55,89
266,3,9:11.0,D. Smith makes 2-pt jump shot from 19 ft,,57,89
267,3,8:55.0,,P. Beverley makes 3-pt jump shot from 25 ft (assist by D. Gallinari),57,92
268,3,8:55.0,New York full timeout,,57,92
269,3,8:47.0,Shooting foul by S. Gilgeous-Alexander (drawn by D. Smith),,57,92
270,3,8:47.0,D. Smith misses free throw 1 of 2,,57,92
271,3,8:47.0,Offensive rebound by Team,,57,92
272,3,8:47.0,D. Smith makes free throw 2 of 2,,58,92
273,3,8:31.0,,I. Zubac misses 2-pt dunk from 1 ft,58,92
274,3,8:27.0,Defensive rebound by N. Vonleh,,58,92
275,3,8:21.0,N. Vonleh makes 2-pt layup from 2 ft (assist by D. Smith),,60,92
276,3,8:01.0,,L. Shamet misses 3-pt jump shot from 27 ft,60,92
277,3,7:58.0,,Offensive rebound by D. Gallinari,60,92
278,3,7:58.0,,Offensive foul by D. Gallinari (drawn by N. Vonleh),60,92
279,3,7:58.0,,Turnover by D. Gallinari (offensive foul),60,92
280,3,7:58.0,,M. Harrell enters the game for I. Zubac,60,92
281,3,7:49.0,D. Dotson misses 3-pt jump shot from 26 ft,,60,92
282,3,7:44.0,,Defensive rebound by M. Harrell,60,92
283,3,7:28.0,,Turnover by M. Harrell (lost ball; steal by L. Kornet),60,92
284,3,7:21.0,D. Smith misses 2-pt jump shot from 17 ft,,60,92
285,3,7:17.0,,Defensive rebound by P. Beverley,60,92
286,3,7:06.0,,Turnover by M. Harrell (step out of bounds),60,92
287,3,6:47.0,L. Kornet misses 2-pt jump shot from 13 ft,,60,92
288,3,6:44.0,,Defensive rebound by D. Gallinari,60,92
289,3,6:30.0,,S. Gilgeous-Alexander misses 2-pt jump shot from 13 ft,60,92
290,3,6:26.0,Defensive rebound by K. Knox,,60,92
291,3,6:21.0,D. Smith misses 3-pt jump shot from 26 ft,,60,92
292,3,6:20.0,,Defensive rebound by P. Beverley,60,92
293,3,6:20.0,,LA Clippers full timeout,60,92
294,3,5:56.0,,Turnover by Team (shot clock),60,92
295,3,5:37.0,D. Dotson makes 3-pt jump shot from 27 ft (assist by N. Vonleh),,63,92
296,3,5:23.0,,Personal foul by N. Vonleh (drawn by M. Harrell),63,92
297,3,5:23.0,,L. Williams enters the game for S. Gilgeous-Alexander,63,92
298,3,5:10.0,,D. Gallinari misses 2-pt layup from 2 ft,63,92
299,3,5:06.0,Defensive rebound by N. Vonleh,,63,92
300,3,5:00.0,K. Knox misses 2-pt jump shot from 4 ft,,63,92
301,3,4:57.0,,Defensive rebound by L. Shamet,63,92
302,3,4:54.0,,L. Shamet misses 2-pt layup from 3 ft (block by N. Vonleh),63,92
303,3,4:51.0,Defensive rebound by N. Vonleh,,63,92
304,3,4:46.0,D. Smith misses 3-pt jump shot from 24 ft,,63,92
305,3,4:42.0,,Defensive rebound by P. Beverley,63,92
306,3,4:32.0,,L. Williams misses 3-pt jump shot from 26 ft (block by L. Kornet),63,92
307,3,4:26.0,Defensive rebound by D. Dotson,,63,92
308,3,4:23.0,Offensive foul by N. Vonleh (drawn by D. Gallinari),,63,92
309,3,4:23.0,Turnover by N. Vonleh (offensive foul),,63,92
310,3,4:23.0,E. Mudiay enters the game for D. Smith,,63,92
311,3,4:23.0,,J. Green enters the game for D. Gallinari,63,92
312,3,4:11.0,,Turnover by P. Beverley (bad pass; steal by D. Dotson),63,92
313,3,4:06.0,D. Dotson makes 3-pt jump shot from 27 ft (assist by L. Kornet),,66,92
314,3,3:43.0,,L. Williams misses 3-pt jump shot from 28 ft,66,92
315,3,3:40.0,Defensive rebound by K. Knox,,66,92
316,3,3:35.0,Personal foul by P. Beverley (drawn by N. Vonleh),,66,92
317,3,3:35.0,,G. Temple enters the game for P. Beverley,66,92
318,3,3:26.0,D. Dotson makes 3-pt jump shot from 24 ft (assist by E. Mudiay),,69,92
319,3,3:11.0,,J. Green misses 3-pt jump shot from 25 ft,69,92
320,3,3:07.0,Defensive rebound by N. Vonleh,,69,92
321,3,3:05.0,Personal foul by G. Temple (drawn by D. Dotson),,69,92
322,3,3:05.0,D. Dotson misses free throw 1 of 2,,69,92
323,3,3:05.0,Offensive rebound by Team,,69,92
324,3,3:05.0,,T. Wallace enters the game for L. Shamet,69,92
325,3,3:05.0,D. Dotson makes free throw 2 of 2,,70,92
326,3,2:56.0,,Shooting foul by N. Vonleh (drawn by L. Williams),70,92
327,3,2:56.0,,L. Williams makes free throw 1 of 2,70,93
328,3,2:56.0,M. Robinson enters the game for N. Vonleh,,70,93
329,3,2:56.0,,L. Williams makes free throw 2 of 2,70,94
330,3,2:39.0,E. Mudiay misses 2-pt jump shot from 10 ft,,70,94
331,3,2:37.0,,Defensive rebound by L. Williams,70,94
332,3,2:30.0,,J. Green misses 2-pt layup from 5 ft,70,94
333,3,2:27.0,Defensive rebound by L. Kornet,,70,94
334,3,2:17.0,D. Dotson misses 3-pt jump shot from 26 ft,,70,94
335,3,2:12.0,,Defensive rebound by J. Green,70,94
336,3,2:12.0,A. Trier enters the game for K. Knox,,70,94
337,3,1:58.0,,J. Green misses 2-pt jump shot from 21 ft,70,94
338,3,1:54.0,Defensive rebound by M. Robinson,,70,94
339,3,1:48.0,Turnover by E. Mudiay (bad pass; steal by M. Harrell),,70,94
340,3,1:42.0,,M. Harrell misses 2-pt layup from 3 ft,70,94
341,3,1:38.0,,J. Green makes 2-pt layup at rim,70,96
342,3,1:38.0,,Offensive rebound by J. Green,70,96
343,3,1:19.0,D. Dotson misses 2-pt layup from 3 ft,,70,96
344,3,1:16.0,Offensive rebound by M. Robinson,,70,96
345,3,1:16.0,M. Robinson misses 2-pt layup from 3 ft (block by G. Temple),,70,96
346,3,1:16.0,,Defensive rebound by G. Temple,70,96
347,3,1:07.0,,L. Williams makes 3-pt jump shot from 26 ft (assist by T. Wallace),70,99
348,3,0:52.0,L. Kornet misses 3-pt jump shot from 27 ft,,70,99
349,3,0:48.0,Offensive rebound by M. Robinson,,70,99
350,3,0:47.0,A. Trier makes 3-pt jump shot from 26 ft (assist by M. Robinson),,73,99
351,3,0:47.0,Away from play foul by J. Green (drawn by L. Kornet),,73,99
352,3,0:47.0,L. Kornet makes free throw 1 of 1,,74,99
353,3,0:41.0,,L. Williams makes 2-pt jump shot from 5 ft,74,101
354,3,0:33.0,E. Mudiay misses 2-pt layup from 4 ft,,74,101
355,3,0:32.0,Offensive rebound by M. Robinson,,74,101
356,3,0:32.0,M. Robinson makes 2-pt dunk from 2 ft,,76,101
357,3,0:12.0,,L. Williams misses 2-pt jump shot from 7 ft,76,101
358,3,0:09.0,Defensive rebound by E. Mudiay,,76,101
359,3,0:04.0,Personal foul by G. Temple (drawn by L. Kornet),,76,101
360,3,0:04.0,L. Kornet makes free throw 1 of 2,,77,101
361,3,0:04.0,L. Kornet makes free throw 2 of 2,,78,101
362,3,0:00.0,,M. Harrell misses 3-pt jump shot from 40 ft,78,101
363,3,0:00.0,,Offensive rebound by Team,78,101
364,4,11:48.0,,T. Wallace misses 2-pt layup from 2 ft,78,101
365,4,11:44.0,,Offensive rebound by T. Wallace,78,101
366,4,11:44.0,,T. Wallace misses 2-pt layup at rim,78,101
367,4,11:43.0,Defensive rebound by J. Jenkins,,78,101
368,4,11:33.0,Personal foul by J. Green (drawn by H. Ellenson),,78,101
369,4,11:19.0,Turnover by J. Jenkins (bad pass; steal by M. Harrell),,78,101
370,4,11:08.0,,M. Harrell makes 2-pt hook shot from 6 ft (assist by T. Wallace),78,103
371,4,10:53.0,Turnover by M. Robinson (3 sec),,78,103
372,4,10:41.0,,Turnover by T. Wallace (bad pass; steal by E. Mudiay),78,103
373,4,10:36.0,E. Mudiay makes 2-pt layup from 1 ft,,80,103
374,4,10:23.0,,L. Williams misses 2-pt jump shot from 18 ft,80,103
375,4,10:19.0,Defensive rebound by H. Ellenson,,80,103
376,4,10:09.0,E. Mudiay misses 2-pt jump shot from 11 ft,,80,103
377,4,10:07.0,Offensive rebound by M. Robinson,,80,103
