,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHOENIX_ACTION,MIAMI_SCORE,PHOENIX_SCORE
378,4,4:07.0,,D. Ayton makes 2-pt dunk from 1 ft (assist by E. Okobo),103,86
379,4,3:42.0,J. Winslow misses 2-pt jump shot from 11 ft,,103,86
380,4,3:39.0,,Defensive rebound by M. Bridges,103,86
381,4,3:32.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by E. Okobo),103,89
382,4,3:22.0,Miami full timeout,,103,89
383,4,3:18.0,Turnover by J. Winslow (bad pass; steal by M. Bridges),,103,89
384,4,3:15.0,,M. Bridges makes 2-pt dunk from 1 ft,103,91
385,4,2:57.0,T. Johnson makes 3-pt jump shot from 26 ft (assist by K. Olynyk),,106,91
386,4,2:32.0,,E. Okobo misses 3-pt jump shot from 28 ft,106,91
387,4,2:29.0,,Offensive rebound by D. Ayton,106,91
388,4,2:28.0,,D. Ayton makes 2-pt layup from 2 ft,106,93
389,4,2:15.0,T. Johnson makes 3-pt jump shot from 27 ft (assist by K. Olynyk),,109,93
390,4,1:54.0,,T. Daniels misses 2-pt jump shot from 4 ft,109,93
391,4,1:52.0,Defensive rebound by J. Winslow,,109,93
392,4,1:51.0,Shooting foul by E. Okobo (drawn by J. Winslow),,109,93
393,4,1:51.0,J. Winslow misses free throw 1 of 2,,109,93
394,4,1:51.0,Offensive rebound by Team,,109,93
395,4,1:51.0,J. Winslow makes free throw 2 of 2,,110,93
396,4,1:38.0,,T. Daniels misses 3-pt jump shot from 22 ft,110,93
397,4,1:36.0,Defensive rebound by J. Winslow,,110,93
398,4,1:19.0,Shooting foul by T. Daniels (drawn by K. Olynyk),,110,93
399,4,1:19.0,K. Olynyk makes free throw 1 of 2,,111,93
400,4,1:19.0,D. Jones enters the game for J. Richardson,,111,93
401,4,1:19.0,,D. Melton enters the game for T. Ariza,111,93
402,4,1:19.0,K. Olynyk makes free throw 2 of 2,,112,93
403,4,1:08.0,,E. Okobo makes 2-pt layup from 1 ft,112,95
404,4,0:54.0,D. Jones makes 3-pt jump shot from 23 ft (assist by J. Winslow),,115,95
405,4,0:40.0,,T. Daniels makes 3-pt jump shot from 25 ft (assist by E. Okobo),115,98
406,4,0:18.0,B. Adebayo misses 2-pt jump shot from 6 ft,,115,98
407,4,0:16.0,,Defensive rebound by E. Okobo,115,98
408,4,0:12.0,,M. Bridges misses 3-pt jump shot from 26 ft,115,98
409,4,0:09.0,Defensive rebound by T. Johnson,,115,98
