,QUARTER,TIME_REMAINING,TORONTO_ACTION,PORTLAND_ACTION,TORONTO_SCORE,PORTLAND_SCORE
380,4,3:12.0,,M. Harkless misses 2-pt jump shot from 19 ft,107,117
381,4,3:08.0,Defensive rebound by D. Green,,107,117
382,4,3:03.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,110,117
383,4,3:03.0,,Portland full timeout,110,117
384,4,2:50.0,,D. Lillard misses 2-pt jump shot from 6 ft,110,117
385,4,2:49.0,Defensive rebound by F. VanVleet,,110,117
386,4,2:44.0,C. Miles makes 3-pt jump shot from 28 ft (assist by F. VanVleet),,113,117
387,4,2:27.0,,D. Lillard makes 3-pt jump shot from 24 ft (assist by C. McCollum),113,120
388,4,2:15.0,K. Leonard makes 3-pt jump shot from 25 ft,,116,120
389,4,1:56.0,,C. McCollum misses 2-pt layup from 1 ft,116,120
390,4,1:55.0,Defensive rebound by K. Leonard,,116,120
391,4,1:50.0,F. VanVleet makes 2-pt layup from 2 ft,,118,120
392,4,1:32.0,,C. McCollum misses 2-pt jump shot from 8 ft,118,120
393,4,1:30.0,Defensive rebound by D. Green,,118,120
394,4,1:25.0,Turnover by F. VanVleet (lost ball; steal by D. Lillard),,118,120
395,4,1:16.0,,C. McCollum makes 3-pt jump shot from 24 ft (assist by M. Harkless),118,123
396,4,1:16.0,Toronto full timeout,,118,123
397,4,1:16.0,,E. Turner enters the game for J. Nurkić,118,123
398,4,1:16.0,Turnover by (5 sec),,118,123
399,4,1:16.0,,J. Nurkić enters the game for E. Turner,118,123
400,4,0:57.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by J. Nurkić),118,126
401,4,0:50.0,K. Leonard makes 2-pt dunk at rim,,120,126
402,4,0:43.0,,Personal foul by D. Green (drawn by D. Lillard),120,126
403,4,0:34.0,,J. Nurkić misses 2-pt jump shot from 5 ft (block by D. Green),120,126
404,4,0:32.0,Defensive rebound by F. VanVleet,,120,126
405,4,0:21.0,K. Leonard misses 3-pt jump shot from 26 ft,,120,126
406,4,0:20.0,,Defensive rebound by Team,120,126
407,4,0:20.0,,E. Turner enters the game for J. Nurkić,120,126
408,4,0:14.0,,Personal take foul by C. Miles (drawn by E. Turner),120,126
409,4,0:14.0,,E. Turner makes free throw 1 of 2,120,127
410,4,0:14.0,,E. Turner makes free throw 2 of 2,120,128
411,4,0:14.0,Toronto full timeout,,120,128
412,4,0:10.0,K. Leonard misses 3-pt jump shot from 26 ft,,120,128
413,4,0:07.0,Offensive rebound by D. Green,,120,128
414,4,0:07.0,Personal foul by A. Aminu (drawn by D. Green),,120,128
415,4,0:07.0,D. Green makes free throw 1 of 2,,121,128
416,4,0:07.0,D. Green makes free throw 2 of 2,,122,128
417,4,0:07.0,,Portland full timeout,122,128
