,QUARTER,TIME_REMAINING,ATLANTA_ACTION,DENVER_ACTION,ATLANTA_SCORE,DENVER_SCORE
36,1,8:13.0,,N. Jokić misses 2-pt jump shot from 12 ft,0,9
37,1,8:10.0,,Offensive rebound by J. Hernangómez,0,9
38,1,8:09.0,,J. Hernangómez makes 2-pt layup from 1 ft,0,11
39,1,7:58.0,V. Carter misses 3-pt jump shot from 26 ft,,0,11
40,1,7:55.0,,Defensive rebound by N. Jokić,0,11
41,1,7:52.0,,P. Millsap makes 2-pt hook shot from 3 ft (assist by N. Jokić),0,13
42,1,7:29.0,M. Plumlee makes 2-pt layup from 3 ft (assist by T. Young),,2,13
43,1,7:07.0,,M. Morris misses 3-pt jump shot from 23 ft,2,13
44,1,7:04.0,Defensive rebound by J. Lin,,2,13
45,1,7:00.0,K. Bazemore makes 2-pt layup from 3 ft (assist by J. Lin),,4,13
46,1,6:40.0,,N. Jokić makes 3-pt jump shot from 26 ft (assist by G. Harris),4,16
47,1,6:20.0,Turnover by M. Plumlee (traveling),,4,16
48,1,6:20.0,K. Huerter enters the game for K. Bazemore,,4,16
49,1,6:08.0,,Turnover by J. Hernangómez (offensive foul),4,16
50,1,6:08.0,,Offensive foul by J. Hernangómez (drawn by M. Plumlee),4,16
51,1,5:57.0,Shooting foul by N. Jokić (drawn by M. Plumlee),,4,16
52,1,5:57.0,M. Plumlee misses free throw 1 of 2,,4,16
53,1,5:57.0,Offensive rebound by Team,,4,16
54,1,5:57.0,,J. Murray enters the game for M. Morris,4,16
55,1,5:57.0,M. Plumlee makes free throw 2 of 2,,5,16
56,1,5:47.0,,Shooting foul by K. Huerter (drawn by J. Hernangómez),5,16
57,1,5:47.0,,J. Hernangómez makes free throw 1 of 2,5,17
58,1,5:47.0,,J. Hernangómez makes free throw 2 of 2,5,18
59,1,5:33.0,V. Carter makes 3-pt jump shot from 22 ft (assist by J. Lin),,8,18
60,1,5:24.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by G. Harris),8,21
61,1,5:09.0,J. Lin misses 3-pt jump shot from 26 ft,,8,21
62,1,5:07.0,,Defensive rebound by P. Millsap,8,21
63,1,4:57.0,,J. Hernangómez misses 3-pt jump shot from 25 ft,8,21
64,1,4:50.0,Defensive rebound by M. Plumlee,,8,21
65,1,4:50.0,Turnover by M. Plumlee (bad pass; steal by N. Jokić),,8,21
66,1,4:45.0,,Turnover by J. Murray (bad pass; steal by K. Huerter),8,21
67,1,4:41.0,T. Young misses 2-pt layup from 3 ft,,8,21
68,1,4:41.0,,Defensive rebound by Team,8,21
69,1,4:41.0,T. Dorsey enters the game for T. Young,,8,21
70,1,4:32.0,,Personal foul by M. Plumlee (drawn by N. Jokić),8,21
71,1,4:32.0,A. Poythress enters the game for M. Plumlee,,8,21
72,1,4:32.0,,T. Lyles enters the game for P. Millsap,8,21
73,1,4:28.0,,G. Harris makes 2-pt layup from 3 ft,8,23
74,1,4:05.0,T. Dorsey misses 3-pt jump shot from 23 ft,,8,23
75,1,4:01.0,,Defensive rebound by T. Lyles,8,23
76,1,3:46.0,,N. Jokić makes 2-pt layup from 2 ft,8,25
77,1,3:42.0,Personal foul by N. Jokić (drawn by J. Lin),,8,25
78,1,3:42.0,,M. Plumlee enters the game for N. Jokić,8,25
79,1,3:38.0,Personal foul by T. Lyles (drawn by V. Carter),,8,25
80,1,3:32.0,K. Huerter makes 3-pt jump shot from 23 ft (assist by A. Poythress),,11,25
81,1,3:13.0,,G. Harris makes 2-pt layup from 4 ft,11,27
82,1,3:03.0,Turnover by A. Poythress (bad pass),,11,27
83,1,3:03.0,,M. Beasley enters the game for G. Harris,11,27
84,1,3:03.0,,M. Morris enters the game for J. Hernangómez,11,27
85,1,2:42.0,,M. Plumlee misses 2-pt hook shot from 7 ft,11,27
86,1,2:39.0,Defensive rebound by J. Lin,,11,27
87,1,2:35.0,A. Poythress makes 2-pt layup from 2 ft (assist by J. Lin),,13,27
88,1,2:15.0,,Personal foul by A. Poythress (drawn by M. Plumlee),13,27
89,1,2:15.0,,Denver full timeout,13,27
90,1,2:15.0,O. Spellman enters the game for V. Carter,,13,27
91,1,2:15.0,,Away from play foul by T. Dorsey (drawn by M. Morris),13,27
92,1,2:15.0,,J. Murray makes free throw 1 of 1,13,28
93,1,2:06.0,,M. Beasley makes 2-pt dunk from 1 ft (assist by J. Murray),13,30
94,1,1:55.0,Turnover by J. Lin (bad pass; steal by M. Beasley),,13,30
95,1,1:50.0,,J. Murray misses 2-pt layup from 2 ft,13,30
96,1,1:47.0,Defensive rebound by O. Spellman,,13,30
97,1,1:43.0,K. Huerter makes 3-pt jump shot from 27 ft (assist by O. Spellman),,16,30
98,1,1:25.0,,T. Lyles makes 2-pt layup from 2 ft (assist by M. Beasley),16,32
99,1,1:17.0,Shooting foul by M. Plumlee (drawn by O. Spellman),,16,32
100,1,1:17.0,O. Spellman makes free throw 1 of 2,,17,32
101,1,1:17.0,O. Spellman makes free throw 2 of 2,,18,32
102,1,1:05.0,,Turnover by M. Plumlee (traveling),18,32
103,1,0:58.0,J. Lin makes 2-pt layup from 4 ft,,20,32
104,1,0:58.0,Shooting foul by M. Plumlee (drawn by J. Lin),,20,32
105,1,0:58.0,J. Lin makes free throw 1 of 1,,21,32
106,1,0:42.0,Violation by Team (kicked ball),,21,32
107,1,0:35.0,,Personal foul by O. Spellman (drawn by T. Lyles),21,32
108,1,0:35.0,,T. Lyles misses free throw 1 of 2,21,32
109,1,0:35.0,,Offensive rebound by Team,21,32
110,1,0:35.0,,P. Millsap enters the game for M. Plumlee,21,32
111,1,0:35.0,,T. Lyles makes free throw 2 of 2,21,33
112,1,0:27.0,J. Lin misses 2-pt jump shot from 7 ft,,21,33
113,1,0:23.0,Offensive rebound by J. Lin,,21,33
114,1,0:13.0,J. Lin misses 3-pt jump shot from 27 ft,,21,33
115,1,0:09.0,Offensive rebound by A. Poythress,,21,33
116,1,0:09.0,A. Poythress makes 2-pt layup at rim,,23,33
117,1,0:00.0,,T. Lyles makes 2-pt layup from 3 ft (assist by J. Murray),23,35
118,2,11:44.0,,J. Murray misses 2-pt jump shot from 16 ft,23,35
119,2,11:41.0,Defensive rebound by A. Len,,23,35
120,2,11:31.0,A. Len makes 2-pt dunk from 1 ft (assist by D. Bembry),,25,35
121,2,11:31.0,Personal foul by M. Plumlee (drawn by A. Len),,25,35
122,2,11:31.0,,N. Jokić enters the game for M. Plumlee,25,35
123,2,11:31.0,A. Len misses free throw 1 of 1,,25,35
124,2,11:31.0,,Defensive rebound by N. Jokić,25,35
125,2,11:14.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by M. Morris),25,38
126,2,10:53.0,A. Len misses 2-pt hook shot from 3 ft,,25,38
127,2,10:50.0,Offensive rebound by V. Carter,,25,38
128,2,10:45.0,K. Bazemore misses 3-pt jump shot from 23 ft,,25,38
129,2,10:40.0,Offensive rebound by A. Len,,25,38
130,2,10:38.0,T. Young misses 3-pt jump shot from 26 ft,,25,38
131,2,10:38.0,,Defensive rebound by T. Lyles,25,38
132,2,10:30.0,,Personal foul by A. Len (drawn by T. Lyles),25,38
133,2,10:27.0,,M. Beasley misses 2-pt jump shot from 15 ft,25,38
134,2,10:23.0,Defensive rebound by D. Bembry,,25,38
135,2,10:20.0,D. Bembry makes 2-pt layup from 1 ft,,27,38
136,2,10:06.0,,Personal foul by D. Bembry (drawn by T. Lyles),27,38
137,2,10:06.0,A. Poythress enters the game for V. Carter,,27,38
138,2,10:00.0,,J. Murray misses 2-pt layup from 4 ft (block by A. Len),27,38
139,2,10:00.0,,Offensive rebound by Team,27,38
140,2,9:54.0,,J. Murray makes 2-pt layup from 3 ft,27,40
141,2,9:43.0,T. Young misses 3-pt jump shot from 27 ft,,27,40
142,2,9:40.0,,Defensive rebound by T. Lyles,27,40
143,2,9:33.0,,N. Jokić misses 2-pt jump shot from 23 ft,27,40
144,2,9:30.0,,Offensive rebound by M. Beasley,27,40
145,2,9:30.0,,M. Beasley makes 2-pt layup from 1 ft,27,42
146,2,9:30.0,Atlanta full timeout,,27,42
147,2,9:30.0,,G. Harris enters the game for J. Murray,27,42
148,2,9:22.0,Turnover by K. Bazemore (lost ball; steal by N. Jokić),,27,42
149,2,9:13.0,,Turnover by T. Lyles (bad pass),27,42
150,2,9:03.0,A. Len misses 2-pt layup from 1 ft,,27,42
151,2,9:02.0,Offensive rebound by A. Len,,27,42
152,2,9:02.0,A. Len makes 2-pt layup at rim,,29,42
153,2,8:45.0,,Personal foul by T. Young (drawn by T. Lyles),29,42
154,2,8:34.0,,M. Morris misses 2-pt layup from 3 ft (block by A. Len),29,42
155,2,8:34.0,Defensive rebound by T. Young,,29,42
156,2,8:28.0,K. Bazemore makes 2-pt dunk from 2 ft (assist by T. Young),,31,42
157,2,8:28.0,,Denver full timeout,31,42
158,2,8:08.0,,N. Jokić makes 2-pt layup from 2 ft,31,44
159,2,8:08.0,Violation by Team (def goaltending),,31,44
160,2,7:59.0,D. Bembry misses 3-pt jump shot from 24 ft,,31,44
161,2,7:56.0,Offensive rebound by K. Bazemore,,31,44
162,2,7:52.0,K. Bazemore makes 2-pt jump shot from 8 ft,,33,44
163,2,7:38.0,,M. Morris makes 2-pt jump shot from 8 ft (assist by G. Harris),33,46
164,2,7:25.0,K. Bazemore makes 3-pt jump shot from 24 ft (assist by T. Young),,36,46
165,2,7:10.0,,G. Harris makes 2-pt layup from 2 ft (assist by N. Jokić),36,48
166,2,6:54.0,Turnover by T. Young (bad pass; steal by N. Jokić),,36,48
167,2,6:49.0,,M. Beasley misses 3-pt jump shot from 23 ft,36,48
168,2,6:44.0,Defensive rebound by K. Bazemore,,36,48
169,2,6:38.0,Shooting foul by M. Beasley (drawn by T. Young),,36,48
170,2,6:38.0,T. Young makes free throw 1 of 2,,37,48
171,2,6:38.0,M. Plumlee enters the game for A. Len,,37,48
172,2,6:38.0,,J. Hernangómez enters the game for M. Beasley,37,48
173,2,6:38.0,,P. Millsap enters the game for N. Jokić,37,48
174,2,6:38.0,,J. Murray enters the game for M. Morris,37,48
175,2,6:38.0,T. Young makes free throw 2 of 2,,38,48
176,2,6:24.0,,G. Harris makes 3-pt jump shot from 26 ft (assist by T. Lyles),38,51
177,2,6:15.0,Personal foul by J. Murray (drawn by T. Young),,38,51
178,2,6:15.0,K. Huerter enters the game for D. Bembry,,38,51
179,2,6:15.0,J. Lin enters the game for T. Young,,38,51
180,2,6:07.0,Turnover by J. Lin (bad pass; steal by P. Millsap),,38,51
181,2,5:57.0,,P. Millsap makes 2-pt jump shot from 10 ft (assist by J. Murray),38,53
182,2,5:40.0,Shooting foul by P. Millsap (drawn by K. Bazemore),,38,53
183,2,5:40.0,K. Bazemore makes free throw 1 of 2,,39,53
184,2,5:40.0,K. Bazemore makes free throw 2 of 2,,40,53
185,2,5:25.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by T. Lyles),40,56
186,2,4:58.0,Turnover by J. Lin (bad pass; steal by P. Millsap),,40,56
187,2,4:54.0,,T. Lyles makes 2-pt layup from 2 ft (assist by P. Millsap),40,58
188,2,4:47.0,Personal foul by G. Harris (drawn by K. Bazemore),,40,58
189,2,4:47.0,K. Bazemore makes free throw 1 of 2,,41,58
190,2,4:47.0,,N. Jokić enters the game for T. Lyles,41,58
191,2,4:47.0,K. Bazemore makes free throw 2 of 2,,42,58
192,2,4:39.0,,Turnover by N. Jokić (traveling),42,58
193,2,4:30.0,K. Huerter makes 2-pt jump shot from 8 ft (assist by J. Lin),,44,58
194,2,4:13.0,,P. Millsap makes 2-pt layup from 3 ft (assist by N. Jokić),44,60
195,2,3:56.0,J. Lin makes 3-pt jump shot from 25 ft (assist by A. Poythress),,47,60
196,2,3:45.0,,Shooting foul by J. Lin (drawn by J. Murray),47,60
197,2,3:45.0,,J. Murray makes free throw 1 of 2,47,61
198,2,3:45.0,T. Dorsey enters the game for K. Bazemore,,47,61
199,2,3:45.0,,J. Murray makes free throw 2 of 2,47,62
200,2,3:31.0,K. Huerter misses 3-pt jump shot from 28 ft,,47,62
201,2,3:27.0,,Defensive rebound by G. Harris,47,62
202,2,3:20.0,,J. Hernangómez makes 2-pt layup from 2 ft (assist by N. Jokić),47,64
203,2,3:04.0,A. Poythress misses 3-pt jump shot from 26 ft,,47,64
204,2,3:01.0,,Defensive rebound by J. Hernangómez,47,64
205,2,2:56.0,,J. Murray misses 3-pt jump shot from 26 ft,47,64
206,2,2:52.0,Defensive rebound by T. Dorsey,,47,64
207,2,2:44.0,K. Huerter misses 2-pt jump shot from 18 ft,,47,64
208,2,2:41.0,,Defensive rebound by N. Jokić,47,64
209,2,2:27.0,,J. Hernangómez misses 3-pt jump shot from 24 ft,47,64
210,2,2:24.0,Defensive rebound by A. Poythress,,47,64
211,2,2:20.0,J. Lin misses 3-pt jump shot from 25 ft,,47,64
212,2,2:18.0,Offensive rebound by J. Lin,,47,64
213,2,2:18.0,Personal foul by J. Hernangómez (drawn by J. Lin),,47,64
214,2,2:18.0,J. Lin makes free throw 1 of 2,,48,64
215,2,2:18.0,V. Carter enters the game for M. Plumlee,,48,64
216,2,2:18.0,O. Spellman enters the game for A. Poythress,,48,64
217,2,2:18.0,J. Lin makes free throw 2 of 2,,49,64
218,2,2:06.0,,Shooting foul by O. Spellman (drawn by N. Jokić),49,64
219,2,2:06.0,,N. Jokić makes free throw 1 of 2,49,65
220,2,2:06.0,T. Young enters the game for J. Lin,,49,65
221,2,2:06.0,,N. Jokić misses free throw 2 of 2,49,65
222,2,2:02.0,Defensive rebound by O. Spellman,,49,65
223,2,1:53.0,K. Huerter misses 3-pt jump shot from 25 ft,,49,65
224,2,1:50.0,,Defensive rebound by J. Murray,49,65
225,2,1:45.0,,P. Millsap makes 3-pt jump shot from 26 ft (assist by J. Murray),49,68
226,2,1:31.0,T. Young misses 3-pt jump shot from 26 ft,,49,68
227,2,1:28.0,,Defensive rebound by N. Jokić,49,68
228,2,1:25.0,,Turnover by P. Millsap (traveling),49,68
229,2,1:25.0,,T. Lyles enters the game for N. Jokić,49,68
230,2,1:11.0,O. Spellman makes 2-pt dunk at rim (assist by K. Huerter),,51,68
231,2,0:56.0,,J. Murray makes 3-pt jump shot from 26 ft,51,71
232,2,0:43.0,V. Carter makes 2-pt jump shot from 23 ft (assist by T. Young),,53,71
233,2,0:29.0,,P. Millsap makes 2-pt jump shot from 12 ft (assist by J. Murray),53,73
234,2,0:22.0,T. Young makes 2-pt layup from 2 ft,,55,73
235,2,0:04.0,,Turnover by T. Lyles (lost ball; steal by O. Spellman),55,73
236,2,0:01.0,T. Young misses 2-pt layup from 3 ft,,55,73
237,2,0:00.0,Offensive rebound by O. Spellman,,55,73
238,2,0:00.0,O. Spellman makes 2-pt dunk at rim,,57,73
239,3,11:41.0,,P. Millsap misses 2-pt jump shot from 22 ft,57,73
240,3,11:37.0,,Offensive rebound by J. Hernangómez,57,73
241,3,11:35.0,,J. Hernangómez makes 2-pt layup at rim,57,75
242,3,11:28.0,Personal foul by M. Morris (drawn by T. Young),,57,75
243,3,11:28.0,Away from play foul by G. Harris (drawn by K. Bazemore),,57,75
244,3,11:28.0,K. Bazemore makes free throw 1 of 1,,58,75
245,3,11:17.0,O. Spellman misses 2-pt jump shot from 6 ft (block by P. Millsap),,58,75
246,3,11:14.0,,Defensive rebound by P. Millsap,58,75
247,3,11:06.0,,G. Harris misses 2-pt jump shot from 7 ft,58,75
248,3,11:03.0,,Offensive rebound by P. Millsap,58,75
249,3,11:02.0,,P. Millsap misses 2-pt jump shot from 6 ft,58,75
250,3,11:00.0,Defensive rebound by A. Len,,58,75
251,3,10:53.0,D. Bembry misses 3-pt jump shot from 24 ft,,58,75
252,3,10:51.0,Offensive rebound by A. Len,,58,75
253,3,10:48.0,D. Bembry misses 2-pt layup from 3 ft,,58,75
254,3,10:46.0,,Defensive rebound by N. Jokić,58,75
255,3,10:37.0,,G. Harris makes 2-pt layup from 7 ft,58,77
256,3,10:18.0,Turnover by A. Len (out of bounds lost ball),,58,77
257,3,10:08.0,,Shooting foul by A. Len (drawn by G. Harris),58,77
258,3,10:08.0,,G. Harris misses free throw 1 of 2,58,77
259,3,10:08.0,,Offensive rebound by Team,58,77
260,3,10:08.0,K. Huerter enters the game for D. Bembry,,58,77
261,3,10:08.0,,G. Harris makes free throw 2 of 2,58,78
262,3,10:01.0,O. Spellman makes 2-pt jump shot from 21 ft (assist by T. Young),,60,78
263,3,9:48.0,,Turnover by N. Jokić (lost ball; steal by O. Spellman),60,78
264,3,9:44.0,Shooting foul by P. Millsap (drawn by A. Len),,60,78
265,3,9:44.0,A. Len makes free throw 1 of 2,,61,78
266,3,9:44.0,A. Len makes free throw 2 of 2,,62,78
267,3,9:32.0,,Def 3 sec tech foul by Team,62,78
268,3,9:32.0,,G. Harris makes technical free throw,62,79
269,3,9:18.0,,M. Morris makes 2-pt jump shot from 15 ft (assist by N. Jokić),62,81
270,3,9:02.0,Offensive foul by A. Len (drawn by M. Morris),,62,81
271,3,9:02.0,Turnover by A. Len (offensive foul),,62,81
272,3,8:53.0,,N. Jokić misses 3-pt jump shot from 27 ft,62,81
273,3,8:50.0,,Offensive rebound by P. Millsap,62,81
274,3,8:37.0,,G. Harris misses 3-pt jump shot from 23 ft,62,81
275,3,8:34.0,,Offensive rebound by J. Hernangómez,62,81
276,3,8:33.0,,J. Hernangómez makes 2-pt layup from 2 ft,62,83
277,3,8:23.0,O. Spellman misses 3-pt jump shot from 26 ft,,62,83
278,3,8:19.0,,Defensive rebound by G. Harris,62,83
279,3,8:09.0,,P. Millsap makes 2-pt layup from 3 ft (assist by G. Harris),62,85
280,3,8:09.0,Atlanta full timeout,,62,85
281,3,8:09.0,D. Bembry enters the game for K. Bazemore,,62,85
282,3,8:09.0,J. Lin enters the game for A. Len,,62,85
283,3,8:09.0,M. Plumlee enters the game for O. Spellman,,62,85
284,3,8:09.0,A. Poythress enters the game for T. Young,,62,85
285,3,7:56.0,J. Lin makes 3-pt jump shot from 26 ft (assist by A. Poythress),,65,85
286,3,7:37.0,,Personal foul by D. Bembry (drawn by G. Harris),65,85
287,3,7:35.0,,Personal foul by D. Bembry (drawn by G. Harris),65,85
288,3,7:25.0,,J. Hernangómez makes 3-pt jump shot from 26 ft,65,88
289,3,7:06.0,D. Bembry misses 2-pt layup from 4 ft (block by G. Harris),,65,88
290,3,7:03.0,,Defensive rebound by P. Millsap,65,88
291,3,7:01.0,,J. Hernangómez makes 2-pt layup from 1 ft (assist by P. Millsap),65,90
292,3,6:42.0,J. Lin misses 3-pt jump shot from 25 ft,,65,90
293,3,6:38.0,,Defensive rebound by J. Hernangómez,65,90
294,3,6:32.0,,Shooting foul by A. Poythress (drawn by J. Hernangómez),65,90
295,3,6:32.0,,J. Hernangómez misses free throw 1 of 3,65,90
296,3,6:32.0,,Offensive rebound by Team,65,90
297,3,6:32.0,,J. Hernangómez makes free throw 2 of 3,65,91
298,3,6:32.0,,J. Hernangómez makes free throw 3 of 3,65,92
299,3,6:17.0,M. Plumlee misses 2-pt layup from 2 ft,,65,92
300,3,6:13.0,,Defensive rebound by P. Millsap,65,92
301,3,6:02.0,,N. Jokić misses 2-pt jump shot from 17 ft,65,92
302,3,6:01.0,Defensive rebound by J. Lin,,65,92
303,3,6:01.0,Personal take foul by N. Jokić (drawn by J. Lin),,65,92
304,3,6:01.0,V. Carter enters the game for A. Poythress,,65,92
305,3,5:47.0,D. Bembry misses 2-pt layup from 6 ft (block by G. Harris),,65,92
306,3,5:44.0,,Defensive rebound by M. Morris,65,92
307,3,5:42.0,,M. Morris makes 2-pt layup from 2 ft,65,94
308,3,5:40.0,Atlanta full timeout,,65,94
309,3,5:40.0,,J. Murray enters the game for M. Morris,65,94
310,3,5:29.0,Turnover by K. Huerter (lost ball; steal by N. Jokić),,65,94
311,3,5:24.0,,Turnover by G. Harris (bad pass),65,94
312,3,5:07.0,K. Huerter misses 2-pt jump shot from 8 ft,,65,94
313,3,5:05.0,,Defensive rebound by N. Jokić,65,94
314,3,4:53.0,,G. Harris makes 2-pt layup from 1 ft,65,96
315,3,4:31.0,K. Huerter misses 3-pt jump shot from 22 ft,,65,96
316,3,4:27.0,,Defensive rebound by J. Murray,65,96
317,3,4:12.0,,J. Hernangómez misses 3-pt jump shot from 26 ft,65,96
318,3,4:07.0,Defensive rebound by M. Plumlee,,65,96
319,3,3:57.0,D. Bembry misses 2-pt jump shot from 8 ft,,65,96
320,3,3:54.0,,Defensive rebound by N. Jokić,65,96
321,3,3:41.0,,P. Millsap makes 2-pt layup from 2 ft,65,98
322,3,3:28.0,V. Carter makes 3-pt jump shot from 26 ft (assist by J. Lin),,68,98
323,3,3:11.0,,P. Millsap makes 2-pt layup from 1 ft (assist by N. Jokić),68,100
324,3,3:11.0,,Personal foul by J. Lin (drawn by P. Millsap),68,100
325,3,3:11.0,K. Bazemore enters the game for D. Bembry,,68,100
326,3,3:11.0,T. Dorsey enters the game for K. Huerter,,68,100
327,3,3:11.0,O. Spellman enters the game for J. Lin,,68,100
328,3,3:11.0,T. Young enters the game for M. Plumlee,,68,100
329,3,3:11.0,,M. Beasley enters the game for G. Harris,68,100
330,3,3:11.0,,M. Morris enters the game for J. Hernangómez,68,100
331,3,3:11.0,,M. Plumlee enters the game for N. Jokić,68,100
332,3,3:11.0,,P. Millsap makes free throw 1 of 1,68,101
333,3,3:00.0,T. Dorsey misses 2-pt layup from 5 ft (block by P. Millsap),,68,101
334,3,2:56.0,,Defensive rebound by J. Murray,68,101
335,3,2:50.0,,J. Murray misses 3-pt jump shot from 27 ft,68,101
336,3,2:47.0,Defensive rebound by O. Spellman,,68,101
337,3,2:34.0,K. Bazemore misses 3-pt jump shot from 25 ft,,68,101
338,3,2:30.0,,Defensive rebound by P. Millsap,68,101
339,3,2:23.0,,M. Morris makes 2-pt jump shot from 7 ft (assist by P. Millsap),68,103
340,3,2:07.0,V. Carter makes 3-pt jump shot from 23 ft (assist by O. Spellman),,71,103
341,3,2:06.0,,Denver full timeout,71,103
342,3,2:06.0,,T. Lyles enters the game for P. Millsap,71,103
343,3,1:54.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by M. Morris),71,105
344,3,1:43.0,V. Carter misses 3-pt jump shot from 26 ft,,71,105
345,3,1:41.0,,Defensive rebound by T. Lyles,71,105
346,3,1:33.0,,M. Beasley misses 3-pt jump shot from 26 ft,71,105
347,3,1:30.0,Defensive rebound by T. Young,,71,105
348,3,1:20.0,T. Young misses 3-pt jump shot from 28 ft,,71,105
349,3,1:18.0,,Defensive rebound by J. Murray,71,105
350,3,1:07.0,,Turnover by T. Lyles (out of bounds lost ball),71,105
351,3,0:55.0,K. Bazemore misses 2-pt jump shot from 8 ft,,71,105
352,3,0:52.0,,Defensive rebound by M. Plumlee,71,105
353,3,0:37.0,,Shooting foul by V. Carter (drawn by T. Lyles),71,105
354,3,0:37.0,,T. Lyles makes free throw 1 of 2,71,106
355,3,0:37.0,,T. Lyles makes free throw 2 of 2,71,107
356,3,0:30.0,T. Young makes 2-pt jump shot from 4 ft,,73,107
357,3,0:11.0,,Shooting foul by V. Carter (drawn by M. Plumlee),73,107
358,3,0:11.0,,M. Plumlee makes free throw 1 of 2,73,108
359,3,0:11.0,,M. Plumlee makes free throw 2 of 2,73,109
360,3,0:02.0,Turnover by T. Young (bad pass; steal by M. Morris),,73,109
361,3,0:00.0,,J. Murray misses 3-pt jump shot from 26 ft,73,109
362,3,0:00.0,,Offensive rebound by Team,73,109
363,4,11:47.0,T. Young misses 2-pt layup from 2 ft,,73,109
364,4,11:44.0,,Defensive rebound by M. Plumlee,73,109
365,4,11:41.0,,M. Beasley misses 2-pt layup from 3 ft,73,109
366,4,11:41.0,Defensive rebound by T. Dorsey,,73,109
367,4,11:35.0,O. Spellman makes 2-pt layup from 4 ft (assist by T. Dorsey),,75,109
368,4,11:35.0,,Violation by Team (def goaltending),75,109
369,4,11:22.0,,Turnover by M. Beasley (lost ball; steal by T. Young),75,109
370,4,11:17.0,T. Young misses 2-pt layup from 4 ft,,75,109
371,4,11:17.0,Offensive rebound by K. Huerter,,75,109
372,4,11:17.0,K. Huerter makes 2-pt layup from 1 ft,,77,109
373,4,11:17.0,Shooting foul by J. Hernangómez (drawn by K. Huerter),,77,109
374,4,11:17.0,K. Huerter misses free throw 1 of 1,,77,109
375,4,11:17.0,Offensive rebound by T. Dorsey,,77,109
376,4,11:12.0,O. Spellman misses 3-pt jump shot from 25 ft,,77,109
377,4,11:09.0,Offensive rebound by A. Poythress,,77,109
378,4,11:03.0,Turnover by T. Young (lost ball; steal by J. Hernangómez),,77,109
379,4,10:56.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by J. Hernangómez),77,112
380,4,10:35.0,T. Dorsey misses 2-pt jump shot from 22 ft,,77,112
381,4,10:33.0,,Defensive rebound by J. Hernangómez,77,112
382,4,10:20.0,,T. Lyles misses 2-pt jump shot from 12 ft,77,112
383,4,10:17.0,Defensive rebound by K. Huerter,,77,112
384,4,10:05.0,T. Young misses 2-pt jump shot from 3 ft (block by J. Murray),,77,112
