,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,TORONTO_ACTION,LA LAKERS_SCORE,TORONTO_SCORE
137,2,10:24.0,K. Kuzma misses 2-pt hook shot from 5 ft,,27,37
138,2,10:22.0,,Defensive rebound by C. Boucher,27,37
139,2,10:12.0,,Turnover by P. Siakam (out of bounds lost ball),27,37
140,2,9:58.0,Personal foul by O. Anunoby (drawn by L. James),,27,37
141,2,9:58.0,Personal foul by O. Anunoby (drawn by L. James),,27,37
142,2,9:44.0,Turnover by Team (shot clock),,27,37
143,2,9:31.0,,C. Boucher misses 3-pt jump shot from 25 ft,27,37
144,2,9:29.0,Defensive rebound by L. James,,27,37
145,2,9:24.0,K. Kuzma misses 2-pt layup from 3 ft (block by C. Boucher),,27,37
146,2,9:24.0,Offensive rebound by Team,,27,37
147,2,9:24.0,M. Wagner enters the game for J. Hart,,27,37
148,2,9:22.0,K. Caldwell-Pope makes 2-pt layup from 1 ft (assist by A. Caruso),,29,37
149,2,9:01.0,,N. Powell misses 3-pt jump shot from 25 ft,29,37
150,2,8:59.0,Defensive rebound by K. Caldwell-Pope,,29,37
151,2,8:57.0,L. James makes 2-pt dunk from 1 ft (assist by K. Caldwell-Pope),,31,37
152,2,8:37.0,,O. Anunoby misses 3-pt jump shot from 26 ft,31,37
153,2,8:34.0,Defensive rebound by A. Caruso,,31,37
154,2,8:31.0,L. James makes 2-pt layup from 2 ft (assist by K. Kuzma),,33,37
155,2,8:14.0,,C. Boucher misses 2-pt hook shot from 3 ft,33,37
156,2,8:13.0,Defensive rebound by K. Caldwell-Pope,,33,37
157,2,8:07.0,K. Kuzma makes 2-pt layup from 1 ft (assist by L. James),,35,37
158,2,8:07.0,,Toronto full timeout,35,37
159,2,8:07.0,,M. Gasol enters the game for C. Boucher,35,37
160,2,8:07.0,,K. Leonard enters the game for N. Powell,35,37
161,2,7:52.0,,P. Siakam misses 2-pt jump shot from 13 ft,35,37
162,2,7:49.0,,Offensive rebound by O. Anunoby,35,37
163,2,7:48.0,,O. Anunoby makes 2-pt layup from 2 ft,35,39
164,2,7:35.0,A. Caruso makes 2-pt layup from 2 ft (assist by L. James),,37,39
165,2,7:13.0,,K. Leonard misses 3-pt jump shot from 25 ft,37,39
166,2,7:10.0,Defensive rebound by K. Caldwell-Pope,,37,39
167,2,7:03.0,K. Caldwell-Pope misses 3-pt jump shot from 22 ft,,37,39
168,2,7:01.0,,Defensive rebound by K. Leonard,37,39
169,2,6:55.0,,P. Siakam misses 3-pt jump shot from 24 ft,37,39
170,2,6:51.0,Defensive rebound by K. Kuzma,,37,39
171,2,6:42.0,A. Caruso makes 2-pt layup from 2 ft (assist by L. James),,39,39
172,2,6:29.0,,P. McCaw makes 3-pt jump shot from 23 ft (assist by K. Leonard),39,42
173,2,6:29.0,R. Bullock enters the game for K. Caldwell-Pope,,39,42
174,2,6:29.0,,D. Green enters the game for P. McCaw,39,42
175,2,6:29.0,,J. Lin enters the game for P. Siakam,39,42
176,2,6:06.0,Turnover by K. Kuzma (bad pass; steal by M. Gasol),,39,42
177,2,5:59.0,,J. Lin makes 2-pt jump shot from 23 ft (assist by K. Leonard),39,44
178,2,5:50.0,L. James makes 3-pt jump shot from 23 ft (assist by A. Caruso),,42,44
179,2,5:38.0,,K. Leonard makes 2-pt layup from 2 ft,42,46
180,2,5:27.0,L. James misses 3-pt jump shot from 24 ft,,42,46
181,2,5:25.0,,Defensive rebound by M. Gasol,42,46
182,2,5:12.0,,Shooting foul by M. Wagner (drawn by K. Leonard),42,46
183,2,5:12.0,,K. Leonard misses free throw 1 of 2,42,46
184,2,5:12.0,,Offensive rebound by Team,42,46
185,2,5:12.0,,M. Miller enters the game for O. Anunoby,42,46
186,2,5:12.0,,K. Leonard misses free throw 2 of 2,42,46
187,2,5:10.0,Defensive rebound by K. Kuzma,,42,46
188,2,5:00.0,A. Caruso makes 2-pt layup from 2 ft,,44,46
189,2,5:00.0,Shooting foul by J. Lin (drawn by A. Caruso),,44,46
190,2,5:00.0,A. Caruso makes free throw 1 of 1,,45,46
191,2,5:00.0,R. Rondo enters the game for L. James,,45,46
192,2,4:43.0,,Turnover by D. Green (bad pass; steal by M. Wagner),45,46
193,2,4:34.0,A. Caruso makes 3-pt jump shot from 25 ft (assist by R. Rondo),,48,46
194,2,4:18.0,,M. Gasol makes 2-pt hook shot from 6 ft,48,48
195,2,4:18.0,,Shooting foul by M. Wagner (drawn by M. Gasol),48,48
196,2,4:18.0,J. McGee enters the game for M. Wagner,,48,48
197,2,4:18.0,,M. Gasol makes free throw 1 of 1,48,49
198,2,3:55.0,Shooting foul by J. Lin (drawn by K. Kuzma),,48,49
199,2,3:55.0,K. Kuzma makes free throw 1 of 2,,49,49
200,2,3:55.0,K. Kuzma misses free throw 2 of 2,,49,49
201,2,3:55.0,,Defensive rebound by K. Leonard,49,49
202,2,3:41.0,,M. Gasol misses 3-pt jump shot from 25 ft,49,49
203,2,3:38.0,Defensive rebound by R. Rondo,,49,49
204,2,3:37.0,Shooting foul by M. Gasol (drawn by J. McGee),,49,49
205,2,3:37.0,J. McGee makes free throw 1 of 2,,50,49
206,2,3:37.0,,N. Powell enters the game for J. Lin,50,49
207,2,3:37.0,,P. Siakam enters the game for M. Miller,50,49
208,2,3:37.0,J. McGee misses free throw 2 of 2,,50,49
209,2,3:35.0,,Defensive rebound by M. Gasol,50,49
210,2,3:23.0,,K. Leonard makes 2-pt layup from 2 ft (assist by P. Siakam),50,51
211,2,3:15.0,R. Rondo misses 2-pt layup from 1 ft,,50,51
212,2,3:13.0,Offensive rebound by J. McGee,,50,51
213,2,3:10.0,J. McGee makes 2-pt dunk at rim,,52,51
214,2,3:05.0,,Shooting foul by A. Caruso (drawn by P. Siakam),52,51
215,2,3:05.0,,P. Siakam makes free throw 1 of 2,52,52
216,2,3:05.0,,P. Siakam makes free throw 2 of 2,52,53
217,2,2:55.0,Turnover by R. Rondo (bad pass; steal by D. Green),,52,53
218,2,2:42.0,,M. Gasol misses 3-pt jump shot from 26 ft,52,53
219,2,2:37.0,,Offensive rebound by D. Green,52,53
220,2,2:34.0,,K. Leonard makes 3-pt jump shot from 26 ft (assist by N. Powell),52,56
221,2,2:16.0,R. Rondo misses 2-pt layup from 1 ft,,52,56
222,2,2:12.0,,Defensive rebound by K. Leonard,52,56
223,2,2:07.0,,D. Green makes 3-pt jump shot from 23 ft (assist by K. Leonard),52,59
224,2,2:06.0,LA Lakers full timeout,,52,59
225,2,2:06.0,J. Hart enters the game for A. Caruso,,52,59
226,2,1:53.0,R. Bullock misses 3-pt jump shot from 24 ft,,52,59
227,2,1:51.0,Offensive rebound by Team,,52,59
228,2,1:43.0,J. Hart misses 3-pt jump shot from 24 ft,,52,59
229,2,1:41.0,,Defensive rebound by K. Leonard,52,59
230,2,1:36.0,,K. Leonard misses 2-pt jump shot from 5 ft,52,59
231,2,1:34.0,,Offensive rebound by D. Green,52,59
232,2,1:31.0,,D. Green misses 3-pt jump shot from 26 ft,52,59
233,2,1:29.0,Defensive rebound by J. McGee,,52,59
234,2,1:24.0,J. Hart misses 3-pt jump shot from 23 ft,,52,59
235,2,1:21.0,,Defensive rebound by Team,52,59
236,2,1:21.0,M. Wagner enters the game for J. McGee,,52,59
237,2,1:05.0,,Turnover by P. Siakam (lost ball; steal by R. Rondo),52,59
238,2,0:57.0,Turnover by M. Wagner (bad pass; steal by P. Siakam),,52,59
239,2,0:55.0,,Personal foul by R. Rondo (drawn by P. Siakam),52,59
240,2,0:55.0,,P. Siakam makes free throw 1 of 2,52,60
241,2,0:55.0,,P. McCaw enters the game for D. Green,52,60
242,2,0:55.0,,P. Siakam misses free throw 2 of 2,52,60
243,2,0:53.0,Defensive rebound by M. Wagner,,52,60
244,2,0:48.0,R. Rondo makes 2-pt layup from 2 ft,,54,60
245,2,0:33.0,,P. Siakam misses 2-pt layup from 8 ft,54,60
246,2,0:31.0,,Offensive rebound by M. Gasol,54,60
247,2,0:29.0,,M. Gasol misses 2-pt layup from 1 ft,54,60
248,2,0:28.0,,Offensive rebound by P. Siakam,54,60
249,2,0:26.0,,P. Siakam misses 2-pt hook shot from 4 ft,54,60
250,2,0:26.0,,Offensive rebound by Team,54,60
251,2,0:26.0,Loose ball foul by K. Kuzma (drawn by M. Gasol),,54,60
252,2,0:26.0,,M. Gasol makes free throw 1 of 2,54,61
253,2,0:26.0,K. Caldwell-Pope enters the game for K. Kuzma,,54,61
254,2,0:26.0,,M. Gasol makes free throw 2 of 2,54,62
255,2,0:02.0,Turnover by R. Rondo (bad pass; steal by K. Leonard),,54,62
256,2,0:00.0,,K. Leonard makes 3-pt jump shot from 25 ft,54,65
257,3,11:49.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by L. James),,57,65
258,3,11:49.0,Shooting foul by D. Green (drawn by R. Bullock),,57,65
259,3,11:49.0,R. Bullock makes free throw 1 of 1,,58,65
260,3,11:28.0,,K. Leonard misses 2-pt hook shot from 3 ft,58,65
261,3,11:26.0,Defensive rebound by J. McGee,,58,65
262,3,11:19.0,L. James misses 2-pt jump shot from 11 ft,,58,65
263,3,11:17.0,,Defensive rebound by M. Gasol,58,65
264,3,11:13.0,,J. Lin makes 2-pt layup from 2 ft,58,67
265,3,10:56.0,L. James makes 2-pt jump shot from 12 ft,,60,67
266,3,10:38.0,,P. Siakam misses 2-pt hook shot from 9 ft,60,67
267,3,10:36.0,Defensive rebound by J. McGee,,60,67
268,3,10:24.0,J. McGee makes 2-pt jump shot from 6 ft (assist by L. James),,62,67
269,3,10:07.0,,K. Leonard makes 2-pt jump shot from 21 ft,62,69
270,3,9:56.0,R. Rondo misses 2-pt jump shot from 21 ft,,62,69
271,3,9:54.0,,Defensive rebound by J. Lin,62,69
272,3,9:46.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by D. Green),62,72
273,3,9:22.0,L. James misses 2-pt jump shot from 7 ft,,62,72
274,3,9:20.0,,Defensive rebound by D. Green,62,72
275,3,9:06.0,,P. Siakam makes 2-pt jump shot from 7 ft,62,74
276,3,8:47.0,K. Kuzma misses 3-pt jump shot from 25 ft,,62,74
277,3,8:44.0,,Defensive rebound by M. Gasol,62,74
278,3,8:40.0,,J. Lin misses 3-pt jump shot from 25 ft,62,74
279,3,8:37.0,Defensive rebound by K. Kuzma,,62,74
280,3,8:26.0,L. James makes 2-pt jump shot from 10 ft,,64,74
281,3,8:02.0,,P. Siakam misses 2-pt layup from 3 ft,64,74
282,3,8:00.0,Defensive rebound by J. McGee,,64,74
283,3,7:57.0,L. James misses 3-pt jump shot from 26 ft,,64,74
284,3,7:54.0,,Defensive rebound by M. Gasol,64,74
285,3,7:46.0,,K. Leonard misses 2-pt jump shot from 13 ft,64,74
286,3,7:44.0,Defensive rebound by J. McGee,,64,74
287,3,7:41.0,L. James makes 2-pt layup from 2 ft (assist by R. Rondo),,66,74
288,3,7:41.0,Shooting foul by M. Gasol (drawn by L. James),,66,74
289,3,7:41.0,L. James makes free throw 1 of 1,,67,74
290,3,7:31.0,,J. Lin misses 3-pt jump shot from 24 ft,67,74
291,3,7:29.0,Defensive rebound by R. Bullock,,67,74
292,3,7:12.0,L. James misses 3-pt jump shot from 23 ft,,67,74
293,3,7:09.0,Offensive rebound by J. McGee,,67,74
294,3,7:06.0,Turnover by J. McGee (lost ball; steal by D. Green),,67,74
295,3,7:01.0,,D. Green misses 3-pt jump shot from 24 ft,67,74
296,3,6:58.0,Defensive rebound by J. McGee,,67,74
297,3,6:47.0,J. McGee makes 2-pt dunk from 2 ft (assist by K. Kuzma),,69,74
298,3,6:30.0,,J. Lin makes 3-pt jump shot from 24 ft (assist by M. Gasol),69,77
299,3,6:13.0,R. Rondo makes 2-pt layup from 3 ft,,71,77
300,3,5:57.0,,P. Siakam misses 2-pt layup from 2 ft,71,77
301,3,5:53.0,,Offensive rebound by P. Siakam,71,77
302,3,5:53.0,,P. Siakam makes 2-pt layup from 2 ft,71,79
303,3,5:53.0,Violation by Team (def goaltending),,71,79
304,3,5:53.0,LA Lakers full timeout,,71,79
305,3,5:53.0,A. Caruso enters the game for R. Rondo,,71,79
306,3,5:44.0,Shooting foul by M. Gasol (drawn by K. Kuzma),,71,79
307,3,5:44.0,K. Kuzma misses free throw 1 of 2,,71,79
308,3,5:44.0,Offensive rebound by Team,,71,79
309,3,5:44.0,K. Kuzma misses free throw 2 of 2,,71,79
310,3,5:41.0,,Defensive rebound by P. Siakam,71,79
311,3,5:28.0,,K. Leonard makes 3-pt jump shot from 25 ft (assist by M. Gasol),71,82
312,3,5:08.0,K. Kuzma misses 2-pt layup from 4 ft (block by P. Siakam),,71,82
313,3,5:05.0,,Defensive rebound by D. Green,71,82
314,3,5:05.0,,Personal take foul by L. James (drawn by K. Leonard),71,82
315,3,4:56.0,,Turnover by D. Green (bad pass; steal by R. Bullock),71,82
316,3,4:52.0,L. James makes 2-pt dunk from 1 ft (assist by A. Caruso),,73,82
317,3,4:40.0,,Personal foul by L. James (drawn by K. Leonard),73,82
318,3,4:31.0,,Turnover by K. Leonard (bad pass; steal by R. Bullock),73,82
319,3,4:22.0,Personal foul by K. Leonard (drawn by L. James),,73,82
320,3,4:11.0,K. Kuzma makes 2-pt hook shot from 9 ft,,75,82
321,3,4:09.0,,Personal foul by J. McGee (drawn by J. Lin),75,82
322,3,4:09.0,R. Rondo enters the game for L. James,,75,82
323,3,4:09.0,M. Wagner enters the game for J. McGee,,75,82
324,3,3:57.0,,Turnover by D. Green (traveling),75,82
325,3,3:46.0,K. Kuzma misses 3-pt jump shot from 25 ft,,75,82
326,3,3:43.0,,Defensive rebound by P. Siakam,75,82
327,3,3:27.0,,Shooting foul by K. Kuzma (drawn by K. Leonard),75,82
328,3,3:27.0,,K. Leonard makes free throw 1 of 2,75,83
329,3,3:27.0,J. Hart enters the game for K. Kuzma,,75,83
330,3,3:27.0,,O. Anunoby enters the game for D. Green,75,83
331,3,3:27.0,,N. Powell enters the game for P. Siakam,75,83
332,3,3:27.0,,K. Leonard makes free throw 2 of 2,75,84
333,3,3:20.0,R. Rondo makes 2-pt hook shot from 2 ft,,77,84
334,3,3:06.0,,N. Powell makes 2-pt layup from 2 ft (assist by M. Gasol),77,86
335,3,2:55.0,R. Bullock misses 3-pt jump shot from 23 ft,,77,86
336,3,2:53.0,,Defensive rebound by K. Leonard,77,86
337,3,2:42.0,,O. Anunoby makes 2-pt layup from 2 ft (assist by J. Lin),77,88
338,3,2:41.0,LA Lakers full timeout,,77,88
339,3,2:41.0,K. Caldwell-Pope enters the game for R. Bullock,,77,88
340,3,2:41.0,,P. McCaw enters the game for M. Gasol,77,88
341,3,2:41.0,,M. Miller enters the game for K. Leonard,77,88
342,3,2:41.0,,P. Siakam enters the game for J. Lin,77,88
343,3,2:21.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,77,88
344,3,2:18.0,,Defensive rebound by O. Anunoby,77,88
345,3,2:09.0,,Shooting foul by A. Caruso (drawn by P. McCaw),77,88
346,3,2:09.0,,P. McCaw makes free throw 1 of 2,77,89
347,3,2:09.0,J. Williams enters the game for M. Wagner,,77,89
348,3,2:09.0,,P. McCaw makes free throw 2 of 2,77,90
349,3,1:52.0,Shooting foul by P. McCaw (drawn by A. Caruso),,77,90
350,3,1:52.0,A. Caruso makes free throw 1 of 2,,78,90
351,3,1:52.0,A. Caruso makes free throw 2 of 2,,79,90
352,3,1:33.0,,O. Anunoby misses 3-pt jump shot from 25 ft,79,90
353,3,1:29.0,Defensive rebound by K. Caldwell-Pope,,79,90
354,3,1:22.0,Turnover by J. Williams (traveling),,79,90
355,3,1:10.0,,P. Siakam misses 2-pt hook shot from 3 ft,79,90
356,3,1:06.0,Defensive rebound by J. Williams,,79,90
357,3,1:01.0,Turnover by J. Williams (lost ball; steal by O. Anunoby),,79,90
358,3,0:54.0,,N. Powell misses 3-pt jump shot from 23 ft,79,90
359,3,0:52.0,Defensive rebound by J. Williams,,79,90
360,3,0:44.0,Personal foul by M. Miller (drawn by R. Rondo),,79,90
361,3,0:44.0,R. Rondo makes free throw 1 of 2,,80,90
362,3,0:44.0,R. Rondo makes free throw 2 of 2,,81,90
363,3,0:30.0,,N. Powell misses 2-pt jump shot from 4 ft,81,90
364,3,0:28.0,Defensive rebound by R. Rondo,,81,90
365,3,0:05.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by R. Rondo),,84,90
366,3,0:00.0,,P. Siakam misses 3-pt jump shot from 27 ft,84,90
367,3,0:00.0,,Offensive rebound by Team,84,90
368,4,11:42.0,,M. Miller makes 3-pt jump shot from 23 ft (assist by N. Powell),84,93
369,4,11:25.0,Personal foul by P. McCaw (drawn by J. Hart),,84,93
370,4,11:19.0,A. Caruso misses 2-pt jump shot from 14 ft,,84,93
371,4,11:16.0,Offensive rebound by A. Caruso,,84,93
372,4,11:14.0,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,,84,93
373,4,11:14.0,Offensive rebound by Team,,84,93
374,4,11:14.0,,Loose ball foul by N. Powell (drawn by J. Williams),84,93
375,4,11:02.0,Turnover by L. James (lost ball; steal by O. Anunoby),,84,93
376,4,10:57.0,,P. McCaw misses 2-pt layup from 2 ft,84,93
377,4,10:50.0,,Offensive rebound by N. Powell,84,93
378,4,10:50.0,,N. Powell makes 2-pt layup at rim,84,95
379,4,10:40.0,Turnover by K. Caldwell-Pope (lost ball; steal by M. Miller),,84,95
380,4,10:25.0,,N. Powell misses 2-pt hook shot from 5 ft,84,95
381,4,10:23.0,Defensive rebound by J. Williams,,84,95
382,4,10:15.0,Shooting foul by M. Miller (drawn by L. James),,84,95
383,4,10:15.0,L. James misses free throw 1 of 2,,84,95
384,4,10:15.0,Offensive rebound by Team,,84,95
385,4,10:15.0,L. James misses free throw 2 of 2,,84,95
386,4,10:13.0,,Defensive rebound by O. Anunoby,84,95
