,QUARTER,TIME_REMAINING,TORONTO_ACTION,MEMPHIS_ACTION,TORONTO_SCORE,MEMPHIS_SCORE
29,1,7:08.0,S. Ibaka misses 3-pt jump shot from 26 ft,,13,11
30,1,7:05.0,,Defensive rebound by J. Green,13,11
31,1,7:02.0,,M. Conley misses 3-pt jump shot from 25 ft,13,11
32,1,6:58.0,Defensive rebound by K. Leonard,,13,11
33,1,6:46.0,S. Ibaka misses 2-pt jump shot from 6 ft,,13,11
34,1,6:44.0,Offensive rebound by S. Ibaka,,13,11
35,1,6:39.0,D. Green misses 3-pt jump shot from 25 ft,,13,11
36,1,6:37.0,,Defensive rebound by J. Green,13,11
37,1,6:28.0,,M. Conley misses 3-pt jump shot from 22 ft,13,11
38,1,6:24.0,,Offensive rebound by M. Conley,13,11
39,1,6:11.0,,M. Conley misses 2-pt jump shot from 8 ft (block by D. Green),13,11
40,1,6:11.0,,Offensive rebound by Team,13,11
41,1,6:11.0,,Turnover by Team (shot clock),13,11
42,1,6:11.0,Toronto full timeout,,13,11
43,1,5:57.0,P. Siakam misses 3-pt jump shot from 22 ft,,13,11
44,1,5:55.0,,Defensive rebound by G. Temple,13,11
45,1,5:40.0,,M. Gasol misses 3-pt jump shot from 25 ft,13,11
46,1,5:37.0,,Offensive rebound by G. Temple,13,11
47,1,5:36.0,,Turnover by G. Temple (lost ball; steal by K. Leonard),13,11
48,1,5:32.0,S. Ibaka makes 2-pt dunk from 1 ft (assist by P. Siakam),,15,11
49,1,5:24.0,,Personal foul by K. Lowry (drawn by G. Temple),15,11
50,1,5:13.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by K. Anderson),15,14
51,1,4:56.0,Personal foul by J. Green (drawn by P. Siakam),,15,14
52,1,4:56.0,,S. Mack enters the game for M. Conley,15,14
53,1,4:49.0,K. Leonard misses 3-pt jump shot from 25 ft,,15,14
54,1,4:46.0,,Defensive rebound by K. Anderson,15,14
55,1,4:38.0,,Turnover by S. Mack (bad pass),15,14
56,1,4:27.0,K. Leonard misses 2-pt jump shot from 13 ft,,15,14
57,1,4:24.0,,Defensive rebound by J. Green,15,14
58,1,4:13.0,,J. Green makes 2-pt hook shot from 4 ft (assist by M. Gasol),15,16
59,1,4:13.0,,Shooting foul by P. Siakam (drawn by J. Green),15,16
60,1,4:13.0,,W. Selden enters the game for G. Temple,15,16
61,1,4:13.0,,J. Green makes free throw 1 of 1,15,17
62,1,3:55.0,P. Siakam makes 2-pt jump shot from 13 ft,,17,17
63,1,3:41.0,,W. Selden misses 2-pt jump shot from 3 ft,17,17
64,1,3:38.0,Defensive rebound by D. Green,,17,17
65,1,3:29.0,S. Ibaka makes 2-pt dunk at rim (assist by P. Siakam),,19,17
66,1,3:10.0,,K. Anderson misses 2-pt jump shot from 12 ft,19,17
67,1,3:06.0,Defensive rebound by D. Green,,19,17
68,1,2:59.0,D. Green misses 3-pt jump shot from 26 ft,,19,17
69,1,2:57.0,,Defensive rebound by S. Mack,19,17
70,1,2:53.0,,W. Selden makes 2-pt layup from 1 ft (assist by J. Green),19,19
71,1,2:41.0,K. Leonard makes 2-pt layup from 2 ft,,21,19
72,1,2:36.0,,Memphis full timeout,21,19
73,1,2:36.0,O. Anunoby enters the game for D. Green,,21,19
74,1,2:36.0,J. Valančiūnas enters the game for K. Leonard,,21,19
75,1,2:36.0,F. VanVleet enters the game for P. Siakam,,21,19
76,1,2:36.0,,O. Casspi enters the game for K. Anderson,21,19
77,1,2:25.0,,Personal foul by J. Valančiūnas (drawn by M. Gasol),21,19
78,1,2:17.0,,M. Gasol makes 2-pt jump shot from 15 ft (assist by S. Mack),21,21
79,1,2:03.0,J. Valančiūnas makes 2-pt hook shot from 6 ft (assist by K. Lowry),,23,21
80,1,1:45.0,,J. Green makes 2-pt dunk from 2 ft (assist by W. Selden),23,23
81,1,1:35.0,Turnover by K. Lowry (traveling),,23,23
82,1,1:21.0,,M. Gasol makes 2-pt jump shot from 14 ft (assist by W. Selden),23,25
83,1,1:09.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,26,25
84,1,0:58.0,,S. Mack makes 2-pt jump shot from 14 ft (assist by M. Gasol),26,27
85,1,0:54.0,Personal foul by W. Selden (drawn by O. Anunoby),,26,27
86,1,0:54.0,C. Miles enters the game for S. Ibaka,,26,27
87,1,0:54.0,D. Wright enters the game for K. Lowry,,26,27
88,1,0:54.0,,G. Temple enters the game for J. Green,26,27
89,1,0:38.0,C. Miles makes 3-pt jump shot from 23 ft (assist by J. Valančiūnas),,29,27
90,1,0:32.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by S. Mack),29,30
91,1,0:10.0,F. VanVleet makes 2-pt layup from 3 ft,,31,30
92,1,0:05.0,Violation by Team (kicked ball),,31,30
93,1,0:05.0,L. Brown enters the game for F. VanVleet,,31,30
94,1,0:02.0,,S. Mack makes 2-pt jump shot from 16 ft,31,32
95,2,11:50.0,,Personal foul by C. Miles (drawn by O. Casspi),31,32
96,2,11:45.0,,O. Casspi misses 2-pt jump shot from 4 ft,31,32
97,2,11:38.0,,Offensive rebound by O. Casspi,31,32
98,2,11:38.0,,O. Casspi makes 2-pt layup at rim,31,34
99,2,11:22.0,Turnover by J. Valančiūnas (lost ball; steal by S. Mack),,31,34
100,2,11:13.0,,O. Casspi makes 2-pt layup from 3 ft (assist by W. Selden),31,36
101,2,11:13.0,,Shooting foul by O. Anunoby (drawn by O. Casspi),31,36
102,2,11:13.0,,O. Casspi makes free throw 1 of 1,31,37
103,2,10:59.0,D. Wright misses 2-pt layup from 7 ft,,31,37
104,2,10:58.0,Offensive rebound by J. Valančiūnas,,31,37
105,2,10:58.0,Shooting foul by O. Casspi (drawn by J. Valančiūnas),,31,37
106,2,10:58.0,J. Valančiūnas makes free throw 1 of 2,,32,37
107,2,10:58.0,J. Valančiūnas makes free throw 2 of 2,,33,37
108,2,10:45.0,,S. Mack misses 2-pt jump shot from 7 ft,33,37
109,2,10:41.0,Defensive rebound by J. Valančiūnas,,33,37
110,2,10:37.0,C. Miles makes 3-pt jump shot from 22 ft (assist by D. Wright),,36,37
111,2,10:20.0,,G. Temple makes 3-pt jump shot from 24 ft (assist by W. Selden),36,40
112,2,10:02.0,J. Valančiūnas makes 2-pt jump shot from 8 ft,,38,40
113,2,9:51.0,,J. Jackson misses 2-pt hook shot from 5 ft,38,40
114,2,9:51.0,Defensive rebound by Team,,38,40
115,2,9:35.0,Turnover by F. VanVleet (out of bounds lost ball),,38,40
116,2,9:22.0,,G. Temple makes 2-pt jump shot from 21 ft,38,42
117,2,9:06.0,J. Valančiūnas makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,41,42
118,2,8:54.0,,J. Jackson misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),41,42
119,2,8:54.0,,Offensive rebound by Team,41,42
120,2,8:54.0,,M. Conley enters the game for W. Selden,41,42
121,2,8:49.0,,O. Casspi misses 2-pt hook shot from 2 ft,41,42
122,2,8:46.0,,Offensive rebound by M. Conley,41,42
123,2,8:45.0,,Turnover by M. Conley (lost ball; steal by F. VanVleet),41,42
124,2,8:35.0,F. VanVleet makes 2-pt jump shot from 19 ft (assist by C. Miles),,43,42
125,2,8:20.0,,S. Mack makes 2-pt jump shot from 16 ft,43,44
126,2,8:05.0,Turnover by J. Valančiūnas (lost ball; steal by S. Mack),,43,44
127,2,8:01.0,,M. Conley makes 2-pt jump shot from 6 ft (assist by S. Mack),43,46
128,2,7:46.0,Turnover by O. Anunoby (bad pass; steal by G. Temple),,43,46
129,2,7:43.0,,Shooting foul by F. VanVleet (drawn by G. Temple),43,46
130,2,7:43.0,,G. Temple makes free throw 1 of 2,43,47
131,2,7:43.0,,J. Green enters the game for O. Casspi,43,47
132,2,7:43.0,,G. Temple makes free throw 2 of 2,43,48
133,2,7:43.0,Toronto full timeout,,43,48
134,2,7:43.0,K. Leonard enters the game for C. Miles,,43,48
135,2,7:43.0,,K. Anderson enters the game for G. Temple,43,48
136,2,7:18.0,O. Anunoby misses 3-pt jump shot from 25 ft,,43,48
137,2,7:16.0,,Defensive rebound by J. Jackson,43,48
138,2,7:10.0,,Shooting foul by J. Valančiūnas (drawn by J. Jackson),43,48
139,2,7:10.0,,J. Jackson makes free throw 1 of 2,43,49
140,2,7:10.0,S. Ibaka enters the game for O. Anunoby,,43,49
141,2,7:10.0,K. Lowry enters the game for J. Valančiūnas,,43,49
142,2,7:10.0,P. Siakam enters the game for F. VanVleet,,43,49
143,2,7:10.0,,J. Jackson makes free throw 2 of 2,43,50
144,2,6:57.0,Personal foul by J. Green (drawn by K. Leonard),,43,50
145,2,6:47.0,K. Lowry misses 2-pt layup from 4 ft (block by M. Conley),,43,50
146,2,6:44.0,,Defensive rebound by M. Conley,43,50
147,2,6:32.0,,M. Conley makes 2-pt jump shot from 14 ft,43,52
148,2,6:21.0,Shooting foul by J. Jackson (drawn by K. Lowry),,43,52
149,2,6:21.0,K. Lowry misses free throw 1 of 2,,43,52
150,2,6:21.0,Offensive rebound by Team,,43,52
151,2,6:21.0,D. Green enters the game for D. Wright,,43,52
152,2,6:21.0,,M. Gasol enters the game for J. Jackson,43,52
153,2,6:21.0,K. Lowry makes free throw 2 of 2,,44,52
154,2,6:03.0,,S. Mack makes 2-pt jump shot from 10 ft,44,54
155,2,5:47.0,D. Green makes 2-pt layup from 3 ft,,46,54
156,2,5:33.0,,J. Green makes 2-pt hook shot from 4 ft,46,56
157,2,5:26.0,Turnover by K. Lowry (bad pass; steal by M. Conley),,46,56
158,2,5:17.0,,J. Green misses 2-pt layup from 2 ft (block by K. Leonard),46,56
159,2,5:13.0,,Offensive rebound by J. Green,46,56
160,2,5:12.0,,S. Mack misses 3-pt jump shot from 23 ft,46,56
161,2,5:10.0,Defensive rebound by P. Siakam,,46,56
162,2,5:04.0,P. Siakam makes 2-pt layup from 4 ft,,48,56
163,2,4:41.0,,M. Gasol misses 2-pt hook shot from 7 ft,48,56
164,2,4:38.0,Defensive rebound by D. Green,,48,56
165,2,4:36.0,Turnover by P. Siakam (lost ball; steal by K. Anderson),,48,56
166,2,4:24.0,,M. Gasol makes 2-pt hook shot from 5 ft (assist by S. Mack),48,58
167,2,4:24.0,,O. Casspi enters the game for J. Green,48,58
168,2,4:05.0,K. Lowry misses 3-pt jump shot from 25 ft,,48,58
169,2,4:03.0,,Defensive rebound by O. Casspi,48,58
170,2,3:47.0,,M. Gasol misses 2-pt jump shot from 14 ft,48,58
171,2,3:45.0,Defensive rebound by P. Siakam,,48,58
172,2,3:38.0,S. Ibaka misses 2-pt hook shot from 6 ft,,48,58
173,2,3:35.0,,Defensive rebound by O. Casspi,48,58
174,2,3:28.0,,O. Casspi misses 3-pt jump shot from 24 ft,48,58
175,2,3:25.0,Defensive rebound by K. Leonard,,48,58
176,2,3:11.0,K. Leonard misses 2-pt layup from 3 ft,,48,58
177,2,3:08.0,,Defensive rebound by S. Mack,48,58
178,2,2:59.0,,S. Mack makes 2-pt jump shot from 12 ft (assist by O. Casspi),48,60
179,2,2:48.0,Shooting foul by O. Casspi (drawn by P. Siakam),,48,60
180,2,2:48.0,,Memphis full timeout,48,60
181,2,2:48.0,P. Siakam makes free throw 1 of 2,,49,60
182,2,2:48.0,P. Siakam makes free throw 2 of 2,,50,60
183,2,2:36.0,,Turnover by K. Anderson (lost ball; steal by K. Leonard),50,60
184,2,2:36.0,Personal take foul by K. Anderson (drawn by K. Leonard),,50,60
185,2,2:36.0,K. Leonard misses free throw 1 of 2,,50,60
186,2,2:36.0,Offensive rebound by Team,,50,60
187,2,2:36.0,K. Leonard makes free throw 2 of 2,,51,60
188,2,2:20.0,,M. Gasol makes 2-pt hook shot from 5 ft (assist by M. Conley),51,62
189,2,2:04.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Lowry),,54,62
190,2,1:56.0,,Personal foul by S. Ibaka (drawn by M. Gasol),54,62
191,2,1:56.0,Technical foul by S. Ibaka,,54,62
192,2,1:56.0,,M. Conley makes technical free throw,54,63
193,2,1:56.0,,M. Gasol makes free throw 1 of 2,54,64
194,2,1:56.0,,G. Temple enters the game for S. Mack,54,64
195,2,1:56.0,,M. Gasol makes free throw 2 of 2,54,65
196,2,1:41.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by S. Ibaka),,57,65
197,2,1:26.0,,O. Casspi makes 3-pt jump shot from 26 ft (assist by M. Conley),57,68
198,2,1:15.0,K. Lowry makes 2-pt layup from 2 ft,,59,68
199,2,0:55.0,,M. Conley misses 2-pt jump shot from 7 ft,59,68
200,2,0:53.0,Defensive rebound by S. Ibaka,,59,68
201,2,0:47.0,P. Siakam misses 2-pt jump shot from 6 ft,,59,68
202,2,0:44.0,,Defensive rebound by G. Temple,59,68
203,2,0:32.0,,Personal foul by K. Leonard (drawn by O. Casspi),59,68
204,2,0:32.0,,Technical foul by N. Nurse,59,68
205,2,0:32.0,,M. Conley makes technical free throw,59,69
206,2,0:32.0,,O. Casspi makes free throw 1 of 2,59,70
207,2,0:32.0,,O. Casspi makes free throw 2 of 2,59,71
208,2,0:14.0,,Violation by Team (kicked ball),59,71
209,2,0:14.0,,S. Mack enters the game for O. Casspi,59,71
210,2,0:00.0,K. Lowry misses 2-pt jump shot from 16 ft (block by M. Conley),,59,71
211,2,0:00.0,,Defensive rebound by M. Conley,59,71
212,3,11:37.0,,M. Gasol makes 3-pt jump shot from 24 ft (assist by M. Conley),59,74
213,3,11:13.0,Turnover by S. Ibaka (lost ball; steal by M. Conley),,59,74
214,3,10:50.0,,G. Temple misses 2-pt jump shot from 14 ft (block by S. Ibaka),59,74
215,3,10:47.0,Defensive rebound by S. Ibaka,,59,74
216,3,10:40.0,D. Green misses 3-pt jump shot from 26 ft,,59,74
217,3,10:37.0,,Defensive rebound by M. Gasol,59,74
218,3,10:19.0,,M. Conley misses 2-pt jump shot from 8 ft,59,74
219,3,10:09.0,,Offensive rebound by K. Anderson,59,74
220,3,10:09.0,,K. Anderson makes 2-pt layup from 1 ft,59,76
221,3,10:01.0,Shooting foul by M. Gasol (drawn by S. Ibaka),,59,76
222,3,10:01.0,S. Ibaka makes free throw 1 of 2,,60,76
223,3,10:01.0,S. Ibaka makes free throw 2 of 2,,61,76
224,3,9:41.0,,M. Gasol makes 2-pt jump shot from 13 ft,61,78
225,3,9:34.0,K. Leonard makes 2-pt jump shot from 10 ft,,63,78
226,3,9:16.0,,Personal foul by P. Siakam (drawn by J. Jackson),63,78
227,3,9:09.0,,Turnover by M. Gasol (bad pass),63,78
228,3,9:02.0,K. Lowry makes 3-pt jump shot from 25 ft,,66,78
229,3,8:39.0,,J. Jackson makes 2-pt hook shot from 4 ft (assist by M. Conley),66,80
230,3,8:24.0,S. Ibaka makes 2-pt jump shot from 15 ft (assist by K. Lowry),,68,80
231,3,8:05.0,,M. Conley misses 2-pt layup from 4 ft (block by P. Siakam),68,80
232,3,8:02.0,Defensive rebound by K. Leonard,,68,80
233,3,8:02.0,Personal foul by K. Anderson (drawn by K. Leonard),,68,80
234,3,7:52.0,Turnover by K. Leonard (bad pass),,68,80
235,3,7:38.0,,M. Conley makes 3-pt jump shot from 25 ft,68,83
236,3,7:25.0,Shooting foul by M. Gasol (drawn by K. Leonard),,68,83
237,3,7:25.0,K. Leonard makes free throw 1 of 2,,69,83
238,3,7:25.0,K. Leonard makes free throw 2 of 2,,70,83
239,3,7:04.0,,K. Anderson misses 3-pt jump shot from 22 ft,70,83
240,3,6:58.0,Defensive rebound by P. Siakam,,70,83
241,3,6:52.0,D. Green makes 3-pt jump shot from 25 ft (assist by P. Siakam),,73,83
242,3,6:52.0,,Memphis full timeout,73,83
243,3,6:30.0,,M. Gasol makes 3-pt jump shot from 30 ft (assist by M. Conley),73,86
244,3,6:20.0,K. Leonard makes 2-pt layup from 2 ft,,75,86
245,3,6:10.0,,J. Jackson misses 2-pt hook shot from 3 ft,75,86
246,3,6:08.0,Defensive rebound by K. Lowry,,75,86
247,3,6:05.0,Shooting foul by G. Temple (drawn by K. Lowry),,75,86
248,3,6:05.0,K. Lowry makes free throw 1 of 2,,76,86
249,3,6:05.0,K. Lowry makes free throw 2 of 2,,77,86
250,3,5:52.0,,M. Conley misses 3-pt jump shot from 27 ft,77,86
251,3,5:50.0,Defensive rebound by D. Green,,77,86
252,3,5:35.0,S. Ibaka makes 2-pt jump shot from 12 ft (assist by K. Lowry),,79,86
253,3,5:23.0,,Turnover by J. Jackson (traveling),79,86
254,3,5:23.0,,J. Green enters the game for J. Jackson,79,86
255,3,5:04.0,K. Lowry misses 2-pt jump shot from 21 ft,,79,86
256,3,5:00.0,,Defensive rebound by K. Anderson,79,86
257,3,4:53.0,,M. Gasol misses 3-pt jump shot from 25 ft,79,86
258,3,4:49.0,Defensive rebound by K. Leonard,,79,86
259,3,4:43.0,Shooting foul by K. Anderson (drawn by K. Leonard),,79,86
260,3,4:43.0,K. Leonard makes free throw 1 of 3,,80,86
261,3,4:43.0,K. Leonard misses free throw 2 of 3,,80,86
262,3,4:43.0,Offensive rebound by Team,,80,86
263,3,4:43.0,K. Leonard makes free throw 3 of 3,,81,86
264,3,4:23.0,,K. Anderson makes 2-pt jump shot from 3 ft (assist by G. Temple),81,88
265,3,4:23.0,,Shooting foul by K. Leonard (drawn by K. Anderson),81,88
266,3,4:23.0,,K. Anderson makes free throw 1 of 1,81,89
267,3,4:11.0,Shooting foul by G. Temple (drawn by K. Leonard),,81,89
268,3,4:11.0,K. Leonard makes free throw 1 of 2,,82,89
269,3,4:11.0,,S. Mack enters the game for M. Conley,82,89
270,3,4:11.0,K. Leonard misses free throw 2 of 2,,82,89
271,3,4:11.0,,Defensive rebound by J. Green,82,89
272,3,4:11.0,,Personal foul by P. Siakam (drawn by J. Green),82,89
273,3,4:11.0,,Memphis full timeout,82,89
274,3,3:47.0,,J. Green misses 2-pt layup from 3 ft,82,89
275,3,3:45.0,Defensive rebound by K. Leonard,,82,89
276,3,3:41.0,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Leonard),,84,89
277,3,3:27.0,,Personal foul by S. Ibaka (drawn by M. Gasol),84,89
278,3,3:19.0,,J. Green makes 2-pt jump shot from 11 ft (assist by G. Temple),84,91
279,3,2:53.0,S. Ibaka makes 2-pt jump shot from 17 ft (assist by K. Lowry),,86,91
280,3,2:38.0,,Shooting foul by P. Siakam (drawn by J. Green),86,91
281,3,2:38.0,,J. Green makes free throw 1 of 2,86,92
282,3,2:38.0,O. Anunoby enters the game for K. Leonard,,86,92
283,3,2:38.0,F. VanVleet enters the game for P. Siakam,,86,92
284,3,2:38.0,,W. Selden enters the game for G. Temple,86,92
285,3,2:38.0,,J. Green makes free throw 2 of 2,86,93
286,3,2:24.0,K. Lowry makes 3-pt jump shot from 30 ft,,89,93
287,3,2:02.0,,W. Selden misses 3-pt jump shot from 26 ft,89,93
288,3,1:59.0,Defensive rebound by F. VanVleet,,89,93
289,3,1:55.0,F. VanVleet makes 2-pt layup from 2 ft,,91,93
290,3,1:40.0,,Personal foul by S. Ibaka (drawn by M. Gasol),91,93
291,3,1:40.0,,M. Gasol misses free throw 1 of 2,91,93
292,3,1:40.0,,Offensive rebound by Team,91,93
293,3,1:40.0,,M. Conley enters the game for K. Anderson,91,93
294,3,1:40.0,,M. Gasol makes free throw 2 of 2,91,94
295,3,1:25.0,K. Lowry makes 2-pt layup from 3 ft (assist by F. VanVleet),,93,94
296,3,1:13.0,,W. Selden misses 2-pt dunk from 2 ft,93,94
297,3,1:12.0,,Offensive rebound by M. Conley,93,94
298,3,1:12.0,,M. Conley makes 2-pt jump shot from 11 ft,93,96
299,3,1:12.0,,Shooting foul by F. VanVleet (drawn by M. Conley),93,96
300,3,1:12.0,,O. Casspi enters the game for S. Mack,93,96
301,3,1:12.0,,M. Conley makes free throw 1 of 1,93,97
302,3,0:59.0,D. Green misses 3-pt jump shot from 22 ft,,93,97
303,3,0:56.0,,Defensive rebound by O. Casspi,93,97
304,3,0:48.0,,Turnover by O. Casspi (traveling),93,97
305,3,0:27.0,O. Anunoby misses 2-pt layup from 3 ft (block by M. Gasol),,93,97
306,3,0:24.0,,Defensive rebound by M. Gasol,93,97
307,3,0:04.0,,M. Conley misses 3-pt jump shot from 26 ft,93,97
308,3,0:02.0,,Offensive rebound by Team,93,97
309,3,0:02.0,,Turnover by Team (shot clock),93,97
310,3,0:02.0,J. Valančiūnas enters the game for S. Ibaka,,93,97
311,3,0:00.0,Toronto full timeout,,93,97
312,4,11:40.0,Turnover by J. Valančiūnas (out of bounds lost ball),,93,97
313,4,11:21.0,,Turnover by M. Conley (bad pass; steal by F. VanVleet),93,97
314,4,11:13.0,K. Leonard misses 2-pt layup from 2 ft (block by J. Jackson),,93,97
315,4,11:12.0,,Defensive rebound by Team,93,97
316,4,10:52.0,,Offensive foul by J. Jackson (drawn by D. Wright),93,97
317,4,10:52.0,,Turnover by J. Jackson (offensive foul),93,97
318,4,10:35.0,O. Anunoby makes 2-pt layup from 2 ft,,95,97
319,4,10:35.0,Shooting foul by J. Jackson (drawn by O. Anunoby),,95,97
320,4,10:35.0,O. Anunoby misses free throw 1 of 1,,95,97
321,4,10:31.0,,Defensive rebound by J. Jackson,95,97
322,4,10:24.0,,J. Green misses 3-pt jump shot from 25 ft,95,97
323,4,10:20.0,Defensive rebound by K. Leonard,,95,97
324,4,10:08.0,O. Anunoby misses 3-pt jump shot from 23 ft,,95,97
325,4,10:07.0,,Defensive rebound by O. Casspi,95,97
326,4,9:58.0,,W. Selden makes 3-pt jump shot from 23 ft (assist by O. Casspi),95,100
327,4,9:41.0,Turnover by D. Wright (palming),,95,100
328,4,9:27.0,,M. Conley makes 2-pt jump shot from 17 ft,95,102
329,4,9:16.0,Shooting foul by M. Conley (drawn by F. VanVleet),,95,102
330,4,9:16.0,F. VanVleet misses free throw 1 of 2,,95,102
331,4,9:16.0,Offensive rebound by Team,,95,102
332,4,9:16.0,,M. Gasol enters the game for M. Conley,95,102
333,4,9:16.0,,S. Mack enters the game for J. Green,95,102
334,4,9:16.0,F. VanVleet makes free throw 2 of 2,,96,102
335,4,8:58.0,,M. Gasol makes 3-pt jump shot from 25 ft (assist by S. Mack),96,105
336,4,8:40.0,O. Anunoby makes 3-pt jump shot from 23 ft (assist by D. Wright),,99,105
337,4,8:16.0,,W. Selden misses 3-pt jump shot from 24 ft,99,105
338,4,8:13.0,Defensive rebound by K. Leonard,,99,105
339,4,7:55.0,D. Wright makes 3-pt jump shot from 24 ft (assist by F. VanVleet),,102,105
340,4,7:32.0,,S. Mack misses 3-pt jump shot from 26 ft,102,105
341,4,7:28.0,Defensive rebound by J. Valančiūnas,,102,105
342,4,7:16.0,K. Leonard misses 3-pt jump shot from 22 ft,,102,105
343,4,7:13.0,,Defensive rebound by S. Mack,102,105
344,4,6:58.0,,W. Selden misses 2-pt jump shot from 21 ft,102,105
345,4,6:54.0,Defensive rebound by K. Leonard,,102,105
346,4,6:48.0,F. VanVleet makes 3-pt jump shot from 24 ft (assist by K. Leonard),,105,105
347,4,6:47.0,,Memphis full timeout,105,105
348,4,6:47.0,K. Lowry enters the game for K. Leonard,,105,105
349,4,6:47.0,,K. Anderson enters the game for O. Casspi,105,105
350,4,6:47.0,,M. Conley enters the game for J. Jackson,105,105
351,4,6:47.0,,G. Temple enters the game for W. Selden,105,105
352,4,6:26.0,,M. Conley misses 3-pt jump shot from 25 ft,105,105
353,4,6:22.0,Defensive rebound by K. Lowry,,105,105
354,4,6:13.0,K. Lowry makes 2-pt jump shot from 8 ft,,107,105
355,4,5:56.0,,Offensive foul by G. Temple (drawn by O. Anunoby),107,105
356,4,5:56.0,,Turnover by G. Temple (offensive foul),107,105
357,4,5:45.0,Turnover by K. Lowry (bad pass; steal by M. Conley),,107,105
358,4,5:32.0,,K. Anderson makes 2-pt layup from 3 ft (assist by M. Conley),107,107
359,4,5:10.0,D. Wright misses 2-pt layup from 1 ft (block by M. Gasol),,107,107
360,4,5:05.0,,Defensive rebound by K. Anderson,107,107
361,4,5:02.0,,G. Temple misses 3-pt jump shot from 23 ft,107,107
362,4,5:01.0,Defensive rebound by O. Anunoby,,107,107
363,4,5:01.0,Toronto full timeout,,107,107
364,4,5:01.0,S. Ibaka enters the game for O. Anunoby,,107,107
365,4,5:01.0,K. Leonard enters the game for J. Valančiūnas,,107,107
366,4,5:01.0,P. Siakam enters the game for D. Wright,,107,107
367,4,4:49.0,S. Ibaka misses 3-pt jump shot from 23 ft,,107,107
368,4,4:45.0,Offensive rebound by Team,,107,107
369,4,4:45.0,,J. Green enters the game for S. Mack,107,107
370,4,4:35.0,K. Lowry makes 3-pt jump shot from 23 ft (assist by K. Leonard),,110,107
371,4,4:09.0,,M. Conley misses 2-pt jump shot from 7 ft,110,107
372,4,4:06.0,Defensive rebound by K. Leonard,,110,107
373,4,4:02.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Leonard),,113,107
374,4,3:38.0,,K. Anderson makes 2-pt layup from 3 ft (assist by M. Gasol),113,109
375,4,3:27.0,Toronto full timeout,,113,109
376,4,3:14.0,K. Lowry misses 3-pt jump shot from 25 ft,,113,109
377,4,3:10.0,,Defensive rebound by M. Gasol,113,109
378,4,2:51.0,,Shooting foul by F. VanVleet (drawn by M. Conley),113,109
379,4,2:51.0,,M. Conley misses free throw 1 of 2,113,109
380,4,2:51.0,,Offensive rebound by Team,113,109
381,4,2:51.0,,M. Conley misses free throw 2 of 2,113,109
382,4,2:49.0,Defensive rebound by P. Siakam,,113,109
