,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
381,4,9:02.0,,Shooting foul by G. Monroe (drawn by R. Gobert),105,82
382,4,9:02.0,,R. Gobert makes free throw 1 of 1,105,83
383,4,8:41.0,F. VanVleet misses 2-pt jump shot from 15 ft,,105,83
384,4,8:39.0,,Defensive rebound by R. Gobert,105,83
385,4,8:28.0,,G. Niang makes 2-pt layup from 2 ft (assist by R. Rubio),105,85
386,4,8:15.0,C. Miles misses 3-pt jump shot from 25 ft,,105,85
387,4,8:13.0,,Defensive rebound by G. Niang,105,85
388,4,7:52.0,,J. Ingles misses 2-pt layup from 4 ft,105,85
389,4,7:51.0,,Offensive rebound by J. Ingles,105,85
390,4,7:49.0,,R. Rubio misses 3-pt jump shot from 25 ft,105,85
391,4,7:47.0,Defensive rebound by D. Wright,,105,85
392,4,7:39.0,D. Wright misses 3-pt jump shot from 25 ft,,105,85
393,4,7:36.0,Offensive rebound by C. Miles,,105,85
394,4,7:34.0,C. Miles makes 2-pt jump shot from 20 ft,,107,85
395,4,7:22.0,,Personal foul by C. Miles (drawn by J. Ingles),107,85
396,4,7:22.0,,J. Ingles misses free throw 1 of 2,107,85
397,4,7:22.0,,Offensive rebound by Team,107,85
398,4,7:22.0,,A. Burks enters the game for G. Allen,107,85
399,4,7:22.0,,D. Exum enters the game for R. Rubio,107,85
400,4,7:22.0,,J. Ingles makes free throw 2 of 2,107,86
401,4,7:09.0,F. VanVleet misses 2-pt layup from 2 ft,,107,86
402,4,7:06.0,Offensive rebound by G. Monroe,,107,86
403,4,7:04.0,G. Monroe makes 2-pt hook shot from 6 ft,,109,86
404,4,6:55.0,,J. Ingles misses 3-pt jump shot from 25 ft,109,86
405,4,6:52.0,Defensive rebound by C. Miles,,109,86
406,4,6:38.0,O. Anunoby misses 3-pt jump shot from 23 ft,,109,86
407,4,6:34.0,,Defensive rebound by G. Niang,109,86
408,4,6:22.0,,D. Exum makes 3-pt jump shot from 25 ft (assist by G. Niang),109,89
409,4,6:17.0,Personal take foul by D. Exum (drawn by D. Wright),,109,89
410,4,6:17.0,,Utah full timeout,109,89
411,4,6:17.0,,T. Sefolosha enters the game for R. Gobert,109,89
412,4,6:17.0,,E. Udoh enters the game for J. Ingles,109,89
413,4,5:54.0,O. Anunoby makes 2-pt layup from 3 ft,,111,89
414,4,5:33.0,,A. Burks makes 2-pt layup from 2 ft,111,91
415,4,5:14.0,O. Anunoby makes 3-pt jump shot from 25 ft,,114,91
416,4,5:03.0,,A. Burks makes 3-pt jump shot from 26 ft (assist by D. Exum),114,94
417,4,4:48.0,F. VanVleet makes 2-pt layup from 3 ft,,116,94
418,4,4:48.0,Shooting foul by D. Exum (drawn by F. VanVleet),,116,94
419,4,4:48.0,F. VanVleet makes free throw 1 of 1,,117,94
420,4,4:31.0,,G. Niang misses 3-pt jump shot from 25 ft,117,94
421,4,4:27.0,Defensive rebound by O. Anunoby,,117,94
422,4,4:19.0,O. Anunoby misses 2-pt layup from 3 ft,,117,94
423,4,4:14.0,Offensive rebound by C. Miles,,117,94
424,4,4:13.0,Turnover by C. Miles (bad pass; steal by T. Sefolosha),,117,94
425,4,4:13.0,,Personal foul by C. Miles (drawn by T. Sefolosha),117,94
426,4,4:13.0,,T. Sefolosha misses free throw 1 of 2,117,94
427,4,4:13.0,,Offensive rebound by Team,117,94
428,4,4:13.0,L. Brown enters the game for O. Anunoby,,117,94
429,4,4:13.0,M. Richardson enters the game for F. VanVleet,,117,94
430,4,4:13.0,,G. Allen enters the game for D. Exum,117,94
431,4,4:13.0,,T. Sefolosha makes free throw 2 of 2,117,95
432,4,3:55.0,D. Wright makes 3-pt jump shot from 25 ft,,120,95
433,4,3:40.0,,Shooting foul by L. Brown (drawn by G. Allen),120,95
434,4,3:40.0,,G. Allen misses free throw 1 of 2,120,95
435,4,3:40.0,,Offensive rebound by Team,120,95
436,4,3:40.0,,N. Mitrou-Long enters the game for G. Niang,120,95
437,4,3:40.0,,G. Allen makes free throw 2 of 2,120,96
438,4,3:22.0,Turnover by G. Monroe (bad pass; steal by E. Udoh),,120,96
439,4,3:17.0,,G. Allen makes 2-pt dunk from 2 ft,120,98
440,4,3:01.0,D. Wright makes 2-pt layup from 2 ft,,122,98
441,4,2:46.0,,A. Burks makes 3-pt jump shot from 26 ft (assist by T. Sefolosha),122,101
442,4,2:21.0,D. Wright misses 2-pt layup from 3 ft,,122,101
443,4,2:19.0,,Defensive rebound by T. Sefolosha,122,101
444,4,2:08.0,,N. Mitrou-Long misses 3-pt jump shot from 28 ft,122,101
445,4,2:05.0,,Offensive rebound by T. Sefolosha,122,101
446,4,2:03.0,,G. Allen makes 3-pt jump shot from 25 ft (assist by T. Sefolosha),122,104
447,4,1:45.0,C. Miles misses 3-pt jump shot from 28 ft,,122,104
448,4,1:41.0,,Defensive rebound by E. Udoh,122,104
449,4,1:38.0,,Shooting foul by L. Brown (drawn by A. Burks),122,104
450,4,1:38.0,Toronto full timeout,,122,104
451,4,1:38.0,,A. Burks makes free throw 1 of 2,122,105
452,4,1:38.0,,A. Burks makes free throw 2 of 2,122,106
453,4,1:35.0,Personal take foul by N. Mitrou-Long (drawn by C. Miles),,122,106
454,4,1:35.0,,D. Exum enters the game for A. Burks,122,106
455,4,1:22.0,,Violation by Team (kicked ball),122,106
456,4,1:11.0,G. Monroe makes 2-pt hook shot from 8 ft,,124,106
457,4,1:06.0,,G. Allen misses 3-pt jump shot from 27 ft,124,106
458,4,1:02.0,Defensive rebound by L. Brown,,124,106
459,4,0:54.0,G. Monroe misses 3-pt jump shot from 25 ft,,124,106
460,4,0:52.0,,Defensive rebound by D. Exum,124,106
461,4,0:41.0,,E. Udoh makes 2-pt jump shot from 4 ft,124,108
462,4,0:35.0,M. Richardson misses 3-pt jump shot from 23 ft,,124,108
463,4,0:35.0,,Defensive rebound by T. Sefolosha,124,108
464,4,0:25.0,,G. Allen makes 3-pt jump shot from 23 ft (assist by D. Exum),124,111
465,4,0:01.0,Turnover by Team (shot clock),,124,111
