,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,OKLAHOMA CITY_ACTION,BROOKLYN_SCORE,OKLAHOMA CITY_SCORE
387,4,7:16.0,,N. Noel makes 2-pt hook shot from 2 ft (assist by R. Westbrook),87,90
388,4,7:01.0,D. Russell misses 2-pt layup from 2 ft,,87,90
389,4,6:59.0,,Defensive rebound by A. Nader,87,90
390,4,6:48.0,,D. Burton misses 2-pt jump shot from 12 ft,87,90
391,4,6:45.0,,Offensive rebound by N. Noel,87,90
392,4,6:44.0,,Oklahoma City full timeout,87,90
393,4,6:44.0,J. Allen enters the game for A. Crabbe,,87,90
394,4,6:44.0,J. Harris enters the game for E. Davis,,87,90
395,4,6:44.0,R. Kurucs enters the game for J. Dudley,,87,90
396,4,6:44.0,,S. Adams enters the game for D. Burton,87,90
397,4,6:44.0,,P. George enters the game for A. Nader,87,90
398,4,6:44.0,,J. Grant enters the game for N. Noel,87,90
399,4,6:37.0,,S. Adams makes 2-pt dunk at rim (assist by R. Westbrook),87,92
400,4,6:17.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,,87,92
401,4,6:15.0,,Defensive rebound by J. Grant,87,92
402,4,6:10.0,,S. Adams makes 2-pt layup at rim (assist by R. Westbrook),87,94
403,4,6:00.0,Personal foul by T. Ferguson (drawn by D. Russell),,87,94
404,4,5:49.0,S. Dinwiddie misses 2-pt layup from 8 ft,,87,94
405,4,5:46.0,Offensive rebound by J. Allen,,87,94
406,4,5:45.0,J. Allen misses 2-pt layup from 2 ft (block by S. Adams),,87,94
407,4,5:45.0,,Defensive rebound by R. Westbrook,87,94
408,4,5:41.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by R. Westbrook),87,97
409,4,5:22.0,D. Russell misses 3-pt jump shot from 26 ft,,87,97
410,4,5:20.0,,Defensive rebound by Team,87,97
411,4,5:09.0,,J. Grant misses 3-pt jump shot from 23 ft,87,97
412,4,5:06.0,,Offensive rebound by R. Westbrook,87,97
413,4,5:03.0,,S. Adams misses 2-pt layup from 1 ft (block by J. Harris),87,97
414,4,5:02.0,,Offensive rebound by S. Adams,87,97
415,4,4:53.0,,R. Westbrook makes 3-pt jump shot from 26 ft,87,100
416,4,4:51.0,Brooklyn full timeout,,87,100
417,4,4:51.0,A. Crabbe enters the game for S. Dinwiddie,,87,100
418,4,4:38.0,A. Crabbe misses 3-pt jump shot from 23 ft,,87,100
419,4,4:34.0,,Defensive rebound by J. Grant,87,100
420,4,4:26.0,,P. George misses 2-pt jump shot from 9 ft,87,100
421,4,4:21.0,,Offensive rebound by S. Adams,87,100
422,4,4:21.0,,S. Adams makes 2-pt layup at rim,87,102
423,4,4:11.0,Personal foul by J. Grant (drawn by J. Allen),,87,102
424,4,4:00.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by D. Russell),,90,102
425,4,3:44.0,,R. Westbrook makes 2-pt layup from 2 ft,90,104
426,4,3:32.0,Personal foul by P. George (drawn by A. Crabbe),,90,104
427,4,3:18.0,R. Kurucs misses 2-pt layup from 3 ft (block by J. Grant),,90,104
428,4,3:18.0,Offensive rebound by Team,,90,104
429,4,3:18.0,Turnover by Team (shot clock),,90,104
430,4,3:03.0,,R. Westbrook makes 2-pt jump shot from 16 ft,90,106
431,4,2:46.0,D. Russell misses 2-pt jump shot from 14 ft,,90,106
432,4,2:45.0,,Defensive rebound by Team,90,106
433,4,2:31.0,,R. Westbrook misses 3-pt jump shot from 26 ft,90,106
434,4,2:29.0,Defensive rebound by J. Allen,,90,106
435,4,2:21.0,J. Harris makes 3-pt jump shot from 26 ft (assist by D. Russell),,93,106
436,4,2:01.0,,J. Grant misses 2-pt layup from 3 ft,93,106
437,4,1:57.0,Defensive rebound by J. Harris,,93,106
438,4,1:54.0,J. Harris makes 3-pt jump shot from 27 ft (assist by D. Russell),,96,106
439,4,1:36.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),96,108
440,4,1:24.0,D. Russell misses 2-pt jump shot from 20 ft,,96,108
441,4,1:22.0,,Defensive rebound by P. George,96,108
442,4,1:09.0,,T. Ferguson misses 3-pt jump shot from 22 ft,96,108
443,4,1:07.0,Defensive rebound by R. Kurucs,,96,108
444,4,1:04.0,Shooting foul by R. Westbrook (drawn by R. Kurucs),,96,108
445,4,1:04.0,R. Kurucs misses free throw 1 of 2,,96,108
446,4,1:04.0,Offensive rebound by Team,,96,108
447,4,1:04.0,R. Kurucs misses free throw 2 of 2,,96,108
448,4,1:02.0,,Defensive rebound by R. Westbrook,96,108
449,4,0:49.0,,J. Grant misses 3-pt jump shot from 23 ft,96,108
450,4,0:47.0,Defensive rebound by Team,,96,108
451,4,0:47.0,T. Pinson enters the game for A. Crabbe,,96,108
452,4,0:31.0,D. Russell misses 3-pt jump shot from 26 ft,,96,108
453,4,0:28.0,,Defensive rebound by P. George,96,108
454,4,0:04.0,,Turnover by Team (shot clock),96,108
