,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,ATLANTA_ACTION,NEW ORLEANS_SCORE,ATLANTA_SCORE
56,1,5:34.0,,Offensive rebound by Team,19,10
57,1,5:34.0,I. Clark enters the game for E. Payton,,19,10
58,1,5:34.0,,J. Collins makes free throw 2 of 2,19,11
59,1,5:24.0,A. Davis misses 3-pt jump shot from 25 ft,,19,11
60,1,5:21.0,,Defensive rebound by K. Bazemore,19,11
61,1,5:13.0,,J. Collins misses 2-pt jump shot from 7 ft,19,11
62,1,5:10.0,Defensive rebound by A. Davis,,19,11
63,1,5:07.0,Turnover by A. Davis (lost ball; steal by D. Dedmon),,19,11
64,1,4:59.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Prince),19,13
65,1,4:36.0,Turnover by A. Davis (lost ball; steal by D. Dedmon),,19,13
66,1,4:35.0,D. Miller enters the game for K. Williams,,19,13
67,1,4:35.0,,D. Bembry enters the game for T. Prince,19,13
68,1,4:19.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by K. Bazemore),19,16
69,1,4:05.0,I. Clark makes 3-pt jump shot from 23 ft (assist by D. Miller),,22,16
70,1,3:54.0,,K. Bazemore makes 3-pt jump shot from 26 ft (assist by J. Adams),22,19
71,1,3:37.0,F. Jackson makes 3-pt jump shot from 25 ft (assist by I. Clark),,25,19
72,1,3:22.0,,J. Collins misses 2-pt layup from 6 ft,25,19
73,1,3:19.0,Defensive rebound by A. Davis,,25,19
74,1,3:12.0,C. Diallo misses 2-pt jump shot from 13 ft,,25,19
75,1,3:09.0,,Defensive rebound by J. Collins,25,19
76,1,3:00.0,,K. Bazemore misses 2-pt layup from 8 ft (block by A. Davis),25,19
77,1,3:00.0,,Offensive rebound by Team,25,19
78,1,3:00.0,J. Randle enters the game for A. Davis,,25,19
79,1,3:00.0,,T. Young enters the game for J. Adams,25,19
80,1,2:51.0,,D. Dedmon makes 3-pt jump shot from 23 ft (assist by T. Young),25,22
81,1,2:40.0,I. Clark makes 3-pt jump shot from 23 ft (assist by F. Jackson),,28,22
82,1,2:28.0,,Personal foul by I. Clark (drawn by J. Collins),28,22
83,1,2:28.0,New Orleans full timeout,,28,22
84,1,2:28.0,S. Hill enters the game for F. Jackson,,28,22
85,1,2:28.0,,V. Carter enters the game for J. Collins,28,22
86,1,2:28.0,,A. Len enters the game for D. Dedmon,28,22
87,1,2:23.0,,T. Young misses 2-pt jump shot from 13 ft,28,22
88,1,2:17.0,,Offensive rebound by A. Len,28,22
89,1,2:17.0,,A. Len misses 2-pt layup from 1 ft,28,22
90,1,2:16.0,Defensive rebound by C. Diallo,,28,22
91,1,2:09.0,J. Randle misses 2-pt jump shot from 11 ft,,28,22
92,1,2:06.0,,Defensive rebound by K. Bazemore,28,22
93,1,2:00.0,,D. Bembry makes 2-pt layup from 3 ft,28,24
94,1,1:38.0,D. Miller makes 3-pt jump shot from 25 ft (assist by J. Randle),,31,24
95,1,1:23.0,,A. Len makes 2-pt hook shot from 8 ft (assist by K. Bazemore),31,26
96,1,1:02.0,C. Diallo makes 2-pt jump shot from 10 ft (assist by D. Miller),,33,26
97,1,0:42.0,,D. Bembry misses 2-pt layup from 1 ft,33,26
98,1,0:39.0,Defensive rebound by C. Diallo,,33,26
99,1,0:20.0,C. Diallo misses 2-pt layup from 2 ft,,33,26
100,1,0:17.0,,Defensive rebound by D. Bembry,33,26
101,1,0:00.0,,Turnover by D. Bembry (lost ball; steal by S. Hill),33,26
102,1,0:00.0,S. Hill misses 3-pt jump shot from 53 ft,,33,26
103,1,0:00.0,Offensive rebound by Team,,33,26
104,2,11:41.0,,Shooting foul by J. Randle (drawn by T. Young),33,26
105,2,11:41.0,,T. Young makes free throw 1 of 2,33,27
106,2,11:41.0,,T. Young makes free throw 2 of 2,33,28
107,2,11:21.0,D. Miller misses 3-pt jump shot from 23 ft,,33,28
108,2,11:18.0,,Defensive rebound by D. Bembry,33,28
109,2,11:14.0,,T. Young misses 3-pt jump shot from 33 ft,33,28
110,2,11:11.0,Defensive rebound by S. Hill,,33,28
111,2,11:04.0,J. Randle makes 2-pt layup from 1 ft,,35,28
112,2,11:04.0,Shooting foul by T. Young (drawn by J. Randle),,35,28
113,2,11:04.0,J. Randle makes free throw 1 of 1,,36,28
114,2,10:53.0,,T. Prince makes 3-pt jump shot from 24 ft (assist by T. Young),36,31
115,2,10:53.0,,Away from play foul by S. Hill (drawn by V. Carter),36,31
116,2,10:53.0,,V. Carter makes free throw 1 of 1,36,32
117,2,10:43.0,D. Miller makes 3-pt jump shot from 25 ft (assist by I. Clark),,39,32
118,2,10:43.0,Shooting foul by V. Carter (drawn by D. Miller),,39,32
119,2,10:43.0,K. Williams enters the game for J. Randle,,39,32
120,2,10:43.0,D. Miller makes free throw 1 of 1,,40,32
121,2,10:31.0,,Turnover by T. Young (bad pass; steal by S. Hill),40,32
122,2,10:27.0,J. Okafor misses 2-pt layup from 2 ft (block by A. Len),,40,32
123,2,10:26.0,,Defensive rebound by A. Len,40,32
124,2,10:26.0,,Personal take foul by D. Miller (drawn by T. Young),40,32
125,2,10:19.0,,A. Len misses 3-pt jump shot from 26 ft,40,32
126,2,10:15.0,Defensive rebound by S. Hill,,40,32
127,2,10:09.0,D. Miller misses 3-pt jump shot from 23 ft,,40,32
128,2,10:06.0,,Defensive rebound by T. Prince,40,32
129,2,10:00.0,,T. Young misses 2-pt jump shot from 14 ft,40,32
130,2,9:57.0,Defensive rebound by K. Williams,,40,32
131,2,9:55.0,K. Williams misses 2-pt jump shot from 10 ft,,40,32
132,2,9:48.0,,Defensive rebound by T. Prince,40,32
133,2,9:47.0,,Turnover by T. Prince (bad pass; steal by K. Williams),40,32
134,2,9:45.0,K. Williams makes 2-pt layup from 2 ft,,42,32
135,2,9:41.0,,Atlanta full timeout,42,32
136,2,9:41.0,,J. Adams enters the game for D. Bembry,42,32
137,2,9:41.0,,J. Collins enters the game for V. Carter,42,32
138,2,9:41.0,,D. Dedmon enters the game for A. Len,42,32
139,2,9:41.0,,K. Huerter enters the game for T. Young,42,32
140,2,9:34.0,,K. Huerter misses 3-pt jump shot from 26 ft,42,32
141,2,9:31.0,,Offensive rebound by J. Collins,42,32
142,2,9:25.0,,J. Collins makes 2-pt layup from 1 ft (assist by T. Prince),42,34
143,2,9:13.0,K. Williams makes 2-pt layup from 2 ft (assist by S. Hill),,44,34
144,2,8:46.0,,J. Collins misses 2-pt jump shot from 19 ft,44,34
145,2,8:44.0,Defensive rebound by K. Williams,,44,34
146,2,8:33.0,I. Clark makes 2-pt jump shot from 10 ft,,46,34
147,2,8:16.0,,J. Collins misses 2-pt layup from 5 ft,46,34
148,2,8:11.0,,Offensive rebound by J. Collins,46,34
149,2,8:11.0,,J. Collins makes 2-pt layup from 1 ft,46,36
150,2,8:06.0,Turnover by I. Clark (bad pass; steal by K. Huerter),,46,36
151,2,8:00.0,,D. Dedmon misses 3-pt jump shot from 25 ft,46,36
152,2,7:57.0,Defensive rebound by J. Okafor,,46,36
153,2,7:40.0,J. Okafor misses 2-pt jump shot from 12 ft,,46,36
154,2,7:35.0,,Defensive rebound by D. Dedmon,46,36
155,2,7:28.0,,T. Prince makes 2-pt layup from 3 ft,46,38
156,2,7:28.0,,Shooting foul by D. Miller (drawn by T. Prince),46,38
157,2,7:28.0,D. Bertāns enters the game for I. Clark,,46,38
158,2,7:28.0,A. Davis enters the game for D. Miller,,46,38
159,2,7:28.0,E. Payton enters the game for J. Okafor,,46,38
160,2,7:28.0,,T. Prince misses free throw 1 of 1,46,38
161,2,7:24.0,Defensive rebound by E. Payton,,46,38
162,2,7:09.0,Turnover by A. Davis (bad pass),,46,38
163,2,6:57.0,Violation by Team (kicked ball),,46,38
164,2,6:55.0,,J. Collins makes 3-pt jump shot from 25 ft (assist by D. Dedmon),46,41
165,2,6:41.0,S. Hill misses 2-pt layup from 3 ft,,46,41
166,2,6:37.0,,Defensive rebound by K. Huerter,46,41
167,2,6:31.0,Violation by Team (kicked ball),,46,41
168,2,6:22.0,,D. Dedmon makes 2-pt hook shot from 12 ft (assist by T. Prince),46,43
169,2,6:13.0,Turnover by A. Davis (traveling),,46,43
170,2,6:13.0,J. Randle enters the game for S. Hill,,46,43
171,2,6:02.0,,K. Huerter makes 3-pt jump shot from 26 ft,46,46
172,2,5:49.0,E. Payton misses 3-pt jump shot from 26 ft,,46,46
173,2,5:44.0,,Defensive rebound by J. Adams,46,46
174,2,5:40.0,,Turnover by T. Prince (lost ball; steal by A. Davis),46,46
175,2,5:37.0,Shooting foul by D. Dedmon (drawn by K. Williams),,46,46
176,2,5:37.0,K. Williams makes free throw 1 of 2,,47,46
177,2,5:37.0,K. Williams makes free throw 2 of 2,,48,46
178,2,5:25.0,,K. Huerter makes 2-pt layup from 1 ft,48,48
179,2,5:25.0,,Shooting foul by D. Bertāns (drawn by K. Huerter),48,48
180,2,5:25.0,,K. Huerter makes free throw 1 of 1,48,49
181,2,5:19.0,E. Payton misses 2-pt jump shot from 6 ft,,48,49
182,2,5:16.0,,Defensive rebound by D. Dedmon,48,49
183,2,5:00.0,,J. Collins misses 2-pt layup from 9 ft,48,49
184,2,4:56.0,Defensive rebound by E. Payton,,48,49
185,2,4:54.0,,Violation by Team (kicked ball),48,49
186,2,4:54.0,F. Jackson enters the game for E. Payton,,48,49
187,2,4:54.0,D. Miller enters the game for K. Williams,,48,49
188,2,4:54.0,,A. Len enters the game for D. Dedmon,48,49
189,2,4:38.0,J. Randle misses 2-pt layup from 2 ft,,48,49
190,2,4:35.0,,Defensive rebound by J. Collins,48,49
191,2,4:32.0,,Turnover by J. Collins (out of bounds lost ball),48,49
192,2,4:18.0,D. Miller misses 3-pt jump shot from 23 ft,,48,49
193,2,4:09.0,,Defensive rebound by J. Adams,48,49
194,2,4:00.0,,A. Len makes 3-pt jump shot from 26 ft (assist by J. Adams),48,52
195,2,3:52.0,A. Davis makes 3-pt jump shot from 25 ft (assist by F. Jackson),,51,52
196,2,3:34.0,,K. Huerter makes 2-pt layup from 1 ft (assist by T. Prince),51,54
197,2,3:23.0,A. Davis makes 3-pt jump shot from 25 ft (assist by D. Miller),,54,54
198,2,3:05.0,,T. Prince misses 3-pt jump shot from 25 ft,54,54
199,2,3:03.0,Defensive rebound by A. Davis,,54,54
200,2,2:57.0,F. Jackson makes 3-pt jump shot from 26 ft (assist by D. Bertāns),,57,54
201,2,2:55.0,,Atlanta full timeout,57,54
202,2,2:55.0,,K. Bazemore enters the game for J. Adams,57,54
203,2,2:55.0,,V. Carter enters the game for J. Collins,57,54
204,2,2:55.0,,T. Young enters the game for T. Prince,57,54
205,2,2:44.0,,K. Huerter makes 2-pt jump shot from 12 ft,57,56
206,2,2:24.0,J. Randle misses 3-pt jump shot from 23 ft,,57,56
207,2,2:21.0,,Defensive rebound by K. Huerter,57,56
208,2,2:15.0,,K. Bazemore misses 2-pt layup from 10 ft (block by A. Davis),57,56
209,2,2:14.0,,Offensive rebound by Team,57,56
210,2,2:04.0,,T. Young misses 2-pt jump shot from 23 ft,57,56
211,2,2:01.0,Defensive rebound by A. Davis,,57,56
212,2,1:55.0,F. Jackson misses 3-pt jump shot from 25 ft,,57,56
213,2,1:49.0,Offensive rebound by A. Davis,,57,56
214,2,1:49.0,A. Davis makes 2-pt dunk at rim,,59,56
215,2,1:44.0,,V. Carter misses 3-pt jump shot from 26 ft,59,56
216,2,1:40.0,Defensive rebound by F. Jackson,,59,56
217,2,1:31.0,D. Bertāns misses 2-pt jump shot from 21 ft,,59,56
218,2,1:28.0,,Defensive rebound by K. Bazemore,59,56
219,2,1:18.0,,K. Huerter makes 2-pt layup from 4 ft (assist by T. Young),59,58
220,2,1:02.0,J. Randle makes 2-pt jump shot from 6 ft,,61,58
221,2,1:02.0,Shooting foul by V. Carter (drawn by J. Randle),,61,58
222,2,1:02.0,C. Diallo enters the game for D. Bertāns,,61,58
223,2,1:02.0,E. Payton enters the game for A. Davis,,61,58
224,2,1:02.0,J. Randle makes free throw 1 of 1,,62,58
225,2,0:50.0,,K. Huerter makes 2-pt jump shot from 8 ft,62,60
226,2,0:38.0,Turnover by E. Payton (lost ball; steal by K. Bazemore),,62,60
227,2,0:32.0,,K. Bazemore makes 2-pt jump shot from 17 ft,62,62
228,2,0:23.0,F. Jackson makes 2-pt jump shot from 14 ft,,64,62
229,2,0:06.0,,K. Huerter makes 3-pt jump shot from 25 ft,64,65
230,2,0:00.0,F. Jackson makes 2-pt layup from 1 ft,,66,65
231,3,11:52.0,,A. Len misses 3-pt jump shot from 25 ft,66,65
232,3,11:47.0,Defensive rebound by E. Payton,,66,65
233,3,11:31.0,F. Jackson makes 2-pt layup from 3 ft (assist by A. Davis),,68,65
234,3,11:13.0,,Turnover by A. Len (3 sec),68,65
235,3,10:56.0,E. Payton makes 2-pt layup from 1 ft (assist by A. Davis),,70,65
236,3,10:46.0,,J. Collins misses 3-pt jump shot from 26 ft,70,65
237,3,10:43.0,Defensive rebound by F. Jackson,,70,65
238,3,10:37.0,J. Randle misses 2-pt layup from 4 ft,,70,65
239,3,10:34.0,,Defensive rebound by J. Collins,70,65
240,3,10:24.0,,T. Young misses 3-pt jump shot from 26 ft,70,65
241,3,10:21.0,Defensive rebound by J. Randle,,70,65
242,3,10:15.0,E. Payton misses 3-pt jump shot from 26 ft,,70,65
243,3,10:13.0,,Defensive rebound by Team,70,65
244,3,10:13.0,Loose ball foul by K. Williams (drawn by T. Prince),,70,65
245,3,10:00.0,,K. Huerter makes 2-pt layup from 1 ft,70,67
246,3,9:39.0,J. Randle misses 2-pt jump shot from 8 ft,,70,67
247,3,9:36.0,,Defensive rebound by J. Collins,70,67
248,3,9:24.0,,K. Huerter misses 3-pt jump shot from 25 ft,70,67
249,3,9:20.0,Defensive rebound by A. Davis,,70,67
250,3,9:13.0,K. Williams misses 3-pt jump shot from 27 ft,,70,67
251,3,9:09.0,,Defensive rebound by T. Young,70,67
252,3,9:02.0,,Shooting foul by J. Randle (drawn by J. Collins),70,67
253,3,9:02.0,,J. Collins makes free throw 1 of 2,70,68
254,3,9:02.0,,J. Collins makes free throw 2 of 2,70,69
255,3,8:43.0,E. Payton misses 2-pt jump shot from 6 ft,,70,69
256,3,8:39.0,,Defensive rebound by A. Len,70,69
257,3,8:35.0,,K. Huerter makes 3-pt jump shot from 27 ft (assist by T. Young),70,72
258,3,8:21.0,A. Davis misses 2-pt jump shot from 18 ft,,70,72
259,3,8:21.0,,Defensive rebound by K. Huerter,70,72
260,3,8:13.0,,T. Young misses 2-pt jump shot from 9 ft (block by K. Williams),70,72
261,3,8:13.0,Defensive rebound by Team,,70,72
262,3,7:59.0,F. Jackson makes 2-pt jump shot from 13 ft (assist by E. Payton),,72,72
263,3,7:32.0,,K. Huerter misses 2-pt layup from 2 ft (block by A. Davis),72,72
264,3,7:32.0,,Offensive rebound by J. Collins,72,72
265,3,7:32.0,,Turnover by Team (shot clock),72,72
266,3,7:21.0,Offensive foul by F. Jackson (drawn by T. Prince),,72,72
267,3,7:21.0,Turnover by F. Jackson (offensive foul),,72,72
268,3,7:06.0,,A. Len makes 3-pt jump shot from 23 ft (assist by K. Huerter),72,75
269,3,6:52.0,A. Davis makes 3-pt jump shot from 25 ft (assist by E. Payton),,75,75
270,3,6:31.0,,J. Collins makes 2-pt jump shot from 11 ft (assist by T. Young),75,77
271,3,6:21.0,J. Randle makes 2-pt layup from 4 ft,,77,77
272,3,6:21.0,Shooting foul by J. Collins (drawn by J. Randle),,77,77
273,3,6:21.0,,Atlanta full timeout,77,77
274,3,6:21.0,C. Diallo enters the game for A. Davis,,77,77
275,3,6:21.0,,J. Adams enters the game for K. Huerter,77,77
276,3,6:21.0,,K. Bazemore enters the game for A. Len,77,77
277,3,6:21.0,,D. Bembry enters the game for T. Prince,77,77
278,3,6:21.0,,D. Dedmon enters the game for T. Young,77,77
279,3,6:21.0,J. Randle makes free throw 1 of 1,,78,77
280,3,6:09.0,,K. Bazemore makes 2-pt layup from 2 ft (assist by J. Adams),78,79
281,3,5:59.0,C. Diallo misses 2-pt jump shot from 21 ft,,78,79
282,3,5:56.0,,Defensive rebound by D. Dedmon,78,79
283,3,5:44.0,Violation by Team (kicked ball),,78,79
284,3,5:44.0,,V. Carter enters the game for J. Collins,78,79
285,3,5:33.0,,Turnover by K. Bazemore (lost ball; steal by J. Randle),78,79
286,3,5:19.0,K. Williams misses 2-pt layup from 3 ft,,78,79
287,3,5:16.0,,Defensive rebound by J. Adams,78,79
288,3,5:14.0,,J. Adams misses 3-pt jump shot from 26 ft,78,79
289,3,5:09.0,Defensive rebound by F. Jackson,,78,79
290,3,5:06.0,K. Williams misses 3-pt jump shot from 26 ft,,78,79
291,3,5:02.0,Offensive rebound by Team,,78,79
292,3,4:48.0,C. Diallo makes 2-pt jump shot from 11 ft (assist by K. Williams),,80,79
293,3,4:24.0,,J. Adams misses 2-pt layup from 2 ft,80,79
294,3,4:22.0,,Offensive rebound by J. Adams,80,79
295,3,4:18.0,,J. Adams misses 3-pt jump shot from 25 ft,80,79
296,3,4:16.0,Defensive rebound by C. Diallo,,80,79
297,3,4:12.0,K. Williams misses 3-pt jump shot from 23 ft,,80,79
298,3,4:08.0,,Defensive rebound by D. Dedmon,80,79
299,3,4:03.0,,D. Bembry makes 3-pt jump shot from 22 ft (assist by V. Carter),80,82
300,3,3:46.0,J. Randle makes 3-pt jump shot from 25 ft (assist by E. Payton),,83,82
301,3,3:25.0,,J. Adams makes 3-pt jump shot from 25 ft (assist by K. Bazemore),83,85
302,3,3:12.0,F. Jackson misses 2-pt layup from 1 ft,,83,85
303,3,3:09.0,,Defensive rebound by D. Bembry,83,85
304,3,3:04.0,,Shooting foul by C. Diallo (drawn by D. Bembry),83,85
305,3,3:04.0,,D. Bembry makes free throw 1 of 2,83,86
306,3,3:04.0,I. Clark enters the game for E. Payton,,83,86
307,3,3:04.0,S. Hill enters the game for J. Randle,,83,86
308,3,3:04.0,D. Miller enters the game for K. Williams,,83,86
309,3,3:04.0,,D. Bembry misses free throw 2 of 2,83,86
310,3,3:02.0,,Offensive rebound by V. Carter,83,86
311,3,3:00.0,,K. Bazemore makes 3-pt jump shot from 27 ft (assist by V. Carter),83,89
312,3,2:57.0,New Orleans full timeout,,83,89
313,3,2:42.0,Offensive foul by C. Diallo (drawn by J. Adams),,83,89
314,3,2:42.0,Turnover by C. Diallo (offensive foul),,83,89
315,3,2:28.0,,K. Bazemore misses 2-pt layup from 2 ft (block by S. Hill),83,89
316,3,2:25.0,Defensive rebound by C. Diallo,,83,89
317,3,2:18.0,I. Clark misses 2-pt jump shot from 15 ft,,83,89
318,3,2:15.0,,Defensive rebound by D. Bembry,83,89
319,3,2:00.0,,D. Bembry makes 2-pt jump shot from 6 ft,83,91
320,3,1:52.0,F. Jackson misses 3-pt jump shot from 25 ft,,83,91
321,3,1:48.0,,Defensive rebound by D. Dedmon,83,91
322,3,1:40.0,,K. Bazemore misses 3-pt jump shot from 25 ft,83,91
323,3,1:37.0,Defensive rebound by F. Jackson,,83,91
324,3,1:23.0,C. Diallo misses 2-pt hook shot from 4 ft,,83,91
325,3,1:21.0,,Defensive rebound by D. Bembry,83,91
326,3,1:14.0,,D. Bembry makes 2-pt layup from 1 ft,83,93
327,3,1:14.0,,Shooting foul by S. Hill (drawn by D. Bembry),83,93
328,3,1:14.0,J. Okafor enters the game for C. Diallo,,83,93
329,3,1:14.0,,D. Bembry makes free throw 1 of 1,83,94
330,3,1:14.0,New Orleans full timeout,,83,94
331,3,1:14.0,,J. Collins enters the game for D. Dedmon,83,94
332,3,1:00.0,Personal foul by D. Bembry (drawn by F. Jackson),,83,94
333,3,0:49.0,F. Jackson misses 2-pt layup from 1 ft,,83,94
334,3,0:46.0,,Defensive rebound by K. Bazemore,83,94
335,3,0:40.0,,D. Bembry misses 3-pt jump shot from 24 ft,83,94
336,3,0:37.0,Defensive rebound by D. Miller,,83,94
337,3,0:24.0,S. Hill makes 3-pt jump shot from 26 ft (assist by D. Miller),,86,94
338,3,0:05.0,,K. Bazemore misses 3-pt jump shot from 26 ft,86,94
339,3,0:02.0,Defensive rebound by J. Okafor,,86,94
340,3,0:00.0,J. Okafor misses 3-pt jump shot from 38 ft,,86,94
341,3,0:00.0,Offensive rebound by Team,,86,94
342,4,11:46.0,J. Okafor makes 2-pt dunk at rim (assist by E. Payton),,88,94
343,4,11:30.0,,K. Huerter misses 2-pt layup from 1 ft,88,94
344,4,11:30.0,Defensive rebound by J. Okafor,,88,94
345,4,11:24.0,I. Clark misses 3-pt jump shot from 23 ft,,88,94
346,4,11:19.0,,Defensive rebound by A. Len,88,94
347,4,11:01.0,,Personal foul by D. Miller (drawn by T. Prince),88,94
348,4,10:55.0,,A. Len misses 2-pt dunk from 1 ft,88,94
349,4,10:51.0,Defensive rebound by E. Payton,,88,94
350,4,10:34.0,J. Okafor makes 2-pt jump shot from 13 ft,,90,94
351,4,10:21.0,,A. Len makes 2-pt dunk from 1 ft (assist by T. Young),90,96
352,4,10:00.0,J. Okafor misses 2-pt layup from 1 ft,,90,96
353,4,9:58.0,Offensive rebound by S. Hill,,90,96
354,4,9:57.0,S. Hill misses 2-pt layup from 1 ft (block by J. Collins),,90,96
355,4,9:57.0,,Defensive rebound by K. Huerter,90,96
356,4,9:48.0,,J. Collins makes 2-pt dunk from 1 ft (assist by K. Huerter),90,98
357,4,9:43.0,D. Miller misses 3-pt jump shot from 25 ft,,90,98
358,4,9:40.0,,Defensive rebound by A. Len,90,98
359,4,9:31.0,,A. Len makes 3-pt jump shot from 25 ft (assist by T. Young),90,101
360,4,9:30.0,New Orleans full timeout,,90,101
361,4,9:30.0,J. Randle enters the game for J. Okafor,,90,101
362,4,9:18.0,J. Randle makes 3-pt jump shot from 26 ft (assist by D. Miller),,93,101
363,4,9:00.0,Defensive rebound by J. Randle,,93,101
364,4,9:00.0,,A. Len misses 2-pt dunk from 1 ft,93,101
365,4,8:51.0,Personal foul by J. Collins (drawn by S. Hill),,93,101
366,4,8:39.0,J. Randle misses 2-pt layup from 5 ft,,93,101
367,4,8:37.0,,Defensive rebound by A. Len,93,101
368,4,8:32.0,,T. Young misses 2-pt layup from 1 ft,93,101
369,4,8:30.0,,Offensive rebound by T. Young,93,101
370,4,8:29.0,,T. Young makes 2-pt layup from 1 ft,93,103
371,4,8:22.0,E. Payton makes 2-pt jump shot from 8 ft,,95,103
372,4,8:05.0,,A. Len misses 2-pt layup from 20 ft (block by J. Randle),95,103
373,4,8:01.0,Defensive rebound by E. Payton,,95,103
374,4,8:01.0,I. Clark makes 2-pt layup from 1 ft (assist by E. Payton),,97,103
375,4,7:59.0,,Atlanta full timeout,97,103
376,4,7:59.0,K. Williams enters the game for S. Hill,,97,103
377,4,7:59.0,,D. Dedmon enters the game for J. Collins,97,103
378,4,7:47.0,,K. Huerter misses 2-pt jump shot from 8 ft,97,103
379,4,7:44.0,,Offensive rebound by A. Len,97,103
380,4,7:31.0,,A. Len makes 2-pt layup from 1 ft (assist by K. Huerter),97,105
381,4,7:18.0,D. Miller misses 3-pt jump shot from 25 ft,,97,105
382,4,7:15.0,,Defensive rebound by T. Young,97,105
383,4,7:08.0,,D. Dedmon makes 3-pt jump shot from 25 ft (assist by T. Young),97,108
384,4,6:49.0,J. Randle makes 3-pt jump shot from 25 ft (assist by D. Miller),,100,108
385,4,6:26.0,,T. Prince makes 2-pt jump shot from 10 ft,100,110
386,4,6:07.0,Personal foul by T. Young (drawn by E. Payton),,100,110
387,4,6:07.0,F. Jackson enters the game for I. Clark,,100,110
388,4,6:07.0,,K. Bazemore enters the game for K. Huerter,100,110
