,QUARTER,TIME_REMAINING,BOSTON_ACTION,HOUSTON_ACTION,BOSTON_SCORE,HOUSTON_SCORE
397,4,5:34.0,M. Morris misses 3-pt jump shot from 26 ft,,99,112
398,4,5:30.0,,Defensive rebound by P. Tucker,99,112
399,4,5:19.0,,J. Harden makes 2-pt layup from 2 ft,99,114
400,4,5:19.0,,Shooting foul by K. Irving (drawn by J. Harden),99,114
401,4,5:19.0,M. Smart enters the game for J. Tatum,,99,114
402,4,5:19.0,,J. Harden makes free throw 1 of 1,99,115
403,4,5:03.0,A. Horford makes 2-pt layup from 3 ft (assist by K. Irving),,101,115
404,4,4:43.0,,E. Gordon misses 3-pt jump shot from 25 ft,101,115
405,4,4:41.0,Defensive rebound by M. Morris,,101,115
406,4,4:38.0,Offensive foul by M. Morris (drawn by P. Tucker),,101,115
407,4,4:38.0,Turnover by M. Morris (offensive foul),,101,115
408,4,4:38.0,Technical foul by M. Morris,,101,115
409,4,4:38.0,M. Morris ejected from game,,101,115
410,4,4:38.0,S. Ojeleye enters the game for M. Morris,,101,115
411,4,4:38.0,,J. Harden makes technical free throw,101,116
412,4,4:27.0,,A. Rivers misses 3-pt jump shot from 24 ft,101,116
413,4,4:24.0,Defensive rebound by K. Irving,,101,116
414,4,4:12.0,A. Horford makes 2-pt layup from 2 ft (assist by K. Irving),,103,116
415,4,3:48.0,,J. Harden misses 3-pt jump shot from 27 ft,103,116
416,4,3:43.0,,Offensive rebound by A. Rivers,103,116
417,4,3:32.0,,Turnover by E. Gordon (offensive foul),103,116
418,4,3:32.0,,Offensive foul by E. Gordon (drawn by K. Irving),103,116
419,4,3:32.0,G. Hayward enters the game for J. Brown,,103,116
420,4,3:19.0,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by A. Horford),,106,116
421,4,3:06.0,,E. Gordon misses 3-pt jump shot from 23 ft,106,116
422,4,3:03.0,Defensive rebound by M. Smart,,106,116
423,4,2:56.0,Turnover by M. Smart (traveling),,106,116
424,4,2:56.0,,Houston full timeout,106,116
425,4,2:35.0,,Turnover by C. Capela (bad pass; steal by K. Irving),106,116
426,4,2:33.0,Turnover by K. Irving (bad pass; steal by E. Gordon),,106,116
427,4,2:29.0,,C. Capela makes 2-pt dunk from 1 ft (assist by E. Gordon),106,118
428,4,2:10.0,K. Irving makes 2-pt jump shot from 4 ft,,108,118
429,4,1:45.0,,Shooting foul by S. Ojeleye (drawn by J. Harden),108,118
430,4,1:45.0,,J. Harden makes free throw 1 of 3,108,119
431,4,1:45.0,,J. Harden makes free throw 2 of 3,108,120
432,4,1:45.0,J. Brown enters the game for A. Horford,,108,120
433,4,1:45.0,,J. Harden makes free throw 3 of 3,108,121
434,4,1:36.0,Shooting foul by P. Tucker (drawn by G. Hayward),,108,121
435,4,1:36.0,G. Hayward makes free throw 1 of 2,,109,121
436,4,1:36.0,G. Hayward makes free throw 2 of 2,,110,121
437,4,1:23.0,,P. Tucker misses 2-pt layup from 2 ft,110,121
438,4,1:22.0,,Offensive rebound by C. Capela,110,121
439,4,1:19.0,,C. Capela misses 2-pt layup from 4 ft,110,121
440,4,1:19.0,Defensive rebound by J. Brown,,110,121
441,4,1:13.0,Away from play foul by E. Gordon (drawn by G. Hayward),,110,121
442,4,1:13.0,,D. House enters the game for E. Gordon,110,121
443,4,1:13.0,G. Hayward makes free throw 1 of 1,,111,121
444,4,1:07.0,K. Irving misses 3-pt jump shot from 23 ft,,111,121
445,4,1:04.0,,Defensive rebound by C. Capela,111,121
446,4,1:03.0,,Turnover by C. Capela (bad pass; steal by G. Hayward),111,121
447,4,1:01.0,Turnover by G. Hayward (bad pass; steal by A. Rivers),,111,121
448,4,0:59.0,,Turnover by A. Rivers (bad pass; steal by G. Hayward),111,121
449,4,0:58.0,J. Brown misses 2-pt layup from 3 ft,,111,121
450,4,0:57.0,,Defensive rebound by C. Capela,111,121
451,4,0:38.0,,Shooting foul by M. Smart (drawn by J. Harden),111,121
452,4,0:38.0,,J. Harden makes free throw 1 of 3,111,122
453,4,0:38.0,,J. Harden makes free throw 2 of 3,111,123
454,4,0:38.0,G. Yabusele enters the game for K. Irving,,111,123
455,4,0:38.0,,J. Harden makes free throw 3 of 3,111,124
456,4,0:35.0,G. Hayward misses 3-pt jump shot from 28 ft,,111,124
457,4,0:31.0,,Defensive rebound by C. Capela,111,124
458,4,0:29.0,,Personal take foul by G. Hayward (drawn by C. Capela),111,124
459,4,0:29.0,,C. Capela makes free throw 1 of 2,111,125
460,4,0:29.0,,C. Capela makes free throw 2 of 2,111,126
461,4,0:24.0,Technical foul by M. Smart,,111,126
462,4,0:24.0,,J. Harden makes technical free throw,111,127
463,4,0:18.0,J. Brown makes 2-pt jump shot from 10 ft,,113,127
