,QUARTER,TIME_REMAINING,TORONTO_ACTION,LA LAKERS_ACTION,TORONTO_SCORE,LA LAKERS_SCORE
380,4,8:14.0,,B. Ingram enters the game for L. Stephenson,108,85
381,4,8:03.0,,R. Rondo makes 3-pt jump shot from 28 ft,108,88
382,4,7:50.0,N. Powell misses 3-pt jump shot from 26 ft,,108,88
383,4,7:45.0,,Defensive rebound by I. Zubac,108,88
384,4,7:27.0,,S. Mykhailiuk misses 3-pt jump shot from 26 ft,108,88
385,4,7:25.0,Defensive rebound by C. Miles,,108,88
386,4,7:23.0,Turnover by F. VanVleet (bad pass),,108,88
387,4,7:13.0,,R. Rondo makes 2-pt layup from 3 ft,108,90
388,4,7:02.0,Shooting foul by I. Zubac (drawn by J. Valančiūnas),,108,90
389,4,7:02.0,J. Valančiūnas makes free throw 1 of 2,,109,90
390,4,7:02.0,,LA Lakers full timeout,109,90
391,4,7:02.0,,K. Kuzma enters the game for I. Zubac,109,90
392,4,7:02.0,J. Valančiūnas makes free throw 2 of 2,,110,90
393,4,6:53.0,,K. Kuzma makes 2-pt jump shot from 11 ft,110,92
394,4,6:36.0,D. Wright makes 2-pt jump shot from 12 ft,,112,92
395,4,6:28.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,112,92
396,4,6:23.0,Defensive rebound by J. Valančiūnas,,112,92
397,4,6:06.0,Shooting foul by R. Rondo (drawn by J. Valančiūnas),,112,92
398,4,6:06.0,J. Valančiūnas makes free throw 1 of 2,,113,92
399,4,6:06.0,,L. Ball enters the game for R. Rondo,113,92
400,4,6:06.0,J. Valančiūnas makes free throw 2 of 2,,114,92
401,4,5:55.0,,K. Kuzma makes 2-pt layup from 3 ft (assist by B. Ingram),114,94
402,4,5:30.0,F. VanVleet misses 3-pt jump shot from 26 ft,,114,94
403,4,5:30.0,,Defensive rebound by Team,114,94
404,4,5:30.0,Loose ball foul by J. Valančiūnas (drawn by K. Caldwell-Pope),,114,94
405,4,5:17.0,,Turnover by L. Ball (bad pass; steal by N. Powell),114,94
406,4,5:14.0,Offensive foul by N. Powell (drawn by K. Caldwell-Pope),,114,94
407,4,5:14.0,Turnover by N. Powell (offensive foul),,114,94
408,4,5:14.0,,J. Hart enters the game for K. Caldwell-Pope,114,94
409,4,5:02.0,,L. Ball makes 3-pt jump shot from 28 ft (assist by S. Mykhailiuk),114,97
410,4,4:45.0,C. Miles misses 3-pt jump shot from 25 ft,,114,97
411,4,4:41.0,,Defensive rebound by K. Kuzma,114,97
412,4,4:35.0,,S. Mykhailiuk misses 3-pt jump shot from 28 ft,114,97
413,4,4:32.0,Defensive rebound by J. Valančiūnas,,114,97
414,4,4:21.0,Turnover by N. Powell (bad pass; steal by J. Hart),,114,97
415,4,4:14.0,,L. Ball makes 3-pt jump shot from 23 ft (assist by S. Mykhailiuk),114,100
416,4,4:14.0,Toronto full timeout,,114,100
417,4,4:14.0,D. Green enters the game for C. Miles,,114,100
418,4,4:14.0,S. Ibaka enters the game for N. Powell,,114,100
419,4,4:14.0,K. Lowry enters the game for J. Valančiūnas,,114,100
420,4,4:14.0,P. Siakam enters the game for D. Wright,,114,100
421,4,3:51.0,F. VanVleet misses 2-pt layup from 2 ft,,114,100
422,4,3:49.0,,Defensive rebound by K. Kuzma,114,100
423,4,3:45.0,,K. Kuzma misses 3-pt jump shot from 26 ft,114,100
424,4,3:40.0,Defensive rebound by P. Siakam,,114,100
425,4,3:31.0,K. Lowry misses 2-pt jump shot from 14 ft,,114,100
426,4,3:31.0,,Defensive rebound by Team,114,100
427,4,3:31.0,Loose ball foul by S. Ibaka (drawn by K. Kuzma),,114,100
428,4,3:31.0,,K. Kuzma makes free throw 1 of 2,114,101
429,4,3:31.0,,K. Kuzma makes free throw 2 of 2,114,102
430,4,3:09.0,D. Green makes 3-pt jump shot from 24 ft (assist by F. VanVleet),,117,102
431,4,2:58.0,,J. Hart makes 3-pt jump shot from 27 ft (assist by L. Ball),117,105
432,4,2:34.0,S. Ibaka misses 2-pt layup from 1 ft (block by B. Ingram),,117,105
433,4,2:31.0,,Defensive rebound by L. Ball,117,105
434,4,2:30.0,,J. Hart misses 2-pt layup from 4 ft (block by D. Green),117,105
435,4,2:29.0,,Offensive rebound by Team,117,105
436,4,2:29.0,,LA Lakers full timeout,117,105
437,4,2:22.0,,B. Ingram misses 2-pt layup from 2 ft,117,105
438,4,2:18.0,,Offensive rebound by L. Ball,117,105
439,4,2:14.0,,S. Mykhailiuk makes 2-pt layup from 3 ft (assist by K. Kuzma),117,107
440,4,1:47.0,K. Lowry misses 2-pt jump shot from 13 ft,,117,107
441,4,1:45.0,,Defensive rebound by L. Ball,117,107
442,4,1:36.0,,Offensive foul by K. Kuzma (drawn by K. Lowry),117,107
443,4,1:36.0,,Turnover by K. Kuzma (offensive foul),117,107
444,4,1:15.0,P. Siakam makes 2-pt layup from 3 ft (assist by K. Lowry),,119,107
445,4,0:59.0,,J. Hart misses 3-pt jump shot from 27 ft,119,107
446,4,0:57.0,Defensive rebound by D. Green,,119,107
447,4,0:45.0,P. Siakam misses 2-pt layup from 2 ft,,119,107
448,4,0:43.0,Offensive rebound by P. Siakam,,119,107
449,4,0:42.0,P. Siakam misses 2-pt layup from 1 ft,,119,107
450,4,0:38.0,Offensive rebound by P. Siakam,,119,107
451,4,0:31.0,K. Lowry makes 2-pt jump shot from 2 ft,,121,107
452,4,0:22.0,,K. Kuzma misses 3-pt jump shot from 27 ft,121,107
453,4,0:22.0,Defensive rebound by S. Ibaka,,121,107
