,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,WASHINGTON_ACTION,OKLAHOMA CITY_SCORE,WASHINGTON_SCORE
382,4,4:38.0,,Personal foul by J. Grant (drawn by J. Smith),127,102
383,4,4:38.0,T. Ferguson enters the game for H. Diallo,,127,102
384,4,4:38.0,N. Noel enters the game for J. Grant,,127,102
385,4,4:30.0,,K. Oubre misses 3-pt jump shot from 28 ft,127,102
386,4,4:25.0,Defensive rebound by D. Schröder,,127,102
387,4,4:17.0,Á. Abrines makes 3-pt jump shot from 23 ft (assist by T. Ferguson),,130,102
388,4,4:07.0,,Personal foul by N. Noel (drawn by K. Oubre),130,102
389,4,4:07.0,H. Diallo enters the game for P. Patterson,,130,102
390,4,3:59.0,,J. Smith makes 2-pt layup from 2 ft (assist by T. Satoranský),130,104
391,4,3:46.0,Shooting foul by K. Oubre (drawn by H. Diallo),,130,104
392,4,3:46.0,H. Diallo makes free throw 1 of 2,,131,104
393,4,3:46.0,H. Diallo makes free throw 2 of 2,,132,104
394,4,3:35.0,,T. Brown makes 2-pt dunk from 3 ft (assist by J. Smith),132,106
395,4,3:23.0,D. Schröder makes 2-pt jump shot from 20 ft,,134,106
396,4,3:08.0,,K. Oubre misses 3-pt jump shot from 27 ft,134,106
397,4,3:06.0,Defensive rebound by D. Schröder,,134,106
398,4,2:58.0,Turnover by D. Schröder (bad pass; steal by T. Brown),,134,106
399,4,2:54.0,,T. Satoranský misses 2-pt layup from 1 ft,134,106
400,4,2:48.0,,Offensive rebound by K. Oubre,134,106
401,4,2:48.0,,K. Oubre makes 2-pt layup at rim,134,108
402,4,2:30.0,T. Ferguson misses 3-pt jump shot from 24 ft,,134,108
403,4,2:27.0,Offensive rebound by D. Schröder,,134,108
404,4,2:18.0,Turnover by T. Ferguson (traveling),,134,108
405,4,2:18.0,,Washington full timeout,134,108
406,4,2:18.0,T. Luwawu-Cabarrot enters the game for Á. Abrines,,134,108
407,4,2:18.0,A. Nader enters the game for D. Schröder,,134,108
408,4,2:04.0,,K. Oubre misses 2-pt layup from 6 ft (block by N. Noel),134,108
409,4,2:00.0,Defensive rebound by T. Ferguson,,134,108
410,4,1:41.0,T. Ferguson misses 3-pt jump shot from 26 ft,,134,108
411,4,1:38.0,,Defensive rebound by T. Brown,134,108
412,4,1:31.0,,J. Smith misses 3-pt jump shot from 23 ft,134,108
413,4,1:29.0,Defensive rebound by Team,,134,108
414,4,1:18.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,134,108
415,4,1:15.0,,Defensive rebound by T. Brown,134,108
416,4,1:07.0,,J. Smith misses 2-pt hook shot from 5 ft,134,108
417,4,1:05.0,Defensive rebound by H. Diallo,,134,108
418,4,1:03.0,H. Diallo misses 2-pt layup from 4 ft (block by A. Rivers),,134,108
419,4,1:03.0,Offensive rebound by Team,,134,108
420,4,0:57.0,Turnover by A. Nader (traveling),,134,108
421,4,0:49.0,,T. Brown makes 3-pt jump shot from 27 ft (assist by T. Satoranský),134,111
422,4,0:34.0,H. Diallo misses 3-pt jump shot from 24 ft,,134,111
423,4,0:31.0,,Defensive rebound by T. Satoranský,134,111
424,4,0:24.0,,T. Satoranský misses 3-pt jump shot from 27 ft,134,111
425,4,0:20.0,Defensive rebound by N. Noel,,134,111
