,QUARTER,TIME_REMAINING,NEW ORLEANS_ACTION,CHARLOTTE_ACTION,NEW ORLEANS_SCORE,CHARLOTTE_SCORE
68,1,2:50.0,Defensive rebound by S. Hill,,24,24
69,1,2:39.0,J. Randle misses 3-pt jump shot from 26 ft,,24,24
70,1,2:36.0,,Defensive rebound by M. Bridges,24,24
71,1,2:29.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 25 ft,24,24
72,1,2:27.0,Defensive rebound by J. Randle,,24,24
73,1,2:21.0,J. Holiday misses 2-pt layup from 3 ft (block by M. Bridges),,24,24
74,1,2:18.0,,Defensive rebound by M. Bridges,24,24
75,1,2:13.0,,M. Kidd-Gilchrist makes 2-pt layup from 4 ft (assist by M. Bridges),24,26
76,1,2:04.0,I. Clark makes 2-pt layup from 2 ft (assist by J. Holiday),,26,26
77,1,1:38.0,,M. Bridges misses 3-pt jump shot from 24 ft,26,26
78,1,1:36.0,Defensive rebound by A. Davis,,26,26
79,1,1:36.0,Turnover by A. Davis (bad pass),,26,26
80,1,1:36.0,D. Miller enters the game for J. Holiday,,26,26
81,1,1:36.0,,M. Monk enters the game for J. Lamb,26,26
82,1,1:20.0,,M. Monk misses 3-pt jump shot from 28 ft,26,26
83,1,1:18.0,Defensive rebound by J. Randle,,26,26
84,1,1:12.0,J. Randle misses 2-pt layup from 3 ft (block by M. Kidd-Gilchrist),,26,26
85,1,1:08.0,Offensive rebound by J. Randle,,26,26
86,1,1:08.0,J. Randle misses 2-pt layup from 2 ft,,26,26
87,1,1:08.0,Offensive rebound by J. Randle,,26,26
88,1,1:08.0,Shooting foul by M. Kidd-Gilchrist (drawn by J. Randle),,26,26
89,1,1:08.0,J. Randle makes free throw 1 of 2,,27,26
90,1,1:08.0,J. Randle misses free throw 2 of 2,,27,26
91,1,1:06.0,,Defensive rebound by F. Kaminsky,27,26
92,1,0:49.0,,M. Monk misses 2-pt jump shot from 20 ft,27,26
93,1,0:48.0,Defensive rebound by S. Hill,,27,26
94,1,0:38.0,Turnover by A. Davis (lost ball; steal by M. Monk),,27,26
95,1,0:34.0,,M. Bridges makes 2-pt dunk from 4 ft (assist by M. Monk),27,28
96,1,0:27.0,S. Hill misses 3-pt jump shot from 25 ft,,27,28
97,1,0:24.0,,Defensive rebound by T. Parker,27,28
98,1,0:18.0,,Shooting foul by S. Hill (drawn by T. Parker),27,28
99,1,0:18.0,,T. Parker makes free throw 1 of 2,27,29
100,1,0:18.0,N. Mirotić enters the game for S. Hill,,27,29
101,1,0:18.0,,N. Batum enters the game for F. Kaminsky,27,29
102,1,0:18.0,,T. Parker makes free throw 2 of 2,27,30
103,1,0:02.0,Shooting foul by M. Kidd-Gilchrist (drawn by A. Davis),,27,30
104,1,0:02.0,A. Davis makes free throw 1 of 2,,28,30
105,1,0:02.0,A. Davis makes free throw 2 of 2,,29,30
106,1,0:00.0,,M. Monk misses 3-pt jump shot from 49 ft,29,30
107,1,0:00.0,,Offensive rebound by Team,29,30
108,2,11:43.0,,W. Hernangómez misses 2-pt layup from 6 ft,29,30
109,2,11:41.0,Defensive rebound by N. Mirotić,,29,30
110,2,11:27.0,D. Miller makes 3-pt jump shot from 24 ft,,32,30
111,2,11:25.0,,Charlotte full timeout,32,30
112,2,11:25.0,T. Frazier enters the game for I. Clark,,32,30
113,2,11:09.0,,Turnover by T. Parker (bad pass; steal by S. Hill),32,30
114,2,10:54.0,J. Randle misses 2-pt jump shot from 5 ft,,32,30
115,2,10:52.0,,Defensive rebound by N. Batum,32,30
116,2,10:49.0,,Turnover by M. Monk (bad pass),32,30
117,2,10:39.0,Personal foul by W. Hernangómez (drawn by J. Randle),,32,30
118,2,10:39.0,,K. Walker enters the game for T. Parker,32,30
119,2,10:35.0,Turnover by J. Randle (bad pass),,32,30
120,2,10:23.0,,W. Hernangómez makes 2-pt dunk from 3 ft (assist by M. Monk),32,32
121,2,10:15.0,Personal foul by M. Williams (drawn by N. Mirotić),,32,32
122,2,10:11.0,Shooting foul by N. Batum (drawn by D. Miller),,32,32
123,2,10:11.0,D. Miller makes free throw 1 of 3,,33,32
124,2,10:11.0,D. Miller makes free throw 2 of 3,,34,32
125,2,10:11.0,D. Miller makes free throw 3 of 3,,35,32
126,2,10:00.0,,N. Batum misses 3-pt jump shot from 24 ft,35,32
127,2,9:57.0,Defensive rebound by N. Mirotić,,35,32
128,2,9:51.0,N. Mirotić misses 3-pt jump shot from 25 ft,,35,32
129,2,9:49.0,Offensive rebound by T. Frazier,,35,32
130,2,9:46.0,J. Randle makes 2-pt layup from 2 ft (assist by T. Frazier),,37,32
131,2,9:36.0,,Personal foul by S. Hill (drawn by W. Hernangómez),37,32
132,2,9:36.0,,T. Parker enters the game for M. Monk,37,32
133,2,9:27.0,,K. Walker misses 2-pt layup from 5 ft,37,32
134,2,9:23.0,,Offensive rebound by W. Hernangómez,37,32
135,2,9:23.0,,W. Hernangómez misses 2-pt layup from 1 ft,37,32
136,2,9:22.0,,Offensive rebound by W. Hernangómez,37,32
137,2,9:22.0,,W. Hernangómez misses 2-pt layup from 1 ft,37,32
138,2,9:21.0,Defensive rebound by S. Hill,,37,32
139,2,9:18.0,D. Miller misses 3-pt jump shot from 26 ft,,37,32
140,2,9:16.0,,Defensive rebound by W. Hernangómez,37,32
141,2,8:59.0,,Turnover by K. Walker (lost ball; steal by N. Mirotić),37,32
142,2,8:54.0,N. Mirotić makes 2-pt layup from 1 ft (assist by S. Hill),,39,32
143,2,8:45.0,,Charlotte full timeout,39,32
144,2,8:45.0,,M. Bridges enters the game for N. Batum,39,32
145,2,8:45.0,,F. Kaminsky enters the game for W. Hernangómez,39,32
146,2,8:45.0,,M. Kidd-Gilchrist enters the game for M. Williams,39,32
147,2,8:34.0,,K. Walker misses 2-pt jump shot from 10 ft,39,32
148,2,8:32.0,Defensive rebound by J. Randle,,39,32
149,2,8:25.0,N. Mirotić misses 2-pt jump shot from 19 ft,,39,32
150,2,8:25.0,,Defensive rebound by Team,39,32
151,2,8:07.0,,Turnover by T. Parker (bad pass),39,32
152,2,7:54.0,N. Mirotić misses 3-pt jump shot from 25 ft,,39,32
153,2,7:52.0,,Defensive rebound by M. Bridges,39,32
154,2,7:46.0,,K. Walker makes 2-pt layup from 2 ft,39,34
155,2,7:37.0,J. Randle makes 2-pt layup from 2 ft (assist by T. Frazier),,41,34
156,2,7:15.0,,M. Kidd-Gilchrist misses 2-pt layup from 6 ft,41,34
157,2,7:15.0,,Offensive rebound by F. Kaminsky,41,34
158,2,7:09.0,,Personal foul by J. Randle (drawn by F. Kaminsky),41,34
159,2,7:07.0,,Offensive foul by K. Walker (drawn by T. Frazier),41,34
160,2,7:07.0,,Turnover by K. Walker (offensive foul),41,34
161,2,7:07.0,A. Davis enters the game for S. Hill,,41,34
162,2,7:07.0,J. Holiday enters the game for J. Randle,,41,34
163,2,7:07.0,,J. Lamb enters the game for M. Bridges,41,34
164,2,6:57.0,Personal foul by M. Kidd-Gilchrist (drawn by J. Holiday),,41,34
165,2,6:57.0,,M. Bridges enters the game for M. Kidd-Gilchrist,41,34
166,2,6:53.0,D. Miller makes 2-pt layup from 3 ft (assist by T. Frazier),,43,34
167,2,6:35.0,,F. Kaminsky makes 2-pt layup from 6 ft (assist by T. Parker),43,36
168,2,6:24.0,T. Frazier makes 3-pt jump shot from 25 ft (assist by A. Davis),,46,36
169,2,6:11.0,,Personal foul by D. Miller (drawn by J. Lamb),46,36
170,2,6:04.0,,J. Lamb makes 2-pt jump shot from 9 ft (assist by T. Parker),46,38
171,2,5:56.0,A. Davis makes 2-pt layup from 2 ft (assist by J. Holiday),,48,38
172,2,5:44.0,,T. Parker makes 2-pt jump shot from 5 ft,48,40
173,2,5:31.0,Turnover by N. Mirotić (3 sec),,48,40
174,2,5:12.0,,Turnover by J. Lamb (lost ball; steal by D. Miller),48,40
175,2,5:07.0,N. Mirotić makes 2-pt layup from 1 ft (assist by A. Davis),,50,40
176,2,4:49.0,,F. Kaminsky makes 2-pt layup from 4 ft,50,42
177,2,4:38.0,Turnover by J. Holiday (bad pass; steal by T. Parker),,50,42
178,2,4:32.0,,T. Parker makes 2-pt layup from 3 ft,50,44
179,2,4:27.0,New Orleans full timeout,,50,44
180,2,4:20.0,N. Mirotić misses 3-pt jump shot from 27 ft (block by M. Bridges),,50,44
181,2,4:17.0,Offensive rebound by A. Davis,,50,44
182,2,4:15.0,D. Miller makes 3-pt jump shot from 24 ft (assist by A. Davis),,53,44
183,2,3:59.0,,T. Parker makes 2-pt layup from 2 ft,53,46
184,2,3:45.0,J. Holiday makes 2-pt jump shot from 8 ft,,55,46
185,2,3:29.0,,Shooting foul by A. Davis (drawn by F. Kaminsky),55,46
186,2,3:29.0,,F. Kaminsky makes free throw 1 of 2,55,47
187,2,3:29.0,J. Randle enters the game for N. Mirotić,,55,47
188,2,3:29.0,,F. Kaminsky misses free throw 2 of 2,55,47
189,2,3:24.0,Defensive rebound by J. Randle,,55,47
190,2,3:14.0,A. Davis misses 2-pt layup from 3 ft,,55,47
191,2,3:11.0,,Defensive rebound by M. Bridges,55,47
192,2,3:04.0,,Shooting foul by J. Holiday (drawn by K. Walker),55,47
193,2,3:04.0,,K. Walker misses free throw 1 of 2,55,47
194,2,3:04.0,,Offensive rebound by Team,55,47
195,2,3:04.0,,K. Walker misses free throw 2 of 2,55,47
196,2,3:01.0,Defensive rebound by J. Randle,,55,47
197,2,2:52.0,Shooting foul by J. Lamb (drawn by J. Holiday),,55,47
198,2,2:52.0,J. Holiday makes free throw 1 of 2,,56,47
199,2,2:52.0,J. Holiday misses free throw 2 of 2,,56,47
200,2,2:49.0,,Defensive rebound by J. Lamb,56,47
201,2,2:33.0,,F. Kaminsky makes 2-pt layup from 3 ft (assist by T. Parker),56,49
202,2,2:22.0,J. Randle makes 2-pt layup from 1 ft (assist by A. Davis),,58,49
203,2,2:03.0,,T. Parker misses 3-pt jump shot from 26 ft,58,49
204,2,2:01.0,Defensive rebound by J. Holiday,,58,49
205,2,1:51.0,A. Davis misses 2-pt layup from 1 ft,,58,49
206,2,1:48.0,,Defensive rebound by K. Walker,58,49
207,2,1:37.0,,M. Bridges makes 3-pt jump shot from 24 ft (assist by J. Lamb),58,52
208,2,1:26.0,Shooting foul by F. Kaminsky (drawn by J. Holiday),,58,52
209,2,1:26.0,J. Holiday makes free throw 1 of 2,,59,52
210,2,1:26.0,J. Holiday makes free throw 2 of 2,,60,52
211,2,1:14.0,,K. Walker makes 2-pt jump shot from 7 ft,60,54
212,2,1:05.0,J. Holiday makes 2-pt layup from 2 ft,,62,54
213,2,0:47.0,,K. Walker misses 2-pt jump shot from 23 ft,62,54
214,2,0:45.0,Defensive rebound by A. Davis,,62,54
215,2,0:43.0,J. Randle makes 2-pt dunk from 1 ft (assist by A. Davis),,64,54
216,2,0:43.0,,Technical foul by K. Walker,64,54
217,2,0:43.0,A. Davis makes technical free throw,,65,54
218,2,0:33.0,,Shooting foul by T. Frazier (drawn by T. Parker),65,54
219,2,0:33.0,,T. Parker makes free throw 1 of 2,65,55
220,2,0:33.0,,B. Biyombo enters the game for F. Kaminsky,65,55
221,2,0:33.0,,T. Parker makes free throw 2 of 2,65,56
222,2,0:26.0,Offensive foul by J. Randle (drawn by K. Walker),,65,56
223,2,0:26.0,Turnover by J. Randle (offensive foul),,65,56
224,2,0:26.0,,F. Kaminsky enters the game for B. Biyombo,65,56
225,2,0:09.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,65,56
226,2,0:05.0,,Offensive rebound by M. Bridges,65,56
227,2,0:05.0,,M. Bridges misses 2-pt layup from 1 ft,65,56
228,2,0:05.0,Defensive rebound by A. Davis,,65,56
229,2,0:02.0,Turnover by J. Randle (offensive foul),,65,56
230,2,0:02.0,Offensive foul by J. Randle (drawn by F. Kaminsky),,65,56
231,2,0:00.0,,K. Walker misses 3-pt jump shot from 53 ft,65,56
232,2,0:00.0,,Offensive rebound by Team,65,56
233,3,11:49.0,,K. Walker misses 3-pt jump shot from 26 ft (block by A. Davis),65,56
234,3,11:44.0,Defensive rebound by A. Davis,,65,56
235,3,11:35.0,J. Holiday misses 3-pt jump shot from 27 ft,,65,56
236,3,11:35.0,,Defensive rebound by Team,65,56
237,3,11:35.0,Loose ball foul by N. Mirotić (drawn by N. Batum),,65,56
238,3,11:16.0,,M. Bridges makes 2-pt layup from 2 ft (assist by K. Walker),65,58
239,3,10:55.0,Turnover by J. Holiday (bad pass; steal by B. Biyombo),,65,58
240,3,10:43.0,,N. Batum misses 3-pt jump shot from 25 ft,65,58
241,3,10:41.0,Defensive rebound by N. Mirotić,,65,58
242,3,10:27.0,J. Holiday makes 2-pt layup from 3 ft (assist by T. Frazier),,67,58
243,3,10:12.0,,J. Lamb makes 2-pt jump shot from 5 ft,67,60
244,3,10:12.0,,Shooting foul by T. Frazier (drawn by J. Lamb),67,60
245,3,10:12.0,,J. Lamb misses free throw 1 of 1,67,60
246,3,10:12.0,Defensive rebound by N. Mirotić,,67,60
247,3,10:00.0,A. Davis makes 2-pt layup from 4 ft (assist by T. Frazier),,69,60
248,3,9:46.0,,M. Bridges misses 2-pt jump shot from 14 ft,69,60
249,3,9:44.0,Defensive rebound by A. Davis,,69,60
250,3,9:37.0,T. Frazier misses 2-pt jump shot from 16 ft,,69,60
251,3,9:35.0,,Defensive rebound by M. Bridges,69,60
252,3,9:24.0,,Personal foul by T. Frazier (drawn by K. Walker),69,60
253,3,9:08.0,,J. Lamb misses 3-pt jump shot from 27 ft,69,60
254,3,9:07.0,Defensive rebound by Team,,69,60
255,3,8:55.0,Personal foul by B. Biyombo (drawn by A. Davis),,69,60
256,3,8:43.0,W. Johnson misses 2-pt jump shot from 14 ft,,69,60
257,3,8:39.0,,Defensive rebound by N. Batum,69,60
258,3,8:33.0,,J. Lamb misses 2-pt jump shot from 5 ft,69,60
259,3,8:30.0,,Offensive rebound by J. Lamb,69,60
260,3,8:23.0,,K. Walker misses 3-pt jump shot from 25 ft,69,60
261,3,8:21.0,Defensive rebound by J. Holiday,,69,60
262,3,8:14.0,N. Mirotić makes 3-pt jump shot from 29 ft (assist by T. Frazier),,72,60
263,3,7:49.0,,Turnover by N. Batum (bad pass; steal by A. Davis),72,60
264,3,7:32.0,Turnover by A. Davis (bad pass; steal by K. Walker),,72,60
265,3,7:26.0,,K. Walker misses 2-pt layup from 2 ft,72,60
266,3,7:24.0,Defensive rebound by W. Johnson,,72,60
267,3,7:21.0,Turnover by N. Mirotić (bad pass; steal by J. Lamb),,72,60
268,3,7:12.0,,M. Bridges misses 3-pt jump shot from 27 ft,72,60
269,3,7:10.0,Defensive rebound by A. Davis,,72,60
270,3,6:58.0,W. Johnson makes 3-pt jump shot from 24 ft (assist by J. Holiday),,75,60
271,3,6:58.0,,Charlotte full timeout,75,60
272,3,6:58.0,,D. Graham enters the game for N. Batum,75,60
273,3,6:58.0,,F. Kaminsky enters the game for B. Biyombo,75,60
274,3,6:58.0,,M. Kidd-Gilchrist enters the game for M. Bridges,75,60
275,3,6:33.0,,F. Kaminsky makes 2-pt jump shot from 11 ft (assist by D. Graham),75,62
276,3,6:13.0,Offensive foul by A. Davis (drawn by M. Kidd-Gilchrist),,75,62
277,3,6:13.0,Turnover by A. Davis (offensive foul),,75,62
278,3,5:51.0,,Turnover by F. Kaminsky (lost ball; steal by W. Johnson),75,62
279,3,5:39.0,N. Mirotić misses 3-pt jump shot from 24 ft (block by K. Walker),,75,62
280,3,5:35.0,,Defensive rebound by K. Walker,75,62
281,3,5:33.0,,K. Walker misses 2-pt jump shot at rim,75,62
282,3,5:33.0,,Offensive rebound by F. Kaminsky,75,62
283,3,5:33.0,,Shooting foul by A. Davis (drawn by F. Kaminsky),75,62
284,3,5:33.0,,F. Kaminsky misses free throw 1 of 2,75,62
285,3,5:33.0,,Offensive rebound by Team,75,62
286,3,5:33.0,S. Hill enters the game for W. Johnson,,75,62
287,3,5:33.0,J. Randle enters the game for N. Mirotić,,75,62
288,3,5:33.0,,F. Kaminsky makes free throw 2 of 2,75,63
289,3,5:08.0,J. Randle misses 2-pt jump shot from 8 ft,,75,63
290,3,5:03.0,Offensive rebound by A. Davis,,75,63
291,3,5:03.0,A. Davis makes 2-pt layup from 1 ft,,77,63
292,3,4:40.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 8 ft,77,63
293,3,4:38.0,Defensive rebound by J. Holiday,,77,63
294,3,4:36.0,Shooting foul by K. Walker (drawn by J. Randle),,77,63
295,3,4:36.0,J. Randle makes free throw 1 of 2,,78,63
296,3,4:36.0,J. Randle makes free throw 2 of 2,,79,63
297,3,4:21.0,,D. Graham makes 3-pt jump shot from 27 ft (assist by K. Walker),79,66
298,3,4:07.0,T. Frazier misses 3-pt jump shot from 24 ft,,79,66
299,3,4:02.0,Offensive rebound by A. Davis,,79,66
300,3,4:02.0,A. Davis makes 2-pt layup from 1 ft,,81,66
301,3,3:45.0,,Personal foul by S. Hill (drawn by F. Kaminsky),81,66
302,3,3:45.0,,F. Kaminsky makes free throw 1 of 2,81,67
303,3,3:45.0,I. Clark enters the game for T. Frazier,,81,67
304,3,3:45.0,,F. Kaminsky makes free throw 2 of 2,81,68
305,3,3:31.0,S. Hill misses 3-pt jump shot from 27 ft,,81,68
306,3,3:28.0,Offensive rebound by J. Randle,,81,68
307,3,3:21.0,J. Holiday misses 2-pt jump shot from 19 ft,,81,68
308,3,3:19.0,,Defensive rebound by J. Lamb,81,68
309,3,3:13.0,,Turnover by J. Lamb (bad pass; steal by A. Davis),81,68
310,3,3:13.0,Personal take foul by F. Kaminsky (drawn by A. Davis),,81,68
311,3,3:13.0,,T. Parker enters the game for J. Lamb,81,68
312,3,2:58.0,A. Davis misses 3-pt jump shot from 27 ft,,81,68
313,3,2:56.0,,Defensive rebound by M. Kidd-Gilchrist,81,68
314,3,2:47.0,,K. Walker misses 3-pt jump shot from 26 ft,81,68
315,3,2:44.0,Defensive rebound by A. Davis,,81,68
316,3,2:40.0,J. Holiday misses 2-pt layup from 2 ft,,81,68
317,3,2:40.0,,Defensive rebound by Team,81,68
318,3,2:40.0,New Orleans full timeout,,81,68
319,3,2:40.0,D. Miller enters the game for J. Holiday,,81,68
320,3,2:15.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,81,68
321,3,2:12.0,Defensive rebound by I. Clark,,81,68
322,3,2:01.0,Turnover by D. Miller (lost ball; steal by D. Graham),,81,68
323,3,1:57.0,,D. Graham misses 2-pt layup from 2 ft (block by I. Clark),81,68
324,3,1:54.0,,Offensive rebound by K. Walker,81,68
325,3,1:54.0,,K. Walker makes 2-pt layup at rim,81,70
326,3,1:51.0,,Violation by Team (delay of game),81,70
327,3,1:41.0,A. Davis misses 2-pt jump shot from 18 ft,,81,70
328,3,1:39.0,,Defensive rebound by M. Kidd-Gilchrist,81,70
329,3,1:34.0,,Shooting foul by I. Clark (drawn by K. Walker),81,70
330,3,1:34.0,,K. Walker makes free throw 1 of 3,81,71
331,3,1:34.0,,K. Walker makes free throw 2 of 3,81,72
332,3,1:34.0,,K. Walker makes free throw 3 of 3,81,73
333,3,1:13.0,I. Clark misses 3-pt jump shot from 29 ft,,81,73
334,3,1:13.0,Offensive rebound by S. Hill,,81,73
335,3,1:13.0,Shooting foul by F. Kaminsky (drawn by S. Hill),,81,73
336,3,1:13.0,S. Hill misses free throw 1 of 2,,81,73
337,3,1:13.0,Offensive rebound by Team,,81,73
338,3,1:13.0,S. Hill makes free throw 2 of 2,,82,73
339,3,0:56.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by K. Walker),82,75
340,3,0:37.0,J. Randle makes 2-pt layup from 4 ft,,84,75
341,3,0:28.0,,K. Walker misses 3-pt jump shot from 26 ft,84,75
342,3,0:25.0,,Offensive rebound by F. Kaminsky,84,75
343,3,0:14.0,,M. Kidd-Gilchrist misses 3-pt jump shot from 24 ft,84,75
344,3,0:12.0,Defensive rebound by J. Randle,,84,75
345,3,0:05.0,Turnover by J. Randle (lost ball),,84,75
346,3,0:05.0,Loose ball foul by J. Randle (drawn by M. Kidd-Gilchrist),,84,75
347,3,0:05.0,,M. Kidd-Gilchrist makes free throw 1 of 2,84,76
348,3,0:05.0,N. Mirotić enters the game for J. Randle,,84,76
349,3,0:05.0,,B. Biyombo enters the game for F. Kaminsky,84,76
350,3,0:05.0,,J. Lamb enters the game for K. Walker,84,76
351,3,0:05.0,,M. Kidd-Gilchrist makes free throw 2 of 2,84,77
352,3,0:00.0,A. Davis makes 3-pt jump shot from 28 ft (assist by I. Clark),,87,77
353,4,11:37.0,J. Randle misses 2-pt jump shot from 10 ft (block by M. Kidd-Gilchrist),,87,77
354,4,11:34.0,,Defensive rebound by D. Graham,87,77
355,4,11:33.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by D. Graham),87,79
356,4,11:18.0,T. Frazier makes 2-pt layup from 2 ft (assist by N. Mirotić),,89,79
357,4,10:56.0,,F. Kaminsky misses 3-pt jump shot from 26 ft,89,79
358,4,10:56.0,Defensive rebound by N. Mirotić,,89,79
359,4,10:44.0,J. Randle misses 2-pt layup from 3 ft,,89,79
360,4,10:42.0,,Defensive rebound by F. Kaminsky,89,79
361,4,10:34.0,,D. Graham misses 2-pt jump shot from 13 ft,89,79
362,4,10:33.0,,Offensive rebound by M. Kidd-Gilchrist,89,79
363,4,10:33.0,,Shooting foul by J. Randle (drawn by M. Kidd-Gilchrist),89,79
364,4,10:33.0,,M. Kidd-Gilchrist misses free throw 1 of 2,89,79
365,4,10:33.0,,Offensive rebound by Team,89,79
366,4,10:33.0,A. Davis enters the game for J. Randle,,89,79
367,4,10:33.0,,M. Bridges enters the game for F. Kaminsky,89,79
368,4,10:33.0,,M. Kidd-Gilchrist makes free throw 2 of 2,89,80
369,4,10:26.0,D. Miller makes 2-pt jump shot from 11 ft (assist by A. Davis),,91,80
370,4,10:12.0,,T. Parker misses 2-pt jump shot from 20 ft,91,80
371,4,10:10.0,Defensive rebound by A. Davis,,91,80
372,4,10:05.0,N. Mirotić misses 2-pt jump shot from 21 ft,,91,80
373,4,10:03.0,,Defensive rebound by J. Lamb,91,80
374,4,9:55.0,,J. Lamb misses 3-pt jump shot from 26 ft,91,80
375,4,9:53.0,Defensive rebound by N. Mirotić,,91,80
376,4,9:46.0,S. Hill makes 3-pt jump shot from 23 ft (assist by T. Frazier),,94,80
377,4,9:35.0,,Personal foul by D. Miller (drawn by M. Kidd-Gilchrist),94,80
