,QUARTER,TIME_REMAINING,ORLANDO_ACTION,DALLAS_ACTION,ORLANDO_SCORE,DALLAS_SCORE
72,1,3:21.0,,Shooting foul by T. Ross (drawn by D. Jordan),12,19
73,1,3:21.0,,D. Jordan makes free throw 1 of 1,12,20
74,1,3:09.0,N. Vučević makes 2-pt jump shot from 9 ft (assist by J. Grant),,14,20
75,1,3:03.0,,Turnover by M. Kleber (bad pass; steal by J. Grant),14,20
76,1,2:58.0,J. Grant misses 3-pt jump shot from 24 ft,,14,20
77,1,2:55.0,,Defensive rebound by J. Barea,14,20
78,1,2:43.0,,M. Kleber misses 3-pt jump shot from 23 ft,14,20
79,1,2:41.0,,Offensive rebound by M. Kleber,14,20
80,1,2:38.0,,L. Dončić misses 3-pt jump shot from 23 ft,14,20
81,1,2:36.0,,Offensive rebound by M. Kleber,14,20
82,1,2:27.0,,D. Jordan misses 2-pt jump shot from 13 ft,14,20
83,1,2:24.0,Defensive rebound by W. Iwundu,,14,20
84,1,2:15.0,J. Grant misses 3-pt jump shot from 25 ft,,14,20
85,1,2:11.0,,Defensive rebound by D. Jordan,14,20
86,1,1:58.0,,J. Barea misses 2-pt jump shot from 9 ft,14,20
87,1,1:58.0,Defensive rebound by Team,,14,20
88,1,1:58.0,Personal foul by D. Jordan (drawn by J. Grant),,14,20
89,1,1:58.0,Orlando full timeout,,14,20
90,1,1:58.0,K. Birch enters the game for J. Isaac,,14,20
91,1,1:58.0,A. Gordon enters the game for N. Vučević,,14,20
92,1,1:58.0,,D. Finney-Smith enters the game for L. Dončić,14,20
93,1,1:58.0,,D. Harris enters the game for D. Jordan,14,20
94,1,1:58.0,,D. Powell enters the game for W. Matthews,14,20
95,1,1:49.0,T. Ross misses 2-pt jump shot from 16 ft,,14,20
96,1,1:48.0,Offensive rebound by Team,,14,20
97,1,1:44.0,T. Ross makes 2-pt jump shot from 17 ft (assist by J. Grant),,16,20
98,1,1:30.0,,Shooting foul by W. Iwundu (drawn by D. Harris),16,20
99,1,1:30.0,,D. Harris makes free throw 1 of 2,16,21
100,1,1:30.0,,D. Harris makes free throw 2 of 2,16,22
101,1,1:15.0,T. Ross misses 2-pt jump shot from 20 ft,,16,22
102,1,1:11.0,,Defensive rebound by M. Kleber,16,22
103,1,1:05.0,,D. Finney-Smith makes 2-pt layup from 1 ft,16,24
104,1,0:44.0,A. Gordon misses 2-pt jump shot from 12 ft (block by D. Harris),,16,24
105,1,0:41.0,Offensive rebound by A. Gordon,,16,24
106,1,0:39.0,W. Iwundu makes 3-pt jump shot from 23 ft (assist by J. Grant),,19,24
107,1,0:29.0,,J. Barea misses 2-pt jump shot from 20 ft,19,24
108,1,0:26.0,Defensive rebound by K. Birch,,19,24
109,1,0:03.0,T. Ross misses 3-pt jump shot from 28 ft,,19,24
110,1,0:01.0,,Defensive rebound by Team,19,24
111,2,11:40.0,K. Birch makes 2-pt layup from 2 ft (assist by T. Ross),,21,24
112,2,11:25.0,,Shooting foul by A. Gordon (drawn by M. Kleber),21,24
113,2,11:25.0,,M. Kleber makes free throw 1 of 2,21,25
114,2,11:25.0,,M. Kleber makes free throw 2 of 2,21,26
115,2,11:08.0,A. Gordon misses 2-pt jump shot from 10 ft,,21,26
116,2,11:06.0,,Defensive rebound by D. Harris,21,26
117,2,10:54.0,,D. Powell misses 3-pt jump shot from 26 ft,21,26
118,2,10:49.0,Defensive rebound by A. Gordon,,21,26
119,2,10:44.0,Turnover by A. Gordon (lost ball; steal by D. Finney-Smith),,21,26
120,2,10:39.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),21,28
121,2,10:30.0,Turnover by K. Birch (offensive foul),,21,28
122,2,10:30.0,Offensive foul by K. Birch (drawn by D. Powell),,21,28
123,2,10:23.0,,Shooting foul by K. Birch (drawn by D. Powell),21,28
124,2,10:23.0,,D. Powell misses free throw 1 of 2,21,28
125,2,10:23.0,,Offensive rebound by Team,21,28
126,2,10:23.0,,D. Powell makes free throw 2 of 2,21,29
127,2,10:07.0,Personal foul by D. Powell (drawn by K. Birch),,21,29
128,2,10:03.0,T. Ross makes 2-pt jump shot from 20 ft (assist by A. Gordon),,23,29
129,2,9:39.0,,M. Kleber misses 2-pt jump shot from 21 ft,23,29
130,2,9:38.0,,Offensive rebound by D. Finney-Smith,23,29
131,2,9:37.0,,Turnover by Team (shot clock),23,29
132,2,9:24.0,D. Augustin makes 2-pt layup from 2 ft,,25,29
133,2,9:11.0,,D. Powell makes 2-pt jump shot from 8 ft (assist by M. Kleber),25,31
134,2,8:59.0,Personal foul by D. Finney-Smith (drawn by T. Ross),,25,31
135,2,8:55.0,T. Ross misses 2-pt jump shot from 19 ft,,25,31
136,2,8:52.0,,Defensive rebound by J. Barea,25,31
137,2,8:40.0,,J. Barea misses 3-pt jump shot from 25 ft,25,31
138,2,8:38.0,Defensive rebound by K. Birch,,25,31
139,2,8:29.0,Turnover by D. Augustin (bad pass; steal by D. Harris),,25,31
140,2,8:21.0,,D. Powell makes 2-pt layup from 1 ft (assist by D. Harris),25,33
141,2,8:03.0,T. Ross misses 3-pt jump shot from 24 ft,,25,33
142,2,8:01.0,,Defensive rebound by J. Barea,25,33
143,2,7:54.0,,J. Barea makes 2-pt jump shot from 2 ft,25,35
144,2,7:47.0,Orlando full timeout,,25,35
145,2,7:47.0,,H. Barnes enters the game for M. Kleber,25,35
146,2,7:41.0,A. Gordon misses 2-pt jump shot from 15 ft,,25,35
147,2,7:36.0,,Defensive rebound by H. Barnes,25,35
148,2,7:21.0,,D. Harris misses 3-pt jump shot from 27 ft,25,35
149,2,7:19.0,Defensive rebound by T. Ross,,25,35
150,2,7:09.0,W. Iwundu misses 3-pt jump shot from 23 ft,,25,35
151,2,7:06.0,,Defensive rebound by D. Finney-Smith,25,35
152,2,7:06.0,J. Grant enters the game for D. Augustin,,25,35
153,2,7:06.0,J. Isaac enters the game for A. Gordon,,25,35
154,2,7:06.0,J. Simmons enters the game for W. Iwundu,,25,35
155,2,6:53.0,,J. Barea misses 2-pt jump shot from 17 ft,25,35
156,2,6:52.0,,Offensive rebound by D. Powell,25,35
157,2,6:51.0,,Turnover by D. Powell (bad pass; steal by J. Simmons),25,35
158,2,6:46.0,Turnover by J. Isaac (out of bounds lost ball),,25,35
159,2,6:46.0,,J. Brunson enters the game for J. Barea,25,35
160,2,6:46.0,,L. Dončić enters the game for D. Finney-Smith,25,35
161,2,6:46.0,,D. Jordan enters the game for D. Harris,25,35
162,2,6:46.0,,W. Matthews enters the game for D. Powell,25,35
163,2,6:30.0,,Turnover by H. Barnes (lost ball; steal by J. Grant),25,35
164,2,6:29.0,J. Simmons makes 2-pt layup at rim,,27,35
165,2,6:22.0,,J. Brunson makes 2-pt jump shot from 11 ft,27,37
166,2,6:04.0,J. Simmons makes 2-pt layup from 1 ft,,29,37
167,2,5:42.0,,W. Matthews makes 2-pt layup from 1 ft (assist by D. Jordan),29,39
168,2,5:23.0,Turnover by J. Simmons (lost ball; steal by J. Brunson),,29,39
169,2,5:21.0,,Shooting foul by J. Grant (drawn by J. Brunson),29,39
170,2,5:21.0,,J. Brunson makes free throw 1 of 2,29,40
171,2,5:21.0,N. Vučević enters the game for K. Birch,,29,40
172,2,5:21.0,,J. Brunson misses free throw 2 of 2,29,40
173,2,5:18.0,Defensive rebound by N. Vučević,,29,40
174,2,5:02.0,N. Vučević misses 2-pt jump shot from 19 ft,,29,40
175,2,4:57.0,,Defensive rebound by L. Dončić,29,40
176,2,4:54.0,,L. Dončić misses 2-pt jump shot from 18 ft,29,40
177,2,4:50.0,Defensive rebound by J. Isaac,,29,40
178,2,4:42.0,Turnover by J. Isaac (bad pass; steal by L. Dončić),,29,40
179,2,4:35.0,,J. Brunson makes 2-pt layup from 5 ft,29,42
180,2,4:20.0,N. Vučević misses 2-pt hook shot from 6 ft,,29,42
181,2,4:18.0,,Defensive rebound by D. Jordan,29,42
182,2,4:04.0,,W. Matthews misses 2-pt jump shot from 6 ft,29,42
183,2,4:02.0,Defensive rebound by N. Vučević,,29,42
184,2,3:55.0,Turnover by N. Vučević (traveling),,29,42
185,2,3:55.0,A. Gordon enters the game for T. Ross,,29,42
186,2,3:45.0,,Personal foul by J. Grant (drawn by J. Brunson),29,42
187,2,3:39.0,,L. Dončić misses 3-pt jump shot from 25 ft,29,42
188,2,3:36.0,Defensive rebound by N. Vučević,,29,42
189,2,3:27.0,J. Simmons makes 2-pt layup from 1 ft (assist by N. Vučević),,31,42
190,2,3:27.0,,Dallas full timeout,31,42
191,2,3:27.0,D. Augustin enters the game for J. Grant,,31,42
192,2,3:20.0,,Personal foul by A. Gordon (drawn by L. Dončić),31,42
193,2,3:20.0,,L. Dončić makes free throw 1 of 2,31,43
194,2,3:20.0,,L. Dončić makes free throw 2 of 2,31,44
195,2,3:07.0,A. Gordon misses 2-pt jump shot from 20 ft,,31,44
196,2,3:04.0,,Defensive rebound by W. Matthews,31,44
197,2,3:00.0,,D. Jordan misses 2-pt layup from 2 ft,31,44
198,2,2:58.0,Defensive rebound by N. Vučević,,31,44
199,2,2:51.0,A. Gordon makes 2-pt layup from 1 ft (assist by N. Vučević),,33,44
200,2,2:36.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by J. Brunson),33,47
201,2,2:19.0,Turnover by D. Augustin (bad pass; steal by D. Jordan),,33,47
202,2,2:02.0,,L. Dončić misses 2-pt layup from 3 ft,33,47
203,2,2:01.0,,Offensive rebound by L. Dončić,33,47
204,2,1:59.0,,Turnover by D. Jordan (lost ball; steal by N. Vučević),33,47
205,2,1:52.0,Personal foul by L. Dončić (drawn by N. Vučević),,33,47
206,2,1:52.0,W. Iwundu enters the game for A. Gordon,,33,47
207,2,1:46.0,J. Simmons makes 2-pt layup from 1 ft,,35,47
208,2,1:26.0,,L. Dončić misses 2-pt jump shot from 10 ft,35,47
209,2,1:24.0,Defensive rebound by N. Vučević,,35,47
210,2,1:12.0,N. Vučević makes 2-pt jump shot from 14 ft,,37,47
211,2,0:50.0,,H. Barnes makes 2-pt jump shot from 3 ft (assist by L. Dončić),37,49
212,2,0:41.0,J. Simmons makes 3-pt jump shot from 25 ft,,40,49
213,2,0:29.0,,H. Barnes makes 3-pt jump shot from 25 ft (assist by J. Brunson),40,52
214,2,0:05.0,W. Iwundu misses 2-pt layup from 1 ft,,40,52
215,2,0:03.0,,Defensive rebound by D. Jordan,40,52
216,2,0:00.0,,L. Dončić misses 3-pt jump shot from 48 ft,40,52
217,2,0:00.0,,Offensive rebound by Team,40,52
218,3,11:44.0,Turnover by D. Augustin (traveling),,40,52
219,3,11:28.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by L. Dončić),40,55
220,3,11:14.0,D. Augustin misses 2-pt layup from 2 ft,,40,55
221,3,11:12.0,,Defensive rebound by L. Dončić,40,55
222,3,11:00.0,,W. Matthews misses 2-pt jump shot from 12 ft,40,55
223,3,10:57.0,Defensive rebound by N. Vučević,,40,55
224,3,10:46.0,N. Vučević misses 2-pt jump shot from 15 ft,,40,55
225,3,10:44.0,,Defensive rebound by L. Dončić,40,55
226,3,10:33.0,,J. Brunson misses 2-pt jump shot from 15 ft,40,55
227,3,10:30.0,Defensive rebound by N. Vučević,,40,55
228,3,10:22.0,A. Gordon makes 2-pt jump shot from 19 ft (assist by D. Augustin),,42,55
229,3,10:09.0,,L. Dončić misses 2-pt layup from 3 ft (block by J. Isaac),42,55
230,3,10:07.0,Defensive rebound by N. Vučević,,42,55
231,3,10:05.0,Personal foul by H. Barnes (drawn by A. Gordon),,42,55
232,3,9:56.0,D. Augustin misses 3-pt jump shot from 25 ft,,42,55
233,3,9:54.0,,Defensive rebound by H. Barnes,42,55
234,3,9:36.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by L. Dončić),42,58
235,3,9:18.0,J. Simmons makes 2-pt jump shot from 18 ft,,44,58
236,3,9:05.0,,J. Brunson makes 3-pt jump shot from 23 ft (assist by L. Dončić),44,61
237,3,9:05.0,Orlando full timeout,,44,61
238,3,8:47.0,J. Isaac makes 2-pt dunk from 1 ft,,46,61
239,3,8:23.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by L. Dončić),46,63
240,3,8:03.0,Turnover by J. Isaac (out of bounds lost ball),,46,63
241,3,7:50.0,,H. Barnes misses 2-pt jump shot from 15 ft,46,63
242,3,7:47.0,Defensive rebound by N. Vučević,,46,63
243,3,7:37.0,N. Vučević misses 2-pt jump shot from 4 ft (block by D. Jordan),,46,63
244,3,7:34.0,,Defensive rebound by J. Brunson,46,63
245,3,7:30.0,,J. Brunson misses 3-pt jump shot from 25 ft,46,63
246,3,7:28.0,,Offensive rebound by H. Barnes,46,63
247,3,7:26.0,,H. Barnes misses 2-pt jump shot from 11 ft,46,63
248,3,7:22.0,Defensive rebound by N. Vučević,,46,63
249,3,7:12.0,Violation by Team (kicked ball),,46,63
250,3,7:00.0,,W. Matthews misses 3-pt jump shot from 25 ft,46,63
251,3,6:56.0,Defensive rebound by D. Augustin,,46,63
252,3,6:54.0,Shooting foul by W. Matthews (drawn by J. Simmons),,46,63
253,3,6:54.0,J. Simmons makes free throw 1 of 2,,47,63
254,3,6:54.0,J. Simmons makes free throw 2 of 2,,48,63
255,3,6:34.0,,Shooting foul by N. Vučević (drawn by W. Matthews),48,63
256,3,6:34.0,,W. Matthews misses free throw 1 of 3,48,63
257,3,6:34.0,,Offensive rebound by Team,48,63
258,3,6:34.0,,W. Matthews makes free throw 2 of 3,48,64
259,3,6:34.0,,W. Matthews makes free throw 3 of 3,48,65
260,3,6:18.0,A. Gordon misses 2-pt jump shot from 17 ft,,48,65
261,3,6:14.0,,Defensive rebound by D. Jordan,48,65
262,3,6:07.0,,Turnover by L. Dončić (bad pass; steal by N. Vučević),48,65
263,3,5:54.0,N. Vučević misses 2-pt jump shot from 3 ft,,48,65
264,3,5:52.0,,Defensive rebound by L. Dončić,48,65
265,3,5:44.0,,H. Barnes makes 2-pt jump shot from 1 ft (assist by L. Dončić),48,67
266,3,5:22.0,J. Simmons misses 3-pt jump shot from 25 ft,,48,67
267,3,5:20.0,Offensive rebound by D. Augustin,,48,67
268,3,5:16.0,A. Gordon misses 3-pt jump shot from 26 ft,,48,67
269,3,5:16.0,,Defensive rebound by L. Dončić,48,67
270,3,5:06.0,,W. Matthews misses 3-pt jump shot from 23 ft,48,67
271,3,5:04.0,Defensive rebound by J. Simmons,,48,67
272,3,4:55.0,N. Vučević misses 3-pt jump shot from 26 ft,,48,67
273,3,4:53.0,,Defensive rebound by L. Dončić,48,67
274,3,4:53.0,,Dallas full timeout,48,67
275,3,4:53.0,W. Iwundu enters the game for A. Gordon,,48,67
276,3,4:53.0,T. Ross enters the game for J. Simmons,,48,67
277,3,4:43.0,,H. Barnes makes 3-pt jump shot from 26 ft (assist by W. Matthews),48,70
278,3,4:15.0,N. Vučević misses 2-pt hook shot from 11 ft,,48,70
279,3,4:13.0,,Defensive rebound by L. Dončić,48,70
280,3,4:05.0,,Turnover by L. Dončić (bad pass; steal by T. Ross),48,70
281,3,4:01.0,W. Iwundu misses 2-pt layup from 2 ft,,48,70
282,3,3:58.0,,Defensive rebound by L. Dončić,48,70
283,3,3:48.0,,H. Barnes misses 3-pt jump shot from 25 ft,48,70
284,3,3:45.0,,Offensive rebound by W. Matthews,48,70
285,3,3:43.0,,W. Matthews misses 2-pt jump shot from 8 ft,48,70
286,3,3:41.0,Defensive rebound by N. Vučević,,48,70
287,3,3:29.0,D. Augustin makes 2-pt layup from 4 ft,,50,70
288,3,3:04.0,,L. Dončić misses 3-pt jump shot from 25 ft,50,70
289,3,3:03.0,Defensive rebound by Team,,50,70
290,3,3:03.0,J. Grant enters the game for D. Augustin,,50,70
291,3,3:03.0,,J. Barea enters the game for J. Brunson,50,70
292,3,3:03.0,,D. Finney-Smith enters the game for L. Dončić,50,70
293,3,3:03.0,,D. Harris enters the game for W. Matthews,50,70
294,3,2:48.0,J. Grant misses 2-pt jump shot from 17 ft,,50,70
295,3,2:45.0,,Defensive rebound by D. Jordan,50,70
296,3,2:33.0,,H. Barnes misses 3-pt jump shot from 26 ft,50,70
297,3,2:30.0,Defensive rebound by N. Vučević,,50,70
298,3,2:24.0,J. Grant misses 3-pt jump shot from 26 ft,,50,70
299,3,2:20.0,,Defensive rebound by H. Barnes,50,70
300,3,2:05.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by D. Harris),50,72
301,3,1:45.0,J. Grant makes 3-pt jump shot from 23 ft (assist by N. Vučević),,53,72
302,3,1:45.0,K. Birch enters the game for J. Isaac,,53,72
303,3,1:45.0,A. Gordon enters the game for N. Vučević,,53,72
304,3,1:45.0,,D. Powell enters the game for D. Jordan,53,72
305,3,1:22.0,,D. Harris makes 3-pt jump shot from 26 ft (assist by J. Barea),53,75
306,3,1:05.0,T. Ross misses 3-pt jump shot from 25 ft,,53,75
307,3,1:03.0,,Defensive rebound by D. Finney-Smith,53,75
308,3,0:44.0,,Personal foul by J. Grant (drawn by D. Powell),53,75
309,3,0:36.0,,H. Barnes misses 3-pt jump shot from 25 ft,53,75
310,3,0:33.0,Defensive rebound by A. Gordon,,53,75
311,3,0:22.0,T. Ross misses 2-pt jump shot from 21 ft,,53,75
312,3,0:20.0,,Defensive rebound by Team,53,75
313,3,0:01.0,,J. Barea misses 2-pt jump shot from 12 ft,53,75
314,3,0:01.0,,Offensive rebound by Team,53,75
315,4,11:51.0,,Shooting foul by W. Iwundu (drawn by D. Harris),53,75
316,4,11:51.0,,D. Harris makes free throw 1 of 3,53,76
317,4,11:51.0,,D. Harris makes free throw 2 of 3,53,77
318,4,11:51.0,,D. Harris makes free throw 3 of 3,53,78
319,4,11:38.0,A. Gordon makes 3-pt jump shot from 25 ft (assist by T. Ross),,56,78
320,4,11:11.0,,D. Finney-Smith misses 3-pt jump shot from 27 ft,56,78
321,4,11:06.0,Defensive rebound by K. Birch,,56,78
322,4,11:01.0,A. Gordon misses 3-pt jump shot from 28 ft,,56,78
323,4,10:57.0,,Defensive rebound by D. Powell,56,78
324,4,10:42.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by D. Harris),56,81
325,4,10:14.0,Turnover by Team (shot clock),,56,81
326,4,9:55.0,,J. Barea makes 2-pt jump shot from 21 ft (assist by D. Powell),56,83
327,4,9:40.0,W. Iwundu makes 3-pt jump shot from 23 ft (assist by K. Birch),,59,83
328,4,9:22.0,,Turnover by J. Barea (bad pass),59,83
329,4,9:22.0,,R. Broekhoff enters the game for D. Harris,59,83
330,4,9:09.0,K. Birch misses 2-pt dunk from 1 ft (block by M. Kleber),,59,83
331,4,9:06.0,,Defensive rebound by D. Finney-Smith,59,83
332,4,8:54.0,,J. Barea misses 3-pt jump shot from 25 ft,59,83
333,4,8:51.0,,Offensive rebound by Team,59,83
334,4,8:42.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Barea),59,85
335,4,8:26.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by T. Ross),,62,85
336,4,8:13.0,,J. Barea makes 2-pt jump shot at rim,62,87
337,4,8:12.0,Orlando full timeout,,62,87
338,4,8:12.0,I. Briscoe enters the game for J. Grant,,62,87
339,4,8:12.0,,J. Brunson enters the game for J. Barea,62,87
340,4,7:54.0,A. Gordon misses 3-pt jump shot from 25 ft,,62,87
341,4,7:54.0,Offensive rebound by Team,,62,87
342,4,7:54.0,Personal foul by D. Powell (drawn by K. Birch),,62,87
343,4,7:45.0,A. Gordon misses 2-pt jump shot from 13 ft,,62,87
344,4,7:41.0,,Defensive rebound by D. Finney-Smith,62,87
345,4,7:24.0,,D. Powell makes 2-pt dunk from 1 ft (assist by R. Broekhoff),62,89
346,4,7:06.0,K. Birch makes 2-pt hook shot from 5 ft (assist by I. Briscoe),,64,89
347,4,6:51.0,,D. Powell makes 2-pt layup from 1 ft (assist by J. Brunson),64,91
348,4,6:51.0,,Shooting foul by K. Birch (drawn by D. Powell),64,91
349,4,6:51.0,,S. Mejri enters the game for M. Kleber,64,91
350,4,6:51.0,,D. Powell makes free throw 1 of 1,64,92
351,4,6:35.0,T. Ross makes 2-pt jump shot from 17 ft (assist by A. Gordon),,66,92
352,4,6:21.0,,Turnover by R. Broekhoff (traveling),66,92
353,4,6:10.0,I. Briscoe misses 2-pt jump shot from 20 ft,,66,92
354,4,6:08.0,Offensive rebound by K. Birch,,66,92
355,4,6:08.0,K. Birch misses 2-pt layup from 1 ft,,66,92
356,4,6:07.0,Offensive rebound by Team,,66,92
357,4,6:02.0,T. Ross misses 2-pt jump shot from 18 ft,,66,92
358,4,5:59.0,,Defensive rebound by D. Powell,66,92
359,4,5:51.0,,D. Powell misses 3-pt jump shot from 24 ft,66,92
360,4,5:46.0,Defensive rebound by W. Iwundu,,66,92
361,4,5:41.0,W. Iwundu misses 2-pt jump shot from 18 ft,,66,92
362,4,5:38.0,,Defensive rebound by D. Finney-Smith,66,92
363,4,5:20.0,,Shooting foul by A. Gordon (drawn by D. Finney-Smith),66,92
364,4,5:20.0,,Dallas full timeout,66,92
365,4,5:20.0,M. Frazier enters the game for A. Gordon,,66,92
366,4,5:20.0,J. Martin enters the game for T. Ross,,66,92
367,4,5:20.0,,D. Finney-Smith makes free throw 1 of 2,66,93
368,4,5:20.0,,D. Finney-Smith makes free throw 2 of 2,66,94
369,4,5:02.0,I. Briscoe makes 2-pt jump shot from 17 ft,,68,94
370,4,4:45.0,,D. Powell misses 2-pt layup from 7 ft,68,94
371,4,4:43.0,Defensive rebound by I. Briscoe,,68,94
372,4,4:37.0,K. Birch misses 2-pt jump shot from 18 ft,,68,94
373,4,4:34.0,,Defensive rebound by D. Powell,68,94
374,4,4:25.0,,Turnover by D. Powell (offensive foul),68,94
375,4,4:25.0,,Offensive foul by D. Powell (drawn by M. Frazier),68,94
376,4,4:11.0,Turnover by W. Iwundu (bad pass; steal by R. Broekhoff),,68,94
377,4,4:00.0,,S. Mejri misses 3-pt jump shot from 25 ft,68,94
378,4,3:56.0,Defensive rebound by W. Iwundu,,68,94
379,4,3:40.0,J. Martin makes 3-pt jump shot from 23 ft (assist by W. Iwundu),,71,94
380,4,3:21.0,,D. Powell misses 3-pt jump shot from 25 ft,71,94
381,4,3:19.0,,Offensive rebound by D. Finney-Smith,71,94
382,4,3:13.0,,Shooting foul by M. Frazier (drawn by J. Brunson),71,94
383,4,3:13.0,,J. Brunson makes free throw 1 of 2,71,95
384,4,3:13.0,,J. Brunson misses free throw 2 of 2,71,95
