,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,DENVER_ACTION,GOLDEN STATE_SCORE,DENVER_SCORE
105,2,9:46.0,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),,60,40
106,2,9:45.0,,Denver full timeout,60,40
107,2,9:45.0,,N. Jokić enters the game for W. Barton,60,40
108,2,9:45.0,,J. Murray enters the game for M. Plumlee,60,40
109,2,9:34.0,,Turnover by N. Jokić (lost ball; steal by K. Thompson),60,40
110,2,9:24.0,J. Jerebko makes 3-pt jump shot from 23 ft (assist by A. Iguodala),,63,40
111,2,9:04.0,,Personal foul by K. Thompson (drawn by N. Jokić),63,40
112,2,8:58.0,,N. Jokić makes 2-pt hook shot from 5 ft,63,42
113,2,8:58.0,,Shooting foul by D. Green (drawn by N. Jokić),63,42
114,2,8:58.0,Technical foul by D. Green,,63,42
115,2,8:58.0,,J. Murray makes technical free throw,63,43
116,2,8:58.0,,N. Jokić makes free throw 1 of 1,63,44
117,2,8:41.0,D. Green misses 2-pt jump shot from 17 ft,,63,44
118,2,8:37.0,,Defensive rebound by J. Murray,63,44
119,2,8:29.0,,N. Jokić makes 2-pt layup from 4 ft (assist by J. Murray),63,46
120,2,8:14.0,K. Thompson misses 3-pt jump shot from 25 ft,,63,46
121,2,8:12.0,,Defensive rebound by M. Morris,63,46
122,2,8:01.0,,M. Morris misses 2-pt jump shot from 16 ft,63,46
123,2,7:58.0,Defensive rebound by J. Jerebko,,63,46
124,2,7:51.0,K. Thompson makes 2-pt jump shot from 13 ft (assist by S. Livingston),,65,46
125,2,7:38.0,,Personal foul by A. Iguodala (drawn by N. Jokić),65,46
126,2,7:38.0,Q. Cook enters the game for D. Green,,65,46
127,2,7:38.0,K. Looney enters the game for A. Iguodala,,65,46
128,2,7:38.0,A. McKinnie enters the game for K. Thompson,,65,46
129,2,7:31.0,,J. Murray makes 2-pt jump shot from 13 ft (assist by N. Jokić),65,48
130,2,7:23.0,Golden State full timeout,,65,48
131,2,7:23.0,,T. Craig enters the game for M. Beasley,65,48
132,2,7:23.0,,P. Millsap enters the game for J. Hernangómez,65,48
133,2,7:12.0,S. Livingston makes 2-pt jump shot from 15 ft,,67,48
134,2,6:59.0,,J. Murray misses 2-pt layup from 3 ft,67,48
135,2,6:59.0,,Offensive rebound by N. Jokić,67,48
136,2,6:59.0,,Personal foul by S. Livingston (drawn by N. Jokić),67,48
137,2,6:46.0,,J. Murray misses 2-pt jump shot from 12 ft,67,48
138,2,6:41.0,Defensive rebound by K. Looney,,67,48
139,2,6:31.0,Q. Cook makes 2-pt jump shot from 20 ft (assist by K. Looney),,69,48
140,2,6:04.0,,P. Millsap makes 2-pt layup from 3 ft (assist by J. Murray),69,50
141,2,5:44.0,Q. Cook misses 3-pt jump shot from 24 ft,,69,50
142,2,5:42.0,,Defensive rebound by Team,69,50
143,2,5:42.0,Loose ball foul by A. McKinnie (drawn by N. Jokić),,69,50
144,2,5:42.0,,N. Jokić makes free throw 1 of 2,69,51
145,2,5:42.0,S. Curry enters the game for J. Jerebko,,69,51
146,2,5:42.0,K. Durant enters the game for S. Livingston,,69,51
147,2,5:42.0,,W. Barton enters the game for M. Morris,69,51
148,2,5:42.0,,M. Beasley enters the game for J. Murray,69,51
149,2,5:42.0,,N. Jokić makes free throw 2 of 2,69,52
150,2,5:27.0,S. Curry misses 3-pt jump shot from 22 ft,,69,52
151,2,5:26.0,,Defensive rebound by W. Barton,69,52
152,2,5:06.0,,W. Barton misses 3-pt jump shot from 26 ft,69,52
153,2,5:02.0,Defensive rebound by K. Looney,,69,52
154,2,4:52.0,K. Durant makes 3-pt jump shot from 25 ft (assist by K. Looney),,72,52
155,2,4:25.0,,W. Barton misses 2-pt jump shot from 7 ft (block by A. McKinnie),72,52
156,2,4:25.0,Defensive rebound by Team,,72,52
157,2,4:10.0,Q. Cook misses 3-pt jump shot from 22 ft,,72,52
158,2,4:06.0,,Defensive rebound by W. Barton,72,52
159,2,4:02.0,,M. Beasley misses 3-pt jump shot from 23 ft,72,52
160,2,4:02.0,Defensive rebound by Team,,72,52
161,2,4:02.0,,Loose ball foul by N. Jokić (drawn by K. Looney),72,52
162,2,4:02.0,,M. Plumlee enters the game for N. Jokić,72,52
163,2,3:49.0,S. Curry misses 2-pt layup from 2 ft (block by W. Barton),,72,52
164,2,3:48.0,Offensive rebound by S. Curry,,72,52
165,2,3:48.0,Turnover by S. Curry (bad pass; steal by T. Craig),,72,52
166,2,3:47.0,,Turnover by T. Craig (dbl dribble),72,52
167,2,3:37.0,S. Curry misses 3-pt jump shot from 25 ft,,72,52
168,2,3:33.0,,Defensive rebound by P. Millsap,72,52
169,2,3:26.0,,W. Barton makes 3-pt jump shot from 25 ft (assist by P. Millsap),72,55
170,2,3:12.0,A. McKinnie misses 3-pt jump shot from 22 ft,,72,55
171,2,3:10.0,Offensive rebound by K. Looney,,72,55
172,2,3:10.0,K. Looney misses 2-pt layup from 2 ft,,72,55
173,2,3:09.0,Offensive rebound by K. Looney,,72,55
174,2,3:08.0,K. Looney misses 2-pt layup from 1 ft,,72,55
175,2,3:08.0,Offensive rebound by K. Looney,,72,55
176,2,2:59.0,K. Durant misses 3-pt jump shot from 24 ft,,72,55
177,2,2:57.0,,Defensive rebound by P. Millsap,72,55
178,2,2:46.0,,M. Beasley makes 2-pt layup from 3 ft,72,57
179,2,2:38.0,Golden State full timeout,,72,57
180,2,2:38.0,D. Green enters the game for Q. Cook,,72,57
181,2,2:38.0,A. Iguodala enters the game for A. McKinnie,,72,57
182,2,2:38.0,,J. Murray enters the game for T. Craig,72,57
183,2,2:19.0,K. Durant misses 3-pt jump shot from 26 ft,,72,57
184,2,2:15.0,,Defensive rebound by W. Barton,72,57
185,2,2:11.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by M. Plumlee),72,60
186,2,1:56.0,K. Looney makes 2-pt dunk from 1 ft (assist by D. Green),,74,60
187,2,1:28.0,,P. Millsap misses 3-pt jump shot from 23 ft,74,60
188,2,1:25.0,Defensive rebound by A. Iguodala,,74,60
189,2,1:22.0,Shooting foul by P. Millsap (drawn by D. Green),,74,60
190,2,1:22.0,D. Green makes free throw 1 of 2,,75,60
191,2,1:22.0,D. Green misses free throw 2 of 2,,75,60
192,2,1:20.0,,Defensive rebound by W. Barton,75,60
193,2,0:57.0,,J. Murray misses 2-pt layup from 2 ft,75,60
194,2,0:54.0,,Offensive rebound by W. Barton,75,60
195,2,0:54.0,,W. Barton misses 2-pt dunk from 1 ft,75,60
196,2,0:53.0,Defensive rebound by A. Iguodala,,75,60
197,2,0:53.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by K. Durant),,77,60
198,2,0:31.0,,P. Millsap misses 2-pt layup from 3 ft,77,60
199,2,0:28.0,Defensive rebound by K. Looney,,77,60
200,2,0:11.0,Personal foul by W. Barton (drawn by S. Curry),,77,60
201,2,0:11.0,S. Curry makes free throw 1 of 2,,78,60
202,2,0:11.0,S. Curry makes free throw 2 of 2,,79,60
203,3,11:45.0,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),,82,60
204,3,11:25.0,,N. Jokić misses 2-pt hook shot from 3 ft,82,60
205,3,11:25.0,Defensive rebound by K. Looney,,82,60
206,3,11:13.0,S. Curry misses 2-pt layup from 3 ft,,82,60
207,3,11:10.0,Offensive rebound by K. Looney,,82,60
208,3,11:09.0,S. Curry makes 2-pt layup from 20 ft (assist by K. Looney),,84,60
209,3,11:04.0,,M. Beasley misses 3-pt jump shot from 24 ft,84,60
210,3,11:01.0,Defensive rebound by S. Curry,,84,60
211,3,10:54.0,K. Thompson misses 3-pt jump shot from 27 ft,,84,60
212,3,10:51.0,,Defensive rebound by T. Craig,84,60
213,3,10:45.0,,J. Murray misses 2-pt jump shot from 7 ft,84,60
214,3,10:40.0,Defensive rebound by S. Curry,,84,60
215,3,10:40.0,Turnover by S. Curry (bad pass; steal by T. Craig),,84,60
216,3,10:30.0,,N. Jokić misses 2-pt jump shot from 19 ft,84,60
217,3,10:27.0,Defensive rebound by S. Curry,,84,60
218,3,10:27.0,Offensive foul by D. Green (drawn by J. Murray),,84,60
219,3,10:27.0,Turnover by D. Green (offensive foul),,84,60
220,3,10:09.0,,N. Jokić makes 2-pt layup from 2 ft (assist by J. Murray),84,62
221,3,10:03.0,S. Curry misses 3-pt jump shot from 26 ft,,84,62
222,3,9:57.0,,Defensive rebound by J. Murray,84,62
223,3,9:50.0,,Shooting foul by K. Looney (drawn by N. Jokić),84,62
224,3,9:50.0,,N. Jokić makes free throw 1 of 2,84,63
225,3,9:50.0,,N. Jokić makes free throw 2 of 2,84,64
226,3,9:40.0,Offensive foul by S. Curry (drawn by T. Craig),,84,64
227,3,9:40.0,Turnover by S. Curry (offensive foul),,84,64
228,3,9:18.0,,N. Jokić makes 2-pt hook shot from 5 ft (assist by P. Millsap),84,66
229,3,8:51.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,87,66
230,3,8:33.0,,N. Jokić misses 2-pt jump shot from 13 ft,87,66
231,3,8:29.0,Defensive rebound by D. Green,,87,66
232,3,8:24.0,K. Looney makes 2-pt dunk from 1 ft (assist by K. Thompson),,89,66
233,3,8:24.0,,Denver full timeout,89,66
234,3,8:07.0,,P. Millsap makes 2-pt dunk at rim (assist by N. Jokić),89,68
235,3,7:52.0,Personal foul by J. Murray (drawn by K. Looney),,89,68
236,3,7:39.0,K. Durant makes 2-pt jump shot from 17 ft (assist by D. Green),,91,68
237,3,7:26.0,,M. Beasley makes 3-pt jump shot from 22 ft (assist by N. Jokić),91,71
238,3,7:15.0,Def 3 sec tech foul by Team,,91,71
239,3,7:15.0,S. Curry makes technical free throw,,92,71
240,3,7:06.0,K. Thompson makes 2-pt jump shot from 13 ft,,94,71
241,3,6:46.0,,P. Millsap misses 3-pt jump shot from 24 ft,94,71
242,3,6:42.0,Defensive rebound by K. Looney,,94,71
243,3,6:38.0,Personal foul by P. Millsap (drawn by D. Green),,94,71
244,3,6:24.0,K. Thompson misses 2-pt jump shot from 19 ft,,94,71
245,3,6:21.0,Offensive rebound by K. Thompson,,94,71
246,3,6:20.0,K. Thompson misses 2-pt layup from 2 ft,,94,71
247,3,6:17.0,,Defensive rebound by N. Jokić,94,71
248,3,6:06.0,,T. Craig makes 2-pt dunk at rim (assist by N. Jokić),94,73
249,3,5:47.0,K. Durant misses 2-pt jump shot from 8 ft,,94,73
250,3,5:44.0,,Defensive rebound by N. Jokić,94,73
251,3,5:40.0,,Personal foul by S. Curry (drawn by J. Murray),94,73
252,3,5:40.0,A. Iguodala enters the game for D. Green,,94,73
253,3,5:40.0,,W. Barton enters the game for T. Craig,94,73
254,3,5:40.0,,M. Plumlee enters the game for P. Millsap,94,73
255,3,5:30.0,,Personal foul by K. Durant (drawn by J. Murray),94,73
256,3,5:19.0,,Turnover by M. Plumlee (lost ball),94,73
257,3,5:11.0,S. Curry misses 2-pt jump shot from 9 ft (block by J. Murray),,94,73
258,3,5:11.0,,Defensive rebound by N. Jokić,94,73
259,3,5:05.0,,Personal foul by K. Looney (drawn by N. Jokić),94,73
260,3,4:57.0,,Turnover by N. Jokić (bad pass; steal by K. Thompson),94,73
261,3,4:53.0,K. Thompson makes 2-pt dunk from 1 ft,,96,73
262,3,4:36.0,,N. Jokić makes 2-pt layup from 1 ft,96,75
263,3,4:17.0,K. Thompson misses 2-pt jump shot from 20 ft,,96,75
264,3,4:14.0,,Defensive rebound by M. Plumlee,96,75
265,3,4:12.0,,M. Plumlee makes 2-pt layup from 2 ft (assist by N. Jokić),96,77
266,3,4:12.0,,Shooting foul by K. Durant (drawn by M. Plumlee),96,77
267,3,4:12.0,Golden State full timeout,,96,77
268,3,4:12.0,D. Green enters the game for K. Looney,,96,77
269,3,4:12.0,A. McKinnie enters the game for K. Thompson,,96,77
270,3,4:12.0,,J. Hernangómez enters the game for M. Beasley,96,77
271,3,4:12.0,,M. Plumlee makes free throw 1 of 1,96,78
272,3,3:54.0,K. Durant makes 2-pt jump shot from 17 ft,,98,78
273,3,3:34.0,,J. Murray misses 2-pt layup from 2 ft (block by K. Durant),98,78
274,3,3:31.0,Defensive rebound by K. Durant,,98,78
275,3,3:22.0,S. Curry makes 3-pt jump shot from 24 ft (assist by D. Green),,101,78
276,3,3:21.0,,Denver full timeout,101,78
277,3,3:21.0,,M. Morris enters the game for J. Murray,101,78
278,3,3:11.0,,N. Jokić misses 3-pt jump shot from 24 ft,101,78
279,3,3:08.0,Defensive rebound by A. Iguodala,,101,78
280,3,3:00.0,S. Curry makes 2-pt jump shot from 19 ft,,103,78
281,3,2:39.0,,M. Morris misses 3-pt jump shot from 24 ft,103,78
282,3,2:36.0,Defensive rebound by S. Curry,,103,78
283,3,2:27.0,S. Curry makes 3-pt jump shot from 31 ft (assist by D. Green),,106,78
284,3,2:12.0,,W. Barton makes 3-pt jump shot from 22 ft (assist by M. Plumlee),106,81
285,3,1:52.0,K. Durant makes 3-pt jump shot from 27 ft,,109,81
286,3,1:39.0,,W. Barton misses 3-pt jump shot from 27 ft,109,81
287,3,1:35.0,Defensive rebound by K. Durant,,109,81
288,3,1:30.0,K. Durant misses 2-pt layup from 3 ft,,109,81
289,3,1:27.0,Offensive rebound by A. Iguodala,,109,81
290,3,1:17.0,S. Curry makes 3-pt jump shot from 30 ft,,112,81
291,3,1:02.0,,M. Plumlee makes 2-pt hook shot from 4 ft (assist by J. Hernangómez),112,83
292,3,1:02.0,,Shooting foul by A. Iguodala (drawn by M. Plumlee),112,83
293,3,1:02.0,,J. Murray enters the game for N. Jokić,112,83
294,3,1:02.0,,M. Plumlee misses free throw 1 of 1,112,83
295,3,1:00.0,Defensive rebound by D. Green,,112,83
296,3,0:48.0,Turnover by K. Durant (bad pass),,112,83
297,3,0:25.0,,W. Barton misses 3-pt jump shot from 25 ft,112,83
298,3,0:21.0,Defensive rebound by K. Durant,,112,83
299,3,0:04.0,Personal take foul by M. Plumlee (drawn by K. Durant),,112,83
300,3,0:04.0,,T. Craig enters the game for J. Murray,112,83
301,3,0:03.0,D. Green misses 2-pt layup from 1 ft,,112,83
302,3,0:01.0,,Defensive rebound by M. Plumlee,112,83
303,3,0:00.0,,M. Plumlee misses 3-pt jump shot from 33 ft,112,83
304,3,0:00.0,,Offensive rebound by Team,112,83
305,4,11:49.0,,M. Plumlee makes 2-pt dunk from 1 ft (assist by W. Barton),112,85
306,4,11:33.0,Turnover by K. Thompson (bad pass; steal by M. Plumlee),,112,85
307,4,11:25.0,,M. Morris misses 2-pt jump shot from 19 ft,112,85
308,4,11:16.0,Defensive rebound by A. Iguodala,,112,85
309,4,11:04.0,S. Livingston misses 2-pt jump shot from 10 ft,,112,85
310,4,11:00.0,,Defensive rebound by J. Murray,112,85
311,4,10:49.0,,J. Hernangómez makes 2-pt hook shot from 1 ft (assist by M. Plumlee),112,87
312,4,10:33.0,D. Green makes 3-pt jump shot from 26 ft (assist by S. Livingston),,115,87
313,4,10:07.0,,Turnover by W. Barton (lost ball; steal by A. Iguodala),115,87
314,4,9:58.0,K. Thompson makes 2-pt layup from 3 ft (assist by J. Jerebko),,117,87
315,4,9:49.0,,M. Morris misses 2-pt jump shot from 12 ft,117,87
316,4,9:47.0,,Offensive rebound by W. Barton,117,87
317,4,9:47.0,,Shooting foul by A. Iguodala (drawn by W. Barton),117,87
318,4,9:47.0,,W. Barton makes free throw 1 of 2,117,88
319,4,9:47.0,,W. Barton makes free throw 2 of 2,117,89
320,4,9:33.0,J. Jerebko makes 2-pt jump shot from 5 ft (assist by D. Green),,119,89
321,4,9:33.0,Shooting foul by W. Barton (drawn by J. Jerebko),,119,89
322,4,9:33.0,,M. Beasley enters the game for W. Barton,119,89
323,4,9:33.0,J. Jerebko misses free throw 1 of 1,,119,89
324,4,9:31.0,,Defensive rebound by M. Plumlee,119,89
325,4,9:19.0,,M. Plumlee misses 2-pt jump shot from 13 ft,119,89
326,4,9:17.0,Defensive rebound by J. Jerebko,,119,89
327,4,9:09.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),,121,89
328,4,9:09.0,,Denver full timeout,121,89
329,4,9:09.0,,B. Goodwin enters the game for J. Hernangómez,121,89
330,4,9:09.0,,T. Lydon enters the game for J. Murray,121,89
331,4,9:09.0,,T. Lyles enters the game for M. Plumlee,121,89
332,4,9:01.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by T. Lyles),121,92
333,4,8:42.0,S. Livingston makes 2-pt jump shot from 14 ft,,123,92
334,4,8:39.0,,Personal foul by D. Green (drawn by B. Goodwin),123,92
335,4,8:39.0,J. Bell enters the game for D. Green,,123,92
336,4,8:39.0,Q. Cook enters the game for A. Iguodala,,123,92
337,4,8:39.0,A. McKinnie enters the game for S. Livingston,,123,92
338,4,8:26.0,,M. Morris misses 2-pt jump shot from 13 ft,123,92
339,4,8:22.0,Defensive rebound by J. Bell,,123,92
340,4,8:09.0,K. Thompson makes 2-pt dunk from 1 ft (assist by J. Jerebko),,125,92
341,4,8:02.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by B. Goodwin),125,95
342,4,7:39.0,A. McKinnie misses 3-pt jump shot from 22 ft,,125,95
343,4,7:36.0,,Defensive rebound by T. Lydon,125,95
344,4,7:33.0,,Turnover by T. Lydon (bad pass; steal by K. Thompson),125,95
345,4,7:27.0,K. Thompson makes 2-pt dunk from 1 ft,,127,95
346,4,7:26.0,,Personal take foul by Q. Cook (drawn by M. Morris),127,95
347,4,7:26.0,J. Evans enters the game for K. Thompson,,127,95
348,4,7:26.0,,T. Welsh enters the game for M. Morris,127,95
349,4,7:17.0,,B. Goodwin misses 2-pt jump shot from 14 ft,127,95
350,4,7:13.0,Defensive rebound by Team,,127,95
351,4,7:00.0,Q. Cook makes 2-pt jump shot from 8 ft,,129,95
352,4,6:46.0,,T. Lyles misses 2-pt jump shot from 6 ft,129,95
353,4,6:44.0,Defensive rebound by A. McKinnie,,129,95
354,4,6:34.0,J. Bell misses 2-pt jump shot from 19 ft,,129,95
355,4,6:32.0,Offensive rebound by Q. Cook,,129,95
356,4,6:29.0,Q. Cook makes 2-pt layup from 2 ft,,131,95
357,4,6:28.0,,Denver full timeout,131,95
358,4,6:15.0,,M. Beasley makes 3-pt jump shot from 25 ft (assist by T. Lyles),131,98
359,4,5:57.0,Personal foul by T. Welsh (drawn by J. Bell),,131,98
360,4,5:47.0,J. Evans misses 2-pt jump shot from 20 ft,,131,98
361,4,5:39.0,Offensive rebound by A. McKinnie,,131,98
362,4,5:37.0,J. Jerebko misses 3-pt jump shot from 25 ft,,131,98
363,4,5:35.0,,Defensive rebound by T. Lyles,131,98
364,4,5:19.0,,B. Goodwin misses 2-pt jump shot from 20 ft,131,98
365,4,5:15.0,,Offensive rebound by T. Lyles,131,98
366,4,5:11.0,,T. Lyles makes 2-pt layup from 2 ft,131,100
367,4,5:03.0,Turnover by Q. Cook (traveling),,131,100
368,4,4:39.0,,B. Goodwin misses 2-pt layup from 3 ft,131,100
369,4,4:37.0,Defensive rebound by J. Jerebko,,131,100
370,4,4:30.0,J. Bell makes 2-pt jump shot from 17 ft (assist by Q. Cook),,133,100
371,4,4:19.0,,T. Lydon misses 3-pt jump shot from 25 ft,133,100
372,4,4:17.0,Defensive rebound by Q. Cook,,133,100
373,4,4:08.0,Q. Cook makes 2-pt jump shot from 12 ft,,135,100
374,4,3:50.0,,T. Lyles misses 3-pt jump shot from 25 ft,135,100
375,4,3:46.0,Defensive rebound by J. Evans,,135,100
376,4,3:38.0,Q. Cook makes 3-pt jump shot from 26 ft (assist by J. Evans),,138,100
377,4,3:24.0,,M. Beasley misses 2-pt layup from 2 ft,138,100
378,4,3:21.0,Defensive rebound by Q. Cook,,138,100
