,QUARTER,TIME_REMAINING,HOUSTON_ACTION,CLEVELAND_ACTION,HOUSTON_SCORE,CLEVELAND_SCORE
392,4,5:57.0,Defensive rebound by P. Tucker,,96,106
393,4,5:44.0,Turnover by P. Tucker (bad pass; steal by T. Thompson),,96,106
394,4,5:43.0,,Turnover by A. Harrison (traveling),96,106
395,4,5:38.0,E. Gordon makes 3-pt jump shot from 30 ft (assist by J. Harden),,99,106
396,4,5:37.0,,Cleveland full timeout,99,106
397,4,5:37.0,,R. Hood enters the game for A. Harrison,99,106
398,4,5:37.0,,C. Sexton enters the game for K. Korver,99,106
399,4,5:16.0,,D. Nwaba misses 2-pt layup from 2 ft,99,106
400,4,5:16.0,Defensive rebound by Team,,99,106
401,4,5:16.0,,Loose ball foul by T. Thompson (drawn by P. Tucker),99,106
402,4,4:52.0,J. Harden misses 3-pt jump shot from 25 ft,,99,106
403,4,4:52.0,Offensive rebound by Team,,99,106
404,4,4:52.0,,Loose ball foul by D. Nwaba (drawn by C. Capela),99,106
405,4,4:52.0,Technical foul by J. Posey,,99,106
406,4,4:52.0,J. Harden makes technical free throw,,100,106
407,4,4:52.0,C. Capela makes free throw 1 of 2,,101,106
408,4,4:52.0,C. Capela makes free throw 2 of 2,,102,106
409,4,4:37.0,,J. Clarkson makes 2-pt jump shot from 17 ft,102,108
410,4,4:18.0,J. Harden misses 3-pt jump shot from 25 ft,,102,108
411,4,4:15.0,,Defensive rebound by C. Sexton,102,108
412,4,4:08.0,,C. Sexton makes 2-pt jump shot from 20 ft,102,110
413,4,3:50.0,C. Capela makes 2-pt dunk at rim (assist by J. Harden),,104,110
414,4,3:23.0,,J. Clarkson makes 2-pt jump shot from 12 ft,104,112
415,4,3:21.0,Houston full timeout,,104,112
416,4,3:21.0,J. Ennis enters the game for G. Clark,,104,112
417,4,3:10.0,E. Gordon misses 3-pt jump shot from 28 ft,,104,112
418,4,3:07.0,,Defensive rebound by T. Thompson,104,112
419,4,2:47.0,,R. Hood makes 3-pt jump shot from 25 ft (assist by T. Thompson),104,115
420,4,2:23.0,J. Harden makes 2-pt jump shot from 10 ft,,106,115
421,4,2:00.0,,D. Nwaba misses 3-pt jump shot from 25 ft,106,115
422,4,1:57.0,Defensive rebound by E. Gordon,,106,115
423,4,1:46.0,Offensive foul by P. Tucker (drawn by D. Nwaba),,106,115
424,4,1:46.0,Turnover by P. Tucker (offensive foul),,106,115
425,4,1:23.0,,C. Sexton misses 2-pt layup from 3 ft (block by C. Capela),106,115
426,4,1:20.0,Defensive rebound by P. Tucker,,106,115
427,4,1:18.0,E. Gordon misses 3-pt jump shot from 27 ft,,106,115
428,4,1:16.0,,Defensive rebound by T. Thompson,106,115
429,4,0:58.0,,Shooting foul by J. Harden (drawn by J. Clarkson),106,115
430,4,0:58.0,,J. Clarkson makes free throw 1 of 2,106,116
431,4,0:58.0,,J. Clarkson makes free throw 2 of 2,106,117
432,4,0:50.0,J. Harden makes 2-pt layup from 1 ft,,108,117
433,4,0:26.0,,C. Sexton misses 2-pt jump shot from 21 ft,108,117
434,4,0:24.0,Defensive rebound by P. Tucker,,108,117
435,4,0:19.0,J. Harden misses 3-pt jump shot from 27 ft,,108,117
436,4,0:19.0,,Defensive rebound by C. Sexton,108,117
