,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,BROOKLYN_ACTION,MINNESOTA_SCORE,BROOKLYN_SCORE
69,1,3:20.0,D. Šarić enters the game for J. Teague,,16,17
70,1,3:20.0,,S. Napier enters the game for D. Russell,16,17
71,1,3:20.0,,R. Hollis-Jefferson makes free throw 2 of 2,16,18
72,1,3:03.0,D. Rose makes 2-pt jump shot from 13 ft,,18,18
73,1,2:42.0,,D. Carroll misses 2-pt jump shot from 6 ft (block by G. Dieng),18,18
74,1,2:39.0,Defensive rebound by T. Jones,,18,18
75,1,2:36.0,D. Šarić misses 3-pt jump shot from 25 ft,,18,18
76,1,2:31.0,,Defensive rebound by D. Carroll,18,18
77,1,2:27.0,,D. Carroll misses 2-pt layup from 4 ft,18,18
78,1,2:26.0,,Offensive rebound by Team,18,18
79,1,2:13.0,,Turnover by S. Dinwiddie (bad pass),18,18
80,1,1:58.0,A. Wiggins misses 2-pt jump shot from 15 ft,,18,18
81,1,1:54.0,,Defensive rebound by D. Carroll,18,18
82,1,1:50.0,,R. Hollis-Jefferson misses 2-pt layup from 4 ft,18,18
83,1,1:48.0,Defensive rebound by G. Dieng,,18,18
84,1,1:41.0,G. Dieng misses 2-pt jump shot from 13 ft,,18,18
85,1,1:39.0,,Defensive rebound by Team,18,18
86,1,1:21.0,,S. Napier makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),18,21
87,1,0:59.0,A. Wiggins makes 2-pt layup from 4 ft,,20,21
88,1,0:47.0,,S. Napier makes 2-pt jump shot from 5 ft (assist by D. Carroll),20,23
89,1,0:47.0,,Shooting foul by T. Jones (drawn by S. Napier),20,23
90,1,0:47.0,,S. Napier makes free throw 1 of 1,20,24
91,1,0:40.0,Shooting foul by S. Napier (drawn by T. Jones),,20,24
92,1,0:40.0,T. Jones misses free throw 1 of 2,,20,24
93,1,0:40.0,Offensive rebound by Team,,20,24
94,1,0:40.0,T. Jones misses free throw 2 of 2,,20,24
95,1,0:36.0,,Defensive rebound by R. Hollis-Jefferson,20,24
96,1,0:28.0,,S. Dinwiddie misses 3-pt jump shot from 27 ft,20,24
97,1,0:26.0,,Offensive rebound by D. Carroll,20,24
98,1,0:26.0,,D. Carroll makes 2-pt layup from 3 ft,20,26
99,1,0:07.0,D. Rose misses 2-pt hook shot from 5 ft,,20,26
100,1,0:07.0,,Defensive rebound by D. Carroll,20,26
101,1,0:02.0,,Turnover by D. Carroll (lost ball; steal by G. Dieng),20,26
102,1,0:01.0,G. Dieng makes 2-pt layup from 2 ft,,22,26
103,1,0:00.0,,S. Dinwiddie misses 3-pt jump shot from 44 ft,22,26
104,1,0:00.0,,Offensive rebound by Team,22,26
105,2,11:46.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Russell),22,28
106,2,11:30.0,D. Rose makes 3-pt jump shot from 25 ft (assist by T. Jones),,25,28
107,2,11:14.0,,Turnover by D. Russell (bad pass; steal by T. Jones),25,28
108,2,11:03.0,Personal foul by D. Carroll (drawn by D. Šarić),,25,28
109,2,10:53.0,T. Jones makes 3-pt jump shot from 26 ft,,28,28
110,2,10:30.0,,Turnover by S. Napier (bad pass; steal by R. Covington),28,28
111,2,10:24.0,R. Covington makes 3-pt jump shot from 30 ft (assist by T. Jones),,31,28
112,2,10:01.0,,S. Napier makes 3-pt jump shot from 26 ft,31,31
113,2,9:40.0,D. Rose misses 2-pt jump shot from 7 ft,,31,31
114,2,9:36.0,,Defensive rebound by R. Hollis-Jefferson,31,31
115,2,9:19.0,,S. Napier misses 3-pt jump shot from 27 ft,31,31
116,2,9:15.0,,Offensive rebound by E. Davis,31,31
117,2,9:15.0,,J. Dudley enters the game for R. Hollis-Jefferson,31,31
118,2,9:02.0,,Turnover by E. Davis (lost ball; steal by R. Covington),31,31
119,2,8:54.0,G. Dieng misses 2-pt layup from 7 ft (block by S. Napier),,31,31
120,2,8:49.0,,Defensive rebound by S. Napier,31,31
121,2,8:38.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by D. Russell),31,34
122,2,8:22.0,G. Dieng misses 2-pt jump shot from 18 ft,,31,34
123,2,8:19.0,,Defensive rebound by S. Napier,31,34
124,2,8:11.0,,Shooting foul by D. Rose (drawn by D. Carroll),31,34
125,2,8:11.0,,D. Carroll makes free throw 1 of 2,31,35
126,2,8:11.0,K. Towns enters the game for G. Dieng,,31,35
127,2,8:11.0,,D. Carroll makes free throw 2 of 2,31,36
128,2,7:58.0,T. Jones misses 2-pt layup from 3 ft,,31,36
129,2,7:56.0,,Defensive rebound by S. Napier,31,36
130,2,7:49.0,,Turnover by D. Russell (lost ball; steal by R. Covington),31,36
131,2,7:46.0,D. Šarić makes 2-pt layup from 1 ft (assist by T. Jones),,33,36
132,2,7:46.0,Shooting foul by E. Davis (drawn by D. Šarić),,33,36
133,2,7:46.0,,Brooklyn full timeout,33,36
134,2,7:46.0,,A. Crabbe enters the game for D. Carroll,33,36
135,2,7:46.0,,S. Dinwiddie enters the game for S. Napier,33,36
136,2,7:46.0,,J. Harris enters the game for D. Russell,33,36
137,2,7:46.0,D. Šarić makes free throw 1 of 1,,34,36
138,2,7:31.0,,A. Crabbe misses 3-pt jump shot from 25 ft,34,36
139,2,7:26.0,Defensive rebound by D. Šarić,,34,36
140,2,7:18.0,D. Rose misses 2-pt jump shot from 16 ft,,34,36
141,2,7:17.0,,Defensive rebound by S. Dinwiddie,34,36
142,2,6:58.0,,S. Dinwiddie makes 2-pt layup from 3 ft,34,38
143,2,6:48.0,Personal foul by E. Davis (drawn by K. Towns),,34,38
144,2,6:48.0,,J. Allen enters the game for E. Davis,34,38
145,2,6:37.0,K. Towns misses 2-pt jump shot from 4 ft,,34,38
146,2,6:35.0,Offensive rebound by K. Towns,,34,38
147,2,6:32.0,R. Covington misses 2-pt jump shot from 14 ft,,34,38
148,2,6:26.0,,Defensive rebound by J. Harris,34,38
149,2,6:22.0,,J. Harris misses 3-pt jump shot from 27 ft,34,38
150,2,6:20.0,Defensive rebound by Team,,34,38
151,2,6:11.0,Offensive foul by K. Towns (drawn by S. Dinwiddie),,34,38
152,2,6:11.0,Turnover by K. Towns (offensive foul),,34,38
153,2,6:11.0,G. Dieng enters the game for K. Towns,,34,38
154,2,5:58.0,,J. Allen misses 3-pt jump shot from 22 ft,34,38
155,2,5:56.0,Defensive rebound by D. Rose,,34,38
156,2,5:52.0,D. Rose makes 2-pt layup from 2 ft,,36,38
157,2,5:23.0,,J. Allen makes 2-pt jump shot from 3 ft (assist by J. Harris),36,40
158,2,5:05.0,G. Dieng makes 3-pt jump shot from 23 ft (assist by D. Šarić),,39,40
159,2,4:56.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),39,43
160,2,4:46.0,T. Jones misses 3-pt jump shot from 25 ft,,39,43
161,2,4:46.0,Offensive rebound by Team,,39,43
162,2,4:46.0,,Loose ball foul by J. Dudley (drawn by D. Šarić),39,43
163,2,4:46.0,T. Gibson enters the game for T. Jones,,39,43
164,2,4:46.0,J. Teague enters the game for D. Rose,,39,43
165,2,4:46.0,A. Wiggins enters the game for D. Šarić,,39,43
166,2,4:46.0,,D. Carroll enters the game for J. Dudley,39,43
167,2,4:36.0,R. Covington misses 2-pt layup from 3 ft,,39,43
168,2,4:31.0,,Defensive rebound by D. Carroll,39,43
169,2,4:29.0,,A. Crabbe makes 2-pt layup from 3 ft (assist by S. Dinwiddie),39,45
170,2,4:10.0,A. Wiggins misses 2-pt jump shot from 8 ft,,39,45
171,2,4:07.0,Offensive rebound by A. Wiggins,,39,45
172,2,4:07.0,T. Gibson makes 2-pt layup from 4 ft (assist by A. Wiggins),,41,45
173,2,4:07.0,Shooting foul by J. Allen (drawn by T. Gibson),,41,45
174,2,4:07.0,T. Gibson makes free throw 1 of 1,,42,45
175,2,3:54.0,,J. Harris misses 2-pt layup from 5 ft (block by G. Dieng),42,45
176,2,3:51.0,,Offensive rebound by J. Harris,42,45
177,2,3:47.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,42,45
178,2,3:45.0,Defensive rebound by R. Covington,,42,45
179,2,3:33.0,G. Dieng misses 3-pt jump shot from 23 ft,,42,45
180,2,3:28.0,,Defensive rebound by A. Crabbe,42,45
181,2,3:24.0,,S. Dinwiddie makes 2-pt layup from 2 ft,42,47
182,2,3:24.0,Violation by Team (def goaltending),,42,47
183,2,3:12.0,A. Wiggins misses 2-pt layup from 4 ft,,42,47
184,2,3:12.0,Offensive rebound by G. Dieng,,42,47
185,2,3:12.0,,Loose ball foul by D. Carroll (drawn by G. Dieng),42,47
186,2,3:12.0,G. Dieng makes free throw 1 of 2,,43,47
187,2,3:12.0,G. Dieng makes free throw 2 of 2,,44,47
188,2,2:58.0,,J. Harris misses 3-pt jump shot from 24 ft,44,47
189,2,2:54.0,Defensive rebound by G. Dieng,,44,47
190,2,2:46.0,Shooting foul by J. Harris (drawn by J. Teague),,44,47
191,2,2:46.0,Minnesota full timeout,,44,47
192,2,2:46.0,J. Teague makes free throw 1 of 2,,45,47
193,2,2:46.0,J. Teague makes free throw 2 of 2,,46,47
194,2,2:35.0,,Personal foul by T. Gibson (drawn by J. Allen),46,47
195,2,2:29.0,,A. Crabbe misses 3-pt jump shot from 26 ft,46,47
196,2,2:26.0,Defensive rebound by T. Gibson,,46,47
197,2,2:21.0,J. Teague misses 3-pt jump shot from 27 ft,,46,47
198,2,2:18.0,,Defensive rebound by D. Carroll,46,47
199,2,2:11.0,,S. Dinwiddie misses 2-pt layup from 5 ft,46,47
200,2,2:11.0,,Offensive rebound by Team,46,47
201,2,2:06.0,,Personal foul by A. Wiggins (drawn by J. Allen),46,47
202,2,1:55.0,,S. Dinwiddie misses 2-pt jump shot from 5 ft,46,47
203,2,1:53.0,Defensive rebound by R. Covington,,46,47
204,2,1:46.0,G. Dieng makes 2-pt jump shot from 15 ft,,48,47
205,2,1:17.0,,Turnover by D. Carroll (lost ball; steal by A. Wiggins),48,47
206,2,1:11.0,J. Teague makes 2-pt layup from 4 ft,,50,47
207,2,0:56.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),50,49
208,2,0:48.0,Shooting foul by S. Dinwiddie (drawn by J. Teague),,50,49
209,2,0:48.0,J. Teague makes free throw 1 of 2,,51,49
210,2,0:48.0,J. Teague makes free throw 2 of 2,,52,49
211,2,0:36.0,,D. Carroll misses 3-pt jump shot from 23 ft,52,49
212,2,0:32.0,,Offensive rebound by S. Dinwiddie,52,49
213,2,0:29.0,,J. Allen misses 3-pt jump shot from 23 ft,52,49
214,2,0:25.0,Defensive rebound by T. Gibson,,52,49
215,2,0:06.0,A. Wiggins misses 2-pt jump shot from 19 ft,,52,49
216,2,0:03.0,Offensive rebound by T. Gibson,,52,49
217,2,0:03.0,T. Gibson makes 2-pt layup at rim,,54,49
218,2,0:00.0,,J. Harris misses 3-pt jump shot from 29 ft (block by T. Gibson),54,49
219,2,0:00.0,,Offensive rebound by Team,54,49
220,3,11:43.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by J. Allen),54,52
221,3,11:18.0,J. Teague makes 2-pt jump shot from 18 ft,,56,52
222,3,11:07.0,,J. Harris makes 3-pt jump shot from 27 ft (assist by A. Crabbe),56,55
223,3,10:49.0,R. Covington misses 3-pt jump shot from 24 ft,,56,55
224,3,10:46.0,Offensive rebound by R. Covington,,56,55
225,3,10:42.0,K. Towns makes 2-pt layup from 2 ft (assist by R. Covington),,58,55
226,3,10:18.0,,Personal foul by R. Covington (drawn by J. Harris),58,55
227,3,10:03.0,,J. Harris misses 3-pt jump shot from 26 ft,58,55
228,3,10:01.0,Defensive rebound by R. Covington,,58,55
229,3,9:54.0,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Teague),,61,55
230,3,9:36.0,,J. Dudley makes 2-pt layup from 4 ft (assist by D. Russell),61,57
231,3,9:36.0,,Shooting foul by T. Gibson (drawn by J. Dudley),61,57
232,3,9:36.0,,J. Dudley misses free throw 1 of 1,61,57
233,3,9:36.0,Defensive rebound by T. Gibson,,61,57
234,3,9:27.0,K. Towns misses 3-pt jump shot from 27 ft,,61,57
235,3,9:23.0,,Defensive rebound by J. Dudley,61,57
236,3,9:15.0,,Offensive foul by J. Allen (drawn by J. Teague),61,57
237,3,9:15.0,,Turnover by J. Allen (offensive foul),61,57
238,3,8:59.0,Turnover by K. Towns (3 sec),,61,57
239,3,8:51.0,,A. Crabbe misses 3-pt jump shot from 26 ft,61,57
240,3,8:48.0,,Offensive rebound by Team,61,57
241,3,8:34.0,,Turnover by J. Dudley (bad pass; steal by T. Gibson),61,57
242,3,8:27.0,Personal foul by J. Allen (drawn by K. Towns),,61,57
243,3,8:27.0,,E. Davis enters the game for J. Allen,61,57
244,3,8:15.0,J. Teague makes 2-pt jump shot from 13 ft,,63,57
245,3,8:02.0,,Shooting foul by A. Wiggins (drawn by J. Harris),63,57
246,3,8:02.0,,J. Harris makes free throw 1 of 2,63,58
247,3,8:02.0,,J. Harris makes free throw 2 of 2,63,59
248,3,7:50.0,K. Towns makes 2-pt jump shot from 5 ft (assist by A. Wiggins),,65,59
249,3,7:37.0,,Turnover by D. Russell (lost ball; steal by K. Towns),65,59
250,3,7:32.0,A. Wiggins misses 3-pt jump shot from 25 ft,,65,59
251,3,7:28.0,Offensive rebound by K. Towns,,65,59
252,3,7:27.0,K. Towns makes 2-pt jump shot from 3 ft,,67,59
253,3,7:27.0,,Brooklyn full timeout,67,59
254,3,7:27.0,,R. Hollis-Jefferson enters the game for J. Dudley,67,59
255,3,7:13.0,,D. Russell misses 2-pt jump shot from 13 ft,67,59
256,3,7:09.0,Defensive rebound by T. Gibson,,67,59
257,3,7:06.0,Personal foul by D. Russell (drawn by K. Towns),,67,59
258,3,6:58.0,Personal foul by A. Crabbe (drawn by T. Gibson),,67,59
259,3,6:52.0,A. Wiggins misses 3-pt jump shot from 27 ft,,67,59
260,3,6:48.0,Offensive rebound by K. Towns,,67,59
261,3,6:48.0,Shooting foul by E. Davis (drawn by K. Towns),,67,59
262,3,6:48.0,K. Towns makes free throw 1 of 2,,68,59
263,3,6:48.0,K. Towns makes free throw 2 of 2,,69,59
264,3,6:31.0,,A. Crabbe misses 3-pt jump shot from 27 ft,69,59
265,3,6:28.0,,Offensive rebound by E. Davis,69,59
266,3,6:21.0,,E. Davis misses 2-pt jump shot from 4 ft,69,59
267,3,6:18.0,Defensive rebound by T. Gibson,,69,59
268,3,6:02.0,K. Towns misses 2-pt hook shot from 8 ft,,69,59
269,3,6:01.0,,Defensive rebound by E. Davis,69,59
270,3,5:53.0,,D. Russell misses 3-pt jump shot from 26 ft,69,59
271,3,5:53.0,Defensive rebound by Team,,69,59
272,3,5:53.0,,S. Dinwiddie enters the game for E. Davis,69,59
273,3,5:53.0,,K. Faried enters the game for D. Russell,69,59
274,3,5:39.0,K. Towns misses 2-pt hook shot from 5 ft,,69,59
275,3,5:35.0,,Defensive rebound by K. Faried,69,59
276,3,5:25.0,,R. Hollis-Jefferson makes 2-pt layup from 5 ft (assist by S. Dinwiddie),69,61
277,3,5:09.0,T. Gibson makes 2-pt jump shot from 6 ft (assist by J. Teague),,71,61
278,3,4:55.0,,R. Hollis-Jefferson misses 2-pt layup from 7 ft,71,61
279,3,4:53.0,Defensive rebound by K. Towns,,71,61
280,3,4:49.0,A. Wiggins misses 3-pt jump shot from 24 ft,,71,61
281,3,4:45.0,,Defensive rebound by R. Hollis-Jefferson,71,61
282,3,4:33.0,,S. Dinwiddie makes 2-pt layup from 2 ft,71,63
283,3,4:26.0,Shooting foul by K. Faried (drawn by T. Gibson),,71,63
284,3,4:26.0,T. Gibson makes free throw 1 of 2,,72,63
285,3,4:26.0,D. Rose enters the game for R. Covington,,72,63
286,3,4:26.0,,D. Carroll enters the game for A. Crabbe,72,63
287,3,4:26.0,T. Gibson makes free throw 2 of 2,,73,63
288,3,4:15.0,,R. Hollis-Jefferson misses 2-pt jump shot from 11 ft,73,63
289,3,4:12.0,Defensive rebound by K. Towns,,73,63
290,3,4:03.0,Turnover by J. Teague (step out of bounds),,73,63
291,3,4:03.0,,S. Napier enters the game for J. Harris,73,63
292,3,3:45.0,,Turnover by S. Dinwiddie (bad pass; steal by T. Gibson),73,63
293,3,3:39.0,J. Teague makes 3-pt jump shot from 27 ft (assist by D. Rose),,76,63
294,3,3:38.0,,Brooklyn full timeout,76,63
295,3,3:25.0,,D. Carroll misses 2-pt jump shot from 10 ft,76,63
296,3,3:23.0,Defensive rebound by T. Gibson,,76,63
297,3,3:11.0,D. Rose misses 2-pt jump shot from 6 ft (block by K. Faried),,76,63
298,3,3:08.0,Offensive rebound by K. Towns,,76,63
299,3,3:08.0,K. Towns makes 2-pt layup from 3 ft,,78,63
300,3,2:53.0,,S. Dinwiddie makes 2-pt jump shot from 6 ft (assist by R. Hollis-Jefferson),78,65
301,3,2:42.0,K. Towns makes 2-pt jump shot from 17 ft (assist by J. Teague),,80,65
302,3,2:14.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,80,65
303,3,2:11.0,Defensive rebound by T. Gibson,,80,65
304,3,2:00.0,K. Towns makes 2-pt dunk from 2 ft (assist by D. Rose),,82,65
305,3,1:42.0,,Shooting foul by K. Towns (drawn by S. Dinwiddie),82,65
306,3,1:42.0,,S. Dinwiddie makes free throw 1 of 2,82,66
307,3,1:42.0,G. Dieng enters the game for K. Towns,,82,66
308,3,1:42.0,,S. Dinwiddie makes free throw 2 of 2,82,67
309,3,1:35.0,Turnover by D. Rose (traveling),,82,67
310,3,1:17.0,,Shooting foul by T. Gibson (drawn by R. Hollis-Jefferson),82,67
311,3,1:17.0,T. Jones enters the game for T. Gibson,,82,67
312,3,1:17.0,D. Šarić enters the game for J. Teague,,82,67
313,3,1:17.0,,R. Hollis-Jefferson makes free throw 1 of 2,82,68
314,3,1:17.0,,R. Hollis-Jefferson makes free throw 2 of 2,82,69
315,3,1:01.0,D. Rose makes 2-pt jump shot from 16 ft (assist by G. Dieng),,84,69
316,3,0:48.0,,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,84,69
317,3,0:46.0,Defensive rebound by D. Šarić,,84,69
318,3,0:42.0,D. Rose makes 2-pt layup from 3 ft,,86,69
319,3,0:42.0,Shooting foul by S. Dinwiddie (drawn by D. Rose),,86,69
320,3,0:42.0,D. Rose makes free throw 1 of 1,,87,69
321,3,0:35.0,,D. Carroll makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),87,72
322,3,0:24.0,T. Jones makes 2-pt jump shot from 18 ft (assist by G. Dieng),,89,72
323,3,0:00.0,,D. Carroll misses 3-pt jump shot from 26 ft,89,72
324,3,0:00.0,,Offensive rebound by Team,89,72
325,4,11:44.0,G. Dieng misses 2-pt jump shot from 10 ft,,89,72
326,4,11:41.0,,Defensive rebound by S. Dinwiddie,89,72
327,4,11:29.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),89,74
328,4,11:15.0,D. Šarić misses 2-pt jump shot from 3 ft,,89,74
329,4,11:13.0,,Defensive rebound by J. Allen,89,74
330,4,11:10.0,,Shooting foul by R. Covington (drawn by D. Carroll),89,74
331,4,11:10.0,,D. Carroll misses free throw 1 of 2,89,74
332,4,11:10.0,,Offensive rebound by Team,89,74
333,4,11:10.0,,D. Carroll makes free throw 2 of 2,89,75
334,4,10:54.0,D. Rose misses 2-pt jump shot from 19 ft,,89,75
335,4,10:51.0,,Defensive rebound by S. Napier,89,75
336,4,10:46.0,,Shooting foul by D. Šarić (drawn by D. Carroll),89,75
337,4,10:46.0,,D. Carroll makes free throw 1 of 2,89,76
338,4,10:46.0,,D. Carroll makes free throw 2 of 2,89,77
339,4,10:33.0,Turnover by G. Dieng (bad pass; steal by S. Napier),,89,77
340,4,10:29.0,,Turnover by S. Napier (bad pass; steal by R. Covington),89,77
341,4,10:26.0,R. Covington makes 2-pt layup from 2 ft,,91,77
342,4,10:16.0,,D. Carroll misses 3-pt jump shot from 27 ft,91,77
343,4,10:13.0,Defensive rebound by D. Rose,,91,77
344,4,10:06.0,D. Rose makes 2-pt jump shot from 11 ft,,93,77
345,4,9:53.0,,S. Napier makes 3-pt jump shot from 25 ft,93,80
346,4,9:37.0,G. Dieng misses 2-pt jump shot from 17 ft,,93,80
347,4,9:34.0,,Defensive rebound by J. Allen,93,80
348,4,9:21.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by J. Harris),93,83
349,4,9:19.0,Minnesota full timeout,,93,83
350,4,9:19.0,K. Towns enters the game for G. Dieng,,93,83
351,4,9:05.0,D. Rose makes 2-pt jump shot from 17 ft (assist by K. Towns),,95,83
352,4,8:51.0,,J. Harris misses 3-pt jump shot from 25 ft,95,83
353,4,8:48.0,Defensive rebound by K. Towns,,95,83
354,4,8:33.0,D. Rose makes 3-pt jump shot from 24 ft (assist by T. Jones),,98,83
355,4,8:22.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,98,83
356,4,8:17.0,Defensive rebound by R. Covington,,98,83
357,4,8:09.0,D. Šarić misses 3-pt jump shot from 26 ft,,98,83
358,4,8:04.0,,Defensive rebound by D. Carroll,98,83
359,4,7:50.0,,Shooting foul by D. Rose (drawn by J. Allen),98,83
360,4,7:50.0,,J. Allen makes free throw 1 of 2,98,84
361,4,7:50.0,T. Gibson enters the game for D. Šarić,,98,84
362,4,7:50.0,,A. Crabbe enters the game for D. Carroll,98,84
363,4,7:50.0,,D. Russell enters the game for S. Dinwiddie,98,84
364,4,7:50.0,,J. Allen makes free throw 2 of 2,98,85
365,4,7:33.0,K. Towns misses 2-pt jump shot from 13 ft,,98,85
366,4,7:30.0,,Defensive rebound by J. Harris,98,85
367,4,7:22.0,,D. Russell misses 3-pt jump shot from 25 ft,98,85
368,4,7:18.0,,Offensive rebound by S. Napier,98,85
369,4,7:12.0,,J. Harris makes 2-pt layup from 3 ft (assist by S. Napier),98,87
370,4,7:02.0,R. Covington misses 3-pt jump shot from 24 ft,,98,87
371,4,6:57.0,,Defensive rebound by S. Napier,98,87
372,4,6:52.0,,Turnover by S. Napier (lost ball; steal by T. Jones),98,87
373,4,6:49.0,T. Jones makes 2-pt layup from 2 ft (assist by D. Rose),,100,87
374,4,6:33.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by J. Harris),100,90
375,4,6:16.0,D. Rose misses 2-pt jump shot from 14 ft,,100,90
376,4,6:15.0,,Defensive rebound by Team,100,90
377,4,6:15.0,Loose ball foul by T. Gibson (drawn by J. Harris),,100,90
