,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,CLEVELAND_ACTION,SAN ANTONIO_SCORE,CLEVELAND_SCORE
386,4,4:20.0,L. Walker makes 2-pt layup at rim,,103,76
387,4,4:01.0,,C. Frye makes 2-pt jump shot from 15 ft (assist by C. Sexton),103,78
388,4,3:48.0,D. Motiejūnas makes 2-pt jump shot from 12 ft (assist by L. Walker),,105,78
389,4,3:39.0,,B. Knight makes 2-pt layup from 2 ft,105,80
390,4,3:39.0,,Shooting foul by D. Motiejūnas (drawn by B. Knight),105,80
391,4,3:39.0,,B. Knight makes free throw 1 of 1,105,81
392,4,3:32.0,Personal take foul by C. Sexton (drawn by L. Walker),,105,81
393,4,3:32.0,L. Walker misses free throw 1 of 2,,105,81
394,4,3:32.0,Offensive rebound by Team,,105,81
395,4,3:32.0,,D. Adel enters the game for B. Knight,105,81
396,4,3:32.0,L. Walker makes free throw 2 of 2,,106,81
397,4,3:19.0,,Shooting foul by D. Motiejūnas (drawn by C. Osman),106,81
398,4,3:19.0,,C. Osman makes free throw 1 of 2,106,82
399,4,3:19.0,,C. Osman makes free throw 2 of 2,106,83
400,4,3:08.0,D. Cunningham misses 3-pt jump shot from 25 ft,,106,83
401,4,3:04.0,,Defensive rebound by D. Adel,106,83
402,4,3:00.0,,C. Frye misses 3-pt jump shot from 28 ft,106,83
403,4,2:58.0,Defensive rebound by Q. Pondexter,,106,83
404,4,2:52.0,Personal foul by L. Nance (drawn by D. Motiejūnas),,106,83
405,4,2:52.0,D. Motiejūnas misses free throw 1 of 2,,106,83
406,4,2:52.0,Offensive rebound by Team,,106,83
407,4,2:52.0,D. Motiejūnas misses free throw 2 of 2,,106,83
408,4,2:48.0,,Defensive rebound by L. Nance,106,83
409,4,2:34.0,,Turnover by C. Frye (lost ball; steal by Q. Pondexter),106,83
410,4,2:31.0,Q. Pondexter makes 2-pt layup from 1 ft,,108,83
411,4,2:23.0,,Turnover by D. Adel (lost ball; steal by Q. Pondexter),108,83
412,4,2:23.0,Personal foul by D. Adel (drawn by Q. Pondexter),,108,83
413,4,2:23.0,Q. Pondexter makes free throw 1 of 2,,109,83
414,4,2:23.0,Q. Pondexter makes free throw 2 of 2,,110,83
415,4,2:11.0,,D. Adel makes 3-pt jump shot from 24 ft (assist by L. Nance),110,86
416,4,1:53.0,M. Belinelli misses 3-pt jump shot from 25 ft,,110,86
417,4,1:51.0,,Defensive rebound by C. Frye,110,86
418,4,1:35.0,,C. Frye misses 3-pt jump shot from 25 ft,110,86
419,4,1:34.0,,Offensive rebound by D. Adel,110,86
420,4,1:34.0,,Shooting foul by D. Motiejūnas (drawn by D. Adel),110,86
421,4,1:34.0,,D. Adel makes free throw 1 of 2,110,87
422,4,1:34.0,,D. Nwaba enters the game for C. Frye,110,87
423,4,1:34.0,,D. Adel makes free throw 2 of 2,110,88
424,4,1:18.0,Q. Pondexter makes 2-pt jump shot from 10 ft (assist by D. Motiejūnas),,112,88
425,4,1:09.0,,C. Sexton misses 2-pt layup from 3 ft,112,88
426,4,1:09.0,Defensive rebound by D. Motiejūnas,,112,88
427,4,0:59.0,Turnover by Q. Pondexter (bad pass; steal by C. Osman),,112,88
428,4,0:43.0,,Shooting foul by D. Motiejūnas (drawn by C. Sexton),112,88
429,4,0:43.0,,C. Sexton makes free throw 1 of 2,112,89
430,4,0:43.0,,C. Sexton makes free throw 2 of 2,112,90
431,4,0:31.0,D. Cunningham misses 2-pt jump shot from 21 ft,,112,90
432,4,0:27.0,,Defensive rebound by D. Nwaba,112,90
433,4,0:04.0,,Turnover by Team (shot clock),112,90
