,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,GOLDEN STATE_ACTION,MILWAUKEE_SCORE,GOLDEN STATE_SCORE
369,4,10:58.0,,Personal foul by M. Brogdon (drawn by K. Thompson),108,82
370,4,10:52.0,,D. Lee makes 3-pt jump shot from 24 ft (assist by K. Thompson),108,85
371,4,10:42.0,Personal foul by J. Jerebko (drawn by D. DiVincenzo),,108,85
372,4,10:38.0,Turnover by J. Henson (3 sec),,108,85
373,4,10:29.0,,K. Thompson misses 2-pt jump shot from 18 ft,108,85
374,4,10:28.0,Defensive rebound by J. Henson,,108,85
375,4,10:15.0,M. Brogdon misses 2-pt layup from 1 ft,,108,85
376,4,10:14.0,Offensive rebound by M. Brogdon,,108,85
377,4,10:09.0,M. Brogdon makes 2-pt layup at rim,,110,85
378,4,10:00.0,,Shooting foul by D. DiVincenzo (drawn by K. Thompson),110,85
379,4,10:00.0,,K. Thompson makes free throw 1 of 2,110,86
380,4,10:00.0,P. Connaughton enters the game for D. DiVincenzo,,110,86
381,4,10:00.0,B. Lopez enters the game for J. Henson,,110,86
382,4,10:00.0,,K. Thompson misses free throw 2 of 2,110,86
383,4,9:59.0,,Offensive rebound by J. Jerebko,110,86
384,4,9:54.0,,Q. Cook makes 3-pt jump shot from 26 ft (assist by K. Thompson),110,89
385,4,9:32.0,Offensive foul by P. Connaughton (drawn by J. Jerebko),,110,89
386,4,9:32.0,Turnover by P. Connaughton (offensive foul),,110,89
387,4,9:23.0,,Q. Cook makes 2-pt jump shot from 19 ft,110,91
388,4,9:20.0,Milwaukee full timeout,,110,91
389,4,9:20.0,K. Middleton enters the game for T. Snell,,110,91
390,4,8:56.0,K. Middleton misses 2-pt jump shot from 15 ft,,110,91
391,4,8:55.0,,Defensive rebound by D. Lee,110,91
392,4,8:38.0,,J. Bell misses 2-pt jump shot from 11 ft,110,91
393,4,8:37.0,Defensive rebound by E. İlyasova,,110,91
394,4,8:27.0,Shooting foul by D. Lee (drawn by K. Middleton),,110,91
395,4,8:27.0,K. Middleton makes free throw 1 of 2,,111,91
396,4,8:27.0,E. Bledsoe enters the game for M. Brogdon,,111,91
397,4,8:27.0,K. Middleton makes free throw 2 of 2,,112,91
398,4,8:11.0,,Turnover by Q. Cook (lost ball; steal by K. Middleton),112,91
399,4,7:51.0,E. Bledsoe makes 2-pt jump shot from 14 ft (assist by B. Lopez),,114,91
400,4,7:36.0,,Turnover by J. Jerebko (bad pass; steal by E. İlyasova),114,91
401,4,7:27.0,E. Bledsoe makes 2-pt jump shot from 2 ft (assist by K. Middleton),,116,91
402,4,7:19.0,,Q. Cook misses 2-pt layup from 2 ft,116,91
403,4,7:18.0,Defensive rebound by E. İlyasova,,116,91
404,4,7:12.0,K. Middleton misses 2-pt layup from 8 ft,,116,91
405,4,7:10.0,Offensive rebound by P. Connaughton,,116,91
406,4,7:10.0,P. Connaughton misses 2-pt layup at rim,,116,91
407,4,7:09.0,,Defensive rebound by J. Jerebko,116,91
408,4,7:05.0,,Turnover by Q. Cook (bad pass; steal by E. Bledsoe),116,91
409,4,6:57.0,K. Middleton misses 2-pt hook shot from 9 ft (block by K. Thompson),,116,91
410,4,6:55.0,Offensive rebound by K. Middleton,,116,91
411,4,6:54.0,K. Middleton makes 2-pt layup from 1 ft,,118,91
412,4,6:44.0,,Golden State full timeout,118,91
413,4,6:44.0,S. Brown enters the game for E. Bledsoe,,118,91
414,4,6:44.0,M. Dellavedova enters the game for E. İlyasova,,118,91
415,4,6:44.0,T. Maker enters the game for B. Lopez,,118,91
416,4,6:44.0,T. Snell enters the game for K. Middleton,,118,91
417,4,6:44.0,,D. Jones enters the game for J. Jerebko,118,91
418,4,6:44.0,,A. McKinnie enters the game for K. Thompson,118,91
419,4,6:30.0,,Q. Cook makes 2-pt jump shot from 14 ft,118,93
420,4,6:08.0,T. Maker makes 2-pt layup from 2 ft (assist by P. Connaughton),,120,93
421,4,6:00.0,,D. Lee misses 2-pt jump shot from 19 ft (block by P. Connaughton),120,93
422,4,5:58.0,Defensive rebound by T. Snell,,120,93
423,4,5:44.0,S. Brown makes 2-pt layup from 3 ft (assist by P. Connaughton),,122,93
424,4,5:32.0,,Shooting foul by P. Connaughton (drawn by D. Lee),122,93
425,4,5:32.0,,D. Lee makes free throw 1 of 2,122,94
426,4,5:32.0,,D. Lee makes free throw 2 of 2,122,95
427,4,5:20.0,P. Connaughton misses 3-pt jump shot from 23 ft,,122,95
428,4,5:18.0,Offensive rebound by T. Maker,,122,95
429,4,5:15.0,T. Maker misses 2-pt jump shot from 17 ft,,122,95
430,4,5:14.0,,Defensive rebound by J. Bell,122,95
431,4,5:07.0,,D. Jones makes 2-pt dunk from 1 ft (assist by Q. Cook),122,97
432,4,4:55.0,P. Connaughton makes 2-pt dunk from 2 ft (assist by M. Dellavedova),,124,97
433,4,4:55.0,Shooting foul by J. Bell (drawn by P. Connaughton),,124,97
434,4,4:55.0,P. Connaughton misses free throw 1 of 1,,124,97
435,4,4:54.0,,Defensive rebound by A. McKinnie,124,97
436,4,4:40.0,,Turnover by Q. Cook (bad pass; steal by T. Maker),124,97
437,4,4:34.0,T. Maker makes 2-pt dunk from 1 ft (assist by T. Snell),,126,97
438,4,4:12.0,,Q. Cook makes 3-pt jump shot from 28 ft (assist by A. McKinnie),126,100
439,4,3:59.0,T. Snell misses 2-pt layup from 2 ft,,126,100
440,4,3:58.0,,Defensive rebound by Q. Cook,126,100
441,4,3:48.0,,Q. Cook misses 3-pt jump shot from 28 ft,126,100
442,4,3:47.0,Defensive rebound by Team,,126,100
443,4,3:34.0,T. Maker makes 2-pt layup from 2 ft (assist by M. Dellavedova),,128,100
444,4,3:18.0,,A. McKinnie misses 3-pt jump shot from 26 ft,128,100
445,4,3:16.0,Defensive rebound by P. Connaughton,,128,100
446,4,3:07.0,T. Maker misses 3-pt jump shot from 23 ft,,128,100
447,4,3:05.0,,Defensive rebound by D. Lee,128,100
448,4,2:54.0,,D. Jones makes 2-pt layup from 2 ft (assist by A. McKinnie),128,102
449,4,2:37.0,Shooting foul by D. Lee (drawn by S. Brown),,128,102
450,4,2:37.0,S. Brown misses free throw 1 of 2,,128,102
451,4,2:37.0,Offensive rebound by Team,,128,102
452,4,2:37.0,S. Brown makes free throw 2 of 2,,129,102
453,4,2:25.0,Violation by Team (kicked ball),,129,102
454,4,2:15.0,,J. Bell makes 2-pt jump shot from 20 ft,129,104
455,4,1:54.0,T. Maker makes 2-pt dunk from 2 ft (assist by T. Snell),,131,104
456,4,1:43.0,,D. Jones makes 2-pt dunk from 3 ft (assist by Q. Cook),131,106
457,4,1:32.0,S. Brown misses 3-pt jump shot from 26 ft,,131,106
458,4,1:30.0,,Defensive rebound by D. Jones,131,106
459,4,1:22.0,,Q. Cook makes 2-pt jump shot from 18 ft,131,108
460,4,1:05.0,Turnover by M. Dellavedova (bad pass; steal by D. Lee),,131,108
461,4,1:01.0,,Q. Cook misses 3-pt jump shot from 30 ft,131,108
462,4,1:00.0,,Offensive rebound by A. McKinnie,131,108
463,4,0:56.0,,A. McKinnie misses 2-pt hook shot from 3 ft (block by S. Brown),131,108
464,4,0:55.0,Defensive rebound by M. Dellavedova,,131,108
465,4,0:48.0,T. Snell misses 2-pt layup from 2 ft,,131,108
466,4,0:47.0,,Defensive rebound by J. Bell,131,108
467,4,0:44.0,,Shooting foul by S. Brown (drawn by D. Lee),131,108
468,4,0:44.0,,D. Lee misses free throw 1 of 2,131,108
469,4,0:44.0,,Offensive rebound by Team,131,108
470,4,0:44.0,,D. Lee makes free throw 2 of 2,131,109
471,4,0:36.0,T. Snell makes 3-pt jump shot from 23 ft (assist by M. Dellavedova),,134,109
472,4,0:24.0,,D. Lee makes 2-pt jump shot from 13 ft (assist by Q. Cook),134,111
