,QUARTER,TIME_REMAINING,PORTLAND_ACTION,ATLANTA_ACTION,PORTLAND_SCORE,ATLANTA_SCORE
44,1,6:10.0,,D. Bembry misses 2-pt layup from 2 ft,20,11
45,1,6:07.0,Defensive rebound by E. Freedom,,20,11
46,1,5:45.0,E. Freedom misses 2-pt layup from 1 ft (block by J. Collins),,20,11
47,1,5:45.0,,Defensive rebound by T. Young,20,11
48,1,5:38.0,,D. Davis makes 2-pt dunk at rim (assist by T. Young),20,13
49,1,5:14.0,D. Lillard makes 2-pt jump shot from 17 ft,,22,13
50,1,5:00.0,,J. Collins makes 2-pt dunk from 1 ft,22,15
51,1,4:47.0,Shooting foul by K. Bazemore (drawn by J. Layman),,22,15
52,1,4:47.0,J. Layman misses free throw 1 of 2,,22,15
53,1,4:47.0,Offensive rebound by Team,,22,15
54,1,4:47.0,R. Hood enters the game for E. Freedom,,22,15
55,1,4:47.0,J. Layman makes free throw 2 of 2,,23,15
56,1,4:30.0,,Shooting foul by M. Harkless (drawn by T. Young),23,15
57,1,4:30.0,,T. Young makes free throw 1 of 2,23,16
58,1,4:30.0,S. Curry enters the game for J. Layman,,23,16
59,1,4:30.0,,T. Young makes free throw 2 of 2,23,17
60,1,4:07.0,A. Aminu makes 2-pt layup from 1 ft (assist by R. Hood),,25,17
61,1,3:53.0,,T. Young makes 2-pt jump shot from 10 ft,25,19
62,1,3:42.0,D. Lillard misses 3-pt jump shot from 25 ft,,25,19
63,1,3:41.0,,Defensive rebound by K. Bazemore,25,19
64,1,3:21.0,,Turnover by T. Young (bad pass; steal by M. Harkless),25,19
65,1,3:17.0,M. Harkless misses 2-pt dunk from 1 ft,,25,19
66,1,3:16.0,Offensive rebound by A. Aminu,,25,19
67,1,3:16.0,Shooting foul by D. Davis (drawn by A. Aminu),,25,19
68,1,3:16.0,A. Aminu makes free throw 1 of 2,,26,19
69,1,3:16.0,A. Aminu makes free throw 2 of 2,,27,19
70,1,3:01.0,,T. Young makes 2-pt jump shot from 18 ft (assist by D. Davis),27,21
71,1,2:45.0,Personal foul by D. Davis (drawn by D. Lillard),,27,21
72,1,2:45.0,Portland full timeout,,27,21
73,1,2:45.0,,D. Dedmon enters the game for D. Davis,27,21
74,1,2:45.0,D. Lillard makes free throw 1 of 2,,28,21
75,1,2:45.0,D. Lillard makes free throw 2 of 2,,29,21
76,1,2:31.0,,J. Collins makes 2-pt layup from 5 ft (assist by K. Bazemore),29,23
77,1,2:16.0,Turnover by M. Harkless (bad pass; steal by D. Bembry),,29,23
78,1,2:09.0,,T. Young makes 2-pt layup at rim,29,25
79,1,1:53.0,S. Curry makes 3-pt jump shot from 26 ft (assist by R. Hood),,32,25
80,1,1:30.0,,J. Collins misses 2-pt jump shot from 4 ft,32,25
81,1,1:26.0,Defensive rebound by A. Aminu,,32,25
82,1,1:21.0,D. Lillard makes 2-pt layup from 1 ft,,34,25
83,1,1:03.0,,D. Bembry makes 2-pt dunk from 1 ft,34,27
84,1,0:49.0,D. Lillard makes 2-pt layup at rim,,36,27
85,1,0:42.0,,Shooting foul by D. Lillard (drawn by T. Young),36,27
86,1,0:42.0,,T. Young makes free throw 1 of 3,36,28
87,1,0:42.0,,T. Young makes free throw 2 of 3,36,29
88,1,0:42.0,Z. Collins enters the game for A. Aminu,,36,29
89,1,0:42.0,M. Leonard enters the game for M. Harkless,,36,29
90,1,0:42.0,,V. Carter enters the game for J. Collins,36,29
91,1,0:42.0,,T. Young makes free throw 3 of 3,36,30
92,1,0:30.0,Turnover by D. Lillard (bad pass; steal by T. Young),,36,30
93,1,0:25.0,,K. Bazemore misses 3-pt jump shot from 23 ft,36,30
94,1,0:20.0,Defensive rebound by M. Leonard,,36,30
95,1,0:13.0,D. Lillard makes 2-pt layup at rim,,38,30
96,1,0:02.0,,Turnover by T. Young (out of bounds lost ball),38,30
97,2,11:50.0,S. Curry misses 3-pt jump shot from 25 ft,,38,30
98,2,11:46.0,Offensive rebound by M. Leonard,,38,30
99,2,11:43.0,Personal foul by V. Carter (drawn by E. Turner),,38,30
100,2,11:36.0,R. Hood misses 3-pt jump shot from 25 ft,,38,30
101,2,11:33.0,,Defensive rebound by D. Dedmon,38,30
102,2,11:21.0,,D. Dedmon misses 3-pt jump shot from 25 ft,38,30
103,2,11:17.0,Defensive rebound by S. Curry,,38,30
104,2,11:04.0,Z. Collins misses 2-pt hook shot from 4 ft,,38,30
105,2,11:00.0,,Defensive rebound by D. Dedmon,38,30
106,2,10:54.0,,D. Dedmon makes 2-pt jump shot from 6 ft (assist by K. Huerter),38,32
107,2,10:36.0,R. Hood misses 2-pt jump shot from 14 ft,,38,32
108,2,10:35.0,,Defensive rebound by Team,38,32
109,2,10:25.0,,V. Carter misses 3-pt jump shot from 26 ft,38,32
110,2,10:22.0,Defensive rebound by E. Turner,,38,32
111,2,10:15.0,E. Turner makes 2-pt hook shot from 5 ft,,40,32
112,2,10:02.0,,K. Huerter makes 2-pt jump shot from 3 ft,40,34
113,2,9:49.0,E. Turner misses 2-pt jump shot from 17 ft,,40,34
114,2,9:44.0,,Defensive rebound by J. Adams,40,34
115,2,9:40.0,,K. Huerter misses 2-pt jump shot from 3 ft,40,34
116,2,9:36.0,Defensive rebound by M. Leonard,,40,34
117,2,9:22.0,Z. Collins misses 2-pt jump shot from 12 ft,,40,34
118,2,9:18.0,,Defensive rebound by V. Carter,40,34
119,2,9:12.0,,V. Carter misses 2-pt jump shot from 9 ft,40,34
120,2,9:10.0,Defensive rebound by M. Leonard,,40,34
121,2,9:02.0,Personal foul by K. Huerter (drawn by M. Leonard),,40,34
122,2,8:57.0,R. Hood misses 3-pt jump shot from 25 ft,,40,34
123,2,8:54.0,,Defensive rebound by D. Dedmon,40,34
124,2,8:46.0,,K. Bazemore misses 3-pt jump shot from 25 ft,40,34
125,2,8:41.0,Defensive rebound by Z. Collins,,40,34
126,2,8:32.0,Z. Collins makes 3-pt jump shot from 26 ft (assist by E. Turner),,43,34
127,2,8:32.0,,D. Davis enters the game for D. Dedmon,43,34
128,2,8:12.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by K. Huerter),43,37
129,2,7:57.0,M. Leonard makes 2-pt layup from 1 ft (assist by E. Turner),,45,37
130,2,7:49.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by J. Adams),45,40
131,2,7:27.0,R. Hood makes 2-pt jump shot from 22 ft,,47,40
132,2,7:06.0,,K. Bazemore misses 2-pt layup from 4 ft,47,40
133,2,7:03.0,Defensive rebound by E. Turner,,47,40
134,2,6:58.0,S. Curry misses 2-pt jump shot from 15 ft,,47,40
135,2,6:54.0,Offensive rebound by Z. Collins,,47,40
136,2,6:52.0,S. Curry makes 3-pt jump shot from 25 ft (assist by Z. Collins),,50,40
137,2,6:31.0,,K. Huerter misses 2-pt jump shot from 10 ft,50,40
138,2,6:29.0,Defensive rebound by Z. Collins,,50,40
139,2,6:22.0,M. Leonard misses 3-pt jump shot from 22 ft,,50,40
140,2,6:19.0,,Defensive rebound by K. Bazemore,50,40
141,2,6:14.0,,K. Bazemore makes 2-pt jump shot from 18 ft,50,42
142,2,5:49.0,E. Turner misses 3-pt jump shot from 26 ft,,50,42
143,2,5:47.0,,Defensive rebound by K. Bazemore,50,42
144,2,5:38.0,,V. Carter misses 3-pt jump shot from 23 ft,50,42
145,2,5:35.0,Defensive rebound by Z. Collins,,50,42
146,2,5:27.0,E. Turner makes 2-pt layup from 1 ft,,52,42
147,2,5:27.0,,Atlanta full timeout,52,42
148,2,5:27.0,A. Aminu enters the game for Z. Collins,,52,42
149,2,5:27.0,E. Freedom enters the game for M. Leonard,,52,42
150,2,5:27.0,,J. Anderson enters the game for J. Adams,52,42
151,2,5:27.0,,J. Collins enters the game for K. Bazemore,52,42
152,2,5:27.0,,T. Young enters the game for V. Carter,52,42
153,2,5:14.0,,D. Davis makes 2-pt dunk from 1 ft (assist by T. Young),52,44
154,2,4:47.0,A. Aminu misses 2-pt jump shot from 10 ft,,52,44
155,2,4:45.0,Offensive rebound by E. Freedom,,52,44
156,2,4:44.0,E. Freedom misses 2-pt jump shot from 1 ft (block by J. Collins),,52,44
157,2,4:44.0,,Defensive rebound by K. Huerter,52,44
158,2,4:35.0,,D. Davis misses 2-pt jump shot from 18 ft,52,44
159,2,4:32.0,Defensive rebound by A. Aminu,,52,44
160,2,4:14.0,R. Hood makes 3-pt jump shot from 25 ft (assist by A. Aminu),,55,44
161,2,3:59.0,,T. Young misses 3-pt jump shot from 26 ft,55,44
162,2,3:55.0,Defensive rebound by S. Curry,,55,44
163,2,3:54.0,,Violation by Team (kicked ball),55,44
164,2,3:54.0,M. Harkless enters the game for R. Hood,,55,44
165,2,3:54.0,D. Lillard enters the game for E. Turner,,55,44
166,2,3:47.0,S. Curry misses 2-pt jump shot from 18 ft,,55,44
167,2,3:46.0,,Defensive rebound by Team,55,44
168,2,3:35.0,,K. Huerter misses 3-pt jump shot from 23 ft,55,44
169,2,3:29.0,Defensive rebound by A. Aminu,,55,44
170,2,3:17.0,Turnover by E. Freedom (lost ball; steal by D. Davis),,55,44
171,2,3:11.0,,T. Young makes 2-pt layup from 1 ft,55,46
172,2,2:55.0,M. Harkless misses 3-pt jump shot from 24 ft,,55,46
173,2,2:52.0,,Defensive rebound by T. Young,55,46
174,2,2:38.0,,J. Collins makes 3-pt jump shot from 23 ft (assist by J. Anderson),55,49
175,2,2:21.0,D. Lillard makes 3-pt jump shot from 26 ft,,58,49
176,2,2:07.0,,T. Young misses 3-pt jump shot from 26 ft,58,49
177,2,2:06.0,Defensive rebound by Team,,58,49
178,2,2:06.0,Portland full timeout,,58,49
179,2,2:06.0,,D. Bembry enters the game for D. Davis,58,49
180,2,2:06.0,,D. Dedmon enters the game for K. Huerter,58,49
181,2,1:46.0,D. Lillard misses 2-pt jump shot from 22 ft,,58,49
182,2,1:42.0,,Defensive rebound by D. Bembry,58,49
183,2,1:27.0,,D. Bembry makes 2-pt layup from 1 ft (assist by T. Young),58,51
184,2,1:02.0,Turnover by D. Lillard (bad pass),,58,51
185,2,0:45.0,,T. Young misses 3-pt jump shot from 29 ft,58,51
186,2,0:42.0,Defensive rebound by D. Lillard,,58,51
187,2,0:31.0,D. Lillard makes 2-pt layup from 1 ft,,60,51
188,2,0:20.0,,T. Young misses 2-pt layup from 1 ft (block by A. Aminu),60,51
189,2,0:18.0,,Offensive rebound by T. Young,60,51
190,2,0:14.0,,J. Anderson misses 3-pt jump shot from 27 ft,60,51
191,2,0:11.0,Defensive rebound by A. Aminu,,60,51
192,2,0:02.0,A. Aminu misses 2-pt dunk from 1 ft (block by J. Anderson),,60,51
193,2,0:02.0,Offensive rebound by Team,,60,51
194,2,0:02.0,Personal foul by D. Dedmon (drawn by A. Aminu),,60,51
195,2,0:00.0,D. Lillard misses 3-pt jump shot from 26 ft,,60,51
196,2,0:00.0,Offensive rebound by Team,,60,51
197,3,11:49.0,Personal foul by J. Anderson (drawn by A. Aminu),,60,51
198,3,11:36.0,D. Lillard misses 3-pt jump shot from 25 ft,,60,51
199,3,11:33.0,,Defensive rebound by D. Dedmon,60,51
200,3,11:30.0,,K. Huerter misses 3-pt jump shot from 25 ft,60,51
201,3,11:28.0,,Offensive rebound by J. Anderson,60,51
202,3,11:26.0,,K. Huerter misses 2-pt jump shot from 7 ft,60,51
203,3,11:23.0,,Offensive rebound by Team,60,51
204,3,11:06.0,,J. Anderson misses 2-pt jump shot from 5 ft (block by E. Freedom),60,51
205,3,11:03.0,Defensive rebound by A. Aminu,,60,51
206,3,10:57.0,Personal foul by D. Dedmon (drawn by E. Freedom),,60,51
207,3,10:49.0,D. Lillard misses 2-pt layup from 1 ft,,60,51
208,3,10:47.0,Offensive rebound by E. Freedom,,60,51
209,3,10:46.0,E. Freedom makes 2-pt layup from 2 ft,,62,51
210,3,10:32.0,,K. Huerter misses 3-pt jump shot from 23 ft,62,51
211,3,10:29.0,Defensive rebound by E. Freedom,,62,51
212,3,10:07.0,A. Aminu misses 2-pt jump shot from 19 ft,,62,51
213,3,10:02.0,Offensive rebound by E. Freedom,,62,51
214,3,10:02.0,E. Freedom misses 2-pt layup at rim,,62,51
215,3,10:02.0,,Defensive rebound by T. Young,62,51
216,3,9:59.0,,J. Anderson makes 3-pt jump shot from 25 ft (assist by T. Young),62,54
217,3,9:32.0,D. Lillard misses 3-pt jump shot from 23 ft,,62,54
218,3,9:29.0,,Defensive rebound by D. Dedmon,62,54
219,3,9:26.0,,K. Huerter makes 3-pt jump shot from 25 ft,62,57
220,3,9:24.0,Portland full timeout,,62,57
221,3,9:08.0,E. Freedom makes 2-pt hook shot from 8 ft (assist by D. Lillard),,64,57
222,3,8:56.0,,Shooting foul by E. Freedom (drawn by J. Collins),64,57
223,3,8:56.0,,J. Collins makes free throw 1 of 2,64,58
224,3,8:56.0,,J. Collins makes free throw 2 of 2,64,59
225,3,8:38.0,D. Lillard makes 2-pt dunk from 1 ft (assist by A. Aminu),,66,59
226,3,8:20.0,,J. Collins makes 2-pt dunk at rim (assist by J. Anderson),66,61
227,3,8:02.0,J. Layman misses 3-pt jump shot from 23 ft,,66,61
228,3,7:57.0,Offensive rebound by M. Harkless,,66,61
229,3,7:57.0,M. Harkless makes 2-pt layup at rim,,68,61
230,3,7:41.0,,J. Anderson makes 3-pt jump shot from 26 ft (assist by K. Huerter),68,64
231,3,7:25.0,D. Lillard makes 2-pt jump shot from 9 ft,,70,64
232,3,7:12.0,,Turnover by D. Dedmon (bad pass),70,64
233,3,7:00.0,M. Harkless misses 3-pt jump shot from 25 ft,,70,64
234,3,6:56.0,,Defensive rebound by T. Young,70,64
235,3,6:52.0,,T. Young misses 3-pt jump shot from 27 ft,70,64
236,3,6:49.0,Defensive rebound by A. Aminu,,70,64
237,3,6:39.0,A. Aminu makes 2-pt layup from 1 ft,,72,64
238,3,6:20.0,,D. Dedmon makes 3-pt jump shot from 26 ft (assist by J. Collins),72,67
239,3,5:55.0,M. Harkless misses 2-pt layup from 3 ft,,72,67
240,3,5:54.0,Offensive rebound by J. Layman,,72,67
241,3,5:54.0,J. Layman makes 2-pt layup from 2 ft,,74,67
242,3,5:54.0,Shooting foul by J. Collins (drawn by J. Layman),,74,67
243,3,5:54.0,J. Layman makes free throw 1 of 1,,75,67
244,3,5:45.0,,T. Young misses 2-pt layup from 2 ft,75,67
245,3,5:42.0,Defensive rebound by E. Freedom,,75,67
246,3,5:38.0,D. Lillard misses 2-pt layup from 1 ft (block by D. Dedmon),,75,67
247,3,5:38.0,Offensive rebound by Team,,75,67
248,3,5:38.0,,J. Adams enters the game for D. Dedmon,75,67
249,3,5:38.0,,D. Davis enters the game for T. Young,75,67
250,3,5:27.0,Shooting foul by J. Adams (drawn by D. Lillard),,75,67
251,3,5:27.0,D. Lillard makes free throw 1 of 2,,76,67
252,3,5:27.0,,K. Bazemore enters the game for J. Anderson,76,67
253,3,5:27.0,,D. Bembry enters the game for K. Huerter,76,67
254,3,5:27.0,D. Lillard makes free throw 2 of 2,,77,67
255,3,5:15.0,,K. Bazemore misses 2-pt jump shot from 16 ft,77,67
256,3,5:12.0,Defensive rebound by A. Aminu,,77,67
257,3,5:05.0,Personal foul by J. Adams (drawn by D. Lillard),,77,67
258,3,5:05.0,D. Lillard makes free throw 1 of 2,,78,67
259,3,5:05.0,D. Lillard makes free throw 2 of 2,,79,67
260,3,4:51.0,,D. Bembry misses 2-pt jump shot from 12 ft (block by M. Harkless),79,67
261,3,4:47.0,Defensive rebound by J. Layman,,79,67
262,3,4:46.0,M. Harkless makes 2-pt layup from 2 ft (assist by D. Lillard),,81,67
263,3,4:46.0,Shooting foul by D. Bembry (drawn by M. Harkless),,81,67
264,3,4:46.0,,Atlanta full timeout,81,67
265,3,4:46.0,R. Hood enters the game for J. Layman,,81,67
266,3,4:46.0,,V. Carter enters the game for J. Collins,81,67
267,3,4:46.0,M. Harkless misses free throw 1 of 1,,81,67
268,3,4:42.0,,Defensive rebound by K. Bazemore,81,67
269,3,4:36.0,,V. Carter misses 3-pt jump shot from 25 ft,81,67
270,3,4:32.0,Defensive rebound by E. Freedom,,81,67
271,3,4:20.0,D. Lillard misses 2-pt layup from 1 ft,,81,67
272,3,4:18.0,,Defensive rebound by D. Bembry,81,67
273,3,4:11.0,,Offensive foul by D. Bembry (drawn by D. Lillard),81,67
274,3,4:11.0,,Turnover by D. Bembry (offensive foul),81,67
275,3,3:52.0,Personal foul by V. Carter (drawn by A. Aminu),,81,67
276,3,3:52.0,A. Aminu makes free throw 1 of 2,,82,67
277,3,3:52.0,Z. Collins enters the game for M. Harkless,,82,67
278,3,3:52.0,S. Curry enters the game for E. Freedom,,82,67
279,3,3:52.0,A. Aminu makes free throw 2 of 2,,83,67
280,3,3:42.0,,K. Bazemore misses 2-pt layup from 3 ft,83,67
281,3,3:39.0,Defensive rebound by Z. Collins,,83,67
282,3,3:35.0,D. Lillard misses 2-pt layup from 12 ft (block by J. Adams),,83,67
283,3,3:33.0,Offensive rebound by Team,,83,67
284,3,3:27.0,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),,86,67
285,3,3:12.0,,V. Carter misses 3-pt jump shot from 26 ft,86,67
286,3,3:09.0,Defensive rebound by A. Aminu,,86,67
287,3,2:55.0,Z. Collins makes 2-pt jump shot from 9 ft (assist by R. Hood),,88,67
288,3,2:55.0,Shooting foul by K. Bazemore (drawn by Z. Collins),,88,67
289,3,2:55.0,Z. Collins misses free throw 1 of 1,,88,67
290,3,2:51.0,,Defensive rebound by J. Adams,88,67
291,3,2:46.0,,J. Adams misses 3-pt jump shot from 25 ft,88,67
292,3,2:42.0,Defensive rebound by D. Lillard,,88,67
293,3,2:39.0,S. Curry misses 2-pt jump shot from 22 ft,,88,67
294,3,2:39.0,,Defensive rebound by D. Davis,88,67
295,3,2:30.0,,Atlanta full timeout,88,67
296,3,2:24.0,,V. Carter makes 3-pt jump shot from 25 ft (assist by J. Adams),88,70
297,3,2:02.0,Turnover by S. Curry (bad pass; steal by K. Bazemore),,88,70
298,3,1:58.0,,Shooting foul by A. Aminu (drawn by K. Bazemore),88,70
299,3,1:58.0,,K. Bazemore makes free throw 1 of 2,88,71
300,3,1:58.0,,J. Collins enters the game for D. Davis,88,71
301,3,1:58.0,,K. Bazemore misses free throw 2 of 2,88,71
302,3,1:56.0,Defensive rebound by A. Aminu,,88,71
303,3,1:42.0,A. Aminu makes 2-pt jump shot from 7 ft,,90,71
304,3,1:30.0,,Turnover by J. Collins (off goaltending),90,71
305,3,1:17.0,D. Lillard misses 3-pt jump shot from 26 ft,,90,71
306,3,1:13.0,,Defensive rebound by K. Bazemore,90,71
307,3,1:07.0,,J. Collins misses 3-pt jump shot from 25 ft,90,71
308,3,1:04.0,,Offensive rebound by J. Adams,90,71
309,3,0:59.0,,J. Collins makes 2-pt layup from 1 ft,90,73
310,3,0:59.0,,Shooting foul by A. Aminu (drawn by J. Collins),90,73
311,3,0:59.0,,J. Collins makes free throw 1 of 1,90,74
312,3,0:39.0,A. Aminu misses 3-pt jump shot from 25 ft,,90,74
313,3,0:36.0,,Defensive rebound by V. Carter,90,74
314,3,0:30.0,,Shooting foul by S. Curry (drawn by J. Adams),90,74
315,3,0:30.0,,J. Adams makes free throw 1 of 2,90,75
316,3,0:30.0,,J. Adams makes free throw 2 of 2,90,76
317,3,0:19.0,S. Curry misses 3-pt jump shot from 23 ft,,90,76
318,3,0:15.0,,Defensive rebound by K. Bazemore,90,76
319,3,0:10.0,,J. Adams misses 3-pt jump shot from 24 ft,90,76
320,3,0:06.0,,Offensive rebound by V. Carter,90,76
321,3,0:00.0,,D. Bembry misses 3-pt jump shot from 22 ft,90,76
322,3,0:00.0,,Offensive rebound by Team,90,76
323,4,11:50.0,,T. Young misses 2-pt jump shot from 11 ft,90,76
324,4,11:46.0,Defensive rebound by S. Curry,,90,76
325,4,11:36.0,E. Turner misses 2-pt jump shot from 11 ft,,90,76
326,4,11:33.0,,Defensive rebound by K. Bazemore,90,76
327,4,11:29.0,,K. Bazemore misses 2-pt layup from 3 ft,90,76
328,4,11:26.0,Defensive rebound by E. Turner,,90,76
329,4,11:17.0,Turnover by R. Hood (bad pass; steal by V. Carter),,90,76
330,4,11:17.0,,Turnover by D. Bembry (bad pass),90,76
331,4,10:58.0,S. Curry makes 2-pt jump shot from 9 ft (assist by R. Hood),,92,76
332,4,10:46.0,,T. Young makes 2-pt jump shot from 13 ft,92,78
333,4,10:20.0,R. Hood misses 3-pt jump shot from 25 ft,,92,78
334,4,10:18.0,,Defensive rebound by T. Young,92,78
335,4,10:11.0,,J. Collins makes 2-pt layup from 5 ft (assist by T. Young),92,80
336,4,9:58.0,Turnover by Z. Collins (bad pass),,92,80
337,4,9:48.0,,T. Young makes 2-pt jump shot from 11 ft,92,82
338,4,9:29.0,R. Hood misses 2-pt layup from 6 ft,,92,82
339,4,9:24.0,Offensive rebound by Z. Collins,,92,82
340,4,9:24.0,Z. Collins makes 2-pt dunk at rim,,94,82
341,4,9:11.0,,Turnover by K. Bazemore (bad pass; steal by Z. Collins),94,82
342,4,9:07.0,J. Layman makes 2-pt layup from 5 ft,,96,82
343,4,9:07.0,Shooting foul by V. Carter (drawn by J. Layman),,96,82
344,4,9:07.0,,K. Huerter enters the game for K. Bazemore,96,82
345,4,9:07.0,J. Layman makes free throw 1 of 1,,97,82
346,4,9:01.0,,T. Young misses 3-pt jump shot from 30 ft,97,82
347,4,8:58.0,Defensive rebound by Z. Collins,,97,82
348,4,8:55.0,Personal foul by T. Young (drawn by J. Layman),,97,82
349,4,8:55.0,,D. Dedmon enters the game for V. Carter,97,82
350,4,8:48.0,Turnover by S. Curry (out of bounds lost ball),,97,82
351,4,8:38.0,,T. Young misses 2-pt jump shot from 12 ft,97,82
352,4,8:37.0,,Offensive rebound by J. Collins,97,82
353,4,8:37.0,,Personal foul by Z. Collins (drawn by J. Collins),97,82
354,4,8:37.0,M. Harkless enters the game for J. Layman,,97,82
355,4,8:34.0,,J. Collins misses 3-pt jump shot from 25 ft,97,82
356,4,8:29.0,Defensive rebound by E. Turner,,97,82
357,4,8:23.0,Turnover by E. Turner (out of bounds lost ball),,97,82
358,4,8:13.0,,Offensive foul by J. Collins (drawn by E. Turner),97,82
359,4,8:13.0,,Turnover by J. Collins (offensive foul),97,82
360,4,8:01.0,R. Hood misses 2-pt jump shot from 19 ft,,97,82
361,4,7:57.0,,Defensive rebound by T. Young,97,82
362,4,7:52.0,,Personal foul by M. Harkless (drawn by D. Dedmon),97,82
363,4,7:43.0,,T. Young misses 2-pt layup from 1 ft,97,82
364,4,7:43.0,,Offensive rebound by T. Young,97,82
365,4,7:31.0,,J. Collins misses 2-pt layup from 1 ft,97,82
366,4,7:29.0,Defensive rebound by M. Harkless,,97,82
367,4,7:22.0,R. Hood misses 3-pt jump shot from 22 ft,,97,82
368,4,7:18.0,,Defensive rebound by Team,97,82
369,4,7:05.0,,K. Huerter makes 2-pt jump shot from 5 ft,97,84
370,4,6:49.0,Z. Collins misses 3-pt jump shot from 25 ft,,97,84
371,4,6:47.0,Offensive rebound by Team,,97,84
372,4,6:47.0,,Atlanta full timeout,97,84
373,4,6:47.0,E. Freedom enters the game for Z. Collins,,97,84
374,4,6:47.0,D. Lillard enters the game for R. Hood,,97,84
375,4,6:47.0,,J. Adams enters the game for D. Bembry,97,84
376,4,6:47.0,,J. Anderson enters the game for J. Collins,97,84
377,4,6:47.0,,D. Davis enters the game for T. Young,97,84
378,4,6:35.0,M. Harkless misses 3-pt jump shot from 25 ft,,97,84
379,4,6:32.0,,Defensive rebound by D. Davis,97,84
380,4,6:19.0,,K. Huerter misses 2-pt jump shot from 16 ft,97,84
381,4,6:16.0,Defensive rebound by E. Turner,,97,84
382,4,6:11.0,D. Lillard misses 3-pt jump shot from 25 ft,,97,84
383,4,6:07.0,,Defensive rebound by K. Huerter,97,84
384,4,6:04.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by K. Huerter),97,86
385,4,5:40.0,Shooting foul by D. Dedmon (drawn by S. Curry),,97,86
386,4,5:40.0,S. Curry makes free throw 1 of 2,,98,86
387,4,5:40.0,S. Curry makes free throw 2 of 2,,99,86
388,4,5:29.0,,J. Adams makes 2-pt jump shot from 22 ft,99,88
389,4,5:07.0,D. Lillard makes 2-pt jump shot from 17 ft,,101,88
390,4,4:48.0,,K. Huerter makes 2-pt jump shot from 9 ft,101,90
