,QUARTER,TIME_REMAINING,TORONTO_ACTION,OKLAHOMA CITY_ACTION,TORONTO_SCORE,OKLAHOMA CITY_SCORE
90,1,1:26.0,Defensive rebound by P. Siakam,,31,26
91,1,1:22.0,J. Lin makes 2-pt jump shot from 20 ft (assist by P. Siakam),,33,26
92,1,1:01.0,,A. Nader makes 2-pt layup from 5 ft,33,28
93,1,1:01.0,,Shooting foul by N. Powell (drawn by A. Nader),33,28
94,1,1:01.0,,A. Nader misses free throw 1 of 1,33,28
95,1,0:59.0,Defensive rebound by S. Ibaka,,33,28
96,1,0:51.0,Personal foul by D. Schröder (drawn by J. Lin),,33,28
97,1,0:51.0,J. Lin makes free throw 1 of 2,,34,28
98,1,0:51.0,J. Lin makes free throw 2 of 2,,35,28
99,1,0:38.0,,P. George makes 3-pt jump shot from 25 ft (assist by N. Noel),35,31
100,1,0:30.0,P. Siakam makes 2-pt layup from 2 ft,,37,31
101,1,0:13.0,,D. Schröder misses 2-pt layup from 4 ft (block by S. Ibaka),37,31
102,1,0:11.0,Defensive rebound by N. Powell,,37,31
103,1,0:09.0,O. Anunoby makes 2-pt dunk from 1 ft (assist by N. Powell),,39,31
104,1,0:02.0,,P. George misses 3-pt jump shot from 26 ft,39,31
105,1,0:02.0,Defensive rebound by P. Siakam,,39,31
106,2,11:48.0,,N. Noel makes 2-pt layup from 1 ft (assist by P. George),39,33
107,2,11:48.0,,Shooting foul by O. Anunoby (drawn by N. Noel),39,33
108,2,11:48.0,,N. Noel misses free throw 1 of 1,39,33
109,2,11:45.0,Defensive rebound by K. Leonard,,39,33
110,2,11:31.0,K. Leonard makes 2-pt jump shot from 11 ft,,41,33
111,2,11:08.0,,N. Noel makes 2-pt jump shot from 14 ft (assist by P. George),41,35
112,2,10:51.0,K. Leonard misses 2-pt jump shot from 22 ft,,41,35
113,2,10:49.0,,Defensive rebound by A. Nader,41,35
114,2,10:44.0,,P. George misses 3-pt jump shot from 25 ft,41,35
115,2,10:41.0,Defensive rebound by S. Ibaka,,41,35
116,2,10:26.0,J. Lin misses 2-pt layup from 2 ft,,41,35
117,2,10:22.0,,Defensive rebound by D. Schröder,41,35
118,2,10:19.0,,Shooting foul by S. Ibaka (drawn by M. Morris),41,35
119,2,10:19.0,,M. Morris makes free throw 1 of 2,41,36
120,2,10:19.0,,M. Morris misses free throw 2 of 2,41,36
121,2,10:17.0,Defensive rebound by O. Anunoby,,41,36
122,2,10:03.0,S. Ibaka makes 2-pt jump shot from 15 ft (assist by N. Powell),,43,36
123,2,9:49.0,,Shooting foul by O. Anunoby (drawn by N. Noel),43,36
124,2,9:49.0,,N. Noel misses free throw 1 of 2,43,36
125,2,9:49.0,,Offensive rebound by Team,43,36
126,2,9:49.0,,N. Noel misses free throw 2 of 2,43,36
127,2,9:47.0,Defensive rebound by O. Anunoby,,43,36
128,2,9:38.0,Personal foul by P. George (drawn by K. Leonard),,43,36
129,2,9:23.0,K. Leonard makes 3-pt jump shot from 25 ft (assist by N. Powell),,46,36
130,2,9:05.0,,N. Noel makes 2-pt dunk from 1 ft (assist by M. Morris),46,38
131,2,8:43.0,N. Powell misses 2-pt layup from 2 ft (block by N. Noel),,46,38
132,2,8:41.0,,Defensive rebound by A. Nader,46,38
133,2,8:32.0,,D. Schröder misses 3-pt jump shot from 25 ft,46,38
134,2,8:28.0,,Offensive rebound by Team,46,38
135,2,8:28.0,,S. Adams enters the game for P. George,46,38
136,2,8:28.0,,R. Westbrook enters the game for N. Noel,46,38
137,2,8:25.0,,R. Westbrook misses 2-pt jump shot from 14 ft,46,38
138,2,8:21.0,Defensive rebound by S. Ibaka,,46,38
139,2,8:10.0,Turnover by K. Leonard (out of bounds lost ball),,46,38
140,2,8:10.0,F. VanVleet enters the game for J. Lin,,46,38
141,2,8:10.0,,J. Grant enters the game for M. Morris,46,38
142,2,7:59.0,,J. Grant misses 2-pt layup from 2 ft,46,38
143,2,7:57.0,Defensive rebound by S. Ibaka,,46,38
144,2,7:48.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by O. Anunoby),,49,38
145,2,7:35.0,,Turnover by R. Westbrook (traveling),49,38
146,2,7:35.0,,T. Ferguson enters the game for A. Nader,49,38
147,2,7:25.0,K. Leonard misses 2-pt jump shot from 12 ft,,49,38
148,2,7:20.0,,Defensive rebound by J. Grant,49,38
149,2,7:20.0,P. Siakam enters the game for K. Leonard,,49,38
150,2,7:08.0,,Turnover by J. Grant (lost ball; steal by N. Powell),49,38
151,2,6:54.0,Shooting foul by J. Grant (drawn by S. Ibaka),,49,38
152,2,6:54.0,,Oklahoma City full timeout,49,38
153,2,6:54.0,D. Green enters the game for O. Anunoby,,49,38
154,2,6:54.0,P. McCaw enters the game for N. Powell,,49,38
155,2,6:54.0,S. Ibaka makes free throw 1 of 2,,50,38
156,2,6:54.0,S. Ibaka makes free throw 2 of 2,,51,38
157,2,6:43.0,,D. Schröder misses 2-pt jump shot from 17 ft,51,38
158,2,6:40.0,Defensive rebound by S. Ibaka,,51,38
159,2,6:25.0,P. Siakam misses 3-pt jump shot from 23 ft,,51,38
160,2,6:21.0,,Defensive rebound by D. Schröder,51,38
161,2,6:15.0,,D. Schröder makes 2-pt jump shot from 2 ft,51,40
162,2,5:56.0,S. Ibaka misses 3-pt jump shot from 26 ft,,51,40
163,2,5:53.0,,Defensive rebound by R. Westbrook,51,40
164,2,5:46.0,,Shooting foul by D. Green (drawn by J. Grant),51,40
165,2,5:46.0,,J. Grant misses free throw 1 of 2,51,40
166,2,5:46.0,,Offensive rebound by Team,51,40
167,2,5:46.0,K. Leonard enters the game for D. Green,,51,40
168,2,5:46.0,,P. George enters the game for T. Ferguson,51,40
169,2,5:46.0,,J. Grant makes free throw 2 of 2,51,41
170,2,5:38.0,Personal foul by D. Schröder (drawn by F. VanVleet),,51,41
171,2,5:38.0,M. Gasol enters the game for S. Ibaka,,51,41
172,2,5:32.0,Turnover by F. VanVleet (bad pass; steal by D. Schröder),,51,41
173,2,5:29.0,,R. Westbrook makes 2-pt dunk from 1 ft (assist by P. George),51,43
174,2,5:19.0,Toronto full timeout,,51,43
175,2,5:10.0,Shooting foul by P. George (drawn by K. Leonard),,51,43
176,2,5:10.0,K. Leonard makes free throw 1 of 2,,52,43
177,2,5:10.0,K. Leonard makes free throw 2 of 2,,53,43
178,2,5:10.0,,T. Ferguson enters the game for P. George,53,43
179,2,4:59.0,,Turnover by R. Westbrook (bad pass; steal by F. VanVleet),53,43
180,2,4:54.0,P. Siakam makes 2-pt dunk from 1 ft (assist by F. VanVleet),,55,43
181,2,4:45.0,,Shooting foul by M. Gasol (drawn by R. Westbrook),55,43
182,2,4:45.0,,R. Westbrook makes free throw 1 of 2,55,44
183,2,4:45.0,,R. Westbrook misses free throw 2 of 2,55,44
184,2,4:43.0,Defensive rebound by K. Leonard,,55,44
185,2,4:28.0,M. Gasol misses 2-pt layup from 1 ft,,55,44
186,2,4:27.0,,Defensive rebound by R. Westbrook,55,44
187,2,4:21.0,,D. Schröder misses 3-pt jump shot from 26 ft,55,44
188,2,4:17.0,,Offensive rebound by R. Westbrook,55,44
189,2,4:10.0,,R. Westbrook misses 2-pt layup from 2 ft (block by P. Siakam),55,44
190,2,4:08.0,Defensive rebound by P. McCaw,,55,44
191,2,4:03.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by M. Gasol),,58,44
192,2,3:51.0,,J. Grant misses 3-pt jump shot from 25 ft,58,44
193,2,3:48.0,,Offensive rebound by J. Grant,58,44
194,2,3:38.0,,D. Schröder makes 2-pt jump shot from 13 ft,58,46
195,2,3:11.0,F. VanVleet misses 2-pt layup from 1 ft,,58,46
196,2,3:08.0,,Defensive rebound by T. Ferguson,58,46
197,2,2:52.0,,S. Adams misses 2-pt hook shot from 7 ft,58,46
198,2,2:50.0,Defensive rebound by K. Leonard,,58,46
199,2,2:38.0,P. Siakam makes 2-pt jump shot from 2 ft,,60,46
200,2,2:38.0,,Violation by Team (def goaltending),60,46
201,2,2:15.0,,Shooting foul by P. McCaw (drawn by J. Grant),60,46
202,2,2:15.0,,J. Grant makes free throw 1 of 2,60,47
203,2,2:15.0,D. Green enters the game for M. Gasol,,60,47
204,2,2:15.0,S. Ibaka enters the game for P. McCaw,,60,47
205,2,2:15.0,,J. Grant makes free throw 2 of 2,60,48
206,2,2:03.0,Personal foul by S. Adams (drawn by K. Leonard),,60,48
207,2,2:03.0,K. Leonard misses free throw 1 of 2,,60,48
208,2,2:03.0,Offensive rebound by Team,,60,48
209,2,2:03.0,K. Leonard makes free throw 2 of 2,,61,48
210,2,1:51.0,,R. Westbrook makes 2-pt layup from 2 ft,61,50
211,2,1:36.0,K. Leonard misses 2-pt jump shot from 6 ft,,61,50
212,2,1:34.0,,Defensive rebound by J. Grant,61,50
213,2,1:22.0,,T. Ferguson makes 3-pt jump shot from 23 ft (assist by D. Schröder),61,53
214,2,0:55.0,F. VanVleet makes 2-pt jump shot from 17 ft (assist by K. Leonard),,63,53
215,2,0:48.0,,R. Westbrook misses 3-pt jump shot from 25 ft,63,53
216,2,0:45.0,Defensive rebound by K. Leonard,,63,53
217,2,0:36.0,P. Siakam misses 3-pt jump shot from 23 ft,,63,53
218,2,0:34.0,,Defensive rebound by R. Westbrook,63,53
219,2,0:29.0,,R. Westbrook makes 2-pt layup from 1 ft,63,55
220,2,0:07.0,D. Green misses 3-pt jump shot from 23 ft,,63,55
221,2,0:04.0,,Defensive rebound by J. Grant,63,55
222,3,11:46.0,,J. Grant misses 2-pt jump shot from 7 ft,63,55
223,3,11:42.0,,Offensive rebound by S. Adams,63,55
224,3,11:41.0,,Turnover by S. Adams (bad pass; steal by D. Green),63,55
225,3,11:20.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by D. Green),,66,55
226,3,11:06.0,,P. George misses 2-pt jump shot from 6 ft,66,55
227,3,11:02.0,Defensive rebound by D. Green,,66,55
228,3,10:57.0,K. Leonard makes 2-pt dunk at rim,,68,55
229,3,10:46.0,,Turnover by P. George (lost ball; steal by P. Siakam),68,55
230,3,10:39.0,D. Green makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,71,55
231,3,10:38.0,,Oklahoma City full timeout,71,55
232,3,10:23.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by P. George),71,58
233,3,9:55.0,Turnover by Team (shot clock),,71,58
234,3,9:30.0,,R. Westbrook misses 2-pt layup from 1 ft,71,58
235,3,9:27.0,Defensive rebound by D. Green,,71,58
236,3,9:23.0,D. Green makes 3-pt jump shot from 25 ft (assist by P. Siakam),,74,58
237,3,9:07.0,,Personal foul by M. Gasol (drawn by J. Grant),74,58
238,3,8:59.0,,T. Ferguson misses 3-pt jump shot from 23 ft,74,58
239,3,8:57.0,Defensive rebound by M. Gasol,,74,58
240,3,8:53.0,Turnover by F. VanVleet (bad pass; steal by T. Ferguson),,74,58
241,3,8:48.0,,P. George misses 3-pt jump shot from 28 ft,74,58
242,3,8:44.0,Defensive rebound by M. Gasol,,74,58
243,3,8:30.0,D. Green makes 2-pt layup from 3 ft,,76,58
244,3,8:13.0,,Offensive foul by S. Adams (drawn by M. Gasol),76,58
245,3,8:13.0,,Turnover by S. Adams (offensive foul),76,58
246,3,7:52.0,P. Siakam misses 2-pt jump shot from 20 ft,,76,58
247,3,7:50.0,,Defensive rebound by R. Westbrook,76,58
248,3,7:47.0,,T. Ferguson misses 3-pt jump shot from 25 ft,76,58
249,3,7:43.0,Defensive rebound by P. Siakam,,76,58
250,3,7:29.0,D. Green misses 3-pt jump shot from 26 ft,,76,58
251,3,7:26.0,,Defensive rebound by R. Westbrook,76,58
252,3,7:21.0,,Offensive foul by P. George (drawn by M. Gasol),76,58
253,3,7:21.0,,Turnover by P. George (offensive foul),76,58
254,3,7:05.0,K. Leonard misses 2-pt jump shot from 21 ft,,76,58
255,3,7:03.0,,Defensive rebound by P. George,76,58
256,3,6:56.0,,P. George makes 2-pt layup from 2 ft,76,60
257,3,6:38.0,P. Siakam misses 3-pt jump shot from 23 ft,,76,60
258,3,6:35.0,,Defensive rebound by P. George,76,60
259,3,6:28.0,,J. Grant misses 3-pt jump shot from 23 ft,76,60
260,3,6:24.0,,Offensive rebound by J. Grant,76,60
261,3,6:22.0,,J. Grant makes 2-pt dunk from 2 ft,76,62
262,3,5:55.0,F. VanVleet makes 2-pt jump shot from 14 ft,,78,62
263,3,5:47.0,,R. Westbrook makes 2-pt layup from 1 ft,78,64
264,3,5:47.0,,D. Schröder enters the game for P. George,78,64
265,3,5:36.0,Turnover by (5 sec),,78,64
266,3,5:29.0,,Turnover by R. Westbrook (bad pass),78,64
267,3,5:15.0,Toronto full timeout,,78,64
268,3,5:06.0,F. VanVleet makes 3-pt jump shot from 26 ft,,81,64
269,3,4:51.0,,D. Schröder misses 3-pt jump shot from 25 ft,81,64
270,3,4:49.0,Defensive rebound by P. Siakam,,81,64
271,3,4:41.0,K. Leonard makes 2-pt hook shot from 8 ft (assist by F. VanVleet),,83,64
272,3,4:29.0,,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),83,67
273,3,4:11.0,M. Gasol makes 3-pt jump shot from 24 ft (assist by P. Siakam),,86,67
274,3,4:11.0,S. Ibaka enters the game for M. Gasol,,86,67
275,3,4:11.0,N. Powell enters the game for K. Leonard,,86,67
276,3,3:49.0,,R. Westbrook makes 2-pt layup from 1 ft,86,69
277,3,3:32.0,Turnover by S. Ibaka (3 sec),,86,69
278,3,3:26.0,,Shooting foul by P. Siakam (drawn by R. Westbrook),86,69
279,3,3:26.0,,R. Westbrook makes free throw 1 of 2,86,70
280,3,3:26.0,,R. Westbrook makes free throw 2 of 2,86,71
281,3,3:13.0,D. Green misses 3-pt jump shot from 23 ft,,86,71
282,3,3:11.0,,Defensive rebound by D. Schröder,86,71
283,3,3:04.0,,T. Ferguson misses 3-pt jump shot from 23 ft,86,71
284,3,3:00.0,,Offensive rebound by J. Grant,86,71
285,3,2:50.0,,R. Westbrook misses 2-pt jump shot from 15 ft,86,71
286,3,2:47.0,,Offensive rebound by S. Adams,86,71
287,3,2:45.0,,R. Westbrook misses 3-pt jump shot from 23 ft,86,71
288,3,2:41.0,,Offensive rebound by S. Adams,86,71
289,3,2:38.0,,R. Westbrook makes 2-pt layup from 2 ft (assist by S. Adams),86,73
290,3,2:29.0,S. Ibaka misses 3-pt jump shot from 25 ft,,86,73
291,3,2:26.0,,Defensive rebound by J. Grant,86,73
292,3,2:20.0,,D. Schröder makes 2-pt jump shot from 14 ft,86,75
293,3,2:19.0,Toronto full timeout,,86,75
294,3,2:19.0,J. Lin enters the game for D. Green,,86,75
295,3,2:19.0,,P. George enters the game for S. Adams,86,75
296,3,1:55.0,S. Ibaka misses 2-pt jump shot from 10 ft,,86,75
297,3,1:52.0,,Defensive rebound by D. Schröder,86,75
298,3,1:36.0,,R. Westbrook misses 3-pt jump shot from 28 ft,86,75
299,3,1:34.0,Defensive rebound by N. Powell,,86,75
300,3,1:30.0,Shooting foul by T. Ferguson (drawn by P. Siakam),,86,75
301,3,1:30.0,O. Anunoby enters the game for F. VanVleet,,86,75
302,3,1:30.0,P. Siakam makes free throw 1 of 2,,87,75
303,3,1:30.0,P. Siakam makes free throw 2 of 2,,88,75
304,3,1:25.0,,Turnover by R. Westbrook (lost ball; steal by O. Anunoby),88,75
305,3,1:23.0,Offensive foul by J. Lin (drawn by D. Schröder),,88,75
306,3,1:23.0,Turnover by J. Lin (offensive foul),,88,75
307,3,1:17.0,,R. Westbrook misses 2-pt layup from 1 ft,88,75
308,3,1:17.0,,Offensive rebound by Team,88,75
309,3,1:08.0,,J. Grant misses 2-pt layup from 2 ft (block by S. Ibaka),88,75
310,3,1:05.0,Defensive rebound by P. Siakam,,88,75
311,3,1:04.0,Shooting foul by D. Schröder (drawn by P. Siakam),,88,75
312,3,1:04.0,P. Siakam makes free throw 1 of 2,,89,75
313,3,1:04.0,,A. Nader enters the game for T. Ferguson,89,75
314,3,1:04.0,P. Siakam makes free throw 2 of 2,,90,75
315,3,0:56.0,,Turnover by R. Westbrook (bad pass; steal by P. Siakam),90,75
316,3,0:51.0,Turnover by P. Siakam (bad pass; steal by R. Westbrook),,90,75
317,3,0:45.0,,Personal foul by N. Powell (drawn by D. Schröder),90,75
318,3,0:39.0,,R. Westbrook makes 3-pt jump shot from 24 ft,90,78
319,3,0:39.0,,Shooting foul by P. Siakam (drawn by R. Westbrook),90,78
320,3,0:39.0,,R. Westbrook misses free throw 1 of 1,90,78
321,3,0:39.0,Defensive rebound by O. Anunoby,,90,78
322,3,0:31.0,P. Siakam makes 2-pt layup from 2 ft,,92,78
323,3,0:25.0,,A. Nader misses 3-pt jump shot from 23 ft,92,78
324,3,0:22.0,Defensive rebound by P. Siakam,,92,78
325,3,0:03.0,Offensive foul by P. Siakam (drawn by P. George),,92,78
326,3,0:03.0,Turnover by P. Siakam (offensive foul),,92,78
327,3,0:03.0,P. McCaw enters the game for P. Siakam,,92,78
328,3,0:00.0,,P. George misses 3-pt jump shot from 23 ft (block by O. Anunoby),92,78
329,3,0:00.0,,Offensive rebound by Team,92,78
330,4,11:48.0,Turnover by N. Powell (out of bounds lost ball),,92,78
331,4,11:37.0,,M. Morris misses 3-pt jump shot from 23 ft,92,78
332,4,11:33.0,,Offensive rebound by N. Noel,92,78
333,4,11:33.0,,Shooting foul by S. Ibaka (drawn by N. Noel),92,78
334,4,11:33.0,,N. Noel makes free throw 1 of 2,92,79
335,4,11:33.0,,N. Noel misses free throw 2 of 2,92,79
336,4,11:31.0,Defensive rebound by K. Leonard,,92,79
337,4,11:14.0,Shooting foul by A. Nader (drawn by O. Anunoby),,92,79
338,4,11:14.0,O. Anunoby misses free throw 1 of 2,,92,79
339,4,11:14.0,Offensive rebound by Team,,92,79
340,4,11:14.0,O. Anunoby makes free throw 2 of 2,,93,79
341,4,10:56.0,,N. Noel makes 2-pt layup from 2 ft (assist by D. Schröder),93,81
342,4,10:35.0,O. Anunoby misses 3-pt jump shot from 25 ft,,93,81
343,4,10:32.0,,Defensive rebound by D. Schröder,93,81
344,4,10:27.0,,M. Morris misses 3-pt jump shot from 23 ft,93,81
345,4,10:24.0,Defensive rebound by J. Lin,,93,81
346,4,10:17.0,J. Lin makes 2-pt layup from 1 ft,,95,81
347,4,10:04.0,,Def 3 sec tech foul by Team,95,81
348,4,10:04.0,,Offensive rebound by Team,95,81
349,4,10:04.0,,P. George misses technical free throw,95,81
350,4,9:58.0,,A. Nader misses 3-pt jump shot from 23 ft,95,81
351,4,9:55.0,Defensive rebound by S. Ibaka,,95,81
352,4,9:46.0,Turnover by O. Anunoby (bad pass; steal by M. Morris),,95,81
353,4,9:39.0,,A. Nader makes 3-pt jump shot from 26 ft (assist by P. George),95,84
354,4,9:18.0,Turnover by K. Leonard (traveling),,95,84
355,4,9:12.0,,N. Noel misses 2-pt jump shot from 5 ft,95,84
356,4,9:08.0,Defensive rebound by S. Ibaka,,95,84
357,4,8:50.0,K. Leonard misses 3-pt jump shot from 25 ft,,95,84
358,4,8:48.0,,Defensive rebound by D. Schröder,95,84
359,4,8:44.0,,P. George misses 3-pt jump shot from 25 ft,95,84
360,4,8:40.0,Defensive rebound by S. Ibaka,,95,84
361,4,8:25.0,,Violation by Team (kicked ball),95,84
362,4,8:25.0,F. VanVleet enters the game for O. Anunoby,,95,84
363,4,8:25.0,,R. Westbrook enters the game for A. Nader,95,84
364,4,8:14.0,N. Powell misses 2-pt layup from 3 ft,,95,84
365,4,8:14.0,,Defensive rebound by Team,95,84
366,4,8:02.0,,D. Schröder misses 2-pt jump shot from 14 ft,95,84
367,4,7:59.0,Defensive rebound by N. Powell,,95,84
368,4,7:55.0,J. Lin misses 3-pt jump shot from 26 ft,,95,84
369,4,7:53.0,Offensive rebound by S. Ibaka,,95,84
370,4,7:53.0,Shooting foul by P. George (drawn by S. Ibaka),,95,84
371,4,7:53.0,S. Ibaka makes free throw 1 of 2,,96,84
372,4,7:53.0,D. Green enters the game for N. Powell,,96,84
373,4,7:53.0,S. Ibaka makes free throw 2 of 2,,97,84
374,4,7:43.0,,M. Morris makes 2-pt layup from 1 ft,97,86
375,4,7:21.0,J. Lin misses 3-pt jump shot from 25 ft,,97,86
376,4,7:14.0,Offensive rebound by K. Leonard,,97,86
377,4,7:11.0,F. VanVleet makes 3-pt jump shot from 23 ft (assist by K. Leonard),,100,86
378,4,6:59.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by R. Westbrook),100,89
379,4,6:47.0,Offensive foul by K. Leonard (drawn by P. George),,100,89
380,4,6:47.0,Turnover by K. Leonard (offensive foul),,100,89
381,4,6:47.0,,Oklahoma City full timeout,100,89
382,4,6:47.0,P. Siakam enters the game for K. Leonard,,100,89
383,4,6:47.0,,S. Adams enters the game for N. Noel,100,89
384,4,6:35.0,,D. Schröder misses 3-pt jump shot from 23 ft,100,89
385,4,6:33.0,Defensive rebound by P. Siakam,,100,89
386,4,6:17.0,Personal foul by M. Morris (drawn by F. VanVleet),,100,89
387,4,6:17.0,,J. Grant enters the game for M. Morris,100,89
