,QUARTER,TIME_REMAINING,DALLAS_ACTION,NEW YORK_ACTION,DALLAS_SCORE,NEW YORK_SCORE
385,4,3:43.0,D. Powell makes 2-pt dunk from 1 ft (assist by J. Brunson),,106,81
386,4,3:25.0,,K. Knox makes 2-pt jump shot from 11 ft,106,83
387,4,3:04.0,J. Brunson makes 3-pt jump shot from 24 ft (assist by R. Broekhoff),,109,83
388,4,2:52.0,,K. Knox misses 3-pt jump shot from 25 ft,109,83
389,4,2:50.0,Defensive rebound by D. Smith,,109,83
390,4,2:42.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by D. Smith),,112,83
391,4,2:40.0,,New York full timeout,112,83
392,4,2:40.0,S. Mejri enters the game for D. Smith,,112,83
393,4,2:40.0,,K. Allen enters the game for T. Burke,112,83
394,4,2:40.0,,D. Dotson enters the game for T. Hardaway,112,83
395,4,2:40.0,,A. Trier enters the game for M. Hezonja,112,83
396,4,2:21.0,,Shooting foul by J. Brunson (drawn by K. Allen),112,83
397,4,2:21.0,,K. Allen makes free throw 1 of 2,112,84
398,4,2:21.0,,K. Allen makes free throw 2 of 2,112,85
399,4,2:05.0,Turnover by S. Mejri (traveling),,112,85
400,4,1:47.0,,K. Knox misses 2-pt jump shot from 20 ft,112,85
401,4,1:45.0,Defensive rebound by R. Broekhoff,,112,85
402,4,1:38.0,D. Nowitzki makes 2-pt jump shot from 20 ft (assist by J. Brunson),,114,85
403,4,1:26.0,,Shooting foul by S. Mejri (drawn by K. Knox),114,85
404,4,1:26.0,,K. Knox makes free throw 1 of 2,114,86
405,4,1:26.0,,K. Knox makes free throw 2 of 2,114,87
406,4,1:07.0,D. Powell misses 2-pt hook shot from 4 ft (block by M. Robinson),,114,87
407,4,1:05.0,,Defensive rebound by D. Dotson,114,87
408,4,1:01.0,,D. Dotson makes 3-pt jump shot from 25 ft (assist by K. Allen),114,90
409,4,0:50.0,D. Nowitzki misses 3-pt jump shot from 25 ft,,114,90
410,4,0:48.0,Offensive rebound by Team,,114,90
411,4,0:48.0,,Loose ball foul by D. Dotson (drawn by D. Powell),114,90
412,4,0:42.0,S. Mejri misses 2-pt layup from 1 ft (block by M. Robinson),,114,90
413,4,0:39.0,,Defensive rebound by K. Allen,114,90
414,4,0:36.0,,D. Dotson misses 3-pt jump shot from 27 ft,114,90
415,4,0:34.0,Defensive rebound by J. Brunson,,114,90
416,4,0:08.0,Turnover by Team (shot clock),,114,90
