,QUARTER,TIME_REMAINING,NEW YORK_ACTION,UTAH_ACTION,NEW YORK_SCORE,UTAH_SCORE
379,4,7:19.0,,G. Niang misses 2-pt jump shot from 9 ft (block by K. Knox),70,113
380,4,7:15.0,Defensive rebound by L. Kornet,,70,113
381,4,7:03.0,A. Trier misses 2-pt layup from 4 ft (block by R. O'Neale),,70,113
382,4,7:03.0,Offensive rebound by Team,,70,113
383,4,6:55.0,L. Kornet makes 2-pt jump shot from 22 ft,,72,113
384,4,6:40.0,,R. O'Neale makes 3-pt jump shot from 25 ft (assist by E. Udoh),72,116
385,4,6:25.0,K. Knox misses 2-pt jump shot from 3 ft,,72,116
386,4,6:23.0,,Defensive rebound by T. Bradley,72,116
387,4,6:16.0,,G. Niang makes 2-pt jump shot from 11 ft,72,118
388,4,6:10.0,Shooting foul by E. Udoh (drawn by T. Burke),,72,118
389,4,6:10.0,T. Burke makes free throw 1 of 2,,73,118
390,4,6:10.0,T. Burke makes free throw 2 of 2,,74,118
391,4,5:51.0,,Turnover by N. Mitrou-Long (lost ball; steal by A. Trier),74,118
392,4,5:43.0,L. Kornet makes 3-pt jump shot from 25 ft (assist by A. Trier),,77,118
393,4,5:21.0,,E. Udoh misses 2-pt hook shot from 9 ft,77,118
394,4,5:17.0,Defensive rebound by N. Vonleh,,77,118
395,4,5:12.0,Turnover by L. Kornet (lost ball; steal by R. O'Neale),,77,118
396,4,5:07.0,,E. Udoh makes 2-pt dunk from 1 ft (assist by N. Mitrou-Long),77,120
397,4,4:41.0,L. Kornet misses 2-pt jump shot from 23 ft,,77,120
398,4,4:38.0,Offensive rebound by L. Kornet,,77,120
399,4,4:31.0,Shooting foul by T. Bradley (drawn by N. Vonleh),,77,120
400,4,4:31.0,N. Vonleh makes free throw 1 of 2,,78,120
401,4,4:31.0,,R. Neto enters the game for R. O'Neale,78,120
402,4,4:31.0,N. Vonleh makes free throw 2 of 2,,79,120
403,4,4:19.0,,N. Mitrou-Long makes 3-pt jump shot from 28 ft,79,123
404,4,4:07.0,T. Burke makes 2-pt jump shot from 19 ft,,81,123
405,4,3:54.0,,Turnover by N. Mitrou-Long (offensive foul),81,123
406,4,3:54.0,,Offensive foul by N. Mitrou-Long (drawn by A. Trier),81,123
407,4,3:46.0,T. Burke makes 2-pt layup from 2 ft,,83,123
408,4,3:46.0,Shooting foul by R. Neto (drawn by T. Burke),,83,123
409,4,3:46.0,T. Burke makes free throw 1 of 1,,84,123
410,4,3:38.0,,R. Neto misses 2-pt layup from 2 ft,84,123
411,4,3:33.0,,Offensive rebound by E. Udoh,84,123
412,4,3:33.0,,E. Udoh makes 2-pt layup at rim,84,125
413,4,3:28.0,K. Knox makes 2-pt jump shot from 8 ft,,86,125
414,4,3:27.0,,Utah full timeout,86,125
415,4,3:27.0,,Turnover by T. Bradley (inbound),86,125
416,4,3:13.0,L. Kornet misses 2-pt jump shot from 8 ft,,86,125
417,4,3:12.0,,Defensive rebound by Team,86,125
418,4,3:12.0,Loose ball foul by N. Vonleh (drawn by T. Bradley),,86,125
419,4,2:55.0,,G. Niang misses 2-pt jump shot from 21 ft,86,125
420,4,2:53.0,Defensive rebound by N. Vonleh,,86,125
421,4,2:45.0,T. Burke makes 2-pt layup from 9 ft,,88,125
422,4,2:24.0,,T. Bradley misses 2-pt layup from 3 ft,88,125
423,4,2:21.0,,Offensive rebound by T. Bradley,88,125
424,4,2:21.0,,T. Bradley misses 2-pt layup at rim,88,125
425,4,2:20.0,,Offensive rebound by T. Bradley,88,125
426,4,2:20.0,,T. Bradley misses 2-pt layup at rim,88,125
427,4,2:20.0,,Offensive rebound by E. Udoh,88,125
428,4,2:19.0,,E. Udoh makes 2-pt layup at rim,88,127
429,4,2:10.0,L. Kornet makes 3-pt jump shot from 24 ft (assist by T. Burke),,91,127
430,4,1:48.0,,N. Mitrou-Long misses 3-pt jump shot from 26 ft,91,127
431,4,1:45.0,Defensive rebound by K. Knox,,91,127
432,4,1:33.0,L. Kornet misses 3-pt jump shot from 26 ft,,91,127
433,4,1:30.0,,Defensive rebound by E. Udoh,91,127
434,4,1:23.0,,G. Niang misses 3-pt jump shot from 23 ft,91,127
435,4,1:21.0,Defensive rebound by K. Knox,,91,127
436,4,1:12.0,K. Knox misses 2-pt jump shot from 6 ft (block by E. Udoh),,91,127
437,4,1:09.0,,Defensive rebound by R. Neto,91,127
438,4,1:05.0,,R. Neto misses 2-pt jump shot from 12 ft,91,127
439,4,1:04.0,,Offensive rebound by E. Udoh,91,127
440,4,1:04.0,,E. Udoh makes 2-pt layup at rim,91,129
441,4,0:52.0,L. Kornet makes 3-pt jump shot from 25 ft (assist by A. Trier),,94,129
442,4,0:37.0,,Turnover by R. Neto (offensive foul),94,129
443,4,0:37.0,,Offensive foul by R. Neto (drawn by N. Vonleh),94,129
444,4,0:29.0,T. Burke makes 3-pt jump shot from 25 ft (assist by L. Kornet),,97,129
445,4,0:10.0,,G. Niang misses 3-pt jump shot from 23 ft,97,129
446,4,0:06.0,Defensive rebound by N. Vonleh,,97,129
447,4,0:00.0,T. Burke misses 3-pt jump shot from 26 ft,,97,129
448,4,0:00.0,Offensive rebound by Team,,97,129
