,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BROOKLYN_ACTION,PHOENIX_SCORE,BROOKLYN_SCORE
377,4,8:13.0,K. Oubre makes 3-pt jump shot from 26 ft,,82,94
378,4,8:12.0,,Brooklyn full timeout,82,94
379,4,8:12.0,D. Booker enters the game for D. Melton,,82,94
380,4,7:53.0,,J. Harris makes 2-pt layup from 2 ft (assist by D. Russell),82,96
381,4,7:38.0,Turnover by K. Oubre (bad pass; steal by D. Russell),,82,96
382,4,7:29.0,,D. Russell misses 2-pt jump shot from 16 ft,82,96
383,4,7:28.0,,Offensive rebound by E. Davis,82,96
384,4,7:28.0,,E. Davis makes 2-pt layup at rim,82,98
385,4,7:27.0,Phoenix full timeout,,82,98
386,4,7:18.0,Offensive foul by M. Bridges (drawn by J. Harris),,82,98
387,4,7:18.0,Turnover by M. Bridges (offensive foul),,82,98
388,4,6:59.0,,E. Davis misses 2-pt jump shot from 6 ft,82,98
389,4,6:56.0,Defensive rebound by D. Ayton,,82,98
390,4,6:50.0,D. Booker misses 3-pt jump shot from 25 ft,,82,98
391,4,6:47.0,,Defensive rebound by D. Russell,82,98
392,4,6:36.0,,E. Davis makes 2-pt dunk from 1 ft (assist by R. Kurucs),82,100
393,4,6:18.0,Turnover by D. Booker (bad pass; steal by E. Davis),,82,100
394,4,6:09.0,,Shooting foul by D. Booker (drawn by D. Russell),82,100
395,4,6:09.0,,D. Russell makes free throw 1 of 2,82,101
396,4,6:09.0,,D. Russell makes free throw 2 of 2,82,102
397,4,5:57.0,Turnover by D. Booker (bad pass; steal by E. Davis),,82,102
398,4,5:47.0,,Turnover by D. Russell (bad pass; steal by M. Bridges),82,102
399,4,5:42.0,M. Bridges makes 2-pt layup from 4 ft (assist by D. Booker),,84,102
400,4,5:16.0,,Turnover by D. Russell (lost ball; steal by D. Ayton),84,102
401,4,5:11.0,D. Booker makes 2-pt layup from 1 ft,,86,102
402,4,5:11.0,,Brooklyn full timeout,86,102
403,4,5:11.0,T. Daniels enters the game for J. Jackson,,86,102
404,4,5:11.0,T. Warren enters the game for K. Oubre,,86,102
405,4,5:11.0,,S. Dinwiddie enters the game for D. Russell,86,102
406,4,4:54.0,,Turnover by S. Dinwiddie (bad pass),86,102
407,4,4:42.0,T. Daniels makes 3-pt jump shot from 26 ft (assist by M. Bridges),,89,102
408,4,4:23.0,,S. Dinwiddie makes 2-pt layup from 3 ft,89,104
409,4,4:12.0,Shooting foul by R. Kurucs (drawn by D. Booker),,89,104
410,4,4:12.0,D. Booker makes free throw 1 of 2,,90,104
411,4,4:12.0,D. Booker makes free throw 2 of 2,,91,104
412,4,3:51.0,,S. Dinwiddie makes 2-pt jump shot from 7 ft,91,106
413,4,3:40.0,D. Booker misses 2-pt layup from 2 ft,,91,106
414,4,3:35.0,,Defensive rebound by E. Davis,91,106
415,4,3:19.0,,Personal foul by D. Ayton (drawn by R. Kurucs),91,106
416,4,3:12.0,,Turnover by S. Dinwiddie (lost ball; steal by M. Bridges),91,106
417,4,3:11.0,Shooting foul by S. Dinwiddie (drawn by M. Bridges),,91,106
418,4,3:11.0,M. Bridges makes free throw 1 of 2,,92,106
419,4,3:11.0,M. Bridges makes free throw 2 of 2,,93,106
420,4,2:57.0,,Shooting foul by M. Bridges (drawn by S. Dinwiddie),93,106
421,4,2:57.0,,S. Dinwiddie makes free throw 1 of 2,93,107
422,4,2:57.0,,S. Dinwiddie makes free throw 2 of 2,93,108
423,4,2:39.0,D. Booker makes 2-pt jump shot from 11 ft,,95,108
424,4,2:30.0,,Personal take foul by D. Booker (drawn by E. Davis),95,108
425,4,2:30.0,,E. Davis misses free throw 1 of 2,95,108
426,4,2:30.0,,Offensive rebound by Team,95,108
427,4,2:30.0,,S. Napier enters the game for J. Harris,95,108
428,4,2:30.0,,E. Davis makes free throw 2 of 2,95,109
429,4,2:20.0,Personal foul by S. Napier (drawn by T. Daniels),,95,109
430,4,2:12.0,D. Ayton makes 2-pt dunk from 2 ft (assist by D. Booker),,97,109
431,4,2:04.0,,Personal take foul by T. Daniels (drawn by E. Davis),97,109
432,4,2:04.0,,E. Davis misses free throw 1 of 2,97,109
433,4,2:04.0,,Offensive rebound by Team,97,109
434,4,2:04.0,,E. Davis misses free throw 2 of 2,97,109
435,4,2:02.0,Defensive rebound by D. Ayton,,97,109
436,4,1:57.0,D. Booker makes 2-pt jump shot from 3 ft,,99,109
437,4,1:42.0,,Personal take foul by D. Ayton (drawn by E. Davis),99,109
438,4,1:42.0,,E. Davis misses free throw 1 of 2,99,109
439,4,1:42.0,,Offensive rebound by Team,99,109
440,4,1:42.0,,E. Davis misses free throw 2 of 2,99,109
441,4,1:39.0,Defensive rebound by D. Ayton,,99,109
442,4,1:27.0,D. Booker misses 3-pt jump shot from 25 ft,,99,109
443,4,1:24.0,,Defensive rebound by R. Kurucs,99,109
444,4,1:04.0,,S. Dinwiddie misses 2-pt jump shot from 4 ft,99,109
445,4,0:59.0,,Offensive rebound by E. Davis,99,109
446,4,0:51.0,,S. Dinwiddie makes 2-pt jump shot from 12 ft,99,111
447,4,0:43.0,Shooting foul by R. Kurucs (drawn by D. Booker),,99,111
448,4,0:43.0,D. Booker makes free throw 1 of 2,,100,111
449,4,0:43.0,,T. Pinson enters the game for S. Dinwiddie,100,111
450,4,0:43.0,D. Booker makes free throw 2 of 2,,101,111
451,4,0:25.0,,T. Pinson misses 3-pt jump shot from 29 ft,101,111
452,4,0:23.0,Defensive rebound by D. Ayton,,101,111
453,4,0:13.0,D. Booker makes 2-pt jump shot from 16 ft,,103,111
