,QUARTER,TIME_REMAINING,DETROIT_ACTION,BROOKLYN_ACTION,DETROIT_SCORE,BROOKLYN_SCORE
61,1,6:21.0,R. Jackson misses 3-pt jump shot from 26 ft,,9,15
62,1,6:18.0,,Defensive rebound by J. Dudley,9,15
63,1,6:12.0,,C. LeVert makes 3-pt jump shot from 26 ft,9,18
64,1,5:59.0,Turnover by A. Drummond (bad pass),,9,18
65,1,5:59.0,G. Robinson enters the game for S. Johnson,,9,18
66,1,5:48.0,,C. LeVert makes 2-pt layup from 4 ft,9,20
67,1,5:28.0,B. Brown makes 3-pt jump shot from 23 ft (assist by B. Griffin),,12,20
68,1,5:18.0,,Personal foul by R. Jackson (drawn by E. Davis),12,20
69,1,5:18.0,I. Smith enters the game for R. Jackson,,12,20
70,1,5:18.0,,A. Crabbe enters the game for J. Dudley,12,20
71,1,5:18.0,,R. Hollis-Jefferson enters the game for J. Harris,12,20
72,1,5:16.0,,Offensive foul by E. Davis (drawn by G. Robinson),12,20
73,1,5:16.0,,Turnover by E. Davis (offensive foul),12,20
74,1,5:00.0,Turnover by B. Griffin (bad pass; steal by D. Russell),,12,20
75,1,4:49.0,,D. Russell misses 2-pt jump shot from 5 ft,12,20
76,1,4:47.0,Defensive rebound by A. Drummond,,12,20
77,1,4:42.0,I. Smith misses 3-pt jump shot from 23 ft,,12,20
78,1,4:39.0,Offensive rebound by B. Griffin,,12,20
79,1,4:38.0,B. Griffin misses 2-pt layup from 8 ft,,12,20
80,1,4:38.0,,Defensive rebound by Team,12,20
81,1,4:38.0,Loose ball foul by B. Griffin (drawn by E. Davis),,12,20
82,1,4:38.0,,S. Dinwiddie enters the game for D. Russell,12,20
83,1,4:22.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by S. Dinwiddie),12,23
84,1,4:04.0,B. Brown misses 2-pt layup from 7 ft (block by A. Crabbe),,12,23
85,1,4:01.0,,Defensive rebound by E. Davis,12,23
86,1,3:59.0,,C. LeVert makes 2-pt layup from 3 ft (assist by R. Hollis-Jefferson),12,25
87,1,3:51.0,Detroit full timeout,,12,25
88,1,3:51.0,Z. Pachulia enters the game for A. Drummond,,12,25
89,1,3:30.0,B. Griffin misses 3-pt jump shot from 25 ft,,12,25
90,1,3:28.0,,Defensive rebound by A. Crabbe,12,25
91,1,3:08.0,,C. LeVert misses 2-pt jump shot from 5 ft,12,25
92,1,3:04.0,,Offensive rebound by E. Davis,12,25
93,1,3:04.0,,E. Davis makes 2-pt layup from 1 ft,12,27
94,1,2:55.0,B. Brown misses 3-pt jump shot from 26 ft,,12,27
95,1,2:52.0,,Defensive rebound by R. Hollis-Jefferson,12,27
96,1,2:44.0,,R. Hollis-Jefferson misses 2-pt layup from 4 ft (block by Z. Pachulia),12,27
97,1,2:41.0,Defensive rebound by B. Griffin,,12,27
98,1,2:38.0,G. Robinson misses 3-pt jump shot from 23 ft,,12,27
99,1,2:35.0,,Defensive rebound by C. LeVert,12,27
100,1,2:29.0,,Turnover by C. LeVert (bad pass; steal by I. Smith),12,27
101,1,2:26.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by I. Smith),,14,27
102,1,2:26.0,Shooting foul by C. LeVert (drawn by Z. Pachulia),,14,27
103,1,2:26.0,S. Johnson enters the game for B. Griffin,,14,27
104,1,2:26.0,,S. Napier enters the game for C. LeVert,14,27
105,1,2:26.0,Z. Pachulia makes free throw 1 of 1,,15,27
106,1,2:10.0,,A. Crabbe misses 3-pt jump shot from 26 ft,15,27
107,1,2:07.0,Defensive rebound by I. Smith,,15,27
108,1,2:02.0,I. Smith makes 3-pt jump shot from 25 ft,,18,27
109,1,1:35.0,,S. Dinwiddie misses 3-pt jump shot from 31 ft,18,27
110,1,1:32.0,Defensive rebound by G. Robinson,,18,27
111,1,1:26.0,Personal foul by R. Hollis-Jefferson (drawn by I. Smith),,18,27
112,1,1:26.0,I. Smith makes free throw 1 of 2,,19,27
113,1,1:26.0,,D. Russell enters the game for S. Dinwiddie,19,27
114,1,1:26.0,I. Smith misses free throw 2 of 2,,19,27
115,1,1:23.0,,Defensive rebound by R. Hollis-Jefferson,19,27
116,1,1:11.0,,Personal foul by Z. Pachulia (drawn by S. Napier),19,27
117,1,1:11.0,,S. Napier makes free throw 1 of 2,19,28
118,1,1:11.0,,S. Napier misses free throw 2 of 2,19,28
119,1,1:08.0,Defensive rebound by S. Johnson,,19,28
120,1,0:58.0,Z. Pachulia makes 2-pt jump shot from 13 ft,,21,28
121,1,0:42.0,,D. Russell misses 2-pt jump shot from 17 ft,21,28
122,1,0:40.0,,Offensive rebound by E. Davis,21,28
123,1,0:28.0,,S. Napier misses 2-pt layup from 2 ft,21,28
124,1,0:27.0,Defensive rebound by S. Johnson,,21,28
125,1,0:27.0,Personal foul by E. Davis (drawn by Z. Pachulia),,21,28
126,1,0:27.0,Z. Pachulia misses free throw 1 of 2,,21,28
127,1,0:27.0,Offensive rebound by Team,,21,28
128,1,0:27.0,,J. Allen enters the game for E. Davis,21,28
129,1,0:27.0,,J. Harris enters the game for R. Hollis-Jefferson,21,28
130,1,0:27.0,Z. Pachulia makes free throw 2 of 2,,22,28
131,1,0:06.0,,D. Russell misses 3-pt jump shot from 28 ft,22,28
132,1,0:03.0,Defensive rebound by S. Johnson,,22,28
133,2,11:43.0,G. Robinson makes 2-pt layup from 2 ft (assist by I. Smith),,24,28
134,2,11:43.0,Shooting foul by J. Allen (drawn by G. Robinson),,24,28
135,2,11:43.0,,E. Davis enters the game for J. Allen,24,28
136,2,11:43.0,G. Robinson makes free throw 1 of 1,,25,28
137,2,11:24.0,,E. Davis makes 2-pt jump shot from 4 ft (assist by A. Crabbe),25,30
138,2,11:12.0,Personal foul by S. Napier (drawn by Z. Pachulia),,25,30
139,2,11:06.0,L. Galloway makes 2-pt jump shot from 15 ft (assist by Z. Pachulia),,27,30
140,2,10:56.0,,S. Napier misses 3-pt jump shot from 25 ft,27,30
141,2,10:52.0,Defensive rebound by S. Johnson,,27,30
142,2,10:50.0,Shooting foul by J. Harris (drawn by S. Johnson),,27,30
143,2,10:50.0,S. Johnson makes free throw 1 of 2,,28,30
144,2,10:50.0,S. Johnson makes free throw 2 of 2,,29,30
145,2,10:32.0,,Turnover by E. Davis (traveling),29,30
146,2,10:18.0,G. Robinson makes 2-pt jump shot from 20 ft (assist by S. Johnson),,31,30
147,2,10:04.0,,A. Crabbe misses 2-pt jump shot from 23 ft,31,30
148,2,10:00.0,Defensive rebound by I. Smith,,31,30
149,2,9:57.0,L. Galloway misses 3-pt jump shot from 26 ft,,31,30
150,2,9:57.0,,Defensive rebound by E. Davis,31,30
151,2,9:45.0,,S. Napier misses 2-pt jump shot from 16 ft,31,30
152,2,9:42.0,Defensive rebound by S. Johnson,,31,30
153,2,9:30.0,L. Galloway makes 2-pt jump shot from 16 ft (assist by Z. Pachulia),,33,30
154,2,9:30.0,,Brooklyn full timeout,33,30
155,2,9:30.0,R. Bullock enters the game for G. Robinson,,33,30
156,2,9:30.0,,R. Hollis-Jefferson enters the game for E. Davis,33,30
157,2,9:19.0,,Away from play foul by R. Bullock (drawn by R. Hollis-Jefferson),33,30
158,2,9:08.0,,Turnover by S. Napier (bad pass; steal by S. Johnson),33,30
159,2,9:08.0,Detroit full timeout,,33,30
160,2,8:53.0,L. Galloway misses 2-pt jump shot from 8 ft,,33,30
161,2,8:49.0,,Defensive rebound by R. Hollis-Jefferson,33,30
162,2,8:43.0,,Shooting foul by Z. Pachulia (drawn by J. Harris),33,30
163,2,8:43.0,,J. Harris makes free throw 1 of 2,33,31
164,2,8:43.0,B. Griffin enters the game for Z. Pachulia,,33,31
165,2,8:43.0,,J. Dudley enters the game for S. Napier,33,31
166,2,8:43.0,,J. Harris makes free throw 2 of 2,33,32
167,2,8:29.0,I. Smith misses 3-pt jump shot from 25 ft,,33,32
168,2,8:26.0,,Defensive rebound by R. Hollis-Jefferson,33,32
169,2,8:19.0,,R. Hollis-Jefferson makes 2-pt jump shot from 9 ft,33,34
170,2,7:58.0,Turnover by B. Griffin (back court),,33,34
171,2,7:49.0,,R. Hollis-Jefferson makes 2-pt layup from 2 ft (assist by J. Harris),33,36
172,2,7:38.0,Personal foul by S. Dinwiddie (drawn by B. Griffin),,33,36
173,2,7:30.0,B. Griffin makes 3-pt jump shot from 26 ft (assist by I. Smith),,36,36
174,2,7:12.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,36,36
175,2,7:12.0,Defensive rebound by B. Griffin,,36,36
176,2,6:57.0,R. Bullock misses 2-pt jump shot from 21 ft,,36,36
177,2,6:52.0,,Defensive rebound by R. Hollis-Jefferson,36,36
178,2,6:51.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,36,36
179,2,6:47.0,Defensive rebound by S. Johnson,,36,36
180,2,6:45.0,S. Johnson misses 2-pt layup from 2 ft,,36,36
181,2,6:42.0,Offensive rebound by S. Johnson,,36,36
182,2,6:41.0,R. Bullock misses 3-pt jump shot from 22 ft,,36,36
183,2,6:38.0,,Defensive rebound by A. Crabbe,36,36
184,2,6:28.0,,J. Dudley misses 2-pt hook shot from 2 ft,36,36
185,2,6:28.0,,Offensive rebound by J. Dudley,36,36
186,2,6:28.0,,Shooting foul by I. Smith (drawn by J. Dudley),36,36
187,2,6:28.0,,J. Dudley makes free throw 1 of 2,36,37
188,2,6:28.0,J. Calderón enters the game for L. Galloway,,36,37
189,2,6:28.0,A. Drummond enters the game for S. Johnson,,36,37
190,2,6:28.0,R. Jackson enters the game for I. Smith,,36,37
191,2,6:28.0,,C. LeVert enters the game for S. Dinwiddie,36,37
192,2,6:28.0,,J. Dudley makes free throw 2 of 2,36,38
193,2,6:08.0,R. Bullock misses 2-pt jump shot from 19 ft,,36,38
194,2,6:02.0,,Defensive rebound by A. Crabbe,36,38
195,2,5:55.0,,Shooting foul by R. Bullock (drawn by J. Dudley),36,38
196,2,5:55.0,,J. Dudley makes free throw 1 of 2,36,39
197,2,5:55.0,B. Brown enters the game for R. Bullock,,36,39
198,2,5:55.0,,D. Russell enters the game for A. Crabbe,36,39
199,2,5:55.0,,J. Dudley makes free throw 2 of 2,36,40
200,2,5:44.0,R. Jackson misses 2-pt jump shot from 11 ft,,36,40
201,2,5:44.0,Offensive rebound by A. Drummond,,36,40
202,2,5:41.0,A. Drummond makes 2-pt layup from 2 ft,,38,40
203,2,5:25.0,,R. Hollis-Jefferson makes 2-pt dunk from 1 ft (assist by C. LeVert),38,42
204,2,5:12.0,B. Griffin misses 2-pt layup from 2 ft,,38,42
205,2,5:10.0,,Defensive rebound by R. Hollis-Jefferson,38,42
206,2,4:51.0,,R. Hollis-Jefferson misses 2-pt layup from 4 ft (block by B. Griffin),38,42
207,2,4:48.0,Defensive rebound by B. Griffin,,38,42
208,2,4:43.0,B. Brown misses 3-pt jump shot from 24 ft,,38,42
209,2,4:39.0,,Defensive rebound by J. Harris,38,42
210,2,4:27.0,,J. Dudley makes 2-pt layup from 1 ft (assist by D. Russell),38,44
211,2,4:23.0,Detroit full timeout,,38,44
212,2,4:23.0,,E. Davis enters the game for R. Hollis-Jefferson,38,44
213,2,4:13.0,R. Jackson makes 2-pt jump shot from 16 ft,,40,44
214,2,4:02.0,,C. LeVert makes 2-pt jump shot from 12 ft (assist by D. Russell),40,46
215,2,3:57.0,Shooting foul by E. Davis (drawn by A. Drummond),,40,46
216,2,3:57.0,A. Drummond misses free throw 1 of 2,,40,46
217,2,3:57.0,Offensive rebound by Team,,40,46
218,2,3:57.0,A. Drummond makes free throw 2 of 2,,41,46
219,2,3:37.0,,C. LeVert makes 2-pt layup from 3 ft,41,48
220,2,3:27.0,R. Jackson misses 2-pt layup from 2 ft,,41,48
221,2,3:26.0,Offensive rebound by A. Drummond,,41,48
222,2,3:23.0,A. Drummond misses 2-pt layup from 4 ft,,41,48
223,2,3:18.0,Offensive rebound by A. Drummond,,41,48
224,2,3:17.0,A. Drummond misses 2-pt layup at rim,,41,48
225,2,3:15.0,Offensive rebound by A. Drummond,,41,48
226,2,3:15.0,A. Drummond makes 2-pt layup at rim,,43,48
227,2,3:11.0,,J. Harris misses 3-pt jump shot from 26 ft,43,48
228,2,3:09.0,Defensive rebound by R. Jackson,,43,48
229,2,3:06.0,A. Drummond misses 2-pt layup from 2 ft,,43,48
230,2,3:03.0,Offensive rebound by A. Drummond,,43,48
231,2,3:03.0,A. Drummond misses 2-pt layup at rim,,43,48
232,2,3:01.0,,Defensive rebound by C. LeVert,43,48
233,2,2:57.0,,Turnover by D. Russell (bad pass; steal by A. Drummond),43,48
234,2,2:50.0,R. Jackson makes 3-pt jump shot from 25 ft (assist by B. Griffin),,46,48
235,2,2:30.0,,J. Harris misses 2-pt layup from 2 ft (block by A. Drummond),46,48
236,2,2:27.0,Defensive rebound by A. Drummond,,46,48
237,2,2:21.0,R. Jackson misses 3-pt jump shot from 25 ft,,46,48
238,2,2:18.0,,Defensive rebound by E. Davis,46,48
239,2,2:18.0,,R. Hollis-Jefferson enters the game for E. Davis,46,48
240,2,2:04.0,,D. Russell makes 2-pt jump shot from 14 ft,46,50
241,2,1:56.0,Offensive foul by B. Griffin (drawn by R. Hollis-Jefferson),,46,50
242,2,1:56.0,Turnover by B. Griffin (offensive foul),,46,50
243,2,1:56.0,,A. Crabbe enters the game for J. Harris,46,50
244,2,1:47.0,,D. Russell misses 2-pt layup from 6 ft,46,50
245,2,1:47.0,Defensive rebound by Team,,46,50
246,2,1:40.0,J. Calderón misses 3-pt jump shot from 26 ft,,46,50
247,2,1:36.0,Offensive rebound by R. Jackson,,46,50
248,2,1:34.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by R. Jackson),,49,50
249,2,1:16.0,,J. Dudley misses 2-pt jump shot from 4 ft,49,50
250,2,1:14.0,Defensive rebound by A. Drummond,,49,50
251,2,1:11.0,B. Griffin makes 2-pt layup from 3 ft,,51,50
252,2,1:11.0,Shooting foul by D. Russell (drawn by B. Griffin),,51,50
253,2,1:11.0,B. Griffin makes free throw 1 of 1,,52,50
254,2,0:56.0,,R. Hollis-Jefferson misses 2-pt jump shot from 10 ft,52,50
255,2,0:53.0,Defensive rebound by A. Drummond,,52,50
256,2,0:45.0,B. Brown makes 2-pt layup from 1 ft (assist by B. Griffin),,54,50
257,2,0:45.0,Shooting foul by J. Dudley (drawn by B. Brown),,54,50
258,2,0:45.0,B. Brown makes free throw 1 of 1,,55,50
259,2,0:37.0,,C. LeVert makes 2-pt jump shot from 7 ft,55,52
260,2,0:25.0,R. Jackson makes 2-pt jump shot from 8 ft,,57,52
261,2,0:05.0,,C. LeVert misses 2-pt layup from 4 ft (block by A. Drummond),57,52
262,2,0:03.0,,Offensive rebound by J. Dudley,57,52
263,2,0:03.0,,Personal foul by A. Drummond (drawn by J. Dudley),57,52
264,2,0:03.0,,J. Dudley makes free throw 1 of 2,57,53
265,2,0:03.0,,J. Harris enters the game for D. Russell,57,53
266,2,0:03.0,,J. Dudley makes free throw 2 of 2,57,54
267,2,0:01.0,J. Calderón makes 3-pt jump shot from 25 ft (assist by A. Drummond),,60,54
268,3,11:54.0,Personal foul by D. Russell (drawn by R. Jackson),,60,54
269,3,11:43.0,B. Griffin misses 2-pt layup from 4 ft,,60,54
270,3,11:40.0,,Defensive rebound by J. Allen,60,54
271,3,11:28.0,,D. Russell misses 3-pt jump shot from 26 ft,60,54
272,3,11:24.0,Defensive rebound by A. Drummond,,60,54
273,3,11:07.0,B. Griffin misses 2-pt layup from 3 ft,,60,54
274,3,11:06.0,Offensive rebound by A. Drummond,,60,54
275,3,11:06.0,Shooting foul by C. LeVert (drawn by A. Drummond),,60,54
276,3,11:06.0,A. Drummond misses free throw 1 of 2,,60,54
277,3,11:06.0,Offensive rebound by Team,,60,54
278,3,11:06.0,A. Drummond makes free throw 2 of 2,,61,54
279,3,10:49.0,,Personal foul by B. Griffin (drawn by J. Allen),61,54
280,3,10:33.0,,J. Harris makes 2-pt layup from 2 ft,61,56
281,3,10:20.0,R. Jackson makes 2-pt jump shot from 16 ft,,63,56
282,3,10:09.0,,C. LeVert misses 2-pt jump shot from 12 ft,63,56
283,3,10:09.0,Defensive rebound by Team,,63,56
284,3,10:09.0,,Loose ball foul by C. LeVert (drawn by A. Drummond),63,56
285,3,9:50.0,Turnover by A. Drummond (turnover),,63,56
286,3,9:39.0,,Personal foul by B. Brown (drawn by D. Russell),63,56
287,3,9:32.0,,J. Harris makes 2-pt jump shot from 2 ft (assist by C. LeVert),63,58
288,3,9:19.0,R. Jackson misses 2-pt jump shot from 16 ft,,63,58
289,3,9:14.0,,Defensive rebound by J. Dudley,63,58
290,3,9:09.0,,Turnover by D. Russell (bad pass; steal by R. Jackson),63,58
291,3,9:03.0,R. Jackson misses 2-pt layup from 3 ft,,63,58
292,3,8:58.0,Offensive rebound by A. Drummond,,63,58
293,3,8:58.0,A. Drummond makes 2-pt layup from 1 ft,,65,58
294,3,8:43.0,,J. Allen makes 2-pt dunk from 2 ft (assist by J. Dudley),65,60
295,3,8:22.0,Personal foul by J. Dudley (drawn by B. Griffin),,65,60
296,3,8:13.0,Personal foul by J. Allen (drawn by B. Griffin),,65,60
297,3,8:13.0,B. Griffin misses free throw 1 of 2,,65,60
298,3,8:13.0,Offensive rebound by Team,,65,60
299,3,8:13.0,B. Griffin makes free throw 2 of 2,,66,60
300,3,8:01.0,,Turnover by J. Allen (bad pass),66,60
301,3,7:55.0,R. Jackson makes 2-pt layup from 2 ft,,68,60
302,3,7:39.0,,D. Russell misses 3-pt jump shot from 23 ft,68,60
303,3,7:36.0,,Offensive rebound by J. Allen,68,60
304,3,7:27.0,,C. LeVert makes 2-pt layup from 2 ft,68,62
305,3,7:13.0,A. Drummond makes 2-pt layup from 2 ft,,70,62
306,3,7:00.0,,D. Russell misses 2-pt jump shot from 22 ft,70,62
307,3,6:58.0,Defensive rebound by A. Drummond,,70,62
308,3,6:49.0,R. Jackson misses 2-pt jump shot from 19 ft,,70,62
309,3,6:49.0,,Defensive rebound by C. LeVert,70,62
310,3,6:45.0,,Brooklyn full timeout,70,62
311,3,6:45.0,I. Smith enters the game for R. Jackson,,70,62
312,3,6:45.0,,S. Dinwiddie enters the game for D. Russell,70,62
313,3,6:29.0,,C. LeVert misses 2-pt jump shot from 10 ft,70,62
314,3,6:26.0,Defensive rebound by S. Johnson,,70,62
315,3,6:03.0,B. Brown makes 2-pt jump shot from 3 ft,,72,62
316,3,5:51.0,,J. Harris makes 2-pt layup from 1 ft (assist by J. Dudley),72,64
317,3,5:38.0,Personal foul by S. Dinwiddie (drawn by B. Griffin),,72,64
318,3,5:38.0,B. Griffin makes free throw 1 of 2,,73,64
319,3,5:38.0,J. Calderón enters the game for B. Brown,,73,64
320,3,5:38.0,,A. Crabbe enters the game for J. Dudley,73,64
321,3,5:38.0,,R. Hollis-Jefferson enters the game for J. Harris,73,64
322,3,5:38.0,B. Griffin makes free throw 2 of 2,,74,64
323,3,5:20.0,,R. Hollis-Jefferson makes 2-pt jump shot from 6 ft (assist by C. LeVert),74,66
324,3,5:04.0,Turnover by B. Griffin (lost ball; steal by C. LeVert),,74,66
325,3,5:00.0,,Shooting foul by I. Smith (drawn by S. Dinwiddie),74,66
326,3,5:00.0,,S. Dinwiddie makes free throw 1 of 3,74,67
327,3,5:00.0,,S. Dinwiddie makes free throw 2 of 3,74,68
328,3,5:00.0,,E. Davis enters the game for J. Allen,74,68
329,3,5:00.0,,S. Dinwiddie makes free throw 3 of 3,74,69
330,3,4:44.0,Turnover by I. Smith (bad pass),,74,69
331,3,4:40.0,,Personal foul by S. Johnson (drawn by C. LeVert),74,69
332,3,4:40.0,G. Robinson enters the game for S. Johnson,,74,69
333,3,4:33.0,,A. Crabbe misses 3-pt jump shot from 25 ft,74,69
334,3,4:32.0,Defensive rebound by J. Calderón,,74,69
335,3,4:12.0,I. Smith misses 2-pt layup from 5 ft,,74,69
336,3,4:10.0,,Defensive rebound by A. Crabbe,74,69
337,3,4:05.0,,C. LeVert misses 3-pt jump shot from 25 ft,74,69
338,3,4:02.0,,Offensive rebound by A. Crabbe,74,69
339,3,3:52.0,,Offensive foul by S. Dinwiddie (drawn by B. Griffin),74,69
340,3,3:52.0,,Turnover by S. Dinwiddie (offensive foul),74,69
341,3,3:42.0,J. Calderón misses 3-pt jump shot from 26 ft,,74,69
342,3,3:39.0,Offensive rebound by B. Griffin,,74,69
343,3,3:32.0,B. Griffin misses 3-pt jump shot from 25 ft,,74,69
344,3,3:32.0,Offensive rebound by Team,,74,69
345,3,3:32.0,,Loose ball foul by E. Davis (drawn by A. Drummond),74,69
346,3,3:32.0,A. Drummond makes free throw 1 of 2,,75,69
347,3,3:32.0,A. Drummond makes free throw 2 of 2,,76,69
348,3,3:19.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft,76,72
349,3,2:56.0,G. Robinson misses 3-pt jump shot from 23 ft,,76,72
350,3,2:53.0,,Defensive rebound by C. LeVert,76,72
351,3,2:38.0,,R. Hollis-Jefferson misses 2-pt hook shot from 7 ft,76,72
352,3,2:36.0,,Offensive rebound by E. Davis,76,72
353,3,2:36.0,,E. Davis misses 2-pt layup at rim,76,72
354,3,2:36.0,,Offensive rebound by R. Hollis-Jefferson,76,72
355,3,2:36.0,,Turnover by A. Crabbe (traveling),76,72
356,3,2:36.0,Detroit full timeout,,76,72
357,3,2:36.0,S. Johnson enters the game for A. Drummond,,76,72
358,3,2:36.0,Z. Pachulia enters the game for B. Griffin,,76,72
359,3,2:36.0,,J. Harris enters the game for C. LeVert,76,72
360,3,2:20.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by Z. Pachulia),,79,72
361,3,2:09.0,,Turnover by A. Crabbe (lost ball; steal by J. Calderón),79,72
362,3,2:09.0,Personal take foul by A. Crabbe (drawn by J. Calderón),,79,72
363,3,2:09.0,J. Calderón makes free throw 1 of 2,,80,72
364,3,2:09.0,J. Calderón makes free throw 2 of 2,,81,72
365,3,1:55.0,,S. Dinwiddie makes 2-pt layup from 2 ft,81,74
366,3,1:48.0,Turnover by J. Calderón (bad pass),,81,74
367,3,1:31.0,,Turnover by E. Davis (3 sec),81,74
368,3,1:25.0,Offensive foul by S. Johnson (drawn by R. Hollis-Jefferson),,81,74
369,3,1:25.0,Turnover by S. Johnson (offensive foul),,81,74
370,3,1:11.0,,A. Crabbe misses 2-pt jump shot from 8 ft (block by J. Calderón),81,74
371,3,1:08.0,,Offensive rebound by A. Crabbe,81,74
372,3,1:07.0,,Turnover by A. Crabbe (lost ball; steal by G. Robinson),81,74
373,3,0:55.0,J. Calderón misses 2-pt layup from 4 ft,,81,74
374,3,0:53.0,,Defensive rebound by E. Davis,81,74
375,3,0:47.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,81,74
376,3,0:45.0,Defensive rebound by S. Johnson,,81,74
377,3,0:36.0,Shooting foul by J. Harris (drawn by G. Robinson),,81,74
378,3,0:36.0,G. Robinson makes free throw 1 of 2,,82,74
379,3,0:36.0,G. Robinson makes free throw 2 of 2,,83,74
380,3,0:29.0,,Shooting foul by Z. Pachulia (drawn by E. Davis),83,74
381,3,0:29.0,,E. Davis makes free throw 1 of 2,83,75
382,3,0:29.0,,E. Davis misses free throw 2 of 2,83,75
383,3,0:26.0,,Offensive rebound by J. Harris,83,75
384,3,0:26.0,,J. Harris misses 2-pt layup at rim,83,75
