,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SAN ANTONIO_ACTION,CHICAGO_SCORE,SAN ANTONIO_SCORE
381,4,5:51.0,L. Markkanen makes free throw 2 of 2,,83,87
382,4,5:27.0,,D. DeRozan misses 2-pt jump shot from 15 ft,83,87
383,4,5:25.0,Defensive rebound by L. Markkanen,,83,87
384,4,5:16.0,L. Markkanen misses 3-pt jump shot from 25 ft,,83,87
385,4,5:12.0,,Defensive rebound by L. Aldridge,83,87
386,4,5:07.0,,San Antonio full timeout,83,87
387,4,5:07.0,W. Carter enters the game for R. Lopez,,83,87
388,4,5:01.0,,B. Forbes misses 3-pt jump shot from 25 ft,83,87
389,4,5:01.0,,Offensive rebound by D. Bertāns,83,87
390,4,4:47.0,,L. Aldridge misses 2-pt jump shot from 7 ft,83,87
391,4,4:47.0,Defensive rebound by J. Holiday,,83,87
392,4,4:25.0,L. Markkanen makes 2-pt jump shot from 9 ft,,85,87
393,4,4:03.0,,D. DeRozan makes 2-pt jump shot from 11 ft,85,89
394,4,3:47.0,Personal foul by M. Belinelli (drawn by L. Markkanen),,85,89
395,4,3:47.0,,P. Mills enters the game for B. Forbes,85,89
396,4,3:30.0,R. Arcidiacono makes 3-pt jump shot from 26 ft,,88,89
397,4,3:16.0,,D. DeRozan misses 2-pt jump shot from 7 ft (block by J. Holiday),88,89
398,4,3:16.0,Defensive rebound by J. Holiday,,88,89
399,4,2:53.0,Turnover by Team (shot clock),,88,89
400,4,2:42.0,,Shooting foul by W. Carter (drawn by L. Aldridge),88,89
401,4,2:42.0,,L. Aldridge makes free throw 1 of 2,88,90
402,4,2:42.0,,R. Gay enters the game for D. Bertāns,88,90
403,4,2:42.0,,L. Aldridge misses free throw 2 of 2,88,90
404,4,2:38.0,Defensive rebound by L. Markkanen,,88,90
405,4,2:13.0,L. Markkanen makes 2-pt jump shot from 17 ft,,90,90
406,4,1:53.0,,D. DeRozan misses 2-pt layup from 3 ft (block by L. Markkanen),90,90
407,4,1:53.0,,Offensive rebound by Team,90,90
408,4,1:51.0,,Shooting foul by W. Carter (drawn by L. Aldridge),90,90
409,4,1:51.0,,L. Aldridge misses free throw 1 of 2,90,90
410,4,1:51.0,,Offensive rebound by Team,90,90
411,4,1:51.0,B. Portis enters the game for W. Carter,,90,90
412,4,1:51.0,,L. Aldridge makes free throw 2 of 2,90,91
413,4,1:39.0,B. Portis makes 2-pt jump shot from 9 ft (assist by K. Dunn),,92,91
414,4,1:15.0,,D. DeRozan misses 3-pt jump shot from 26 ft,92,91
415,4,1:12.0,,Offensive rebound by R. Gay,92,91
416,4,0:59.0,,R. Gay misses 2-pt layup from 1 ft (block by B. Portis),92,91
417,4,0:56.0,Defensive rebound by K. Dunn,,92,91
418,4,0:38.0,K. Dunn makes 2-pt jump shot from 14 ft,,94,91
419,4,0:38.0,,San Antonio full timeout,94,91
420,4,0:30.0,,D. DeRozan makes 2-pt layup from 1 ft (assist by R. Gay),94,93
421,4,0:23.0,Chicago full timeout,,94,93
422,4,0:08.0,K. Dunn makes 2-pt jump shot from 18 ft,,96,93
423,4,0:08.0,,San Antonio full timeout,96,93
424,4,0:08.0,,B. Forbes enters the game for P. Mills,96,93
425,4,0:04.0,,B. Forbes misses 3-pt jump shot from 24 ft,96,93
426,4,0:03.0,Defensive rebound by K. Dunn,,96,93
427,4,0:03.0,Personal foul by L. Aldridge (drawn by K. Dunn),,96,93
428,4,0:03.0,K. Dunn makes free throw 1 of 2,,97,93
429,4,0:03.0,K. Dunn makes free throw 2 of 2,,98,93
430,4,0:00.0,,B. Forbes misses 3-pt jump shot from 31 ft,98,93
431,4,0:00.0,,Offensive rebound by Team,98,93
