,QUARTER,TIME_REMAINING,PORTLAND_ACTION,BROOKLYN_ACTION,PORTLAND_SCORE,BROOKLYN_SCORE
385,4,8:58.0,Personal foul by E. Davis (drawn by E. Freedom),,90,82
386,4,8:43.0,R. Hood misses 3-pt jump shot from 25 ft,,90,82
387,4,8:43.0,Offensive rebound by Team,,90,82
388,4,8:43.0,Turnover by Team (shot clock),,90,82
389,4,8:31.0,,A. Crabbe makes 3-pt jump shot from 26 ft (assist by S. Napier),90,85
390,4,8:30.0,Portland full timeout,,90,85
391,4,8:30.0,J. Nurkić enters the game for E. Freedom,,90,85
392,4,8:13.0,C. McCollum misses 3-pt jump shot from 25 ft,,90,85
393,4,8:08.0,,Defensive rebound by D. Carroll,90,85
394,4,8:00.0,,S. Napier misses 3-pt jump shot from 23 ft,90,85
395,4,7:58.0,,Offensive rebound by E. Davis,90,85
396,4,7:56.0,,E. Davis makes 2-pt dunk from 1 ft,90,87
397,4,7:38.0,Turnover by J. Nurkić (back court),,90,87
398,4,7:38.0,D. Lillard enters the game for S. Curry,,90,87
399,4,7:25.0,,D. Carroll makes 2-pt jump shot from 24 ft (assist by E. Davis),90,89
400,4,7:04.0,J. Layman misses 3-pt jump shot from 25 ft,,90,89
401,4,7:04.0,Offensive rebound by C. McCollum,,90,89
402,4,6:58.0,C. McCollum misses 2-pt layup from 9 ft,,90,89
403,4,6:55.0,Offensive rebound by J. Nurkić,,90,89
404,4,6:55.0,J. Nurkić misses 2-pt layup at rim,,90,89
405,4,6:54.0,,Defensive rebound by E. Davis,90,89
406,4,6:54.0,,Personal foul by R. Hood (drawn by S. Napier),90,89
407,4,6:54.0,A. Aminu enters the game for R. Hood,,90,89
408,4,6:54.0,M. Harkless enters the game for J. Layman,,90,89
409,4,6:41.0,,S. Napier misses 3-pt jump shot from 25 ft,90,89
410,4,6:39.0,Defensive rebound by M. Harkless,,90,89
411,4,6:20.0,A. Aminu makes 2-pt jump shot from 14 ft (assist by C. McCollum),,92,89
412,4,6:19.0,,Brooklyn full timeout,92,89
413,4,6:19.0,,J. Harris enters the game for D. Carroll,92,89
414,4,6:19.0,,C. LeVert enters the game for A. Crabbe,92,89
415,4,6:19.0,,D. Russell enters the game for S. Napier,92,89
416,4,6:07.0,,E. Davis misses 2-pt layup from 3 ft,92,89
417,4,6:03.0,Defensive rebound by A. Aminu,,92,89
418,4,5:59.0,Shooting foul by E. Davis (drawn by J. Nurkić),,92,89
419,4,5:59.0,J. Nurkić makes free throw 1 of 2,,93,89
420,4,5:59.0,J. Nurkić makes free throw 2 of 2,,94,89
421,4,5:48.0,,Offensive foul by J. Harris (drawn by J. Nurkić),94,89
422,4,5:48.0,,Turnover by J. Harris (offensive foul),94,89
423,4,5:35.0,C. McCollum misses 2-pt jump shot from 19 ft,,94,89
424,4,5:30.0,,Defensive rebound by E. Davis,94,89
425,4,5:21.0,,Shooting foul by M. Harkless (drawn by D. Russell),94,89
426,4,5:21.0,,D. Russell misses free throw 1 of 2,94,89
427,4,5:21.0,,Offensive rebound by Team,94,89
428,4,5:21.0,,J. Allen enters the game for E. Davis,94,89
429,4,5:21.0,,A. Crabbe enters the game for J. Dudley,94,89
430,4,5:21.0,,D. Russell makes free throw 2 of 2,94,90
431,4,5:10.0,Turnover by J. Nurkić (traveling),,94,90
432,4,4:59.0,,C. LeVert misses 3-pt jump shot from 25 ft,94,90
433,4,4:55.0,,Offensive rebound by J. Harris,94,90
434,4,4:52.0,,Turnover by C. LeVert (bad pass; steal by D. Lillard),94,90
435,4,4:47.0,D. Lillard misses 2-pt layup from 1 ft (block by J. Harris),,94,90
436,4,4:44.0,Offensive rebound by C. McCollum,,94,90
437,4,4:41.0,C. McCollum misses 3-pt jump shot from 23 ft,,94,90
438,4,4:39.0,Offensive rebound by M. Harkless,,94,90
439,4,4:39.0,M. Harkless makes 2-pt layup from 2 ft,,96,90
440,4,4:39.0,Shooting foul by J. Allen (drawn by M. Harkless),,96,90
441,4,4:39.0,M. Harkless makes free throw 1 of 1,,97,90
442,4,4:32.0,,D. Russell makes 3-pt jump shot from 25 ft,97,93
443,4,4:12.0,C. McCollum makes 2-pt layup from 5 ft (assist by M. Harkless),,99,93
444,4,4:07.0,,D. Russell misses 3-pt jump shot from 25 ft,99,93
445,4,4:07.0,Defensive rebound by J. Nurkić,,99,93
446,4,3:51.0,J. Nurkić makes 2-pt hook shot from 13 ft (assist by D. Lillard),,101,93
447,4,3:36.0,,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),101,95
448,4,3:35.0,Portland full timeout,,101,95
449,4,3:35.0,,D. Carroll enters the game for C. LeVert,101,95
450,4,3:23.0,D. Lillard misses 3-pt jump shot from 25 ft,,101,95
451,4,3:23.0,Offensive rebound by J. Nurkić,,101,95
452,4,3:21.0,D. Lillard makes 3-pt jump shot from 25 ft,,104,95
453,4,2:52.0,,J. Allen makes 2-pt dunk from 1 ft (assist by D. Russell),104,97
454,4,2:25.0,A. Aminu misses 2-pt layup from 2 ft,,104,97
455,4,2:22.0,,Defensive rebound by J. Allen,104,97
456,4,2:18.0,,D. Carroll misses 3-pt jump shot from 25 ft,104,97
457,4,2:14.0,Defensive rebound by A. Aminu,,104,97
458,4,2:03.0,J. Nurkić makes 2-pt dunk from 1 ft (assist by C. McCollum),,106,97
459,4,2:03.0,Shooting foul by J. Allen (drawn by J. Nurkić),,106,97
460,4,2:03.0,,S. Napier enters the game for J. Allen,106,97
461,4,2:03.0,J. Nurkić makes free throw 1 of 1,,107,97
462,4,1:55.0,,A. Crabbe misses 2-pt layup from 2 ft,107,97
463,4,1:52.0,Defensive rebound by M. Harkless,,107,97
464,4,1:37.0,C. McCollum makes 3-pt jump shot from 26 ft,,110,97
465,4,1:37.0,,Brooklyn full timeout,110,97
466,4,1:33.0,,Shooting foul by C. McCollum (drawn by S. Napier),110,97
467,4,1:33.0,,S. Napier makes free throw 1 of 2,110,98
468,4,1:33.0,,S. Napier makes free throw 2 of 2,110,99
469,4,1:23.0,M. Harkless makes 2-pt layup from 2 ft (assist by D. Lillard),,112,99
470,4,1:23.0,Shooting foul by A. Crabbe (drawn by M. Harkless),,112,99
471,4,1:23.0,M. Harkless makes free throw 1 of 1,,113,99
472,4,1:16.0,,D. Russell misses 3-pt jump shot from 25 ft,113,99
473,4,1:13.0,Defensive rebound by A. Aminu,,113,99
474,4,0:50.0,M. Harkless misses 3-pt jump shot from 26 ft,,113,99
475,4,0:48.0,,Defensive rebound by S. Napier,113,99
476,4,0:43.0,,D. Russell misses 3-pt jump shot from 23 ft,113,99
477,4,0:39.0,Defensive rebound by J. Nurkić,,113,99
478,4,0:17.0,J. Nurkić misses 3-pt jump shot from 23 ft,,113,99
479,4,0:15.0,,Defensive rebound by D. Carroll,113,99
480,4,0:07.0,,S. Napier misses 3-pt jump shot from 26 ft,113,99
481,4,0:02.0,Defensive rebound by C. McCollum,,113,99
