,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,ORLANDO_ACTION,LA CLIPPERS_SCORE,ORLANDO_SCORE
381,4,6:48.0,,T. Ross misses 2-pt jump shot from 16 ft,106,81
382,4,6:46.0,Defensive rebound by M. Harrell,,106,81
383,4,6:36.0,Shooting foul by J. Grant (drawn by L. Williams),,106,81
384,4,6:36.0,L. Williams makes free throw 1 of 2,,107,81
385,4,6:36.0,,E. Fournier enters the game for W. Iwundu,107,81
386,4,6:36.0,,A. Gordon enters the game for N. Vučević,107,81
387,4,6:36.0,L. Williams makes free throw 2 of 2,,108,81
388,4,6:25.0,,Shooting foul by L. Williams (drawn by J. Grant),108,81
389,4,6:25.0,,J. Grant makes free throw 1 of 2,108,82
390,4,6:25.0,,J. Grant misses free throw 2 of 2,108,82
391,4,6:22.0,Defensive rebound by M. Harrell,,108,82
392,4,6:10.0,M. Harrell misses 2-pt layup from 3 ft,,108,82
393,4,6:08.0,,Defensive rebound by M. Bamba,108,82
394,4,6:02.0,,A. Gordon misses 2-pt jump shot from 16 ft,108,82
395,4,5:58.0,Defensive rebound by M. Harrell,,108,82
396,4,5:48.0,L. Williams misses 2-pt jump shot from 11 ft,,108,82
397,4,5:45.0,,Defensive rebound by E. Fournier,108,82
398,4,5:42.0,,Shooting foul by M. Harrell (drawn by E. Fournier),108,82
399,4,5:42.0,,E. Fournier makes free throw 1 of 2,108,83
400,4,5:42.0,,E. Fournier makes free throw 2 of 2,108,84
401,4,5:31.0,Turnover by S. Gilgeous-Alexander (offensive foul),,108,84
402,4,5:31.0,Offensive foul by S. Gilgeous-Alexander (drawn by J. Grant),,108,84
403,4,5:31.0,J. Robinson enters the game for L. Williams,,108,84
404,4,5:31.0,,K. Birch enters the game for M. Bamba,108,84
405,4,5:31.0,,I. Briscoe enters the game for E. Fournier,108,84
406,4,5:31.0,,M. Frazier enters the game for A. Gordon,108,84
407,4,5:31.0,,J. Martin enters the game for T. Ross,108,84
408,4,5:15.0,,I. Briscoe misses 2-pt jump shot from 7 ft,108,84
409,4,5:13.0,Defensive rebound by M. Harrell,,108,84
410,4,4:59.0,M. Harrell misses 2-pt layup from 1 ft,,108,84
411,4,4:56.0,,Defensive rebound by J. Grant,108,84
412,4,4:56.0,T. Wallace enters the game for M. Teodosić,,108,84
413,4,4:40.0,,I. Briscoe misses 2-pt jump shot from 11 ft,108,84
414,4,4:36.0,Defensive rebound by T. Wallace,,108,84
415,4,4:30.0,Personal foul by M. Frazier (drawn by M. Harrell),,108,84
416,4,4:16.0,Personal foul by J. Grant (drawn by S. Gilgeous-Alexander),,108,84
417,4,4:02.0,M. Harrell makes 2-pt layup from 1 ft (assist by M. Scott),,110,84
418,4,4:02.0,Shooting foul by J. Grant (drawn by M. Harrell),,110,84
419,4,4:02.0,M. Harrell misses free throw 1 of 1,,110,84
420,4,3:57.0,,Defensive rebound by K. Birch,110,84
421,4,3:55.0,,Personal foul by M. Harrell (drawn by K. Birch),110,84
422,4,3:50.0,,Shooting foul by T. Wallace (drawn by J. Grant),110,84
423,4,3:50.0,,J. Grant misses free throw 1 of 2,110,84
424,4,3:50.0,,Offensive rebound by Team,110,84
425,4,3:50.0,,J. Grant makes free throw 2 of 2,110,85
426,4,3:31.0,S. Gilgeous-Alexander misses 2-pt jump shot from 6 ft,,110,85
427,4,3:28.0,,Defensive rebound by K. Birch,110,85
428,4,3:24.0,,J. Martin makes 2-pt layup from 1 ft (assist by J. Grant),110,87
429,4,3:09.0,J. Robinson misses 2-pt jump shot from 14 ft,,110,87
430,4,3:09.0,Offensive rebound by Team,,110,87
431,4,3:04.0,T. Wallace misses 2-pt jump shot from 16 ft,,110,87
432,4,3:01.0,Offensive rebound by M. Harrell,,110,87
433,4,3:00.0,J. Robinson misses 3-pt jump shot from 28 ft,,110,87
434,4,3:00.0,,Defensive rebound by K. Birch,110,87
435,4,2:49.0,,J. Martin makes 2-pt jump shot from 21 ft (assist by J. Grant),110,89
436,4,2:34.0,Personal foul by J. Martin (drawn by S. Gilgeous-Alexander),,110,89
437,4,2:34.0,LA Clippers full timeout,,110,89
438,4,2:34.0,S. Gilgeous-Alexander makes free throw 1 of 2,,111,89
439,4,2:34.0,S. Gilgeous-Alexander makes free throw 2 of 2,,112,89
440,4,2:13.0,,J. Martin misses 2-pt jump shot from 19 ft,112,89
441,4,2:11.0,Defensive rebound by J. Robinson,,112,89
442,4,2:05.0,Turnover by J. Robinson (bad pass; steal by J. Grant),,112,89
443,4,1:59.0,,Turnover by J. Grant (bad pass; steal by M. Scott),112,89
444,4,1:50.0,T. Wallace makes 2-pt jump shot from 10 ft (assist by M. Scott),,114,89
445,4,1:40.0,,I. Briscoe misses 2-pt jump shot from 5 ft (block by M. Harrell),114,89
446,4,1:40.0,,Offensive rebound by Team,114,89
447,4,1:33.0,,J. Grant makes 2-pt jump shot from 19 ft,114,91
448,4,1:09.0,J. Robinson makes 3-pt jump shot from 25 ft (assist by S. Gilgeous-Alexander),,117,91
449,4,0:58.0,,K. Birch makes 2-pt hook shot from 5 ft,117,93
450,4,0:42.0,J. Robinson misses 3-pt jump shot from 25 ft,,117,93
451,4,0:40.0,,Defensive rebound by K. Birch,117,93
452,4,0:31.0,,J. Martin makes 2-pt jump shot from 21 ft,117,95
453,4,0:23.0,T. Wallace makes 2-pt jump shot from 7 ft,,119,95
454,4,0:23.0,Shooting foul by I. Briscoe (drawn by T. Wallace),,119,95
455,4,0:23.0,T. Wallace makes free throw 1 of 1,,120,95
