,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,INDIANA_ACTION,PHILADELPHIA_SCORE,INDIANA_SCORE
57,1,5:20.0,J. Bolden misses 3-pt jump shot from 23 ft,,15,15
58,1,5:17.0,,Defensive rebound by M. Turner,15,15
59,1,5:13.0,,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by V. Oladipo),15,18
60,1,4:48.0,J. Butler makes 2-pt layup from 1 ft (assist by L. Shamet),,17,18
61,1,4:23.0,,T. Young misses 2-pt layup from 5 ft,17,18
62,1,4:20.0,,Offensive rebound by M. Turner,17,18
63,1,4:20.0,,M. Turner misses 2-pt layup from 1 ft,17,18
64,1,4:20.0,Defensive rebound by B. Simmons,,17,18
65,1,4:16.0,L. Shamet makes 3-pt jump shot from 25 ft (assist by B. Simmons),,20,18
66,1,3:52.0,,V. Oladipo misses 2-pt layup at rim,20,18
67,1,3:49.0,,Offensive rebound by T. Young,20,18
68,1,3:49.0,,T. Young misses 2-pt layup from 1 ft,20,18
69,1,3:49.0,,Offensive rebound by T. Young,20,18
70,1,3:47.0,,T. Young makes 2-pt hook shot from 3 ft,20,20
71,1,3:42.0,L. Shamet misses 3-pt jump shot from 26 ft,,20,20
72,1,3:40.0,,Defensive rebound by M. Turner,20,20
73,1,3:27.0,,Shooting foul by B. Simmons (drawn by M. Turner),20,20
74,1,3:27.0,,M. Turner misses free throw 1 of 2,20,20
75,1,3:27.0,,Offensive rebound by Team,20,20
76,1,3:27.0,Philadelphia full timeout,,20,20
77,1,3:27.0,W. Chandler enters the game for J. Bolden,,20,20
78,1,3:27.0,J. Embiid enters the game for J. Butler,,20,20
79,1,3:27.0,M. Muscala enters the game for L. Shamet,,20,20
80,1,3:27.0,J. Redick enters the game for B. Simmons,,20,20
81,1,3:27.0,,C. Joseph enters the game for B. Bogdanović,20,20
82,1,3:27.0,,D. Sabonis enters the game for T. Young,20,20
83,1,3:27.0,,M. Turner makes free throw 2 of 2,20,21
84,1,3:19.0,Personal foul by M. Turner (drawn by J. Embiid),,20,21
85,1,3:12.0,T. McConnell makes 2-pt jump shot from 11 ft (assist by J. Redick),,22,21
86,1,2:57.0,,V. Oladipo misses 3-pt jump shot from 28 ft,22,21
87,1,2:54.0,Defensive rebound by J. Embiid,,22,21
88,1,2:46.0,J. Redick misses 2-pt layup from 2 ft,,22,21
89,1,2:44.0,,Defensive rebound by D. Collison,22,21
90,1,2:24.0,,Turnover by C. Joseph (bad pass; steal by M. Muscala),22,21
91,1,2:17.0,J. Redick misses 3-pt jump shot from 26 ft,,22,21
92,1,2:14.0,,Defensive rebound by M. Turner,22,21
93,1,2:00.0,,D. Sabonis misses 2-pt layup from 1 ft,22,21
94,1,1:57.0,Defensive rebound by M. Muscala,,22,21
95,1,1:54.0,W. Chandler misses 3-pt jump shot from 23 ft,,22,21
96,1,1:52.0,,Defensive rebound by D. Sabonis,22,21
97,1,1:44.0,,D. Collison misses 2-pt jump shot from 19 ft,22,21
98,1,1:40.0,Defensive rebound by M. Muscala,,22,21
99,1,1:29.0,J. Redick misses 2-pt jump shot from 20 ft,,22,21
100,1,1:27.0,,Defensive rebound by M. Turner,22,21
101,1,1:16.0,,D. Sabonis misses 2-pt layup from 2 ft,22,21
102,1,1:14.0,,Offensive rebound by V. Oladipo,22,21
103,1,1:14.0,,V. Oladipo misses 2-pt layup from 1 ft,22,21
104,1,1:13.0,Defensive rebound by T. McConnell,,22,21
105,1,1:09.0,W. Chandler makes 2-pt layup from 1 ft (assist by T. McConnell),,24,21
106,1,1:09.0,,Violation by Team (def goaltending),24,21
107,1,0:53.0,,C. Joseph makes 2-pt jump shot from 9 ft (assist by D. Sabonis),24,23
108,1,0:33.0,J. Embiid makes 2-pt layup from 2 ft (assist by J. Redick),,26,23
109,1,0:15.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by V. Oladipo),26,25
110,1,0:03.0,J. Redick makes 2-pt jump shot from 19 ft (assist by J. Embiid),,28,25
111,1,0:00.0,,D. Collison misses 2-pt layup from 3 ft,28,25
112,1,0:00.0,,Offensive rebound by Team,28,25
113,2,11:45.0,,Turnover by D. McDermott (bad pass; steal by J. Butler),28,25
114,2,11:33.0,J. Embiid misses 2-pt layup from 2 ft,,28,25
115,2,11:31.0,,Defensive rebound by D. Sabonis,28,25
116,2,11:27.0,,T. Evans makes 2-pt layup from 1 ft (assist by C. Joseph),28,27
117,2,11:12.0,Turnover by L. Shamet (lost ball; steal by T. Leaf),,28,27
118,2,11:05.0,,C. Joseph makes 2-pt jump shot from 20 ft,28,29
119,2,10:47.0,M. Muscala makes 3-pt jump shot from 26 ft (assist by J. Butler),,31,29
120,2,10:21.0,,C. Joseph misses 2-pt jump shot from 5 ft,31,29
121,2,10:18.0,Defensive rebound by M. Muscala,,31,29
122,2,10:05.0,Personal foul by T. Evans (drawn by J. Embiid),,31,29
123,2,10:02.0,L. Shamet misses 2-pt layup from 1 ft,,31,29
124,2,10:01.0,,Defensive rebound by D. Sabonis,31,29
125,2,9:55.0,,T. Evans makes 3-pt jump shot from 27 ft (assist by D. Sabonis),31,32
126,2,9:26.0,T. McConnell misses 2-pt jump shot from 13 ft,,31,32
127,2,9:25.0,,Defensive rebound by D. Sabonis,31,32
128,2,9:19.0,,D. McDermott misses 3-pt jump shot from 24 ft,31,32
129,2,9:15.0,Defensive rebound by T. McConnell,,31,32
130,2,9:02.0,M. Muscala misses 2-pt jump shot from 15 ft,,31,32
131,2,9:00.0,,Defensive rebound by D. Sabonis,31,32
132,2,8:53.0,,T. Evans misses 3-pt jump shot from 27 ft,31,32
133,2,8:51.0,Defensive rebound by J. Embiid,,31,32
134,2,8:40.0,J. Embiid misses 3-pt jump shot from 26 ft,,31,32
135,2,8:37.0,,Defensive rebound by C. Joseph,31,32
136,2,8:28.0,,Turnover by C. Joseph (bad pass; steal by J. Butler),31,32
137,2,8:09.0,T. McConnell misses 2-pt jump shot from 9 ft,,31,32
138,2,8:07.0,,Defensive rebound by D. Sabonis,31,32
139,2,8:01.0,,T. Evans misses 2-pt layup from 4 ft,31,32
140,2,7:58.0,,Offensive rebound by T. Evans,31,32
141,2,7:58.0,,T. Evans makes 2-pt layup from 1 ft,31,34
142,2,7:41.0,J. Embiid makes 2-pt jump shot from 7 ft (assist by J. Butler),,33,34
143,2,7:15.0,,D. Sabonis misses 2-pt layup from 6 ft (block by M. Muscala),33,34
144,2,7:13.0,Defensive rebound by T. McConnell,,33,34
145,2,7:12.0,T. McConnell makes 2-pt layup from 2 ft,,35,34
146,2,7:12.0,Shooting foul by D. McDermott (drawn by T. McConnell),,35,34
147,2,7:12.0,W. Chandler enters the game for J. Embiid,,35,34
148,2,7:12.0,J. Redick enters the game for M. Muscala,,35,34
149,2,7:12.0,B. Simmons enters the game for L. Shamet,,35,34
150,2,7:12.0,,B. Bogdanović enters the game for T. Leaf,35,34
151,2,7:12.0,T. McConnell makes free throw 1 of 1,,36,34
152,2,6:58.0,,D. McDermott misses 3-pt jump shot from 23 ft,36,34
153,2,6:55.0,,Offensive rebound by D. Sabonis,36,34
154,2,6:42.0,,D. Sabonis makes 2-pt hook shot from 16 ft,36,36
155,2,6:26.0,Turnover by B. Simmons (3 sec),,36,36
156,2,6:26.0,,Indiana full timeout,36,36
157,2,6:26.0,J. Bolden enters the game for T. McConnell,,36,36
158,2,6:26.0,,T. Young enters the game for D. McDermott,36,36
159,2,6:08.0,,Shooting foul by J. Bolden (drawn by D. Sabonis),36,36
160,2,6:08.0,,D. Sabonis misses free throw 1 of 2,36,36
161,2,6:08.0,,Offensive rebound by Team,36,36
162,2,6:08.0,,D. Sabonis misses free throw 2 of 2,36,36
163,2,6:06.0,Defensive rebound by W. Chandler,,36,36
164,2,5:53.0,W. Chandler misses 3-pt jump shot from 30 ft,,36,36
165,2,5:52.0,,Defensive rebound by Team,36,36
166,2,5:42.0,,B. Bogdanović misses 2-pt layup from 2 ft,36,36
167,2,5:39.0,Defensive rebound by J. Bolden,,36,36
168,2,5:35.0,J. Butler misses 3-pt jump shot from 27 ft,,36,36
169,2,5:32.0,Offensive rebound by J. Bolden,,36,36
170,2,5:31.0,Turnover by J. Bolden (lost ball; steal by T. Evans),,36,36
171,2,5:24.0,,T. Evans misses 2-pt jump shot from 22 ft,36,36
172,2,5:18.0,Defensive rebound by J. Butler,,36,36
173,2,5:10.0,J. Redick makes 3-pt jump shot from 22 ft (assist by W. Chandler),,39,36
174,2,4:55.0,,T. Young makes 2-pt jump shot from 5 ft (assist by C. Joseph),39,38
175,2,4:33.0,J. Butler makes 2-pt dunk from 1 ft (assist by B. Simmons),,41,38
176,2,4:20.0,,T. Evans makes 2-pt layup at rim (assist by C. Joseph),41,40
177,2,3:55.0,J. Butler misses 2-pt jump shot from 21 ft,,41,40
178,2,3:53.0,,Defensive rebound by T. Young,41,40
179,2,3:47.0,,T. Evans misses 3-pt jump shot from 24 ft,41,40
180,2,3:44.0,Defensive rebound by J. Bolden,,41,40
181,2,3:39.0,,Violation by Team (kicked ball),41,40
182,2,3:39.0,J. Embiid enters the game for J. Bolden,,41,40
183,2,3:39.0,,V. Oladipo enters the game for T. Evans,41,40
184,2,3:39.0,,M. Turner enters the game for D. Sabonis,41,40
185,2,3:32.0,J. Butler makes 2-pt layup from 1 ft (assist by W. Chandler),,43,40
186,2,3:09.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,43,40
187,2,3:06.0,Defensive rebound by B. Simmons,,43,40
188,2,3:00.0,J. Embiid makes 3-pt jump shot from 27 ft (assist by B. Simmons),,46,40
189,2,2:46.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by C. Joseph),46,43
190,2,2:45.0,Philadelphia full timeout,,46,43
191,2,2:45.0,M. Muscala enters the game for J. Butler,,46,43
192,2,2:45.0,,D. Collison enters the game for C. Joseph,46,43
193,2,2:31.0,Turnover by B. Simmons (bad pass; steal by M. Turner),,46,43
194,2,2:28.0,,D. Collison misses 2-pt layup from 2 ft (block by J. Embiid),46,43
195,2,2:27.0,Defensive rebound by J. Redick,,46,43
196,2,2:27.0,Personal foul by M. Turner (drawn by J. Redick),,46,43
197,2,2:09.0,W. Chandler makes 3-pt jump shot from 27 ft (assist by J. Embiid),,49,43
198,2,1:52.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by D. Collison),49,46
199,2,1:30.0,J. Embiid makes 2-pt layup from 1 ft (assist by J. Redick),,51,46
200,2,1:23.0,,V. Oladipo misses 3-pt jump shot from 29 ft,51,46
201,2,1:20.0,Defensive rebound by B. Simmons,,51,46
202,2,1:14.0,J. Embiid misses 3-pt jump shot from 26 ft,,51,46
203,2,1:11.0,,Defensive rebound by D. Collison,51,46
204,2,0:56.0,,V. Oladipo misses 2-pt layup from 2 ft,51,46
205,2,0:54.0,Defensive rebound by M. Muscala,,51,46
206,2,0:50.0,Turnover by B. Simmons (bad pass; steal by T. Young),,51,46
207,2,0:45.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,51,46
208,2,0:42.0,Defensive rebound by M. Muscala,,51,46
209,2,0:31.0,B. Simmons misses 2-pt layup from 2 ft (block by M. Turner),,51,46
210,2,0:27.0,,Defensive rebound by D. Collison,51,46
211,2,0:26.0,,T. Young makes 2-pt layup from 1 ft (assist by D. Collison),51,48
212,2,0:04.0,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Embiid),,54,48
213,2,0:01.0,,Personal take foul by W. Chandler (drawn by B. Bogdanović),54,48
214,2,0:01.0,J. Bolden enters the game for J. Redick,,54,48
215,2,0:00.0,,Turnover by V. Oladipo (bad pass; steal by J. Embiid),54,48
216,2,0:00.0,J. Embiid misses 3-pt jump shot from 62 ft,,54,48
217,2,0:00.0,Offensive rebound by Team,,54,48
218,3,11:51.0,,D. Collison misses 2-pt jump shot from 20 ft,54,48
219,3,11:48.0,Defensive rebound by J. Butler,,54,48
220,3,11:36.0,J. Redick misses 3-pt jump shot from 28 ft,,54,48
221,3,11:31.0,,Defensive rebound by T. Young,54,48
222,3,11:28.0,,V. Oladipo makes 3-pt jump shot from 28 ft (assist by T. Young),54,51
223,3,11:15.0,J. Butler misses 2-pt jump shot from 18 ft,,54,51
224,3,11:11.0,Offensive rebound by J. Embiid,,54,51
225,3,11:07.0,B. Simmons misses 2-pt jump shot from 7 ft,,54,51
226,3,11:06.0,Offensive rebound by J. Embiid,,54,51
227,3,11:06.0,Shooting foul by M. Turner (drawn by J. Embiid),,54,51
228,3,11:06.0,J. Embiid makes free throw 1 of 2,,55,51
229,3,11:06.0,J. Embiid makes free throw 2 of 2,,56,51
230,3,10:47.0,,V. Oladipo misses 2-pt jump shot from 16 ft,56,51
231,3,10:44.0,Defensive rebound by J. Redick,,56,51
232,3,10:34.0,W. Chandler misses 3-pt jump shot from 24 ft,,56,51
233,3,10:31.0,,Defensive rebound by M. Turner,56,51
234,3,10:27.0,,T. Young misses 2-pt layup from 3 ft (block by J. Embiid),56,51
235,3,10:27.0,,Offensive rebound by Team,56,51
236,3,10:24.0,,T. Young misses 2-pt hook shot from 6 ft,56,51
237,3,10:21.0,Defensive rebound by J. Embiid,,56,51
238,3,10:15.0,Shooting foul by D. Collison (drawn by J. Butler),,56,51
239,3,10:15.0,J. Butler makes free throw 1 of 2,,57,51
240,3,10:15.0,J. Butler makes free throw 2 of 2,,58,51
241,3,9:59.0,,Shooting foul by W. Chandler (drawn by M. Turner),58,51
242,3,9:59.0,,M. Turner makes free throw 1 of 2,58,52
243,3,9:59.0,,M. Turner makes free throw 2 of 2,58,53
244,3,9:51.0,Turnover by J. Embiid (bad pass; steal by M. Turner),,58,53
245,3,9:48.0,,B. Bogdanović makes 2-pt layup from 3 ft (assist by D. Collison),58,55
246,3,9:34.0,J. Redick makes 3-pt jump shot from 28 ft (assist by J. Embiid),,61,55
247,3,9:17.0,,B. Bogdanović misses 3-pt jump shot from 31 ft,61,55
248,3,9:15.0,Defensive rebound by J. Embiid,,61,55
249,3,9:12.0,Offensive foul by B. Simmons (drawn by T. Young),,61,55
250,3,9:12.0,Turnover by B. Simmons (offensive foul),,61,55
251,3,9:02.0,,Offensive foul by T. Young (drawn by B. Simmons),61,55
252,3,9:02.0,,Turnover by T. Young (offensive foul),61,55
253,3,8:49.0,J. Embiid makes 2-pt layup from 1 ft (assist by J. Butler),,63,55
254,3,8:31.0,,T. Young misses 2-pt jump shot from 3 ft,63,55
255,3,8:29.0,,Offensive rebound by M. Turner,63,55
256,3,8:29.0,,M. Turner misses 2-pt layup at rim,63,55
257,3,8:28.0,Defensive rebound by J. Embiid,,63,55
258,3,8:12.0,J. Embiid misses 2-pt jump shot from 5 ft (block by M. Turner),,63,55
259,3,8:11.0,Offensive rebound by J. Embiid,,63,55
260,3,8:11.0,J. Embiid misses 2-pt jump shot from 4 ft (block by M. Turner),,63,55
261,3,8:11.0,Offensive rebound by Team,,63,55
262,3,8:07.0,J. Redick makes 3-pt jump shot from 30 ft (assist by J. Embiid),,66,55
263,3,8:04.0,,Indiana full timeout,66,55
264,3,7:55.0,,Personal foul by J. Embiid (drawn by T. Young),66,55
265,3,7:44.0,,D. Collison makes 2-pt layup from 2 ft,66,57
266,3,7:31.0,Shooting foul by T. Young (drawn by B. Simmons),,66,57
267,3,7:31.0,B. Simmons misses free throw 1 of 2,,66,57
268,3,7:31.0,Offensive rebound by Team,,66,57
269,3,7:31.0,B. Simmons makes free throw 2 of 2,,67,57
270,3,7:19.0,,T. Young makes 2-pt jump shot from 10 ft (assist by V. Oladipo),67,59
271,3,7:06.0,J. Embiid makes 2-pt dunk from 1 ft (assist by B. Simmons),,69,59
272,3,6:51.0,,T. Young makes 3-pt jump shot from 27 ft (assist by V. Oladipo),69,62
273,3,6:28.0,J. Embiid misses 2-pt hook shot from 7 ft,,69,62
274,3,6:28.0,Offensive rebound by J. Butler,,69,62
275,3,6:20.0,J. Butler makes 2-pt layup at rim,,71,62
276,3,6:03.0,,T. Young makes 3-pt jump shot from 24 ft (assist by V. Oladipo),71,65
277,3,5:40.0,B. Simmons makes 2-pt hook shot from 10 ft (assist by J. Butler),,73,65
278,3,5:26.0,,V. Oladipo misses 3-pt jump shot from 29 ft,73,65
279,3,5:22.0,Defensive rebound by W. Chandler,,73,65
280,3,5:00.0,Turnover by Team (shot clock),,73,65
281,3,5:00.0,J. Bolden enters the game for W. Chandler,,73,65
282,3,5:00.0,T. McConnell enters the game for J. Embiid,,73,65
283,3,5:00.0,L. Shamet enters the game for J. Redick,,73,65
284,3,4:51.0,,B. Bogdanović makes 2-pt dunk from 2 ft (assist by D. Collison),73,67
285,3,4:51.0,Philadelphia full timeout,,73,67
286,3,4:31.0,J. Butler makes 2-pt layup from 2 ft,,75,67
287,3,4:07.0,,Turnover by T. Young (lost ball; steal by T. McConnell),75,67
288,3,4:01.0,J. Butler makes 2-pt layup at rim (assist by T. McConnell),,77,67
289,3,3:41.0,,V. Oladipo misses 2-pt jump shot from 12 ft,77,67
290,3,3:38.0,Defensive rebound by J. Bolden,,77,67
291,3,3:14.0,Turnover by J. Bolden (bad pass; steal by M. Turner),,77,67
292,3,3:11.0,,D. Collison misses 2-pt layup from 2 ft (block by T. McConnell),77,67
293,3,3:09.0,,Offensive rebound by T. Young,77,67
294,3,3:08.0,,T. Young makes 2-pt jump shot from 5 ft,77,69
295,3,2:46.0,L. Shamet misses 2-pt jump shot from 11 ft,,77,69
296,3,2:44.0,Offensive rebound by J. Bolden,,77,69
297,3,2:42.0,T. McConnell misses 2-pt jump shot from 6 ft,,77,69
298,3,2:38.0,Offensive rebound by B. Simmons,,77,69
299,3,2:38.0,B. Simmons misses 2-pt layup from 1 ft,,77,69
300,3,2:38.0,,Defensive rebound by M. Turner,77,69
301,3,2:17.0,,Turnover by T. Young (bad pass),77,69
302,3,2:17.0,W. Chandler enters the game for J. Bolden,,77,69
303,3,2:17.0,J. Embiid enters the game for J. Butler,,77,69
304,3,2:17.0,M. Muscala enters the game for L. Shamet,,77,69
305,3,2:17.0,J. Redick enters the game for B. Simmons,,77,69
306,3,2:17.0,,C. Joseph enters the game for B. Bogdanović,77,69
307,3,2:17.0,,D. Sabonis enters the game for T. Young,77,69
308,3,2:07.0,M. Muscala makes 2-pt layup from 1 ft (assist by T. McConnell),,79,69
309,3,1:57.0,,M. Turner misses 3-pt jump shot from 26 ft,79,69
310,3,1:52.0,Defensive rebound by J. Embiid,,79,69
311,3,1:37.0,Turnover by W. Chandler (bad pass),,79,69
312,3,1:37.0,,T. Evans enters the game for D. Collison,79,69
313,3,1:26.0,,V. Oladipo misses 2-pt jump shot from 19 ft,79,69
314,3,1:23.0,,Offensive rebound by C. Joseph,79,69
315,3,1:15.0,,V. Oladipo makes 2-pt layup from 2 ft,79,71
316,3,0:56.0,J. Embiid makes 2-pt layup from 1 ft (assist by J. Redick),,81,71
317,3,0:47.0,,D. Sabonis misses 2-pt jump shot from 16 ft,81,71
318,3,0:44.0,Defensive rebound by J. Embiid,,81,71
319,3,0:34.0,J. Redick makes 3-pt jump shot from 27 ft (assist by J. Embiid),,84,71
320,3,0:13.0,,T. Evans misses 3-pt jump shot from 23 ft,84,71
321,3,0:09.0,Defensive rebound by T. McConnell,,84,71
322,3,0:03.0,T. McConnell makes 2-pt jump shot from 2 ft,,86,71
323,3,0:00.0,,C. Joseph misses 3-pt jump shot from 33 ft,86,71
324,3,0:00.0,,Offensive rebound by Team,86,71
325,4,11:52.0,Personal foul by D. Sabonis (drawn by J. Embiid),,86,71
326,4,11:42.0,J. Embiid makes 2-pt dunk from 2 ft (assist by J. Redick),,88,71
327,4,11:28.0,,Shooting foul by W. Chandler (drawn by B. Bogdanović),88,71
328,4,11:28.0,,B. Bogdanović makes free throw 1 of 2,88,72
329,4,11:28.0,,B. Bogdanović makes free throw 2 of 2,88,73
330,4,11:13.0,J. Redick makes 3-pt jump shot from 27 ft (assist by T. McConnell),,91,73
331,4,11:00.0,,C. Joseph makes 2-pt jump shot from 11 ft,91,75
332,4,10:42.0,Turnover by J. Redick (out of bounds lost ball),,91,75
333,4,10:25.0,,T. Evans misses 2-pt layup from 2 ft,91,75
334,4,10:23.0,,Offensive rebound by D. Sabonis,91,75
335,4,10:23.0,,D. Sabonis makes 2-pt layup at rim,91,77
336,4,10:03.0,W. Chandler misses 2-pt jump shot from 9 ft,,91,77
337,4,10:01.0,Offensive rebound by M. Muscala,,91,77
338,4,10:01.0,Turnover by Team (shot clock),,91,77
339,4,9:47.0,,T. Evans misses 2-pt jump shot from 21 ft,91,77
340,4,9:45.0,Defensive rebound by Team,,91,77
341,4,9:35.0,Offensive foul by J. Embiid (drawn by C. Joseph),,91,77
342,4,9:35.0,Turnover by J. Embiid (offensive foul),,91,77
343,4,9:24.0,,D. McDermott makes 2-pt layup from 2 ft (assist by C. Joseph),91,79
344,4,9:15.0,Personal foul by T. Evans (drawn by T. McConnell),,91,79
345,4,9:02.0,Turnover by J. Embiid (bad pass),,91,79
346,4,9:02.0,B. Simmons enters the game for T. McConnell,,91,79
347,4,8:48.0,,B. Bogdanović misses 2-pt layup from 3 ft (block by J. Embiid),91,79
348,4,8:46.0,,Offensive rebound by D. McDermott,91,79
349,4,8:36.0,,T. Evans misses 2-pt jump shot from 7 ft,91,79
350,4,8:34.0,Defensive rebound by M. Muscala,,91,79
351,4,8:29.0,W. Chandler misses 3-pt jump shot from 27 ft,,91,79
352,4,8:26.0,,Defensive rebound by T. Evans,91,79
353,4,8:22.0,,T. Evans makes 2-pt layup from 6 ft,91,81
354,4,8:21.0,Philadelphia full timeout,,91,81
355,4,8:21.0,J. Butler enters the game for W. Chandler,,91,81
356,4,8:21.0,,T. Young enters the game for B. Bogdanović,91,81
357,4,8:06.0,Turnover by J. Embiid (bad pass; steal by D. Sabonis),,91,81
358,4,8:00.0,,T. Evans makes 2-pt layup from 2 ft (assist by C. Joseph),91,83
359,4,7:46.0,J. Embiid makes 3-pt jump shot from 27 ft (assist by B. Simmons),,94,83
360,4,7:28.0,,D. McDermott misses 3-pt jump shot from 28 ft,94,83
361,4,7:26.0,Defensive rebound by J. Embiid,,94,83
362,4,7:08.0,M. Muscala makes 3-pt jump shot from 23 ft (assist by B. Simmons),,97,83
363,4,7:07.0,,Indiana full timeout,97,83
364,4,7:07.0,J. Bolden enters the game for J. Embiid,,97,83
365,4,7:07.0,L. Shamet enters the game for J. Redick,,97,83
366,4,7:07.0,,B. Bogdanović enters the game for T. Evans,97,83
367,4,7:07.0,,V. Oladipo enters the game for D. McDermott,97,83
368,4,6:54.0,,T. Young misses 2-pt jump shot from 6 ft,97,83
369,4,6:50.0,Defensive rebound by B. Simmons,,97,83
370,4,6:42.0,M. Muscala misses 3-pt jump shot from 23 ft,,97,83
371,4,6:39.0,,Defensive rebound by T. Young,97,83
372,4,6:27.0,,C. Joseph makes 2-pt jump shot from 11 ft,97,85
373,4,6:03.0,M. Muscala makes 3-pt jump shot from 24 ft (assist by J. Butler),,100,85
374,4,5:51.0,,V. Oladipo makes 2-pt jump shot from 18 ft,100,87
375,4,5:36.0,Personal foul by B. Bogdanović (drawn by J. Butler),,100,87
376,4,5:36.0,,D. Collison enters the game for C. Joseph,100,87
377,4,5:36.0,,M. Turner enters the game for D. Sabonis,100,87
378,4,5:24.0,J. Butler misses 2-pt jump shot from 18 ft,,100,87
379,4,5:21.0,,Defensive rebound by D. Collison,100,87
380,4,5:20.0,,Turnover by D. Collison (traveling),100,87
381,4,5:09.0,B. Simmons makes 2-pt layup from 1 ft,,102,87
