,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,TORONTO_ACTION,WASHINGTON_SCORE,TORONTO_SCORE
129,2,10:39.0,,J. Lin misses 3-pt jump shot from 25 ft,28,30
130,2,10:36.0,Defensive rebound by J. Green,,28,30
131,2,10:23.0,J. Parker misses 3-pt jump shot from 23 ft,,28,30
132,2,10:19.0,,Defensive rebound by D. Green,28,30
133,2,10:07.0,,M. Gasol misses 2-pt jump shot from 9 ft,28,30
134,2,10:05.0,Defensive rebound by J. Green,,28,30
135,2,9:54.0,J. McRae misses 3-pt jump shot from 25 ft,,28,30
136,2,9:51.0,Offensive rebound by J. Parker,,28,30
137,2,9:48.0,B. Portis makes 2-pt layup from 1 ft (assist by J. Parker),,30,30
138,2,9:36.0,,J. Lin makes 2-pt layup at rim,30,32
139,2,9:23.0,B. Portis makes 2-pt jump shot from 17 ft,,32,32
140,2,9:07.0,,M. Gasol makes 2-pt jump shot from 17 ft (assist by N. Powell),32,34
141,2,8:55.0,Turnover by J. McRae (bad pass; steal by O. Anunoby),,32,34
142,2,8:52.0,,O. Anunoby makes 2-pt dunk from 2 ft,32,36
143,2,8:35.0,J. Parker misses 2-pt layup from 1 ft,,32,36
144,2,8:32.0,,Defensive rebound by N. Powell,32,36
145,2,8:28.0,,M. Gasol makes 2-pt jump shot from 12 ft (assist by N. Powell),32,38
146,2,8:27.0,Washington full timeout,,32,38
147,2,8:27.0,B. Beal enters the game for J. McRae,,32,38
148,2,8:27.0,,S. Ibaka enters the game for D. Green,32,38
149,2,8:27.0,,K. Lowry enters the game for N. Powell,32,38
150,2,8:07.0,Shooting foul by K. Lowry (drawn by W. Johnson),,32,38
151,2,8:07.0,W. Johnson makes free throw 1 of 2,,33,38
152,2,8:07.0,W. Johnson misses free throw 2 of 2,,33,38
153,2,8:05.0,,Defensive rebound by S. Ibaka,33,38
154,2,7:47.0,,M. Gasol misses 2-pt hook shot from 4 ft (block by B. Portis),33,38
155,2,7:42.0,Defensive rebound by B. Portis,,33,38
156,2,7:40.0,B. Portis misses 2-pt layup from 2 ft,,33,38
157,2,7:38.0,,Defensive rebound by J. Lin,33,38
158,2,7:33.0,,Personal foul by W. Johnson (drawn by M. Gasol),33,38
159,2,7:33.0,T. Ariza enters the game for W. Johnson,,33,38
160,2,7:28.0,,J. Lin misses 3-pt jump shot from 25 ft,33,38
161,2,7:23.0,Defensive rebound by J. Green,,33,38
162,2,7:11.0,J. Parker makes 2-pt layup from 3 ft,,35,38
163,2,6:55.0,,O. Anunoby misses 3-pt jump shot from 26 ft,35,38
164,2,6:53.0,,Offensive rebound by M. Gasol,35,38
165,2,6:52.0,,O. Anunoby makes 3-pt jump shot from 27 ft (assist by M. Gasol),35,41
166,2,6:34.0,J. Green makes 2-pt jump shot from 10 ft (assist by J. Parker),,37,41
167,2,6:25.0,,K. Lowry misses 3-pt jump shot from 26 ft,37,41
168,2,6:21.0,Defensive rebound by J. Parker,,37,41
169,2,6:08.0,J. Parker makes 2-pt hook shot from 1 ft (assist by B. Beal),,39,41
170,2,6:00.0,,Toronto full timeout,39,41
171,2,6:00.0,,N. Powell enters the game for M. Gasol,39,41
172,2,6:00.0,,P. Siakam enters the game for J. Lin,39,41
173,2,5:51.0,,K. Lowry misses 3-pt jump shot from 26 ft,39,41
174,2,5:47.0,,Offensive rebound by P. Siakam,39,41
175,2,5:45.0,,S. Ibaka misses 2-pt jump shot from 7 ft,39,41
176,2,5:43.0,,Offensive rebound by S. Ibaka,39,41
177,2,5:41.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by S. Ibaka),39,44
178,2,5:23.0,J. Green makes 3-pt jump shot from 25 ft (assist by T. Ariza),,42,44
179,2,5:12.0,,S. Ibaka misses 2-pt jump shot from 16 ft,42,44
180,2,5:12.0,,Offensive rebound by Team,42,44
181,2,5:11.0,Loose ball foul by B. Portis (drawn by S. Ibaka),,42,44
182,2,5:11.0,T. Bryant enters the game for B. Portis,,42,44
183,2,5:08.0,,Offensive foul by P. Siakam (drawn by T. Ariza),42,44
184,2,5:08.0,,Turnover by P. Siakam (offensive foul),42,44
185,2,5:01.0,J. Green makes 3-pt jump shot from 25 ft (assist by J. Parker),,45,44
186,2,5:01.0,Shooting foul by O. Anunoby (drawn by J. Green),,45,44
187,2,5:01.0,J. Green makes free throw 1 of 1,,46,44
188,2,4:40.0,,O. Anunoby makes 3-pt jump shot from 26 ft (assist by N. Powell),46,47
189,2,4:31.0,Offensive foul by J. Green (drawn by K. Lowry),,46,47
190,2,4:31.0,Turnover by J. Green (offensive foul),,46,47
191,2,4:16.0,,N. Powell makes 2-pt layup from 1 ft (assist by K. Lowry),46,49
192,2,4:01.0,J. Parker misses 2-pt jump shot from 16 ft,,46,49
193,2,3:59.0,,Defensive rebound by S. Ibaka,46,49
194,2,3:50.0,,K. Lowry misses 2-pt jump shot from 4 ft,46,49
195,2,3:48.0,Defensive rebound by T. Bryant,,46,49
196,2,3:44.0,Turnover by J. Parker (bad pass; steal by N. Powell),,46,49
197,2,3:38.0,,K. Lowry misses 3-pt jump shot from 26 ft,46,49
198,2,3:34.0,Defensive rebound by T. Ariza,,46,49
199,2,3:33.0,Flagrant foul type 1 by K. Lowry (drawn by T. Bryant),,46,49
200,2,3:33.0,T. Bryant misses flagrant free throw 1 of 2,,46,49
201,2,3:33.0,Offensive rebound by Team,,46,49
202,2,3:33.0,C. Randle enters the game for J. Parker,,46,49
203,2,3:33.0,T. Bryant makes flagrant free throw 2 of 2,,47,49
204,2,3:33.0,,D. Green enters the game for O. Anunoby,47,49
205,2,3:30.0,Shooting foul by N. Powell (drawn by B. Beal),,47,49
206,2,3:30.0,B. Beal makes free throw 1 of 3,,48,49
207,2,3:30.0,B. Beal makes free throw 2 of 3,,49,49
208,2,3:30.0,B. Beal makes free throw 3 of 3,,50,49
209,2,3:17.0,,P. Siakam makes 3-pt jump shot from 26 ft (assist by S. Ibaka),50,52
210,2,3:02.0,Turnover by T. Ariza (bad pass),,50,52
211,2,2:58.0,,K. Lowry misses 3-pt jump shot from 26 ft,50,52
212,2,2:53.0,Defensive rebound by T. Bryant,,50,52
213,2,2:50.0,Personal foul by P. Siakam (drawn by T. Ariza),,50,52
214,2,2:50.0,T. Ariza makes free throw 1 of 2,,51,52
215,2,2:50.0,T. Ariza makes free throw 2 of 2,,52,52
216,2,2:36.0,,S. Ibaka makes 2-pt hook shot from 9 ft (assist by K. Lowry),52,54
217,2,2:19.0,T. Bryant makes 3-pt jump shot from 26 ft (assist by B. Beal),,55,54
218,2,2:12.0,,Personal foul by T. Bryant (drawn by K. Lowry),55,54
219,2,2:10.0,,Turnover by K. Lowry (bad pass; steal by B. Beal),55,54
220,2,2:03.0,T. Bryant makes 2-pt dunk from 2 ft (assist by B. Beal),,57,54
221,2,1:50.0,,Personal foul by B. Beal (drawn by K. Lowry),57,54
222,2,1:50.0,Technical foul by N. Nurse,,57,54
223,2,1:50.0,B. Beal makes technical free throw,,58,54
224,2,1:42.0,,P. Siakam misses 3-pt jump shot from 24 ft,58,54
225,2,1:38.0,Defensive rebound by T. Ariza,,58,54
226,2,1:36.0,Personal foul by K. Lowry (drawn by C. Randle),,58,54
227,2,1:36.0,C. Randle makes free throw 1 of 2,,59,54
228,2,1:36.0,,O. Anunoby enters the game for K. Lowry,59,54
229,2,1:36.0,,J. Lin enters the game for P. Siakam,59,54
230,2,1:36.0,C. Randle misses free throw 2 of 2,,59,54
231,2,1:34.0,,Defensive rebound by O. Anunoby,59,54
232,2,1:24.0,,O. Anunoby misses 3-pt jump shot from 24 ft,59,54
233,2,1:20.0,Defensive rebound by T. Ariza,,59,54
234,2,1:13.0,B. Beal misses 2-pt jump shot from 17 ft,,59,54
235,2,1:09.0,,Defensive rebound by S. Ibaka,59,54
236,2,1:05.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by J. Lin),59,57
237,2,0:46.0,T. Bryant misses 3-pt jump shot from 26 ft,,59,57
238,2,0:44.0,,Defensive rebound by J. Lin,59,57
239,2,0:41.0,,Shooting foul by C. Randle (drawn by J. Lin),59,57
240,2,0:41.0,,J. Lin makes free throw 1 of 2,59,58
241,2,0:41.0,J. Parker enters the game for C. Randle,,59,58
242,2,0:41.0,,J. Lin makes free throw 2 of 2,59,59
243,2,0:28.0,B. Beal makes 3-pt jump shot from 25 ft,,62,59
244,2,0:10.0,,N. Powell misses 3-pt jump shot from 23 ft,62,59
245,2,0:06.0,Defensive rebound by T. Ariza,,62,59
246,2,0:00.0,T. Ariza makes 3-pt jump shot from 25 ft (assist by J. Green),,65,59
247,3,11:43.0,J. Green misses 3-pt jump shot from 27 ft,,65,59
248,3,11:37.0,,Defensive rebound by D. Green,65,59
249,3,11:25.0,,P. Siakam misses 2-pt layup from 3 ft,65,59
250,3,11:22.0,Defensive rebound by T. Bryant,,65,59
251,3,11:15.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by C. Randle),,68,59
252,3,11:03.0,,D. Green misses 2-pt layup from 2 ft,68,59
253,3,10:56.0,,Offensive rebound by N. Powell,68,59
254,3,10:56.0,,N. Powell makes 2-pt layup at rim,68,61
255,3,10:51.0,Shooting foul by S. Ibaka (drawn by T. Ariza),,68,61
256,3,10:51.0,T. Ariza makes free throw 1 of 2,,69,61
257,3,10:51.0,T. Ariza makes free throw 2 of 2,,70,61
258,3,10:40.0,,Personal foul by T. Bryant (drawn by K. Lowry),70,61
259,3,10:31.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by N. Powell),70,64
260,3,10:21.0,Shooting foul by D. Green (drawn by T. Ariza),,70,64
261,3,10:21.0,T. Ariza makes free throw 1 of 2,,71,64
262,3,10:21.0,T. Ariza makes free throw 2 of 2,,72,64
263,3,10:07.0,,P. Siakam makes 2-pt layup from 3 ft (assist by K. Lowry),72,66
264,3,10:01.0,T. Ariza misses 3-pt jump shot from 26 ft,,72,66
265,3,9:58.0,,Defensive rebound by K. Lowry,72,66
266,3,9:57.0,,Turnover by K. Lowry (bad pass),72,66
267,3,9:36.0,J. Green makes 3-pt jump shot from 27 ft (assist by T. Ariza),,75,66
268,3,9:22.0,,P. Siakam makes 2-pt layup at rim,75,68
269,3,9:13.0,T. Bryant makes 3-pt jump shot from 26 ft (assist by C. Randle),,78,68
270,3,8:52.0,,Turnover by P. Siakam (lost ball; steal by C. Randle),78,68
271,3,8:48.0,T. Bryant makes 2-pt dunk at rim (assist by T. Ariza),,80,68
272,3,8:48.0,,Toronto full timeout,80,68
273,3,8:48.0,,O. Anunoby enters the game for D. Green,80,68
274,3,8:48.0,,J. Lin enters the game for N. Powell,80,68
275,3,8:27.0,,P. Siakam misses 2-pt jump shot from 13 ft,80,68
276,3,8:25.0,,Offensive rebound by S. Ibaka,80,68
277,3,8:23.0,,S. Ibaka misses 2-pt layup from 2 ft,80,68
278,3,8:21.0,Defensive rebound by J. Green,,80,68
279,3,8:14.0,C. Randle misses 2-pt layup from 2 ft (block by P. Siakam),,80,68
280,3,8:14.0,,Defensive rebound by P. Siakam,80,68
281,3,8:10.0,,Offensive foul by P. Siakam (drawn by T. Ariza),80,68
282,3,8:10.0,,Turnover by P. Siakam (offensive foul),80,68
283,3,7:54.0,T. Bryant misses 2-pt jump shot from 11 ft,,80,68
284,3,7:51.0,,Defensive rebound by J. Lin,80,68
285,3,7:47.0,,O. Anunoby makes 2-pt dunk from 1 ft (assist by J. Lin),80,70
286,3,7:38.0,C. Randle misses 3-pt jump shot from 26 ft (block by P. Siakam),,80,70
287,3,7:35.0,,Defensive rebound by S. Ibaka,80,70
288,3,7:25.0,,K. Lowry makes 3-pt jump shot from 24 ft,80,73
289,3,7:05.0,Turnover by C. Randle (step out of bounds),,80,73
290,3,6:50.0,,Shooting foul by B. Beal (drawn by P. Siakam),80,73
291,3,6:50.0,,P. Siakam makes free throw 1 of 2,80,74
292,3,6:50.0,J. Parker enters the game for T. Bryant,,80,74
293,3,6:50.0,,P. Siakam misses free throw 2 of 2,80,74
294,3,6:47.0,Defensive rebound by T. Ariza,,80,74
295,3,6:34.0,J. Green misses 2-pt layup from 6 ft,,80,74
296,3,6:34.0,,Defensive rebound by S. Ibaka,80,74
297,3,6:23.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by K. Lowry),80,76
298,3,6:23.0,Washington full timeout,,80,76
299,3,6:07.0,C. Randle misses 3-pt jump shot from 23 ft,,80,76
300,3,6:05.0,,Defensive rebound by S. Ibaka,80,76
301,3,6:03.0,,Shooting foul by J. Parker (drawn by K. Lowry),80,76
302,3,6:03.0,,K. Lowry makes free throw 1 of 2,80,77
303,3,6:03.0,,K. Lowry makes free throw 2 of 2,80,78
304,3,5:46.0,B. Beal misses 3-pt jump shot from 27 ft,,80,78
305,3,5:44.0,,Defensive rebound by S. Ibaka,80,78
306,3,5:40.0,,P. Siakam misses 2-pt layup from 2 ft (block by B. Beal),80,78
307,3,5:40.0,Defensive rebound by C. Randle,,80,78
308,3,5:27.0,B. Beal misses 2-pt layup from 2 ft,,80,78
309,3,5:25.0,,Defensive rebound by P. Siakam,80,78
310,3,5:21.0,,K. Lowry makes 3-pt jump shot from 28 ft (assist by P. Siakam),80,81
311,3,4:51.0,B. Beal misses 3-pt jump shot from 27 ft,,80,81
312,3,4:47.0,,Defensive rebound by K. Lowry,80,81
313,3,4:43.0,,J. Lin makes 2-pt layup from 2 ft (assist by K. Lowry),80,83
314,3,4:43.0,Washington full timeout,,80,83
315,3,4:43.0,J. McRae enters the game for J. Green,,80,83
316,3,4:43.0,B. Portis enters the game for C. Randle,,80,83
317,3,4:31.0,Personal foul by O. Anunoby (drawn by T. Ariza),,80,83
318,3,4:23.0,T. Ariza makes 2-pt jump shot from 1 ft,,82,83
319,3,4:16.0,,O. Anunoby makes 3-pt jump shot from 25 ft (assist by K. Lowry),82,86
320,3,4:02.0,B. Portis misses 3-pt jump shot from 25 ft,,82,86
321,3,3:59.0,,Defensive rebound by P. Siakam,82,86
322,3,3:51.0,,O. Anunoby makes 2-pt layup from 1 ft (assist by S. Ibaka),82,88
323,3,3:38.0,J. Parker makes 3-pt jump shot from 24 ft (assist by T. Ariza),,85,88
324,3,3:20.0,,P. Siakam makes 2-pt layup at rim,85,90
325,3,3:03.0,B. Portis makes 2-pt jump shot from 17 ft (assist by J. Parker),,87,90
326,3,2:43.0,,P. Siakam misses 2-pt layup from 1 ft,87,90
327,3,2:39.0,,Offensive rebound by P. Siakam,87,90
328,3,2:39.0,,P. Siakam makes 2-pt layup at rim,87,92
329,3,2:34.0,Shooting foul by S. Ibaka (drawn by J. Parker),,87,92
330,3,2:34.0,J. Parker makes free throw 1 of 2,,88,92
331,3,2:34.0,,M. Gasol enters the game for S. Ibaka,88,92
332,3,2:34.0,J. Parker makes free throw 2 of 2,,89,92
333,3,2:24.0,,Personal foul by J. McRae (drawn by J. Lin),89,92
334,3,2:24.0,,N. Powell enters the game for K. Lowry,89,92
335,3,2:13.0,,Turnover by J. Lin (bad pass),89,92
336,3,2:06.0,B. Portis misses 3-pt jump shot from 26 ft,,89,92
337,3,2:01.0,,Defensive rebound by J. Lin,89,92
338,3,1:54.0,,P. Siakam makes 3-pt jump shot from 24 ft (assist by J. Lin),89,95
339,3,1:41.0,B. Beal misses 2-pt layup from 3 ft (block by M. Gasol),,89,95
340,3,1:37.0,,Defensive rebound by M. Gasol,89,95
341,3,1:35.0,,Personal foul by J. McRae (drawn by P. Siakam),89,95
342,3,1:35.0,,P. Siakam makes free throw 1 of 2,89,96
343,3,1:35.0,,P. Siakam makes free throw 2 of 2,89,97
344,3,1:14.0,J. McRae misses 2-pt jump shot from 11 ft (block by J. Lin),,89,97
345,3,1:14.0,,Defensive rebound by N. Powell,89,97
346,3,1:08.0,,O. Anunoby makes 3-pt jump shot from 26 ft (assist by P. Siakam),89,100
347,3,0:55.0,,Violation by Team (kicked ball),89,100
348,3,0:55.0,J. Green enters the game for T. Ariza,,89,100
349,3,0:46.0,B. Beal misses 2-pt jump shot from 16 ft,,89,100
350,3,0:42.0,,Defensive rebound by P. Siakam,89,100
351,3,0:41.0,,Shooting foul by J. McRae (drawn by N. Powell),89,100
352,3,0:41.0,,N. Powell misses free throw 1 of 2,89,100
353,3,0:41.0,,Offensive rebound by Team,89,100
354,3,0:41.0,,N. Powell makes free throw 2 of 2,89,101
355,3,0:36.0,Personal foul by M. Gasol (drawn by B. Beal),,89,101
356,3,0:36.0,B. Beal makes free throw 1 of 2,,90,101
357,3,0:36.0,B. Beal makes free throw 2 of 2,,91,101
358,3,0:31.0,,N. Powell misses 3-pt jump shot from 28 ft,91,101
359,3,0:26.0,Defensive rebound by J. Parker,,91,101
360,3,0:10.0,J. Parker makes 2-pt dunk from 1 ft (assist by B. Beal),,93,101
361,3,0:02.0,,P. Siakam makes 2-pt jump shot from 4 ft,93,103
362,4,11:40.0,,O. Anunoby misses 2-pt hook shot from 5 ft,93,103
363,4,11:37.0,Defensive rebound by B. Portis,,93,103
364,4,11:29.0,J. Green makes 2-pt jump shot from 18 ft (assist by B. Portis),,95,103
365,4,11:12.0,,J. Lin misses 3-pt jump shot from 25 ft,95,103
366,4,11:09.0,Defensive rebound by W. Johnson,,95,103
367,4,11:08.0,Turnover by B. Beal (bad pass),,95,103
368,4,10:50.0,,M. Gasol misses 2-pt jump shot from 7 ft,95,103
369,4,10:48.0,Defensive rebound by B. Portis,,95,103
370,4,10:45.0,Shooting foul by C. Boucher (drawn by B. Beal),,95,103
371,4,10:45.0,B. Beal makes free throw 1 of 2,,96,103
372,4,10:45.0,B. Beal makes free throw 2 of 2,,97,103
373,4,10:34.0,,C. Boucher makes 3-pt jump shot from 25 ft (assist by J. Lin),97,106
374,4,10:19.0,Turnover by B. Portis (bad pass; steal by M. Gasol),,97,106
375,4,10:19.0,,Personal take foul by B. Portis (drawn by N. Powell),97,106
376,4,10:12.0,,C. Boucher misses 3-pt jump shot from 25 ft,97,106
377,4,10:06.0,Defensive rebound by W. Johnson,,97,106
378,4,10:00.0,J. Green makes 3-pt jump shot from 26 ft (assist by B. Beal),,100,106
379,4,9:38.0,,N. Powell makes 2-pt layup from 1 ft (assist by M. Gasol),100,108
380,4,9:29.0,J. Parker makes 2-pt layup from 3 ft (assist by B. Beal),,102,108
381,4,9:12.0,,O. Anunoby misses 3-pt jump shot from 24 ft,102,108
382,4,9:09.0,Defensive rebound by B. Beal,,102,108
383,4,9:06.0,B. Beal makes 3-pt jump shot from 27 ft,,105,108
384,4,9:03.0,,Toronto full timeout,105,108
385,4,9:03.0,,K. Lowry enters the game for C. Boucher,105,108
