,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CHARLOTTE_ACTION,LA LAKERS_SCORE,CHARLOTTE_SCORE
33,1,7:21.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft (block by K. Kuzma),12,8
34,1,7:18.0,Defensive rebound by L. James,,12,8
35,1,7:14.0,K. Kuzma misses 2-pt layup from 2 ft,,12,8
36,1,7:11.0,,Defensive rebound by M. Kidd-Gilchrist,12,8
37,1,7:05.0,,Turnover by M. Kidd-Gilchrist (bad pass; steal by L. Ball),12,8
38,1,6:59.0,L. James misses 2-pt dunk from 1 ft,,12,8
39,1,6:55.0,,Defensive rebound by J. Lamb,12,8
40,1,6:53.0,,J. Lamb misses 3-pt jump shot from 25 ft,12,8
41,1,6:50.0,Defensive rebound by J. McGee,,12,8
42,1,6:35.0,J. McGee makes 2-pt layup from 2 ft (assist by L. Ball),,14,8
43,1,6:28.0,,Charlotte full timeout,14,8
44,1,6:28.0,T. Chandler enters the game for J. McGee,,14,8
45,1,6:21.0,,K. Walker misses 2-pt layup from 1 ft,14,8
46,1,6:16.0,,Offensive rebound by C. Zeller,14,8
47,1,6:16.0,,C. Zeller makes 2-pt dunk from 1 ft,14,10
48,1,6:03.0,J. Hart misses 2-pt jump shot from 16 ft,,14,10
49,1,6:00.0,,Defensive rebound by C. Zeller,14,10
50,1,5:47.0,,J. Lamb makes 2-pt jump shot from 8 ft (assist by K. Walker),14,12
51,1,5:47.0,,Shooting foul by T. Chandler (drawn by J. Lamb),14,12
52,1,5:47.0,,J. Lamb makes free throw 1 of 1,14,13
53,1,5:37.0,Turnover by L. James (bad pass; steal by M. Kidd-Gilchrist),,14,13
54,1,5:17.0,,Turnover by K. Walker (bad pass; steal by L. Ball),14,13
55,1,5:12.0,L. Ball makes 2-pt layup from 2 ft,,16,13
56,1,5:00.0,,J. Lamb misses 2-pt layup from 7 ft,16,13
57,1,5:00.0,,Offensive rebound by J. Lamb,16,13
58,1,5:00.0,,J. Lamb misses 2-pt layup from 2 ft,16,13
59,1,5:00.0,,Offensive rebound by J. Lamb,16,13
60,1,4:55.0,,J. Lamb misses 2-pt layup from 1 ft,16,13
61,1,4:54.0,Defensive rebound by K. Kuzma,,16,13
62,1,4:48.0,L. James makes 3-pt jump shot from 26 ft,,19,13
63,1,4:28.0,,K. Walker misses 2-pt jump shot from 11 ft,19,13
64,1,4:25.0,Defensive rebound by J. Hart,,19,13
65,1,4:12.0,J. Hart misses 3-pt jump shot from 23 ft,,19,13
66,1,4:08.0,,Defensive rebound by M. Kidd-Gilchrist,19,13
67,1,4:00.0,,N. Batum makes 3-pt jump shot from 25 ft,19,16
68,1,3:36.0,K. Kuzma makes 3-pt jump shot from 23 ft (assist by L. Ball),,22,16
69,1,3:25.0,,N. Batum misses 3-pt jump shot from 25 ft,22,16
70,1,3:23.0,Defensive rebound by L. James,,22,16
71,1,3:18.0,L. James makes 3-pt jump shot from 28 ft,,25,16
72,1,3:00.0,,K. Walker misses 3-pt jump shot from 30 ft,25,16
73,1,2:57.0,Defensive rebound by T. Chandler,,25,16
74,1,2:52.0,L. James misses 3-pt jump shot from 25 ft,,25,16
75,1,2:49.0,,Defensive rebound by N. Batum,25,16
76,1,2:48.0,,Turnover by N. Batum (bad pass; steal by L. Ball),25,16
77,1,2:40.0,J. Hart misses 2-pt layup from 6 ft (block by C. Zeller),,25,16
78,1,2:37.0,Offensive rebound by L. James,,25,16
79,1,2:37.0,K. Kuzma makes 2-pt dunk from 1 ft (assist by L. James),,27,16
80,1,2:37.0,,Charlotte full timeout,27,16
81,1,2:37.0,K. Caldwell-Pope enters the game for L. Ball,,27,16
82,1,2:37.0,L. Stephenson enters the game for J. Hart,,27,16
83,1,2:37.0,,M. Bridges enters the game for N. Batum,27,16
84,1,2:37.0,,F. Kaminsky enters the game for J. Lamb,27,16
85,1,2:37.0,,M. Monk enters the game for K. Walker,27,16
86,1,2:37.0,,T. Parker enters the game for C. Zeller,27,16
87,1,2:16.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 23 ft (assist by F. Kaminsky),27,18
88,1,1:58.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,27,18
89,1,1:55.0,,Defensive rebound by M. Monk,27,18
90,1,1:45.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 21 ft,27,18
91,1,1:40.0,,Offensive rebound by M. Monk,27,18
92,1,1:40.0,,M. Monk misses 2-pt layup from 1 ft,27,18
93,1,1:39.0,Defensive rebound by L. James,,27,18
94,1,1:37.0,Shooting foul by M. Kidd-Gilchrist (drawn by L. James),,27,18
95,1,1:37.0,L. James makes free throw 1 of 2,,28,18
96,1,1:37.0,,M. Williams enters the game for M. Kidd-Gilchrist,28,18
97,1,1:37.0,L. James makes free throw 2 of 2,,29,18
98,1,1:20.0,,M. Monk makes 2-pt jump shot from 19 ft (assist by M. Williams),29,20
99,1,1:08.0,K. Kuzma misses 3-pt jump shot from 25 ft,,29,20
100,1,1:06.0,,Defensive rebound by M. Bridges,29,20
101,1,0:55.0,,Offensive foul by T. Parker (drawn by K. Caldwell-Pope),29,20
102,1,0:55.0,,Turnover by T. Parker (offensive foul),29,20
103,1,0:55.0,S. Mykhailiuk enters the game for L. James,,29,20
104,1,0:44.0,Shooting foul by M. Bridges (drawn by T. Chandler),,29,20
105,1,0:44.0,T. Chandler misses free throw 1 of 2,,29,20
106,1,0:44.0,Offensive rebound by Team,,29,20
107,1,0:44.0,T. Chandler makes free throw 2 of 2,,30,20
108,1,0:32.0,,M. Monk misses 3-pt jump shot from 30 ft,30,20
109,1,0:28.0,Defensive rebound by L. Stephenson,,30,20
110,1,0:08.0,L. Stephenson makes 2-pt layup from 1 ft,,32,20
111,1,0:05.0,,T. Parker makes 2-pt jump shot from 18 ft,32,22
112,1,0:05.0,,Shooting foul by S. Mykhailiuk (drawn by T. Parker),32,22
113,1,0:05.0,,M. Kidd-Gilchrist enters the game for F. Kaminsky,32,22
114,1,0:05.0,,T. Parker misses free throw 1 of 1,32,22
115,1,0:02.0,Defensive rebound by L. Stephenson,,32,22
116,1,0:00.0,L. Stephenson misses 2-pt layup from 2 ft,,32,22
117,1,0:00.0,Offensive rebound by Team,,32,22
118,2,11:46.0,,Personal foul by S. Mykhailiuk (drawn by M. Monk),32,22
119,2,11:31.0,,T. Parker misses 2-pt jump shot from 19 ft,32,22
120,2,11:28.0,Defensive rebound by L. Stephenson,,32,22
121,2,11:16.0,J. McGee misses 2-pt hook shot from 9 ft,,32,22
122,2,11:14.0,,Defensive rebound by M. Bridges,32,22
123,2,11:12.0,,Turnover by M. Bridges (lost ball; steal by L. Stephenson),32,22
124,2,11:09.0,J. McGee makes 2-pt dunk from 1 ft (assist by L. Stephenson),,34,22
125,2,10:51.0,,M. Bridges misses 3-pt jump shot from 26 ft,34,22
126,2,10:47.0,Defensive rebound by K. Caldwell-Pope,,34,22
127,2,10:39.0,K. Caldwell-Pope misses 3-pt jump shot from 23 ft,,34,22
128,2,10:35.0,,Defensive rebound by M. Monk,34,22
129,2,10:29.0,,M. Williams misses 2-pt layup from 2 ft,34,22
130,2,10:25.0,Defensive rebound by L. Ball,,34,22
131,2,10:23.0,K. Caldwell-Pope makes 2-pt dunk from 2 ft (assist by L. Ball),,36,22
132,2,10:08.0,,N. Batum misses 3-pt jump shot from 26 ft,36,22
133,2,10:05.0,Defensive rebound by J. McGee,,36,22
134,2,9:59.0,L. Stephenson makes 2-pt jump shot from 14 ft,,38,22
135,2,9:47.0,,M. Bridges misses 3-pt jump shot from 26 ft,38,22
136,2,9:40.0,Defensive rebound by L. Stephenson,,38,22
137,2,9:39.0,K. Caldwell-Pope misses 2-pt layup from 1 ft,,38,22
138,2,9:39.0,,Defensive rebound by M. Monk,38,22
139,2,9:34.0,,M. Bridges makes 2-pt layup from 2 ft (assist by M. Monk),38,24
140,2,9:34.0,,Shooting foul by J. McGee (drawn by M. Bridges),38,24
141,2,9:34.0,,M. Bridges makes free throw 1 of 1,38,25
142,2,9:15.0,Turnover by L. Ball (traveling),,38,25
143,2,8:52.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by N. Batum),38,28
144,2,8:36.0,S. Mykhailiuk misses 2-pt jump shot from 15 ft,,38,28
145,2,8:26.0,Offensive rebound by J. McGee,,38,28
146,2,8:26.0,J. McGee makes 2-pt layup at rim,,40,28
147,2,8:23.0,,M. Bridges makes 3-pt jump shot from 26 ft (assist by T. Parker),40,31
148,2,8:08.0,Shooting foul by N. Batum (drawn by J. McGee),,40,31
149,2,8:08.0,J. McGee misses free throw 1 of 2,,40,31
150,2,8:08.0,Offensive rebound by Team,,40,31
151,2,8:08.0,J. Hart enters the game for K. Caldwell-Pope,,40,31
152,2,8:08.0,,K. Walker enters the game for M. Williams,40,31
153,2,8:08.0,J. McGee makes free throw 2 of 2,,41,31
154,2,7:49.0,,M. Monk makes 2-pt layup from 1 ft (assist by K. Walker),41,33
155,2,7:43.0,LA Lakers full timeout,,41,33
156,2,7:43.0,L. James enters the game for S. Mykhailiuk,,41,33
157,2,7:43.0,K. Kuzma enters the game for L. Stephenson,,41,33
158,2,7:36.0,Turnover by J. McGee (out of bounds lost ball),,41,33
159,2,7:19.0,,T. Parker makes 2-pt jump shot from 19 ft,41,35
160,2,7:03.0,L. Ball misses 2-pt layup from 2 ft (block by M. Bridges),,41,35
161,2,7:00.0,,Defensive rebound by M. Bridges,41,35
162,2,6:56.0,,M. Bridges misses 2-pt dunk from 3 ft (block by J. McGee),41,35
163,2,6:53.0,Defensive rebound by K. Kuzma,,41,35
164,2,6:51.0,L. Ball makes 2-pt dunk from 1 ft (assist by K. Kuzma),,43,35
165,2,6:41.0,,Offensive foul by M. Bridges (drawn by J. Hart),43,35
166,2,6:41.0,,Turnover by M. Bridges (offensive foul),43,35
167,2,6:35.0,Shooting foul by M. Bridges (drawn by L. James),,43,35
168,2,6:35.0,L. James misses free throw 1 of 2,,43,35
169,2,6:35.0,Offensive rebound by Team,,43,35
170,2,6:35.0,L. James makes free throw 2 of 2,,44,35
171,2,6:29.0,,Personal foul by J. Hart (drawn by T. Parker),44,35
172,2,6:22.0,,M. Monk makes 2-pt layup at rim,44,37
173,2,6:10.0,Personal foul by M. Monk (drawn by J. McGee),,44,37
174,2,6:10.0,,C. Zeller enters the game for M. Bridges,44,37
175,2,5:56.0,K. Kuzma misses 3-pt jump shot from 23 ft,,44,37
176,2,5:54.0,,Defensive rebound by C. Zeller,44,37
177,2,5:48.0,,M. Monk makes 2-pt layup from 1 ft (assist by C. Zeller),44,39
178,2,5:38.0,K. Kuzma misses 2-pt layup from 11 ft,,44,39
179,2,5:35.0,,Defensive rebound by C. Zeller,44,39
180,2,5:28.0,,N. Batum misses 3-pt jump shot from 24 ft,44,39
181,2,5:25.0,Defensive rebound by L. James,,44,39
182,2,5:24.0,Offensive foul by J. Hart (drawn by K. Walker),,44,39
183,2,5:24.0,Turnover by J. Hart (offensive foul),,44,39
184,2,5:24.0,T. Chandler enters the game for J. McGee,,44,39
185,2,5:24.0,,J. Lamb enters the game for T. Parker,44,39
186,2,5:12.0,,K. Walker misses 2-pt layup from 2 ft,44,39
187,2,5:08.0,Defensive rebound by T. Chandler,,44,39
188,2,5:06.0,L. James makes 2-pt dunk from 1 ft (assist by J. Hart),,46,39
189,2,4:44.0,,M. Monk makes 2-pt jump shot from 17 ft,46,41
190,2,4:22.0,Turnover by K. Kuzma (bad pass),,46,41
191,2,4:08.0,,C. Zeller misses 2-pt layup from 3 ft,46,41
192,2,4:04.0,Defensive rebound by L. Ball,,46,41
193,2,4:03.0,Turnover by J. Hart (out of bounds lost ball),,46,41
194,2,3:53.0,,K. Walker misses 3-pt jump shot from 26 ft,46,41
195,2,3:51.0,Defensive rebound by T. Chandler,,46,41
196,2,3:47.0,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),,48,41
197,2,3:47.0,Shooting foul by K. Walker (drawn by K. Kuzma),,48,41
198,2,3:47.0,,D. Graham enters the game for M. Monk,48,41
199,2,3:47.0,K. Kuzma makes free throw 1 of 1,,49,41
200,2,3:22.0,,K. Walker makes 2-pt jump shot from 14 ft (assist by C. Zeller),49,43
201,2,3:03.0,J. Hart misses 3-pt jump shot from 25 ft,,49,43
202,2,2:57.0,,Defensive rebound by J. Lamb,49,43
203,2,2:49.0,,C. Zeller misses 2-pt layup from 4 ft (block by T. Chandler),49,43
204,2,2:49.0,,Offensive rebound by Team,49,43
205,2,2:49.0,,Charlotte full timeout,49,43
206,2,2:49.0,K. Caldwell-Pope enters the game for J. Hart,,49,43
207,2,2:40.0,,Offensive foul by D. Graham (drawn by K. Caldwell-Pope),49,43
208,2,2:40.0,,Turnover by D. Graham (offensive foul),49,43
209,2,2:33.0,Offensive foul by K. Kuzma (drawn by J. Lamb),,49,43
210,2,2:33.0,Turnover by K. Kuzma (offensive foul),,49,43
211,2,2:10.0,,J. Lamb makes 3-pt jump shot from 26 ft (assist by D. Graham),49,46
212,2,2:00.0,Personal foul by N. Batum (drawn by L. James),,49,46
213,2,2:00.0,L. James makes free throw 1 of 2,,50,46
214,2,2:00.0,L. James makes free throw 2 of 2,,51,46
215,2,1:47.0,,N. Batum misses 3-pt jump shot from 23 ft,51,46
216,2,1:45.0,Defensive rebound by T. Chandler,,51,46
217,2,1:31.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. James),,54,46
218,2,1:09.0,,D. Graham misses 3-pt jump shot from 29 ft,54,46
219,2,1:07.0,Defensive rebound by L. James,,54,46
220,2,0:58.0,K. Caldwell-Pope makes 3-pt jump shot from 23 ft (assist by L. James),,57,46
221,2,0:41.0,,N. Batum makes 2-pt jump shot from 12 ft (assist by D. Graham),57,48
222,2,0:35.0,L. James misses 2-pt jump shot from 7 ft,,57,48
223,2,0:34.0,,Defensive rebound by Team,57,48
224,2,0:26.0,,K. Walker misses 2-pt jump shot from 15 ft,57,48
225,2,0:25.0,,Offensive rebound by C. Zeller,57,48
226,2,0:25.0,,C. Zeller makes 2-pt layup from 1 ft,57,50
227,2,0:04.0,Shooting foul by C. Zeller (drawn by L. James),,57,50
228,2,0:04.0,L. James misses free throw 1 of 2,,57,50
229,2,0:04.0,Offensive rebound by Team,,57,50
230,2,0:04.0,L. James misses free throw 2 of 2,,57,50
231,2,0:01.0,,Defensive rebound by K. Walker,57,50
232,3,11:43.0,,Turnover by K. Walker (bad pass; steal by L. James),57,50
233,3,11:40.0,Turnover by K. Kuzma (out of bounds lost ball),,57,50
234,3,11:32.0,,Turnover by N. Batum (bad pass),57,50
235,3,11:21.0,Def 3 sec tech foul by Team,,57,50
236,3,11:21.0,K. Kuzma makes technical free throw,,58,50
237,3,11:15.0,J. Hart misses 3-pt jump shot from 23 ft,,58,50
238,3,11:12.0,,Defensive rebound by M. Williams,58,50
239,3,11:10.0,,Shooting foul by J. McGee (drawn by C. Zeller),58,50
240,3,11:10.0,,C. Zeller makes free throw 1 of 2,58,51
241,3,11:10.0,,C. Zeller makes free throw 2 of 2,58,52
242,3,10:46.0,L. James misses 3-pt jump shot from 31 ft,,58,52
243,3,10:45.0,Offensive rebound by Team,,58,52
244,3,10:36.0,L. Ball makes 3-pt jump shot from 24 ft (assist by L. James),,61,52
245,3,10:24.0,,K. Walker misses 2-pt layup from 6 ft (block by L. Ball),61,52
246,3,10:24.0,,Offensive rebound by Team,61,52
247,3,10:18.0,,N. Batum makes 2-pt jump shot from 18 ft (assist by K. Walker),61,54
248,3,10:06.0,J. McGee makes 2-pt layup from 1 ft (assist by L. James),,63,54
249,3,9:54.0,,K. Walker misses 3-pt jump shot from 25 ft,63,54
250,3,9:50.0,Defensive rebound by J. McGee,,63,54
251,3,9:34.0,L. Ball makes 3-pt jump shot from 26 ft (assist by L. James),,66,54
252,3,9:19.0,,K. Walker misses 3-pt jump shot from 25 ft,66,54
253,3,9:16.0,Defensive rebound by L. James,,66,54
254,3,9:10.0,L. James misses 2-pt layup from 3 ft (block by C. Zeller),,66,54
255,3,9:10.0,Offensive rebound by Team,,66,54
256,3,9:08.0,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. Ball),,69,54
257,3,9:05.0,,Charlotte full timeout,69,54
258,3,9:05.0,,M. Bridges enters the game for J. Lamb,69,54
259,3,9:05.0,,M. Monk enters the game for M. Williams,69,54
260,3,8:50.0,,M. Monk misses 2-pt layup from 2 ft,69,54
261,3,8:44.0,,Offensive rebound by C. Zeller,69,54
262,3,8:44.0,,C. Zeller makes 2-pt layup at rim,69,56
263,3,8:32.0,L. Ball makes 2-pt dunk from 1 ft,,71,56
264,3,8:25.0,,Personal foul by K. Kuzma (drawn by N. Batum),71,56
265,3,8:23.0,,Turnover by N. Batum (bad pass; steal by J. Hart),71,56
266,3,8:21.0,J. Hart makes 2-pt layup from 2 ft,,73,56
267,3,8:21.0,,Violation by Team (def goaltending),73,56
268,3,8:21.0,Shooting foul by M. Monk (drawn by J. Hart),,73,56
269,3,8:21.0,J. Hart misses free throw 1 of 1,,73,56
270,3,8:21.0,Offensive rebound by L. Ball,,73,56
271,3,8:07.0,J. McGee makes 2-pt dunk from 1 ft (assist by K. Kuzma),,75,56
272,3,7:58.0,,Turnover by M. Monk (bad pass; steal by L. Ball),75,56
273,3,7:52.0,L. James makes 2-pt layup from 2 ft (assist by L. Ball),,77,56
274,3,7:31.0,,C. Zeller misses 2-pt layup from 3 ft (block by J. McGee),77,56
275,3,7:29.0,,Offensive rebound by M. Monk,77,56
276,3,7:25.0,,M. Monk misses 2-pt jump shot from 18 ft,77,56
277,3,7:23.0,Defensive rebound by J. McGee,,77,56
278,3,7:20.0,Personal foul by M. Bridges (drawn by K. Kuzma),,77,56
279,3,7:20.0,,M. Kidd-Gilchrist enters the game for C. Zeller,77,56
280,3,7:15.0,J. McGee makes 2-pt dunk from 1 ft (assist by K. Kuzma),,79,56
281,3,6:58.0,,M. Bridges misses 3-pt jump shot from 25 ft,79,56
282,3,6:58.0,Defensive rebound by Team,,79,56
283,3,6:53.0,Turnover by L. James (bad pass),,79,56
284,3,6:41.0,,M. Kidd-Gilchrist misses 2-pt layup from 2 ft (block by J. McGee),79,56
285,3,6:39.0,Defensive rebound by L. Ball,,79,56
286,3,6:28.0,L. Ball misses 2-pt layup from 2 ft,,79,56
287,3,6:27.0,Offensive rebound by J. Hart,,79,56
288,3,6:18.0,Shooting foul by M. Kidd-Gilchrist (drawn by L. James),,79,56
289,3,6:18.0,L. James misses free throw 1 of 2,,79,56
290,3,6:18.0,Offensive rebound by Team,,79,56
291,3,6:18.0,T. Chandler enters the game for J. McGee,,79,56
292,3,6:18.0,L. James makes free throw 2 of 2,,80,56
293,3,6:01.0,,M. Bridges makes 2-pt layup from 2 ft (assist by N. Batum),80,58
294,3,6:01.0,,Shooting foul by T. Chandler (drawn by M. Bridges),80,58
295,3,6:01.0,LA Lakers full timeout,,80,58
296,3,6:01.0,,J. Lamb enters the game for N. Batum,80,58
297,3,6:01.0,,M. Bridges misses free throw 1 of 1,80,58
298,3,6:01.0,Defensive rebound by L. James,,80,58
299,3,5:47.0,L. Ball misses 3-pt jump shot from 23 ft,,80,58
300,3,5:44.0,Offensive rebound by T. Chandler,,80,58
301,3,5:43.0,Shooting foul by M. Kidd-Gilchrist (drawn by K. Kuzma),,80,58
302,3,5:43.0,K. Kuzma makes free throw 1 of 2,,81,58
303,3,5:43.0,K. Kuzma makes free throw 2 of 2,,82,58
304,3,5:23.0,,J. Lamb misses 3-pt jump shot from 25 ft,82,58
305,3,5:20.0,Defensive rebound by J. Hart,,82,58
306,3,5:16.0,T. Chandler makes 2-pt dunk from 1 ft (assist by L. James),,84,58
307,3,4:53.0,,M. Bridges makes 2-pt layup from 1 ft (assist by M. Kidd-Gilchrist),84,60
308,3,4:43.0,J. Hart makes 3-pt jump shot from 23 ft (assist by L. Ball),,87,60
309,3,4:18.0,,M. Monk misses 3-pt jump shot from 26 ft,87,60
310,3,4:15.0,Defensive rebound by L. Ball,,87,60
311,3,4:12.0,Offensive foul by K. Kuzma (drawn by J. Lamb),,87,60
312,3,4:12.0,Turnover by K. Kuzma (offensive foul),,87,60
313,3,4:12.0,K. Caldwell-Pope enters the game for L. Ball,,87,60
314,3,4:12.0,,W. Hernangómez enters the game for M. Kidd-Gilchrist,87,60
315,3,4:12.0,,T. Parker enters the game for K. Walker,87,60
316,3,4:02.0,,M. Monk misses 2-pt layup from 6 ft,87,60
317,3,4:02.0,Defensive rebound by Team,,87,60
318,3,4:02.0,L. Stephenson enters the game for K. Kuzma,,87,60
319,3,3:44.0,L. James makes 2-pt layup from 1 ft,,89,60
320,3,3:28.0,,M. Bridges misses 3-pt jump shot from 25 ft,89,60
321,3,3:24.0,Defensive rebound by L. James,,89,60
322,3,3:18.0,L. Stephenson makes 3-pt jump shot from 26 ft (assist by L. James),,92,60
323,3,3:18.0,Technical foul by L. Stephenson,,92,60
324,3,3:18.0,,M. Monk makes technical free throw,92,61
325,3,3:00.0,,W. Hernangómez misses 2-pt jump shot from 9 ft,92,61
326,3,2:57.0,Defensive rebound by L. Stephenson,,92,61
327,3,2:50.0,Offensive foul by T. Chandler (drawn by J. Lamb),,92,61
328,3,2:50.0,Turnover by T. Chandler (offensive foul),,92,61
329,3,2:36.0,,M. Monk makes 3-pt jump shot from 25 ft (assist by T. Parker),92,64
330,3,2:15.0,L. James makes 2-pt layup from 2 ft,,94,64
331,3,2:05.0,,Shooting foul by T. Chandler (drawn by W. Hernangómez),94,64
332,3,2:05.0,,W. Hernangómez makes free throw 1 of 2,94,65
333,3,2:05.0,LA Lakers full timeout,,94,65
334,3,2:05.0,,W. Hernangómez misses free throw 2 of 2,94,65
335,3,1:58.0,Defensive rebound by L. James,,94,65
336,3,1:56.0,Offensive foul by L. Stephenson (drawn by M. Monk),,94,65
337,3,1:56.0,Turnover by L. Stephenson (offensive foul),,94,65
338,3,1:41.0,,W. Hernangómez misses 3-pt jump shot from 24 ft,94,65
339,3,1:41.0,,Offensive rebound by Team,94,65
340,3,1:41.0,Loose ball foul by T. Chandler (drawn by M. Bridges),,94,65
341,3,1:41.0,,M. Bridges makes free throw 1 of 2,94,66
342,3,1:41.0,I. Zubac enters the game for T. Chandler,,94,66
343,3,1:41.0,,M. Bridges makes free throw 2 of 2,94,67
344,3,1:26.0,L. James misses 3-pt jump shot from 26 ft,,94,67
345,3,1:25.0,,Defensive rebound by Team,94,67
346,3,1:09.0,,Turnover by W. Hernangómez (bad pass),94,67
347,3,0:51.0,L. James misses 2-pt jump shot from 21 ft,,94,67
348,3,0:48.0,,Defensive rebound by J. Lamb,94,67
349,3,0:41.0,,M. Bridges misses 2-pt jump shot from 23 ft,94,67
350,3,0:38.0,Defensive rebound by L. James,,94,67
351,3,0:35.0,K. Caldwell-Pope makes 2-pt layup from 2 ft (assist by L. James),,96,67
352,3,0:35.0,Shooting foul by M. Monk (drawn by K. Caldwell-Pope),,96,67
353,3,0:35.0,L. Ball enters the game for J. Hart,,96,67
354,3,0:35.0,S. Mykhailiuk enters the game for L. James,,96,67
355,3,0:35.0,,D. Bacon enters the game for J. Lamb,96,67
356,3,0:35.0,,D. Graham enters the game for M. Monk,96,67
357,3,0:35.0,K. Caldwell-Pope makes free throw 1 of 1,,97,67
358,3,0:23.0,,Turnover by T. Parker (bad pass; steal by L. Stephenson),97,67
359,3,0:04.0,L. Stephenson misses 3-pt jump shot from 25 ft,,97,67
360,3,0:01.0,,Defensive rebound by W. Hernangómez,97,67
361,4,11:42.0,I. Zubac makes 2-pt layup from 2 ft (assist by S. Mykhailiuk),,99,67
362,4,11:20.0,,W. Hernangómez makes 2-pt hook shot from 7 ft (assist by D. Bacon),99,69
363,4,10:57.0,S. Mykhailiuk makes 3-pt jump shot from 25 ft (assist by L. Ball),,102,69
364,4,10:47.0,,W. Hernangómez makes 2-pt jump shot from 8 ft (assist by D. Graham),102,71
365,4,10:34.0,L. Stephenson makes 2-pt jump shot from 15 ft,,104,71
366,4,10:18.0,,F. Kaminsky misses 3-pt jump shot from 23 ft,104,71
367,4,10:15.0,Defensive rebound by L. Ball,,104,71
368,4,10:04.0,I. Zubac makes 2-pt layup from 2 ft (assist by L. Stephenson),,106,71
369,4,10:04.0,,Charlotte full timeout,106,71
370,4,9:47.0,,D. Bacon makes 2-pt jump shot from 10 ft (assist by D. Graham),106,73
371,4,9:35.0,S. Mykhailiuk misses 3-pt jump shot from 26 ft,,106,73
372,4,9:32.0,,Defensive rebound by D. Graham,106,73
373,4,9:28.0,,M. Bridges misses 2-pt layup from 1 ft,106,73
374,4,9:26.0,,Offensive rebound by W. Hernangómez,106,73
375,4,9:25.0,,W. Hernangómez makes 2-pt layup from 2 ft,106,75
376,4,9:11.0,I. Zubac makes 2-pt layup from 1 ft (assist by S. Mykhailiuk),,108,75
377,4,8:56.0,,F. Kaminsky makes 2-pt layup from 1 ft (assist by W. Hernangómez),108,77
378,4,8:44.0,L. Stephenson misses 3-pt jump shot from 23 ft,,108,77
379,4,8:42.0,,Defensive rebound by F. Kaminsky,108,77
380,4,8:39.0,,D. Graham misses 3-pt jump shot from 25 ft,108,77
381,4,8:35.0,Defensive rebound by S. Mykhailiuk,,108,77
