,QUARTER,TIME_REMAINING,INDIANA_ACTION,PHOENIX_ACTION,INDIANA_SCORE,PHOENIX_SCORE
389,4,5:50.0,Offensive rebound by D. Sabonis,,90,91
390,4,5:50.0,D. Sabonis makes 2-pt layup at rim,,92,91
391,4,5:33.0,,T. Warren makes 3-pt jump shot from 26 ft (assist by I. Canaan),92,94
392,4,5:32.0,Indiana full timeout,,92,94
393,4,5:32.0,M. Turner enters the game for D. Sabonis,,92,94
394,4,5:32.0,,M. Bridges enters the game for I. Canaan,92,94
395,4,5:15.0,D. McDermott makes 3-pt jump shot from 28 ft (assist by D. Collison),,95,94
396,4,4:55.0,,D. Booker misses 3-pt jump shot from 26 ft,95,94
397,4,4:53.0,Defensive rebound by D. Collison,,95,94
398,4,4:30.0,C. Joseph misses 2-pt jump shot from 16 ft,,95,94
399,4,4:28.0,,Defensive rebound by D. Ayton,95,94
400,4,4:16.0,,Phoenix full timeout,95,94
401,4,4:16.0,T. Evans enters the game for C. Joseph,,95,94
402,4,4:16.0,,J. Crawford enters the game for M. Bridges,95,94
403,4,4:06.0,,Turnover by D. Booker (lost ball; steal by T. Evans),95,94
404,4,4:02.0,T. Young makes 2-pt layup from 2 ft,,97,94
405,4,3:46.0,,D. Booker makes 2-pt layup from 2 ft (assist by J. Crawford),97,96
406,4,3:20.0,D. Collison makes 2-pt jump shot from 19 ft,,99,96
407,4,3:01.0,,T. Ariza makes 3-pt jump shot from 24 ft (assist by D. Booker),99,99
408,4,2:36.0,T. Evans misses 3-pt jump shot from 28 ft,,99,99
409,4,2:32.0,,Defensive rebound by T. Ariza,99,99
410,4,2:12.0,,D. Booker misses 2-pt layup from 1 ft (block by M. Turner),99,99
411,4,2:11.0,,Offensive rebound by D. Booker,99,99
412,4,2:11.0,,D. Booker misses 2-pt jump shot from 20 ft,99,99
413,4,2:11.0,,Offensive rebound by Team,99,99
414,4,2:11.0,,Turnover by Team (shot clock),99,99
415,4,2:11.0,B. Bogdanović enters the game for D. McDermott,,99,99
416,4,2:01.0,Personal foul by D. Booker (drawn by M. Turner),,99,99
417,4,1:54.0,Shooting foul by D. Ayton (drawn by D. Collison),,99,99
418,4,1:54.0,D. Collison makes free throw 1 of 2,,100,99
419,4,1:54.0,C. Joseph enters the game for T. Evans,,100,99
420,4,1:54.0,D. Collison makes free throw 2 of 2,,101,99
421,4,1:39.0,,D. Booker misses 2-pt layup from 5 ft,101,99
422,4,1:39.0,,Offensive rebound by D. Ayton,101,99
423,4,1:34.0,,D. Ayton misses 2-pt layup from 2 ft,101,99
424,4,1:32.0,Defensive rebound by C. Joseph,,101,99
425,4,1:18.0,D. Collison misses 3-pt jump shot from 26 ft,,101,99
426,4,1:15.0,Offensive rebound by T. Young,,101,99
427,4,1:14.0,T. Young misses 2-pt layup from 1 ft (block by T. Ariza),,101,99
428,4,1:14.0,Offensive rebound by T. Young,,101,99
429,4,1:13.0,T. Young misses 2-pt layup at rim (block by T. Warren),,101,99
430,4,1:12.0,,Defensive rebound by J. Crawford,101,99
431,4,1:03.0,,D. Ayton makes 2-pt jump shot from 2 ft (assist by J. Crawford),101,101
432,4,0:48.0,M. Turner makes 3-pt jump shot from 26 ft (assist by D. Collison),,104,101
433,4,0:47.0,,Phoenix full timeout,104,101
434,4,0:45.0,,D. Booker makes 3-pt jump shot from 27 ft (assist by J. Crawford),104,104
435,4,0:31.0,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by M. Turner),,107,104
436,4,0:25.0,,Phoenix full timeout,107,104
437,4,0:18.0,,D. Booker misses 3-pt jump shot from 26 ft,107,104
438,4,0:15.0,Defensive rebound by B. Bogdanović,,107,104
439,4,0:12.0,Personal take foul by J. Crawford (drawn by D. Collison),,107,104
440,4,0:12.0,D. Collison makes free throw 1 of 2,,108,104
441,4,0:12.0,D. Collison makes free throw 2 of 2,,109,104
442,4,0:10.0,,Turnover by T. Ariza (bad pass; steal by D. Collison),109,104
443,4,0:10.0,Personal take foul by T. Warren (drawn by D. Collison),,109,104
444,4,0:10.0,D. Collison misses free throw 1 of 2,,109,104
445,4,0:10.0,Offensive rebound by Team,,109,104
446,4,0:10.0,D. Collison misses free throw 2 of 2,,109,104
447,4,0:09.0,,Defensive rebound by D. Ayton,109,104
448,4,0:05.0,,T. Ariza misses 3-pt jump shot from 27 ft,109,104
449,4,0:01.0,Defensive rebound by T. Young,,109,104
