,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,BOSTON_ACTION,SAN ANTONIO_SCORE,BOSTON_SCORE
384,4,4:32.0,Defensive rebound by D. White,,100,81
385,4,4:14.0,D. Bertāns makes 3-pt jump shot from 27 ft (assist by D. White),,103,81
386,4,4:02.0,,M. Smart misses 2-pt hook shot from 5 ft,103,81
387,4,4:00.0,Defensive rebound by D. Bertāns,,103,81
388,4,3:45.0,L. Aldridge makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,106,81
389,4,3:31.0,,A. Baynes makes 3-pt jump shot from 27 ft (assist by M. Morris),106,84
390,4,3:22.0,Personal take foul by K. Irving (drawn by D. White),,106,84
391,4,3:22.0,D. Eubanks enters the game for L. Aldridge,,106,84
392,4,3:22.0,L. Walker enters the game for D. White,,106,84
393,4,3:22.0,,P. Dozier enters the game for A. Baynes,106,84
394,4,3:22.0,,G. Monroe enters the game for J. Brown,106,84
395,4,3:22.0,,S. Ojeleye enters the game for K. Irving,106,84
396,4,3:22.0,,B. Wanamaker enters the game for M. Morris,106,84
397,4,3:22.0,,G. Yabusele enters the game for M. Smart,106,84
398,4,3:14.0,P. Mills misses 2-pt jump shot from 17 ft,,106,84
399,4,3:12.0,,Defensive rebound by P. Dozier,106,84
400,4,3:06.0,,P. Dozier misses 2-pt jump shot from 14 ft,106,84
401,4,3:04.0,,Offensive rebound by G. Monroe,106,84
402,4,3:03.0,,G. Monroe makes 2-pt layup from 1 ft,106,86
403,4,2:44.0,D. DeRozan misses 2-pt jump shot from 14 ft,,106,86
404,4,2:42.0,,Defensive rebound by P. Dozier,106,86
405,4,2:37.0,,S. Ojeleye makes 3-pt jump shot from 25 ft (assist by B. Wanamaker),106,89
406,4,2:36.0,San Antonio full timeout,,106,89
407,4,2:36.0,L. Aldridge enters the game for D. Bertāns,,106,89
408,4,2:36.0,J. Poeltl enters the game for D. Eubanks,,106,89
409,4,2:36.0,D. White enters the game for L. Walker,,106,89
410,4,2:22.0,L. Aldridge misses 2-pt jump shot from 7 ft,,106,89
411,4,2:21.0,Offensive rebound by L. Aldridge,,106,89
412,4,2:21.0,L. Aldridge makes 2-pt layup at rim,,108,89
413,4,2:21.0,Shooting foul by G. Yabusele (drawn by L. Aldridge),,108,89
414,4,2:21.0,B. Forbes enters the game for D. DeRozan,,108,89
415,4,2:21.0,L. Aldridge makes free throw 1 of 1,,109,89
416,4,2:11.0,,G. Monroe misses 2-pt layup from 4 ft (block by L. Aldridge),109,89
417,4,2:09.0,,Offensive rebound by G. Monroe,109,89
418,4,2:07.0,,G. Yabusele makes 2-pt dunk from 1 ft (assist by G. Monroe),109,91
419,4,1:42.0,L. Aldridge makes 2-pt jump shot from 12 ft,,111,91
420,4,1:35.0,,Away from play foul by L. Aldridge (drawn by G. Yabusele),111,91
421,4,1:35.0,,B. Wanamaker misses free throw 1 of 1,111,91
422,4,1:35.0,,Offensive rebound by Team,111,91
423,4,1:35.0,D. Eubanks enters the game for L. Aldridge,,111,91
424,4,1:35.0,L. Walker enters the game for D. White,,111,91
425,4,1:28.0,,Turnover by B. Wanamaker (bad pass; steal by L. Walker),111,91
426,4,1:07.0,B. Forbes misses 3-pt jump shot from 26 ft,,111,91
427,4,1:06.0,Offensive rebound by D. Eubanks,,111,91
428,4,1:05.0,D. Eubanks misses 2-pt layup from 1 ft,,111,91
429,4,1:05.0,Offensive rebound by D. Eubanks,,111,91
430,4,1:04.0,D. Eubanks misses 2-pt layup from 1 ft,,111,91
431,4,1:04.0,Offensive rebound by Team,,111,91
432,4,1:04.0,D. Cunningham enters the game for P. Mills,,111,91
433,4,1:04.0,Q. Pondexter enters the game for J. Poeltl,,111,91
434,4,0:52.0,L. Walker makes 2-pt jump shot from 19 ft,,113,91
435,4,0:42.0,,G. Monroe makes 2-pt layup from 6 ft,113,93
436,4,0:23.0,D. Cunningham makes 2-pt layup from 1 ft (assist by D. Eubanks),,115,93
437,4,0:15.0,,G. Yabusele makes 3-pt jump shot from 26 ft (assist by B. Wanamaker),115,96
