,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,GOLDEN STATE_ACTION,CLEVELAND_SCORE,GOLDEN STATE_SCORE
382,4,3:55.0,L. Nance makes 2-pt hook shot from 4 ft,,107,113
383,4,3:32.0,,K. Durant makes 2-pt jump shot from 19 ft,107,115
384,4,3:16.0,C. Sexton makes 3-pt jump shot from 26 ft,,110,115
385,4,3:02.0,,K. Durant misses 3-pt jump shot from 31 ft,110,115
386,4,3:00.0,Defensive rebound by J. Clarkson,,110,115
387,4,2:52.0,C. Sexton makes 2-pt layup from 1 ft,,112,115
388,4,2:43.0,,Golden State full timeout,112,115
389,4,2:43.0,T. Thompson enters the game for D. Nwaba,,112,115
390,4,2:43.0,,A. Bogut enters the game for J. Jerebko,112,115
391,4,2:30.0,,D. Green misses 2-pt jump shot from 8 ft,112,115
392,4,2:29.0,Defensive rebound by L. Nance,,112,115
393,4,2:14.0,C. Sexton misses 3-pt jump shot from 25 ft,,112,115
394,4,2:12.0,,Defensive rebound by S. Curry,112,115
395,4,2:01.0,,S. Curry makes 3-pt jump shot from 28 ft (assist by D. Green),112,118
396,4,1:46.0,J. Clarkson misses 3-pt jump shot from 26 ft,,112,118
397,4,1:44.0,,Defensive rebound by D. Green,112,118
398,4,1:35.0,,S. Curry misses 3-pt jump shot from 26 ft,112,118
399,4,1:33.0,Defensive rebound by C. Osman,,112,118
400,4,1:12.0,C. Osman misses 3-pt jump shot from 29 ft,,112,118
401,4,1:10.0,,Defensive rebound by K. Durant,112,118
402,4,0:50.0,,K. Durant misses 2-pt jump shot from 20 ft,112,118
403,4,0:48.0,Defensive rebound by L. Nance,,112,118
404,4,0:41.0,C. Sexton makes 2-pt layup from 2 ft,,114,118
405,4,0:25.0,,S. Curry misses 2-pt jump shot from 19 ft,114,118
406,4,0:24.0,Defensive rebound by L. Nance,,114,118
407,4,0:11.0,C. Sexton misses 2-pt jump shot from 18 ft,,114,118
408,4,0:10.0,,Defensive rebound by D. Green,114,118
409,4,0:08.0,,Personal foul by J. Clarkson (drawn by D. Green),114,118
410,4,0:07.0,,Personal foul by C. Sexton (drawn by S. Curry),114,118
411,4,0:07.0,,S. Curry makes free throw 1 of 2,114,119
412,4,0:07.0,,S. Curry makes free throw 2 of 2,114,120
413,4,0:07.0,Cleveland full timeout,,114,120
414,4,0:07.0,,K. Looney enters the game for A. Bogut,114,120
415,4,0:07.0,Cleveland full timeout,,114,120
416,4,0:02.0,J. Clarkson misses 3-pt jump shot from 33 ft,,114,120
417,4,0:00.0,Offensive rebound by Team,,114,120
