,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,BROOKLYN_ACTION,GOLDEN STATE_SCORE,BROOKLYN_SCORE
61,1,3:59.0,Defensive rebound by J. Jerebko,,19,26
62,1,3:54.0,J. Jerebko misses 2-pt layup from 2 ft,,19,26
63,1,3:52.0,Offensive rebound by K. Looney,,19,26
64,1,3:51.0,K. Looney makes 2-pt layup from 2 ft,,21,26
65,1,3:34.0,,Personal foul by K. Looney (drawn by J. Allen),21,26
66,1,3:34.0,,E. Davis enters the game for J. Allen,21,26
67,1,3:34.0,,S. Napier enters the game for C. LeVert,21,26
68,1,3:24.0,,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,21,26
69,1,3:22.0,Defensive rebound by S. Curry,,21,26
70,1,3:19.0,Shooting foul by S. Dinwiddie (drawn by S. Curry),,21,26
71,1,3:19.0,S. Curry makes free throw 1 of 3,,22,26
72,1,3:19.0,S. Curry makes free throw 2 of 3,,23,26
73,1,3:19.0,S. Curry makes free throw 3 of 3,,24,26
74,1,3:06.0,,R. Hollis-Jefferson misses 2-pt jump shot from 13 ft,24,26
75,1,3:03.0,Defensive rebound by J. Jerebko,,24,26
76,1,2:58.0,S. Curry misses 2-pt jump shot from 19 ft,,24,26
77,1,2:54.0,,Defensive rebound by A. Crabbe,24,26
78,1,2:42.0,,S. Napier misses 3-pt jump shot from 26 ft,24,26
79,1,2:38.0,Defensive rebound by J. Jerebko,,24,26
80,1,2:34.0,Shooting foul by A. Crabbe (drawn by K. Durant),,24,26
81,1,2:34.0,K. Durant misses free throw 1 of 3,,24,26
82,1,2:34.0,Offensive rebound by Team,,24,26
83,1,2:34.0,K. Durant makes free throw 2 of 3,,25,26
84,1,2:34.0,A. Iguodala enters the game for J. Evans,,25,26
85,1,2:34.0,K. Durant makes free throw 3 of 3,,26,26
86,1,2:17.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,26,26
87,1,2:13.0,Defensive rebound by J. Jerebko,,26,26
88,1,2:08.0,K. Durant makes 2-pt layup from 1 ft,,28,26
89,1,1:43.0,,S. Napier misses 2-pt layup from 3 ft (block by A. Iguodala),28,26
90,1,1:39.0,Defensive rebound by K. Durant,,28,26
91,1,1:37.0,K. Durant misses 2-pt layup from 3 ft,,28,26
92,1,1:37.0,Offensive rebound by A. Iguodala,,28,26
93,1,1:33.0,Personal foul by E. Davis (drawn by A. Iguodala),,28,26
94,1,1:33.0,J. Evans enters the game for K. Durant,,28,26
95,1,1:27.0,S. Curry makes 2-pt layup from 2 ft,,30,26
96,1,1:07.0,,S. Napier makes 3-pt jump shot from 25 ft,30,29
97,1,0:53.0,S. Curry misses 3-pt jump shot from 25 ft,,30,29
98,1,0:51.0,,Defensive rebound by S. Napier,30,29
99,1,0:47.0,,Personal foul by J. Evans (drawn by S. Napier),30,29
100,1,0:28.0,,A. Crabbe misses 2-pt jump shot from 18 ft,30,29
101,1,0:25.0,Defensive rebound by J. Jerebko,,30,29
102,1,0:06.0,S. Curry makes 2-pt jump shot from 10 ft (assist by A. Iguodala),,32,29
103,1,0:00.0,,A. Crabbe misses 3-pt jump shot from 23 ft,32,29
104,1,0:00.0,,Offensive rebound by Team,32,29
105,2,11:38.0,D. Green makes 2-pt hook shot from 6 ft,,34,29
106,2,11:13.0,,E. Davis makes 2-pt layup from 1 ft (assist by S. Napier),34,31
107,2,10:59.0,A. Iguodala makes 2-pt jump shot from 18 ft (assist by J. Jerebko),,36,31
108,2,10:36.0,,Turnover by J. Harris (bad pass; steal by A. McKinnie),36,31
109,2,10:27.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by D. Green),,38,31
110,2,10:09.0,,Turnover by S. Napier (lost ball),38,31
111,2,9:59.0,Personal foul by S. Dinwiddie (drawn by K. Thompson),,38,31
112,2,9:52.0,K. Thompson makes 2-pt jump shot from 18 ft (assist by J. Jerebko),,40,31
113,2,9:41.0,,S. Napier misses 3-pt jump shot from 25 ft,40,31
114,2,9:39.0,Defensive rebound by J. Jerebko,,40,31
115,2,9:32.0,K. Thompson misses 2-pt jump shot from 18 ft,,40,31
116,2,9:30.0,,Defensive rebound by E. Davis,40,31
117,2,9:15.0,,A. Crabbe misses 3-pt jump shot from 25 ft,40,31
118,2,9:12.0,Defensive rebound by A. McKinnie,,40,31
119,2,9:06.0,Offensive foul by A. McKinnie (drawn by S. Napier),,40,31
120,2,9:06.0,Turnover by A. McKinnie (offensive foul),,40,31
121,2,8:51.0,,S. Dinwiddie misses 2-pt jump shot from 6 ft,40,31
122,2,8:49.0,,Offensive rebound by S. Dinwiddie,40,31
123,2,8:46.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by A. Crabbe),40,34
124,2,8:35.0,Personal foul by A. Crabbe (drawn by K. Thompson),,40,34
125,2,8:25.0,K. Thompson makes 2-pt layup from 2 ft (assist by D. Green),,42,34
126,2,8:25.0,,Brooklyn full timeout,42,34
127,2,8:25.0,,J. Dudley enters the game for S. Napier,42,34
128,2,8:12.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by J. Harris),42,37
129,2,7:58.0,K. Thompson misses 2-pt jump shot from 22 ft,,42,37
130,2,7:54.0,,Defensive rebound by E. Davis,42,37
131,2,7:39.0,,Turnover by J. Dudley (lost ball; steal by D. Green),42,37
132,2,7:34.0,A. McKinnie makes 2-pt dunk from 1 ft (assist by D. Green),,44,37
133,2,7:12.0,,Turnover by A. Crabbe (out of bounds lost ball),44,37
134,2,7:12.0,J. Bell enters the game for J. Jerebko,,44,37
135,2,7:12.0,K. Durant enters the game for A. McKinnie,,44,37
136,2,7:00.0,K. Thompson misses 2-pt jump shot from 18 ft,,44,37
137,2,6:57.0,,Defensive rebound by A. Crabbe,44,37
138,2,6:41.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,44,37
139,2,6:36.0,,Offensive rebound by J. Dudley,44,37
140,2,6:35.0,,J. Harris misses 3-pt jump shot from 25 ft,44,37
141,2,6:33.0,Defensive rebound by K. Durant,,44,37
142,2,6:27.0,A. Iguodala misses 3-pt jump shot from 23 ft,,44,37
143,2,6:25.0,,Defensive rebound by A. Crabbe,44,37
144,2,6:16.0,,Shooting foul by A. Iguodala (drawn by A. Crabbe),44,37
145,2,6:16.0,,A. Crabbe misses free throw 1 of 3,44,37
146,2,6:16.0,,Offensive rebound by Team,44,37
147,2,6:16.0,,A. Crabbe makes free throw 2 of 3,44,38
148,2,6:16.0,S. Curry enters the game for D. Green,,44,38
149,2,6:16.0,A. McKinnie enters the game for A. Iguodala,,44,38
150,2,6:16.0,,R. Hollis-Jefferson enters the game for E. Davis,44,38
151,2,6:16.0,,A. Crabbe makes free throw 3 of 3,44,39
152,2,5:55.0,Shooting foul by J. Harris (drawn by K. Thompson),,44,39
153,2,5:55.0,K. Thompson makes free throw 1 of 2,,45,39
154,2,5:55.0,,C. LeVert enters the game for A. Crabbe,45,39
155,2,5:55.0,K. Thompson misses free throw 2 of 2,,45,39
156,2,5:53.0,,Defensive rebound by J. Dudley,45,39
157,2,5:36.0,,R. Hollis-Jefferson misses 2-pt jump shot from 13 ft (block by K. Thompson),45,39
158,2,5:34.0,Defensive rebound by J. Bell,,45,39
159,2,5:27.0,K. Durant makes 3-pt jump shot from 25 ft,,48,39
160,2,5:08.0,,R. Hollis-Jefferson misses 2-pt layup from 3 ft,48,39
161,2,5:08.0,Defensive rebound by S. Curry,,48,39
162,2,5:02.0,S. Curry makes 2-pt layup from 2 ft,,50,39
163,2,5:02.0,,Brooklyn full timeout,50,39
164,2,5:02.0,,J. Allen enters the game for S. Dinwiddie,50,39
165,2,5:02.0,,D. Russell enters the game for J. Dudley,50,39
166,2,4:50.0,,C. LeVert makes 2-pt jump shot from 7 ft,50,41
167,2,4:37.0,K. Durant misses 2-pt jump shot from 16 ft,,50,41
168,2,4:30.0,,Defensive rebound by Team,50,41
169,2,4:16.0,,D. Russell misses 2-pt jump shot from 6 ft (block by K. Durant),50,41
170,2,4:13.0,Defensive rebound by K. Durant,,50,41
171,2,3:55.0,J. Bell makes 2-pt layup at rim (assist by K. Durant),,52,41
172,2,3:40.0,,Shooting foul by A. McKinnie (drawn by R. Hollis-Jefferson),52,41
173,2,3:40.0,,R. Hollis-Jefferson misses free throw 1 of 2,52,41
174,2,3:40.0,,Offensive rebound by Team,52,41
175,2,3:40.0,D. Green enters the game for A. McKinnie,,52,41
176,2,3:40.0,,S. Dinwiddie enters the game for J. Harris,52,41
177,2,3:40.0,,R. Hollis-Jefferson makes free throw 2 of 2,52,42
178,2,3:26.0,S. Curry misses 2-pt jump shot from 17 ft,,52,42
179,2,3:25.0,Offensive rebound by S. Curry,,52,42
180,2,3:19.0,S. Curry makes 3-pt jump shot from 23 ft (assist by D. Green),,55,42
181,2,2:59.0,,Turnover by C. LeVert (lost ball; steal by K. Durant),55,42
182,2,2:55.0,D. Green makes 2-pt layup from 2 ft (assist by K. Durant),,57,42
183,2,2:29.0,,Turnover by D. Russell (lost ball; steal by K. Thompson),57,42
184,2,2:25.0,Turnover by K. Durant (step out of bounds),,57,42
185,2,2:15.0,,Turnover by D. Russell (bad pass; steal by D. Green),57,42
186,2,2:11.0,Turnover by S. Curry (bad pass),,57,42
187,2,2:03.0,,R. Hollis-Jefferson makes 2-pt hook shot from 4 ft (assist by D. Russell),57,44
188,2,1:50.0,D. Green misses 3-pt jump shot from 25 ft,,57,44
189,2,1:47.0,Offensive rebound by J. Bell,,57,44
190,2,1:45.0,K. Durant makes 3-pt jump shot from 25 ft (assist by J. Bell),,60,44
191,2,1:24.0,,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,60,44
192,2,1:22.0,Defensive rebound by D. Green,,60,44
193,2,1:16.0,S. Curry makes 3-pt jump shot from 27 ft,,63,44
194,2,1:03.0,,D. Russell makes 3-pt jump shot from 27 ft,63,47
195,2,0:52.0,K. Durant misses 3-pt jump shot from 24 ft,,63,47
196,2,0:49.0,,Defensive rebound by D. Russell,63,47
197,2,0:44.0,,R. Hollis-Jefferson makes 2-pt layup from 3 ft (assist by D. Russell),63,49
198,2,0:27.0,S. Curry misses 3-pt jump shot from 24 ft,,63,49
199,2,0:24.0,,Defensive rebound by R. Hollis-Jefferson,63,49
200,2,0:05.0,,C. LeVert misses 2-pt jump shot from 19 ft,63,49
201,2,0:03.0,Defensive rebound by K. Durant,,63,49
202,2,0:00.0,S. Curry misses 3-pt jump shot from 46 ft,,63,49
203,2,0:00.0,Offensive rebound by Team,,63,49
204,3,11:45.0,K. Thompson misses 2-pt jump shot from 12 ft,,63,49
205,3,11:41.0,,Defensive rebound by J. Dudley,63,49
206,3,11:29.0,,Shooting foul by D. Jones (drawn by J. Allen),63,49
207,3,11:29.0,,J. Allen misses free throw 1 of 2,63,49
208,3,11:29.0,,Offensive rebound by Team,63,49
209,3,11:29.0,,J. Allen makes free throw 2 of 2,63,50
210,3,11:18.0,Personal foul by C. LeVert (drawn by K. Durant),,63,50
211,3,11:18.0,Technical foul by K. Durant,,63,50
212,3,11:18.0,,D. Russell makes technical free throw,63,51
213,3,11:10.0,S. Curry misses 2-pt jump shot from 21 ft,,63,51
214,3,11:06.0,Offensive rebound by D. Green,,63,51
215,3,11:01.0,Turnover by D. Jones (3 sec),,63,51
216,3,10:41.0,,C. LeVert misses 2-pt layup from 3 ft (block by D. Jones),63,51
217,3,10:38.0,Defensive rebound by K. Durant,,63,51
218,3,10:37.0,Shooting foul by J. Dudley (drawn by K. Durant),,63,51
219,3,10:37.0,K. Durant makes free throw 1 of 2,,64,51
220,3,10:37.0,K. Durant makes free throw 2 of 2,,65,51
221,3,10:22.0,,J. Dudley makes 2-pt layup from 2 ft (assist by C. LeVert),65,53
222,3,10:22.0,Violation by Team (def goaltending),,65,53
223,3,10:00.0,S. Curry misses 3-pt jump shot from 27 ft,,65,53
224,3,9:57.0,,Defensive rebound by J. Allen,65,53
225,3,9:51.0,,J. Dudley misses 3-pt jump shot from 26 ft,65,53
226,3,9:48.0,Defensive rebound by K. Thompson,,65,53
227,3,9:43.0,Personal foul by D. Russell (drawn by S. Curry),,65,53
228,3,9:36.0,K. Durant makes 2-pt jump shot from 18 ft (assist by S. Curry),,67,53
229,3,9:12.0,,J. Dudley makes 2-pt jump shot from 13 ft (assist by C. LeVert),67,55
230,3,8:57.0,Offensive foul by K. Thompson (drawn by D. Russell),,67,55
231,3,8:57.0,Turnover by K. Thompson (offensive foul),,67,55
232,3,8:49.0,,Personal foul by D. Jones (drawn by J. Allen),67,55
233,3,8:33.0,,Turnover by D. Russell (bad pass; steal by D. Green),67,55
234,3,8:28.0,S. Curry makes 2-pt layup from 2 ft (assist by D. Green),,69,55
235,3,8:14.0,,Turnover by J. Allen (bad pass; steal by D. Green),69,55
236,3,8:12.0,Personal foul by J. Harris (drawn by D. Green),,69,55
237,3,7:50.0,D. Jones makes 2-pt dunk from 1 ft (assist by D. Green),,71,55
238,3,7:37.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by J. Dudley),71,58
239,3,7:23.0,Shooting foul by C. LeVert (drawn by K. Durant),,71,58
240,3,7:23.0,K. Durant makes free throw 1 of 2,,72,58
241,3,7:23.0,K. Durant makes free throw 2 of 2,,73,58
242,3,7:11.0,,D. Russell makes 2-pt jump shot from 13 ft (assist by C. LeVert),73,60
243,3,6:59.0,D. Jones misses 2-pt layup from 2 ft (block by D. Russell),,73,60
244,3,6:57.0,,Defensive rebound by J. Dudley,73,60
245,3,6:50.0,,Turnover by D. Russell (bad pass; steal by S. Curry),73,60
246,3,6:43.0,S. Curry makes 3-pt jump shot from 29 ft (assist by K. Durant),,76,60
247,3,6:42.0,,Brooklyn full timeout,76,60
248,3,6:25.0,,D. Russell misses 3-pt jump shot from 25 ft,76,60
249,3,6:21.0,,Offensive rebound by J. Dudley,76,60
250,3,6:14.0,,C. LeVert makes 2-pt layup from 1 ft,76,62
251,3,6:14.0,,Shooting foul by D. Jones (drawn by C. LeVert),76,62
252,3,6:14.0,,R. Hollis-Jefferson enters the game for J. Dudley,76,62
253,3,6:14.0,,C. LeVert makes free throw 1 of 1,76,63
254,3,6:03.0,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. Green),,78,63
255,3,5:48.0,,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft (assist by J. Harris),78,65
256,3,5:40.0,K. Thompson misses 3-pt jump shot from 26 ft,,78,65
257,3,5:38.0,,Defensive rebound by C. LeVert,78,65
258,3,5:28.0,,J. Harris misses 3-pt jump shot from 24 ft,78,65
259,3,5:25.0,Defensive rebound by K. Thompson,,78,65
260,3,5:13.0,K. Thompson misses 2-pt jump shot from 21 ft,,78,65
261,3,5:10.0,,Defensive rebound by D. Russell,78,65
262,3,4:57.0,,Shooting foul by D. Jones (drawn by D. Russell),78,65
263,3,4:57.0,,D. Russell misses free throw 1 of 2,78,65
264,3,4:57.0,,Offensive rebound by Team,78,65
265,3,4:57.0,K. Looney enters the game for D. Jones,,78,65
266,3,4:57.0,A. McKinnie enters the game for K. Thompson,,78,65
267,3,4:57.0,,A. Crabbe enters the game for J. Allen,78,65
268,3,4:57.0,,E. Davis enters the game for J. Harris,78,65
269,3,4:57.0,,S. Dinwiddie enters the game for C. LeVert,78,65
270,3,4:57.0,,D. Russell makes free throw 2 of 2,78,66
271,3,4:47.0,S. Curry misses 3-pt jump shot from 26 ft,,78,66
272,3,4:46.0,,Defensive rebound by E. Davis,78,66
273,3,4:32.0,,D. Russell misses 2-pt jump shot from 13 ft,78,66
274,3,4:26.0,Defensive rebound by A. McKinnie,,78,66
275,3,4:24.0,Shooting foul by R. Hollis-Jefferson (drawn by K. Durant),,78,66
276,3,4:24.0,K. Durant makes free throw 1 of 2,,79,66
277,3,4:24.0,J. Jerebko enters the game for D. Green,,79,66
278,3,4:24.0,K. Durant makes free throw 2 of 2,,80,66
279,3,4:05.0,,S. Dinwiddie misses 2-pt layup from 2 ft (block by A. McKinnie),80,66
280,3,4:01.0,Defensive rebound by K. Looney,,80,66
281,3,3:58.0,A. McKinnie makes 2-pt jump shot from 9 ft (assist by K. Durant),,82,66
282,3,3:39.0,,A. Crabbe misses 2-pt jump shot from 20 ft,82,66
283,3,3:37.0,Defensive rebound by Team,,82,66
284,3,3:37.0,,Loose ball foul by E. Davis (drawn by J. Jerebko),82,66
285,3,3:37.0,J. Jerebko makes free throw 1 of 2,,83,66
286,3,3:37.0,J. Jerebko makes free throw 2 of 2,,84,66
287,3,3:37.0,,S. Napier enters the game for D. Russell,84,66
288,3,3:27.0,,A. Crabbe misses 2-pt jump shot from 13 ft,84,66
289,3,3:24.0,Defensive rebound by S. Curry,,84,66
290,3,3:21.0,S. Curry misses 2-pt jump shot from 9 ft,,84,66
291,3,3:17.0,,Defensive rebound by R. Hollis-Jefferson,84,66
292,3,3:11.0,,S. Dinwiddie makes 3-pt jump shot from 22 ft (assist by S. Napier),84,69
293,3,2:47.0,K. Durant misses 2-pt jump shot from 13 ft,,84,69
294,3,2:44.0,,Defensive rebound by E. Davis,84,69
295,3,2:36.0,,S. Napier misses 2-pt layup from 2 ft,84,69
296,3,2:34.0,,Offensive rebound by E. Davis,84,69
297,3,2:32.0,,E. Davis makes 2-pt layup from 1 ft,84,71
298,3,2:31.0,Golden State full timeout,,84,71
299,3,2:31.0,A. Iguodala enters the game for K. Durant,,84,71
300,3,2:19.0,Shooting foul by A. Crabbe (drawn by J. Jerebko),,84,71
301,3,2:19.0,J. Jerebko makes free throw 1 of 2,,85,71
302,3,2:19.0,J. Jerebko makes free throw 2 of 2,,86,71
303,3,2:00.0,,S. Napier misses 2-pt layup from 2 ft,86,71
304,3,1:58.0,Defensive rebound by A. Iguodala,,86,71
305,3,1:55.0,S. Curry misses 3-pt jump shot from 27 ft,,86,71
306,3,1:52.0,Offensive rebound by K. Looney,,86,71
307,3,1:52.0,K. Looney makes 2-pt layup from 1 ft,,88,71
308,3,1:38.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft,88,74
309,3,1:22.0,S. Curry misses 3-pt jump shot from 23 ft,,88,74
310,3,1:19.0,Offensive rebound by A. Iguodala,,88,74
311,3,1:16.0,A. McKinnie makes 3-pt jump shot from 24 ft (assist by A. Iguodala),,91,74
312,3,1:05.0,,Turnover by S. Dinwiddie (bad pass; steal by A. Iguodala),91,74
313,3,0:59.0,A. McKinnie misses 3-pt jump shot from 22 ft,,91,74
314,3,0:55.0,Offensive rebound by A. Iguodala,,91,74
315,3,0:52.0,J. Jerebko misses 3-pt jump shot from 22 ft,,91,74
316,3,0:51.0,Offensive rebound by A. McKinnie,,91,74
317,3,0:51.0,A. McKinnie makes 2-pt layup from 2 ft,,93,74
318,3,0:51.0,,Brooklyn full timeout,93,74
319,3,0:42.0,,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,93,74
320,3,0:39.0,Defensive rebound by S. Curry,,93,74
321,3,0:21.0,K. Looney misses 2-pt jump shot from 18 ft,,93,74
322,3,0:17.0,,Defensive rebound by E. Davis,93,74
323,3,0:00.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by S. Napier),93,77
324,4,11:40.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by A. Crabbe),93,80
325,4,11:19.0,K. Thompson makes 2-pt jump shot from 15 ft (assist by K. Durant),,95,80
326,4,11:03.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by E. Davis),95,83
327,4,10:53.0,K. Durant misses 3-pt jump shot from 26 ft,,95,83
328,4,10:49.0,,Defensive rebound by A. Crabbe,95,83
329,4,10:32.0,,Shooting foul by D. Green (drawn by S. Napier),95,83
330,4,10:32.0,,S. Napier makes free throw 1 of 2,95,84
331,4,10:32.0,A. McKinnie enters the game for J. Jerebko,,95,84
332,4,10:32.0,,S. Napier makes free throw 2 of 2,95,85
333,4,10:18.0,K. Durant misses 2-pt jump shot from 15 ft,,95,85
334,4,10:14.0,,Defensive rebound by E. Davis,95,85
335,4,9:57.0,,S. Dinwiddie misses 3-pt jump shot from 26 ft,95,85
336,4,9:54.0,Defensive rebound by A. McKinnie,,95,85
337,4,9:48.0,Personal foul by J. Harris (drawn by K. Durant),,95,85
338,4,9:41.0,K. Durant makes 2-pt jump shot from 16 ft,,97,85
339,4,9:25.0,,S. Napier misses 3-pt jump shot from 25 ft,97,85
340,4,9:23.0,Defensive rebound by K. Thompson,,97,85
341,4,9:17.0,K. Thompson makes 2-pt jump shot from 20 ft,,99,85
342,4,9:00.0,,Turnover by J. Harris (bad pass),99,85
343,4,8:47.0,K. Durant makes 2-pt jump shot from 18 ft,,101,85
344,4,8:46.0,,Brooklyn full timeout,101,85
345,4,8:46.0,,J. Allen enters the game for E. Davis,101,85
346,4,8:46.0,,J. Dudley enters the game for S. Dinwiddie,101,85
347,4,8:46.0,,C. LeVert enters the game for J. Harris,101,85
348,4,8:46.0,,D. Russell enters the game for S. Napier,101,85
349,4,8:33.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by D. Russell),101,88
350,4,8:19.0,K. Durant makes 2-pt jump shot from 18 ft,,103,88
351,4,8:02.0,,J. Dudley makes 2-pt layup from 2 ft (assist by J. Allen),103,90
352,4,8:02.0,Violation by Team (def goaltending),,103,90
353,4,7:51.0,A. Iguodala makes 2-pt dunk from 1 ft (assist by D. Green),,105,90
354,4,7:40.0,,Personal foul by A. Iguodala (drawn by D. Russell),105,90
355,4,7:36.0,,A. Crabbe makes 3-pt jump shot from 27 ft (assist by J. Allen),105,93
356,4,7:17.0,Turnover by K. Durant (discontinued dribble),,105,93
357,4,7:04.0,,A. Crabbe misses 2-pt jump shot from 13 ft,105,93
358,4,7:02.0,Defensive rebound by A. McKinnie,,105,93
359,4,6:52.0,K. Thompson makes 3-pt jump shot from 24 ft (assist by D. Green),,108,93
360,4,6:29.0,,D. Russell makes 3-pt jump shot from 23 ft (assist by C. LeVert),108,96
361,4,6:20.0,K. Thompson misses 3-pt jump shot from 28 ft,,108,96
362,4,6:16.0,,Defensive rebound by D. Russell,108,96
363,4,6:01.0,,D. Russell makes 3-pt jump shot from 26 ft,108,99
364,4,6:00.0,Golden State full timeout,,108,99
365,4,6:00.0,J. Bell enters the game for A. Iguodala,,108,99
366,4,6:00.0,S. Curry enters the game for A. McKinnie,,108,99
367,4,5:43.0,K. Durant makes 2-pt jump shot from 12 ft,,110,99
368,4,5:28.0,,C. LeVert makes 3-pt jump shot from 25 ft,110,102
369,4,5:11.0,S. Curry misses 3-pt jump shot from 23 ft,,110,102
370,4,5:08.0,Offensive rebound by K. Thompson,,110,102
371,4,5:04.0,D. Green misses 2-pt jump shot from 9 ft,,110,102
372,4,5:01.0,,Defensive rebound by A. Crabbe,110,102
373,4,4:56.0,,C. LeVert misses 3-pt jump shot from 25 ft,110,102
374,4,4:52.0,Defensive rebound by S. Curry,,110,102
375,4,4:38.0,D. Green misses 2-pt jump shot from 10 ft,,110,102
376,4,4:36.0,,Defensive rebound by J. Allen,110,102
377,4,4:26.0,,A. Crabbe misses 3-pt jump shot from 25 ft,110,102
378,4,4:23.0,Defensive rebound by J. Bell,,110,102
