,QUARTER,TIME_REMAINING,DETROIT_ACTION,MEMPHIS_ACTION,DETROIT_SCORE,MEMPHIS_SCORE
68,1,2:55.0,J. Calderón makes 3-pt jump shot from 23 ft (assist by A. Drummond),,23,18
69,1,2:28.0,,D. Brooks misses 3-pt jump shot from 23 ft,23,18
70,1,2:26.0,Defensive rebound by A. Drummond,,23,18
71,1,2:15.0,A. Drummond misses 2-pt layup from 2 ft,,23,18
72,1,2:14.0,,Defensive rebound by M. Gasol,23,18
73,1,2:10.0,,Offensive foul by D. Brooks (drawn by B. Griffin),23,18
74,1,2:10.0,,Turnover by D. Brooks (offensive foul),23,18
75,1,2:10.0,L. Galloway enters the game for B. Brown,,23,18
76,1,2:10.0,J. Leuer enters the game for B. Griffin,,23,18
77,1,2:10.0,,O. Casspi enters the game for K. Anderson,23,18
78,1,2:10.0,,J. Noah enters the game for M. Gasol,23,18
79,1,1:52.0,A. Drummond makes 2-pt layup at rim,,25,18
80,1,1:52.0,Shooting foul by J. Noah (drawn by A. Drummond),,25,18
81,1,1:52.0,A. Drummond makes free throw 1 of 1,,26,18
82,1,1:42.0,,J. Green misses 3-pt jump shot from 26 ft,26,18
83,1,1:38.0,Defensive rebound by J. Leuer,,26,18
84,1,1:22.0,L. Galloway misses 3-pt jump shot from 24 ft,,26,18
85,1,1:19.0,,Defensive rebound by S. Mack,26,18
86,1,1:03.0,,J. Green makes 2-pt dunk from 1 ft (assist by J. Noah),26,20
87,1,0:46.0,L. Kennard misses 3-pt jump shot from 24 ft,,26,20
88,1,0:44.0,,Defensive rebound by J. Noah,26,20
89,1,0:38.0,,S. Mack makes 2-pt layup from 2 ft,26,22
90,1,0:22.0,A. Drummond misses 2-pt layup from 2 ft (block by J. Noah),,26,22
91,1,0:22.0,,Defensive rebound by J. Green,26,22
92,1,0:19.0,,Turnover by J. Green (lost ball; steal by L. Galloway),26,22
93,1,0:18.0,J. Leuer misses 3-pt jump shot from 26 ft,,26,22
94,1,0:15.0,,Defensive rebound by J. Green,26,22
95,1,0:02.0,,S. Mack makes 2-pt jump shot from 6 ft,26,24
96,1,0:01.0,,Violation by Team (delay of game),26,24
97,1,0:01.0,Turnover by J. Leuer (bad pass),,26,24
98,1,0:00.0,,S. Mack misses 3-pt jump shot from 23 ft,26,24
99,1,0:00.0,,Offensive rebound by Team,26,24
100,2,11:42.0,L. Kennard misses 2-pt jump shot from 12 ft,,26,24
101,2,11:40.0,,Defensive rebound by Team,26,24
102,2,11:22.0,,D. Brooks makes 2-pt layup from 4 ft,26,26
103,2,11:03.0,S. Johnson makes 2-pt jump shot from 6 ft (assist by L. Galloway),,28,26
104,2,10:48.0,,D. Brooks makes 2-pt jump shot from 15 ft,28,28
105,2,10:35.0,Personal foul by D. Brooks (drawn by L. Galloway),,28,28
106,2,10:29.0,L. Galloway misses 3-pt jump shot from 23 ft,,28,28
107,2,10:25.0,,Defensive rebound by O. Casspi,28,28
108,2,10:18.0,,O. Casspi misses 2-pt layup from 1 ft,28,28
109,2,10:15.0,Defensive rebound by S. Johnson,,28,28
110,2,10:13.0,Shooting foul by D. Brooks (drawn by S. Johnson),,28,28
111,2,10:13.0,S. Johnson makes free throw 1 of 2,,29,28
112,2,10:13.0,,J. Jackson enters the game for D. Brooks,29,28
113,2,10:13.0,,G. Temple enters the game for J. Noah,29,28
114,2,10:13.0,S. Johnson misses free throw 2 of 2,,29,28
115,2,10:11.0,,Defensive rebound by J. Green,29,28
116,2,9:53.0,,O. Casspi misses 2-pt jump shot from 3 ft,29,28
117,2,9:50.0,Defensive rebound by L. Kennard,,29,28
118,2,9:42.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by L. Kennard),,32,28
119,2,9:40.0,,Memphis full timeout,32,28
120,2,9:40.0,,W. Selden enters the game for O. Casspi,32,28
121,2,9:18.0,,M. Conley misses 2-pt jump shot from 13 ft,32,28
122,2,9:17.0,,Offensive rebound by J. Jackson,32,28
123,2,9:14.0,,J. Jackson makes 2-pt jump shot from 8 ft,32,30
124,2,8:56.0,Shooting foul by J. Jackson (drawn by J. Leuer),,32,30
125,2,8:56.0,J. Leuer makes free throw 1 of 2,,33,30
126,2,8:56.0,J. Leuer makes free throw 2 of 2,,34,30
127,2,8:34.0,,J. Jackson makes 3-pt jump shot from 25 ft (assist by J. Green),34,33
128,2,8:08.0,L. Kennard misses 2-pt jump shot from 20 ft,,34,33
129,2,8:06.0,,Defensive rebound by J. Green,34,33
130,2,8:02.0,,Turnover by M. Conley (lost ball; steal by L. Galloway),34,33
131,2,7:50.0,S. Johnson misses 2-pt jump shot from 6 ft,,34,33
132,2,7:48.0,,Defensive rebound by J. Jackson,34,33
133,2,7:45.0,,Shooting foul by S. Johnson (drawn by W. Selden),34,33
134,2,7:45.0,,W. Selden makes free throw 1 of 2,34,34
135,2,7:45.0,B. Griffin enters the game for L. Kennard,,34,34
136,2,7:45.0,,W. Selden misses free throw 2 of 2,34,34
137,2,7:43.0,Defensive rebound by B. Griffin,,34,34
138,2,7:29.0,Personal foul by J. Green (drawn by B. Griffin),,34,34
139,2,7:15.0,L. Galloway misses 2-pt jump shot from 19 ft,,34,34
140,2,7:15.0,Offensive rebound by Team,,34,34
141,2,7:15.0,Turnover by Team (shot clock),,34,34
142,2,7:01.0,,G. Temple makes 3-pt jump shot from 26 ft (assist by J. Green),34,37
143,2,7:01.0,R. Bullock enters the game for J. Calderón,,34,37
144,2,7:01.0,R. Jackson enters the game for L. Galloway,,34,37
145,2,6:39.0,S. Johnson misses 3-pt jump shot from 25 ft,,34,37
146,2,6:36.0,Offensive rebound by J. Leuer,,34,37
147,2,6:27.0,B. Griffin misses 3-pt jump shot from 28 ft,,34,37
148,2,6:23.0,,Defensive rebound by W. Selden,34,37
149,2,6:16.0,,W. Selden makes 2-pt jump shot from 8 ft,34,39
150,2,6:11.0,Detroit full timeout,,34,39
151,2,6:11.0,B. Brown enters the game for S. Johnson,,34,39
152,2,6:11.0,A. Drummond enters the game for J. Leuer,,34,39
153,2,6:11.0,,M. Gasol enters the game for M. Conley,34,39
154,2,6:11.0,,S. Mack enters the game for J. Green,34,39
155,2,5:52.0,B. Griffin makes 2-pt layup from 1 ft (assist by R. Bullock),,36,39
156,2,5:30.0,,J. Jackson makes 2-pt hook shot from 9 ft (assist by G. Temple),36,41
157,2,5:17.0,R. Bullock makes 2-pt layup from 1 ft (assist by A. Drummond),,38,41
158,2,5:01.0,,W. Selden makes 2-pt dunk from 1 ft,38,43
159,2,4:45.0,R. Bullock makes 3-pt jump shot from 26 ft (assist by B. Griffin),,41,43
160,2,4:29.0,,J. Jackson makes 2-pt hook shot from 11 ft (assist by M. Gasol),41,45
161,2,4:16.0,B. Griffin makes 2-pt layup from 1 ft,,43,45
162,2,4:16.0,Shooting foul by S. Mack (drawn by B. Griffin),,43,45
163,2,4:16.0,,K. Anderson enters the game for W. Selden,43,45
164,2,4:16.0,B. Griffin misses free throw 1 of 1,,43,45
165,2,4:14.0,Offensive rebound by Team,,43,45
166,2,4:14.0,Technical foul by A. Drummond,,43,45
167,2,4:14.0,,G. Temple makes technical free throw,43,46
168,2,4:09.0,B. Brown makes 3-pt jump shot from 26 ft (assist by B. Griffin),,46,46
169,2,3:55.0,,Personal foul by B. Griffin (drawn by J. Jackson),46,46
170,2,3:49.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by G. Temple),46,49
171,2,3:21.0,B. Griffin misses 2-pt layup from 6 ft,,46,49
172,2,3:20.0,,Defensive rebound by Team,46,49
173,2,2:59.0,,J. Jackson misses 2-pt layup from 3 ft,46,49
174,2,2:57.0,Defensive rebound by A. Drummond,,46,49
175,2,2:53.0,B. Griffin misses 2-pt layup from 7 ft,,46,49
176,2,2:53.0,,Defensive rebound by Team,46,49
177,2,2:53.0,Loose ball foul by B. Brown (drawn by G. Temple),,46,49
178,2,2:38.0,,M. Gasol misses 2-pt jump shot from 21 ft,46,49
179,2,2:35.0,Defensive rebound by R. Jackson,,46,49
180,2,2:30.0,Turnover by R. Jackson (out of bounds lost ball),,46,49
181,2,2:30.0,,M. Conley enters the game for S. Mack,46,49
182,2,2:13.0,,K. Anderson makes 2-pt jump shot from 20 ft (assist by J. Jackson),46,51
183,2,1:47.0,R. Jackson makes 3-pt jump shot from 23 ft (assist by B. Brown),,49,51
184,2,1:27.0,,Turnover by K. Anderson (bad pass; steal by R. Jackson),49,51
185,2,1:23.0,Turnover by R. Jackson (bad pass; steal by G. Temple),,49,51
186,2,1:16.0,,K. Anderson makes 2-pt layup from 2 ft (assist by M. Gasol),49,53
187,2,1:04.0,B. Griffin makes 2-pt layup from 2 ft,,51,53
188,2,0:48.0,,M. Gasol misses 3-pt jump shot from 26 ft,51,53
189,2,0:45.0,Defensive rebound by R. Jackson,,51,53
190,2,0:26.0,B. Griffin misses 3-pt jump shot from 23 ft,,51,53
191,2,0:23.0,,Defensive rebound by M. Gasol,51,53
192,2,0:03.0,,M. Gasol misses 2-pt layup from 3 ft (block by R. Jackson),51,53
193,2,0:03.0,,Offensive rebound by M. Gasol,51,53
194,2,0:03.0,,Shooting foul by B. Brown (drawn by M. Gasol),51,53
195,2,0:03.0,,M. Gasol makes free throw 1 of 2,51,54
196,2,0:03.0,L. Kennard enters the game for B. Brown,,51,54
197,2,0:03.0,,J. Green enters the game for J. Jackson,51,54
198,2,0:03.0,,M. Gasol makes free throw 2 of 2,51,55
199,2,0:03.0,Personal foul by M. Gasol (drawn by A. Drummond),,51,55
200,2,0:03.0,A. Drummond misses free throw 1 of 2,,51,55
201,2,0:03.0,Offensive rebound by Team,,51,55
202,2,0:03.0,A. Drummond misses free throw 2 of 2,,51,55
203,2,0:02.0,Offensive rebound by B. Griffin,,51,55
204,2,0:00.0,B. Griffin misses 3-pt jump shot from 25 ft,,51,55
205,2,0:00.0,Offensive rebound by Team,,51,55
206,3,11:46.0,B. Brown misses 3-pt jump shot from 23 ft,,51,55
207,3,11:42.0,Offensive rebound by B. Brown,,51,55
208,3,11:35.0,R. Bullock misses 3-pt jump shot from 26 ft,,51,55
209,3,11:31.0,,Defensive rebound by M. Conley,51,55
210,3,11:14.0,,K. Anderson misses 2-pt jump shot from 7 ft,51,55
211,3,11:12.0,Defensive rebound by B. Brown,,51,55
212,3,10:51.0,R. Bullock misses 3-pt jump shot from 26 ft,,51,55
213,3,10:49.0,,Defensive rebound by K. Anderson,51,55
214,3,10:32.0,,Turnover by J. Jackson (lost ball; steal by B. Griffin),51,55
215,3,10:24.0,B. Brown misses 3-pt jump shot from 23 ft,,51,55
216,3,10:20.0,,Defensive rebound by J. Jackson,51,55
217,3,10:14.0,,G. Temple misses 3-pt jump shot from 22 ft,51,55
218,3,10:12.0,Defensive rebound by R. Jackson,,51,55
219,3,9:55.0,Shooting foul by M. Gasol (drawn by B. Griffin),,51,55
220,3,9:55.0,B. Griffin makes free throw 1 of 2,,52,55
221,3,9:55.0,B. Griffin misses free throw 2 of 2,,52,55
222,3,9:53.0,,Defensive rebound by G. Temple,52,55
223,3,9:39.0,,M. Conley misses 2-pt jump shot from 10 ft,52,55
224,3,9:37.0,Defensive rebound by B. Griffin,,52,55
225,3,9:26.0,B. Griffin misses 2-pt jump shot from 19 ft,,52,55
226,3,9:21.0,,Defensive rebound by J. Jackson,52,55
227,3,9:12.0,,M. Gasol misses 2-pt jump shot from 10 ft,52,55
228,3,9:12.0,,Offensive rebound by K. Anderson,52,55
229,3,9:12.0,,K. Anderson misses 2-pt layup from 2 ft,52,55
230,3,9:12.0,Defensive rebound by A. Drummond,,52,55
231,3,8:55.0,Personal foul by K. Anderson (drawn by B. Brown),,52,55
232,3,8:48.0,R. Bullock makes 3-pt jump shot from 25 ft (assist by R. Jackson),,55,55
233,3,8:25.0,,Turnover by M. Conley (bad pass),55,55
234,3,8:12.0,R. Jackson makes 3-pt jump shot from 23 ft (assist by B. Griffin),,58,55
235,3,7:52.0,,Personal foul by B. Brown (drawn by J. Jackson),58,55
236,3,7:52.0,L. Kennard enters the game for B. Brown,,58,55
237,3,7:41.0,,G. Temple misses 2-pt layup from 6 ft,58,55
238,3,7:35.0,Defensive rebound by L. Kennard,,58,55
239,3,7:18.0,R. Jackson misses 2-pt jump shot from 7 ft,,58,55
240,3,7:17.0,Offensive rebound by Team,,58,55
241,3,7:03.0,R. Jackson misses 3-pt jump shot from 25 ft,,58,55
242,3,7:03.0,Offensive rebound by Team,,58,55
243,3,7:03.0,Turnover by Team (shot clock),,58,55
244,3,6:45.0,,Shooting foul by A. Drummond (drawn by G. Temple),58,55
245,3,6:45.0,,Memphis full timeout,58,55
246,3,6:45.0,,G. Temple misses free throw 1 of 2,58,55
247,3,6:45.0,,Offensive rebound by Team,58,55
248,3,6:45.0,,G. Temple makes free throw 2 of 2,58,56
249,3,6:21.0,R. Jackson makes 2-pt jump shot from 7 ft (assist by R. Bullock),,60,56
250,3,6:01.0,,M. Conley misses 2-pt jump shot from 13 ft,60,56
251,3,6:00.0,Defensive rebound by L. Kennard,,60,56
252,3,5:50.0,L. Kennard misses 2-pt jump shot from 1 ft,,60,56
253,3,5:46.0,,Defensive rebound by M. Gasol,60,56
254,3,5:42.0,,J. Jackson makes 2-pt jump shot from 2 ft (assist by G. Temple),60,58
255,3,5:42.0,,Shooting foul by B. Griffin (drawn by J. Jackson),60,58
256,3,5:42.0,,S. Mack enters the game for M. Conley,60,58
257,3,5:42.0,,J. Jackson makes free throw 1 of 1,60,59
258,3,5:30.0,B. Griffin makes 2-pt layup from 1 ft (assist by R. Jackson),,62,59
259,3,5:17.0,,G. Temple misses 2-pt layup at rim,62,59
260,3,5:12.0,,Offensive rebound by J. Jackson,62,59
261,3,5:12.0,,J. Jackson makes 2-pt dunk from 1 ft,62,61
262,3,4:50.0,L. Kennard misses 3-pt jump shot from 25 ft,,62,61
263,3,4:46.0,,Defensive rebound by M. Gasol,62,61
264,3,4:36.0,,Shooting foul by R. Bullock (drawn by J. Jackson),62,61
265,3,4:36.0,,J. Jackson makes free throw 1 of 2,62,62
266,3,4:36.0,,D. Brooks enters the game for G. Temple,62,62
267,3,4:36.0,,J. Jackson makes free throw 2 of 2,62,63
268,3,4:36.0,Detroit full timeout,,62,63
269,3,4:26.0,Personal foul by K. Anderson (drawn by L. Kennard),,62,63
270,3,4:19.0,R. Jackson makes 3-pt jump shot from 27 ft (assist by L. Kennard),,65,63
271,3,3:57.0,,M. Gasol misses 2-pt jump shot from 15 ft,65,63
272,3,3:55.0,Defensive rebound by B. Griffin,,65,63
273,3,3:45.0,B. Griffin misses 2-pt hook shot from 4 ft,,65,63
274,3,3:42.0,,Defensive rebound by M. Gasol,65,63
275,3,3:38.0,,Shooting foul by R. Bullock (drawn by J. Jackson),65,63
276,3,3:38.0,,J. Jackson makes free throw 1 of 2,65,64
277,3,3:38.0,L. Galloway enters the game for R. Bullock,,65,64
278,3,3:38.0,,J. Jackson makes free throw 2 of 2,65,65
279,3,3:23.0,L. Kennard makes 2-pt jump shot from 16 ft,,67,65
280,3,3:02.0,,D. Brooks misses 2-pt jump shot from 18 ft,67,65
281,3,2:59.0,Defensive rebound by R. Jackson,,67,65
282,3,2:53.0,A. Drummond misses 2-pt layup from 2 ft,,67,65
283,3,2:50.0,Offensive rebound by A. Drummond,,67,65
284,3,2:50.0,A. Drummond misses 2-pt layup at rim,,67,65
285,3,2:49.0,,Defensive rebound by S. Mack,67,65
286,3,2:31.0,,S. Mack misses 3-pt jump shot from 27 ft,67,65
287,3,2:28.0,,Offensive rebound by S. Mack,67,65
288,3,2:17.0,,S. Mack misses 2-pt jump shot from 12 ft (block by A. Drummond),67,65
289,3,2:15.0,,Offensive rebound by J. Jackson,67,65
290,3,2:15.0,,Turnover by Team (shot clock),67,65
291,3,2:15.0,J. Calderón enters the game for R. Jackson,,67,65
292,3,2:15.0,,M. Conley enters the game for K. Anderson,67,65
293,3,2:15.0,,J. Green enters the game for J. Jackson,67,65
294,3,2:15.0,,G. Temple enters the game for S. Mack,67,65
295,3,1:53.0,B. Griffin makes 2-pt layup from 2 ft,,69,65
296,3,1:41.0,,M. Conley misses 2-pt layup from 3 ft,69,65
297,3,1:38.0,Defensive rebound by A. Drummond,,69,65
298,3,1:26.0,L. Galloway makes 3-pt jump shot from 23 ft (assist by B. Griffin),,72,65
299,3,1:24.0,,Memphis full timeout,72,65
300,3,1:24.0,J. Leuer enters the game for B. Griffin,,72,65
301,3,1:07.0,,D. Brooks makes 2-pt layup from 1 ft (assist by M. Gasol),72,67
302,3,0:41.0,L. Kennard misses 3-pt jump shot from 24 ft,,72,67
303,3,0:39.0,,Defensive rebound by M. Gasol,72,67
304,3,0:32.0,,G. Temple misses 3-pt jump shot from 26 ft,72,67
305,3,0:28.0,Defensive rebound by A. Drummond,,72,67
306,3,0:19.0,L. Galloway misses 3-pt jump shot from 24 ft,,72,67
307,3,0:16.0,,Defensive rebound by M. Conley,72,67
308,3,0:03.0,,Turnover by M. Conley (lost ball; steal by A. Drummond),72,67
309,3,0:00.0,L. Kennard misses 2-pt jump shot from 16 ft,,72,67
310,3,0:00.0,Offensive rebound by Team,,72,67
311,4,11:46.0,,M. Conley misses 2-pt jump shot from 4 ft,72,67
312,4,11:44.0,Defensive rebound by J. Leuer,,72,67
313,4,11:33.0,Personal foul by J. Green (drawn by B. Griffin),,72,67
314,4,11:24.0,Turnover by J. Calderón (out of bounds lost ball),,72,67
315,4,11:11.0,,M. Conley misses 2-pt layup from 2 ft,72,67
316,4,11:08.0,Defensive rebound by B. Griffin,,72,67
317,4,10:55.0,L. Kennard makes 2-pt jump shot from 16 ft,,74,67
318,4,10:36.0,,J. Green makes 2-pt hook shot from 8 ft,74,69
319,4,10:16.0,L. Galloway makes 2-pt layup from 1 ft (assist by B. Griffin),,76,69
320,4,9:57.0,,J. Green misses 3-pt jump shot from 26 ft,76,69
321,4,9:54.0,Defensive rebound by J. Leuer,,76,69
322,4,9:36.0,B. Griffin misses 2-pt jump shot from 10 ft,,76,69
323,4,9:32.0,,Defensive rebound by D. Brooks,76,69
324,4,9:23.0,,D. Brooks makes 2-pt layup from 1 ft (assist by J. Green),76,71
325,4,9:01.0,B. Griffin makes 2-pt layup from 2 ft,,78,71
326,4,8:50.0,,Personal foul by L. Galloway (drawn by M. Conley),78,71
327,4,8:50.0,,J. Jackson enters the game for M. Conley,78,71
328,4,8:45.0,,D. Brooks misses 3-pt jump shot from 26 ft,78,71
329,4,8:42.0,Defensive rebound by J. Leuer,,78,71
330,4,8:35.0,B. Griffin misses 3-pt jump shot from 25 ft,,78,71
331,4,8:32.0,,Defensive rebound by D. Brooks,78,71
332,4,8:23.0,,J. Jackson makes 2-pt layup from 1 ft (assist by D. Brooks),78,73
333,4,8:23.0,,Shooting foul by J. Leuer (drawn by J. Jackson),78,73
334,4,8:23.0,A. Drummond enters the game for B. Griffin,,78,73
335,4,8:23.0,,J. Jackson makes free throw 1 of 1,78,74
336,4,8:05.0,Personal foul by D. Brooks (drawn by L. Kennard),,78,74
337,4,7:57.0,Shooting foul by J. Green (drawn by A. Drummond),,78,74
338,4,7:57.0,A. Drummond makes free throw 1 of 2,,79,74
339,4,7:57.0,A. Drummond makes free throw 2 of 2,,80,74
340,4,7:43.0,,D. Brooks makes 2-pt layup from 2 ft (assist by S. Mack),80,76
341,4,7:22.0,L. Galloway makes 3-pt jump shot from 24 ft (assist by J. Calderón),,83,76
342,4,7:08.0,,Shooting foul by J. Calderón (drawn by S. Mack),83,76
343,4,7:08.0,,S. Mack makes free throw 1 of 2,83,77
344,4,7:08.0,,K. Anderson enters the game for G. Temple,83,77
345,4,7:08.0,,S. Mack makes free throw 2 of 2,83,78
346,4,7:08.0,Detroit full timeout,,83,78
347,4,7:08.0,B. Griffin enters the game for J. Leuer,,83,78
348,4,6:45.0,B. Griffin misses 3-pt jump shot from 26 ft,,83,78
349,4,6:41.0,,Defensive rebound by D. Brooks,83,78
350,4,6:30.0,,Shooting foul by J. Calderón (drawn by D. Brooks),83,78
351,4,6:30.0,,D. Brooks makes free throw 1 of 2,83,79
352,4,6:30.0,R. Jackson enters the game for J. Calderón,,83,79
353,4,6:30.0,,D. Brooks makes free throw 2 of 2,83,80
354,4,6:16.0,Turnover by (5 sec),,83,80
355,4,6:01.0,,D. Brooks misses 2-pt layup from 8 ft,83,80
356,4,5:58.0,,Offensive rebound by D. Brooks,83,80
357,4,5:58.0,,D. Brooks makes 2-pt layup from 1 ft,83,82
358,4,5:43.0,L. Kennard makes 3-pt jump shot from 23 ft (assist by B. Griffin),,86,82
359,4,5:21.0,,S. Mack misses 2-pt layup from 3 ft,86,82
360,4,5:18.0,,Offensive rebound by J. Green,86,82
361,4,5:18.0,,J. Green misses 2-pt layup from 1 ft,86,82
362,4,5:18.0,Defensive rebound by L. Kennard,,86,82
363,4,4:56.0,L. Kennard makes 3-pt jump shot from 26 ft,,89,82
364,4,4:36.0,,S. Mack misses 3-pt jump shot from 25 ft,89,82
365,4,4:33.0,Defensive rebound by R. Jackson,,89,82
366,4,4:19.0,R. Jackson makes 2-pt jump shot from 7 ft,,91,82
367,4,4:19.0,,Memphis full timeout,91,82
368,4,4:19.0,R. Bullock enters the game for L. Galloway,,91,82
369,4,4:19.0,,M. Conley enters the game for D. Brooks,91,82
370,4,4:19.0,,M. Gasol enters the game for J. Green,91,82
371,4,4:19.0,,G. Temple enters the game for S. Mack,91,82
372,4,4:10.0,,M. Conley misses 3-pt jump shot from 26 ft,91,82
373,4,4:07.0,Defensive rebound by A. Drummond,,91,82
374,4,3:47.0,B. Griffin makes 2-pt jump shot from 13 ft,,93,82
375,4,3:33.0,,Offensive foul by M. Gasol (drawn by B. Griffin),93,82
376,4,3:33.0,,Turnover by M. Gasol (offensive foul),93,82
377,4,3:18.0,Shooting foul by J. Jackson (drawn by B. Griffin),,93,82
378,4,3:18.0,B. Griffin misses free throw 1 of 2,,93,82
379,4,3:18.0,Offensive rebound by Team,,93,82
380,4,3:18.0,B. Griffin makes free throw 2 of 2,,94,82
381,4,3:06.0,,M. Conley misses 2-pt jump shot from 20 ft,94,82
382,4,3:02.0,Defensive rebound by R. Jackson,,94,82
383,4,2:45.0,B. Griffin makes 2-pt jump shot from 8 ft (assist by R. Jackson),,96,82
384,4,2:39.0,,Memphis full timeout,96,82
385,4,2:39.0,,J. Green enters the game for M. Conley,96,82
386,4,2:39.0,,S. Mack enters the game for M. Gasol,96,82
387,4,2:35.0,,S. Mack misses 2-pt layup from 1 ft (block by R. Jackson),96,82
388,4,2:33.0,Defensive rebound by L. Kennard,,96,82
389,4,2:16.0,R. Jackson misses 3-pt jump shot from 25 ft,,96,82
390,4,2:12.0,,Defensive rebound by S. Mack,96,82
