,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,DETROIT_ACTION,SAN ANTONIO_SCORE,DETROIT_SCORE
120,2,9:13.0,,Defensive rebound by J. Calderón,34,31
121,2,9:11.0,,Personal foul by M. Belinelli (drawn by A. Drummond),34,31
122,2,9:11.0,D. Bertāns enters the game for M. Belinelli,,34,31
123,2,9:11.0,D. White enters the game for P. Mills,,34,31
124,2,9:02.0,,Turnover by A. Drummond (traveling),34,31
125,2,8:53.0,Offensive foul by L. Aldridge (drawn by A. Drummond),,34,31
126,2,8:53.0,Turnover by L. Aldridge (offensive foul),,34,31
127,2,8:39.0,,Turnover by A. Drummond (lost ball; steal by D. DeRozan),34,31
128,2,8:36.0,D. Bertāns makes 3-pt jump shot from 23 ft (assist by D. DeRozan),,37,31
129,2,8:12.0,,L. Kennard makes 2-pt jump shot from 8 ft,37,33
130,2,7:57.0,D. Bertāns misses 3-pt jump shot from 26 ft,,37,33
131,2,7:54.0,,Defensive rebound by S. Johnson,37,33
132,2,7:47.0,,A. Drummond misses 2-pt hook shot from 8 ft,37,33
133,2,7:45.0,Defensive rebound by D. Bertāns,,37,33
134,2,7:41.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. Bertāns),,40,33
135,2,7:13.0,,S. Johnson misses 2-pt jump shot from 8 ft (block by D. DeRozan),40,33
136,2,7:11.0,Defensive rebound by L. Aldridge,,40,33
137,2,7:04.0,D. White makes 2-pt jump shot from 11 ft (assist by D. DeRozan),,42,33
138,2,7:04.0,Shooting foul by A. Drummond (drawn by D. White),,42,33
139,2,7:04.0,,Detroit full timeout,42,33
140,2,7:04.0,,R. Bullock enters the game for A. Drummond,42,33
141,2,7:04.0,,B. Griffin enters the game for L. Galloway,42,33
142,2,7:04.0,,J. Leuer enters the game for S. Johnson,42,33
143,2,7:04.0,D. White makes free throw 1 of 1,,43,33
144,2,6:43.0,,Turnover by B. Griffin (step out of bounds),43,33
145,2,6:24.0,D. DeRozan makes 2-pt jump shot from 6 ft,,45,33
146,2,6:10.0,,B. Griffin makes 2-pt layup from 3 ft (assist by L. Kennard),45,35
147,2,6:00.0,D. DeRozan misses 2-pt jump shot from 7 ft,,45,35
148,2,5:55.0,,Defensive rebound by J. Leuer,45,35
149,2,5:51.0,,L. Kennard misses 3-pt jump shot from 25 ft,45,35
150,2,5:50.0,Defensive rebound by Team,,45,35
151,2,5:37.0,L. Aldridge makes 2-pt jump shot from 16 ft (assist by D. DeRozan),,47,35
152,2,5:22.0,,J. Calderón makes 3-pt jump shot from 24 ft (assist by B. Griffin),47,38
153,2,4:58.0,D. Bertāns makes 2-pt jump shot from 13 ft (assist by L. Aldridge),,49,38
154,2,4:41.0,,L. Kennard makes 3-pt jump shot from 26 ft (assist by R. Bullock),49,41
155,2,4:40.0,San Antonio full timeout,,49,41
156,2,4:40.0,M. Belinelli enters the game for D. DeRozan,,49,41
157,2,4:40.0,,B. Brown enters the game for J. Calderón,49,41
158,2,4:40.0,,R. Jackson enters the game for L. Kennard,49,41
159,2,4:22.0,Shooting foul by B. Griffin (drawn by L. Aldridge),,49,41
160,2,4:22.0,L. Aldridge makes free throw 1 of 2,,50,41
161,2,4:22.0,P. Mills enters the game for B. Forbes,,50,41
162,2,4:22.0,L. Aldridge misses free throw 2 of 2,,50,41
163,2,4:19.0,Offensive rebound by D. Bertāns,,50,41
164,2,4:11.0,Shooting foul by J. Leuer (drawn by L. Aldridge),,50,41
165,2,4:11.0,L. Aldridge makes free throw 1 of 2,,51,41
166,2,4:11.0,L. Aldridge makes free throw 2 of 2,,52,41
167,2,3:49.0,,B. Griffin makes 2-pt layup from 6 ft,52,43
168,2,3:49.0,,Shooting foul by L. Aldridge (drawn by B. Griffin),52,43
169,2,3:49.0,J. Poeltl enters the game for L. Aldridge,,52,43
170,2,3:49.0,,A. Drummond enters the game for J. Leuer,52,43
171,2,3:49.0,,B. Griffin makes free throw 1 of 1,52,44
172,2,3:27.0,J. Poeltl makes 2-pt layup from 2 ft (assist by D. Bertāns),,54,44
173,2,3:12.0,,R. Bullock misses 3-pt jump shot from 26 ft,54,44
174,2,3:10.0,Defensive rebound by D. White,,54,44
175,2,3:01.0,P. Mills makes 3-pt jump shot from 23 ft (assist by D. Bertāns),,57,44
176,2,2:33.0,,R. Bullock misses 3-pt jump shot from 25 ft,57,44
177,2,2:29.0,Defensive rebound by P. Mills,,57,44
178,2,2:21.0,M. Belinelli misses 3-pt jump shot from 24 ft,,57,44
179,2,2:18.0,,Defensive rebound by A. Drummond,57,44
180,2,2:11.0,,R. Jackson makes 2-pt jump shot from 14 ft,57,46
181,2,1:51.0,P. Mills misses 3-pt jump shot from 27 ft,,57,46
182,2,1:48.0,,Defensive rebound by R. Bullock,57,46
183,2,1:32.0,,B. Griffin misses 2-pt layup from 6 ft,57,46
184,2,1:30.0,,Offensive rebound by A. Drummond,57,46
185,2,1:30.0,,A. Drummond misses 2-pt layup from 3 ft,57,46
186,2,1:28.0,Defensive rebound by J. Poeltl,,57,46
187,2,1:23.0,M. Belinelli misses 2-pt layup from 3 ft,,57,46
188,2,1:22.0,,Defensive rebound by R. Jackson,57,46
189,2,1:18.0,,R. Bullock makes 3-pt jump shot from 25 ft (assist by B. Brown),57,49
190,2,0:54.0,D. White makes 2-pt jump shot from 10 ft,,59,49
191,2,0:34.0,,R. Jackson makes 2-pt jump shot from 18 ft,59,51
192,2,0:12.0,P. Mills misses 2-pt layup from 2 ft,,59,51
193,2,0:12.0,Offensive rebound by J. Poeltl,,59,51
194,2,0:12.0,Shooting foul by R. Jackson (drawn by J. Poeltl),,59,51
195,2,0:12.0,J. Poeltl misses free throw 1 of 2,,59,51
196,2,0:12.0,Offensive rebound by Team,,59,51
197,2,0:12.0,J. Poeltl misses free throw 2 of 2,,59,51
198,2,0:10.0,,Defensive rebound by A. Drummond,59,51
199,2,0:01.0,,B. Griffin misses 3-pt jump shot from 25 ft,59,51
200,2,0:00.0,,Offensive rebound by Team,59,51
201,3,11:40.0,Turnover by J. Poeltl (bad pass; steal by A. Drummond),,59,51
202,3,11:36.0,,A. Drummond makes 2-pt layup from 1 ft,59,53
203,3,11:23.0,Personal foul by A. Drummond (drawn by L. Aldridge),,59,53
204,3,11:16.0,D. DeRozan makes 2-pt jump shot from 17 ft,,61,53
205,3,10:59.0,,R. Bullock makes 2-pt layup from 3 ft (assist by B. Griffin),61,55
206,3,10:37.0,L. Aldridge makes 2-pt jump shot from 14 ft,,63,55
207,3,10:12.0,,R. Bullock misses 3-pt jump shot from 33 ft,63,55
208,3,10:09.0,Defensive rebound by D. White,,63,55
209,3,10:07.0,Turnover by D. White (bad pass),,63,55
210,3,9:51.0,,B. Griffin makes 2-pt layup from 1 ft,63,57
211,3,9:29.0,D. DeRozan misses 2-pt jump shot from 18 ft,,63,57
212,3,9:23.0,Offensive rebound by L. Aldridge,,63,57
213,3,9:23.0,L. Aldridge makes 2-pt layup at rim,,65,57
214,3,9:12.0,,B. Griffin makes 2-pt layup from 1 ft (assist by R. Jackson),65,59
215,3,9:00.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by D. White),,68,59
216,3,8:38.0,,Turnover by B. Brown (bad pass; steal by B. Forbes),68,59
217,3,8:34.0,L. Aldridge makes 2-pt dunk at rim (assist by D. DeRozan),,70,59
218,3,8:19.0,,Personal foul by D. DeRozan (drawn by B. Griffin),70,59
219,3,8:04.0,,R. Jackson misses 2-pt layup from 5 ft,70,59
220,3,8:04.0,,Offensive rebound by Team,70,59
221,3,8:04.0,,Turnover by Team (shot clock),70,59
222,3,7:42.0,D. DeRozan misses 2-pt jump shot from 21 ft,,70,59
223,3,7:39.0,,Defensive rebound by A. Drummond,70,59
224,3,7:16.0,,Turnover by Team (shot clock),70,59
225,3,7:04.0,Turnover by D. DeRozan (lost ball; steal by R. Jackson),,70,59
226,3,6:48.0,,Turnover by B. Griffin (bad pass),70,59
227,3,6:48.0,,Detroit full timeout,70,59
228,3,6:34.0,Offensive foul by L. Aldridge (drawn by A. Drummond),,70,59
229,3,6:34.0,Turnover by L. Aldridge (offensive foul),,70,59
230,3,6:34.0,D. Bertāns enters the game for L. Aldridge,,70,59
231,3,6:24.0,,R. Bullock misses 2-pt jump shot from 16 ft,70,59
232,3,6:21.0,Defensive rebound by B. Forbes,,70,59
233,3,6:10.0,B. Forbes misses 2-pt jump shot from 20 ft,,70,59
234,3,6:07.0,,Defensive rebound by B. Brown,70,59
235,3,5:54.0,,R. Bullock misses 3-pt jump shot from 23 ft,70,59
236,3,5:51.0,Defensive rebound by B. Forbes,,70,59
237,3,5:49.0,Shooting foul by R. Jackson (drawn by D. White),,70,59
238,3,5:49.0,D. White makes free throw 1 of 2,,71,59
239,3,5:49.0,P. Gasol enters the game for B. Forbes,,71,59
240,3,5:49.0,P. Mills enters the game for J. Poeltl,,71,59
241,3,5:49.0,,J. Calderón enters the game for R. Jackson,71,59
242,3,5:49.0,D. White makes free throw 2 of 2,,72,59
243,3,5:32.0,,R. Bullock misses 3-pt jump shot from 24 ft,72,59
244,3,5:28.0,Defensive rebound by D. Bertāns,,72,59
245,3,5:21.0,D. DeRozan makes 2-pt layup from 1 ft,,74,59
246,3,5:21.0,Shooting foul by B. Brown (drawn by D. DeRozan),,74,59
247,3,5:21.0,D. DeRozan makes free throw 1 of 1,,75,59
248,3,5:04.0,,A. Drummond makes 2-pt layup from 5 ft (assist by B. Griffin),75,61
249,3,4:52.0,D. DeRozan makes 2-pt jump shot from 9 ft,,77,61
250,3,4:38.0,,B. Griffin makes 2-pt layup from 1 ft,77,63
251,3,4:14.0,P. Mills misses 2-pt jump shot from 5 ft,,77,63
252,3,4:13.0,,Defensive rebound by A. Drummond,77,63
253,3,4:00.0,,B. Griffin makes 2-pt layup from 2 ft,77,65
254,3,3:59.0,San Antonio full timeout,,77,65
255,3,3:59.0,M. Belinelli enters the game for D. White,,77,65
256,3,3:59.0,,J. Leuer enters the game for A. Drummond,77,65
257,3,3:48.0,D. Bertāns misses 3-pt jump shot from 26 ft,,77,65
258,3,3:45.0,,Defensive rebound by J. Calderón,77,65
259,3,3:31.0,,J. Leuer makes 2-pt jump shot from 15 ft (assist by J. Calderón),77,67
260,3,3:15.0,D. DeRozan makes 2-pt layup from 3 ft,,79,67
261,3,2:51.0,,B. Griffin makes 2-pt hook shot from 7 ft,79,69
262,3,2:43.0,Personal foul by J. Calderón (drawn by D. DeRozan),,79,69
263,3,2:43.0,J. Poeltl enters the game for P. Gasol,,79,69
264,3,2:37.0,D. DeRozan makes 2-pt jump shot from 17 ft (assist by M. Belinelli),,81,69
265,3,2:18.0,,R. Bullock misses 3-pt jump shot from 26 ft,81,69
266,3,2:18.0,Defensive rebound by Team,,81,69
267,3,2:04.0,Shooting foul by J. Leuer (drawn by J. Poeltl),,81,69
268,3,2:04.0,J. Poeltl misses free throw 1 of 2,,81,69
269,3,2:04.0,Offensive rebound by Team,,81,69
270,3,2:04.0,B. Forbes enters the game for D. DeRozan,,81,69
271,3,2:04.0,,G. Robinson enters the game for R. Bullock,81,69
272,3,2:04.0,J. Poeltl makes free throw 2 of 2,,82,69
273,3,1:50.0,,B. Griffin misses 3-pt jump shot from 23 ft,82,69
274,3,1:47.0,,Offensive rebound by G. Robinson,82,69
275,3,1:35.0,,G. Robinson misses 3-pt jump shot from 24 ft,82,69
276,3,1:33.0,Defensive rebound by B. Forbes,,82,69
277,3,1:26.0,B. Forbes misses 2-pt jump shot from 18 ft,,82,69
278,3,1:22.0,,Defensive rebound by J. Calderón,82,69
279,3,1:15.0,,Shooting foul by J. Poeltl (drawn by J. Leuer),82,69
280,3,1:15.0,,J. Leuer makes free throw 1 of 2,82,70
281,3,1:15.0,,S. Johnson enters the game for B. Griffin,82,70
282,3,1:15.0,,J. Leuer makes free throw 2 of 2,82,71
283,3,1:06.0,P. Mills makes 2-pt jump shot from 16 ft,,84,71
284,3,0:42.0,,J. Leuer makes 2-pt layup at rim (assist by S. Johnson),84,73
285,3,0:30.0,P. Mills misses 3-pt jump shot from 25 ft,,84,73
286,3,0:24.0,,Defensive rebound by Team,84,73
287,3,0:24.0,D. White enters the game for D. Bertāns,,84,73
288,3,0:03.0,,S. Johnson misses 3-pt jump shot from 23 ft,84,73
289,3,0:02.0,,Offensive rebound by J. Leuer,84,73
290,3,0:01.0,,J. Leuer misses 2-pt layup from 5 ft,84,73
291,3,0:00.0,,Offensive rebound by Team,84,73
292,4,11:46.0,,L. Kennard makes 3-pt jump shot from 27 ft (assist by S. Johnson),84,76
293,4,11:17.0,J. Poeltl makes 2-pt jump shot from 6 ft (assist by D. DeRozan),,86,76
294,4,11:05.0,,Def 3 sec tech foul by Team,86,76
295,4,11:05.0,,L. Kennard makes technical free throw,86,77
296,4,10:56.0,,L. Kennard misses 3-pt jump shot from 25 ft,86,77
297,4,10:52.0,Defensive rebound by D. White,,86,77
298,4,10:44.0,Personal foul by J. Calderón (drawn by B. Forbes),,86,77
299,4,10:29.0,D. White misses 2-pt jump shot from 15 ft,,86,77
300,4,10:26.0,,Defensive rebound by L. Kennard,86,77
301,4,10:23.0,,Shooting foul by B. Forbes (drawn by J. Leuer),86,77
302,4,10:23.0,,J. Leuer makes free throw 1 of 2,86,78
303,4,10:23.0,L. Aldridge enters the game for J. Poeltl,,86,78
304,4,10:23.0,,J. Leuer makes free throw 2 of 2,86,79
305,4,10:05.0,M. Belinelli makes 2-pt jump shot from 9 ft (assist by D. DeRozan),,88,79
306,4,9:46.0,,J. Leuer makes 2-pt jump shot from 10 ft (assist by J. Calderón),88,81
307,4,9:33.0,Shooting foul by L. Kennard (drawn by L. Aldridge),,88,81
308,4,9:33.0,L. Aldridge makes free throw 1 of 2,,89,81
309,4,9:33.0,L. Aldridge makes free throw 2 of 2,,90,81
310,4,9:14.0,,L. Kennard misses 2-pt layup from 3 ft,90,81
311,4,9:13.0,Defensive rebound by D. DeRozan,,90,81
312,4,9:03.0,M. Belinelli misses 3-pt jump shot from 28 ft,,90,81
313,4,9:01.0,,Defensive rebound by L. Kennard,90,81
314,4,8:45.0,,J. Leuer misses 2-pt jump shot from 16 ft,90,81
315,4,8:42.0,Defensive rebound by D. DeRozan,,90,81
316,4,8:37.0,Turnover by D. DeRozan (bad pass; steal by J. Leuer),,90,81
317,4,8:34.0,,Shooting foul by D. DeRozan (drawn by L. Kennard),90,81
318,4,8:34.0,,L. Kennard misses free throw 1 of 2,90,81
319,4,8:34.0,,Offensive rebound by Team,90,81
320,4,8:34.0,D. Bertāns enters the game for M. Belinelli,,90,81
321,4,8:34.0,P. Mills enters the game for D. DeRozan,,90,81
322,4,8:34.0,,L. Kennard makes free throw 2 of 2,90,82
323,4,8:18.0,B. Forbes misses 3-pt jump shot from 25 ft,,90,82
324,4,8:15.0,Offensive rebound by L. Aldridge,,90,82
325,4,8:07.0,L. Aldridge makes 2-pt hook shot from 7 ft,,92,82
326,4,8:07.0,Shooting foul by S. Johnson (drawn by L. Aldridge),,92,82
327,4,8:07.0,,A. Drummond enters the game for S. Johnson,92,82
328,4,8:07.0,,B. Griffin enters the game for J. Leuer,92,82
329,4,8:07.0,L. Aldridge makes free throw 1 of 1,,93,82
330,4,7:47.0,,B. Griffin misses 2-pt hook shot from 4 ft,93,82
331,4,7:47.0,,Offensive rebound by Team,93,82
332,4,7:47.0,,Turnover by Team (shot clock),93,82
333,4,7:36.0,L. Aldridge makes 2-pt jump shot from 12 ft,,95,82
334,4,7:36.0,Shooting foul by A. Drummond (drawn by L. Aldridge),,95,82
335,4,7:36.0,L. Aldridge makes free throw 1 of 1,,96,82
336,4,7:22.0,,A. Drummond makes 2-pt hook shot from 8 ft (assist by L. Kennard),96,84
337,4,7:07.0,L. Aldridge misses 2-pt jump shot from 13 ft,,96,84
338,4,7:05.0,Offensive rebound by D. White,,96,84
339,4,7:02.0,Shooting foul by G. Robinson (drawn by D. White),,96,84
340,4,7:02.0,D. White makes free throw 1 of 2,,97,84
341,4,7:02.0,,R. Bullock enters the game for G. Robinson,97,84
342,4,7:02.0,D. White makes free throw 2 of 2,,98,84
343,4,6:49.0,,Shooting foul by L. Aldridge (drawn by B. Griffin),98,84
344,4,6:49.0,,Detroit full timeout,98,84
345,4,6:49.0,D. DeRozan enters the game for L. Aldridge,,98,84
346,4,6:49.0,J. Poeltl enters the game for D. White,,98,84
347,4,6:49.0,,B. Griffin makes free throw 1 of 2,98,85
348,4,6:49.0,,B. Griffin makes free throw 2 of 2,98,86
349,4,6:38.0,B. Forbes misses 3-pt jump shot from 26 ft,,98,86
350,4,6:35.0,,Defensive rebound by L. Kennard,98,86
351,4,6:32.0,,Shooting foul by D. DeRozan (drawn by A. Drummond),98,86
352,4,6:32.0,,A. Drummond makes free throw 1 of 2,98,87
353,4,6:32.0,,A. Drummond misses free throw 2 of 2,98,87
354,4,6:30.0,Defensive rebound by D. DeRozan,,98,87
355,4,6:21.0,D. DeRozan makes 2-pt jump shot from 9 ft,,100,87
356,4,5:53.0,,Turnover by A. Drummond (lost ball; steal by P. Mills),100,87
357,4,5:49.0,B. Forbes misses 3-pt jump shot from 26 ft,,100,87
358,4,5:47.0,Offensive rebound by J. Poeltl,,100,87
359,4,5:47.0,J. Poeltl makes 2-pt layup at rim,,102,87
360,4,5:47.0,,Detroit full timeout,102,87
361,4,5:47.0,,B. Brown enters the game for J. Calderón,102,87
362,4,5:37.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by B. Griffin),102,89
363,4,5:18.0,D. DeRozan makes 2-pt layup from 2 ft (assist by J. Poeltl),,104,89
364,4,4:57.0,,A. Drummond makes 2-pt hook shot from 5 ft (assist by B. Griffin),104,91
365,4,4:39.0,B. Forbes makes 2-pt jump shot from 10 ft (assist by D. DeRozan),,106,91
366,4,4:23.0,,B. Griffin misses 2-pt hook shot from 7 ft,106,91
367,4,4:22.0,Defensive rebound by J. Poeltl,,106,91
368,4,4:22.0,Personal foul by A. Drummond (drawn by J. Poeltl),,106,91
369,4,4:22.0,,R. Jackson enters the game for L. Kennard,106,91
370,4,4:22.0,J. Poeltl misses free throw 1 of 2,,106,91
371,4,4:22.0,Offensive rebound by Team,,106,91
372,4,4:22.0,L. Aldridge enters the game for D. Bertāns,,106,91
373,4,4:22.0,J. Poeltl misses free throw 2 of 2,,106,91
374,4,4:21.0,,Defensive rebound by B. Griffin,106,91
375,4,4:09.0,,R. Bullock misses 2-pt jump shot from 17 ft,106,91
376,4,4:06.0,,Offensive rebound by A. Drummond,106,91
377,4,4:06.0,,A. Drummond makes 2-pt layup from 1 ft,106,93
378,4,4:06.0,,Shooting foul by J. Poeltl (drawn by A. Drummond),106,93
379,4,4:06.0,,A. Drummond misses free throw 1 of 1,106,93
380,4,4:03.0,Defensive rebound by D. DeRozan,,106,93
381,4,3:46.0,D. DeRozan misses 2-pt jump shot from 15 ft,,106,93
382,4,3:44.0,Offensive rebound by D. DeRozan,,106,93
