,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHILADELPHIA_ACTION,DALLAS_SCORE,PHILADELPHIA_SCORE
97,1,2:45.0,D. Jordan enters the game for L. Dončić,,19,28
98,1,2:45.0,M. Kleber enters the game for D. Powell,,19,28
99,1,2:45.0,,J. Embiid enters the game for B. Simmons,19,28
100,1,2:45.0,,T. McConnell makes free throw 2 of 2,19,29
101,1,2:23.0,J. Brunson misses 2-pt jump shot from 8 ft,,19,29
102,1,2:21.0,Offensive rebound by M. Kleber,,19,29
103,1,2:16.0,D. Finney-Smith misses 2-pt jump shot from 17 ft,,19,29
104,1,2:13.0,,Defensive rebound by S. Milton,19,29
105,1,2:05.0,,T. McConnell makes 2-pt jump shot from 17 ft,19,31
106,1,1:42.0,R. Broekhoff makes 3-pt jump shot from 28 ft (assist by J. Brunson),,22,31
107,1,1:15.0,,S. Milton misses 3-pt jump shot from 26 ft,22,31
108,1,1:12.0,,Offensive rebound by M. Muscala,22,31
109,1,0:58.0,,T. McConnell misses 2-pt jump shot from 17 ft,22,31
110,1,0:57.0,Defensive rebound by D. Jordan,,22,31
111,1,0:50.0,J. Brunson makes 2-pt jump shot from 14 ft,,24,31
112,1,0:35.0,,Offensive foul by J. Embiid (drawn by R. Broekhoff),24,31
113,1,0:35.0,,Turnover by J. Embiid (offensive foul),24,31
114,1,0:35.0,,J. Redick enters the game for S. Milton,24,31
115,1,0:19.0,J. Brunson misses 2-pt jump shot from 21 ft,,24,31
116,1,0:14.0,Offensive rebound by M. Kleber,,24,31
117,1,0:01.0,D. Finney-Smith makes 2-pt layup from 6 ft (assist by J. Brunson),,26,31
118,2,11:38.0,Turnover by D. Finney-Smith (out of bounds lost ball),,26,31
119,2,11:26.0,,J. Embiid makes 2-pt jump shot from 7 ft (assist by J. Bolden),26,33
120,2,11:26.0,,Shooting foul by D. Finney-Smith (drawn by J. Embiid),26,33
121,2,11:26.0,,J. Embiid makes free throw 1 of 1,26,34
122,2,11:13.0,D. Jordan makes 2-pt dunk from 1 ft (assist by R. Broekhoff),,28,34
123,2,10:57.0,,J. Embiid misses 2-pt hook shot from 3 ft,28,34
124,2,10:56.0,Defensive rebound by M. Kleber,,28,34
125,2,10:45.0,Turnover by D. Jordan (offensive foul),,28,34
126,2,10:45.0,Offensive foul by D. Jordan (drawn by F. Korkmaz),,28,34
127,2,10:34.0,,J. Bolden misses 2-pt layup from 2 ft,28,34
128,2,10:33.0,Defensive rebound by J. Brunson,,28,34
129,2,10:07.0,Turnover by J. Brunson (bad pass; steal by J. Embiid),,28,34
130,2,10:01.0,,Turnover by J. Bolden (offensive foul),28,34
131,2,10:01.0,,Offensive foul by J. Bolden (drawn by D. Finney-Smith),28,34
132,2,9:44.0,R. Broekhoff makes 2-pt layup from 2 ft (assist by D. Jordan),,30,34
133,2,9:27.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by J. Redick),30,36
134,2,9:02.0,J. Brunson makes 2-pt jump shot from 20 ft (assist by D. Jordan),,32,36
135,2,8:34.0,,J. Embiid makes 2-pt layup from 2 ft,32,38
136,2,8:24.0,J. Brunson misses 2-pt jump shot from 21 ft,,32,38
137,2,8:21.0,,Defensive rebound by F. Korkmaz,32,38
138,2,8:13.0,,J. Redick misses 2-pt jump shot from 19 ft,32,38
139,2,8:10.0,Defensive rebound by D. Jordan,,32,38
140,2,8:02.0,M. Kleber makes 2-pt dunk from 2 ft (assist by D. Jordan),,34,38
141,2,7:48.0,,J. Redick misses 3-pt jump shot from 26 ft,34,38
142,2,7:45.0,,Offensive rebound by J. Bolden,34,38
143,2,7:40.0,,J. Embiid misses 2-pt jump shot from 10 ft,34,38
144,2,7:38.0,Defensive rebound by J. Brunson,,34,38
145,2,7:33.0,R. Broekhoff makes 3-pt jump shot from 28 ft (assist by J. Brunson),,37,38
146,2,7:33.0,D. Powell enters the game for D. Jordan,,37,38
147,2,7:33.0,,S. Milton enters the game for J. Embiid,37,38
148,2,7:33.0,,M. Muscala enters the game for T. McConnell,37,38
149,2,7:33.0,,B. Simmons enters the game for J. Redick,37,38
150,2,7:18.0,,B. Simmons misses 2-pt jump shot from 19 ft,37,38
151,2,7:15.0,Defensive rebound by J. Brunson,,37,38
152,2,7:04.0,R. Broekhoff makes 3-pt jump shot from 27 ft (assist by J. Brunson),,40,38
153,2,6:53.0,,B. Simmons makes 2-pt hook shot from 3 ft,40,40
154,2,6:32.0,D. Finney-Smith misses 2-pt layup from 3 ft (block by S. Milton),,40,40
155,2,6:32.0,Offensive rebound by Team,,40,40
156,2,6:29.0,R. Broekhoff misses 3-pt jump shot from 27 ft,,40,40
157,2,6:25.0,,Defensive rebound by S. Milton,40,40
158,2,6:23.0,,Turnover by B. Simmons (bad pass; steal by D. Powell),40,40
159,2,6:19.0,D. Finney-Smith makes 2-pt dunk from 1 ft (assist by D. Powell),,42,40
160,2,6:09.0,,F. Korkmaz misses 3-pt jump shot from 27 ft,42,40
161,2,6:04.0,,Offensive rebound by J. Bolden,42,40
162,2,6:04.0,,J. Bolden makes 2-pt layup from 1 ft,42,42
163,2,5:51.0,D. Powell makes 2-pt layup from 3 ft (assist by R. Broekhoff),,44,42
164,2,5:29.0,,B. Simmons misses 2-pt jump shot from 9 ft,44,42
165,2,5:26.0,,Offensive rebound by J. Bolden,44,42
166,2,5:22.0,,B. Simmons misses 2-pt layup from 2 ft,44,42
167,2,5:20.0,Defensive rebound by J. Brunson,,44,42
168,2,5:10.0,J. Brunson misses 2-pt layup from 4 ft (block by S. Milton),,44,42
169,2,5:10.0,Offensive rebound by J. Brunson,,44,42
170,2,5:10.0,,L. Shamet enters the game for F. Korkmaz,44,42
171,2,5:10.0,Shooting foul by M. Muscala (drawn by J. Brunson),,44,42
172,2,5:10.0,J. Brunson makes free throw 1 of 2,,45,42
173,2,5:10.0,J. Brunson makes free throw 2 of 2,,46,42
174,2,5:02.0,,M. Muscala misses 3-pt jump shot from 27 ft,46,42
175,2,4:57.0,Defensive rebound by D. Finney-Smith,,46,42
176,2,4:36.0,D. Finney-Smith misses 3-pt jump shot from 27 ft,,46,42
177,2,4:32.0,,Defensive rebound by J. Bolden,46,42
178,2,4:32.0,,Turnover by M. Muscala (lost ball; steal by J. Brunson),46,42
179,2,4:27.0,J. Brunson misses 3-pt jump shot from 25 ft,,46,42
180,2,4:24.0,,Defensive rebound by J. Bolden,46,42
181,2,4:17.0,,M. Muscala makes 2-pt layup from 3 ft (assist by B. Simmons),46,44
182,2,4:16.0,Dallas full timeout,,46,44
183,2,4:16.0,H. Barnes enters the game for R. Broekhoff,,46,44
184,2,4:16.0,L. Dončić enters the game for J. Brunson,,46,44
185,2,4:16.0,D. Jordan enters the game for D. Finney-Smith,,46,44
186,2,4:16.0,W. Matthews enters the game for M. Kleber,,46,44
187,2,4:16.0,D. Smith enters the game for D. Powell,,46,44
188,2,4:16.0,,J. Embiid enters the game for J. Bolden,46,44
189,2,4:16.0,,T. McConnell enters the game for S. Milton,46,44
190,2,4:16.0,,J. Redick enters the game for M. Muscala,46,44
191,2,4:02.0,H. Barnes misses 2-pt jump shot from 8 ft,,46,44
192,2,3:59.0,,Defensive rebound by J. Embiid,46,44
193,2,3:47.0,,Turnover by B. Simmons (out of bounds lost ball),46,44
194,2,3:39.0,L. Dončić misses 2-pt jump shot from 15 ft,,46,44
195,2,3:37.0,,Defensive rebound by B. Simmons,46,44
196,2,3:33.0,,J. Redick makes 3-pt jump shot from 22 ft (assist by B. Simmons),46,47
197,2,3:11.0,H. Barnes makes 2-pt hook shot from 10 ft,,48,47
198,2,2:56.0,,J. Redick misses 3-pt jump shot from 25 ft,48,47
199,2,2:53.0,Defensive rebound by W. Matthews,,48,47
200,2,2:32.0,Shooting foul by L. Shamet (drawn by L. Dončić),,48,47
201,2,2:32.0,L. Dončić makes free throw 1 of 2,,49,47
202,2,2:32.0,L. Dončić misses free throw 2 of 2,,49,47
203,2,2:30.0,,Defensive rebound by B. Simmons,49,47
204,2,2:20.0,,Shooting foul by D. Jordan (drawn by J. Embiid),49,47
205,2,2:20.0,,J. Embiid makes free throw 1 of 2,49,48
206,2,2:20.0,,J. Embiid makes free throw 2 of 2,49,49
207,2,1:56.0,L. Dončić misses 3-pt jump shot from 28 ft,,49,49
208,2,1:51.0,,Defensive rebound by B. Simmons,49,49
209,2,1:40.0,,L. Shamet makes 3-pt jump shot from 24 ft (assist by J. Redick),49,52
210,2,1:25.0,D. Smith misses 2-pt layup from 2 ft,,49,52
211,2,1:23.0,,Defensive rebound by T. McConnell,49,52
212,2,1:18.0,,B. Simmons makes 2-pt dunk from 1 ft (assist by T. McConnell),49,54
213,2,1:18.0,Dallas full timeout,,49,54
214,2,1:18.0,,M. Muscala enters the game for J. Embiid,49,54
215,2,1:00.0,Turnover by H. Barnes (lost ball; steal by T. McConnell),,49,54
216,2,0:56.0,,Shooting foul by D. Smith (drawn by T. McConnell),49,54
217,2,0:56.0,,T. McConnell misses free throw 1 of 2,49,54
218,2,0:56.0,,Offensive rebound by Team,49,54
219,2,0:56.0,D. Powell enters the game for D. Jordan,,49,54
220,2,0:56.0,,T. McConnell misses free throw 2 of 2,49,54
221,2,0:55.0,Defensive rebound by L. Dončić,,49,54
222,2,0:37.0,Shooting foul by M. Muscala (drawn by H. Barnes),,49,54
223,2,0:37.0,H. Barnes makes free throw 1 of 2,,50,54
224,2,0:37.0,,J. Bolden enters the game for M. Muscala,50,54
225,2,0:37.0,H. Barnes makes free throw 2 of 2,,51,54
226,2,0:31.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by J. Bolden),51,57
227,2,0:20.0,H. Barnes misses 3-pt jump shot from 28 ft,,51,57
228,2,0:17.0,,Defensive rebound by B. Simmons,51,57
229,2,0:01.0,,B. Simmons makes 2-pt hook shot from 10 ft,51,59
230,2,0:00.0,L. Dončić misses 3-pt jump shot from 75 ft,,51,59
231,2,0:00.0,Offensive rebound by Team,,51,59
232,3,11:45.0,H. Barnes makes 2-pt layup from 1 ft (assist by D. Smith),,53,59
233,3,11:25.0,,J. Bolden misses 2-pt jump shot from 9 ft,53,59
234,3,11:22.0,Defensive rebound by D. Jordan,,53,59
235,3,11:14.0,D. Smith misses 3-pt jump shot from 25 ft,,53,59
236,3,11:11.0,,Defensive rebound by J. Bolden,53,59
237,3,11:04.0,,J. Bolden misses 3-pt jump shot from 28 ft,53,59
238,3,11:02.0,,Offensive rebound by B. Simmons,53,59
239,3,10:59.0,,F. Korkmaz misses 3-pt jump shot from 25 ft,53,59
240,3,10:55.0,Defensive rebound by H. Barnes,,53,59
241,3,10:49.0,H. Barnes misses 2-pt layup from 2 ft (block by J. Bolden),,53,59
242,3,10:45.0,Offensive rebound by H. Barnes,,53,59
243,3,10:41.0,W. Matthews makes 3-pt jump shot from 27 ft (assist by H. Barnes),,56,59
244,3,10:26.0,,J. Embiid misses 3-pt jump shot from 27 ft,56,59
245,3,10:21.0,Defensive rebound by L. Dončić,,56,59
246,3,10:15.0,W. Matthews misses 3-pt jump shot from 26 ft,,56,59
247,3,10:12.0,,Defensive rebound by J. Embiid,56,59
248,3,10:05.0,,Personal foul by W. Matthews (drawn by B. Simmons),56,59
249,3,10:00.0,,J. Redick makes 2-pt layup from 3 ft (assist by F. Korkmaz),56,61
250,3,9:45.0,L. Dončić misses 3-pt jump shot from 27 ft,,56,61
251,3,9:43.0,,Defensive rebound by J. Embiid,56,61
252,3,9:33.0,,Turnover by J. Redick (bad pass; steal by L. Dončić),56,61
253,3,9:19.0,L. Dončić misses 3-pt jump shot from 28 ft,,56,61
254,3,9:14.0,,Defensive rebound by F. Korkmaz,56,61
255,3,9:12.0,,Personal take foul by D. Smith (drawn by F. Korkmaz),56,61
256,3,9:12.0,Dallas full timeout,,56,61
257,3,8:57.0,,J. Embiid makes 2-pt dunk from 1 ft (assist by F. Korkmaz),56,63
258,3,8:28.0,W. Matthews misses 2-pt jump shot from 20 ft,,56,63
259,3,8:27.0,Offensive rebound by D. Jordan,,56,63
260,3,8:20.0,Personal foul by F. Korkmaz (drawn by D. Jordan),,56,63
261,3,8:09.0,H. Barnes misses 2-pt layup from 3 ft,,56,63
262,3,8:07.0,,Defensive rebound by J. Bolden,56,63
263,3,8:04.0,,Shooting foul by H. Barnes (drawn by J. Bolden),56,63
264,3,8:04.0,,J. Bolden misses free throw 1 of 2,56,63
265,3,8:04.0,,Offensive rebound by Team,56,63
266,3,8:04.0,,J. Bolden makes free throw 2 of 2,56,64
267,3,7:43.0,D. Jordan misses 2-pt dunk from 1 ft,,56,64
268,3,7:42.0,,Defensive rebound by F. Korkmaz,56,64
269,3,7:31.0,,B. Simmons makes 2-pt layup from 1 ft (assist by J. Embiid),56,66
270,3,7:14.0,L. Dončić misses 2-pt layup from 1 ft,,56,66
271,3,7:09.0,D. Jordan makes 2-pt layup from 1 ft,,58,66
272,3,7:09.0,Offensive rebound by D. Jordan,,58,66
273,3,7:02.0,,J. Embiid makes 3-pt jump shot from 28 ft (assist by B. Simmons),58,69
274,3,6:43.0,L. Dončić misses 3-pt jump shot from 27 ft,,58,69
275,3,6:40.0,,Defensive rebound by J. Embiid,58,69
276,3,6:35.0,,Shooting foul by D. Smith (drawn by J. Bolden),58,69
277,3,6:35.0,,J. Bolden misses free throw 1 of 2,58,69
278,3,6:35.0,,Offensive rebound by Team,58,69
279,3,6:35.0,J. Brunson enters the game for D. Jordan,,58,69
280,3,6:35.0,D. Powell enters the game for D. Smith,,58,69
281,3,6:35.0,,T. McConnell enters the game for J. Embiid,58,69
282,3,6:35.0,,M. Muscala enters the game for J. Redick,58,69
283,3,6:35.0,,J. Bolden makes free throw 2 of 2,58,70
284,3,6:15.0,Shooting foul by B. Simmons (drawn by L. Dončić),,58,70
285,3,6:15.0,L. Dončić misses free throw 1 of 2,,58,70
286,3,6:15.0,Offensive rebound by Team,,58,70
287,3,6:15.0,,S. Milton enters the game for J. Bolden,58,70
288,3,6:15.0,L. Dončić makes free throw 2 of 2,,59,70
289,3,5:54.0,,S. Milton makes 2-pt layup from 2 ft (assist by B. Simmons),59,72
290,3,5:54.0,,Shooting foul by D. Powell (drawn by S. Milton),59,72
291,3,5:54.0,,S. Milton makes free throw 1 of 1,59,73
292,3,5:43.0,W. Matthews makes 2-pt layup at rim,,61,73
293,3,5:28.0,,Personal foul by H. Barnes (drawn by B. Simmons),61,73
294,3,5:28.0,,Offensive rebound by Team,61,73
295,3,5:28.0,,B. Simmons misses free throw 1 of 2,61,73
296,3,5:28.0,,L. Shamet enters the game for F. Korkmaz,61,73
297,3,5:28.0,,B. Simmons misses free throw 2 of 2,61,73
298,3,5:26.0,Defensive rebound by H. Barnes,,61,73
299,3,5:12.0,L. Dončić makes 2-pt jump shot from 6 ft,,63,73
300,3,4:58.0,,L. Shamet makes 2-pt layup from 1 ft (assist by B. Simmons),63,75
301,3,4:53.0,Turnover by J. Brunson (lost ball; steal by T. McConnell),,63,75
302,3,4:48.0,,B. Simmons makes 2-pt layup at rim (assist by T. McConnell),63,77
303,3,4:48.0,Dallas full timeout,,63,77
304,3,4:48.0,R. Broekhoff enters the game for H. Barnes,,63,77
305,3,4:48.0,D. Finney-Smith enters the game for L. Dončić,,63,77
306,3,4:48.0,M. Kleber enters the game for W. Matthews,,63,77
307,3,4:33.0,Turnover by D. Powell (bad pass; steal by L. Shamet),,63,77
308,3,4:21.0,,L. Shamet makes 2-pt dunk from 1 ft (assist by B. Simmons),63,79
309,3,4:05.0,Turnover by R. Broekhoff (bad pass; steal by T. McConnell),,63,79
310,3,4:01.0,,B. Simmons misses 2-pt layup from 3 ft (block by R. Broekhoff),63,79
311,3,3:51.0,Defensive rebound by M. Kleber,,63,79
312,3,3:48.0,J. Brunson makes 2-pt jump shot from 11 ft,,65,79
313,3,3:30.0,,S. Milton misses 2-pt jump shot from 8 ft,65,79
314,3,3:30.0,,Offensive rebound by B. Simmons,65,79
315,3,3:30.0,,Shooting foul by M. Kleber (drawn by B. Simmons),65,79
316,3,3:30.0,,Offensive rebound by Team,65,79
317,3,3:30.0,,B. Simmons misses free throw 1 of 2,65,79
318,3,3:30.0,D. Jordan enters the game for D. Powell,,65,79
319,3,3:30.0,,J. Embiid enters the game for S. Milton,65,79
320,3,3:30.0,,J. Redick enters the game for M. Muscala,65,79
321,3,3:30.0,,B. Simmons makes free throw 2 of 2,65,80
322,3,3:11.0,Turnover by D. Jordan (bad pass),,65,80
323,3,3:11.0,,J. Bolden enters the game for B. Simmons,65,80
324,3,2:56.0,,L. Shamet misses 3-pt jump shot from 27 ft,65,80
325,3,2:52.0,Defensive rebound by J. Brunson,,65,80
326,3,2:46.0,J. Brunson makes 3-pt jump shot from 27 ft,,68,80
327,3,2:46.0,,Philadelphia full timeout,68,80
328,3,2:32.0,,Shooting foul by D. Jordan (drawn by J. Embiid),68,80
329,3,2:32.0,,J. Embiid makes free throw 1 of 2,68,81
330,3,2:32.0,,J. Embiid makes free throw 2 of 2,68,82
331,3,2:09.0,M. Kleber misses 2-pt jump shot from 20 ft (block by J. Bolden),,68,82
332,3,2:06.0,,Defensive rebound by J. Bolden,68,82
333,3,1:58.0,,T. McConnell makes 2-pt layup from 2 ft (assist by J. Embiid),68,84
334,3,1:44.0,J. Brunson misses 2-pt jump shot from 17 ft,,68,84
335,3,1:38.0,,Defensive rebound by J. Embiid,68,84
336,3,1:29.0,,J. Bolden makes 2-pt layup from 1 ft (assist by T. McConnell),68,86
337,3,1:18.0,Personal foul by T. McConnell (drawn by R. Broekhoff),,68,86
338,3,1:11.0,M. Kleber misses 3-pt jump shot from 26 ft,,68,86
339,3,1:08.0,,Defensive rebound by J. Embiid,68,86
340,3,1:00.0,Violation by Team (kicked ball),,68,86
341,3,0:51.0,,J. Redick misses 3-pt jump shot from 29 ft,68,86
342,3,0:50.0,Defensive rebound by Team,,68,86
343,3,0:50.0,,Loose ball foul by J. Bolden (drawn by J. Brunson),68,86
344,3,0:50.0,J. Brunson makes free throw 1 of 2,,69,86
345,3,0:50.0,J. Brunson makes free throw 2 of 2,,70,86
346,3,0:35.0,,L. Shamet misses 3-pt jump shot from 26 ft,70,86
347,3,0:32.0,Defensive rebound by D. Jordan,,70,86
348,3,0:16.0,J. Brunson misses 2-pt jump shot from 9 ft,,70,86
349,3,0:16.0,,Defensive rebound by Team,70,86
350,3,0:16.0,Loose ball foul by M. Kleber (drawn by J. Bolden),,70,86
351,3,0:16.0,,J. Bolden misses free throw 1 of 2,70,86
352,3,0:16.0,,Offensive rebound by Team,70,86
353,3,0:16.0,,J. Bolden makes free throw 2 of 2,70,87
354,3,0:02.0,R. Broekhoff misses 3-pt jump shot from 28 ft,,70,87
355,3,0:02.0,,Defensive rebound by J. Embiid,70,87
356,4,11:49.0,,J. Embiid misses 2-pt jump shot from 18 ft,70,87
357,4,11:46.0,Defensive rebound by M. Kleber,,70,87
358,4,11:32.0,Personal foul by J. Bolden (drawn by D. Jordan),,70,87
359,4,11:19.0,Turnover by D. Finney-Smith (bad pass),,70,87
360,4,11:09.0,,J. Redick makes 2-pt layup from 1 ft (assist by J. Embiid),70,89
361,4,11:00.0,Personal foul by J. Bolden (drawn by D. Finney-Smith),,70,89
362,4,10:55.0,Turnover by R. Broekhoff (bad pass; steal by J. Redick),,70,89
363,4,10:50.0,,J. Redick misses 3-pt jump shot from 27 ft,70,89
364,4,10:47.0,Defensive rebound by D. Finney-Smith,,70,89
365,4,10:45.0,Turnover by D. Finney-Smith (out of bounds lost ball),,70,89
366,4,10:33.0,,J. Embiid misses 2-pt layup from 2 ft,70,89
367,4,10:30.0,Defensive rebound by D. Jordan,,70,89
368,4,10:26.0,M. Kleber makes 2-pt dunk from 1 ft (assist by J. Brunson),,72,89
369,4,10:12.0,,Shooting foul by D. Jordan (drawn by J. Embiid),72,89
370,4,10:12.0,,J. Embiid makes free throw 1 of 2,72,90
371,4,10:12.0,,B. Simmons enters the game for J. Bolden,72,90
372,4,10:12.0,,J. Embiid misses free throw 2 of 2,72,90
373,4,10:10.0,Defensive rebound by M. Kleber,,72,90
374,4,9:56.0,D. Jordan makes 2-pt dunk from 1 ft (assist by J. Brunson),,74,90
375,4,9:47.0,,Turnover by B. Simmons (traveling),74,90
376,4,9:40.0,Turnover by R. Broekhoff (out of bounds lost ball),,74,90
377,4,9:20.0,,T. McConnell misses 2-pt jump shot from 14 ft,74,90
378,4,9:18.0,Defensive rebound by J. Brunson,,74,90
379,4,9:14.0,M. Kleber makes 2-pt dunk at rim (assist by R. Broekhoff),,76,90
380,4,8:55.0,,T. McConnell misses 2-pt jump shot from 20 ft,76,90
381,4,8:54.0,Defensive rebound by J. Brunson,,76,90
