,QUARTER,TIME_REMAINING,INDIANA_ACTION,MEMPHIS_ACTION,INDIANA_SCORE,MEMPHIS_SCORE
27,1,8:09.0,D. Collison makes free throw 1 of 2,,1,4
28,1,8:09.0,D. Collison makes free throw 2 of 2,,2,4
29,1,7:53.0,,J. Holiday misses 3-pt jump shot from 23 ft,2,4
30,1,7:49.0,Defensive rebound by T. Evans,,2,4
31,1,7:27.0,T. Young misses 3-pt jump shot from 26 ft (block by M. Gasol),,2,4
32,1,7:27.0,Offensive rebound by Team,,2,4
33,1,7:27.0,Turnover by Team (shot clock),,2,4
34,1,7:14.0,,Personal foul by M. Turner (drawn by M. Gasol),2,4
35,1,7:08.0,,J. Holiday misses 2-pt jump shot from 8 ft,2,4
36,1,7:05.0,Defensive rebound by M. Turner,,2,4
37,1,7:00.0,Shooting foul by J. Holiday (drawn by M. Turner),,2,4
38,1,7:00.0,M. Turner misses free throw 1 of 2,,2,4
39,1,7:00.0,Offensive rebound by Team,,2,4
40,1,7:00.0,,B. Caboclo enters the game for J. Holiday,2,4
41,1,7:00.0,M. Turner makes free throw 2 of 2,,3,4
42,1,6:42.0,,M. Gasol misses 3-pt jump shot from 26 ft,3,4
43,1,6:39.0,,Offensive rebound by M. Conley,3,4
44,1,6:31.0,,M. Gasol makes 2-pt hook shot from 6 ft (assist by M. Conley),3,6
45,1,6:18.0,M. Turner misses 3-pt jump shot from 25 ft,,3,6
46,1,6:14.0,,Defensive rebound by M. Gasol,3,6
47,1,6:07.0,,J. Jackson makes 2-pt dunk from 1 ft (assist by M. Conley),3,8
48,1,6:01.0,Indiana full timeout,,3,8
49,1,5:53.0,T. Young makes 2-pt layup from 2 ft (assist by D. Collison),,5,8
50,1,5:34.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),5,10
51,1,5:21.0,Offensive foul by T. Young (drawn by M. Gasol),,5,10
52,1,5:21.0,Turnover by T. Young (offensive foul),,5,10
53,1,5:12.0,,Shooting foul by B. Bogdanović (drawn by B. Caboclo),5,10
54,1,5:12.0,,B. Caboclo makes free throw 1 of 2,5,11
55,1,5:12.0,,S. Mack enters the game for M. Conley,5,11
56,1,5:12.0,,B. Caboclo makes free throw 2 of 2,5,12
57,1,4:56.0,Shooting foul by S. Mack (drawn by D. Collison),,5,12
58,1,4:56.0,D. Collison makes free throw 1 of 2,,6,12
59,1,4:56.0,C. Joseph enters the game for T. Evans,,6,12
60,1,4:56.0,D. Sabonis enters the game for T. Young,,6,12
61,1,4:56.0,D. Collison makes free throw 2 of 2,,7,12
62,1,4:46.0,,J. Carter misses 2-pt jump shot from 19 ft,7,12
63,1,4:42.0,,Offensive rebound by J. Jackson,7,12
64,1,4:38.0,,B. Caboclo makes 3-pt jump shot from 23 ft (assist by M. Gasol),7,15
65,1,4:17.0,M. Turner misses 3-pt jump shot from 26 ft,,7,15
66,1,4:14.0,,Defensive rebound by M. Gasol,7,15
67,1,4:04.0,,Personal foul by M. Turner (drawn by J. Jackson),7,15
68,1,4:04.0,T. Leaf enters the game for M. Turner,,7,15
69,1,4:01.0,,Personal foul by T. Leaf (drawn by J. Jackson),7,15
70,1,4:01.0,,J. Jackson makes free throw 1 of 2,7,16
71,1,4:01.0,,J. Jackson makes free throw 2 of 2,7,17
72,1,3:52.0,Personal foul by J. Carter (drawn by D. Collison),,7,17
73,1,3:52.0,D. Collison makes free throw 1 of 2,,8,17
74,1,3:52.0,,J. Green enters the game for J. Jackson,8,17
75,1,3:52.0,D. Collison makes free throw 2 of 2,,9,17
76,1,3:28.0,,J. Green misses 3-pt jump shot from 23 ft,9,17
77,1,3:25.0,Defensive rebound by C. Joseph,,9,17
78,1,3:14.0,D. Sabonis misses 2-pt hook shot from 2 ft,,9,17
79,1,3:12.0,,Defensive rebound by J. Green,9,17
80,1,3:05.0,,M. Gasol makes 2-pt hook shot from 4 ft (assist by S. Mack),9,19
81,1,2:53.0,Shooting foul by M. Gasol (drawn by B. Bogdanović),,9,19
82,1,2:53.0,,Memphis full timeout,9,19
83,1,2:53.0,A. Holiday enters the game for D. Collison,,9,19
84,1,2:53.0,,J. Holiday enters the game for J. Carter,9,19
85,1,2:53.0,,J. Noah enters the game for M. Gasol,9,19
86,1,2:53.0,B. Bogdanović makes free throw 1 of 2,,10,19
87,1,2:53.0,B. Bogdanović makes free throw 2 of 2,,11,19
88,1,2:33.0,,J. Holiday makes 2-pt jump shot from 16 ft (assist by J. Noah),11,21
89,1,2:19.0,B. Bogdanović makes 2-pt layup from 1 ft,,13,21
90,1,2:07.0,,J. Noah misses 2-pt layup from 3 ft (block by C. Joseph),13,21
91,1,2:03.0,Defensive rebound by A. Holiday,,13,21
92,1,2:03.0,A. Holiday misses 2-pt jump shot from 10 ft,,13,21
93,1,2:03.0,Offensive rebound by Team,,13,21
94,1,2:03.0,,Loose ball foul by J. Noah (drawn by D. Sabonis),13,21
95,1,2:03.0,D. Sabonis makes free throw 1 of 2,,14,21
96,1,2:03.0,D. McDermott enters the game for B. Bogdanović,,14,21
97,1,2:03.0,D. Sabonis misses free throw 2 of 2,,14,21
98,1,2:00.0,,Defensive rebound by J. Noah,14,21
99,1,1:47.0,,J. Green misses 3-pt jump shot from 25 ft,14,21
100,1,1:43.0,,Offensive rebound by B. Caboclo,14,21
101,1,1:42.0,,S. Mack misses 3-pt jump shot from 25 ft,14,21
102,1,1:39.0,Defensive rebound by T. Leaf,,14,21
103,1,1:33.0,C. Joseph makes 2-pt layup from 1 ft,,16,21
104,1,1:17.0,,J. Holiday misses 2-pt jump shot from 5 ft,16,21
105,1,1:15.0,,Offensive rebound by J. Noah,16,21
106,1,1:03.0,,J. Green misses 2-pt hook shot from 6 ft,16,21
107,1,0:59.0,Defensive rebound by T. Leaf,,16,21
108,1,0:52.0,T. Leaf misses 3-pt jump shot from 25 ft,,16,21
109,1,0:48.0,,Defensive rebound by B. Caboclo,16,21
110,1,0:36.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by S. Mack),16,24
111,1,0:26.0,A. Holiday makes 3-pt jump shot from 26 ft (assist by C. Joseph),,19,24
112,1,0:01.0,,Turnover by Team (shot clock),19,24
113,1,0:00.0,C. Joseph misses 3-pt jump shot from 29 ft,,19,24
114,1,0:00.0,Offensive rebound by Team,,19,24
115,2,11:47.0,Shooting foul by J. Noah (drawn by D. Sabonis),,19,24
116,2,11:47.0,D. Sabonis misses free throw 1 of 2,,19,24
117,2,11:47.0,Offensive rebound by Team,,19,24
118,2,11:47.0,D. Sabonis misses free throw 2 of 2,,19,24
119,2,11:43.0,,Defensive rebound by J. Green,19,24
120,2,11:33.0,,J. Holiday misses 3-pt jump shot from 25 ft,19,24
121,2,11:29.0,Defensive rebound by A. Holiday,,19,24
122,2,11:13.0,Shooting foul by J. Green (drawn by C. Joseph),,19,24
123,2,11:13.0,C. Joseph makes free throw 1 of 2,,20,24
124,2,11:13.0,C. Joseph makes free throw 2 of 2,,21,24
125,2,11:08.0,,Personal foul by A. Holiday (drawn by S. Mack),21,24
126,2,10:54.0,,J. Noah makes 2-pt hook shot from 1 ft,21,26
127,2,10:42.0,Personal foul by J. Green (drawn by C. Joseph),,21,26
128,2,10:36.0,A. Holiday misses 3-pt jump shot from 26 ft,,21,26
129,2,10:33.0,,Defensive rebound by J. Green,21,26
130,2,10:22.0,,Turnover by S. Mack (bad pass; steal by T. Leaf),21,26
131,2,10:16.0,T. Leaf makes 2-pt layup from 1 ft,,23,26
132,2,10:09.0,,Memphis full timeout,23,26
133,2,10:09.0,,J. Carter enters the game for B. Caboclo,23,26
134,2,10:09.0,,M. Conley enters the game for S. Mack,23,26
135,2,10:02.0,,J. Holiday makes 2-pt layup from 1 ft (assist by M. Conley),23,28
136,2,9:48.0,D. Sabonis makes 2-pt layup from 1 ft (assist by C. Joseph),,25,28
137,2,9:22.0,,J. Carter misses 2-pt jump shot from 18 ft,25,28
138,2,9:19.0,Defensive rebound by T. Leaf,,25,28
139,2,9:12.0,C. Joseph misses 2-pt jump shot from 20 ft,,25,28
140,2,9:09.0,,Defensive rebound by J. Noah,25,28
141,2,8:57.0,,J. Green misses 2-pt hook shot from 1 ft,25,28
142,2,8:56.0,Defensive rebound by D. Sabonis,,25,28
143,2,8:41.0,Turnover by C. Joseph (bad pass; steal by J. Green),,25,28
144,2,8:36.0,,J. Holiday makes 2-pt dunk at rim (assist by M. Conley),25,30
145,2,8:33.0,,Technical foul by J. Green,25,30
146,2,8:33.0,T. Young enters the game for T. Leaf,,25,30
147,2,8:33.0,,J. Jackson enters the game for J. Green,25,30
148,2,8:33.0,D. McDermott makes technical free throw,,26,30
149,2,8:29.0,Offensive foul by D. McDermott (drawn by J. Holiday),,26,30
150,2,8:29.0,Turnover by D. McDermott (offensive foul),,26,30
151,2,8:10.0,,J. Noah makes 2-pt dunk from 1 ft (assist by J. Holiday),26,32
152,2,7:59.0,A. Holiday makes 2-pt jump shot from 12 ft (assist by D. Sabonis),,28,32
153,2,7:59.0,Violation by Team (delay of game),,28,32
154,2,7:43.0,,M. Conley makes 2-pt layup from 1 ft (assist by J. Noah),28,34
155,2,7:27.0,A. Holiday makes 2-pt jump shot from 14 ft,,30,34
156,2,7:15.0,,J. Jackson makes 2-pt hook shot from 7 ft (assist by J. Noah),30,36
157,2,7:15.0,,Shooting foul by T. Young (drawn by J. Jackson),30,36
158,2,7:15.0,,J. Jackson makes free throw 1 of 1,30,37
159,2,7:04.0,A. Holiday misses 2-pt layup from 2 ft,,30,37
160,2,7:00.0,,Defensive rebound by J. Jackson,30,37
161,2,6:49.0,,Turnover by M. Conley (bad pass; steal by A. Holiday),30,37
162,2,6:44.0,T. Young makes 2-pt layup from 1 ft (assist by A. Holiday),,32,37
163,2,6:31.0,,J. Jackson misses 3-pt jump shot from 25 ft,32,37
164,2,6:27.0,Defensive rebound by D. McDermott,,32,37
165,2,6:22.0,Turnover by A. Holiday (bad pass),,32,37
166,2,6:22.0,,M. Gasol enters the game for J. Noah,32,37
167,2,6:06.0,,J. Holiday makes 2-pt jump shot from 20 ft (assist by M. Gasol),32,39
168,2,5:48.0,C. Joseph misses 2-pt layup from 1 ft,,32,39
169,2,5:44.0,Offensive rebound by T. Young,,32,39
170,2,5:44.0,T. Young misses 2-pt jump shot from 10 ft,,32,39
171,2,5:43.0,Offensive rebound by D. Sabonis,,32,39
172,2,5:43.0,D. Sabonis misses 2-pt layup from 1 ft,,32,39
173,2,5:43.0,Offensive rebound by D. Sabonis,,32,39
174,2,5:43.0,Shooting foul by M. Gasol (drawn by D. Sabonis),,32,39
175,2,5:43.0,D. Sabonis makes free throw 1 of 2,,33,39
176,2,5:43.0,D. Collison enters the game for A. Holiday,,33,39
177,2,5:43.0,T. Evans enters the game for D. McDermott,,33,39
178,2,5:43.0,D. Sabonis makes free throw 2 of 2,,34,39
179,2,5:27.0,,Turnover by M. Conley (lost ball; steal by D. Collison),34,39
180,2,5:19.0,C. Joseph makes 2-pt jump shot from 10 ft (assist by D. Collison),,36,39
181,2,5:18.0,,Memphis full timeout,36,39
182,2,5:18.0,B. Bogdanović enters the game for C. Joseph,,36,39
183,2,5:18.0,M. Turner enters the game for D. Sabonis,,36,39
184,2,5:05.0,,M. Conley misses 3-pt jump shot from 24 ft,36,39
185,2,5:01.0,Defensive rebound by B. Bogdanović,,36,39
186,2,4:53.0,Offensive foul by T. Young (drawn by M. Conley),,36,39
187,2,4:53.0,Turnover by T. Young (offensive foul),,36,39
188,2,4:53.0,D. Sabonis enters the game for T. Young,,36,39
189,2,4:41.0,,J. Jackson misses 2-pt layup from 2 ft (block by M. Turner),36,39
190,2,4:39.0,Defensive rebound by D. Sabonis,,36,39
191,2,4:30.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,36,39
192,2,4:26.0,,Defensive rebound by M. Conley,36,39
193,2,4:19.0,,M. Gasol misses 3-pt jump shot from 26 ft,36,39
194,2,4:16.0,Defensive rebound by D. Sabonis,,36,39
195,2,4:09.0,Turnover by T. Evans (bad pass),,36,39
196,2,3:55.0,,M. Conley makes 2-pt jump shot from 13 ft,36,41
197,2,3:37.0,T. Evans misses 2-pt jump shot from 21 ft,,36,41
198,2,3:35.0,,Defensive rebound by M. Gasol,36,41
199,2,3:20.0,,Turnover by M. Conley (bad pass),36,41
200,2,3:09.0,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by D. Collison),,38,41
201,2,2:43.0,,M. Conley misses 3-pt jump shot from 25 ft,38,41
202,2,2:43.0,,Offensive rebound by Team,38,41
203,2,2:43.0,Loose ball foul by D. Sabonis (drawn by J. Jackson),,38,41
204,2,2:43.0,,J. Noah enters the game for M. Gasol,38,41
205,2,2:37.0,,Shooting foul by D. Collison (drawn by M. Conley),38,41
206,2,2:37.0,,M. Conley makes free throw 1 of 3,38,42
207,2,2:37.0,,M. Conley makes free throw 2 of 3,38,43
208,2,2:37.0,,B. Caboclo enters the game for J. Carter,38,43
209,2,2:37.0,,M. Conley makes free throw 3 of 3,38,44
210,2,2:25.0,Turnover by D. Collison (lost ball; steal by M. Conley),,38,44
211,2,2:15.0,,M. Conley makes 3-pt jump shot from 25 ft (assist by J. Jackson),38,47
212,2,1:49.0,D. Sabonis misses 2-pt jump shot from 18 ft,,38,47
213,2,1:48.0,,Defensive rebound by J. Jackson,38,47
214,2,1:38.0,,J. Jackson makes 2-pt jump shot from 13 ft (assist by M. Conley),38,49
215,2,1:19.0,T. Evans makes 2-pt layup from 1 ft,,40,49
216,2,0:55.0,,J. Jackson makes 2-pt hook shot from 9 ft,40,51
217,2,0:47.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),,42,51
218,2,0:36.0,,J. Noah makes 2-pt dunk from 2 ft (assist by J. Holiday),42,53
219,2,0:29.0,D. Sabonis misses 2-pt layup from 1 ft,,42,53
220,2,0:27.0,,Defensive rebound by Team,42,53
221,2,0:27.0,C. Joseph enters the game for D. Collison,,42,53
222,2,0:27.0,K. O'Quinn enters the game for M. Turner,,42,53
223,2,0:03.0,,Turnover by Team (shot clock),42,53
224,2,0:00.0,T. Evans misses 2-pt layup from 2 ft (block by B. Caboclo),,42,53
225,2,0:00.0,Offensive rebound by Team,,42,53
226,3,11:43.0,B. Bogdanović makes 2-pt layup from 4 ft (assist by M. Turner),,44,53
227,3,11:19.0,,J. Carter misses 2-pt jump shot from 17 ft,44,53
228,3,11:16.0,Defensive rebound by T. Young,,44,53
229,3,11:16.0,Personal foul by J. Carter (drawn by T. Young),,44,53
230,3,10:57.0,D. Collison makes 3-pt jump shot from 23 ft (assist by M. Turner),,47,53
231,3,10:44.0,,J. Jackson makes 2-pt layup from 2 ft (assist by M. Conley),47,55
232,3,10:32.0,B. Bogdanović misses 2-pt layup from 2 ft,,47,55
233,3,10:30.0,,Defensive rebound by M. Conley,47,55
234,3,10:23.0,,M. Conley makes 2-pt layup from 3 ft,47,57
235,3,10:11.0,Personal foul by J. Holiday (drawn by M. Turner),,47,57
236,3,9:58.0,T. Evans makes 2-pt jump shot from 20 ft,,49,57
237,3,9:35.0,,M. Gasol misses 2-pt hook shot from 7 ft,49,57
238,3,9:33.0,Defensive rebound by T. Evans,,49,57
239,3,9:22.0,T. Young misses 3-pt jump shot from 26 ft,,49,57
240,3,9:17.0,,Defensive rebound by J. Jackson,49,57
241,3,9:12.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by M. Conley),49,60
242,3,8:50.0,M. Turner makes 2-pt jump shot from 7 ft (assist by T. Young),,51,60
243,3,8:35.0,,M. Gasol misses 2-pt jump shot from 10 ft,51,60
244,3,8:33.0,Defensive rebound by T. Young,,51,60
245,3,8:28.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by D. Collison),,53,60
246,3,8:28.0,,Violation by Team (def goaltending),53,60
247,3,8:03.0,,J. Jackson makes 2-pt jump shot from 11 ft,53,62
248,3,7:53.0,B. Bogdanović misses 2-pt jump shot from 14 ft,,53,62
249,3,7:51.0,,Defensive rebound by J. Jackson,53,62
250,3,7:46.0,,M. Conley makes 2-pt layup from 2 ft,53,64
251,3,7:46.0,,Shooting foul by D. Collison (drawn by M. Conley),53,64
252,3,7:46.0,,M. Conley misses free throw 1 of 1,53,64
253,3,7:44.0,Defensive rebound by B. Bogdanović,,53,64
254,3,7:32.0,T. Evans makes 3-pt jump shot from 23 ft (assist by M. Turner),,56,64
255,3,7:12.0,,Shooting foul by T. Young (drawn by J. Jackson),56,64
256,3,7:12.0,,J. Jackson misses free throw 1 of 2,56,64
257,3,7:12.0,,Offensive rebound by Team,56,64
258,3,7:12.0,D. Sabonis enters the game for T. Young,,56,64
259,3,7:12.0,,J. Jackson makes free throw 2 of 2,56,65
260,3,6:55.0,Turnover by T. Evans (lost ball; steal by J. Holiday),,56,65
261,3,6:55.0,,Personal foul by T. Evans (drawn by J. Holiday),56,65
262,3,6:55.0,,Memphis full timeout,56,65
263,3,6:39.0,,J. Carter misses 3-pt jump shot from 26 ft,56,65
264,3,6:36.0,Defensive rebound by M. Turner,,56,65
265,3,6:25.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,56,65
266,3,6:23.0,,Defensive rebound by M. Gasol,56,65
267,3,6:02.0,,J. Jackson misses 2-pt jump shot from 12 ft,56,65
268,3,5:59.0,Defensive rebound by T. Evans,,56,65
269,3,5:51.0,M. Turner misses 3-pt jump shot from 26 ft,,56,65
270,3,5:46.0,Offensive rebound by D. Sabonis,,56,65
271,3,5:44.0,D. Sabonis makes 2-pt hook shot from 3 ft,,58,65
272,3,5:17.0,,Turnover by M. Conley (bad pass; steal by D. Sabonis),58,65
273,3,5:12.0,T. Evans makes 2-pt layup from 7 ft,,60,65
274,3,5:10.0,,Memphis full timeout,60,65
275,3,5:10.0,,B. Caboclo enters the game for J. Carter,60,65
276,3,5:10.0,,S. Mack enters the game for M. Conley,60,65
277,3,5:10.0,,I. Rabb enters the game for J. Jackson,60,65
278,3,4:58.0,,Turnover by J. Holiday (bad pass; steal by M. Turner),60,65
279,3,4:54.0,T. Evans misses 2-pt layup from 6 ft (block by I. Rabb),,60,65
280,3,4:51.0,Offensive rebound by Team,,60,65
281,3,4:46.0,M. Turner misses 2-pt jump shot from 18 ft,,60,65
282,3,4:42.0,,Defensive rebound by I. Rabb,60,65
283,3,4:28.0,,Turnover by I. Rabb (traveling),60,65
284,3,4:28.0,C. Joseph enters the game for T. Evans,,60,65
285,3,4:18.0,M. Turner makes 3-pt jump shot from 26 ft (assist by D. Collison),,63,65
286,3,3:56.0,,I. Rabb makes 2-pt dunk from 1 ft (assist by J. Holiday),63,67
287,3,3:41.0,D. Collison makes 2-pt layup from 1 ft,,65,67
288,3,3:31.0,,S. Mack misses 2-pt jump shot from 6 ft,65,67
289,3,3:26.0,Defensive rebound by D. Collison,,65,67
290,3,3:15.0,M. Turner makes 2-pt dunk from 1 ft (assist by D. Collison),,67,67
291,3,2:59.0,,S. Mack makes 2-pt layup at rim (assist by M. Gasol),67,69
292,3,2:55.0,Indiana full timeout,,67,69
293,3,2:55.0,D. McDermott enters the game for B. Bogdanović,,67,69
294,3,2:55.0,,J. Noah enters the game for M. Gasol,67,69
295,3,2:37.0,D. McDermott misses 3-pt jump shot from 24 ft,,67,69
296,3,2:34.0,,Defensive rebound by J. Noah,67,69
297,3,2:25.0,,Shooting foul by C. Joseph (drawn by J. Holiday),67,69
298,3,2:25.0,,J. Holiday makes free throw 1 of 2,67,70
299,3,2:25.0,A. Holiday enters the game for D. Collison,,67,70
300,3,2:25.0,,J. Holiday makes free throw 2 of 2,67,71
301,3,2:09.0,Turnover by D. Sabonis (bad pass; steal by B. Caboclo),,67,71
302,3,1:49.0,,Turnover by S. Mack (traveling),67,71
303,3,1:34.0,C. Joseph misses 3-pt jump shot from 26 ft,,67,71
304,3,1:31.0,,Defensive rebound by J. Noah,67,71
305,3,1:27.0,,Personal foul by A. Holiday (drawn by S. Mack),67,71
306,3,1:27.0,,S. Mack misses free throw 1 of 2,67,71
307,3,1:27.0,,Offensive rebound by Team,67,71
308,3,1:27.0,T. Leaf enters the game for M. Turner,,67,71
309,3,1:27.0,,S. Mack makes free throw 2 of 2,67,72
310,3,1:09.0,D. Sabonis makes 2-pt hook shot from 9 ft,,69,72
311,3,0:52.0,,B. Caboclo makes 3-pt jump shot from 25 ft (assist by J. Noah),69,75
312,3,0:40.0,A. Holiday misses 2-pt layup from 1 ft (block by J. Noah),,69,75
313,3,0:37.0,Offensive rebound by A. Holiday,,69,75
314,3,0:29.0,A. Holiday misses 3-pt jump shot from 26 ft,,69,75
315,3,0:26.0,,Defensive rebound by S. Mack,69,75
316,3,0:18.0,,J. Noah misses 2-pt hook shot from 4 ft (block by T. Leaf),69,75
317,3,0:16.0,Defensive rebound by T. Leaf,,69,75
318,3,0:09.0,A. Holiday misses 3-pt jump shot from 26 ft,,69,75
319,3,0:07.0,,Defensive rebound by Team,69,75
320,3,0:07.0,Loose ball foul by D. Sabonis (drawn by J. Noah),,69,75
321,3,0:07.0,,J. Noah makes free throw 1 of 2,69,76
322,3,0:07.0,,J. Carter enters the game for I. Rabb,69,76
323,3,0:07.0,,J. Noah misses free throw 2 of 2,69,76
324,3,0:02.0,,Offensive rebound by B. Caboclo,69,76
325,3,0:01.0,,S. Mack makes 2-pt jump shot from 3 ft (assist by B. Caboclo),69,78
326,3,0:00.0,C. Joseph misses 2-pt layup from 5 ft,,69,78
327,3,0:00.0,Offensive rebound by Team,,69,78
328,4,11:39.0,,B. Caboclo misses 3-pt jump shot from 23 ft,69,78
329,4,11:36.0,Defensive rebound by C. Joseph,,69,78
330,4,11:29.0,A. Holiday misses 2-pt jump shot from 19 ft,,69,78
331,4,11:24.0,,Defensive rebound by J. Holiday,69,78
332,4,11:10.0,,J. Noah makes 2-pt hook shot from 2 ft,69,80
333,4,10:55.0,Personal foul by J. Holiday (drawn by D. McDermott),,69,80
334,4,10:48.0,Shooting foul by J. Holiday (drawn by C. Joseph),,69,80
335,4,10:48.0,C. Joseph makes free throw 1 of 2,,70,80
336,4,10:48.0,,J. Carter enters the game for J. Holiday,70,80
337,4,10:48.0,C. Joseph makes free throw 2 of 2,,71,80
338,4,10:30.0,,Personal foul by B. Bogdanović (drawn by I. Rabb),71,80
339,4,10:20.0,,Turnover by J. Noah (bad pass; steal by C. Joseph),71,80
340,4,10:11.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,71,80
341,4,10:11.0,,Defensive rebound by Team,71,80
342,4,9:45.0,,Shooting foul by B. Bogdanović (drawn by J. Carter),71,80
343,4,9:45.0,,J. Carter misses free throw 1 of 2,71,80
344,4,9:45.0,,Offensive rebound by Team,71,80
345,4,9:45.0,,J. Carter misses free throw 2 of 2,71,80
346,4,9:44.0,Defensive rebound by Team,,71,80
347,4,9:44.0,,Loose ball foul by J. Noah (drawn by D. Sabonis),71,80
348,4,9:29.0,Turnover by D. McDermott (bad pass; steal by S. Mack),,71,80
349,4,9:18.0,,B. Caboclo misses 2-pt layup from 2 ft,71,80
350,4,9:16.0,Defensive rebound by D. Sabonis,,71,80
351,4,8:58.0,D. McDermott makes 3-pt jump shot from 23 ft (assist by C. Joseph),,74,80
352,4,8:38.0,,J. Carter misses 3-pt jump shot from 26 ft,74,80
353,4,8:35.0,Defensive rebound by D. Sabonis,,74,80
354,4,8:30.0,A. Holiday misses 2-pt jump shot from 20 ft,,74,80
355,4,8:26.0,,Defensive rebound by S. Mack,74,80
356,4,8:16.0,,J. Carter misses 2-pt jump shot from 12 ft,74,80
357,4,8:13.0,,Offensive rebound by J. Noah,74,80
358,4,8:13.0,,J. Noah misses 2-pt layup from 1 ft,74,80
359,4,8:13.0,Defensive rebound by C. Joseph,,74,80
360,4,8:09.0,D. McDermott misses 2-pt jump shot from 20 ft,,74,80
361,4,8:07.0,,Defensive rebound by S. Mack,74,80
362,4,7:57.0,,S. Mack makes 2-pt layup from 1 ft,74,82
363,4,7:57.0,,Shooting foul by A. Holiday (drawn by S. Mack),74,82
364,4,7:57.0,,M. Conley enters the game for J. Carter,74,82
365,4,7:57.0,,M. Gasol enters the game for J. Noah,74,82
366,4,7:57.0,,J. Jackson enters the game for I. Rabb,74,82
367,4,7:57.0,,S. Mack makes free throw 1 of 1,74,83
368,4,7:57.0,Indiana full timeout,,74,83
369,4,7:57.0,D. Collison enters the game for A. Holiday,,74,83
370,4,7:57.0,T. Young enters the game for D. McDermott,,74,83
371,4,7:44.0,,Technical foul by J. Jackson,74,83
372,4,7:44.0,B. Bogdanović makes technical free throw,,75,83
373,4,7:44.0,Shooting foul by J. Jackson (drawn by D. Sabonis),,75,83
374,4,7:44.0,D. Sabonis makes free throw 2 of 2,,76,83
375,4,7:44.0,D. Sabonis makes free throw 1 of 2,,77,83
376,4,7:26.0,,M. Conley makes 2-pt jump shot from 20 ft (assist by S. Mack),77,85
377,4,6:59.0,C. Joseph makes 2-pt jump shot from 9 ft,,79,85
378,4,6:39.0,,S. Mack misses 3-pt jump shot from 22 ft,79,85
379,4,6:37.0,Defensive rebound by Team,,79,85
380,4,6:37.0,,Loose ball foul by J. Jackson (drawn by T. Young),79,85
381,4,6:37.0,T. Young misses free throw 1 of 2,,79,85
382,4,6:37.0,Offensive rebound by Team,,79,85
383,4,6:37.0,T. Young makes free throw 2 of 2,,80,85
384,4,6:17.0,,S. Mack misses 2-pt jump shot from 9 ft,80,85
385,4,6:15.0,Defensive rebound by B. Bogdanović,,80,85
386,4,6:04.0,Turnover by D. Sabonis (traveling),,80,85
387,4,6:04.0,,J. Holiday enters the game for S. Mack,80,85
388,4,5:46.0,,Turnover by J. Jackson (lost ball; steal by T. Young),80,85
389,4,5:43.0,Turnover by D. Sabonis (bad pass),,80,85
