,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DALLAS_ACTION,WASHINGTON_SCORE,DALLAS_SCORE
388,4,5:43.0,,D. Smith misses 2-pt layup from 2 ft (block by J. Wall),93,99
389,4,5:43.0,,Offensive rebound by Team,93,99
390,4,5:40.0,,D. Finney-Smith misses 3-pt jump shot from 23 ft,93,99
391,4,5:36.0,,Offensive rebound by D. Smith,93,99
392,4,5:33.0,,D. Jordan makes 2-pt dunk from 1 ft (assist by D. Smith),93,101
393,4,5:32.0,Washington full timeout,,93,101
394,4,5:12.0,J. Wall misses 2-pt jump shot from 18 ft,,93,101
395,4,5:10.0,,Defensive rebound by H. Barnes,93,101
396,4,5:03.0,,D. Jordan makes 2-pt layup from 1 ft (assist by D. Smith),93,103
397,4,4:42.0,Personal foul by D. Smith (drawn by B. Beal),,93,103
398,4,4:42.0,M. Morris enters the game for A. Rivers,,93,103
399,4,4:42.0,,W. Matthews enters the game for D. Finney-Smith,93,103
400,4,4:30.0,Turnover by B. Beal (bad pass; steal by H. Barnes),,93,103
401,4,4:25.0,,H. Barnes makes 2-pt layup at rim (assist by D. Smith),93,105
402,4,4:25.0,,Shooting foul by M. Morris (drawn by H. Barnes),93,105
403,4,4:25.0,,H. Barnes makes free throw 1 of 1,93,106
404,4,4:16.0,B. Beal misses 3-pt jump shot from 26 ft,,93,106
405,4,4:13.0,,Defensive rebound by H. Barnes,93,106
406,4,4:08.0,,Turnover by D. Smith (lost ball; steal by B. Beal),93,106
407,4,4:07.0,Shooting foul by H. Barnes (drawn by B. Beal),,93,106
408,4,4:07.0,B. Beal makes free throw 1 of 2,,94,106
409,4,4:07.0,B. Beal makes free throw 2 of 2,,95,106
410,4,3:50.0,,L. Dončić makes 2-pt jump shot from 14 ft,95,108
411,4,3:31.0,Shooting foul by D. Smith (drawn by J. Wall),,95,108
412,4,3:31.0,J. Wall misses free throw 1 of 2,,95,108
413,4,3:31.0,Offensive rebound by Team,,95,108
414,4,3:31.0,J. Wall makes free throw 2 of 2,,96,108
415,4,3:10.0,,H. Barnes makes 2-pt jump shot from 16 ft (assist by D. Smith),96,110
416,4,2:49.0,M. Morris misses 3-pt jump shot from 25 ft,,96,110
417,4,2:47.0,,Defensive rebound by D. Jordan,96,110
418,4,2:37.0,,Shooting foul by B. Beal (drawn by W. Matthews),96,110
419,4,2:37.0,,W. Matthews makes free throw 1 of 3,96,111
420,4,2:37.0,,W. Matthews makes free throw 2 of 3,96,112
421,4,2:37.0,Washington full timeout,,96,112
422,4,2:37.0,,W. Matthews makes free throw 3 of 3,96,113
423,4,2:27.0,O. Porter misses 3-pt jump shot from 23 ft,,96,113
424,4,2:25.0,,Defensive rebound by H. Barnes,96,113
425,4,2:13.0,,D. Smith makes 2-pt layup from 2 ft,96,115
426,4,1:57.0,J. Wall makes 2-pt layup from 1 ft (assist by M. Morris),,98,115
427,4,1:40.0,,H. Barnes misses 2-pt jump shot from 13 ft,98,115
428,4,1:37.0,Defensive rebound by M. Morris,,98,115
429,4,1:30.0,J. Wall misses 2-pt jump shot from 19 ft,,98,115
430,4,1:28.0,,Defensive rebound by H. Barnes,98,115
431,4,1:16.0,,Personal foul by B. Beal (drawn by L. Dončić),98,115
432,4,1:16.0,,L. Dončić makes free throw 1 of 2,98,116
433,4,1:16.0,T. Brown enters the game for B. Beal,,98,116
434,4,1:16.0,T. Bryant enters the game for D. Howard,,98,116
435,4,1:16.0,J. Green enters the game for M. Morris,,98,116
436,4,1:16.0,K. Oubre enters the game for O. Porter,,98,116
437,4,1:16.0,J. Smith enters the game for J. Wall,,98,116
438,4,1:16.0,,R. Broekhoff enters the game for H. Barnes,98,116
439,4,1:16.0,,J. Brunson enters the game for D. Jordan,98,116
440,4,1:16.0,,S. Mejri enters the game for W. Matthews,98,116
441,4,1:16.0,,L. Dončić makes free throw 2 of 2,98,117
442,4,1:01.0,Turnover by J. Green (bad pass),,98,117
443,4,1:01.0,,M. Kleber enters the game for L. Dončić,98,117
444,4,0:44.0,,D. Smith makes 2-pt dunk at rim,98,119
445,4,0:40.0,Personal take foul by D. Smith (drawn by T. Brown),,98,119
446,4,0:40.0,T. Brown makes free throw 1 of 2,,99,119
447,4,0:40.0,,D. Powell enters the game for D. Smith,99,119
448,4,0:40.0,T. Brown makes free throw 2 of 2,,100,119
449,4,0:29.0,,M. Kleber misses 3-pt jump shot from 25 ft,100,119
450,4,0:25.0,Defensive rebound by J. Green,,100,119
451,4,0:21.0,T. Brown misses 2-pt layup from 2 ft,,100,119
452,4,0:19.0,,Defensive rebound by D. Powell,100,119
