,QUARTER,TIME_REMAINING,PORTLAND_ACTION,PHILADELPHIA_ACTION,PORTLAND_SCORE,PHILADELPHIA_SCORE
384,4,9:48.0,,Defensive rebound by B. Simmons,106,85
385,4,9:45.0,,Shooting foul by E. Freedom (drawn by J. Butler),106,85
386,4,9:45.0,,J. Butler makes free throw 1 of 2,106,86
387,4,9:45.0,,J. Butler makes free throw 2 of 2,106,87
388,4,9:33.0,E. Freedom makes 2-pt layup from 2 ft (assist by R. Hood),,108,87
389,4,9:33.0,Shooting foul by J. Butler (drawn by E. Freedom),,108,87
390,4,9:33.0,E. Freedom makes free throw 1 of 1,,109,87
391,4,9:25.0,,B. Simmons makes 2-pt layup from 1 ft (assist by J. Redick),109,89
392,4,9:16.0,Technical foul by E. Freedom,,109,89
393,4,9:16.0,,Technical foul by M. Scott,109,89
394,4,9:02.0,S. Curry misses 3-pt jump shot from 27 ft,,109,89
395,4,8:58.0,Offensive rebound by C. McCollum,,109,89
396,4,8:56.0,C. McCollum misses 2-pt layup from 3 ft,,109,89
397,4,8:54.0,,Defensive rebound by B. Simmons,109,89
398,4,8:49.0,,J. Butler misses 3-pt jump shot from 26 ft,109,89
399,4,8:46.0,Defensive rebound by J. Layman,,109,89
400,4,8:31.0,Shooting foul by T. Harris (drawn by E. Freedom),,109,89
401,4,8:31.0,E. Freedom makes free throw 1 of 2,,110,89
402,4,8:31.0,E. Freedom makes free throw 2 of 2,,111,89
403,4,8:13.0,,T. Harris misses 3-pt jump shot from 27 ft,111,89
404,4,8:10.0,Defensive rebound by E. Freedom,,111,89
405,4,7:57.0,E. Freedom misses 2-pt jump shot from 12 ft,,111,89
406,4,7:55.0,,Defensive rebound by T. Harris,111,89
407,4,7:51.0,,Shooting foul by E. Freedom (drawn by B. Simmons),111,89
408,4,7:51.0,,B. Simmons makes free throw 1 of 2,111,90
409,4,7:51.0,,B. Simmons makes free throw 2 of 2,111,91
410,4,7:35.0,C. McCollum misses 2-pt jump shot from 19 ft,,111,91
411,4,7:32.0,,Defensive rebound by B. Simmons,111,91
412,4,7:26.0,,B. Simmons makes 2-pt layup from 1 ft,111,93
413,4,7:05.0,C. McCollum makes 2-pt jump shot from 19 ft (assist by E. Freedom),,113,93
414,4,6:51.0,,B. Simmons makes 2-pt jump shot from 8 ft (assist by J. Redick),113,95
415,4,6:32.0,R. Hood misses 2-pt jump shot from 16 ft,,113,95
416,4,6:29.0,,Defensive rebound by T. Harris,113,95
417,4,6:23.0,,J. Redick misses 3-pt jump shot from 27 ft,113,95
418,4,6:20.0,Defensive rebound by E. Freedom,,113,95
419,4,6:08.0,S. Curry makes 2-pt layup from 2 ft,,115,95
420,4,5:52.0,,T. Harris makes 2-pt jump shot from 18 ft,115,97
421,4,5:25.0,J. Layman makes 2-pt dunk from 1 ft (assist by C. McCollum),,117,97
422,4,5:24.0,,Philadelphia full timeout,117,97
423,4,5:24.0,,T. McConnell enters the game for J. Butler,117,97
424,4,5:24.0,,J. Simmons enters the game for J. Redick,117,97
425,4,5:14.0,,Turnover by B. Simmons (bad pass; steal by R. Hood),117,97
426,4,5:06.0,Offensive foul by J. Layman (drawn by B. Simmons),,117,97
427,4,5:06.0,Turnover by J. Layman (offensive foul),,117,97
428,4,4:53.0,,T. McConnell misses 2-pt jump shot from 23 ft,117,97
429,4,4:51.0,Defensive rebound by J. Layman,,117,97
430,4,4:33.0,C. McCollum makes 2-pt layup from 4 ft,,119,97
431,4,4:24.0,,J. Simmons makes 2-pt layup from 2 ft,119,99
432,4,4:03.0,Turnover by E. Freedom (lost ball; steal by J. Simmons),,119,99
433,4,3:56.0,,T. McConnell misses 2-pt jump shot from 18 ft,119,99
434,4,3:52.0,Defensive rebound by R. Hood,,119,99
435,4,3:48.0,Personal take foul by T. Harris (drawn by S. Curry),,119,99
436,4,3:48.0,Z. Collins enters the game for E. Freedom,,119,99
437,4,3:48.0,G. Trent enters the game for C. McCollum,,119,99
438,4,3:48.0,,J. Bolden enters the game for T. Harris,119,99
439,4,3:48.0,,J. Ennis enters the game for B. Simmons,119,99
440,4,3:33.0,Z. Collins makes 2-pt layup from 2 ft (assist by S. Curry),,121,99
441,4,3:23.0,,J. Ennis misses 3-pt jump shot from 26 ft,121,99
442,4,3:21.0,,Offensive rebound by T. McConnell,121,99
443,4,3:21.0,S. Labissière enters the game for R. Hood,,121,99
444,4,3:17.0,,J. Simmons makes 2-pt jump shot from 10 ft (assist by T. McConnell),121,101
445,4,3:02.0,J. Layman misses 3-pt jump shot from 26 ft,,121,101
446,4,2:59.0,,Defensive rebound by M. Scott,121,101
447,4,2:50.0,,Shooting foul by S. Labissière (drawn by J. Simmons),121,101
448,4,2:50.0,,J. Simmons misses free throw 1 of 2,121,101
449,4,2:50.0,,Offensive rebound by Team,121,101
450,4,2:50.0,,J. Simmons makes free throw 2 of 2,121,102
451,4,2:35.0,,Violation by Team (kicked ball),121,102
452,4,2:32.0,Turnover by S. Labissière (traveling),,121,102
453,4,2:20.0,,J. Bolden makes 2-pt layup from 1 ft (assist by J. Simmons),121,104
454,4,2:08.0,Z. Collins misses 3-pt jump shot from 27 ft,,121,104
455,4,2:08.0,Offensive rebound by Team,,121,104
456,4,2:08.0,,Loose ball foul by M. Scott (drawn by S. Labissière),121,104
457,4,2:02.0,S. Curry makes 2-pt jump shot from 21 ft (assist by Z. Collins),,123,104
458,4,1:52.0,,J. Bolden makes 3-pt jump shot from 26 ft (assist by M. Scott),123,107
459,4,1:43.0,G. Trent misses 3-pt jump shot from 26 ft,,123,107
460,4,1:40.0,,Defensive rebound by J. Bolden,123,107
461,4,1:36.0,,J. Simmons makes 3-pt jump shot from 23 ft (assist by T. McConnell),123,110
462,4,1:28.0,Shooting foul by J. Simmons (drawn by S. Curry),,123,110
463,4,1:28.0,S. Curry makes free throw 1 of 2,,124,110
464,4,1:28.0,S. Curry makes free throw 2 of 2,,125,110
465,4,1:14.0,,M. Scott makes 3-pt jump shot from 25 ft (assist by T. McConnell),125,113
466,4,0:52.0,Z. Collins makes 2-pt hook shot from 6 ft,,127,113
467,4,0:47.0,,J. Simmons misses 3-pt jump shot from 26 ft,127,113
468,4,0:43.0,Defensive rebound by Team,,127,113
469,4,0:24.0,S. Curry makes 3-pt jump shot from 27 ft,,130,113
470,4,0:05.0,,T. McConnell misses 2-pt layup from 1 ft (block by S. Labissière),130,113
471,4,0:03.0,,Offensive rebound by M. Scott,130,113
472,4,0:03.0,,M. Scott misses 2-pt layup at rim,130,113
473,4,0:03.0,,Offensive rebound by M. Scott,130,113
474,4,0:03.0,,M. Scott makes 2-pt layup from 1 ft,130,115
