,QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,BROOKLYN_ACTION,LA CLIPPERS_SCORE,BROOKLYN_SCORE
51,1,5:52.0,Defensive rebound by S. Gilgeous-Alexander,,23,24
52,1,5:46.0,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,,23,24
53,1,5:40.0,,Defensive rebound by S. Dinwiddie,23,24
54,1,5:34.0,,S. Dinwiddie makes 2-pt jump shot from 14 ft,23,26
55,1,5:08.0,D. Gallinari makes 2-pt jump shot from 14 ft,,25,26
56,1,4:46.0,,J. Allen makes 2-pt layup from 3 ft (assist by S. Dinwiddie),25,28
57,1,4:25.0,P. Beverley misses 2-pt jump shot from 16 ft,,25,28
58,1,4:22.0,,Defensive rebound by J. Allen,25,28
59,1,4:14.0,,J. Allen makes 2-pt dunk from 1 ft (assist by S. Dinwiddie),25,30
60,1,3:54.0,M. Harrell makes 2-pt dunk from 2 ft (assist by P. Beverley),,27,30
61,1,3:40.0,,S. Dinwiddie misses 2-pt layup from 5 ft,27,30
62,1,3:38.0,,Offensive rebound by S. Dinwiddie,27,30
63,1,3:34.0,,D. Russell makes 3-pt jump shot from 26 ft (assist by S. Dinwiddie),27,33
64,1,3:14.0,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,,27,33
65,1,3:11.0,,Defensive rebound by J. Allen,27,33
66,1,3:05.0,,D. Russell misses 3-pt jump shot from 26 ft,27,33
67,1,3:04.0,Defensive rebound by Team,,27,33
68,1,3:04.0,M. Scott enters the game for P. Beverley,,27,33
69,1,3:04.0,T. Wallace enters the game for D. Gallinari,,27,33
70,1,3:04.0,L. Williams enters the game for S. Gilgeous-Alexander,,27,33
71,1,3:04.0,,D. Carroll enters the game for J. Allen,27,33
72,1,3:04.0,,E. Davis enters the game for A. Crabbe,27,33
73,1,3:04.0,,R. Hollis-Jefferson enters the game for J. Dudley,27,33
74,1,3:04.0,,S. Napier enters the game for D. Russell,27,33
75,1,2:53.0,T. Harris misses 2-pt jump shot from 16 ft,,27,33
76,1,2:50.0,,Defensive rebound by D. Carroll,27,33
77,1,2:36.0,,S. Dinwiddie makes 2-pt dunk from 2 ft,27,35
78,1,2:23.0,Shooting foul by S. Dinwiddie (drawn by L. Williams),,27,35
79,1,2:23.0,L. Williams makes free throw 1 of 2,,28,35
80,1,2:23.0,L. Williams makes free throw 2 of 2,,29,35
81,1,2:09.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,29,35
82,1,2:06.0,Defensive rebound by T. Harris,,29,35
83,1,1:59.0,T. Harris makes 2-pt jump shot from 15 ft,,31,35
84,1,1:36.0,,S. Napier misses 2-pt layup from 7 ft,31,35
85,1,1:32.0,Defensive rebound by M. Harrell,,31,35
86,1,1:26.0,Shooting foul by S. Napier (drawn by L. Williams),,31,35
87,1,1:26.0,L. Williams makes free throw 1 of 2,,32,35
88,1,1:26.0,S. Thornwell enters the game for T. Harris,,32,35
89,1,1:26.0,L. Williams misses free throw 2 of 2,,32,35
90,1,1:24.0,,Defensive rebound by E. Davis,32,35
91,1,1:10.0,,D. Carroll makes 2-pt layup from 3 ft (assist by S. Dinwiddie),32,37
92,1,0:57.0,T. Wallace misses 3-pt jump shot from 25 ft,,32,37
93,1,0:57.0,,Defensive rebound by Team,32,37
94,1,0:48.0,,Offensive foul by R. Hollis-Jefferson (drawn by T. Wallace),32,37
95,1,0:48.0,,Turnover by R. Hollis-Jefferson (offensive foul),32,37
96,1,0:42.0,L. Williams misses 3-pt jump shot from 26 ft,,32,37
97,1,0:38.0,Offensive rebound by M. Harrell,,32,37
98,1,0:37.0,M. Harrell misses 2-pt layup from 2 ft (block by E. Davis),,32,37
99,1,0:34.0,,Defensive rebound by E. Davis,32,37
100,1,0:30.0,,S. Napier misses 3-pt jump shot from 26 ft,32,37
101,1,0:28.0,Defensive rebound by M. Harrell,,32,37
102,1,0:07.0,M. Harrell misses 2-pt layup from 1 ft,,32,37
103,1,0:05.0,,Defensive rebound by E. Davis,32,37
104,1,0:02.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,32,37
105,1,0:02.0,Defensive rebound by L. Williams,,32,37
106,2,11:49.0,T. Wallace misses 2-pt layup from 4 ft (block by E. Davis),,32,37
107,2,11:45.0,,Defensive rebound by D. Russell,32,37
108,2,11:38.0,,D. Carroll makes 3-pt jump shot from 25 ft,32,40
109,2,11:23.0,S. Thornwell misses 2-pt jump shot from 7 ft,,32,40
110,2,11:21.0,,Defensive rebound by E. Davis,32,40
111,2,11:01.0,,R. Hollis-Jefferson misses 2-pt jump shot from 12 ft,32,40
112,2,11:00.0,,Offensive rebound by R. Hollis-Jefferson,32,40
113,2,10:59.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,32,40
114,2,10:58.0,,Offensive rebound by E. Davis,32,40
115,2,10:56.0,,E. Davis misses 2-pt layup from 1 ft,32,40
116,2,10:56.0,,Offensive rebound by E. Davis,32,40
117,2,10:55.0,,E. Davis makes 2-pt layup from 1 ft,32,42
118,2,10:45.0,L. Williams misses 2-pt jump shot from 10 ft,,32,42
119,2,10:42.0,,Defensive rebound by Team,32,42
120,2,10:31.0,,Turnover by D. Carroll (bad pass; steal by T. Wallace),32,42
121,2,10:26.0,T. Wallace makes 2-pt layup from 1 ft,,34,42
122,2,10:10.0,,Shooting foul by M. Scott (drawn by D. Carroll),34,42
123,2,10:10.0,,D. Carroll makes free throw 1 of 2,34,43
124,2,10:10.0,,D. Carroll makes free throw 2 of 2,34,44
125,2,9:58.0,T. Wallace misses 2-pt layup from 4 ft (block by D. Russell),,34,44
126,2,9:58.0,Offensive rebound by Team,,34,44
127,2,9:49.0,L. Williams makes 2-pt jump shot from 13 ft,,36,44
128,2,9:32.0,,D. Russell makes 2-pt jump shot from 22 ft,36,46
129,2,9:12.0,M. Scott misses 2-pt jump shot from 11 ft,,36,46
130,2,9:09.0,,Defensive rebound by D. Carroll,36,46
131,2,9:07.0,,Shooting foul by M. Harrell (drawn by R. Hollis-Jefferson),36,46
132,2,9:07.0,,R. Hollis-Jefferson misses free throw 1 of 2,36,46
133,2,9:07.0,,Offensive rebound by Team,36,46
134,2,9:07.0,P. Beverley enters the game for S. Thornwell,,36,46
135,2,9:07.0,,R. Hollis-Jefferson makes free throw 2 of 2,36,47
136,2,8:53.0,T. Wallace misses 2-pt jump shot from 8 ft,,36,47
137,2,8:49.0,Offensive rebound by M. Harrell,,36,47
138,2,8:45.0,L. Williams misses 3-pt jump shot from 23 ft,,36,47
139,2,8:43.0,,Defensive rebound by D. Carroll,36,47
140,2,8:36.0,,Shooting foul by P. Beverley (drawn by R. Hollis-Jefferson),36,47
141,2,8:36.0,,R. Hollis-Jefferson makes free throw 1 of 2,36,48
142,2,8:36.0,,R. Hollis-Jefferson makes free throw 2 of 2,36,49
143,2,8:12.0,L. Williams misses 2-pt jump shot from 19 ft,,36,49
144,2,8:09.0,,Defensive rebound by D. Carroll,36,49
145,2,7:58.0,,R. Hollis-Jefferson misses 2-pt layup from 7 ft,36,49
146,2,7:58.0,,Offensive rebound by R. Hollis-Jefferson,36,49
147,2,7:43.0,,R. Hollis-Jefferson makes 2-pt jump shot from 14 ft,36,51
148,2,7:28.0,M. Scott misses 2-pt layup from 3 ft,,36,51
149,2,7:27.0,Offensive rebound by M. Harrell,,36,51
150,2,7:26.0,M. Scott makes 2-pt layup from 1 ft (assist by M. Harrell),,38,51
151,2,7:16.0,,D. Russell misses 2-pt jump shot from 13 ft,38,51
152,2,7:13.0,Defensive rebound by M. Scott,,38,51
153,2,7:09.0,T. Wallace makes 2-pt layup from 2 ft (assist by M. Scott),,40,51
154,2,7:09.0,,Brooklyn full timeout,40,51
155,2,7:09.0,D. Gallinari enters the game for M. Harrell,,40,51
156,2,7:09.0,T. Harris enters the game for T. Wallace,,40,51
157,2,7:09.0,,S. Dinwiddie enters the game for R. Hollis-Jefferson,40,51
158,2,7:09.0,,J. Harris enters the game for S. Napier,40,51
159,2,6:53.0,,J. Harris makes 2-pt layup from 4 ft,40,53
160,2,6:35.0,M. Scott makes 2-pt jump shot from 16 ft,,42,53
161,2,6:19.0,,S. Dinwiddie misses 3-pt jump shot from 24 ft,42,53
162,2,6:14.0,,Offensive rebound by E. Davis,42,53
163,2,6:08.0,,D. Russell misses 2-pt jump shot from 14 ft,42,53
164,2,6:05.0,,Offensive rebound by D. Carroll,42,53
165,2,6:03.0,,D. Carroll misses 3-pt jump shot from 24 ft,42,53
166,2,6:02.0,,Offensive rebound by Team,42,53
167,2,6:02.0,Loose ball foul by M. Scott (drawn by E. Davis),,42,53
168,2,6:02.0,S. Gilgeous-Alexander enters the game for L. Williams,,42,53
169,2,5:53.0,,S. Dinwiddie misses 2-pt layup from 11 ft,42,53
170,2,5:51.0,Defensive rebound by T. Harris,,42,53
171,2,5:42.0,D. Gallinari misses 2-pt layup from 2 ft,,42,53
172,2,5:42.0,Offensive rebound by Team,,42,53
173,2,5:42.0,,Loose ball foul by E. Davis (drawn by D. Gallinari),42,53
174,2,5:42.0,,A. Crabbe enters the game for D. Russell,42,53
175,2,5:29.0,Shooting foul by E. Davis (drawn by M. Scott),,42,53
176,2,5:29.0,M. Scott makes free throw 1 of 2,,43,53
177,2,5:29.0,M. Scott makes free throw 2 of 2,,44,53
178,2,5:13.0,,Shooting foul by S. Gilgeous-Alexander (drawn by D. Carroll),44,53
179,2,5:13.0,,D. Carroll makes free throw 1 of 2,44,54
180,2,5:13.0,,J. Allen enters the game for E. Davis,44,54
181,2,5:13.0,,D. Carroll makes free throw 2 of 2,44,55
182,2,4:58.0,D. Gallinari makes 2-pt jump shot from 6 ft,,46,55
183,2,4:36.0,,J. Harris misses 2-pt jump shot from 9 ft,46,55
184,2,4:33.0,Defensive rebound by T. Harris,,46,55
185,2,4:27.0,T. Harris makes 3-pt jump shot from 26 ft (assist by S. Gilgeous-Alexander),,49,55
186,2,3:58.0,,D. Carroll misses 2-pt hook shot from 11 ft,49,55
187,2,3:56.0,Defensive rebound by M. Scott,,49,55
188,2,3:53.0,Shooting foul by A. Crabbe (drawn by T. Harris),,49,55
189,2,3:53.0,T. Harris makes free throw 1 of 2,,50,55
190,2,3:53.0,,J. Dudley enters the game for D. Carroll,50,55
191,2,3:53.0,T. Harris misses free throw 2 of 2,,50,55
192,2,3:50.0,,Defensive rebound by J. Allen,50,55
193,2,3:31.0,,A. Crabbe misses 2-pt jump shot from 18 ft,50,55
194,2,3:29.0,Defensive rebound by M. Scott,,50,55
195,2,3:24.0,P. Beverley misses 3-pt jump shot from 25 ft,,50,55
196,2,3:20.0,,Defensive rebound by A. Crabbe,50,55
197,2,3:12.0,,Shooting foul by T. Harris (drawn by A. Crabbe),50,55
198,2,3:12.0,,A. Crabbe makes free throw 1 of 2,50,56
199,2,3:12.0,LA Clippers full timeout,,50,56
200,2,3:12.0,,A. Crabbe makes free throw 2 of 2,50,57
201,2,2:57.0,T. Harris misses 3-pt jump shot from 25 ft,,50,57
202,2,2:53.0,,Defensive rebound by A. Crabbe,50,57
203,2,2:47.0,,S. Dinwiddie misses 2-pt layup from 6 ft,50,57
204,2,2:44.0,,Offensive rebound by J. Allen,50,57
205,2,2:43.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by J. Allen),50,60
206,2,2:30.0,S. Gilgeous-Alexander misses 2-pt jump shot from 14 ft,,50,60
207,2,2:27.0,,Defensive rebound by J. Dudley,50,60
208,2,2:21.0,,Turnover by S. Dinwiddie (bad pass),50,60
209,2,2:21.0,,Loose ball foul by J. Harris (drawn by P. Beverley),50,60
210,2,2:21.0,M. Gortat enters the game for M. Scott,,50,60
211,2,2:08.0,Offensive foul by S. Gilgeous-Alexander (drawn by S. Dinwiddie),,50,60
212,2,2:08.0,Turnover by S. Gilgeous-Alexander (offensive foul),,50,60
213,2,1:51.0,,J. Harris misses 2-pt layup from 11 ft,50,60
214,2,1:48.0,Defensive rebound by T. Harris,,50,60
215,2,1:41.0,T. Harris makes 2-pt jump shot from 18 ft,,52,60
216,2,1:33.0,,Personal foul by S. Gilgeous-Alexander (drawn by J. Allen),52,60
217,2,1:33.0,,J. Allen makes free throw 1 of 2,52,61
218,2,1:33.0,L. Williams enters the game for S. Gilgeous-Alexander,,52,61
219,2,1:33.0,,J. Allen makes free throw 2 of 2,52,62
220,2,1:21.0,T. Harris makes 2-pt layup from 5 ft,,54,62
221,2,1:08.0,,J. Allen misses 2-pt jump shot from 9 ft,54,62
222,2,1:06.0,Defensive rebound by D. Gallinari,,54,62
223,2,0:58.0,D. Gallinari misses 3-pt jump shot from 25 ft,,54,62
224,2,0:55.0,Offensive rebound by M. Gortat,,54,62
225,2,0:52.0,P. Beverley makes 3-pt jump shot from 25 ft (assist by D. Gallinari),,57,62
226,2,0:30.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by S. Dinwiddie),57,65
227,2,0:08.0,L. Williams misses 2-pt jump shot from 19 ft,,57,65
228,2,0:06.0,,Defensive rebound by Team,57,65
229,2,0:06.0,Loose ball foul by M. Gortat (drawn by J. Allen),,57,65
230,2,0:06.0,,J. Allen makes free throw 1 of 2,57,66
231,2,0:06.0,J. Robinson enters the game for M. Gortat,,57,66
232,2,0:06.0,,R. Hollis-Jefferson enters the game for J. Harris,57,66
233,2,0:06.0,,J. Allen makes free throw 2 of 2,57,67
234,2,0:03.0,J. Robinson makes 3-pt jump shot from 23 ft (assist by P. Beverley),,60,67
235,2,0:00.0,,S. Dinwiddie misses 3-pt jump shot from 34 ft,60,67
236,2,0:00.0,,Offensive rebound by Team,60,67
237,3,11:43.0,Turnover by T. Harris (bad pass; steal by J. Harris),,60,67
238,3,11:31.0,,J. Allen misses 3-pt jump shot from 23 ft,60,67
239,3,11:28.0,Defensive rebound by D. Gallinari,,60,67
240,3,11:19.0,Turnover by D. Gallinari (bad pass; steal by D. Russell),,60,67
241,3,11:15.0,,A. Crabbe misses 3-pt jump shot from 25 ft,60,67
242,3,11:13.0,Defensive rebound by M. Gortat,,60,67
243,3,11:01.0,D. Gallinari misses 2-pt jump shot from 20 ft,,60,67
244,3,10:56.0,,Defensive rebound by A. Crabbe,60,67
245,3,10:41.0,,J. Dudley makes 3-pt jump shot from 27 ft (assist by D. Russell),60,70
246,3,10:14.0,Shooting foul by J. Allen (drawn by D. Gallinari),,60,70
247,3,10:14.0,D. Gallinari makes free throw 1 of 2,,61,70
248,3,10:14.0,D. Gallinari makes free throw 2 of 2,,62,70
249,3,10:01.0,,D. Russell misses 2-pt jump shot from 14 ft,62,70
250,3,10:01.0,Defensive rebound by M. Gortat,,62,70
251,3,9:54.0,T. Harris makes 2-pt layup from 3 ft,,64,70
252,3,9:41.0,,A. Crabbe makes 2-pt layup from 3 ft (assist by J. Harris),64,72
253,3,9:29.0,S. Gilgeous-Alexander misses 2-pt layup from 4 ft,,64,72
254,3,9:24.0,Offensive rebound by M. Gortat,,64,72
255,3,9:24.0,M. Gortat misses 2-pt layup from 1 ft,,64,72
256,3,9:24.0,Offensive rebound by M. Gortat,,64,72
257,3,9:21.0,D. Gallinari misses 3-pt jump shot from 26 ft,,64,72
258,3,9:18.0,,Defensive rebound by J. Allen,64,72
259,3,9:03.0,,J. Dudley makes 2-pt layup from 3 ft (assist by J. Harris),64,74
260,3,8:49.0,T. Harris misses 2-pt jump shot from 18 ft,,64,74
261,3,8:47.0,,Defensive rebound by J. Allen,64,74
262,3,8:36.0,,J. Harris misses 3-pt jump shot from 26 ft,64,74
263,3,8:33.0,Defensive rebound by M. Gortat,,64,74
264,3,8:21.0,M. Gortat makes 2-pt hook shot from 4 ft,,66,74
265,3,8:00.0,,J. Allen misses 2-pt hook shot from 6 ft,66,74
266,3,8:00.0,Defensive rebound by M. Gortat,,66,74
267,3,7:49.0,Turnover by T. Harris (bad pass; steal by D. Russell),,66,74
268,3,7:45.0,,J. Harris makes 2-pt layup at rim (assist by D. Russell),66,76
269,3,7:32.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by P. Beverley),,69,76
270,3,7:17.0,,J. Harris misses 2-pt jump shot from 11 ft,69,76
271,3,7:14.0,Defensive rebound by S. Gilgeous-Alexander,,69,76
272,3,7:09.0,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,69,76
273,3,7:06.0,,Defensive rebound by J. Allen,69,76
274,3,7:03.0,,A. Crabbe makes 2-pt layup from 1 ft (assist by D. Russell),69,78
275,3,7:03.0,LA Clippers full timeout,,69,78
276,3,6:46.0,S. Gilgeous-Alexander misses 2-pt jump shot from 17 ft,,69,78
277,3,6:43.0,,Defensive rebound by J. Dudley,69,78
278,3,6:30.0,,J. Harris makes 3-pt jump shot from 25 ft (assist by D. Russell),69,81
279,3,6:14.0,S. Gilgeous-Alexander misses 2-pt jump shot from 11 ft,,69,81
280,3,6:09.0,Offensive rebound by M. Gortat,,69,81
281,3,6:09.0,M. Gortat makes 2-pt layup from 1 ft,,71,81
282,3,5:57.0,,D. Russell makes 3-pt jump shot from 25 ft,71,84
283,3,5:31.0,T. Harris makes 3-pt jump shot from 25 ft,,74,84
284,3,5:24.0,,Shooting foul by S. Gilgeous-Alexander (drawn by J. Harris),74,84
285,3,5:24.0,,J. Harris makes free throw 1 of 3,74,85
286,3,5:24.0,,J. Harris misses free throw 2 of 3,74,85
287,3,5:24.0,,Offensive rebound by Team,74,85
288,3,5:24.0,L. Williams enters the game for S. Gilgeous-Alexander,,74,85
289,3,5:24.0,,J. Harris makes free throw 3 of 3,74,86
290,3,5:03.0,D. Gallinari misses 2-pt layup from 3 ft,,74,86
291,3,5:03.0,Offensive rebound by Team,,74,86
292,3,5:03.0,,Loose ball foul by J. Dudley (drawn by D. Gallinari),74,86
293,3,5:03.0,,D. Carroll enters the game for J. Allen,74,86
294,3,5:03.0,,E. Davis enters the game for A. Crabbe,74,86
295,3,5:03.0,,S. Dinwiddie enters the game for J. Harris,74,86
296,3,4:57.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by P. Beverley),,77,86
297,3,4:34.0,,D. Russell makes 3-pt jump shot from 25 ft,77,89
298,3,4:19.0,T. Harris makes 2-pt layup from 6 ft,,79,89
299,3,4:11.0,,Brooklyn full timeout,79,89
300,3,4:11.0,M. Harrell enters the game for M. Gortat,,79,89
301,3,4:11.0,,R. Hollis-Jefferson enters the game for J. Dudley,79,89
302,3,4:02.0,,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by D. Russell),79,91
303,3,3:49.0,D. Gallinari makes 3-pt jump shot from 25 ft (assist by P. Beverley),,82,91
304,3,3:24.0,,S. Dinwiddie misses 2-pt layup from 4 ft,82,91
305,3,3:21.0,,Offensive rebound by D. Carroll,82,91
306,3,3:15.0,,Turnover by S. Dinwiddie (discontinued dribble),82,91
307,3,3:15.0,,S. Napier enters the game for D. Russell,82,91
308,3,3:05.0,P. Beverley misses 3-pt jump shot from 25 ft,,82,91
309,3,3:04.0,Offensive rebound by Team,,82,91
310,3,3:04.0,,Loose ball foul by D. Carroll (drawn by D. Gallinari),82,91
311,3,3:04.0,M. Scott enters the game for D. Gallinari,,82,91
312,3,2:51.0,M. Scott misses 2-pt jump shot from 16 ft,,82,91
313,3,2:47.0,,Defensive rebound by E. Davis,82,91
314,3,2:38.0,,Personal foul by P. Beverley (drawn by S. Dinwiddie),82,91
315,3,2:27.0,,Shooting foul by T. Harris (drawn by S. Napier),82,91
316,3,2:27.0,Violation by Team (delay of game),,82,91
317,3,2:27.0,,S. Napier makes free throw 1 of 2,82,92
318,3,2:27.0,,S. Napier misses free throw 2 of 2,82,92
319,3,2:25.0,Defensive rebound by M. Scott,,82,92
320,3,2:14.0,P. Beverley misses 2-pt jump shot from 4 ft,,82,92
321,3,2:12.0,,Defensive rebound by E. Davis,82,92
322,3,2:09.0,,Turnover by S. Napier (out of bounds lost ball),82,92
323,3,2:09.0,T. Wallace enters the game for P. Beverley,,82,92
324,3,1:57.0,M. Harrell makes 2-pt layup from 2 ft (assist by M. Scott),,84,92
325,3,1:57.0,Shooting foul by E. Davis (drawn by M. Harrell),,84,92
326,3,1:57.0,M. Harrell misses free throw 1 of 1,,84,92
327,3,1:57.0,,Defensive rebound by R. Hollis-Jefferson,84,92
328,3,1:39.0,,R. Hollis-Jefferson misses 3-pt jump shot from 22 ft,84,92
329,3,1:36.0,Defensive rebound by T. Harris,,84,92
330,3,1:29.0,M. Harrell makes 2-pt layup from 3 ft (assist by L. Williams),,86,92
331,3,1:29.0,Shooting foul by S. Dinwiddie (drawn by M. Harrell),,86,92
332,3,1:29.0,M. Harrell misses free throw 1 of 1,,86,92
333,3,1:29.0,,Defensive rebound by R. Hollis-Jefferson,86,92
334,3,1:20.0,,Shooting foul by T. Wallace (drawn by S. Dinwiddie),86,92
335,3,1:20.0,,S. Dinwiddie makes free throw 1 of 2,86,93
336,3,1:20.0,,S. Dinwiddie makes free throw 2 of 2,86,94
337,3,1:08.0,T. Wallace misses 2-pt layup from 3 ft (block by S. Napier),,86,94
338,3,1:03.0,Offensive rebound by T. Wallace,,86,94
339,3,0:57.0,T. Wallace misses 3-pt jump shot from 22 ft,,86,94
340,3,0:54.0,,Defensive rebound by D. Carroll,86,94
341,3,0:48.0,,Turnover by S. Napier (lost ball; steal by L. Williams),86,94
342,3,0:43.0,Turnover by L. Williams (lost ball; steal by R. Hollis-Jefferson),,86,94
343,3,0:43.0,,Personal take foul by L. Williams (drawn by R. Hollis-Jefferson),86,94
344,3,0:43.0,Technical foul by L. Williams,,86,94
345,3,0:43.0,,S. Dinwiddie makes technical free throw,86,95
346,3,0:43.0,,R. Hollis-Jefferson misses free throw 1 of 2,86,95
347,3,0:43.0,,Offensive rebound by Team,86,95
348,3,0:43.0,,R. Hollis-Jefferson makes free throw 2 of 2,86,96
349,3,0:32.0,T. Wallace makes 2-pt layup from 1 ft (assist by T. Harris),,88,96
350,3,0:32.0,Violation by Team (delay of game),,88,96
351,3,0:32.0,Violation by Team (delay of game),,88,96
352,3,0:32.0,,S. Dinwiddie makes technical free throw,88,97
353,3,0:08.0,,S. Napier misses 2-pt jump shot from 13 ft,88,97
354,3,0:07.0,Defensive rebound by Team,,88,97
355,3,0:07.0,J. Robinson enters the game for T. Wallace,,88,97
356,3,0:00.0,L. Williams makes 2-pt layup from 2 ft,,90,97
357,4,11:42.0,,S. Napier misses 2-pt layup from 9 ft,90,97
358,4,11:38.0,Defensive rebound by S. Thornwell,,90,97
359,4,11:24.0,L. Williams makes 2-pt jump shot from 12 ft,,92,97
360,4,11:01.0,,S. Dinwiddie misses 2-pt jump shot from 11 ft,92,97
361,4,10:59.0,Defensive rebound by Team,,92,97
362,4,10:48.0,M. Scott makes 3-pt jump shot from 25 ft (assist by L. Williams),,95,97
363,4,10:32.0,,Turnover by S. Napier (bad pass),95,97
364,4,10:32.0,,J. Harris enters the game for S. Dinwiddie,95,97
365,4,10:32.0,,D. Russell enters the game for S. Napier,95,97
366,4,10:21.0,L. Williams makes 2-pt jump shot from 20 ft,,97,97
367,4,10:07.0,,D. Carroll misses 2-pt jump shot from 9 ft,97,97
368,4,10:03.0,Defensive rebound by M. Harrell,,97,97
369,4,9:57.0,L. Williams misses 3-pt jump shot from 25 ft,,97,97
370,4,9:54.0,,Defensive rebound by D. Russell,97,97
371,4,9:50.0,,Personal foul by S. Thornwell (drawn by E. Davis),97,97
372,4,9:44.0,,D. Russell misses 3-pt jump shot from 25 ft,97,97
373,4,9:41.0,Defensive rebound by M. Harrell,,97,97
374,4,9:32.0,L. Williams misses 2-pt jump shot from 17 ft,,97,97
375,4,9:29.0,,Defensive rebound by E. Davis,97,97
376,4,9:23.0,,J. Harris makes 2-pt layup from 1 ft (assist by D. Russell),97,99
