,QUARTER,TIME_REMAINING,HOUSTON_ACTION,BOSTON_ACTION,HOUSTON_SCORE,BOSTON_SCORE
142,2,6:05.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by C. Capela),,50,35
143,2,5:48.0,,Shooting foul by J. Harden (drawn by K. Irving),50,35
144,2,5:48.0,,K. Irving makes free throw 1 of 2,50,36
145,2,5:48.0,,A. Baynes enters the game for A. Horford,50,36
146,2,5:48.0,,K. Irving misses free throw 2 of 2,50,36
147,2,5:48.0,Defensive rebound by J. Harden,,50,36
148,2,5:35.0,J. Harden misses 2-pt layup from 7 ft,,50,36
149,2,5:31.0,,Defensive rebound by K. Irving,50,36
150,2,5:22.0,,T. Rozier misses 3-pt jump shot from 25 ft,50,36
151,2,5:20.0,Defensive rebound by P. Tucker,,50,36
152,2,5:14.0,P. Tucker makes 3-pt jump shot from 24 ft (assist by E. Gordon),,53,36
153,2,5:02.0,,A. Baynes misses 3-pt jump shot from 23 ft,53,36
154,2,5:00.0,Defensive rebound by P. Tucker,,53,36
155,2,4:54.0,J. Harden misses 3-pt jump shot from 28 ft,,53,36
156,2,4:52.0,,Defensive rebound by A. Baynes,53,36
157,2,4:28.0,,M. Morris misses 3-pt jump shot from 28 ft,53,36
158,2,4:27.0,Defensive rebound by Team,,53,36
159,2,4:14.0,Shooting foul by T. Rozier (drawn by C. Capela),,53,36
160,2,4:14.0,C. Capela makes free throw 1 of 2,,54,36
161,2,4:14.0,,J. Tatum enters the game for T. Rozier,54,36
162,2,4:14.0,C. Capela misses free throw 2 of 2,,54,36
163,2,4:14.0,,Defensive rebound by J. Tatum,54,36
164,2,4:07.0,Violation by Team (kicked ball),,54,36
165,2,3:55.0,,M. Morris misses 2-pt layup from 2 ft (block by J. Harden),54,36
166,2,3:55.0,Defensive rebound by Team,,54,36
167,2,3:49.0,J. Harden makes 2-pt layup from 2 ft,,56,36
168,2,3:32.0,,Personal foul by E. Gordon (drawn by A. Baynes),56,36
169,2,3:32.0,Houston full timeout,,56,36
170,2,3:32.0,,J. Brown enters the game for A. Baynes,56,36
171,2,3:32.0,,A. Horford enters the game for M. Morris,56,36
172,2,3:18.0,,M. Smart misses 3-pt jump shot from 26 ft,56,36
173,2,3:15.0,Defensive rebound by E. Gordon,,56,36
174,2,3:05.0,G. Green misses 3-pt jump shot from 26 ft,,56,36
175,2,3:03.0,,Defensive rebound by J. Brown,56,36
176,2,2:53.0,,Shooting foul by G. Green (drawn by J. Tatum),56,36
177,2,2:53.0,,J. Tatum makes free throw 1 of 2,56,37
178,2,2:53.0,C. Paul enters the game for G. Green,,56,37
179,2,2:53.0,,J. Tatum misses free throw 2 of 2,56,37
180,2,2:53.0,Defensive rebound by J. Harden,,56,37
181,2,2:42.0,Personal foul by K. Irving (drawn by E. Gordon),,56,37
182,2,2:36.0,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Paul),,59,37
183,2,2:08.0,,J. Brown misses 2-pt jump shot from 20 ft,59,37
184,2,2:06.0,Defensive rebound by J. Harden,,59,37
185,2,1:56.0,J. Harden makes 2-pt layup from 3 ft,,61,37
186,2,1:43.0,,K. Irving makes 2-pt jump shot from 2 ft (assist by A. Horford),61,39
187,2,1:29.0,P. Tucker misses 3-pt jump shot from 26 ft,,61,39
188,2,1:25.0,Offensive rebound by C. Paul,,61,39
189,2,1:18.0,J. Harden misses 3-pt jump shot from 34 ft,,61,39
190,2,1:16.0,,Defensive rebound by A. Horford,61,39
191,2,1:10.0,,Personal foul by C. Paul (drawn by K. Irving),61,39
192,2,1:10.0,,K. Irving makes free throw 1 of 2,61,40
193,2,1:10.0,,K. Irving makes free throw 2 of 2,61,41
194,2,1:04.0,Turnover by J. Harden (bad pass),,61,41
195,2,0:55.0,,A. Horford misses 3-pt jump shot from 23 ft,61,41
196,2,0:53.0,Defensive rebound by J. Harden,,61,41
197,2,0:47.0,Shooting foul by J. Brown (drawn by C. Capela),,61,41
198,2,0:47.0,C. Capela makes free throw 1 of 2,,62,41
199,2,0:47.0,C. Capela misses free throw 2 of 2,,62,41
200,2,0:47.0,,Defensive rebound by A. Horford,62,41
201,2,0:33.0,,Shooting foul by C. Paul (drawn by K. Irving),62,41
202,2,0:33.0,,K. Irving makes free throw 1 of 2,62,42
203,2,0:33.0,,T. Rozier enters the game for J. Brown,62,42
204,2,0:33.0,,K. Irving makes free throw 2 of 2,62,43
205,2,0:11.0,Shooting foul by T. Rozier (drawn by J. Harden),,62,43
206,2,0:11.0,J. Harden makes free throw 1 of 3,,63,43
207,2,0:11.0,J. Harden makes free throw 2 of 3,,64,43
208,2,0:11.0,A. Rivers enters the game for C. Paul,,64,43
209,2,0:11.0,J. Harden makes free throw 3 of 3,,65,43
210,2,0:02.0,,M. Smart misses 2-pt jump shot from 3 ft,65,43
211,2,0:01.0,Defensive rebound by E. Gordon,,65,43
212,3,11:46.0,E. Gordon makes 3-pt jump shot from 25 ft (assist by C. Paul),,68,43
213,3,11:28.0,,K. Irving misses 2-pt jump shot from 18 ft,68,43
214,3,11:26.0,Defensive rebound by C. Capela,,68,43
215,3,11:07.0,E. Gordon makes 3-pt jump shot from 26 ft (assist by C. Paul),,71,43
216,3,11:05.0,,Boston full timeout,71,43
217,3,10:52.0,,J. Tatum misses 2-pt jump shot from 13 ft,71,43
218,3,10:51.0,,Offensive rebound by A. Horford,71,43
219,3,10:51.0,,Personal foul by J. Harden (drawn by A. Horford),71,43
220,3,10:46.0,,K. Irving makes 3-pt jump shot from 28 ft (assist by M. Smart),71,46
221,3,10:25.0,J. Harden makes 3-pt jump shot from 25 ft,,74,46
222,3,10:16.0,,K. Irving makes 2-pt layup from 2 ft,74,48
223,3,10:03.0,C. Capela misses 2-pt layup from 3 ft,,74,48
224,3,9:58.0,,Defensive rebound by K. Irving,74,48
225,3,9:58.0,,Shooting foul by C. Paul (drawn by K. Irving),74,48
226,3,9:58.0,,K. Irving makes free throw 1 of 2,74,49
227,3,9:58.0,,K. Irving makes free throw 2 of 2,74,50
228,3,9:48.0,J. Harden misses 3-pt jump shot from 26 ft,,74,50
229,3,9:46.0,,Defensive rebound by K. Irving,74,50
230,3,9:35.0,,A. Horford makes 3-pt jump shot from 25 ft (assist by K. Irving),74,53
231,3,9:17.0,E. Gordon makes 3-pt jump shot from 28 ft (assist by C. Paul),,77,53
232,3,8:59.0,,M. Morris misses 3-pt jump shot from 26 ft,77,53
233,3,8:57.0,,Offensive rebound by A. Horford,77,53
234,3,8:56.0,,M. Smart makes 3-pt jump shot from 26 ft (assist by A. Horford),77,56
235,3,8:34.0,E. Gordon misses 3-pt jump shot from 26 ft,,77,56
236,3,8:32.0,,Defensive rebound by K. Irving,77,56
237,3,8:26.0,,Turnover by K. Irving (bad pass; steal by J. Harden),77,56
238,3,8:23.0,,Violation by Team (kicked ball),77,56
239,3,8:12.0,C. Capela makes 2-pt dunk at rim (assist by C. Paul),,79,56
240,3,7:51.0,,Shooting foul by P. Tucker (drawn by M. Morris),79,56
241,3,7:51.0,,M. Morris misses free throw 1 of 2,79,56
242,3,7:51.0,,Offensive rebound by Team,79,56
243,3,7:51.0,,M. Morris misses free throw 2 of 2,79,56
244,3,7:49.0,Defensive rebound by P. Tucker,,79,56
245,3,7:35.0,Turnover by J. Harden (bad pass; steal by M. Smart),,79,56
246,3,7:28.0,,Turnover by K. Irving (lost ball; steal by C. Paul),79,56
247,3,7:08.0,J. Harden misses 3-pt jump shot from 27 ft,,79,56
248,3,7:08.0,Offensive rebound by Team,,79,56
249,3,7:08.0,,Loose ball foul by J. Tatum (drawn by P. Tucker),79,56
250,3,7:08.0,A. Rivers enters the game for C. Paul,,79,56
251,3,6:55.0,E. Gordon misses 2-pt layup from 5 ft,,79,56
252,3,6:54.0,Offensive rebound by C. Capela,,79,56
253,3,6:52.0,E. Gordon makes 2-pt dunk from 1 ft (assist by C. Capela),,81,56
254,3,6:43.0,,Personal foul by A. Rivers (drawn by J. Tatum),81,56
255,3,6:43.0,,A. Baynes enters the game for M. Morris,81,56
256,3,6:36.0,,Shooting foul by A. Rivers (drawn by M. Smart),81,56
257,3,6:36.0,,M. Smart makes free throw 1 of 3,81,57
258,3,6:36.0,,M. Smart makes free throw 2 of 3,81,58
259,3,6:36.0,,M. Smart makes free throw 3 of 3,81,59
260,3,6:23.0,Shooting foul by A. Horford (drawn by E. Gordon),,81,59
261,3,6:23.0,Offensive rebound by Team,,81,59
262,3,6:23.0,E. Gordon misses free throw 1 of 2,,81,59
263,3,6:23.0,E. Gordon misses free throw 2 of 2,,81,59
264,3,6:23.0,,Defensive rebound by A. Baynes,81,59
265,3,6:13.0,,Personal foul by E. Gordon (drawn by M. Smart),81,59
266,3,6:13.0,,M. Smart makes free throw 1 of 2,81,60
267,3,6:13.0,,M. Smart makes free throw 2 of 2,81,61
268,3,5:50.0,J. Harden misses 3-pt jump shot from 25 ft,,81,61
269,3,5:47.0,Offensive rebound by C. Capela,,81,61
270,3,5:36.0,J. Harden misses 2-pt jump shot from 15 ft,,81,61
271,3,5:34.0,,Defensive rebound by K. Irving,81,61
272,3,5:24.0,,Shooting foul by P. Tucker (drawn by A. Horford),81,61
273,3,5:24.0,,A. Horford makes free throw 1 of 2,81,62
274,3,5:24.0,,A. Horford makes free throw 2 of 2,81,63
275,3,5:02.0,J. Harden makes 3-pt jump shot from 28 ft,,84,63
276,3,4:49.0,,Shooting foul by J. Harden (drawn by A. Horford),84,63
277,3,4:49.0,,A. Horford makes free throw 1 of 2,84,64
278,3,4:49.0,G. Green enters the game for C. Capela,,84,64
279,3,4:49.0,N. Hilário enters the game for E. Gordon,,84,64
280,3,4:49.0,,A. Horford makes free throw 2 of 2,84,65
281,3,4:34.0,P. Tucker misses 3-pt jump shot from 25 ft,,84,65
282,3,4:32.0,,Defensive rebound by J. Tatum,84,65
283,3,4:30.0,,J. Tatum misses 2-pt layup from 2 ft,84,65
284,3,4:29.0,,Offensive rebound by M. Smart,84,65
285,3,4:28.0,,Shooting foul by N. Hilário (drawn by M. Smart),84,65
286,3,4:28.0,,M. Smart makes free throw 1 of 2,84,66
287,3,4:28.0,,M. Smart makes free throw 2 of 2,84,67
288,3,4:09.0,J. Harden misses 2-pt jump shot from 3 ft,,84,67
289,3,4:08.0,,Defensive rebound by Team,84,67
290,3,4:08.0,Houston full timeout,,84,67
291,3,3:55.0,,K. Irving misses 3-pt jump shot from 23 ft,84,67
292,3,3:53.0,Defensive rebound by J. Harden,,84,67
293,3,3:44.0,P. Tucker misses 2-pt jump shot from 5 ft,,84,67
294,3,3:42.0,,Defensive rebound by M. Smart,84,67
295,3,3:33.0,,A. Baynes misses 2-pt jump shot from 15 ft,84,67
296,3,3:31.0,Defensive rebound by A. Rivers,,84,67
297,3,3:12.0,Shooting foul by J. Tatum (drawn by J. Harden),,84,67
298,3,3:12.0,J. Harden misses free throw 1 of 2,,84,67
299,3,3:12.0,Offensive rebound by Team,,84,67
300,3,3:12.0,,J. Brown enters the game for A. Horford,84,67
301,3,3:12.0,,G. Hayward enters the game for J. Tatum,84,67
302,3,3:12.0,J. Harden makes free throw 2 of 2,,85,67
303,3,2:59.0,,M. Smart makes 3-pt jump shot from 27 ft (assist by K. Irving),85,70
304,3,2:46.0,A. Rivers makes 3-pt jump shot from 26 ft (assist by J. Harden),,88,70
305,3,2:32.0,,K. Irving makes 3-pt jump shot from 27 ft (assist by A. Baynes),88,73
306,3,2:22.0,Shooting foul by K. Irving (drawn by J. Harden),,88,73
307,3,2:22.0,J. Harden makes free throw 1 of 2,,89,73
308,3,2:22.0,C. Paul enters the game for G. Green,,89,73
309,3,2:22.0,J. Harden makes free throw 2 of 2,,90,73
310,3,2:07.0,,G. Hayward makes 2-pt layup from 3 ft,90,75
311,3,1:51.0,J. Harden makes 3-pt jump shot from 26 ft,,93,75
312,3,1:40.0,,A. Baynes misses 2-pt layup from 2 ft,93,75
313,3,1:37.0,Defensive rebound by J. Harden,,93,75
314,3,1:34.0,J. Harden misses 3-pt jump shot from 26 ft,,93,75
315,3,1:32.0,,Defensive rebound by K. Irving,93,75
316,3,1:29.0,,J. Brown misses 2-pt layup from 4 ft (block by C. Paul),93,75
317,3,1:28.0,,Offensive rebound by Team,93,75
318,3,1:28.0,E. Gordon enters the game for A. Rivers,,93,75
319,3,1:28.0,,D. Theis enters the game for A. Baynes,93,75
320,3,1:26.0,,M. Smart makes 3-pt jump shot from 24 ft (assist by K. Irving),93,78
321,3,1:02.0,J. Harden makes 2-pt jump shot from 8 ft (assist by E. Gordon),,95,78
322,3,0:54.0,,Turnover by D. Theis (bad pass),95,78
323,3,0:54.0,A. Rivers enters the game for P. Tucker,,95,78
324,3,0:54.0,,T. Rozier enters the game for K. Irving,95,78
325,3,0:46.0,Personal foul by T. Rozier (drawn by C. Paul),,95,78
326,3,0:46.0,C. Paul makes free throw 1 of 2,,96,78
327,3,0:46.0,C. Paul makes free throw 2 of 2,,97,78
328,3,0:37.0,,Turnover by D. Theis (traveling),97,78
329,3,0:30.0,C. Paul makes 3-pt jump shot from 26 ft,,100,78
330,3,0:06.0,,J. Brown misses 3-pt jump shot from 25 ft,100,78
331,3,0:04.0,Defensive rebound by C. Paul,,100,78
332,3,0:00.0,C. Paul misses 3-pt jump shot from 26 ft,,100,78
333,3,0:00.0,Offensive rebound by Team,,100,78
334,4,11:42.0,,J. Tatum misses 2-pt jump shot from 16 ft,100,78
335,4,11:38.0,,Offensive rebound by D. Theis,100,78
336,4,11:36.0,,T. Rozier misses 2-pt layup from 6 ft,100,78
337,4,11:35.0,Defensive rebound by E. Gordon,,100,78
338,4,11:21.0,E. Gordon misses 3-pt jump shot from 26 ft,,100,78
339,4,11:18.0,,Defensive rebound by G. Hayward,100,78
340,4,11:11.0,,J. Tatum makes 3-pt jump shot from 24 ft (assist by D. Theis),100,81
341,4,10:42.0,G. Clark misses 3-pt jump shot from 25 ft,,100,81
342,4,10:40.0,,Defensive rebound by J. Brown,100,81
343,4,10:34.0,,J. Brown makes 2-pt layup from 3 ft,100,83
344,4,10:34.0,,Shooting foul by G. Clark (drawn by J. Brown),100,83
345,4,10:34.0,,J. Brown makes free throw 1 of 1,100,84
346,4,10:14.0,E. Gordon misses 3-pt jump shot from 29 ft,,100,84
347,4,10:11.0,,Defensive rebound by D. Theis,100,84
348,4,10:01.0,,J. Tatum misses 3-pt jump shot from 23 ft,100,84
349,4,9:59.0,Defensive rebound by C. Capela,,100,84
350,4,9:46.0,Turnover by C. Paul (bad pass; steal by G. Hayward),,100,84
351,4,9:44.0,,G. Hayward makes 2-pt dunk from 1 ft (assist by T. Rozier),100,86
352,4,9:44.0,Houston full timeout,,100,86
353,4,9:44.0,J. Harden enters the game for G. Clark,,100,86
354,4,9:44.0,P. Tucker enters the game for E. Gordon,,100,86
355,4,9:28.0,Turnover by C. Paul (bad pass; steal by J. Tatum),,100,86
356,4,9:27.0,,Personal foul by J. Harden (drawn by J. Tatum),100,86
357,4,9:14.0,,G. Hayward makes 2-pt jump shot from 11 ft,100,88
358,4,8:55.0,P. Tucker makes 3-pt jump shot from 23 ft (assist by J. Harden),,103,88
359,4,8:38.0,,J. Brown makes 2-pt layup from 2 ft (assist by G. Hayward),103,90
360,4,8:14.0,J. Harden misses 3-pt jump shot from 28 ft,,103,90
361,4,8:12.0,,Defensive rebound by J. Tatum,103,90
362,4,8:00.0,,J. Tatum misses 2-pt layup from 2 ft,103,90
363,4,7:59.0,Defensive rebound by C. Capela,,103,90
364,4,7:59.0,Personal take foul by D. Theis (drawn by C. Paul),,103,90
365,4,7:36.0,J. Harden misses 2-pt layup from 3 ft,,103,90
366,4,7:31.0,,Defensive rebound by T. Rozier,103,90
367,4,7:24.0,,J. Tatum misses 3-pt jump shot from 28 ft,103,90
368,4,7:22.0,,Offensive rebound by Team,103,90
369,4,7:14.0,,D. Theis makes 2-pt dunk from 1 ft (assist by G. Hayward),103,92
370,4,6:57.0,C. Paul misses 3-pt jump shot from 25 ft,,103,92
371,4,6:54.0,Offensive rebound by P. Tucker,,103,92
372,4,6:52.0,C. Paul makes 3-pt jump shot from 24 ft (assist by P. Tucker),,106,92
373,4,6:34.0,,J. Tatum makes 2-pt layup from 1 ft,106,94
374,4,6:15.0,A. Rivers misses 3-pt jump shot from 25 ft,,106,94
375,4,6:11.0,,Defensive rebound by G. Hayward,106,94
376,4,6:08.0,,J. Brown makes 2-pt dunk at rim (assist by G. Hayward),106,96
377,4,5:49.0,Turnover by J. Harden (lost ball; steal by D. Theis),,106,96
378,4,5:42.0,,T. Rozier misses 3-pt jump shot from 25 ft,106,96
379,4,5:38.0,Defensive rebound by C. Paul,,106,96
380,4,5:35.0,Personal take foul by D. Theis (drawn by C. Paul),,106,96
381,4,5:35.0,Houston full timeout,,106,96
382,4,5:35.0,E. Gordon enters the game for C. Capela,,106,96
383,4,5:35.0,N. Hilário enters the game for C. Paul,,106,96
384,4,5:35.0,,K. Irving enters the game for G. Hayward,106,96
385,4,5:21.0,J. Harden misses 3-pt jump shot from 26 ft,,106,96
386,4,5:18.0,Offensive rebound by N. Hilário,,106,96
387,4,5:18.0,Shooting foul by J. Brown (drawn by N. Hilário),,106,96
388,4,5:18.0,N. Hilário makes free throw 1 of 2,,107,96
389,4,5:18.0,N. Hilário misses free throw 2 of 2,,107,96
390,4,5:18.0,,Defensive rebound by D. Theis,107,96
391,4,5:00.0,,Shooting foul by N. Hilário (drawn by T. Rozier),107,96
392,4,5:00.0,,T. Rozier misses free throw 1 of 3,107,96
393,4,5:00.0,,Offensive rebound by Team,107,96
