,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,PHOENIX_ACTION,CHARLOTTE_SCORE,PHOENIX_SCORE
382,4,8:18.0,,Defensive rebound by D. Melton,93,87
383,4,7:57.0,,D. Ayton misses 2-pt jump shot from 7 ft,93,87
384,4,7:54.0,Defensive rebound by M. Monk,,93,87
385,4,7:39.0,T. Parker misses 2-pt layup from 6 ft,,93,87
386,4,7:37.0,Offensive rebound by M. Williams,,93,87
387,4,7:36.0,M. Williams makes 2-pt layup from 1 ft,,95,87
388,4,7:20.0,,J. Jackson makes 3-pt jump shot from 25 ft,95,90
389,4,7:06.0,M. Monk misses 3-pt jump shot from 25 ft,,95,90
390,4,7:03.0,,Defensive rebound by T. Warren,95,90
391,4,6:53.0,,M. Bridges misses 3-pt jump shot from 24 ft,95,90
392,4,6:49.0,Defensive rebound by M. Williams,,95,90
393,4,6:35.0,M. Monk makes 3-pt jump shot from 24 ft (assist by T. Parker),,98,90
394,4,6:14.0,,J. Jackson makes 2-pt jump shot from 9 ft,98,92
395,4,6:04.0,Shooting foul by J. Jackson (drawn by T. Parker),,98,92
396,4,6:04.0,T. Parker makes free throw 1 of 2,,99,92
397,4,6:04.0,,J. Crawford enters the game for M. Bridges,99,92
398,4,6:04.0,T. Parker makes free throw 2 of 2,,100,92
399,4,5:46.0,,Personal foul by M. Williams (drawn by T. Warren),100,92
400,4,5:46.0,N. Batum enters the game for T. Parker,,100,92
401,4,5:46.0,K. Walker enters the game for M. Williams,,100,92
402,4,5:41.0,,J. Jackson makes 2-pt jump shot from 7 ft (assist by T. Warren),100,94
403,4,5:22.0,M. Monk misses 2-pt jump shot from 16 ft,,100,94
404,4,5:21.0,,Defensive rebound by Team,100,94
405,4,5:07.0,,T. Warren makes 3-pt jump shot from 23 ft (assist by D. Melton),100,97
406,4,5:05.0,Charlotte full timeout,,100,97
407,4,5:05.0,W. Hernangómez enters the game for B. Biyombo,,100,97
408,4,5:05.0,T. Parker enters the game for M. Bridges,,100,97
409,4,5:05.0,M. Williams enters the game for M. Monk,,100,97
410,4,4:49.0,Turnover by T. Parker (lost ball; steal by T. Warren),,100,97
411,4,4:37.0,,D. Ayton misses 2-pt layup from 1 ft (block by M. Williams),100,97
412,4,4:37.0,Defensive rebound by Team,,100,97
413,4,4:25.0,K. Walker makes 2-pt layup from 1 ft,,102,97
414,4,4:11.0,,J. Jackson makes 2-pt jump shot from 22 ft (assist by J. Crawford),102,99
415,4,3:57.0,K. Walker makes 2-pt layup from 1 ft,,104,99
416,4,3:42.0,,D. Ayton misses 2-pt jump shot from 19 ft,104,99
417,4,3:42.0,Defensive rebound by W. Hernangómez,,104,99
418,4,3:30.0,K. Walker misses 3-pt jump shot from 25 ft,,104,99
419,4,3:27.0,,Defensive rebound by T. Warren,104,99
420,4,3:19.0,,T. Warren makes 2-pt layup at rim,104,101
421,4,3:18.0,Charlotte full timeout,,104,101
422,4,3:07.0,Shooting foul by T. Warren (drawn by W. Hernangómez),,104,101
423,4,3:07.0,W. Hernangómez misses free throw 1 of 2,,104,101
424,4,3:07.0,Offensive rebound by Team,,104,101
425,4,3:07.0,W. Hernangómez makes free throw 2 of 2,,105,101
426,4,2:55.0,,D. Melton misses 3-pt jump shot from 26 ft,105,101
427,4,2:51.0,Defensive rebound by W. Hernangómez,,105,101
428,4,2:36.0,N. Batum misses 3-pt jump shot from 23 ft,,105,101
429,4,2:33.0,,Defensive rebound by D. Melton,105,101
430,4,2:28.0,,T. Warren makes 3-pt jump shot from 25 ft (assist by J. Jackson),105,104
431,4,2:12.0,Shooting foul by D. Melton (drawn by K. Walker),,105,104
432,4,2:12.0,K. Walker makes free throw 1 of 3,,106,104
433,4,2:12.0,K. Walker makes free throw 2 of 3,,107,104
434,4,2:12.0,K. Walker makes free throw 3 of 3,,108,104
435,4,2:02.0,,Personal foul by K. Walker (drawn by T. Warren),108,104
436,4,1:58.0,,Shooting foul by K. Walker (drawn by J. Crawford),108,104
437,4,1:58.0,,J. Crawford makes free throw 1 of 3,108,105
438,4,1:58.0,,J. Crawford makes free throw 2 of 3,108,106
439,4,1:58.0,,J. Crawford makes free throw 3 of 3,108,107
440,4,1:46.0,K. Walker misses 2-pt layup from 2 ft (block by D. Ayton),,108,107
441,4,1:46.0,Offensive rebound by Team,,108,107
442,4,1:38.0,K. Walker misses 3-pt jump shot from 26 ft,,108,107
443,4,1:34.0,,Defensive rebound by D. Melton,108,107
444,4,1:27.0,,J. Crawford makes 2-pt jump shot from 20 ft,108,109
445,4,1:17.0,K. Walker makes 2-pt layup from 1 ft,,110,109
446,4,1:17.0,Shooting foul by D. Ayton (drawn by K. Walker),,110,109
447,4,1:17.0,,R. Holmes enters the game for D. Melton,110,109
448,4,1:17.0,K. Walker makes free throw 1 of 1,,111,109
449,4,1:17.0,,Phoenix full timeout,111,109
450,4,1:17.0,,D. Melton enters the game for R. Holmes,111,109
451,4,1:11.0,,J. Crawford makes 2-pt jump shot from 17 ft,111,111
452,4,1:00.0,Shooting foul by D. Ayton (drawn by K. Walker),,111,111
453,4,1:00.0,K. Walker misses free throw 1 of 2,,111,111
454,4,1:00.0,Offensive rebound by Team,,111,111
455,4,1:00.0,M. Kidd-Gilchrist enters the game for W. Hernangómez,,111,111
456,4,1:00.0,K. Walker makes free throw 2 of 2,,112,111
457,4,0:41.0,,J. Crawford misses 2-pt jump shot from 19 ft,112,111
458,4,0:38.0,Defensive rebound by K. Walker,,112,111
459,4,0:22.0,K. Walker makes 2-pt jump shot from 14 ft,,114,111
460,4,0:21.0,,Phoenix full timeout,114,111
461,4,0:13.0,,T. Warren misses 2-pt layup from 3 ft,114,111
462,4,0:11.0,Defensive rebound by M. Kidd-Gilchrist,,114,111
463,4,0:09.0,Personal take foul by T. Warren (drawn by K. Walker),,114,111
464,4,0:09.0,K. Walker makes free throw 1 of 2,,115,111
465,4,0:09.0,,K. Oubre enters the game for D. Melton,115,111
466,4,0:09.0,K. Walker makes free throw 2 of 2,,116,111
467,4,0:04.0,,K. Oubre makes 2-pt dunk from 1 ft,116,113
468,4,0:04.0,Charlotte full timeout,,116,113
469,4,0:04.0,M. Monk enters the game for M. Kidd-Gilchrist,,116,113
470,4,0:04.0,,M. Bridges enters the game for T. Warren,116,113
471,4,0:00.0,K. Walker makes 3-pt jump shot from 48 ft,,119,113
