,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,OKLAHOMA CITY_ACTION,PHILADELPHIA_SCORE,OKLAHOMA CITY_SCORE
39,1,7:45.0,,R. Westbrook misses 2-pt jump shot from 19 ft,10,13
40,1,7:42.0,Defensive rebound by B. Simmons,,10,13
41,1,7:35.0,J. Embiid makes 2-pt dunk at rim,,12,13
42,1,7:25.0,,C. Anthony misses 3-pt jump shot from 24 ft,12,13
43,1,7:19.0,,Offensive rebound by S. Adams,12,13
44,1,7:18.0,,Turnover by S. Adams (bad pass; steal by J. Anderson),12,13
45,1,7:16.0,B. Simmons makes 2-pt layup at rim (assist by J. Anderson),,14,13
46,1,6:57.0,,R. Westbrook misses 2-pt layup at rim (block by J. Embiid),14,13
47,1,6:57.0,Defensive rebound by J. Anderson,,14,13
48,1,6:45.0,J. Embiid makes 2-pt jump shot from 15 ft,,16,13
49,1,6:26.0,,P. George misses 2-pt layup from 4 ft,16,13
50,1,6:26.0,,Offensive rebound by S. Adams,16,13
51,1,6:19.0,,S. Adams makes 2-pt layup at rim,16,15
52,1,6:04.0,B. Simmons makes 2-pt layup from 1 ft (assist by J. Anderson),,18,15
53,1,5:45.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,18,15
54,1,5:45.0,,Personal foul by D. Šarić (drawn by S. Adams),18,15
55,1,5:45.0,T. Booker enters the game for D. Šarić,,18,15
56,1,5:43.0,,Personal foul by T. McConnell (drawn by R. Westbrook),18,15
57,1,5:38.0,,R. Westbrook misses 2-pt layup from 1 ft,18,15
58,1,5:38.0,,Offensive rebound by R. Westbrook,18,15
59,1,5:38.0,,Shooting foul by J. Embiid (drawn by R. Westbrook),18,15
60,1,5:38.0,,R. Westbrook makes free throw 1 of 2,18,16
61,1,5:38.0,,R. Westbrook makes free throw 2 of 2,18,17
62,1,5:27.0,Personal foul by R. Westbrook (drawn by J. Embiid),,18,17
63,1,5:13.0,J. Anderson misses 3-pt jump shot from 22 ft,,18,17
64,1,5:09.0,,Defensive rebound by T. Ferguson,18,17
65,1,5:00.0,,C. Anthony misses 3-pt jump shot from 25 ft,18,17
66,1,4:57.0,,Offensive rebound by R. Westbrook,18,17
67,1,4:55.0,,R. Westbrook makes 2-pt layup from 5 ft,18,19
68,1,4:29.0,Turnover by Team (shot clock),,18,19
69,1,4:29.0,A. Johnson enters the game for J. Embiid,,18,19
70,1,4:15.0,,R. Westbrook makes 2-pt jump shot from 13 ft,18,21
71,1,3:54.0,A. Johnson misses 2-pt layup from 6 ft,,18,21
72,1,3:51.0,,Defensive rebound by T. Ferguson,18,21
73,1,3:46.0,,R. Westbrook misses 2-pt jump shot from 12 ft,18,21
74,1,3:46.0,,Offensive rebound by S. Adams,18,21
75,1,3:41.0,,S. Adams makes 2-pt layup from 1 ft,18,23
76,1,3:18.0,B. Simmons misses 2-pt layup from 1 ft,,18,23
77,1,3:15.0,,Defensive rebound by R. Westbrook,18,23
78,1,3:09.0,,P. George misses 3-pt jump shot from 22 ft,18,23
79,1,3:04.0,Defensive rebound by T. Booker,,18,23
80,1,2:58.0,J. Anderson misses 2-pt layup from 1 ft,,18,23
81,1,2:57.0,,Defensive rebound by S. Adams,18,23
82,1,2:50.0,,P. George makes 2-pt layup at rim (assist by R. Westbrook),18,25
83,1,2:26.0,B. Simmons misses 2-pt layup from 13 ft,,18,25
84,1,2:25.0,Offensive rebound by A. Johnson,,18,25
85,1,2:24.0,A. Johnson misses 2-pt layup from 3 ft,,18,25
86,1,2:23.0,Offensive rebound by T. Booker,,18,25
87,1,2:22.0,Shooting foul by S. Adams (drawn by T. Booker),,18,25
88,1,2:22.0,T. Booker makes free throw 1 of 2,,19,25
89,1,2:22.0,,J. Grant enters the game for C. Anthony,19,25
90,1,2:22.0,,P. Patterson enters the game for S. Adams,19,25
91,1,2:22.0,R. Covington enters the game for J. Anderson,,19,25
92,1,2:22.0,J. Young enters the game for B. Simmons,,19,25
93,1,2:22.0,,R. Felton enters the game for R. Westbrook,19,25
94,1,2:22.0,T. Booker makes free throw 2 of 2,,20,25
95,1,2:04.0,,Personal foul by T. McConnell (drawn by P. George),20,25
96,1,2:04.0,,P. George makes free throw 1 of 2,20,26
97,1,2:04.0,,J. Huestis enters the game for T. Ferguson,20,26
98,1,2:04.0,,P. George makes free throw 2 of 2,20,27
99,1,1:50.0,Shooting foul by P. Patterson (drawn by J. Young),,20,27
100,1,1:50.0,J. Young makes free throw 1 of 2,,21,27
101,1,1:50.0,J. Young makes free throw 2 of 2,,22,27
102,1,1:33.0,,Shooting foul by R. Covington (drawn by J. Grant),22,27
103,1,1:33.0,,J. Grant makes free throw 1 of 2,22,28
104,1,1:33.0,J. Embiid enters the game for A. Johnson,,22,28
105,1,1:33.0,,J. Grant makes free throw 2 of 2,22,29
106,1,1:18.0,J. Embiid makes 2-pt jump shot from 2 ft,,24,29
107,1,1:18.0,Shooting foul by P. Patterson (drawn by J. Embiid),,24,29
108,1,1:18.0,J. Embiid makes free throw 1 of 1,,25,29
109,1,1:04.0,,Shooting foul by J. Embiid (drawn by P. George),25,29
110,1,1:04.0,,P. George makes free throw 1 of 2,25,30
111,1,1:04.0,,S. Adams enters the game for P. Patterson,25,30
112,1,1:04.0,,P. George makes free throw 2 of 2,25,31
113,1,0:47.0,T. McConnell makes 2-pt jump shot from 10 ft,,27,31
114,1,0:30.0,,J. Grant misses 3-pt jump shot from 23 ft,27,31
115,1,0:27.0,Defensive rebound by T. Booker,,27,31
116,1,0:06.0,T. McConnell makes 2-pt jump shot from 9 ft,,29,31
117,1,0:01.0,,P. George misses 3-pt jump shot from 26 ft,29,31
118,1,0:01.0,,Offensive rebound by Team,29,31
119,2,11:44.0,J. Embiid makes 2-pt jump shot from 13 ft,,31,31
120,2,11:17.0,,R. Felton misses 3-pt jump shot from 26 ft,31,31
121,2,11:15.0,,Offensive rebound by S. Adams,31,31
122,2,11:09.0,,R. Felton makes 3-pt jump shot from 25 ft (assist by S. Adams),31,34
123,2,10:49.0,Personal foul by S. Adams (drawn by D. Šarić),,31,34
124,2,10:39.0,Shooting block foul by Á. Abrines (drawn by D. Šarić),,31,34
125,2,10:39.0,D. Šarić makes free throw 1 of 2,,32,34
126,2,10:39.0,D. Šarić makes free throw 2 of 2,,33,34
127,2,10:17.0,,R. Felton misses 3-pt jump shot from 26 ft,33,34
128,2,10:15.0,,Offensive rebound by Team,33,34
129,2,10:15.0,Loose ball foul by D. Šarić (drawn by S. Adams),,33,34
130,2,10:15.0,T. Booker enters the game for D. Šarić,,33,34
131,2,10:04.0,,R. Felton makes 2-pt layup at rim,33,36
132,2,9:39.0,J. Embiid misses 2-pt jump shot at rim,,33,36
133,2,9:39.0,Offensive rebound by T. Booker,,33,36
134,2,9:39.0,Shooting foul by Á. Abrines (drawn by T. Booker),,33,36
135,2,9:39.0,T. Booker makes free throw 1 of 2,,34,36
136,2,9:39.0,T. Booker makes free throw 2 of 2,,35,36
137,2,9:24.0,,R. Westbrook enters the game for Á. Abrines,35,36
138,2,9:24.0,B. Simmons enters the game for T. McConnell,,35,36
139,2,9:22.0,,Turnover by R. Felton (lost ball; steal by R. Covington),35,36
140,2,9:17.0,R. Covington misses 3-pt jump shot from 25 ft,,35,36
141,2,9:14.0,,Defensive rebound by R. Westbrook,35,36
142,2,9:09.0,,Turnover by S. Adams (turnover),35,36
143,2,9:09.0,,Loose ball foul by S. Adams (drawn by T. Booker),35,36
144,2,9:09.0,,P. Patterson enters the game for S. Adams,35,36
145,2,8:59.0,Personal foul by R. Felton (drawn by J. Embiid),,35,36
146,2,8:59.0,J. Embiid makes free throw 1 of 2,,36,36
147,2,8:59.0,J. Embiid makes free throw 2 of 2,,37,36
148,2,8:49.0,,R. Westbrook misses 3-pt jump shot from 24 ft,37,36
149,2,8:45.0,Defensive rebound by J. Embiid,,37,36
150,2,8:34.0,Offensive foul by J. Embiid (drawn by P. Patterson),,37,36
151,2,8:34.0,Turnover by J. Embiid (offensive foul),,37,36
152,2,8:34.0,A. Johnson enters the game for J. Embiid,,37,36
153,2,8:34.0,,D. Johnson enters the game for P. Patterson,37,36
154,2,8:25.0,,J. Grant makes 3-pt jump shot from 23 ft (assist by R. Westbrook),37,39
155,2,8:06.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 26 ft,,37,39
156,2,8:06.0,,Defensive rebound by Team,37,39
157,2,8:06.0,J. Embiid enters the game for A. Johnson,,37,39
158,2,7:59.0,,R. Westbrook misses 2-pt jump shot from 13 ft,37,39
159,2,7:56.0,Defensive rebound by J. Embiid,,37,39
160,2,7:50.0,,C. Anthony enters the game for J. Grant,37,39
161,2,7:38.0,Turnover by T. Luwawu-Cabarrot (step out of bounds),,37,39
162,2,7:22.0,,R. Westbrook misses 2-pt jump shot from 16 ft,37,39
163,2,7:19.0,Defensive rebound by R. Covington,,37,39
164,2,7:14.0,Turnover by B. Simmons (bad pass; steal by R. Westbrook),,37,39
165,2,7:10.0,,R. Westbrook makes 2-pt layup from 1 ft,37,41
166,2,7:09.0,Philadelphia full timeout,,37,41
167,2,7:09.0,,P. George enters the game for J. Huestis,37,41
168,2,7:09.0,J. Anderson enters the game for T. Luwawu-Cabarrot,,37,41
169,2,6:50.0,Turnover by J. Embiid (lost ball; steal by D. Johnson),,37,41
170,2,6:46.0,,P. George misses 3-pt jump shot from 25 ft,37,41
171,2,6:42.0,,Offensive rebound by D. Johnson,37,41
172,2,6:38.0,,R. Westbrook misses 2-pt jump shot from 14 ft,37,41
173,2,6:35.0,Defensive rebound by T. Booker,,37,41
174,2,6:30.0,Personal foul by P. George (drawn by B. Simmons),,37,41
175,2,6:30.0,B. Simmons makes free throw 1 of 2,,38,41
176,2,6:30.0,B. Simmons misses free throw 2 of 2,,38,41
177,2,6:29.0,,Defensive rebound by R. Westbrook,38,41
178,2,6:25.0,,Shooting foul by J. Anderson (drawn by P. George),38,41
179,2,6:25.0,,P. George misses free throw 1 of 2,38,41
180,2,6:25.0,,Offensive rebound by Team,38,41
181,2,6:25.0,,P. George makes free throw 2 of 2,38,42
182,2,6:08.0,J. Anderson misses 3-pt jump shot from 24 ft,,38,42
183,2,6:04.0,Offensive rebound by B. Simmons,,38,42
184,2,6:01.0,Shooting foul by D. Johnson (drawn by J. Embiid),,38,42
185,2,6:01.0,J. Embiid makes free throw 1 of 2,,39,42
186,2,6:01.0,,T. Ferguson enters the game for R. Felton,39,42
187,2,6:01.0,J. Embiid misses free throw 2 of 2,,39,42
188,2,5:59.0,,Defensive rebound by R. Westbrook,39,42
189,2,5:55.0,,P. George misses 3-pt jump shot from 25 ft,39,42
190,2,5:51.0,Defensive rebound by T. Booker,,39,42
191,2,5:48.0,Shooting foul by C. Anthony (drawn by J. Anderson),,39,42
192,2,5:48.0,J. Anderson makes free throw 1 of 2,,40,42
193,2,5:48.0,J. Anderson makes free throw 2 of 2,,41,42
194,2,5:37.0,,Turnover by P. George (bad pass; steal by J. Anderson),41,42
195,2,5:32.0,J. Anderson makes 2-pt layup from 1 ft (assist by B. Simmons),,43,42
196,2,5:32.0,Shooting foul by R. Westbrook (drawn by J. Anderson),,43,42
197,2,5:32.0,J. Anderson makes free throw 1 of 1,,44,42
198,2,5:15.0,,R. Westbrook makes 2-pt jump shot from 13 ft,44,44
199,2,4:51.0,T. Booker misses 3-pt jump shot from 23 ft,,44,44
200,2,4:46.0,,Defensive rebound by D. Johnson,44,44
201,2,4:42.0,,R. Westbrook misses 2-pt layup from 1 ft,44,44
202,2,4:39.0,Defensive rebound by T. Booker,,44,44
203,2,4:33.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,47,44
204,2,4:32.0,,Oklahoma City full timeout,47,44
205,2,4:18.0,,C. Anthony misses 2-pt jump shot from 11 ft,47,44
206,2,4:14.0,Defensive rebound by J. Embiid,,47,44
207,2,4:05.0,R. Covington misses 3-pt jump shot from 26 ft,,47,44
208,2,4:00.0,,Defensive rebound by T. Ferguson,47,44
209,2,3:50.0,,C. Anthony makes 2-pt jump shot from 16 ft,47,46
210,2,3:36.0,J. Embiid misses 2-pt jump shot from 19 ft,,47,46
211,2,3:34.0,Offensive rebound by T. Booker,,47,46
212,2,3:19.0,J. Embiid makes 2-pt jump shot from 14 ft,,49,46
213,2,3:04.0,,Shooting foul by T. Booker (drawn by C. Anthony),49,46
214,2,3:04.0,,C. Anthony misses free throw 1 of 2,49,46
215,2,3:04.0,,Offensive rebound by Team,49,46
216,2,3:04.0,A. Johnson enters the game for J. Embiid,,49,46
217,2,3:04.0,,J. Grant enters the game for D. Johnson,49,46
218,2,3:04.0,,C. Anthony makes free throw 2 of 2,49,47
219,2,2:50.0,Turnover by A. Johnson (bad pass; steal by P. George),,49,47
220,2,2:46.0,,R. Westbrook misses 2-pt layup at rim,49,47
221,2,2:42.0,Defensive rebound by R. Covington,,49,47
222,2,2:39.0,T. Booker makes 2-pt jump shot from 6 ft,,51,47
223,2,2:23.0,,C. Anthony makes 2-pt layup from 1 ft,51,49
224,2,2:09.0,T. Booker misses 2-pt jump shot from 1 ft,,51,49
225,2,2:09.0,,Defensive rebound by Team,51,49
226,2,2:09.0,Loose ball foul by J. Anderson (drawn by J. Grant),,51,49
227,2,2:09.0,T. Luwawu-Cabarrot enters the game for R. Covington,,51,49
228,2,1:54.0,,C. Anthony misses 2-pt layup from 1 ft,51,49
229,2,1:51.0,Defensive rebound by T. Luwawu-Cabarrot,,51,49
230,2,1:50.0,Personal foul by T. Ferguson (drawn by B. Simmons),,51,49
231,2,1:50.0,B. Simmons misses free throw 1 of 2,,51,49
232,2,1:50.0,Offensive rebound by Team,,51,49
233,2,1:50.0,B. Simmons misses free throw 2 of 2,,51,49
234,2,1:50.0,Offensive rebound by J. Anderson,,51,49
235,2,1:49.0,J. Anderson makes 2-pt dunk at rim,,53,49
236,2,1:41.0,,R. Westbrook makes 2-pt dunk at rim,53,51
237,2,1:28.0,B. Simmons makes 2-pt dunk from 1 ft,,55,51
238,2,1:17.0,,Shooting foul by A. Johnson (drawn by J. Grant),55,51
239,2,1:17.0,,J. Grant misses free throw 1 of 2,55,51
240,2,1:17.0,,Offensive rebound by Team,55,51
241,2,1:17.0,,J. Grant makes free throw 2 of 2,55,52
242,2,0:59.0,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft (block by C. Anthony),,55,52
243,2,0:57.0,,Defensive rebound by J. Grant,55,52
244,2,0:54.0,,R. Westbrook misses 3-pt jump shot from 24 ft,55,52
245,2,0:50.0,,Offensive rebound by J. Grant,55,52
246,2,0:50.0,,J. Grant misses 2-pt dunk at rim,55,52
247,2,0:49.0,Defensive rebound by J. Anderson,,55,52
248,2,0:39.0,J. Anderson misses 3-pt jump shot from 28 ft,,55,52
249,2,0:39.0,,Defensive rebound by R. Westbrook,55,52
250,2,0:30.0,,R. Westbrook makes 2-pt layup from 1 ft (assist by P. George),55,54
251,2,0:30.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by R. Westbrook),55,54
252,2,0:30.0,R. Covington enters the game for T. Booker,,55,54
253,2,0:30.0,,R. Westbrook misses free throw 1 of 1,55,54
254,2,0:29.0,Defensive rebound by B. Simmons,,55,54
255,2,0:12.0,R. Covington makes 3-pt jump shot from 25 ft (assist by B. Simmons),,58,54
256,2,0:00.0,,P. George makes 3-pt jump shot from 28 ft (assist by R. Westbrook),58,57
257,3,11:50.0,D. Šarić makes 3-pt jump shot from 22 ft (assist by J. Embiid),,61,57
258,3,11:27.0,,P. George makes 2-pt dunk from 1 ft (assist by R. Westbrook),61,59
259,3,11:10.0,D. Šarić makes 3-pt jump shot from 24 ft (assist by T. Luwawu-Cabarrot),,64,59
260,3,10:55.0,,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),64,61
261,3,10:46.0,D. Šarić makes 2-pt layup from 1 ft,,66,61
262,3,10:30.0,,Personal foul by R. Covington (drawn by S. Adams),66,61
263,3,10:16.0,,C. Anthony makes 3-pt jump shot from 25 ft,66,64
264,3,10:03.0,T. Luwawu-Cabarrot misses 2-pt dunk from 1 ft,,66,64
265,3,10:01.0,Offensive rebound by T. Luwawu-Cabarrot,,66,64
266,3,10:00.0,J. Embiid misses 3-pt jump shot from 24 ft,,66,64
267,3,9:58.0,,Defensive rebound by T. Ferguson,66,64
268,3,9:58.0,,Oklahoma City full timeout,66,64
269,3,9:49.0,,R. Westbrook misses 2-pt layup from 3 ft (block by T. Luwawu-Cabarrot),66,64
270,3,9:49.0,,Offensive rebound by Team,66,64
271,3,9:46.0,,C. Anthony misses 3-pt jump shot from 26 ft,66,64
272,3,9:42.0,,Offensive rebound by S. Adams,66,64
273,3,9:40.0,,C. Anthony misses 3-pt jump shot from 25 ft,66,64
274,3,9:36.0,Defensive rebound by R. Covington,,66,64
275,3,9:33.0,B. Simmons makes 2-pt dunk from 1 ft (assist by T. Luwawu-Cabarrot),,68,64
276,3,9:18.0,,Shooting foul by B. Simmons (drawn by P. George),68,64
277,3,9:18.0,,P. George makes free throw 1 of 2,68,65
278,3,9:18.0,,P. George makes free throw 2 of 2,68,66
279,3,8:59.0,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,,68,66
280,3,8:57.0,Offensive rebound by Team,,68,66
281,3,8:57.0,,Loose ball foul by T. Ferguson (drawn by R. Covington),68,66
282,3,8:49.0,Personal foul by T. Ferguson (drawn by J. Embiid),,68,66
283,3,8:32.0,J. Embiid makes 2-pt jump shot from 12 ft,,70,66
284,3,8:23.0,,R. Westbrook makes 2-pt layup from 1 ft,70,68
285,3,8:10.0,J. Embiid misses 2-pt dunk from 1 ft,,70,68
286,3,8:06.0,Offensive rebound by J. Embiid,,70,68
287,3,8:05.0,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. Luwawu-Cabarrot),,73,68
288,3,7:41.0,,C. Anthony misses 2-pt jump shot from 14 ft,73,68
289,3,7:38.0,Defensive rebound by J. Embiid,,73,68
290,3,7:33.0,B. Simmons makes 2-pt dunk at rim,,75,68
291,3,7:21.0,,Def 3 sec tech foul by J. Embiid,75,68
292,3,7:21.0,,P. George makes technical free throw,75,69
293,3,7:21.0,,J. Huestis enters the game for T. Ferguson,75,69
294,3,7:21.0,J. Anderson enters the game for R. Covington,,75,69
295,3,7:13.0,Offensive charge foul by C. Anthony (drawn by J. Anderson),,75,69
296,3,7:13.0,,Turnover by C. Anthony (offensive foul),75,69
297,3,7:13.0,T. McConnell enters the game for T. Luwawu-Cabarrot,,75,69
298,3,6:59.0,J. Embiid misses 2-pt jump shot from 11 ft,,75,69
299,3,6:57.0,,Defensive rebound by C. Anthony,75,69
300,3,6:47.0,,C. Anthony makes 3-pt jump shot from 26 ft (assist by P. George),75,72
301,3,6:33.0,Personal foul by C. Anthony (drawn by J. Embiid),,75,72
302,3,6:33.0,A. Johnson enters the game for J. Embiid,,75,72
303,3,6:25.0,Personal foul by C. Anthony (drawn by B. Simmons),,75,72
304,3,6:25.0,,P. Patterson enters the game for C. Anthony,75,72
305,3,6:25.0,,J. Grant enters the game for S. Adams,75,72
306,3,6:16.0,D. Šarić misses 3-pt jump shot from 25 ft,,75,72
307,3,6:13.0,,Defensive rebound by P. George,75,72
308,3,6:06.0,,Turnover by P. George (bad pass; steal by T. McConnell),75,72
309,3,6:02.0,Shooting foul by J. Huestis (drawn by J. Anderson),,75,72
310,3,6:02.0,J. Anderson makes free throw 1 of 2,,76,72
311,3,6:02.0,J. Anderson makes free throw 2 of 2,,77,72
312,3,5:52.0,,Personal foul by D. Šarić (drawn by R. Westbrook),77,72
313,3,5:45.0,,R. Westbrook makes 2-pt layup from 1 ft,77,74
314,3,5:31.0,B. Simmons makes 2-pt jump shot from 3 ft,,79,74
315,3,5:19.0,,J. Grant misses 2-pt layup from 1 ft (block by J. Anderson),79,74
316,3,5:18.0,Defensive rebound by D. Šarić,,79,74
317,3,5:04.0,Philadelphia full timeout,,79,74
318,3,4:59.0,Turnover by T. McConnell (step out of bounds),,79,74
319,3,4:47.0,,J. Grant makes 2-pt dunk at rim (assist by P. George),79,76
320,3,4:33.0,Offensive foul by D. Šarić (drawn by J. Grant),,79,76
321,3,4:33.0,Turnover by D. Šarić (offensive foul),,79,76
322,3,4:33.0,T. Booker enters the game for D. Šarić,,79,76
323,3,4:26.0,,R. Westbrook makes 2-pt jump shot from 2 ft,79,78
324,3,4:01.0,J. Anderson misses 3-pt jump shot from 24 ft,,79,78
325,3,3:59.0,,Defensive rebound by J. Huestis,79,78
326,3,3:52.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),79,81
327,3,3:27.0,B. Simmons misses 2-pt jump shot from 9 ft,,79,81
328,3,3:25.0,,Defensive rebound by P. George,79,81
329,3,3:17.0,,Shooting foul by A. Johnson (drawn by J. Grant),79,81
330,3,3:17.0,,J. Grant misses free throw 1 of 2,79,81
331,3,3:17.0,,Offensive rebound by Team,79,81
332,3,3:17.0,,J. Grant makes free throw 2 of 2,79,82
333,3,3:17.0,R. Covington enters the game for A. Johnson,,79,82
334,3,3:17.0,J. Embiid enters the game for B. Simmons,,79,82
335,3,3:05.0,Turnover by T. Booker (bad pass),,79,82
336,3,3:05.0,,S. Adams enters the game for J. Grant,79,82
337,3,2:59.0,,S. Adams makes 2-pt dunk from 3 ft (assist by R. Westbrook),79,84
338,3,2:44.0,Turnover by R. Covington (bad pass; steal by P. George),,79,84
339,3,2:39.0,,R. Westbrook makes 2-pt layup at rim (assist by P. George),79,86
340,3,2:38.0,Philadelphia full timeout,,79,86
341,3,2:38.0,T. Luwawu-Cabarrot enters the game for T. Booker,,79,86
342,3,2:14.0,Turnover by Team (shot clock),,79,86
343,3,2:06.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),79,89
344,3,1:52.0,T. McConnell makes 2-pt jump shot from 8 ft (assist by T. Luwawu-Cabarrot),,81,89
345,3,1:36.0,,P. George misses 3-pt jump shot from 25 ft,81,89
346,3,1:32.0,Defensive rebound by J. Anderson,,81,89
347,3,1:28.0,Turnover by R. Covington (out of bounds lost ball),,81,89
348,3,1:12.0,,P. George misses 2-pt jump shot from 8 ft,81,89
349,3,1:10.0,Defensive rebound by J. Embiid,,81,89
350,3,0:53.0,J. Embiid misses 2-pt dunk from 1 ft (block by J. Huestis),,81,89
351,3,0:50.0,,Defensive rebound by P. Patterson,81,89
352,3,0:49.0,,Shooting foul by R. Covington (drawn by R. Westbrook),81,89
353,3,0:49.0,,R. Westbrook makes free throw 1 of 2,81,90
354,3,0:49.0,,R. Westbrook misses free throw 2 of 2,81,90
355,3,0:48.0,Defensive rebound by J. Anderson,,81,90
356,3,0:24.0,Turnover by Team (shot clock),,81,90
357,3,0:07.0,,R. Westbrook misses 3-pt jump shot from 25 ft,81,90
358,3,0:04.0,Defensive rebound by T. McConnell,,81,90
359,3,0:04.0,Personal foul by R. Westbrook (drawn by T. McConnell),,81,90
360,3,0:04.0,T. McConnell makes free throw 1 of 2,,82,90
361,3,0:04.0,B. Simmons enters the game for J. Embiid,,82,90
362,3,0:04.0,T. McConnell makes free throw 2 of 2,,83,90
363,3,0:01.0,,Shooting foul by J. Anderson (drawn by R. Westbrook),83,90
364,3,0:01.0,,R. Westbrook makes free throw 1 of 2,83,91
365,3,0:01.0,,J. Grant enters the game for S. Adams,83,91
366,3,0:01.0,,R. Westbrook makes free throw 2 of 2,83,92
367,4,11:49.0,,T. Ferguson misses 3-pt jump shot from 25 ft,83,92
368,4,11:43.0,,Offensive rebound by J. Huestis,83,92
369,4,11:35.0,,R. Felton misses 3-pt jump shot from 25 ft,83,92
370,4,11:29.0,Defensive rebound by J. Embiid,,83,92
371,4,11:19.0,R. Covington makes 3-pt jump shot from 26 ft (assist by R. Holmes),,86,92
372,4,10:57.0,,J. Grant misses 3-pt jump shot from 25 ft,86,92
373,4,10:55.0,,Offensive rebound by J. Huestis,86,92
374,4,10:55.0,,J. Huestis makes 2-pt layup at rim,86,94
375,4,10:45.0,B. Simmons makes 2-pt hook shot from 5 ft,,88,94
376,4,10:34.0,,Turnover by R. Felton (bad pass; steal by R. Holmes),88,94
377,4,10:20.0,Shooting foul by J. Huestis (drawn by R. Covington),,88,94
378,4,10:20.0,R. Covington makes free throw 1 of 2,,89,94
379,4,10:20.0,,S. Adams enters the game for J. Grant,89,94
380,4,10:20.0,R. Covington makes free throw 2 of 2,,90,94
381,4,9:55.0,,Turnover by J. Huestis (bad pass; steal by R. Holmes),90,94
382,4,9:35.0,J. Embiid makes 3-pt jump shot from 24 ft (assist by B. Simmons),,93,94
383,4,9:35.0,,Oklahoma City full timeout,93,94
384,4,9:35.0,,R. Westbrook enters the game for T. Ferguson,93,94
385,4,9:24.0,,R. Westbrook makes 2-pt dunk at rim,93,96
386,4,8:57.0,Turnover by R. Covington (bad pass; steal by R. Westbrook),,93,96
