,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,CLEVELAND_ACTION,WASHINGTON_SCORE,CLEVELAND_SCORE
390,4,1:35.0,M. Morris makes 2-pt layup from 2 ft (assist by B. Beal),,112,110
391,4,1:35.0,Shooting foul by K. Love (drawn by M. Morris),,112,110
392,4,1:35.0,M. Morris makes free throw 1 of 1,,113,110
393,4,1:19.0,,K. Korver makes 3-pt jump shot from 22 ft (assist by L. James),113,113
394,4,0:59.0,J. Wall makes 2-pt jump shot from 19 ft,,115,113
395,4,0:58.0,,Cleveland full timeout,115,113
396,4,0:52.0,,Shooting foul by B. Beal (drawn by L. James),115,113
397,4,0:52.0,,L. James misses free throw 1 of 2,115,113
398,4,0:52.0,,Offensive rebound by Team,115,113
399,4,0:52.0,,C. Osman enters the game for K. Love,115,113
400,4,0:52.0,,J. Smith enters the game for K. Korver,115,113
401,4,0:52.0,,L. James makes free throw 2 of 2,115,114
402,4,0:32.0,J. Wall misses 2-pt jump shot from 22 ft,,115,114
403,4,0:28.0,,Defensive rebound by L. James,115,114
404,4,0:23.0,,L. James misses 3-pt jump shot from 25 ft,115,114
405,4,0:21.0,,Offensive rebound by Team,115,114
406,4,0:21.0,Loose ball foul by M. Scott (drawn by J. Green),,115,114
407,4,0:21.0,,J. Green makes free throw 1 of 2,115,115
408,4,0:21.0,M. Gortat enters the game for M. Scott,,115,115
409,4,0:21.0,,J. Green makes free throw 2 of 2,115,116
410,4,0:21.0,Washington full timeout,,115,116
411,4,0:08.0,J. Wall misses 2-pt jump shot from 8 ft,,115,116
412,4,0:08.0,,Defensive rebound by L. James,115,116
413,4,0:08.0,,Personal foul by M. Gortat (drawn by L. James),115,116
414,4,0:08.0,,L. James misses free throw 1 of 2,115,116
415,4,0:08.0,,Offensive rebound by Team,115,116
416,4,0:08.0,,L. James makes free throw 2 of 2,115,117
417,4,0:02.0,Turnover by J. Wall (bad pass; steal by C. Osman),,115,117
418,4,0:02.0,,Personal foul by M. Morris (drawn by C. Osman),115,117
419,4,0:02.0,,C. Osman makes free throw 1 of 2,115,118
420,4,0:02.0,,C. Osman makes free throw 2 of 2,115,119
421,4,0:00.0,B. Beal misses 3-pt jump shot from 25 ft,,115,119
422,4,0:00.0,Offensive rebound by Team,,115,119
