,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DENVER_ACTION,CLEVELAND_SCORE,DENVER_SCORE
393,4,5:24.0,,Defensive rebound by W. Chandler,99,96
394,4,5:14.0,,G. Harris misses 3-pt jump shot from 23 ft,99,96
395,4,5:10.0,Defensive rebound by K. Korver,,99,96
396,4,5:03.0,G. Hill makes 3-pt jump shot from 22 ft (assist by L. James),,102,96
397,4,4:45.0,,N. Jokić makes 2-pt jump shot from 12 ft,102,98
398,4,4:18.0,L. James misses 2-pt jump shot from 18 ft,,102,98
399,4,4:15.0,,Defensive rebound by W. Barton,102,98
400,4,4:08.0,,G. Harris misses 2-pt layup from 3 ft,102,98
401,4,4:06.0,,Offensive rebound by N. Jokić,102,98
402,4,4:06.0,,Turnover by N. Jokić (bad pass),102,98
403,4,4:06.0,R. Hood enters the game for J. Green,,102,98
404,4,3:43.0,Turnover by L. James (bad pass; steal by W. Barton),,102,98
405,4,3:30.0,,W. Chandler misses 2-pt layup from 6 ft (block by K. Korver),102,98
406,4,3:30.0,,Offensive rebound by Team,102,98
407,4,3:26.0,,W. Barton makes 2-pt layup from 1 ft (assist by P. Millsap),102,100
408,4,3:10.0,R. Hood misses 2-pt jump shot from 22 ft,,102,100
409,4,3:07.0,Offensive rebound by L. Nance,,102,100
410,4,2:54.0,R. Hood makes 2-pt jump shot from 7 ft (assist by L. Nance),,104,100
411,4,2:42.0,,N. Jokić makes 2-pt jump shot from 6 ft (assist by W. Barton),104,102
412,4,2:24.0,R. Hood misses 2-pt jump shot from 18 ft,,104,102
413,4,2:22.0,,Defensive rebound by N. Jokić,104,102
414,4,2:01.0,,W. Barton misses 2-pt jump shot from 6 ft,104,102
415,4,1:59.0,Defensive rebound by L. James,,104,102
416,4,1:41.0,L. James makes 2-pt layup from 4 ft,,106,102
417,4,1:41.0,Shooting block foul by N. Jokić (drawn by L. James),,106,102
418,4,1:41.0,L. James misses free throw 1 of 1,,106,102
419,4,1:39.0,,Defensive rebound by N. Jokić,106,102
420,4,1:30.0,,N. Jokić makes 2-pt hook shot from 5 ft,106,104
421,4,1:11.0,L. James makes 3-pt jump shot from 28 ft,,109,104
422,4,1:11.0,,Denver full timeout,109,104
423,4,1:07.0,,Personal foul by G. Hill (drawn by G. Harris),109,104
424,4,0:59.0,,P. Millsap makes 2-pt dunk from 1 ft,109,106
425,4,0:41.0,L. James makes 2-pt jump shot from 12 ft,,111,106
426,4,0:32.0,,Personal foul by L. James (drawn by N. Jokić),111,106
427,4,0:32.0,,N. Jokić makes free throw 1 of 2,111,107
428,4,0:32.0,,N. Jokić makes free throw 2 of 2,111,108
429,4,0:10.0,L. James makes 2-pt jump shot from 15 ft,,113,108
430,4,0:09.0,,Denver full timeout,113,108
431,4,0:09.0,J. Green enters the game for K. Korver,,113,108
432,4,0:05.0,,Turnover by P. Millsap (step out of bounds),113,108
433,4,0:05.0,Cleveland full timeout,,113,108
434,4,0:05.0,,M. Beasley enters the game for N. Jokić,113,108
435,4,0:05.0,K. Korver enters the game for L. Nance,,113,108
436,4,0:05.0,Cleveland full timeout,,113,108
