,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,INDIANA_ACTION,MINNESOTA_SCORE,INDIANA_SCORE
385,4,3:47.0,M. Georges-Hunt enters the game for J. Crawford,,99,75
386,4,3:47.0,S. Muhammad enters the game for K. Towns,,99,75
387,4,3:42.0,S. Muhammad misses 2-pt jump shot from 7 ft,,99,75
388,4,3:41.0,Offensive rebound by G. Dieng,,99,75
389,4,3:41.0,G. Dieng makes 2-pt dunk at rim,,101,75
390,4,3:23.0,,J. Young misses 3-pt jump shot from 25 ft,101,75
391,4,3:23.0,Defensive rebound by G. Dieng,,101,75
392,4,3:18.0,S. Muhammad misses 2-pt layup at rim,,101,75
393,4,3:18.0,,Defensive rebound by C. Joseph,101,75
394,4,3:09.0,,T. Leaf misses 2-pt jump shot from 8 ft,101,75
395,4,3:08.0,,Offensive rebound by I. Anigbogu,101,75
396,4,3:08.0,,Shooting foul by M. Georges-Hunt (drawn by I. Anigbogu),101,75
397,4,3:08.0,,I. Anigbogu makes free throw 1 of 2,101,76
398,4,3:08.0,,A. Poythress enters the game for C. Joseph,101,76
399,4,3:08.0,C. Aldrich enters the game for G. Dieng,,101,76
400,4,3:08.0,,I. Anigbogu makes free throw 2 of 2,101,77
401,4,2:54.0,S. Muhammad misses 2-pt dunk at rim (block by I. Anigbogu),,101,77
402,4,2:54.0,Offensive rebound by C. Aldrich,,101,77
403,4,2:45.0,N. Bjelica misses 3-pt jump shot from 28 ft,,101,77
404,4,2:41.0,,Defensive rebound by I. Anigbogu,101,77
405,4,2:37.0,,J. Young makes 2-pt layup at rim,101,79
406,4,2:37.0,,Shooting foul by M. Georges-Hunt (drawn by J. Young),101,79
407,4,2:37.0,,J. Young makes free throw 1 of 1,101,80
408,4,2:22.0,N. Bjelica makes 2-pt layup from 1 ft,,103,80
409,4,1:59.0,,T. Leaf misses 2-pt jump shot from 7 ft,103,80
410,4,1:59.0,,Offensive rebound by I. Anigbogu,103,80
411,4,1:59.0,,I. Anigbogu makes 2-pt dunk at rim,103,82
412,4,1:48.0,C. Aldrich makes 2-pt dunk from 1 ft (assist by N. Bjelica),,105,82
413,4,1:27.0,,J. Young makes 2-pt jump shot from 4 ft,105,84
414,4,1:17.0,Offensive foul by C. Aldrich (drawn by J. Young),,105,84
415,4,1:17.0,Turnover by C. Aldrich (offensive foul),,105,84
416,4,1:07.0,,A. Poythress misses 3-pt jump shot from 28 ft,105,84
417,4,1:03.0,Defensive rebound by A. Brooks,,105,84
418,4,0:52.0,S. Muhammad makes 2-pt jump shot from 6 ft,,107,84
419,4,0:43.0,,I. Anigbogu misses 2-pt jump shot from 19 ft,107,84
420,4,0:40.0,,Offensive rebound by Team,107,84
421,4,0:30.0,,J. Young makes 3-pt jump shot from 25 ft,107,87
422,4,0:14.0,S. Muhammad misses 2-pt jump shot from 12 ft,,107,87
423,4,0:10.0,Offensive rebound by C. Aldrich,,107,87
424,4,0:10.0,C. Aldrich misses 2-pt layup at rim,,107,87
425,4,0:09.0,,Defensive rebound by T. Leaf,107,87
426,4,0:02.0,,Shooting foul by S. Muhammad (drawn by I. Anigbogu),107,87
427,4,0:02.0,,I. Anigbogu makes free throw 1 of 2,107,88
428,4,0:02.0,,I. Anigbogu misses free throw 2 of 2,107,88
429,4,0:00.0,,Offensive rebound by I. Anigbogu,107,88
430,4,0:00.0,,I. Anigbogu makes 2-pt jump shot from 17 ft,107,90
