,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,INDIANA_ACTION,BROOKLYN_SCORE,INDIANA_SCORE
57,1,4:07.0,C. LeVert enters the game for R. Hollis-Jefferson,,21,12
58,1,4:07.0,,D. Sabonis misses free throw 2 of 2,21,12
59,1,4:04.0,Defensive rebound by Q. Acy,,21,12
60,1,3:44.0,J. Harris misses 2-pt layup from 3 ft (block by M. Turner),,21,12
61,1,3:42.0,Offensive rebound by J. Harris,,21,12
62,1,3:41.0,J. Harris misses 2-pt jump shot from 12 ft,,21,12
63,1,3:39.0,,Defensive rebound by D. Sabonis,21,12
64,1,3:22.0,,C. Joseph makes 2-pt layup at rim (assist by D. Sabonis),21,14
65,1,2:55.0,J. Allen misses 3-pt jump shot from 23 ft,,21,14
66,1,2:55.0,Offensive rebound by Team,,21,14
67,1,2:55.0,Turnover by Team (shot clock),,21,14
68,1,2:55.0,,L. Stephenson enters the game for D. Collison,21,14
69,1,2:44.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by C. Joseph),21,17
70,1,2:27.0,C. LeVert makes 2-pt jump shot from 18 ft,,23,17
71,1,2:01.0,,C. Joseph misses 3-pt jump shot from 25 ft,23,17
72,1,1:58.0,Defensive rebound by J. Allen,,23,17
73,1,1:51.0,Q. Acy misses 3-pt jump shot from 28 ft,,23,17
74,1,1:50.0,,Defensive rebound by Team,23,17
75,1,1:50.0,,T. Leaf enters the game for M. Turner,23,17
76,1,1:39.0,,L. Stephenson misses 2-pt jump shot from 19 ft,23,17
77,1,1:35.0,,Offensive rebound by T. Leaf,23,17
78,1,1:31.0,,L. Stephenson misses 2-pt jump shot from 19 ft,23,17
79,1,1:27.0,Defensive rebound by Q. Acy,,23,17
80,1,1:19.0,Turnover by C. LeVert (bad pass; steal by D. Sabonis),,23,17
81,1,1:14.0,,C. Joseph misses 2-pt layup from 2 ft,23,17
82,1,1:11.0,Defensive rebound by C. LeVert,,23,17
83,1,1:11.0,Turnover by C. LeVert (lost ball; steal by D. Sabonis),,23,17
84,1,1:05.0,,D. Sabonis makes 2-pt jump shot from 9 ft (assist by T. Leaf),23,19
85,1,0:48.0,C. LeVert makes 3-pt jump shot from 25 ft,,26,19
86,1,0:35.0,,V. Oladipo misses 2-pt jump shot from 19 ft,26,19
87,1,0:31.0,Defensive rebound by J. Harris,,26,19
88,1,0:12.0,N. Stauskas makes 2-pt layup from 2 ft,,28,19
89,1,0:02.0,,V. Oladipo makes 2-pt jump shot from 20 ft,28,21
90,2,11:47.0,,D. Sabonis makes 2-pt dunk at rim (assist by C. Joseph),28,23
91,2,11:24.0,N. Stauskas makes 3-pt jump shot from 29 ft (assist by D. Carroll),,31,23
92,2,11:03.0,,D. Sabonis misses 2-pt layup from 1 ft,31,23
93,2,11:01.0,Defensive rebound by D. Carroll,,31,23
94,2,10:55.0,N. Stauskas misses 3-pt jump shot from 27 ft,,31,23
95,2,10:53.0,,Defensive rebound by D. Sabonis,31,23
96,2,10:47.0,Offensive charge foul by L. Stephenson (drawn by C. LeVert),,31,23
97,2,10:47.0,,Turnover by L. Stephenson (offensive foul),31,23
98,2,10:32.0,Turnover by C. LeVert (bad pass; steal by C. Joseph),,31,23
99,2,10:26.0,,C. Joseph misses 2-pt layup at rim,31,23
100,2,10:22.0,,Offensive rebound by T. Leaf,31,23
101,2,10:22.0,,T. Leaf makes 2-pt layup at rim,31,25
102,2,10:04.0,Personal foul by L. Stephenson (drawn by N. Stauskas),,31,25
103,2,10:04.0,A. Crabbe enters the game for N. Stauskas,,31,25
104,2,9:54.0,Turnover by C. LeVert (bad pass; steal by B. Bogdanović),,31,25
105,2,9:50.0,,B. Bogdanović misses 2-pt jump shot from 10 ft (block by J. Harris),31,25
106,2,9:48.0,Defensive rebound by Team,,31,25
107,2,9:30.0,A. Crabbe misses 3-pt jump shot from 29 ft,,31,25
108,2,9:27.0,Offensive rebound by D. Carroll,,31,25
109,2,9:20.0,D. Carroll makes 2-pt layup from 1 ft,,33,25
110,2,9:03.0,,L. Stephenson misses 2-pt jump shot from 20 ft,33,25
111,2,8:59.0,Defensive rebound by D. Carroll,,33,25
112,2,8:55.0,D. Carroll makes 2-pt layup at rim,,35,25
113,2,8:55.0,,Indiana full timeout,35,25
114,2,8:55.0,,T. Young enters the game for T. Leaf,35,25
115,2,8:55.0,S. Dinwiddie enters the game for C. LeVert,,35,25
116,2,8:40.0,,B. Bogdanović makes 2-pt jump shot from 9 ft,35,27
117,2,8:13.0,J. Harris makes 3-pt jump shot from 27 ft (assist by S. Dinwiddie),,38,27
118,2,7:44.0,,D. Sabonis misses 2-pt hook shot from 8 ft,38,27
119,2,7:43.0,,Offensive rebound by Team,38,27
120,2,7:43.0,Q. Acy enters the game for J. Allen,,38,27
121,2,7:35.0,,B. Bogdanović misses 2-pt jump shot from 17 ft,38,27
122,2,7:31.0,Defensive rebound by D. Carroll,,38,27
123,2,7:17.0,D. Carroll misses 3-pt jump shot from 26 ft,,38,27
124,2,7:17.0,Offensive rebound by Team,,38,27
125,2,7:17.0,,Loose ball foul by D. Sabonis (drawn by Q. Acy),38,27
126,2,7:12.0,A. Crabbe makes 2-pt jump shot from 19 ft (assist by Q. Acy),,40,27
127,2,6:52.0,,Personal foul by A. Crabbe (drawn by D. Sabonis),40,27
128,2,6:52.0,,D. Collison enters the game for C. Joseph,40,27
129,2,6:52.0,,V. Oladipo enters the game for B. Bogdanović,40,27
130,2,6:52.0,R. Hollis-Jefferson enters the game for J. Harris,,40,27
131,2,6:38.0,,L. Stephenson makes 2-pt jump shot from 17 ft (assist by D. Sabonis),40,29
132,2,6:17.0,D. Carroll makes 3-pt jump shot from 27 ft (assist by R. Hollis-Jefferson),,43,29
133,2,5:59.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by V. Oladipo),43,31
134,2,5:38.0,Personal foul by T. Young (drawn by D. Carroll),,43,31
135,2,5:38.0,,M. Turner enters the game for T. Young,43,31
136,2,5:34.0,R. Hollis-Jefferson misses 2-pt jump shot from 11 ft,,43,31
137,2,5:31.0,,Defensive rebound by L. Stephenson,43,31
138,2,5:22.0,,L. Stephenson makes 2-pt layup from 1 ft (assist by D. Sabonis),43,33
139,2,5:22.0,Brooklyn full timeout,,43,33
140,2,5:22.0,T. Zeller enters the game for Q. Acy,,43,33
141,2,5:02.0,Shooting foul by V. Oladipo (drawn by R. Hollis-Jefferson),,43,33
142,2,5:02.0,R. Hollis-Jefferson makes free throw 1 of 2,,44,33
143,2,5:02.0,R. Hollis-Jefferson makes free throw 2 of 2,,45,33
144,2,4:48.0,,Turnover by D. Sabonis (out of bounds lost ball),45,33
145,2,4:48.0,C. LeVert enters the game for D. Carroll,,45,33
146,2,4:31.0,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by A. Crabbe),,48,33
147,2,4:13.0,,D. Sabonis misses 2-pt jump shot from 18 ft,48,33
148,2,4:11.0,Defensive rebound by R. Hollis-Jefferson,,48,33
149,2,4:07.0,Turnover by R. Hollis-Jefferson (lost ball; steal by V. Oladipo),,48,33
150,2,4:03.0,,V. Oladipo misses 2-pt layup from 1 ft,48,33
151,2,4:00.0,Defensive rebound by T. Zeller,,48,33
152,2,3:52.0,A. Crabbe misses 2-pt layup from 2 ft,,48,33
153,2,3:48.0,,Defensive rebound by M. Turner,48,33
154,2,3:41.0,,Personal foul by S. Dinwiddie (drawn by L. Stephenson),48,33
155,2,3:41.0,,B. Bogdanović enters the game for L. Stephenson,48,33
156,2,3:35.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by D. Collison),48,35
157,2,3:13.0,Turnover by S. Dinwiddie (bad pass; steal by D. Sabonis),,48,35
158,2,2:57.0,,Personal foul by T. Zeller (drawn by M. Turner),48,35
159,2,2:57.0,J. Harris enters the game for A. Crabbe,,48,35
160,2,2:48.0,,M. Turner misses 2-pt jump shot from 22 ft,48,35
161,2,2:45.0,Defensive rebound by T. Zeller,,48,35
162,2,2:26.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,48,35
163,2,2:22.0,Offensive rebound by T. Zeller,,48,35
164,2,2:21.0,C. LeVert makes 3-pt jump shot from 28 ft (assist by T. Zeller),,51,35
165,2,2:21.0,Shooting foul by V. Oladipo (drawn by C. LeVert),,51,35
166,2,2:21.0,C. LeVert makes free throw 1 of 1,,52,35
167,2,2:10.0,,D. Sabonis misses 2-pt dunk from 1 ft,52,35
168,2,2:06.0,Defensive rebound by T. Zeller,,52,35
169,2,1:51.0,R. Hollis-Jefferson makes 2-pt jump shot from 10 ft,,54,35
170,2,1:37.0,,D. Sabonis misses 2-pt jump shot from 19 ft,54,35
171,2,1:35.0,Defensive rebound by C. LeVert,,54,35
172,2,1:25.0,T. Zeller misses 2-pt layup at rim,,54,35
173,2,1:22.0,,Defensive rebound by D. Sabonis,54,35
174,2,1:17.0,,V. Oladipo makes 2-pt layup from 1 ft (assist by D. Collison),54,37
175,2,0:57.0,S. Dinwiddie misses 3-pt jump shot from 23 ft,,54,37
176,2,0:54.0,,Defensive rebound by B. Bogdanović,54,37
177,2,0:41.0,,M. Turner makes 2-pt layup at rim (assist by D. Sabonis),54,39
178,2,0:31.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by C. LeVert),,56,39
179,2,0:31.0,Shooting foul by D. Sabonis (drawn by R. Hollis-Jefferson),,56,39
180,2,0:31.0,J. Allen enters the game for T. Zeller,,56,39
181,2,0:31.0,D. Carroll enters the game for J. Harris,,56,39
182,2,0:31.0,R. Hollis-Jefferson makes free throw 1 of 1,,57,39
183,2,0:11.0,,D. Sabonis makes 2-pt dunk from 1 ft (assist by V. Oladipo),57,41
184,2,0:00.0,C. LeVert misses 2-pt jump shot from 22 ft,,57,41
185,2,0:00.0,,Defensive rebound by D. Sabonis,57,41
186,3,11:52.0,,V. Oladipo makes 2-pt jump shot from 22 ft (assist by T. Young),57,43
187,3,11:29.0,A. Crabbe misses 2-pt jump shot from 19 ft,,57,43
188,3,11:25.0,,Defensive rebound by T. Young,57,43
189,3,11:22.0,,D. Collison makes 2-pt layup from 2 ft (assist by T. Young),57,45
190,3,11:01.0,D. Carroll misses 3-pt jump shot from 22 ft,,57,45
191,3,10:59.0,,Defensive rebound by T. Young,57,45
192,3,10:55.0,,B. Bogdanović misses 3-pt jump shot from 25 ft,57,45
193,3,10:51.0,Defensive rebound by A. Crabbe,,57,45
194,3,10:40.0,D. Carroll misses 2-pt layup from 1 ft (block by M. Turner),,57,45
195,3,10:38.0,Offensive rebound by D. Carroll,,57,45
196,3,10:28.0,S. Dinwiddie misses 2-pt jump shot from 17 ft (block by V. Oladipo),,57,45
197,3,10:26.0,,Defensive rebound by B. Bogdanović,57,45
198,3,10:25.0,,D. Collison makes 2-pt layup at rim (assist by B. Bogdanović),57,47
199,3,10:24.0,Brooklyn full timeout,,57,47
200,3,10:00.0,Turnover by Team (shot clock),,57,47
201,3,9:52.0,,V. Oladipo makes 3-pt jump shot from 26 ft (assist by T. Young),57,50
202,3,9:27.0,S. Dinwiddie misses 2-pt jump shot from 12 ft,,57,50
203,3,9:25.0,,Defensive rebound by M. Turner,57,50
204,3,9:22.0,,B. Bogdanović makes 2-pt layup at rim (assist by M. Turner),57,52
205,3,8:56.0,S. Dinwiddie misses 3-pt jump shot from 26 ft,,57,52
206,3,8:53.0,Offensive rebound by D. Carroll,,57,52
207,3,8:53.0,D. Carroll makes 2-pt layup from 4 ft,,59,52
208,3,8:29.0,,M. Turner makes 2-pt layup at rim (assist by D. Collison),59,54
209,3,8:09.0,T. Zeller misses 2-pt layup from 1 ft (block by M. Turner),,59,54
210,3,8:05.0,,Defensive rebound by V. Oladipo,59,54
211,3,8:05.0,,Turnover by B. Bogdanović (step out of bounds),59,54
212,3,7:55.0,Personal foul by D. Collison (drawn by S. Dinwiddie),,59,54
213,3,7:49.0,A. Crabbe makes 2-pt jump shot from 13 ft (assist by S. Dinwiddie),,61,54
214,3,7:38.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,61,54
215,3,7:34.0,Defensive rebound by T. Zeller,,61,54
216,3,7:25.0,R. Hollis-Jefferson makes 2-pt jump shot from 6 ft,,63,54
217,3,7:09.0,,Turnover by B. Bogdanović (bad pass),63,54
218,3,6:49.0,D. Carroll makes 3-pt jump shot from 24 ft,,66,54
219,3,6:32.0,,T. Young makes 3-pt jump shot from 26 ft (assist by V. Oladipo),66,57
220,3,6:16.0,A. Crabbe misses 3-pt jump shot from 26 ft,,66,57
221,3,6:12.0,,Defensive rebound by M. Turner,66,57
222,3,6:02.0,,Personal foul by A. Crabbe (drawn by V. Oladipo),66,57
223,3,6:02.0,C. LeVert enters the game for A. Crabbe,,66,57
224,3,5:54.0,,V. Oladipo makes 2-pt jump shot from 14 ft (assist by T. Young),66,59
225,3,5:30.0,R. Hollis-Jefferson makes 2-pt jump shot from 17 ft (assist by D. Carroll),,68,59
226,3,5:12.0,,B. Bogdanović makes 2-pt jump shot from 14 ft,68,61
227,3,5:06.0,J. Allen enters the game for T. Zeller,,68,61
228,3,4:42.0,Turnover by Team (shot clock),,68,61
229,3,4:34.0,,M. Turner makes 2-pt dunk from 1 ft (assist by D. Collison),68,63
230,3,4:34.0,,Shooting foul by J. Allen (drawn by M. Turner),68,63
231,3,4:34.0,Q. Acy enters the game for D. Carroll,,68,63
232,3,4:34.0,N. Stauskas enters the game for R. Hollis-Jefferson,,68,63
233,3,4:34.0,,M. Turner makes free throw 1 of 1,68,64
234,3,4:12.0,C. LeVert misses 3-pt jump shot from 26 ft,,68,64
235,3,4:10.0,,Defensive rebound by T. Young,68,64
236,3,4:00.0,,D. Collison makes 2-pt jump shot from 21 ft,68,66
237,3,3:33.0,S. Dinwiddie misses 2-pt jump shot from 18 ft,,68,66
238,3,3:29.0,Offensive rebound by J. Allen,,68,66
239,3,3:27.0,N. Stauskas misses 3-pt jump shot from 22 ft,,68,66
240,3,3:24.0,,Defensive rebound by M. Turner,68,66
241,3,3:21.0,,D. Collison makes 3-pt jump shot from 28 ft (assist by V. Oladipo),68,69
242,3,3:20.0,Brooklyn full timeout,,68,69
243,3,3:20.0,,C. Joseph enters the game for B. Bogdanović,68,69
244,3,3:20.0,J. Harris enters the game for S. Dinwiddie,,68,69
245,3,3:02.0,Turnover by C. LeVert (lost ball; steal by D. Collison),,68,69
246,3,2:43.0,,D. Collison misses 3-pt jump shot from 27 ft,68,69
247,3,2:40.0,Defensive rebound by J. Harris,,68,69
248,3,2:31.0,,D. Sabonis enters the game for V. Oladipo,68,69
249,3,2:31.0,,L. Stephenson enters the game for T. Young,68,69
250,3,2:27.0,C. LeVert makes 2-pt jump shot at rim,,70,69
251,3,2:04.0,,M. Turner makes 3-pt jump shot from 27 ft (assist by D. Collison),70,72
252,3,1:49.0,Q. Acy makes 3-pt jump shot from 24 ft (assist by C. LeVert),,73,72
253,3,1:36.0,,D. Collison misses 2-pt jump shot from 20 ft,73,72
254,3,1:31.0,Defensive rebound by N. Stauskas,,73,72
255,3,1:23.0,Shooting block foul by L. Stephenson (drawn by Q. Acy),,73,72
256,3,1:23.0,Q. Acy makes free throw 1 of 2,,74,72
257,3,1:23.0,Q. Acy misses free throw 2 of 2,,74,72
258,3,1:22.0,Offensive rebound by J. Allen,,74,72
259,3,1:22.0,Shooting foul by M. Turner (drawn by J. Allen),,74,72
260,3,1:22.0,J. Allen makes free throw 1 of 2,,75,72
261,3,1:22.0,J. Allen makes free throw 2 of 2,,76,72
262,3,1:18.0,,Indiana full timeout,76,72
263,3,1:10.0,,L. Stephenson makes 3-pt jump shot from 27 ft (assist by D. Collison),76,75
264,3,0:51.0,J. Allen makes 2-pt dunk from 1 ft (assist by J. Harris),,78,75
265,3,0:35.0,,L. Stephenson misses 2-pt jump shot from 15 ft,78,75
266,3,0:33.0,,Offensive rebound by M. Turner,78,75
267,3,0:33.0,,M. Turner makes 2-pt dunk at rim,78,77
268,3,0:25.0,N. Stauskas makes 3-pt jump shot from 25 ft,,81,77
269,3,0:05.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by D. Collison),81,80
270,3,0:00.0,C. LeVert misses 2-pt jump shot from 14 ft,,81,80
271,3,0:00.0,Offensive rebound by Team,,81,80
272,4,11:43.0,Q. Acy misses 2-pt dunk from 1 ft,,81,80
273,4,11:41.0,,Defensive rebound by C. Joseph,81,80
274,4,11:30.0,,Turnover by L. Stephenson (bad pass; steal by C. LeVert),81,80
275,4,11:29.0,Personal foul by C. Joseph (drawn by C. LeVert),,81,80
276,4,11:19.0,J. Harris makes 2-pt layup from 2 ft,,83,80
277,4,11:03.0,,L. Stephenson misses 2-pt layup at rim,83,80
278,4,11:03.0,,Offensive rebound by Team,83,80
279,4,11:03.0,Loose ball foul by J. Harris (drawn by D. Sabonis),,83,80
280,4,11:03.0,R. Hollis-Jefferson enters the game for Q. Acy,,83,80
281,4,10:54.0,,C. Joseph makes 2-pt jump shot from 9 ft,83,82
282,4,10:38.0,R. Hollis-Jefferson misses 2-pt layup at rim (block by B. Bogdanović),,83,82
283,4,10:38.0,,Defensive rebound by D. Sabonis,83,82
284,4,10:29.0,,L. Stephenson misses 2-pt jump shot from 20 ft,83,82
285,4,10:26.0,Defensive rebound by R. Hollis-Jefferson,,83,82
286,4,10:17.0,R. Hollis-Jefferson misses 2-pt jump shot from 13 ft,,83,82
287,4,10:13.0,Offensive rebound by J. Allen,,83,82
288,4,10:11.0,J. Allen misses 2-pt layup at rim,,83,82
289,4,10:09.0,Offensive rebound by C. LeVert,,83,82
290,4,10:08.0,C. LeVert misses 2-pt layup from 1 ft,,83,82
291,4,10:08.0,Offensive rebound by N. Stauskas,,83,82
292,4,10:02.0,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft,,83,82
293,4,9:58.0,,Defensive rebound by D. Sabonis,83,82
294,4,9:55.0,,V. Oladipo misses 3-pt jump shot from 25 ft,83,82
295,4,9:52.0,Defensive rebound by R. Hollis-Jefferson,,83,82
296,4,9:29.0,Turnover by Team (shot clock),,83,82
297,4,9:29.0,A. Crabbe enters the game for N. Stauskas,,83,82
298,4,9:29.0,T. Zeller enters the game for J. Allen,,83,82
299,4,9:21.0,,V. Oladipo misses 3-pt jump shot from 23 ft,83,82
300,4,9:18.0,Defensive rebound by A. Crabbe,,83,82
301,4,9:12.0,Shooting foul by D. Sabonis (drawn by A. Crabbe),,83,82
302,4,9:12.0,A. Crabbe misses free throw 1 of 2,,83,82
303,4,9:12.0,Offensive rebound by Team,,83,82
304,4,9:12.0,A. Crabbe makes free throw 2 of 2,,84,82
305,4,8:56.0,,V. Oladipo makes 2-pt layup from 1 ft,84,84
306,4,8:48.0,R. Hollis-Jefferson misses 2-pt layup at rim,,84,84
307,4,8:45.0,Offensive rebound by R. Hollis-Jefferson,,84,84
308,4,8:45.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,84,84
309,4,8:44.0,Offensive rebound by R. Hollis-Jefferson,,84,84
310,4,8:44.0,R. Hollis-Jefferson misses 2-pt layup from 1 ft,,84,84
311,4,8:42.0,,Defensive rebound by D. Sabonis,84,84
312,4,8:39.0,,B. Bogdanović misses 3-pt jump shot from 23 ft,84,84
313,4,8:35.0,,Offensive rebound by L. Stephenson,84,84
314,4,8:31.0,,V. Oladipo misses 3-pt jump shot from 26 ft,84,84
315,4,8:29.0,,Offensive rebound by L. Stephenson,84,84
316,4,8:29.0,,Shooting foul by A. Crabbe (drawn by L. Stephenson),84,84
317,4,8:29.0,,L. Stephenson misses free throw 1 of 2,84,84
318,4,8:29.0,,Offensive rebound by Team,84,84
319,4,8:29.0,,T. Young enters the game for V. Oladipo,84,84
320,4,8:29.0,,L. Stephenson makes free throw 2 of 2,84,85
321,4,8:18.0,Personal foul by B. Bogdanović (drawn by A. Crabbe),,84,85
322,4,8:18.0,S. Dinwiddie enters the game for C. LeVert,,84,85
323,4,8:18.0,D. Carroll enters the game for J. Harris,,84,85
324,4,8:15.0,,Offensive charge foul by R. Hollis-Jefferson (drawn by T. Young),84,85
325,4,8:15.0,Turnover by R. Hollis-Jefferson (offensive foul),,84,85
326,4,8:07.0,,B. Bogdanović makes 2-pt jump shot from 13 ft (assist by C. Joseph),84,87
327,4,7:53.0,T. Zeller misses 2-pt layup from 2 ft (block by D. Sabonis),,84,87
328,4,7:50.0,,Defensive rebound by D. Sabonis,84,87
329,4,7:46.0,,T. Young misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),84,87
330,4,7:46.0,,Offensive rebound by Team,84,87
331,4,7:37.0,,B. Bogdanović makes 3-pt jump shot from 27 ft (assist by C. Joseph),84,90
332,4,7:17.0,Turnover by D. Carroll (lost ball; steal by L. Stephenson),,84,90
333,4,7:14.0,,L. Stephenson makes 2-pt layup from 1 ft,84,92
334,4,7:14.0,,Shooting foul by S. Dinwiddie (drawn by L. Stephenson),84,92
335,4,7:14.0,Brooklyn full timeout,,84,92
336,4,7:14.0,C. LeVert enters the game for T. Zeller,,84,92
337,4,7:14.0,,L. Stephenson makes free throw 1 of 1,84,93
338,4,7:04.0,Shooting foul by D. Sabonis (drawn by S. Dinwiddie),,84,93
339,4,7:04.0,S. Dinwiddie makes free throw 1 of 2,,85,93
340,4,7:04.0,S. Dinwiddie makes free throw 2 of 2,,86,93
341,4,6:47.0,,B. Bogdanović makes 2-pt layup from 4 ft,86,95
342,4,6:32.0,S. Dinwiddie makes 2-pt layup from 1 ft,,88,95
343,4,6:17.0,,T. Young misses 2-pt jump shot from 4 ft,88,95
344,4,6:14.0,Defensive rebound by S. Dinwiddie,,88,95
345,4,6:11.0,S. Dinwiddie misses 3-pt jump shot from 24 ft,,88,95
346,4,6:08.0,,Defensive rebound by B. Bogdanović,88,95
347,4,6:00.0,,Personal foul by D. Carroll (drawn by D. Sabonis),88,95
348,4,5:54.0,,C. Joseph makes 2-pt jump shot from 14 ft (assist by D. Sabonis),88,97
349,4,5:47.0,Shooting foul by D. Sabonis (drawn by R. Hollis-Jefferson),,88,97
350,4,5:47.0,R. Hollis-Jefferson makes free throw 1 of 2,,89,97
351,4,5:47.0,,M. Turner enters the game for D. Sabonis,89,97
352,4,5:47.0,R. Hollis-Jefferson misses free throw 2 of 2,,89,97
353,4,5:45.0,,Defensive rebound by T. Young,89,97
354,4,5:40.0,,Turnover by M. Turner (traveling),89,97
355,4,5:30.0,S. Dinwiddie makes 2-pt layup from 1 ft,,91,97
356,4,5:26.0,,Indiana full timeout,91,97
357,4,5:26.0,,V. Oladipo enters the game for B. Bogdanović,91,97
358,4,5:06.0,,Shooting foul by C. LeVert (drawn by V. Oladipo),91,97
359,4,5:06.0,,V. Oladipo makes free throw 1 of 2,91,98
360,4,5:06.0,,D. Collison enters the game for C. Joseph,91,98
361,4,5:06.0,,V. Oladipo makes free throw 2 of 2,91,99
362,4,4:57.0,R. Hollis-Jefferson makes 2-pt layup from 1 ft (assist by S. Dinwiddie),,93,99
363,4,4:57.0,Shooting foul by M. Turner (drawn by R. Hollis-Jefferson),,93,99
364,4,4:57.0,R. Hollis-Jefferson misses free throw 1 of 1,,93,99
365,4,4:54.0,Offensive rebound by A. Crabbe,,93,99
366,4,4:51.0,C. LeVert makes 2-pt jump shot from 12 ft,,95,99
367,4,4:35.0,,V. Oladipo makes 2-pt jump shot from 12 ft,95,101
