,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MILWAUKEE_ACTION,SAN ANTONIO_SCORE,MILWAUKEE_SCORE
38,1,6:37.0,Offensive charge foul by E. Bledsoe (drawn by K. Anderson),,3,8
39,1,6:37.0,,Turnover by E. Bledsoe (offensive foul),3,8
40,1,6:19.0,L. Aldridge makes 2-pt jump shot from 11 ft,,5,8
41,1,5:59.0,,Turnover by G. Antetokounmpo (bad pass; steal by K. Anderson),5,8
42,1,5:49.0,D. Green misses 3-pt jump shot from 27 ft,,5,8
43,1,5:47.0,,Defensive rebound by G. Antetokounmpo,5,8
44,1,5:41.0,,E. Bledsoe makes 2-pt layup from 2 ft,5,10
45,1,5:27.0,L. Aldridge misses 2-pt layup from 4 ft,,5,10
46,1,5:21.0,Offensive rebound by K. Anderson,,5,10
47,1,5:21.0,K. Anderson makes 2-pt dunk at rim,,7,10
48,1,5:15.0,,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by T. Snell),7,13
49,1,4:55.0,P. Mills misses 3-pt jump shot from 26 ft,,7,13
50,1,4:48.0,Offensive rebound by D. Green,,7,13
51,1,4:48.0,D. Green misses 2-pt layup at rim,,7,13
52,1,4:48.0,Offensive rebound by D. Green,,7,13
53,1,4:38.0,L. Aldridge makes 2-pt jump shot from 16 ft,,9,13
54,1,4:18.0,,J. Henson makes 2-pt dunk at rim (assist by K. Middleton),9,15
55,1,3:59.0,D. Green misses 3-pt jump shot from 27 ft,,9,15
56,1,3:57.0,,Defensive rebound by E. Bledsoe,9,15
57,1,3:55.0,,K. Middleton makes 2-pt dunk at rim (assist by E. Bledsoe),9,17
58,1,3:55.0,San Antonio full timeout,,9,17
59,1,3:55.0,,J. Parker enters the game for J. Henson,9,17
60,1,3:55.0,,T. Maker enters the game for G. Antetokounmpo,9,17
61,1,3:55.0,B. Forbes enters the game for K. Anderson,,9,17
62,1,3:55.0,M. Ginóbili enters the game for P. Mills,,9,17
63,1,3:55.0,R. Gay enters the game for L. Aldridge,,9,17
64,1,3:55.0,P. Gasol enters the game for D. Green,,9,17
65,1,3:35.0,T. Parker misses 2-pt jump shot from 19 ft,,9,17
66,1,3:32.0,,Defensive rebound by T. Snell,9,17
67,1,3:26.0,,E. Bledsoe misses 2-pt jump shot from 14 ft,9,17
68,1,3:24.0,,Offensive rebound by T. Maker,9,17
69,1,3:19.0,,T. Maker makes 2-pt jump shot from 15 ft (assist by J. Parker),9,19
70,1,2:59.0,Turnover by T. Parker (bad pass; steal by K. Middleton),,9,19
71,1,2:56.0,,T. Maker makes 2-pt dunk at rim (assist by K. Middleton),9,21
72,1,2:45.0,Personal foul by E. Bledsoe (drawn by R. Gay),,9,21
73,1,2:45.0,,B. Jennings enters the game for E. Bledsoe,9,21
74,1,2:36.0,R. Gay misses 2-pt jump shot from 2 ft,,9,21
75,1,2:29.0,Offensive rebound by R. Gay,,9,21
76,1,2:29.0,R. Gay makes 2-pt layup at rim,,11,21
77,1,2:19.0,,K. Middleton misses 2-pt jump shot from 17 ft,11,21
78,1,2:15.0,Defensive rebound by T. Parker,,11,21
79,1,2:04.0,M. Ginóbili makes 2-pt layup from 1 ft (assist by P. Gasol),,13,21
80,1,1:54.0,,J. Parker makes 3-pt jump shot from 26 ft (assist by T. Snell),13,24
81,1,1:41.0,Turnover by T. Parker (bad pass; steal by K. Middleton),,13,24
82,1,1:41.0,,Personal foul by M. Ginóbili (drawn by K. Middleton),13,24
83,1,1:28.0,,J. Parker makes 2-pt jump shot from 17 ft,13,26
84,1,1:04.0,,Offensive charge foul by P. Gasol (drawn by T. Maker),13,26
85,1,1:04.0,Turnover by P. Gasol (offensive foul),,13,26
86,1,0:53.0,,J. Parker misses 2-pt jump shot from 15 ft,13,26
87,1,0:51.0,Defensive rebound by P. Gasol,,13,26
88,1,0:40.0,R. Gay makes 2-pt layup from 1 ft,,15,26
89,1,0:37.0,,Shooting foul by B. Forbes (drawn by J. Parker),15,26
90,1,0:37.0,,J. Parker makes free throw 1 of 2,15,27
91,1,0:37.0,,J. Parker misses free throw 2 of 2,15,27
92,1,0:34.0,Defensive rebound by R. Gay,,15,27
93,1,0:25.0,R. Gay misses 2-pt jump shot from 14 ft,,15,27
94,1,0:22.0,,Defensive rebound by T. Maker,15,27
95,1,0:01.0,,K. Middleton misses 2-pt jump shot from 18 ft,15,27
96,1,0:01.0,Defensive rebound by P. Gasol,,15,27
97,2,11:36.0,,Turnover by T. Maker (bad pass; steal by R. Gay),15,27
98,2,11:24.0,R. Gay makes 2-pt dunk at rim (assist by M. Ginóbili),,17,27
99,2,11:05.0,,T. Snell misses 2-pt jump shot from 9 ft,17,27
100,2,11:02.0,Defensive rebound by R. Gay,,17,27
101,2,10:53.0,M. Ginóbili misses 2-pt jump shot from 7 ft,,17,27
102,2,10:49.0,,Defensive rebound by B. Jennings,17,27
103,2,10:46.0,,B. Jennings makes 2-pt jump shot from 13 ft,17,29
104,2,10:32.0,Turnover by M. Ginóbili (bad pass),,17,29
105,2,10:16.0,,J. Parker misses 2-pt layup from 2 ft,17,29
106,2,10:14.0,Defensive rebound by T. Parker,,17,29
107,2,10:06.0,P. Gasol makes 2-pt layup at rim (assist by M. Ginóbili),,19,29
108,2,9:51.0,,J. Parker misses 3-pt jump shot from 26 ft,19,29
109,2,9:48.0,Defensive rebound by Team,,19,29
110,2,9:48.0,D. Green enters the game for T. Parker,,19,29
111,2,9:48.0,P. Mills enters the game for B. Forbes,,19,29
112,2,9:48.0,D. Murray enters the game for M. Ginóbili,,19,29
113,2,9:27.0,Shooting foul by G. Antetokounmpo (drawn by D. Green),,19,29
114,2,9:27.0,D. Green makes free throw 1 of 2,,20,29
115,2,9:27.0,D. Green makes free throw 2 of 2,,21,29
116,2,9:15.0,,G. Antetokounmpo makes 2-pt layup at rim (assist by B. Jennings),21,31
117,2,9:15.0,,Shooting foul by P. Gasol (drawn by G. Antetokounmpo),21,31
118,2,9:15.0,L. Aldridge enters the game for P. Gasol,,21,31
119,2,9:15.0,,G. Antetokounmpo makes free throw 1 of 1,21,32
120,2,8:59.0,R. Gay misses 2-pt layup from 11 ft (block by J. Parker),,21,32
121,2,8:55.0,,Defensive rebound by J. Parker,21,32
122,2,8:46.0,,T. Maker misses 2-pt layup from 1 ft,21,32
123,2,8:45.0,,Offensive rebound by G. Antetokounmpo,21,32
124,2,8:45.0,,Personal foul by D. Green (drawn by G. Antetokounmpo),21,32
125,2,8:45.0,,S. Muhammad enters the game for T. Snell,21,32
126,2,8:45.0,K. Anderson enters the game for R. Gay,,21,32
127,2,8:38.0,,B. Jennings misses 3-pt jump shot from 23 ft,21,32
128,2,8:35.0,Defensive rebound by D. Green,,21,32
129,2,8:18.0,D. Murray makes 2-pt layup from 1 ft,,23,32
130,2,7:56.0,,T. Maker misses 3-pt jump shot from 23 ft,23,32
131,2,7:53.0,Defensive rebound by D. Murray,,23,32
132,2,7:37.0,L. Aldridge makes 2-pt layup from 1 ft (assist by D. Green),,25,32
133,2,7:37.0,,Milwaukee full timeout,25,32
134,2,7:37.0,,K. Middleton enters the game for J. Parker,25,32
135,2,7:23.0,,S. Muhammad misses 3-pt jump shot from 25 ft,25,32
136,2,7:21.0,Defensive rebound by K. Anderson,,25,32
137,2,7:03.0,D. Green makes 3-pt jump shot from 27 ft (assist by L. Aldridge),,28,32
138,2,6:41.0,,G. Antetokounmpo misses 3-pt jump shot from 23 ft,28,32
139,2,6:41.0,Defensive rebound by Team,,28,32
140,2,6:41.0,,J. Terry enters the game for B. Jennings,28,32
141,2,6:27.0,L. Aldridge makes 2-pt hook shot from 3 ft,,30,32
142,2,6:11.0,,S. Muhammad misses 3-pt jump shot from 26 ft,30,32
143,2,6:09.0,Defensive rebound by D. Murray,,30,32
144,2,6:00.0,K. Anderson makes 2-pt jump shot from 11 ft (assist by D. Murray),,32,32
145,2,5:53.0,,Milwaukee full timeout,32,32
146,2,5:53.0,,J. Henson enters the game for T. Maker,32,32
147,2,5:40.0,,K. Middleton makes 2-pt jump shot from 18 ft (assist by J. Henson),32,34
148,2,5:19.0,L. Aldridge misses 2-pt jump shot from 8 ft,,32,34
149,2,5:16.0,,Defensive rebound by K. Middleton,32,34
150,2,5:12.0,,E. Bledsoe enters the game for S. Muhammad,32,34
151,2,5:12.0,P. Mills makes technical free throw,,33,34
152,2,5:04.0,,Shooting foul by L. Aldridge (drawn by E. Bledsoe),33,34
153,2,5:04.0,,E. Bledsoe makes free throw 1 of 2,33,35
154,2,5:04.0,,E. Bledsoe misses free throw 2 of 2,33,35
155,2,5:01.0,Defensive rebound by D. Murray,,33,35
156,2,4:50.0,D. Murray makes 2-pt jump shot from 14 ft,,35,35
157,2,4:32.0,,J. Terry misses 3-pt jump shot from 23 ft,35,35
158,2,4:30.0,Defensive rebound by D. Green,,35,35
159,2,4:14.0,K. Anderson makes 2-pt layup at rim (assist by D. Green),,37,35
160,2,4:07.0,,Personal foul by D. Murray (drawn by E. Bledsoe),37,35
161,2,3:52.0,,Turnover by G. Antetokounmpo (offensive goaltending),37,35
162,2,3:40.0,Personal foul by J. Terry (drawn by D. Murray),,37,35
163,2,3:34.0,Turnover by K. Anderson (bad pass),,37,35
164,2,3:20.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by J. Terry),37,37
165,2,3:20.0,San Antonio full timeout,,37,37
166,2,3:20.0,M. Ginóbili enters the game for D. Green,,37,37
167,2,3:02.0,Shooting foul by G. Antetokounmpo (drawn by L. Aldridge),,37,37
168,2,3:02.0,L. Aldridge makes free throw 1 of 2,,38,37
169,2,3:02.0,T. Parker enters the game for K. Anderson,,38,37
170,2,3:02.0,R. Gay enters the game for D. Murray,,38,37
171,2,3:02.0,L. Aldridge makes free throw 2 of 2,,39,37
172,2,2:47.0,,G. Antetokounmpo misses 2-pt jump shot from 15 ft,39,37
173,2,2:45.0,Defensive rebound by L. Aldridge,,39,37
174,2,2:34.0,L. Aldridge makes 2-pt layup at rim,,41,37
175,2,2:22.0,,J. Terry makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),41,40
176,2,1:59.0,R. Gay misses 2-pt layup from 2 ft (block by J. Henson),,41,40
177,2,1:56.0,Offensive rebound by L. Aldridge,,41,40
178,2,1:56.0,L. Aldridge misses 2-pt layup from 4 ft,,41,40
179,2,1:53.0,Offensive rebound by R. Gay,,41,40
180,2,1:52.0,R. Gay makes 2-pt layup from 1 ft,,43,40
181,2,1:47.0,,Shooting foul by L. Aldridge (drawn by G. Antetokounmpo),43,40
182,2,1:47.0,,G. Antetokounmpo makes free throw 1 of 2,43,41
183,2,1:47.0,,G. Antetokounmpo misses free throw 2 of 2,43,41
184,2,1:44.0,Defensive rebound by R. Gay,,43,41
185,2,1:27.0,L. Aldridge misses 2-pt layup from 2 ft,,43,41
186,2,1:27.0,Offensive rebound by L. Aldridge,,43,41
187,2,1:27.0,Shooting foul by J. Henson (drawn by L. Aldridge),,43,41
188,2,1:27.0,L. Aldridge makes free throw 1 of 2,,44,41
189,2,1:27.0,B. Forbes enters the game for P. Mills,,44,41
190,2,1:27.0,L. Aldridge makes free throw 2 of 2,,45,41
191,2,1:11.0,,E. Bledsoe makes 2-pt jump shot from 10 ft (assist by J. Terry),45,43
192,2,0:51.0,R. Gay misses 2-pt dunk from 2 ft,,45,43
193,2,0:48.0,,Defensive rebound by E. Bledsoe,45,43
194,2,0:45.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by E. Bledsoe),45,45
195,2,0:27.0,T. Parker misses 2-pt layup from 3 ft (block by J. Henson),,45,45
196,2,0:24.0,,Defensive rebound by K. Middleton,45,45
197,2,0:21.0,,J. Terry misses 3-pt jump shot from 25 ft,45,45
198,2,0:20.0,,Offensive rebound by Team,45,45
199,2,0:20.0,Loose ball foul by R. Gay (drawn by G. Antetokounmpo),,45,45
200,2,0:20.0,,G. Antetokounmpo makes free throw 1 of 2,45,46
201,2,0:20.0,P. Mills enters the game for T. Parker,,45,46
202,2,0:20.0,,G. Antetokounmpo makes free throw 2 of 2,45,47
203,2,0:03.0,M. Ginóbili misses 2-pt layup from 2 ft,,45,47
204,2,0:03.0,Offensive rebound by L. Aldridge,,45,47
205,2,0:03.0,L. Aldridge makes 2-pt layup from 1 ft,,47,47
206,2,0:00.0,,E. Bledsoe misses 3-pt jump shot from 41 ft,47,47
207,2,0:00.0,,Offensive rebound by Team,47,47
208,3,11:48.0,,Turnover by E. Bledsoe (bad pass; steal by D. Murray),47,47
209,3,11:48.0,San Antonio full timeout,,47,47
210,3,11:41.0,L. Aldridge makes 2-pt jump shot from 11 ft,,49,47
211,3,11:29.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by J. Henson),49,50
212,3,11:17.0,Personal foul by J. Henson (drawn by L. Aldridge),,49,50
213,3,11:10.0,Turnover by P. Mills (bad pass; steal by E. Bledsoe),,49,50
214,3,10:57.0,,E. Bledsoe makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),49,53
215,3,10:32.0,Turnover by D. Green (bad pass; steal by G. Antetokounmpo),,49,53
216,3,10:20.0,,G. Antetokounmpo makes 2-pt layup at rim,49,55
217,3,10:13.0,Turnover by K. Anderson (bad pass; steal by J. Terry),,49,55
218,3,10:09.0,,J. Terry misses 2-pt layup from 2 ft (block by D. Green),49,55
219,3,10:09.0,Defensive rebound by Team,,49,55
220,3,9:54.0,D. Murray misses 2-pt jump shot from 10 ft,,49,55
221,3,9:51.0,,Defensive rebound by G. Antetokounmpo,49,55
222,3,9:48.0,,Turnover by G. Antetokounmpo (bad pass; steal by D. Murray),49,55
223,3,9:43.0,D. Green misses 3-pt jump shot from 23 ft,,49,55
224,3,9:42.0,,Defensive rebound by Team,49,55
225,3,9:42.0,Loose ball foul by L. Aldridge (drawn by G. Antetokounmpo),,49,55
226,3,9:35.0,,E. Bledsoe makes 2-pt layup from 1 ft,49,57
227,3,9:35.0,,Shooting foul by D. Murray (drawn by E. Bledsoe),49,57
228,3,9:35.0,,J. Parker enters the game for J. Terry,49,57
229,3,9:35.0,M. Ginóbili enters the game for D. Murray,,49,57
230,3,9:35.0,T. Parker enters the game for D. Green,,49,57
231,3,9:35.0,,E. Bledsoe makes free throw 1 of 1,49,58
232,3,9:11.0,L. Aldridge makes 2-pt jump shot from 8 ft,,51,58
233,3,9:06.0,,Personal foul by T. Parker (drawn by K. Middleton),51,58
234,3,8:57.0,,K. Middleton misses 3-pt jump shot from 27 ft,51,58
235,3,8:54.0,,Offensive rebound by J. Henson,51,58
236,3,8:52.0,,J. Parker makes 2-pt layup from 1 ft (assist by J. Henson),51,60
237,3,8:38.0,T. Parker makes 2-pt jump shot from 13 ft (assist by P. Mills),,53,60
238,3,8:23.0,,J. Henson misses 2-pt hook shot from 4 ft (block by L. Aldridge),53,60
239,3,8:19.0,Defensive rebound by T. Parker,,53,60
240,3,8:16.0,L. Aldridge makes 2-pt layup from 1 ft (assist by M. Ginóbili),,55,60
241,3,8:00.0,,J. Henson makes 2-pt layup from 2 ft (assist by J. Parker),55,62
242,3,7:35.0,K. Anderson misses 2-pt layup from 2 ft (block by J. Parker),,55,62
243,3,7:35.0,Offensive rebound by K. Anderson,,55,62
244,3,7:35.0,K. Anderson misses 2-pt layup from 2 ft,,55,62
245,3,7:35.0,Offensive rebound by L. Aldridge,,55,62
246,3,7:35.0,Shooting foul by K. Middleton (drawn by L. Aldridge),,55,62
247,3,7:35.0,L. Aldridge misses free throw 1 of 2,,55,62
248,3,7:35.0,Offensive rebound by Team,,55,62
249,3,7:35.0,L. Aldridge makes free throw 2 of 2,,56,62
250,3,7:23.0,,K. Middleton makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),56,64
251,3,6:55.0,P. Mills misses 2-pt jump shot from 6 ft,,56,64
252,3,6:53.0,,Defensive rebound by G. Antetokounmpo,56,64
253,3,6:35.0,,K. Middleton makes 3-pt jump shot from 24 ft (assist by J. Parker),56,67
254,3,6:16.0,T. Parker misses 2-pt jump shot from 16 ft,,56,67
255,3,6:13.0,,Defensive rebound by J. Parker,56,67
256,3,6:08.0,,G. Antetokounmpo misses 2-pt layup from 3 ft,56,67
257,3,6:00.0,,Offensive rebound by J. Henson,56,67
258,3,6:00.0,,J. Henson makes 2-pt layup at rim,56,69
259,3,5:55.0,Shooting foul by J. Parker (drawn by L. Aldridge),,56,69
260,3,5:55.0,L. Aldridge misses free throw 1 of 2,,56,69
261,3,5:55.0,Offensive rebound by Team,,56,69
262,3,5:55.0,,J. Terry enters the game for G. Antetokounmpo,56,69
263,3,5:55.0,B. Forbes enters the game for K. Anderson,,56,69
264,3,5:55.0,R. Gay enters the game for P. Mills,,56,69
265,3,5:55.0,L. Aldridge makes free throw 2 of 2,,57,69
266,3,5:33.0,,J. Henson makes 2-pt dunk at rim (assist by E. Bledsoe),57,71
267,3,5:23.0,,Violation by J. Henson (kicked ball),57,71
268,3,5:23.0,,T. Maker enters the game for K. Middleton,57,71
269,3,5:23.0,,S. Muhammad enters the game for J. Henson,57,71
270,3,5:23.0,P. Gasol enters the game for L. Aldridge,,57,71
271,3,5:11.0,M. Ginóbili misses 2-pt jump shot from 10 ft,,57,71
272,3,5:10.0,Offensive rebound by P. Gasol,,57,71
273,3,5:08.0,P. Gasol makes 2-pt hook shot from 3 ft,,59,71
274,3,4:54.0,,E. Bledsoe makes 2-pt jump shot from 9 ft,59,73
275,3,4:38.0,B. Forbes misses 2-pt layup at rim,,59,73
276,3,4:38.0,Offensive rebound by P. Gasol,,59,73
277,3,4:35.0,P. Gasol misses 2-pt layup at rim,,59,73
278,3,4:34.0,Offensive rebound by P. Gasol,,59,73
279,3,4:34.0,P. Gasol makes 2-pt layup at rim,,61,73
280,3,4:30.0,,E. Bledsoe makes 2-pt layup from 1 ft,61,75
281,3,4:30.0,,Shooting foul by B. Forbes (drawn by E. Bledsoe),61,75
282,3,4:30.0,,E. Bledsoe makes free throw 1 of 1,61,76
283,3,4:07.0,P. Gasol makes 2-pt layup from 1 ft,,63,76
284,3,3:38.0,,E. Bledsoe misses 2-pt jump shot from 18 ft,63,76
285,3,3:35.0,Defensive rebound by M. Ginóbili,,63,76
286,3,3:28.0,T. Parker misses 2-pt jump shot from 16 ft,,63,76
287,3,3:26.0,Offensive rebound by P. Gasol,,63,76
288,3,3:21.0,M. Ginóbili misses 3-pt jump shot from 25 ft,,63,76
289,3,3:17.0,,Defensive rebound by S. Muhammad,63,76
290,3,3:15.0,,Shooting foul by M. Ginóbili (drawn by T. Maker),63,76
291,3,3:15.0,,T. Maker misses free throw 1 of 2,63,76
292,3,3:15.0,,Offensive rebound by Team,63,76
293,3,3:15.0,,B. Jennings enters the game for E. Bledsoe,63,76
294,3,3:15.0,D. Green enters the game for M. Ginóbili,,63,76
295,3,3:15.0,,T. Maker makes free throw 2 of 2,63,77
296,3,2:57.0,R. Gay misses 2-pt jump shot from 8 ft,,63,77
297,3,2:54.0,Offensive rebound by R. Gay,,63,77
298,3,2:51.0,P. Gasol misses 2-pt layup from 1 ft,,63,77
299,3,2:47.0,Offensive rebound by P. Gasol,,63,77
300,3,2:45.0,P. Gasol makes 2-pt layup at rim,,65,77
301,3,2:45.0,,Milwaukee full timeout,65,77
302,3,2:45.0,D. Murray enters the game for T. Parker,,65,77
303,3,2:28.0,,T. Maker misses 2-pt jump shot from 11 ft,65,77
304,3,2:28.0,,Offensive rebound by Team,65,77
305,3,2:24.0,,S. Muhammad misses 3-pt jump shot from 23 ft,65,77
306,3,2:21.0,Defensive rebound by R. Gay,,65,77
307,3,2:07.0,B. Forbes misses 3-pt jump shot from 26 ft,,65,77
308,3,2:06.0,Offensive rebound by Team,,65,77
309,3,2:06.0,,Loose ball foul by T. Maker (drawn by P. Gasol),65,77
310,3,2:06.0,,T. Zeller enters the game for T. Maker,65,77
311,3,1:54.0,R. Gay makes 2-pt jump shot from 13 ft,,67,77
312,3,1:37.0,,S. Muhammad makes 2-pt jump shot from 8 ft (assist by B. Jennings),67,79
313,3,1:24.0,P. Gasol makes 2-pt jump shot from 14 ft (assist by B. Forbes),,69,79
314,3,1:17.0,,B. Jennings misses 2-pt jump shot from 16 ft,69,79
315,3,1:11.0,,Offensive rebound by S. Muhammad,69,79
316,3,1:11.0,,S. Muhammad makes 2-pt layup at rim,69,81
317,3,1:02.0,P. Gasol makes 2-pt layup from 1 ft (assist by D. Murray),,71,81
318,3,1:02.0,Shooting foul by J. Parker (drawn by P. Gasol),,71,81
319,3,1:02.0,,G. Antetokounmpo enters the game for J. Parker,71,81
320,3,1:02.0,P. Gasol makes free throw 1 of 1,,72,81
321,3,0:48.0,,S. Muhammad misses 2-pt layup from 3 ft,72,81
322,3,0:48.0,,Offensive rebound by S. Muhammad,72,81
323,3,0:47.0,,S. Muhammad makes 2-pt layup from 3 ft,72,83
324,3,0:36.0,P. Gasol misses 3-pt jump shot from 26 ft,,72,83
325,3,0:33.0,,Defensive rebound by B. Jennings,72,83
326,3,0:17.0,,Shooting foul by D. Green (drawn by S. Muhammad),72,83
327,3,0:17.0,,S. Muhammad makes free throw 1 of 2,72,84
328,3,0:17.0,,S. Muhammad makes free throw 2 of 2,72,85
329,3,0:05.0,D. Green makes 3-pt jump shot from 26 ft (assist by B. Forbes),,75,85
330,3,0:00.0,,B. Jennings makes 3-pt jump shot from 26 ft (assist by S. Muhammad),75,88
331,4,11:38.0,D. Murray misses 2-pt jump shot from 13 ft,,75,88
332,4,11:35.0,,Defensive rebound by S. Muhammad,75,88
333,4,11:13.0,,B. Jennings misses 3-pt jump shot from 25 ft,75,88
334,4,11:11.0,Defensive rebound by P. Gasol,,75,88
335,4,11:07.0,P. Gasol makes 2-pt dunk at rim (assist by D. Murray),,77,88
336,4,11:07.0,Shooting foul by B. Jennings (drawn by P. Gasol),,77,88
337,4,11:07.0,P. Gasol misses free throw 1 of 1,,77,88
338,4,11:07.0,,Defensive rebound by G. Antetokounmpo,77,88
339,4,10:40.0,,B. Jennings misses 3-pt jump shot from 27 ft,77,88
340,4,10:36.0,Defensive rebound by D. Murray,,77,88
341,4,10:33.0,Personal foul by T. Zeller (drawn by P. Gasol),,77,88
342,4,10:33.0,,K. Middleton enters the game for S. Muhammad,77,88
343,4,10:26.0,R. Gay misses 3-pt jump shot from 22 ft,,77,88
344,4,10:22.0,,Defensive rebound by K. Middleton,77,88
345,4,10:11.0,,G. Antetokounmpo makes 3-pt jump shot from 24 ft (assist by T. Zeller),77,91
346,4,9:57.0,Personal foul by T. Zeller (drawn by P. Gasol),,77,91
347,4,9:57.0,,T. Snell enters the game for J. Terry,77,91
348,4,9:57.0,D. Bertāns enters the game for R. Gay,,77,91
349,4,9:41.0,D. Green makes 2-pt hook shot from 4 ft,,79,91
350,4,9:27.0,,K. Middleton misses 2-pt jump shot from 7 ft,79,91
351,4,9:22.0,,Offensive rebound by G. Antetokounmpo,79,91
352,4,9:19.0,,G. Antetokounmpo misses 2-pt jump shot from 8 ft,79,91
353,4,9:16.0,Defensive rebound by P. Gasol,,79,91
354,4,9:05.0,P. Gasol misses 2-pt jump shot from 15 ft,,79,91
355,4,9:02.0,,Defensive rebound by G. Antetokounmpo,79,91
356,4,8:47.0,,T. Zeller misses 2-pt hook shot from 5 ft,79,91
357,4,8:45.0,Defensive rebound by D. Bertāns,,79,91
358,4,8:42.0,Shooting foul by T. Snell (drawn by D. Murray),,79,91
359,4,8:42.0,D. Murray makes free throw 1 of 2,,80,91
360,4,8:42.0,,E. Bledsoe enters the game for B. Jennings,80,91
361,4,8:42.0,P. Mills enters the game for B. Forbes,,80,91
362,4,8:42.0,D. Murray makes free throw 2 of 2,,81,91
363,4,8:35.0,,K. Middleton makes 2-pt jump shot from 16 ft,81,93
364,4,8:35.0,,Shooting foul by P. Mills (drawn by K. Middleton),81,93
365,4,8:35.0,,J. Henson enters the game for T. Zeller,81,93
366,4,8:35.0,K. Anderson enters the game for D. Bertāns,,81,93
367,4,8:35.0,,K. Middleton makes free throw 1 of 1,81,94
368,4,8:19.0,Turnover by P. Gasol (out of bounds lost ball),,81,94
369,4,8:02.0,,K. Middleton makes 2-pt jump shot from 12 ft,81,96
370,4,8:02.0,San Antonio full timeout,,81,96
371,4,8:02.0,L. Aldridge enters the game for D. Green,,81,96
372,4,7:52.0,Personal foul by G. Antetokounmpo (drawn by L. Aldridge),,81,96
373,4,7:52.0,L. Aldridge makes free throw 1 of 2,,82,96
374,4,7:52.0,,J. Parker enters the game for G. Antetokounmpo,82,96
375,4,7:52.0,L. Aldridge makes free throw 2 of 2,,83,96
376,4,7:29.0,,J. Henson misses 2-pt jump shot from 18 ft,83,96
377,4,7:26.0,Defensive rebound by K. Anderson,,83,96
378,4,7:20.0,L. Aldridge makes 2-pt layup from 2 ft (assist by P. Gasol),,85,96
379,4,6:57.0,,K. Middleton misses 2-pt jump shot from 15 ft,85,96
380,4,6:57.0,Defensive rebound by P. Gasol,,85,96
