,QUARTER,TIME_REMAINING,UTAH_ACTION,BROOKLYN_ACTION,UTAH_SCORE,BROOKLYN_SCORE
376,4,6:20.0,,D. Carroll makes free throw 1 of 2,89,103
377,4,6:20.0,,A. Crabbe enters the game for J. Harris,89,103
378,4,6:20.0,R. Neto enters the game for A. Burks,,89,103
379,4,6:20.0,,D. Carroll makes free throw 2 of 2,89,104
380,4,6:07.0,Personal foul by T. Booker (drawn by D. Favors),,89,104
381,4,6:07.0,D. Favors makes free throw 1 of 2,,90,104
382,4,6:07.0,D. Favors misses free throw 2 of 2,,90,104
383,4,6:03.0,Offensive rebound by D. Favors,,90,104
384,4,6:01.0,R. Neto makes 2-pt layup from 1 ft,,92,104
385,4,5:38.0,,C. LeVert makes 3-pt jump shot from 24 ft (assist by A. Crabbe),92,107
386,4,5:18.0,D. Mitchell misses 2-pt jump shot from 15 ft,,92,107
387,4,5:16.0,,Defensive rebound by A. Crabbe,92,107
388,4,5:08.0,,Personal foul by J. Ingles (drawn by T. Booker),92,107
389,4,5:08.0,,T. Booker misses free throw 1 of 2,92,107
390,4,5:08.0,,Offensive rebound by Team,92,107
391,4,5:08.0,,T. Booker misses free throw 2 of 2,92,107
392,4,5:06.0,Defensive rebound by D. Mitchell,,92,107
393,4,4:51.0,R. Neto makes 2-pt layup from 1 ft (assist by D. Mitchell),,94,107
394,4,4:28.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by D. Carroll),94,110
395,4,4:12.0,Shooting foul by T. Booker (drawn by D. Mitchell),,94,110
396,4,4:12.0,D. Mitchell makes free throw 1 of 2,,95,110
397,4,4:12.0,,S. Dinwiddie enters the game for C. LeVert,95,110
398,4,4:12.0,R. O'Neale enters the game for J. Ingles,,95,110
399,4,4:12.0,E. Udoh enters the game for D. Favors,,95,110
400,4,4:12.0,D. Mitchell makes free throw 2 of 2,,96,110
401,4,3:52.0,,Brooklyn full timeout,96,110
402,4,3:47.0,,S. Dinwiddie misses 2-pt jump shot from 23 ft,96,110
403,4,3:47.0,,Offensive rebound by Team,96,110
404,4,3:47.0,,Turnover by Team (shot clock),96,110
405,4,3:32.0,Offensive foul by E. Udoh (drawn by D. Carroll),,96,110
406,4,3:32.0,Turnover by E. Udoh (offensive foul),,96,110
407,4,3:09.0,,A. Crabbe makes 2-pt jump shot from 9 ft,96,112
408,4,3:07.0,Utah full timeout,,96,112
409,4,3:07.0,,T. Zeller enters the game for D. Carroll,96,112
410,4,3:07.0,,I. Whitehead enters the game for T. Booker,96,112
411,4,3:07.0,A. Burks enters the game for R. Hood,,96,112
412,4,3:07.0,N. Wolters enters the game for D. Mitchell,,96,112
413,4,3:07.0,T. Bradley enters the game for E. Udoh,,96,112
414,4,2:55.0,R. Neto makes 2-pt jump shot from 18 ft,,98,112
415,4,2:31.0,,A. Crabbe makes 2-pt jump shot from 13 ft,98,114
416,4,2:13.0,R. Neto makes 2-pt layup at rim,,100,114
417,4,1:49.0,,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by R. Hollis-Jefferson),100,117
418,4,1:39.0,R. Neto misses 3-pt jump shot from 24 ft,,100,117
419,4,1:39.0,Offensive rebound by T. Bradley,,100,117
420,4,1:37.0,Shooting foul by R. Hollis-Jefferson (drawn by T. Bradley),,100,117
421,4,1:37.0,T. Bradley makes free throw 1 of 2,,101,117
422,4,1:37.0,,J. Harris enters the game for S. Dinwiddie,101,117
423,4,1:37.0,,S. Kilpatrick enters the game for A. Crabbe,101,117
424,4,1:37.0,T. Bradley makes free throw 2 of 2,,102,117
425,4,1:32.0,,Shooting foul by N. Wolters (drawn by I. Whitehead),102,117
426,4,1:32.0,,I. Whitehead makes free throw 1 of 2,102,118
427,4,1:32.0,,I. Whitehead misses free throw 2 of 2,102,118
428,4,1:30.0,Defensive rebound by T. Bradley,,102,118
429,4,1:11.0,R. O'Neale makes 2-pt layup from 1 ft,,104,118
430,4,0:56.0,,I. Whitehead misses 2-pt layup from 3 ft,104,118
431,4,0:53.0,Defensive rebound by R. O'Neale,,104,118
432,4,0:51.0,Personal foul by I. Whitehead (drawn by R. Neto),,104,118
433,4,0:51.0,R. Neto misses free throw 1 of 2,,104,118
434,4,0:51.0,Offensive rebound by Team,,104,118
435,4,0:51.0,R. Neto makes free throw 2 of 2,,105,118
436,4,0:32.0,,Turnover by I. Whitehead (lost ball; steal by R. O'Neale),105,118
437,4,0:16.0,A. Burks makes 2-pt layup from 1 ft,,107,118
