,QUARTER,TIME_REMAINING,DENVER_ACTION,SACRAMENTO_ACTION,DENVER_SCORE,SACRAMENTO_SCORE
384,4,3:02.0,,F. Mason enters the game for G. Temple,108,89
385,4,3:02.0,,J. Jackson enters the game for K. Koufos,108,89
386,4,3:00.0,G. Harris misses 2-pt jump shot from 22 ft,,108,89
387,4,3:00.0,Offensive rebound by Team,,108,89
388,4,2:40.0,,S. Labissière misses 2-pt hook shot from 9 ft,108,89
389,4,2:36.0,Defensive rebound by W. Barton,,108,89
390,4,2:31.0,Denver full timeout,,108,89
391,4,2:31.0,M. Plumlee enters the game for T. Lyles,,108,89
392,4,2:31.0,J. Hernangómez enters the game for G. Harris,,108,89
393,4,2:31.0,M. Beasley enters the game for N. Jokić,,108,89
394,4,2:31.0,E. Mudiay enters the game for J. Murray,,108,89
395,4,2:21.0,W. Barton makes 3-pt jump shot from 24 ft (assist by M. Beasley),,111,89
396,4,2:10.0,,Personal foul by W. Barton (drawn by D. Fox),111,89
397,4,2:10.0,T. Lydon enters the game for W. Barton,,111,89
398,4,1:56.0,,J. Jackson makes 2-pt jump shot from 16 ft (assist by F. Mason),111,91
399,4,1:32.0,M. Plumlee misses 2-pt hook shot from 6 ft,,111,91
400,4,1:28.0,Offensive rebound by J. Hernangómez,,111,91
401,4,1:26.0,J. Hernangómez misses 2-pt jump shot from 4 ft,,111,91
402,4,1:24.0,,Defensive rebound by M. Richardson,111,91
403,4,1:17.0,,F. Mason makes 2-pt layup from 5 ft,111,93
404,4,1:00.0,M. Beasley makes 2-pt jump shot from 20 ft,,113,93
405,4,0:47.0,,S. Labissière misses 2-pt dunk from 1 ft,113,93
406,4,0:43.0,,Offensive rebound by F. Mason,113,93
407,4,0:42.0,,J. Jackson makes 2-pt dunk from 2 ft (assist by F. Mason),113,95
408,4,0:21.0,Shooting foul by D. Fox (drawn by M. Plumlee),,113,95
409,4,0:21.0,M. Plumlee makes free throw 1 of 2,,114,95
410,4,0:21.0,M. Plumlee misses free throw 2 of 2,,114,95
411,4,0:15.0,Offensive rebound by J. Hernangómez,,114,95
412,4,0:15.0,J. Hernangómez misses 2-pt layup at rim,,114,95
413,4,0:14.0,,Defensive rebound by S. Labissière,114,95
414,4,0:12.0,,D. Fox makes 3-pt jump shot from 25 ft (assist by F. Mason),114,98
