,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,SACRAMENTO_ACTION,MILWAUKEE_SCORE,SACRAMENTO_SCORE
158,2,5:05.0,,V. Carter misses 2-pt layup from 2 ft,46,30
159,2,5:03.0,Defensive rebound by J. Henson,,46,30
160,2,5:00.0,E. Bledsoe makes 2-pt layup from 3 ft,,48,30
161,2,5:00.0,Shooting foul by D. Fox (drawn by E. Bledsoe),,48,30
162,2,5:00.0,E. Bledsoe makes free throw 1 of 1,,49,30
163,2,4:45.0,,Z. Randolph misses 2-pt hook shot from 7 ft (block by J. Henson),49,30
164,2,4:41.0,Defensive rebound by T. Snell,,49,30
165,2,4:37.0,Turnover by J. Henson (traveling),,49,30
166,2,4:26.0,,V. Carter misses 2-pt jump shot from 4 ft,49,30
167,2,4:24.0,Defensive rebound by G. Antetokounmpo,,49,30
168,2,4:21.0,Shooting foul by W. Cauley-Stein (drawn by G. Antetokounmpo),,49,30
169,2,4:21.0,G. Antetokounmpo misses free throw 1 of 2,,49,30
170,2,4:21.0,Offensive rebound by Team,,49,30
171,2,4:21.0,G. Antetokounmpo misses free throw 2 of 2,,49,30
172,2,4:18.0,,Defensive rebound by W. Cauley-Stein,49,30
173,2,3:59.0,,Z. Randolph makes 2-pt jump shot from 19 ft (assist by D. Fox),49,32
174,2,3:41.0,E. Bledsoe makes 3-pt jump shot from 25 ft,,52,32
175,2,3:25.0,,D. Fox misses 2-pt jump shot from 7 ft,52,32
176,2,3:22.0,Defensive rebound by J. Henson,,52,32
177,2,3:20.0,G. Antetokounmpo misses 2-pt layup from 8 ft (block by V. Carter),,52,32
178,2,3:20.0,Offensive rebound by Team,,52,32
179,2,3:20.0,K. Middleton enters the game for J. Terry,,52,32
180,2,3:14.0,Turnover by G. Antetokounmpo (traveling),,52,32
181,2,3:02.0,,G. Temple misses 2-pt jump shot from 17 ft,52,32
182,2,2:59.0,Defensive rebound by G. Antetokounmpo,,52,32
183,2,2:51.0,J. Henson misses 2-pt hook shot from 7 ft,,52,32
184,2,2:48.0,,Defensive rebound by Z. Randolph,52,32
185,2,2:40.0,,Shooting foul by J. Henson (drawn by W. Cauley-Stein),52,32
186,2,2:40.0,,W. Cauley-Stein misses free throw 1 of 2,52,32
187,2,2:40.0,,Offensive rebound by Team,52,32
188,2,2:40.0,,W. Cauley-Stein misses free throw 2 of 2,52,32
189,2,2:38.0,Defensive rebound by G. Antetokounmpo,,52,32
190,2,2:28.0,Personal foul by D. Fox (drawn by E. Bledsoe),,52,32
191,2,2:28.0,E. Bledsoe misses free throw 1 of 2,,52,32
192,2,2:28.0,Offensive rebound by Team,,52,32
193,2,2:28.0,E. Bledsoe makes free throw 2 of 2,,53,32
194,2,2:12.0,,Turnover by W. Cauley-Stein (bad pass; steal by G. Antetokounmpo),53,32
195,2,2:08.0,E. Bledsoe makes 2-pt layup from 2 ft,,55,32
196,2,1:57.0,,D. Fox misses 2-pt layup from 4 ft,55,32
197,2,1:55.0,Defensive rebound by E. Bledsoe,,55,32
198,2,1:51.0,K. Middleton misses 3-pt jump shot from 24 ft,,55,32
199,2,1:51.0,,Defensive rebound by V. Carter,55,32
200,2,1:45.0,,Shooting foul by T. Snell (drawn by G. Temple),55,32
201,2,1:45.0,,G. Temple misses free throw 1 of 2,55,32
202,2,1:45.0,,Offensive rebound by Team,55,32
203,2,1:45.0,,B. Bogdanović enters the game for V. Carter,55,32
204,2,1:45.0,,G. Temple makes free throw 2 of 2,55,33
205,2,1:30.0,J. Henson makes 2-pt layup from 2 ft (assist by G. Antetokounmpo),,57,33
206,2,1:16.0,,Z. Randolph makes 2-pt layup from 2 ft (assist by D. Fox),57,35
207,2,1:04.0,Turnover by G. Antetokounmpo (bad pass; steal by B. Bogdanović),,57,35
208,2,1:00.0,,B. Bogdanović misses 3-pt jump shot from 26 ft,57,35
209,2,0:57.0,Defensive rebound by K. Middleton,,57,35
210,2,0:55.0,G. Antetokounmpo misses 2-pt layup from 5 ft,,57,35
211,2,0:51.0,,Defensive rebound by Z. Randolph,57,35
212,2,0:48.0,,D. Fox makes 2-pt layup from 1 ft,57,37
213,2,0:32.0,Personal foul by D. Fox (drawn by E. Bledsoe),,57,37
214,2,0:32.0,E. Bledsoe makes free throw 1 of 2,,58,37
215,2,0:32.0,,F. Mason enters the game for D. Fox,58,37
216,2,0:32.0,E. Bledsoe makes free throw 2 of 2,,59,37
217,2,0:15.0,,Turnover by G. Temple (bad pass; steal by E. Bledsoe),59,37
218,2,0:02.0,Shooting foul by G. Temple (drawn by K. Middleton),,59,37
219,2,0:02.0,K. Middleton misses free throw 1 of 3,,59,37
220,2,0:02.0,Offensive rebound by Team,,59,37
221,2,0:02.0,K. Middleton makes free throw 2 of 3,,60,37
222,2,0:02.0,K. Middleton makes free throw 3 of 3,,61,37
223,2,0:00.0,,W. Cauley-Stein misses 3-pt jump shot from 45 ft,61,37
224,2,0:00.0,,Offensive rebound by Team,61,37
225,3,11:36.0,G. Antetokounmpo misses 2-pt jump shot from 23 ft,,61,37
226,3,11:33.0,,Defensive rebound by D. Fox,61,37
227,3,11:13.0,,Z. Randolph misses 2-pt jump shot from 16 ft,61,37
228,3,11:02.0,,Offensive rebound by S. Labissière,61,37
229,3,11:02.0,,S. Labissière makes 2-pt layup at rim,61,39
230,3,10:55.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,61,39
231,3,10:51.0,,Defensive rebound by G. Hill,61,39
232,3,10:40.0,,Personal foul by G. Antetokounmpo (drawn by D. Fox),61,39
233,3,10:33.0,,Shooting foul by K. Middleton (drawn by G. Temple),61,39
234,3,10:33.0,,G. Temple makes free throw 1 of 2,61,40
235,3,10:33.0,,G. Temple makes free throw 2 of 2,61,41
236,3,10:17.0,Shooting foul by S. Labissière (drawn by G. Antetokounmpo),,61,41
237,3,10:17.0,G. Antetokounmpo misses free throw 1 of 2,,61,41
238,3,10:17.0,Offensive rebound by Team,,61,41
239,3,10:17.0,G. Antetokounmpo makes free throw 2 of 2,,62,41
240,3,9:58.0,,Z. Randolph misses 2-pt layup from 2 ft,62,41
241,3,9:54.0,,Offensive rebound by S. Labissière,62,41
242,3,9:54.0,,S. Labissière makes 2-pt dunk at rim,62,43
243,3,9:44.0,E. Bledsoe makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,65,43
244,3,9:21.0,,Z. Randolph misses 3-pt jump shot from 25 ft,65,43
245,3,9:19.0,Defensive rebound by E. Bledsoe,,65,43
246,3,9:09.0,J. Henson misses 2-pt jump shot from 11 ft (block by Z. Randolph),,65,43
247,3,9:05.0,,Defensive rebound by S. Labissière,65,43
248,3,8:46.0,,G. Hill misses 3-pt jump shot from 25 ft,65,43
249,3,8:44.0,,Offensive rebound by Team,65,43
250,3,8:44.0,,Turnover by Team (shot clock),65,43
251,3,8:22.0,T. Snell makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,68,43
252,3,8:08.0,,S. Labissière misses 2-pt jump shot from 11 ft (block by J. Henson),68,43
253,3,8:04.0,Defensive rebound by E. Bledsoe,,68,43
254,3,8:04.0,Shooting foul by G. Hill (drawn by T. Snell),,68,43
255,3,8:04.0,T. Snell makes free throw 1 of 2,,69,43
256,3,8:04.0,T. Snell misses free throw 2 of 2,,69,43
257,3,8:02.0,,Defensive rebound by G. Temple,69,43
258,3,7:50.0,,G. Temple makes 3-pt jump shot from 25 ft (assist by Z. Randolph),69,46
259,3,7:26.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,71,46
260,3,7:09.0,,D. Fox misses 2-pt layup from 7 ft,71,46
261,3,7:06.0,Defensive rebound by K. Middleton,,71,46
262,3,7:06.0,Personal foul by Z. Randolph (drawn by G. Antetokounmpo),,71,46
263,3,7:02.0,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),,74,46
264,3,7:00.0,,Sacramento full timeout,74,46
265,3,6:44.0,,D. Fox misses 2-pt jump shot from 13 ft,74,46
266,3,6:40.0,Defensive rebound by E. Bledsoe,,74,46
267,3,6:34.0,J. Henson makes 2-pt dunk from 2 ft (assist by K. Middleton),,76,46
268,3,6:15.0,,G. Hill misses 3-pt jump shot from 25 ft,76,46
269,3,6:11.0,Defensive rebound by G. Antetokounmpo,,76,46
270,3,6:08.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,78,46
271,3,6:08.0,,Violation by S. Labissière (def goaltending),78,46
272,3,5:51.0,,Shooting foul by K. Middleton (drawn by G. Temple),78,46
273,3,5:51.0,,G. Temple misses free throw 1 of 2,78,46
274,3,5:51.0,,Offensive rebound by Team,78,46
275,3,5:51.0,,W. Cauley-Stein enters the game for Z. Randolph,78,46
276,3,5:51.0,,K. Koufos enters the game for S. Labissière,78,46
277,3,5:51.0,,G. Temple makes free throw 2 of 2,78,47
278,3,5:38.0,G. Antetokounmpo makes 2-pt jump shot from 10 ft,,80,47
279,3,5:23.0,,G. Temple misses 2-pt jump shot from 17 ft,80,47
280,3,5:19.0,,Offensive rebound by K. Koufos,80,47
281,3,5:17.0,,D. Fox misses 3-pt jump shot from 25 ft,80,47
282,3,5:13.0,,W. Cauley-Stein misses 2-pt dunk from 2 ft (block by J. Henson),80,47
283,3,5:13.0,,Offensive rebound by Team,80,47
284,3,5:13.0,D. Liggins enters the game for K. Middleton,,80,47
285,3,5:13.0,T. Maker enters the game for J. Henson,,80,47
286,3,5:12.0,,Defensive rebound by W. Cauley-Stein,80,47
287,3,5:05.0,,K. Koufos misses 2-pt jump shot from 12 ft,80,47
288,3,5:04.0,,Offensive rebound by Team,80,47
289,3,4:56.0,,Turnover by D. Fox (bad pass; steal by G. Antetokounmpo),80,47
290,3,4:53.0,Shooting foul by G. Hill (drawn by G. Antetokounmpo),,80,47
291,3,4:53.0,G. Antetokounmpo makes free throw 1 of 2,,81,47
292,3,4:53.0,G. Antetokounmpo makes free throw 2 of 2,,82,47
293,3,4:44.0,,Personal foul by T. Maker (drawn by G. Hill),82,47
294,3,4:31.0,,W. Cauley-Stein makes 2-pt hook shot from 7 ft,82,49
295,3,4:06.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,84,49
296,3,3:48.0,,G. Temple misses 2-pt jump shot from 18 ft,84,49
297,3,3:45.0,Defensive rebound by G. Antetokounmpo,,84,49
298,3,3:40.0,G. Antetokounmpo misses 2-pt layup from 2 ft,,84,49
299,3,3:38.0,,Defensive rebound by K. Koufos,84,49
300,3,3:32.0,,D. Fox misses 3-pt jump shot from 24 ft,84,49
301,3,3:28.0,,Offensive rebound by K. Koufos,84,49
302,3,3:21.0,,W. Cauley-Stein misses 2-pt layup from 2 ft,84,49
303,3,3:19.0,,Offensive rebound by K. Koufos,84,49
304,3,3:09.0,,G. Temple makes 2-pt jump shot from 14 ft (assist by K. Koufos),84,51
305,3,2:52.0,Shooting foul by W. Cauley-Stein (drawn by G. Antetokounmpo),,84,51
306,3,2:52.0,Milwaukee full timeout,,84,51
307,3,2:52.0,,B. Bogdanović enters the game for D. Fox,84,51
308,3,2:52.0,,F. Mason enters the game for G. Temple,84,51
309,3,2:52.0,M. Brogdon enters the game for E. Bledsoe,,84,51
310,3,2:52.0,J. Terry enters the game for T. Snell,,84,51
311,3,2:52.0,G. Antetokounmpo makes free throw 1 of 2,,85,51
312,3,2:52.0,G. Antetokounmpo makes free throw 2 of 2,,86,51
313,3,2:34.0,,W. Cauley-Stein makes 2-pt jump shot from 17 ft (assist by F. Mason),86,53
314,3,2:20.0,T. Maker misses 3-pt jump shot from 23 ft,,86,53
315,3,2:20.0,,Defensive rebound by G. Hill,86,53
316,3,2:14.0,,Personal foul by G. Antetokounmpo (drawn by K. Koufos),86,53
317,3,2:14.0,,K. Koufos makes free throw 1 of 2,86,54
318,3,2:14.0,,K. Koufos misses free throw 2 of 2,86,54
319,3,2:11.0,Defensive rebound by T. Maker,,86,54
320,3,1:56.0,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by J. Terry),,88,54
321,3,1:44.0,,F. Mason misses 2-pt jump shot from 9 ft,88,54
322,3,1:41.0,Defensive rebound by M. Brogdon,,88,54
323,3,1:40.0,Shooting foul by G. Hill (drawn by G. Antetokounmpo),,88,54
324,3,1:40.0,G. Antetokounmpo makes free throw 1 of 2,,89,54
325,3,1:40.0,G. Antetokounmpo misses free throw 2 of 2,,89,54
326,3,1:35.0,,Defensive rebound by W. Cauley-Stein,89,54
327,3,1:13.0,,F. Mason misses 3-pt jump shot from 23 ft,89,54
328,3,1:07.0,Defensive rebound by M. Brogdon,,89,54
329,3,0:51.0,Shooting foul by W. Cauley-Stein (drawn by T. Maker),,89,54
330,3,0:51.0,T. Maker misses free throw 1 of 2,,89,54
331,3,0:51.0,Offensive rebound by Team,,89,54
332,3,0:51.0,D. Wilson enters the game for G. Antetokounmpo,,89,54
333,3,0:51.0,T. Maker misses free throw 2 of 2,,89,54
334,3,0:49.0,,Defensive rebound by W. Cauley-Stein,89,54
335,3,0:33.0,,Personal foul by J. Terry (drawn by B. Bogdanović),89,54
336,3,0:33.0,,B. Bogdanović makes free throw 1 of 2,89,55
337,3,0:33.0,,B. Bogdanović makes free throw 2 of 2,89,56
338,3,0:08.0,J. Terry makes 3-pt jump shot from 24 ft (assist by D. Liggins),,92,56
339,3,0:00.0,,B. Bogdanović makes 3-pt jump shot from 25 ft (assist by F. Mason),92,59
340,4,11:47.0,,Turnover by B. Bogdanović (bad pass; steal by D. Liggins),92,59
341,4,11:23.0,M. Brogdon makes 2-pt jump shot from 5 ft,,94,59
342,4,11:12.0,,Personal foul by D. Wilson (drawn by F. Mason),94,59
343,4,11:04.0,,S. Labissière makes 2-pt layup from 2 ft (assist by F. Mason),94,61
344,4,10:45.0,T. Maker makes 2-pt jump shot from 17 ft (assist by J. Terry),,96,61
345,4,10:30.0,,W. Cauley-Stein makes 2-pt hook shot from 7 ft,96,63
346,4,10:06.0,D. Wilson misses 2-pt jump shot from 15 ft,,96,63
347,4,10:01.0,,Defensive rebound by W. Cauley-Stein,96,63
348,4,9:57.0,,S. Labissière makes 2-pt dunk at rim (assist by W. Cauley-Stein),96,65
349,4,9:57.0,,Shooting foul by D. Wilson (drawn by S. Labissière),96,65
350,4,9:57.0,,S. Labissière makes free throw 1 of 1,96,66
351,4,9:32.0,J. Terry misses 3-pt jump shot from 24 ft,,96,66
352,4,9:32.0,,Defensive rebound by Team,96,66
353,4,9:12.0,,Turnover by F. Mason (bad pass; steal by J. Terry),96,66
354,4,9:01.0,D. Wilson makes 2-pt layup from 3 ft (assist by J. Terry),,98,66
355,4,8:46.0,,S. Labissière misses 2-pt jump shot from 15 ft,98,66
356,4,8:43.0,Defensive rebound by M. Brogdon,,98,66
357,4,8:35.0,T. Maker misses 3-pt jump shot from 22 ft,,98,66
358,4,8:35.0,,Defensive rebound by W. Cauley-Stein,98,66
359,4,8:23.0,,Shooting foul by T. Maker (drawn by F. Mason),98,66
360,4,8:23.0,,F. Mason makes free throw 1 of 2,98,67
361,4,8:23.0,,M. Richardson enters the game for W. Cauley-Stein,98,67
362,4,8:23.0,,F. Mason makes free throw 2 of 2,98,68
363,4,8:12.0,Shooting foul by B. Bogdanović (drawn by M. Brogdon),,98,68
364,4,8:12.0,M. Brogdon makes free throw 1 of 2,,99,68
365,4,8:12.0,M. Brogdon misses free throw 2 of 2,,99,68
366,4,8:06.0,,Defensive rebound by S. Labissière,99,68
367,4,8:01.0,,Shooting foul by D. Liggins (drawn by M. Richardson),99,68
368,4,8:01.0,,M. Richardson makes free throw 1 of 2,99,69
369,4,8:01.0,,M. Richardson makes free throw 2 of 2,99,70
370,4,7:45.0,T. Maker makes 2-pt dunk from 1 ft (assist by D. Liggins),,101,70
371,4,7:34.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by F. Mason),101,73
372,4,7:16.0,T. Maker misses 2-pt jump shot from 21 ft,,101,73
373,4,7:13.0,,Defensive rebound by B. Hield,101,73
