,QUARTER,TIME_REMAINING,BOSTON_ACTION,UTAH_ACTION,BOSTON_SCORE,UTAH_SCORE
207,3,10:02.0,,D. Mitchell makes free throw 1 of 2,49,43
208,3,10:02.0,,D. Mitchell makes free throw 2 of 2,49,44
209,3,9:47.0,T. Rozier misses 2-pt jump shot from 15 ft,,49,44
210,3,9:45.0,,Defensive rebound by J. Ingles,49,44
211,3,9:36.0,,R. Rubio misses 3-pt jump shot from 25 ft,49,44
212,3,9:31.0,Defensive rebound by T. Rozier,,49,44
213,3,9:30.0,Personal foul by J. Ingles (drawn by T. Rozier),,49,44
214,3,9:25.0,A. Baynes makes 2-pt jump shot from 17 ft,,51,44
215,3,9:11.0,,Shooting foul by A. Baynes (drawn by D. Mitchell),51,44
216,3,9:11.0,,D. Mitchell makes free throw 1 of 2,51,45
217,3,9:11.0,,D. Mitchell makes free throw 2 of 2,51,46
218,3,8:57.0,Shooting foul by J. Ingles (drawn by J. Brown),,51,46
219,3,8:57.0,J. Brown makes free throw 1 of 2,,52,46
220,3,8:57.0,J. Brown misses free throw 2 of 2,,52,46
221,3,8:55.0,,Defensive rebound by R. Gobert,52,46
222,3,8:45.0,,D. Mitchell makes 3-pt jump shot from 28 ft (assist by R. Rubio),52,49
223,3,8:27.0,J. Brown makes 2-pt jump shot from 6 ft,,54,49
224,3,8:08.0,,D. Mitchell makes 3-pt jump shot from 25 ft (assist by R. Gobert),54,52
225,3,7:50.0,Shooting foul by D. Mitchell (drawn by J. Brown),,54,52
226,3,7:50.0,J. Brown makes free throw 1 of 2,,55,52
227,3,7:50.0,J. Brown makes free throw 2 of 2,,56,52
228,3,7:37.0,,Shooting foul by G. Yabusele (drawn by R. Gobert),56,52
229,3,7:37.0,,R. Gobert makes free throw 1 of 2,56,53
230,3,7:37.0,,R. Gobert makes free throw 2 of 2,56,54
231,3,7:18.0,Turnover by J. Tatum (bad pass; steal by R. Rubio),,56,54
232,3,7:09.0,,D. Favors misses 2-pt dunk from 3 ft (block by J. Tatum),56,54
233,3,7:06.0,Defensive rebound by A. Baynes,,56,54
234,3,7:03.0,T. Rozier misses 3-pt jump shot from 25 ft,,56,54
235,3,6:59.0,Offensive rebound by A. Baynes,,56,54
236,3,6:49.0,J. Tatum misses 2-pt layup from 1 ft,,56,54
237,3,6:46.0,Offensive rebound by A. Baynes,,56,54
238,3,6:46.0,A. Baynes makes 2-pt layup at rim,,58,54
239,3,6:41.0,,Utah full timeout,58,54
240,3,6:41.0,S. Ojeleye enters the game for J. Tatum,,58,54
241,3,6:41.0,A. Nader enters the game for G. Yabusele,,58,54
242,3,6:41.0,,J. Crowder enters the game for D. Favors,58,54
243,3,6:27.0,,R. Rubio misses 3-pt jump shot from 25 ft,58,54
244,3,6:25.0,,Offensive rebound by Team,58,54
245,3,6:25.0,Loose ball foul by J. Brown (drawn by R. Gobert),,58,54
246,3,6:25.0,,R. Gobert makes free throw 1 of 2,58,55
247,3,6:25.0,,R. Gobert misses free throw 2 of 2,58,55
248,3,6:23.0,Defensive rebound by A. Baynes,,58,55
249,3,6:05.0,Turnover by J. Brown (bad pass; steal by R. Rubio),,58,55
250,3,5:59.0,,R. Gobert misses 2-pt layup from 5 ft,58,55
251,3,5:57.0,,Offensive rebound by R. Rubio,58,55
252,3,5:56.0,,R. Rubio makes 2-pt jump shot from 13 ft,58,57
253,3,5:43.0,,Offensive charge foul by S. Ojeleye (drawn by J. Crowder),58,57
254,3,5:43.0,Turnover by S. Ojeleye (offensive foul),,58,57
255,3,5:35.0,,Personal foul by A. Nader (drawn by R. Rubio),58,57
256,3,5:35.0,,R. Rubio makes free throw 1 of 2,58,58
257,3,5:35.0,G. Monroe enters the game for A. Baynes,,58,58
258,3,5:35.0,,R. Rubio makes free throw 2 of 2,58,59
259,3,5:34.0,Turnover by Team (turnover),,58,59
260,3,5:20.0,,J. Crowder makes 3-pt jump shot from 24 ft (assist by J. Ingles),58,62
261,3,5:12.0,Boston full timeout,,58,62
262,3,5:12.0,,R. O'Neale enters the game for J. Ingles,58,62
263,3,5:12.0,J. Tatum enters the game for J. Brown,,58,62
264,3,5:01.0,G. Monroe misses 2-pt layup from 3 ft,,58,62
265,3,4:56.0,,Defensive rebound by R. Rubio,58,62
266,3,4:54.0,,D. Mitchell makes 2-pt jump shot from 9 ft,58,64
267,3,4:43.0,Turnover by A. Nader (bad pass; steal by R. Gobert),,58,64
268,3,4:36.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by R. Rubio),58,67
269,3,4:17.0,A. Nader misses 2-pt layup from 2 ft (block by J. Crowder),,58,67
270,3,4:17.0,Offensive rebound by Team,,58,67
271,3,4:15.0,T. Rozier misses 3-pt jump shot from 23 ft,,58,67
272,3,4:13.0,,Defensive rebound by R. Rubio,58,67
273,3,4:09.0,,R. O'Neale makes 2-pt layup from 1 ft (assist by R. Rubio),58,69
274,3,4:09.0,Boston full timeout,,58,69
275,3,4:09.0,,J. Jerebko enters the game for R. Rubio,58,69
276,3,4:09.0,A. Baynes enters the game for T. Rozier,,58,69
277,3,4:09.0,S. Larkin enters the game for A. Nader,,58,69
278,3,3:58.0,Shooting foul by J. Jerebko (drawn by J. Tatum),,58,69
279,3,3:58.0,J. Tatum makes free throw 1 of 2,,59,69
280,3,3:58.0,J. Tatum makes free throw 2 of 2,,60,69
281,3,3:52.0,,R. O'Neale misses 3-pt jump shot from 23 ft,60,69
282,3,3:48.0,Defensive rebound by S. Ojeleye,,60,69
283,3,3:36.0,S. Ojeleye makes 2-pt layup from 1 ft (assist by G. Monroe),,62,69
284,3,3:36.0,Shooting foul by R. Gobert (drawn by S. Ojeleye),,62,69
285,3,3:36.0,S. Ojeleye misses free throw 1 of 1,,62,69
286,3,3:36.0,,Defensive rebound by R. Gobert,62,69
287,3,3:10.0,,D. Mitchell misses 2-pt jump shot from 10 ft,62,69
288,3,3:07.0,Defensive rebound by A. Baynes,,62,69
289,3,2:53.0,J. Tatum misses 2-pt jump shot from 18 ft,,62,69
290,3,2:51.0,,Defensive rebound by J. Jerebko,62,69
291,3,2:40.0,,Turnover by J. Crowder (bad pass; steal by J. Tatum),62,69
292,3,2:34.0,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by J. Tatum),,65,69
293,3,2:14.0,,D. Mitchell misses 3-pt jump shot from 25 ft,65,69
294,3,2:10.0,Defensive rebound by G. Monroe,,65,69
295,3,1:59.0,G. Monroe misses 2-pt layup from 1 ft,,65,69
296,3,1:57.0,,Defensive rebound by R. Gobert,65,69
297,3,1:49.0,,J. Crowder makes 2-pt layup from 2 ft (assist by D. Mitchell),65,71
298,3,1:24.0,S. Ojeleye makes 2-pt jump shot from 14 ft (assist by J. Tatum),,67,71
299,3,0:58.0,,D. Mitchell misses 3-pt jump shot from 27 ft,67,71
300,3,0:56.0,Defensive rebound by Team,,67,71
301,3,0:56.0,,J. Ingles enters the game for J. Jerebko,67,71
302,3,0:56.0,,D. Favors enters the game for R. Gobert,67,71
303,3,0:41.0,Offensive foul by A. Baynes (drawn by J. Crowder),,67,71
304,3,0:41.0,Turnover by A. Baynes (offensive foul),,67,71
305,3,0:33.0,,J. Crowder misses 3-pt jump shot from 25 ft,67,71
306,3,0:31.0,Defensive rebound by S. Larkin,,67,71
307,3,0:17.0,Turnover by G. Monroe (bad pass),,67,71
308,3,0:00.0,,Turnover by D. Mitchell (bad pass; steal by G. Monroe),67,71
309,4,11:50.0,,D. Favors makes 2-pt jump shot from 17 ft (assist by R. Rubio),67,73
310,4,11:33.0,A. Baynes makes 2-pt dunk from 1 ft,,69,73
311,4,11:33.0,Shooting foul by J. Crowder (drawn by A. Baynes),,69,73
312,4,11:33.0,A. Baynes makes free throw 1 of 1,,70,73
313,4,11:11.0,,Shooting foul by A. Baynes (drawn by R. Rubio),70,73
314,4,11:11.0,,R. Rubio misses free throw 1 of 2,70,73
315,4,11:11.0,,Offensive rebound by Team,70,73
316,4,11:11.0,,R. Rubio makes free throw 2 of 2,70,74
317,4,10:57.0,Turnover by A. Baynes (turnover),,70,74
318,4,10:47.0,,J. Ingles misses 3-pt jump shot from 24 ft,70,74
319,4,10:46.0,,Offensive rebound by J. Crowder,70,74
320,4,10:46.0,,J. Crowder misses 2-pt layup from 1 ft,70,74
321,4,10:46.0,Defensive rebound by G. Monroe,,70,74
322,4,10:28.0,A. Baynes misses 2-pt jump shot from 10 ft,,70,74
323,4,10:26.0,,Defensive rebound by R. O'Neale,70,74
324,4,10:18.0,,J. Crowder makes 2-pt layup from 1 ft (assist by J. Ingles),70,76
325,4,10:02.0,J. Tatum misses 2-pt layup from 2 ft,,70,76
326,4,10:00.0,,Defensive rebound by D. Favors,70,76
327,4,9:54.0,,Turnover by R. Rubio (lost ball; steal by G. Monroe),70,76
328,4,9:48.0,S. Larkin misses 3-pt jump shot from 24 ft,,70,76
329,4,9:44.0,,Defensive rebound by D. Favors,70,76
330,4,9:24.0,,J. Crowder misses 3-pt jump shot from 23 ft,70,76
331,4,9:22.0,,Offensive rebound by R. Rubio,70,76
332,4,9:12.0,,Shooting foul by G. Monroe (drawn by R. Rubio),70,76
333,4,9:12.0,,R. Rubio makes free throw 1 of 2,70,77
334,4,9:12.0,,R. Gobert enters the game for J. Crowder,70,77
335,4,9:12.0,J. Brown enters the game for J. Tatum,,70,77
336,4,9:12.0,T. Rozier enters the game for A. Baynes,,70,77
337,4,9:12.0,,R. Rubio makes free throw 2 of 2,70,78
338,4,9:12.0,,D. Exum enters the game for D. Favors,70,78
339,4,9:02.0,Shooting foul by R. Rubio (drawn by G. Monroe),,70,78
340,4,9:02.0,G. Monroe misses free throw 1 of 2,,70,78
341,4,9:02.0,Offensive rebound by Team,,70,78
342,4,9:02.0,G. Monroe misses free throw 2 of 2,,70,78
343,4,9:00.0,Offensive rebound by J. Brown,,70,78
344,4,9:00.0,Shooting foul by J. Ingles (drawn by J. Brown),,70,78
345,4,9:00.0,J. Brown makes free throw 1 of 2,,71,78
346,4,9:00.0,,D. Mitchell enters the game for R. Rubio,71,78
347,4,9:00.0,J. Brown makes free throw 2 of 2,,72,78
348,4,8:42.0,,Turnover by R. Gobert (lost ball; steal by S. Ojeleye),72,78
349,4,8:38.0,S. Larkin misses 2-pt layup from 2 ft (block by D. Exum),,72,78
350,4,8:34.0,,Defensive rebound by R. O'Neale,72,78
351,4,8:34.0,,Personal foul by T. Rozier (drawn by D. Exum),72,78
352,4,8:34.0,G. Yabusele enters the game for G. Monroe,,72,78
353,4,8:21.0,,D. Exum makes 2-pt layup from 1 ft (assist by D. Mitchell),72,80
354,4,8:09.0,T. Rozier misses 2-pt layup from 6 ft (block by R. O'Neale),,72,80
355,4,8:09.0,Offensive rebound by Team,,72,80
356,4,8:09.0,,J. Crowder enters the game for R. O'Neale,72,80
357,4,8:09.0,,R. Rubio enters the game for J. Ingles,72,80
358,4,8:07.0,T. Rozier makes 3-pt jump shot from 22 ft (assist by S. Larkin),,75,80
359,4,7:41.0,,D. Exum makes 2-pt layup from 3 ft (assist by R. Rubio),75,82
360,4,7:32.0,Turnover by G. Yabusele (bad pass),,75,82
361,4,7:15.0,,Turnover by J. Crowder (bad pass),75,82
362,4,6:58.0,T. Rozier makes 3-pt jump shot from 25 ft,,78,82
363,4,6:57.0,,Utah full timeout,78,82
364,4,6:47.0,,Shooting foul by G. Yabusele (drawn by D. Mitchell),78,82
365,4,6:47.0,,D. Mitchell misses free throw 1 of 2,78,82
366,4,6:47.0,,Offensive rebound by Team,78,82
367,4,6:47.0,,D. Mitchell makes free throw 2 of 2,78,83
368,4,6:39.0,Turnover by S. Larkin (bad pass; steal by R. Rubio),,78,83
369,4,6:36.0,,Shooting foul by T. Rozier (drawn by D. Exum),78,83
370,4,6:36.0,,D. Exum makes free throw 1 of 2,78,84
371,4,6:36.0,,D. Exum makes free throw 2 of 2,78,85
372,4,6:19.0,T. Rozier makes 3-pt jump shot from 24 ft,,81,85
373,4,6:02.0,,D. Mitchell misses 2-pt jump shot from 17 ft,81,85
374,4,6:00.0,Defensive rebound by S. Larkin,,81,85
375,4,5:45.0,S. Larkin makes 3-pt jump shot from 25 ft (assist by G. Yabusele),,84,85
376,4,5:22.0,,J. Crowder makes 2-pt layup from 2 ft (assist by R. Rubio),84,87
377,4,5:03.0,J. Brown misses 2-pt jump shot from 19 ft,,84,87
378,4,5:01.0,,Defensive rebound by J. Crowder,84,87
379,4,4:48.0,,D. Mitchell makes 2-pt layup from 2 ft,84,89
380,4,4:48.0,Boston full timeout,,84,89
381,4,4:48.0,,J. Ingles enters the game for D. Exum,84,89
382,4,4:48.0,G. Monroe enters the game for G. Yabusele,,84,89
383,4,4:48.0,J. Tatum enters the game for S. Ojeleye,,84,89
