,QUARTER,TIME_REMAINING,DALLAS_ACTION,TORONTO_ACTION,DALLAS_SCORE,TORONTO_SCORE
49,1,4:13.0,D. Smith misses 2-pt jump shot from 13 ft,,17,17
50,1,4:11.0,,Defensive rebound by S. Ibaka,17,17
51,1,3:58.0,Offensive charge foul by D. Wright (drawn by N. Noel),,17,17
52,1,3:58.0,,Turnover by D. Wright (offensive foul),17,17
53,1,3:58.0,,F. VanVleet enters the game for O. Anunoby,17,17
54,1,3:58.0,,C. Miles enters the game for J. Valančiūnas,17,17
55,1,3:58.0,,J. Poeltl enters the game for D. Wright,17,17
56,1,3:58.0,Y. Ferrell enters the game for D. Smith,,17,17
57,1,3:58.0,J. Barea enters the game for D. Powell,,17,17
58,1,3:40.0,H. Barnes makes 2-pt jump shot from 19 ft,,19,17
59,1,3:28.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by J. Poeltl),19,20
60,1,3:15.0,J. Barea makes 2-pt jump shot from 2 ft,,21,20
61,1,3:07.0,,Toronto full timeout,21,20
62,1,3:07.0,,P. Siakam enters the game for S. Ibaka,21,20
63,1,3:00.0,,D. DeRozan makes 2-pt layup from 2 ft (assist by F. VanVleet),21,22
64,1,2:41.0,H. Barnes misses 2-pt jump shot from 15 ft,,21,22
65,1,2:38.0,,Defensive rebound by C. Miles,21,22
66,1,2:31.0,,C. Miles makes 2-pt jump shot from 20 ft,21,24
67,1,2:09.0,Shooting foul by F. VanVleet (drawn by N. Noel),,21,24
68,1,2:09.0,N. Noel makes free throw 1 of 2,,22,24
69,1,2:09.0,D. Nowitzki enters the game for H. Barnes,,22,24
70,1,2:09.0,N. Noel makes free throw 2 of 2,,23,24
71,1,1:57.0,,Shooting foul by D. Finney-Smith (drawn by D. DeRozan),23,24
72,1,1:57.0,,D. DeRozan makes free throw 1 of 2,23,25
73,1,1:57.0,D. McDermott enters the game for D. Finney-Smith,,23,25
74,1,1:57.0,,D. DeRozan misses free throw 2 of 2,23,25
75,1,1:55.0,Defensive rebound by D. McDermott,,23,25
76,1,1:41.0,N. Noel makes 2-pt dunk at rim (assist by D. McDermott),,25,25
77,1,1:28.0,,J. Poeltl makes 2-pt hook shot from 1 ft (assist by F. VanVleet),25,27
78,1,1:11.0,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by J. Barea),,27,27
79,1,1:03.0,,Shooting foul by Y. Ferrell (drawn by D. DeRozan),27,27
80,1,1:03.0,,D. DeRozan makes free throw 1 of 2,27,28
81,1,1:03.0,M. Kleber enters the game for N. Noel,,27,28
82,1,1:03.0,,D. DeRozan makes free throw 2 of 2,27,29
83,1,0:55.0,Turnover by J. Barea (bad pass),,27,29
84,1,0:42.0,,D. DeRozan misses 2-pt jump shot from 12 ft,27,29
85,1,0:42.0,Defensive rebound by Team,,27,29
86,1,0:42.0,,M. Miller enters the game for D. DeRozan,27,29
87,1,0:32.0,M. Kleber misses 3-pt jump shot from 26 ft,,27,29
88,1,0:29.0,,Defensive rebound by P. Siakam,27,29
89,1,0:08.0,,M. Miller misses 3-pt jump shot from 26 ft,27,29
90,1,0:05.0,Defensive rebound by D. Nowitzki,,27,29
91,1,0:00.0,J. Barea misses 3-pt jump shot from 27 ft,,27,29
92,1,0:00.0,Offensive rebound by Team,,27,29
93,2,11:45.0,Turnover by J. Barea (bad pass; steal by J. Poeltl),,27,29
94,2,11:30.0,,Shooting block foul by M. Kleber (drawn by F. VanVleet),27,29
95,2,11:30.0,,F. VanVleet misses free throw 1 of 2,27,29
96,2,11:30.0,,Offensive rebound by Team,27,29
97,2,11:30.0,,F. VanVleet makes free throw 2 of 2,27,30
98,2,11:20.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by Y. Ferrell),,29,30
99,2,11:09.0,,F. VanVleet makes 2-pt layup from 1 ft,29,32
100,2,10:57.0,Y. Ferrell misses 2-pt jump shot from 2 ft (block by J. Poeltl),,29,32
101,2,10:57.0,Offensive rebound by Team,,29,32
102,2,10:54.0,Shooting foul by M. Miller (drawn by M. Kleber),,29,32
103,2,10:54.0,M. Kleber misses free throw 1 of 2,,29,32
104,2,10:54.0,Offensive rebound by Team,,29,32
105,2,10:54.0,M. Kleber makes free throw 2 of 2,,30,32
106,2,10:43.0,,C. Miles misses 3-pt jump shot from 26 ft,30,32
107,2,10:39.0,,Offensive rebound by M. Miller,30,32
108,2,10:31.0,,C. Miles makes 2-pt jump shot from 5 ft (assist by M. Miller),30,34
109,2,10:23.0,J. Barea makes 2-pt jump shot from 11 ft,,32,34
110,2,10:07.0,Offensive charge foul by M. Miller (drawn by Y. Ferrell),,32,34
111,2,10:07.0,,Turnover by M. Miller (offensive foul),32,34
112,2,9:53.0,J. Barea misses 2-pt jump shot from 11 ft,,32,34
113,2,9:50.0,,Defensive rebound by J. Poeltl,32,34
114,2,9:43.0,,M. Miller misses 3-pt jump shot from 24 ft,32,34
115,2,9:41.0,Defensive rebound by J. Barea,,32,34
116,2,9:36.0,J. Barea makes 2-pt layup from 3 ft,,34,34
117,2,9:27.0,,C. Miles misses 3-pt jump shot from 29 ft,34,34
118,2,9:27.0,Defensive rebound by D. Nowitzki,,34,34
119,2,9:20.0,Personal foul by F. VanVleet (drawn by J. Barea),,34,34
120,2,9:11.0,D. Nowitzki makes 2-pt jump shot from 18 ft (assist by D. McDermott),,36,34
121,2,9:04.0,,Toronto full timeout,36,34
122,2,8:58.0,,C. Miles makes 2-pt jump shot from 18 ft (assist by P. Siakam),36,36
123,2,8:58.0,,Shooting foul by D. McDermott (drawn by C. Miles),36,36
124,2,8:58.0,,C. Miles makes free throw 1 of 1,36,37
125,2,8:41.0,D. Nowitzki makes 2-pt jump shot from 19 ft (assist by J. Barea),,38,37
126,2,8:28.0,,F. VanVleet makes 2-pt layup from 4 ft,38,39
127,2,8:07.0,J. Barea misses 2-pt layup from 2 ft (block by J. Poeltl),,38,39
128,2,8:05.0,,Defensive rebound by F. VanVleet,38,39
129,2,8:03.0,,M. Miller makes 3-pt jump shot from 26 ft (assist by F. VanVleet),38,42
130,2,8:01.0,Dallas full timeout,,38,42
131,2,8:01.0,D. Smith enters the game for Y. Ferrell,,38,42
132,2,7:48.0,D. Smith makes 2-pt layup at rim (assist by D. McDermott),,40,42
133,2,7:34.0,,Turnover by M. Miller (bad pass),40,42
134,2,7:22.0,D. Smith makes 2-pt layup from 1 ft (assist by D. Nowitzki),,42,42
135,2,7:11.0,,F. VanVleet misses 2-pt jump shot from 10 ft,42,42
136,2,7:09.0,Defensive rebound by D. Nowitzki,,42,42
137,2,7:04.0,J. Barea makes 3-pt jump shot from 24 ft,,45,42
138,2,6:41.0,,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),45,44
139,2,6:33.0,J. Barea makes 3-pt jump shot from 25 ft,,48,44
140,2,6:12.0,,F. VanVleet misses 3-pt jump shot from 26 ft,48,44
141,2,6:10.0,Defensive rebound by D. Nowitzki,,48,44
142,2,6:01.0,D. McDermott makes 3-pt jump shot from 22 ft (assist by J. Barea),,51,44
143,2,5:52.0,,Toronto full timeout,51,44
144,2,5:52.0,,J. Valančiūnas enters the game for C. Miles,51,44
145,2,5:52.0,,D. Wright enters the game for M. Miller,51,44
146,2,5:52.0,,D. DeRozan enters the game for F. VanVleet,51,44
147,2,5:52.0,,S. Ibaka enters the game for J. Poeltl,51,44
148,2,5:52.0,,O. Anunoby enters the game for P. Siakam,51,44
149,2,5:52.0,Y. Ferrell enters the game for J. Barea,,51,44
150,2,5:52.0,D. Finney-Smith enters the game for D. McDermott,,51,44
151,2,5:52.0,H. Barnes enters the game for D. Nowitzki,,51,44
152,2,5:52.0,N. Noel enters the game for M. Kleber,,51,44
153,2,5:32.0,,D. DeRozan misses 2-pt jump shot from 21 ft,51,44
154,2,5:29.0,Defensive rebound by H. Barnes,,51,44
155,2,5:25.0,Y. Ferrell misses 3-pt jump shot from 25 ft,,51,44
156,2,5:22.0,,Defensive rebound by S. Ibaka,51,44
157,2,5:12.0,,O. Anunoby misses 3-pt jump shot from 22 ft,51,44
158,2,5:09.0,Defensive rebound by H. Barnes,,51,44
159,2,5:02.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,51,44
160,2,4:59.0,,Defensive rebound by S. Ibaka,51,44
161,2,4:38.0,,D. Wright makes 2-pt jump shot from 9 ft,51,46
162,2,4:22.0,Personal foul by S. Ibaka (drawn by H. Barnes),,51,46
163,2,4:12.0,H. Barnes misses 2-pt jump shot from 18 ft,,51,46
164,2,4:09.0,,Defensive rebound by J. Valančiūnas,51,46
165,2,3:59.0,,D. DeRozan misses 2-pt jump shot from 20 ft,51,46
166,2,3:55.0,,Offensive rebound by D. Wright,51,46
167,2,3:55.0,,D. Wright misses 2-pt layup at rim,51,46
168,2,3:55.0,,Offensive rebound by J. Valančiūnas,51,46
169,2,3:52.0,,J. Valančiūnas makes 2-pt layup at rim,51,48
170,2,3:44.0,D. Smith makes 2-pt layup from 1 ft (assist by N. Noel),,53,48
171,2,3:30.0,,Turnover by D. DeRozan (lost ball; steal by N. Noel),53,48
172,2,3:26.0,N. Noel misses 2-pt layup from 1 ft,,53,48
173,2,3:26.0,,Defensive rebound by Team,53,48
174,2,3:26.0,,Personal foul by D. Finney-Smith (drawn by D. DeRozan),53,48
175,2,3:26.0,D. Powell enters the game for D. Finney-Smith,,53,48
176,2,3:08.0,,D. Wright misses 2-pt layup from 5 ft,53,48
177,2,3:06.0,,Offensive rebound by J. Valančiūnas,53,48
178,2,3:05.0,,J. Valančiūnas makes 2-pt jump shot from 1 ft,53,50
179,2,2:50.0,D. Smith misses 2-pt jump shot from 18 ft (block by D. Wright),,53,50
180,2,2:46.0,Offensive rebound by D. Powell,,53,50
181,2,2:43.0,Y. Ferrell makes 2-pt jump shot from 2 ft (assist by D. Powell),,55,50
182,2,2:32.0,,D. DeRozan misses 2-pt jump shot from 20 ft,55,50
183,2,2:32.0,Defensive rebound by D. Powell,,55,50
184,2,2:16.0,H. Barnes makes 2-pt layup from 3 ft,,57,50
185,2,1:57.0,,Personal foul by H. Barnes (drawn by D. DeRozan),57,50
186,2,1:41.0,,D. DeRozan makes 2-pt jump shot from 6 ft (assist by D. Wright),57,52
187,2,1:20.0,D. Smith misses 2-pt jump shot from 21 ft,,57,52
188,2,1:17.0,Offensive rebound by N. Noel,,57,52
189,2,1:12.0,Y. Ferrell makes 2-pt jump shot from 15 ft (assist by N. Noel),,59,52
190,2,0:59.0,,D. DeRozan misses 2-pt layup from 4 ft (block by N. Noel),59,52
191,2,0:55.0,,Offensive rebound by J. Valančiūnas,59,52
192,2,0:47.0,,J. Valančiūnas makes 2-pt dunk at rim (assist by D. DeRozan),59,54
193,2,0:34.0,Personal foul by O. Anunoby (drawn by H. Barnes),,59,54
194,2,0:29.0,H. Barnes misses 2-pt jump shot from 20 ft,,59,54
195,2,0:26.0,,Defensive rebound by O. Anunoby,59,54
196,2,0:05.0,,D. DeRozan misses 2-pt jump shot from 14 ft,59,54
197,2,0:03.0,Defensive rebound by H. Barnes,,59,54
198,2,0:02.0,Personal foul by D. DeRozan (drawn by H. Barnes),,59,54
199,2,0:02.0,H. Barnes makes free throw 1 of 2,,60,54
200,2,0:02.0,H. Barnes misses free throw 2 of 2,,60,54
201,2,0:00.0,,Defensive rebound by J. Valančiūnas,60,54
202,3,11:49.0,Personal foul by J. Valančiūnas (drawn by D. Powell),,60,54
203,3,11:36.0,D. Smith makes 2-pt jump shot from 20 ft,,62,54
204,3,11:22.0,,Offensive foul by S. Ibaka (drawn by D. Finney-Smith),62,54
205,3,11:22.0,,Turnover by S. Ibaka (offensive foul),62,54
206,3,11:13.0,Personal foul by O. Anunoby (drawn by H. Barnes),,62,54
207,3,11:03.0,D. Finney-Smith makes 2-pt dunk at rim (assist by D. Smith),,64,54
208,3,11:03.0,Shooting foul by J. Valančiūnas (drawn by D. Finney-Smith),,64,54
209,3,11:03.0,D. Finney-Smith makes free throw 1 of 1,,65,54
210,3,10:50.0,,S. Ibaka makes 3-pt jump shot from 26 ft (assist by D. DeRozan),65,57
211,3,10:36.0,H. Barnes misses 3-pt jump shot from 25 ft,,65,57
212,3,10:32.0,,Defensive rebound by S. Ibaka,65,57
213,3,10:24.0,,D. DeRozan misses 2-pt layup from 3 ft (block by D. Nowitzki),65,57
214,3,10:22.0,Defensive rebound by D. Powell,,65,57
215,3,10:18.0,D. Smith misses 3-pt jump shot from 26 ft,,65,57
216,3,10:14.0,,Defensive rebound by S. Ibaka,65,57
217,3,9:59.0,,Turnover by O. Anunoby (bad pass; steal by D. Smith),65,57
218,3,9:50.0,Turnover by D. Smith (bad pass; steal by D. DeRozan),,65,57
219,3,9:50.0,,Personal foul by D. Powell (drawn by D. DeRozan),65,57
220,3,9:37.0,,D. Wright misses 3-pt jump shot from 25 ft,65,57
221,3,9:33.0,Defensive rebound by H. Barnes,,65,57
222,3,9:32.0,Turnover by H. Barnes (bad pass; steal by D. Wright),,65,57
223,3,9:28.0,,D. Wright misses 2-pt jump shot from 1 ft,65,57
224,3,9:25.0,Defensive rebound by D. Smith,,65,57
225,3,9:20.0,D. Powell misses 2-pt layup from 1 ft,,65,57
226,3,9:20.0,,Defensive rebound by J. Valančiūnas,65,57
227,3,9:14.0,,Shooting block foul by D. Powell (drawn by D. DeRozan),65,57
228,3,9:14.0,,D. DeRozan misses free throw 1 of 2,65,57
229,3,9:14.0,,Offensive rebound by Team,65,57
230,3,9:14.0,,D. DeRozan makes free throw 2 of 2,65,58
231,3,9:06.0,H. Barnes makes 2-pt jump shot from 8 ft,,67,58
232,3,8:45.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,67,60
233,3,8:29.0,D. Smith misses 2-pt jump shot from 3 ft (block by J. Valančiūnas),,67,60
234,3,8:25.0,,Defensive rebound by J. Valančiūnas,67,60
235,3,8:16.0,,D. DeRozan misses 3-pt jump shot from 25 ft,67,60
236,3,8:14.0,,Offensive rebound by J. Valančiūnas,67,60
237,3,8:12.0,,J. Valančiūnas makes 2-pt hook shot from 3 ft,67,62
238,3,7:48.0,H. Barnes makes 2-pt jump shot from 6 ft,,69,62
239,3,7:33.0,,D. DeRozan misses 2-pt jump shot from 16 ft,69,62
240,3,7:30.0,Defensive rebound by D. Powell,,69,62
241,3,7:27.0,Personal foul by O. Anunoby (drawn by H. Barnes),,69,62
242,3,7:27.0,N. Noel enters the game for D. Nowitzki,,69,62
243,3,7:20.0,Shooting foul by J. Valančiūnas (drawn by D. Smith),,69,62
244,3,7:20.0,D. Smith misses free throw 1 of 2,,69,62
245,3,7:20.0,Offensive rebound by Team,,69,62
246,3,7:20.0,D. Smith makes free throw 2 of 2,,70,62
247,3,7:08.0,,D. Wright misses 3-pt jump shot from 25 ft,70,62
248,3,7:08.0,,Offensive rebound by Team,70,62
249,3,7:08.0,Loose ball foul by N. Noel (drawn by J. Valančiūnas),,70,62
250,3,6:51.0,,S. Ibaka makes 2-pt jump shot from 14 ft (assist by D. DeRozan),70,64
251,3,6:34.0,D. Smith misses 2-pt jump shot from 18 ft,,70,64
252,3,6:32.0,,Defensive rebound by Team,70,64
253,3,6:32.0,,Personal foul by N. Noel (drawn by J. Valančiūnas),70,64
254,3,6:32.0,,Toronto full timeout,70,64
255,3,6:32.0,,C. Miles enters the game for O. Anunoby,70,64
256,3,6:12.0,,Turnover by J. Valančiūnas (lost ball; steal by N. Noel),70,64
257,3,6:07.0,H. Barnes makes 2-pt layup from 1 ft (assist by D. Smith),,72,64
258,3,5:47.0,,D. Wright misses 2-pt layup from 4 ft (block by N. Noel),72,64
259,3,5:45.0,Defensive rebound by D. Smith,,72,64
260,3,5:42.0,Shooting foul by C. Miles (drawn by D. Powell),,72,64
261,3,5:42.0,D. Powell makes free throw 1 of 2,,73,64
262,3,5:42.0,D. Powell misses free throw 2 of 2,,73,64
263,3,5:40.0,,Defensive rebound by J. Valančiūnas,73,64
264,3,5:27.0,,C. Miles misses 2-pt jump shot from 7 ft,73,64
265,3,5:24.0,Defensive rebound by N. Noel,,73,64
266,3,5:16.0,D. Smith misses 2-pt jump shot from 9 ft,,73,64
267,3,5:16.0,,Defensive rebound by Team,73,64
268,3,5:03.0,,S. Ibaka misses 3-pt jump shot from 25 ft,73,64
269,3,5:01.0,,Offensive rebound by Team,73,64
270,3,5:01.0,Loose ball foul by N. Noel (drawn by J. Valančiūnas),,73,64
271,3,5:01.0,,J. Valančiūnas makes free throw 1 of 2,73,65
272,3,5:01.0,,J. Valančiūnas makes free throw 2 of 2,73,66
273,3,4:46.0,Shooting foul by S. Ibaka (drawn by H. Barnes),,73,66
274,3,4:46.0,H. Barnes makes free throw 1 of 2,,74,66
275,3,4:46.0,H. Barnes makes free throw 2 of 2,,75,66
276,3,4:24.0,,J. Valančiūnas misses 2-pt jump shot from 10 ft,75,66
277,3,4:21.0,Defensive rebound by D. Finney-Smith,,75,66
278,3,4:15.0,D. Finney-Smith misses 3-pt jump shot from 26 ft,,75,66
279,3,4:13.0,,Defensive rebound by J. Valančiūnas,75,66
280,3,4:03.0,,D. Wright makes 2-pt layup from 1 ft,75,68
281,3,4:01.0,Dallas full timeout,,75,68
282,3,3:45.0,H. Barnes makes 2-pt hook shot from 6 ft,,77,68
283,3,3:45.0,Shooting foul by S. Ibaka (drawn by H. Barnes),,77,68
284,3,3:45.0,,P. Siakam enters the game for S. Ibaka,77,68
285,3,3:45.0,J. Barea enters the game for D. Smith,,77,68
286,3,3:45.0,Y. Ferrell enters the game for D. Finney-Smith,,77,68
287,3,3:45.0,H. Barnes makes free throw 1 of 1,,78,68
288,3,3:28.0,,Shooting foul by H. Barnes (drawn by C. Miles),78,68
289,3,3:28.0,,C. Miles makes free throw 1 of 3,78,69
290,3,3:28.0,,C. Miles makes free throw 2 of 3,78,70
291,3,3:28.0,,F. VanVleet enters the game for J. Valančiūnas,78,70
292,3,3:28.0,,J. Poeltl enters the game for D. Wright,78,70
293,3,3:28.0,,C. Miles makes free throw 3 of 3,78,71
294,3,3:09.0,Y. Ferrell misses 2-pt jump shot from 13 ft,,78,71
295,3,3:07.0,,Defensive rebound by J. Poeltl,78,71
296,3,2:59.0,,D. DeRozan misses 2-pt jump shot from 15 ft,78,71
297,3,2:56.0,Defensive rebound by D. Powell,,78,71
298,3,2:46.0,J. Barea makes 2-pt layup from 2 ft,,80,71
299,3,2:25.0,,P. Siakam misses 2-pt jump shot from 5 ft,80,71
300,3,2:23.0,Defensive rebound by N. Noel,,80,71
301,3,2:15.0,Turnover by D. Powell (traveling),,80,71
302,3,2:15.0,D. Nowitzki enters the game for N. Noel,,80,71
303,3,2:15.0,J. Warney enters the game for D. Powell,,80,71
304,3,1:59.0,,C. Miles misses 2-pt jump shot from 15 ft,80,71
305,3,1:57.0,Defensive rebound by J. Warney,,80,71
306,3,1:38.0,J. Barea makes 2-pt jump shot from 10 ft,,82,71
307,3,1:29.0,,P. Siakam makes 2-pt layup from 1 ft (assist by F. VanVleet),82,73
308,3,1:18.0,Y. Ferrell makes 2-pt jump shot from 15 ft (assist by J. Barea),,84,73
309,3,1:03.0,,C. Miles misses 2-pt jump shot from 11 ft,84,73
310,3,0:59.0,,Offensive rebound by C. Miles,84,73
311,3,0:58.0,,F. VanVleet misses 3-pt jump shot from 22 ft,84,73
312,3,0:55.0,Defensive rebound by J. Warney,,84,73
313,3,0:53.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,84,73
314,3,0:50.0,,Defensive rebound by C. Miles,84,73
315,3,0:36.0,,F. VanVleet makes 3-pt jump shot from 26 ft,84,76
316,3,0:16.0,H. Barnes misses 2-pt jump shot from 14 ft,,84,76
317,3,0:13.0,,Defensive rebound by F. VanVleet,84,76
318,3,0:00.0,,D. DeRozan makes 2-pt jump shot from 17 ft,84,78
319,4,11:48.0,,C. Miles misses 3-pt jump shot from 25 ft,84,78
320,4,11:45.0,Defensive rebound by D. Nowitzki,,84,78
321,4,11:27.0,D. Nowitzki misses 3-pt jump shot from 26 ft,,84,78
322,4,11:26.0,Offensive rebound by Team,,84,78
323,4,11:26.0,,Loose ball foul by J. Poeltl (drawn by J. Warney),84,78
324,4,11:12.0,J. Warney makes 2-pt layup from 1 ft (assist by D. McDermott),,86,78
325,4,10:55.0,,D. Wright makes 3-pt jump shot from 23 ft (assist by F. VanVleet),86,81
326,4,10:39.0,J. Barea makes 2-pt jump shot from 13 ft,,88,81
327,4,10:31.0,,Personal foul by Y. Ferrell (drawn by F. VanVleet),88,81
328,4,10:24.0,,D. Wright makes 2-pt layup at rim,88,83
329,4,10:01.0,Y. Ferrell makes 2-pt layup from 2 ft (assist by J. Barea),,90,83
330,4,9:47.0,,Turnover by P. Siakam (bad pass),90,83
331,4,9:25.0,Y. Ferrell makes 2-pt jump shot from 11 ft,,92,83
332,4,9:03.0,,D. Wright misses 3-pt jump shot from 25 ft,92,83
333,4,9:00.0,Defensive rebound by Y. Ferrell,,92,83
334,4,8:53.0,J. Barea misses 3-pt jump shot from 26 ft,,92,83
335,4,8:50.0,,Defensive rebound by C. Miles,92,83
336,4,8:43.0,,P. Siakam makes 2-pt hook shot from 2 ft,92,85
337,4,8:20.0,D. McDermott makes 3-pt jump shot from 26 ft (assist by J. Barea),,95,85
338,4,8:08.0,,P. Siakam makes 2-pt layup from 2 ft (assist by F. VanVleet),95,87
339,4,8:08.0,,Shooting foul by D. Nowitzki (drawn by P. Siakam),95,87
340,4,8:08.0,,P. Siakam makes free throw 1 of 1,95,88
341,4,7:55.0,Y. Ferrell misses 3-pt jump shot from 28 ft,,95,88
342,4,7:52.0,,Defensive rebound by C. Miles,95,88
343,4,7:36.0,,Personal foul by J. Barea (drawn by P. Siakam),95,88
344,4,7:33.0,,Offensive foul by J. Poeltl (drawn by Y. Ferrell),95,88
345,4,7:33.0,,Turnover by J. Poeltl (offensive foul),95,88
346,4,7:14.0,Shooting foul by P. Siakam (drawn by J. Warney),,95,88
347,4,7:14.0,J. Warney makes free throw 1 of 2,,96,88
348,4,7:14.0,,D. DeRozan enters the game for C. Miles,96,88
349,4,7:14.0,,S. Ibaka enters the game for J. Poeltl,96,88
350,4,7:14.0,J. Warney makes free throw 2 of 2,,97,88
351,4,6:58.0,,F. VanVleet makes 3-pt jump shot from 23 ft (assist by D. Wright),97,91
352,4,6:57.0,Dallas full timeout,,97,91
353,4,6:57.0,D. Finney-Smith enters the game for J. Barea,,97,91
354,4,6:57.0,D. Powell enters the game for Y. Ferrell,,97,91
355,4,6:57.0,H. Barnes enters the game for J. Warney,,97,91
356,4,6:57.0,D. Smith enters the game for D. Nowitzki,,97,91
357,4,6:33.0,D. Smith misses 2-pt jump shot from 14 ft,,97,91
358,4,6:29.0,Offensive rebound by D. Finney-Smith,,97,91
359,4,6:29.0,D. Finney-Smith makes 2-pt layup at rim,,99,91
360,4,6:18.0,,Personal foul by D. McDermott (drawn by P. Siakam),99,91
361,4,6:05.0,,S. Ibaka makes 2-pt jump shot from 20 ft (assist by F. VanVleet),99,93
362,4,5:43.0,H. Barnes makes 2-pt jump shot from 6 ft,,101,93
363,4,5:25.0,,Personal foul by D. Smith (drawn by D. DeRozan),101,93
364,4,5:25.0,,D. DeRozan makes free throw 1 of 2,101,94
365,4,5:25.0,,D. DeRozan makes free throw 2 of 2,101,95
366,4,5:02.0,D. Smith misses 3-pt jump shot from 23 ft,,101,95
367,4,5:00.0,,Defensive rebound by D. Wright,101,95
368,4,4:46.0,,S. Ibaka misses 2-pt jump shot from 9 ft,101,95
369,4,4:44.0,Defensive rebound by D. Powell,,101,95
370,4,4:37.0,Turnover by D. Smith (bad pass; steal by D. Wright),,101,95
371,4,4:32.0,,D. DeRozan makes 2-pt layup at rim (assist by D. Wright),101,97
372,4,4:32.0,Dallas full timeout,,101,97
373,4,4:32.0,Y. Ferrell enters the game for D. McDermott,,101,97
374,4,4:32.0,N. Noel enters the game for D. Finney-Smith,,101,97
