,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,DALLAS_ACTION,WASHINGTON_SCORE,DALLAS_SCORE
39,1,6:05.0,,Defensive rebound by M. Kleber,14,13
40,1,5:58.0,,D. Smith makes 2-pt jump shot from 20 ft,14,15
41,1,5:41.0,Turnover by J. Wall (lost ball; steal by D. Smith),,14,15
42,1,5:31.0,,W. Matthews misses 2-pt jump shot from 13 ft,14,15
43,1,5:30.0,,Offensive rebound by S. Mejri,14,15
44,1,5:30.0,,S. Mejri misses 2-pt layup at rim,14,15
45,1,5:30.0,,Offensive rebound by Team,14,15
46,1,5:19.0,,H. Barnes makes 2-pt jump shot from 6 ft,14,17
47,1,5:01.0,B. Beal misses 2-pt jump shot from 13 ft,,14,17
48,1,4:58.0,,Defensive rebound by H. Barnes,14,17
49,1,4:40.0,,W. Matthews makes 3-pt jump shot from 30 ft (assist by S. Mejri),14,20
50,1,4:26.0,J. Wall misses 2-pt layup from 1 ft,,14,20
51,1,4:21.0,Offensive rebound by M. Gortat,,14,20
52,1,4:21.0,M. Gortat makes 2-pt layup at rim,,16,20
53,1,4:04.0,,H. Barnes misses 2-pt layup from 3 ft (block by O. Porter),16,20
54,1,4:04.0,,Offensive rebound by S. Mejri,16,20
55,1,4:04.0,,Shooting foul by O. Porter (drawn by S. Mejri),16,20
56,1,4:04.0,,S. Mejri misses free throw 1 of 2,16,20
57,1,4:04.0,,Offensive rebound by Team,16,20
58,1,4:04.0,,Y. Ferrell enters the game for M. Kleber,16,20
59,1,4:04.0,K. Oubre enters the game for M. Gortat,,16,20
60,1,4:04.0,I. Mahinmi enters the game for O. Porter,,16,20
61,1,4:04.0,,S. Mejri misses free throw 2 of 2,16,20
62,1,4:02.0,Defensive rebound by M. Morris,,16,20
63,1,3:52.0,I. Mahinmi makes 2-pt dunk from 1 ft (assist by J. Wall),,18,20
64,1,3:33.0,,H. Barnes misses 3-pt jump shot from 25 ft,18,20
65,1,3:32.0,Defensive rebound by K. Oubre,,18,20
66,1,3:22.0,J. Wall makes 2-pt jump shot from 17 ft,,20,20
67,1,3:10.0,,Personal foul by K. Oubre (drawn by H. Barnes),20,20
68,1,3:10.0,,J. Barea enters the game for D. Smith,20,20
69,1,3:03.0,,Turnover by S. Mejri (bad pass),20,20
70,1,2:54.0,J. Wall misses 2-pt layup at rim (block by S. Mejri),,20,20
71,1,2:51.0,,Defensive rebound by J. Barea,20,20
72,1,2:43.0,,H. Barnes misses 2-pt jump shot from 7 ft,20,20
73,1,2:40.0,,Offensive rebound by S. Mejri,20,20
74,1,2:40.0,,S. Mejri makes 2-pt layup at rim,20,22
75,1,2:40.0,Washington full timeout,,20,22
76,1,2:40.0,M. Scott enters the game for B. Beal,,20,22
77,1,2:40.0,J. Meeks enters the game for M. Morris,,20,22
78,1,2:27.0,Personal foul by Y. Ferrell (drawn by J. Wall),,20,22
79,1,2:27.0,,K. Collinsworth enters the game for W. Matthews,20,22
80,1,2:27.0,,D. Powell enters the game for H. Barnes,20,22
81,1,2:18.0,K. Oubre misses 2-pt jump shot from 13 ft,,20,22
82,1,2:15.0,Offensive rebound by I. Mahinmi,,20,22
83,1,2:14.0,I. Mahinmi makes 2-pt layup from 1 ft,,22,22
84,1,2:04.0,,J. Barea misses 2-pt jump shot from 17 ft,22,22
85,1,2:04.0,Defensive rebound by M. Scott,,22,22
86,1,1:51.0,I. Mahinmi misses 2-pt layup from 3 ft (block by D. Powell),,22,22
87,1,1:47.0,,Defensive rebound by Y. Ferrell,22,22
88,1,1:25.0,,Y. Ferrell misses 2-pt layup from 3 ft,22,22
89,1,1:23.0,,Offensive rebound by S. Mejri,22,22
90,1,1:19.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,22,22
91,1,1:16.0,Defensive rebound by Team,,22,22
92,1,1:16.0,,D. Nowitzki enters the game for S. Mejri,22,22
93,1,1:11.0,J. Smith enters the game for I. Mahinmi,,22,22
94,1,1:06.0,J. Wall misses 2-pt layup from 1 ft,,22,22
95,1,1:04.0,,Defensive rebound by D. Nowitzki,22,22
96,1,0:53.0,,D. Nowitzki misses 2-pt jump shot from 19 ft,22,22
97,1,0:50.0,Defensive rebound by K. Oubre,,22,22
98,1,0:43.0,Personal foul by K. Collinsworth (drawn by J. Meeks),,22,22
99,1,0:34.0,Turnover by J. Wall (lost ball; steal by K. Collinsworth),,22,22
100,1,0:15.0,,J. Barea misses 3-pt jump shot from 26 ft,22,22
101,1,0:14.0,,Offensive rebound by Team,22,22
102,1,0:14.0,Loose ball foul by M. Scott (drawn by D. Nowitzki),,22,22
103,1,0:14.0,,W. Matthews enters the game for K. Collinsworth,22,22
104,1,0:00.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,22,22
105,1,0:00.0,,Offensive rebound by Team,22,22
106,2,11:48.0,,Y. Ferrell makes 2-pt layup from 1 ft,22,24
107,2,11:28.0,Personal foul by K. Collinsworth (drawn by M. Scott),,22,24
108,2,11:24.0,J. Meeks misses 2-pt jump shot from 10 ft,,22,24
109,2,11:21.0,,Defensive rebound by D. Powell,22,24
110,2,11:15.0,,Personal foul by M. Scott (drawn by D. Powell),22,24
111,2,11:12.0,,Turnover by K. Collinsworth (bad pass; steal by K. Oubre),22,24
112,2,11:07.0,M. Scott misses 2-pt dunk at rim,,22,24
113,2,11:05.0,,Defensive rebound by D. Powell,22,24
114,2,10:57.0,,J. Barea misses 2-pt jump shot from 9 ft,22,24
115,2,10:55.0,Defensive rebound by M. Scott,,22,24
116,2,10:48.0,T. Satoranský makes 2-pt jump shot from 17 ft,,24,24
117,2,10:32.0,,Shooting foul by M. Scott (drawn by J. Barea),24,24
118,2,10:32.0,,J. Barea makes free throw 1 of 2,24,25
119,2,10:32.0,O. Porter enters the game for M. Scott,,24,25
120,2,10:32.0,,J. Barea makes free throw 2 of 2,24,26
121,2,10:18.0,J. Meeks misses 3-pt jump shot from 22 ft,,24,26
122,2,10:16.0,,Defensive rebound by D. Powell,24,26
123,2,10:05.0,,D. Powell makes 2-pt hook shot from 4 ft (assist by J. Barea),24,28
124,2,9:50.0,K. Oubre misses 2-pt jump shot from 3 ft,,24,28
125,2,9:47.0,,Defensive rebound by J. Barea,24,28
126,2,9:43.0,,Y. Ferrell misses 2-pt layup from 3 ft,24,28
127,2,9:43.0,Defensive rebound by Team,,24,28
128,2,9:30.0,J. Smith misses 2-pt jump shot from 19 ft,,24,28
129,2,9:27.0,,Defensive rebound by K. Collinsworth,24,28
130,2,9:10.0,,J. Barea makes 2-pt jump shot from 6 ft,24,30
131,2,9:10.0,Washington full timeout,,24,30
132,2,8:56.0,K. Oubre misses 2-pt jump shot from 3 ft (block by D. Nowitzki),,24,30
133,2,8:53.0,,Defensive rebound by D. Nowitzki,24,30
134,2,8:45.0,,D. Nowitzki misses 2-pt jump shot from 21 ft,24,30
135,2,8:43.0,Defensive rebound by O. Porter,,24,30
136,2,8:31.0,O. Porter misses 3-pt jump shot from 25 ft,,24,30
137,2,8:29.0,,Defensive rebound by Y. Ferrell,24,30
138,2,8:18.0,,Y. Ferrell misses 2-pt jump shot from 20 ft,24,30
139,2,8:15.0,Defensive rebound by J. Meeks,,24,30
140,2,8:10.0,O. Porter misses 3-pt jump shot from 25 ft,,24,30
141,2,8:06.0,,Defensive rebound by K. Collinsworth,24,30
142,2,7:56.0,,Y. Ferrell makes 2-pt jump shot from 4 ft (assist by D. Nowitzki),24,32
143,2,7:36.0,J. Meeks makes 2-pt layup from 1 ft (assist by T. Satoranský),,26,32
144,2,7:22.0,,Y. Ferrell misses 2-pt layup from 1 ft,26,32
145,2,7:20.0,,Offensive rebound by D. Powell,26,32
146,2,7:14.0,,Y. Ferrell makes 2-pt layup from 1 ft (assist by K. Collinsworth),26,34
147,2,7:11.0,Washington full timeout,,26,34
148,2,7:11.0,,W. Matthews enters the game for K. Collinsworth,26,34
149,2,7:11.0,,D. Smith enters the game for Y. Ferrell,26,34
150,2,7:11.0,,H. Barnes enters the game for D. Nowitzki,26,34
151,2,7:11.0,B. Beal enters the game for J. Smith,,26,34
152,2,7:11.0,M. Morris enters the game for J. Meeks,,26,34
153,2,7:11.0,J. Wall enters the game for T. Satoranský,,26,34
154,2,7:00.0,O. Porter misses 2-pt hook shot from 3 ft,,26,34
155,2,6:58.0,,Defensive rebound by D. Powell,26,34
156,2,6:46.0,,J. Barea misses 2-pt jump shot from 19 ft,26,34
157,2,6:44.0,,Offensive rebound by H. Barnes,26,34
158,2,6:31.0,,H. Barnes makes 3-pt jump shot from 23 ft (assist by D. Smith),26,37
159,2,6:15.0,B. Beal misses 2-pt jump shot from 12 ft,,26,37
160,2,6:14.0,,Defensive rebound by Team,26,37
161,2,6:05.0,,Turnover by D. Smith (bad pass; steal by O. Porter),26,37
162,2,6:01.0,K. Oubre makes 2-pt dunk at rim (assist by J. Wall),,28,37
163,2,5:37.0,,W. Matthews makes 3-pt jump shot from 25 ft (assist by D. Smith),28,40
164,2,5:10.0,J. Wall misses 2-pt jump shot from 17 ft,,28,40
165,2,5:08.0,,Defensive rebound by D. Smith,28,40
166,2,5:00.0,,Turnover by D. Smith (bad pass; steal by B. Beal),28,40
167,2,4:56.0,Turnover by J. Wall (lost ball; steal by W. Matthews),,28,40
168,2,4:52.0,,Shooting foul by M. Morris (drawn by D. Smith),28,40
169,2,4:52.0,Technical foul by M. Morris,,28,40
170,2,4:52.0,,J. Barea makes technical free throw,28,41
171,2,4:52.0,,D. Smith misses free throw 1 of 2,28,41
172,2,4:52.0,,Offensive rebound by Team,28,41
173,2,4:52.0,,D. Smith makes free throw 2 of 2,28,42
174,2,4:40.0,O. Porter makes 2-pt layup from 1 ft (assist by B. Beal),,30,42
175,2,4:27.0,,D. Smith misses 3-pt jump shot from 25 ft,30,42
176,2,4:25.0,Defensive rebound by B. Beal,,30,42
177,2,4:16.0,Turnover by B. Beal (lost ball; steal by W. Matthews),,30,42
178,2,4:12.0,,D. Smith misses 2-pt layup from 1 ft (block by J. Wall),30,42
179,2,4:12.0,,Offensive rebound by Team,30,42
180,2,4:04.0,,W. Matthews misses 3-pt jump shot from 28 ft,30,42
181,2,4:01.0,Defensive rebound by O. Porter,,30,42
182,2,3:55.0,J. Wall makes 2-pt jump shot from 17 ft,,32,42
183,2,3:53.0,,Dallas full timeout,32,42
184,2,3:53.0,,Y. Ferrell enters the game for J. Barea,32,42
185,2,3:37.0,,H. Barnes makes 2-pt jump shot from 6 ft,32,44
186,2,3:20.0,O. Porter misses 3-pt jump shot from 24 ft,,32,44
187,2,3:17.0,Offensive rebound by M. Morris,,32,44
188,2,3:15.0,K. Oubre misses 3-pt jump shot from 22 ft,,32,44
189,2,3:10.0,Offensive rebound by O. Porter,,32,44
190,2,3:10.0,O. Porter misses 2-pt layup at rim,,32,44
191,2,3:08.0,Offensive rebound by M. Morris,,32,44
192,2,3:08.0,M. Morris misses 2-pt layup at rim,,32,44
193,2,3:08.0,Offensive rebound by M. Morris,,32,44
194,2,3:07.0,M. Morris misses 2-pt layup at rim,,32,44
195,2,3:06.0,,Defensive rebound by W. Matthews,32,44
196,2,2:59.0,,Turnover by W. Matthews (bad pass),32,44
197,2,2:51.0,Shooting foul by D. Powell (drawn by J. Wall),,32,44
198,2,2:51.0,J. Wall makes free throw 1 of 2,,33,44
199,2,2:51.0,J. Wall makes free throw 2 of 2,,34,44
200,2,2:38.0,,H. Barnes makes 2-pt jump shot from 18 ft (assist by Y. Ferrell),34,46
201,2,2:22.0,Personal block foul by D. Powell (drawn by M. Morris),,34,46
202,2,2:08.0,B. Beal makes 3-pt jump shot from 24 ft,,37,46
203,2,1:43.0,,H. Barnes makes 2-pt jump shot from 17 ft,37,48
204,2,1:37.0,,Offensive charge foul by J. Wall (drawn by Y. Ferrell),37,48
205,2,1:37.0,Turnover by J. Wall (offensive foul),,37,48
206,2,1:30.0,,D. Smith makes 2-pt layup at rim,37,50
207,2,1:06.0,M. Morris misses 2-pt layup from 1 ft,,37,50
208,2,1:05.0,,Defensive rebound by D. Smith,37,50
209,2,0:56.0,,D. Smith makes 2-pt layup from 1 ft (assist by W. Matthews),37,52
210,2,0:49.0,Offensive foul by M. Morris (drawn by W. Matthews),,37,52
211,2,0:49.0,Turnover by M. Morris (offensive foul),,37,52
212,2,0:33.0,,H. Barnes misses 3-pt jump shot from 27 ft,37,52
213,2,0:30.0,Defensive rebound by K. Oubre,,37,52
214,2,0:24.0,,H. Barnes makes technical free throw,37,53
215,2,0:09.0,Turnover by B. Beal (lost ball; steal by Y. Ferrell),,37,53
216,2,0:09.0,,Personal foul by B. Beal (drawn by D. Powell),37,53
217,2,0:09.0,T. Satoranský enters the game for M. Morris,,37,53
218,2,0:01.0,,D. Smith misses 2-pt jump shot from 19 ft,37,53
219,2,0:00.0,Defensive rebound by J. Wall,,37,53
220,3,11:44.0,,W. Matthews misses 2-pt jump shot from 6 ft,37,53
221,3,11:41.0,Defensive rebound by B. Beal,,37,53
222,3,11:28.0,M. Morris makes 3-pt jump shot from 23 ft (assist by B. Beal),,40,53
223,3,11:02.0,,D. Smith misses 2-pt jump shot from 18 ft,40,53
224,3,10:59.0,Defensive rebound by O. Porter,,40,53
225,3,10:54.0,J. Wall misses 3-pt jump shot from 25 ft,,40,53
226,3,10:51.0,,Defensive rebound by H. Barnes,40,53
227,3,10:36.0,,D. Smith misses 3-pt jump shot from 25 ft,40,53
228,3,10:33.0,Defensive rebound by M. Gortat,,40,53
229,3,10:30.0,O. Porter misses 3-pt jump shot from 25 ft,,40,53
230,3,10:27.0,,Defensive rebound by H. Barnes,40,53
231,3,10:05.0,,Turnover by D. Smith (lost ball; steal by M. Morris),40,53
232,3,10:03.0,Personal block foul by W. Matthews (drawn by J. Wall),,40,53
233,3,9:53.0,M. Morris misses 3-pt jump shot from 25 ft,,40,53
234,3,9:49.0,Offensive rebound by M. Gortat,,40,53
235,3,9:48.0,J. Wall misses 3-pt jump shot from 26 ft,,40,53
236,3,9:45.0,Offensive rebound by O. Porter,,40,53
237,3,9:33.0,J. Wall misses 2-pt jump shot from 18 ft,,40,53
238,3,9:29.0,,Defensive rebound by H. Barnes,40,53
239,3,9:19.0,,H. Barnes makes 2-pt layup from 3 ft (assist by D. Nowitzki),40,55
240,3,9:19.0,Violation by M. Morris (def goaltending),,40,55
241,3,9:12.0,M. Gortat misses 2-pt layup from 2 ft (block by M. Kleber),,40,55
242,3,9:10.0,,Defensive rebound by D. Nowitzki,40,55
243,3,9:00.0,,M. Kleber misses 3-pt jump shot from 23 ft,40,55
244,3,8:56.0,Defensive rebound by M. Morris,,40,55
245,3,8:51.0,Shooting foul by W. Matthews (drawn by B. Beal),,40,55
246,3,8:51.0,B. Beal makes free throw 1 of 2,,41,55
247,3,8:51.0,B. Beal makes free throw 2 of 2,,42,55
248,3,8:34.0,,D. Smith misses 2-pt jump shot from 13 ft,42,55
249,3,8:32.0,Defensive rebound by M. Gortat,,42,55
250,3,8:10.0,B. Beal misses 3-pt jump shot from 26 ft,,42,55
251,3,8:08.0,,Defensive rebound by D. Nowitzki,42,55
252,3,8:02.0,,Turnover by W. Matthews (lost ball; steal by B. Beal),42,55
253,3,8:02.0,Personal foul by D. Smith (drawn by B. Beal),,42,55
254,3,8:02.0,,Dallas full timeout,42,55
255,3,8:02.0,,Y. Ferrell enters the game for M. Kleber,42,55
256,3,8:02.0,K. Oubre enters the game for O. Porter,,42,55
257,3,7:46.0,Turnover by B. Beal (lost ball; steal by Y. Ferrell),,42,55
258,3,7:42.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,42,55
259,3,7:39.0,Defensive rebound by M. Gortat,,42,55
260,3,7:24.0,J. Wall misses 2-pt jump shot from 14 ft,,42,55
261,3,7:21.0,Offensive rebound by M. Gortat,,42,55
262,3,7:15.0,,S. Mejri enters the game for D. Nowitzki,42,55
263,3,7:13.0,M. Morris makes 2-pt jump shot from 17 ft (assist by K. Oubre),,44,55
264,3,6:48.0,,H. Barnes misses 3-pt jump shot from 24 ft,44,55
265,3,6:46.0,Defensive rebound by Team,,44,55
266,3,6:30.0,Shooting foul by Y. Ferrell (drawn by B. Beal),,44,55
267,3,6:30.0,B. Beal misses free throw 1 of 3,,44,55
268,3,6:30.0,Offensive rebound by Team,,44,55
269,3,6:30.0,B. Beal makes free throw 2 of 3,,45,55
270,3,6:30.0,B. Beal misses free throw 3 of 3,,45,55
271,3,6:27.0,,Defensive rebound by H. Barnes,45,55
272,3,6:20.0,,Personal foul by K. Oubre (drawn by W. Matthews),45,55
273,3,6:08.0,,W. Matthews misses 2-pt jump shot from 20 ft,45,55
274,3,6:05.0,,Offensive rebound by Team,45,55
275,3,5:54.0,,D. Smith makes 3-pt jump shot from 24 ft,45,58
276,3,5:41.0,Shooting foul by S. Mejri (drawn by M. Gortat),,45,58
277,3,5:41.0,M. Gortat misses free throw 1 of 2,,45,58
278,3,5:41.0,Offensive rebound by Team,,45,58
279,3,5:41.0,M. Gortat makes free throw 2 of 2,,46,58
280,3,5:25.0,,W. Matthews makes 3-pt jump shot from 26 ft (assist by D. Smith),46,61
281,3,5:05.0,B. Beal makes 3-pt jump shot from 24 ft (assist by J. Wall),,49,61
282,3,4:37.0,,H. Barnes makes 2-pt jump shot from 12 ft (assist by Y. Ferrell),49,63
283,3,4:19.0,M. Morris misses 3-pt jump shot from 25 ft,,49,63
284,3,4:15.0,Offensive rebound by M. Gortat,,49,63
285,3,4:13.0,J. Wall misses 3-pt jump shot from 26 ft,,49,63
286,3,4:09.0,,Defensive rebound by Y. Ferrell,49,63
287,3,3:49.0,,Turnover by S. Mejri (bad pass; steal by K. Oubre),49,63
288,3,3:42.0,K. Oubre makes 3-pt jump shot from 25 ft (assist by M. Gortat),,52,63
289,3,3:19.0,,H. Barnes misses 2-pt jump shot from 17 ft,52,63
290,3,3:19.0,Defensive rebound by Team,,52,63
291,3,3:19.0,,Loose ball foul by S. Mejri,52,63
292,3,3:19.0,,Technical foul by S. Mejri,52,63
293,3,3:19.0,,Technical foul by S. Mejri,52,63
294,3,3:19.0,,D. Powell enters the game for S. Mejri,52,63
295,3,3:19.0,B. Beal misses technical free throw,,52,63
296,3,3:19.0,Offensive rebound by Team,,52,63
297,3,3:19.0,,J. Barea enters the game for D. Smith,52,63
298,3,3:19.0,B. Beal makes technical free throw,,53,63
299,3,3:19.0,M. Gortat misses free throw 1 of 2,,53,63
300,3,3:19.0,Offensive rebound by Team,,53,63
301,3,3:19.0,M. Gortat makes free throw 2 of 2,,54,63
302,3,3:04.0,,H. Barnes misses 2-pt layup at rim,54,63
303,3,3:02.0,Defensive rebound by M. Gortat,,54,63
304,3,2:45.0,M. Gortat misses 2-pt hook shot from 8 ft,,54,63
305,3,2:42.0,,Defensive rebound by Y. Ferrell,54,63
306,3,2:34.0,,Y. Ferrell misses 2-pt layup from 1 ft,54,63
307,3,2:32.0,Defensive rebound by M. Morris,,54,63
308,3,2:28.0,K. Oubre misses 3-pt jump shot from 22 ft,,54,63
309,3,2:24.0,,Defensive rebound by W. Matthews,54,63
310,3,2:13.0,,Personal foul by K. Oubre (drawn by D. Powell),54,63
311,3,2:13.0,Washington full timeout,,54,63
312,3,2:13.0,I. Mahinmi enters the game for J. Wall,,54,63
313,3,2:13.0,T. Satoranský enters the game for M. Morris,,54,63
314,3,2:13.0,M. Scott enters the game for M. Gortat,,54,63
315,3,2:05.0,,W. Matthews misses 3-pt jump shot from 23 ft,54,63
316,3,2:02.0,,Offensive rebound by H. Barnes,54,63
317,3,1:53.0,,Shooting foul by I. Mahinmi (drawn by D. Powell),54,63
318,3,1:53.0,,D. Powell makes free throw 1 of 2,54,64
319,3,1:53.0,,K. Collinsworth enters the game for W. Matthews,54,64
320,3,1:53.0,,D. Powell makes free throw 2 of 2,54,65
321,3,1:38.0,B. Beal misses 2-pt layup from 5 ft (block by D. Powell),,54,65
322,3,1:35.0,,Defensive rebound by H. Barnes,54,65
323,3,1:22.0,,K. Collinsworth makes 2-pt layup from 3 ft,54,67
324,3,0:56.0,Turnover by M. Scott (bad pass; steal by K. Collinsworth),,54,67
325,3,0:35.0,,Personal foul by M. Scott (drawn by D. Powell),54,67
326,3,0:35.0,,D. Powell misses free throw 1 of 2,54,67
327,3,0:35.0,,Offensive rebound by Team,54,67
328,3,0:35.0,,D. Powell makes free throw 2 of 2,54,68
329,3,0:14.0,M. Scott misses 3-pt jump shot from 26 ft,,54,68
330,3,0:11.0,,Defensive rebound by J. Barea,54,68
331,3,0:00.0,,Y. Ferrell makes 3-pt jump shot from 22 ft,54,71
332,4,11:45.0,Personal foul by Y. Ferrell (drawn by B. Beal),,54,71
333,4,11:37.0,Turnover by M. Scott (traveling),,54,71
334,4,11:17.0,,D. Nowitzki makes 3-pt jump shot from 22 ft (assist by J. Barea),54,74
335,4,11:17.0,,Shooting foul by M. Scott (drawn by D. Nowitzki),54,74
336,4,11:17.0,J. Wall enters the game for M. Scott,,54,74
337,4,11:17.0,,D. Nowitzki makes free throw 1 of 1,54,75
338,4,11:01.0,B. Beal misses 2-pt jump shot from 16 ft,,54,75
339,4,10:56.0,Offensive rebound by T. Satoranský,,54,75
340,4,10:49.0,K. Oubre misses 2-pt jump shot from 9 ft (block by D. Powell),,54,75
341,4,10:49.0,Offensive rebound by Team,,54,75
342,4,10:44.0,Shooting foul by Y. Ferrell (drawn by B. Beal),,54,75
343,4,10:44.0,B. Beal makes free throw 1 of 2,,55,75
344,4,10:44.0,B. Beal misses free throw 2 of 2,,55,75
345,4,10:42.0,,Defensive rebound by D. Nowitzki,55,75
346,4,10:18.0,,D. Powell misses 2-pt jump shot from 10 ft,55,75
347,4,10:16.0,Defensive rebound by K. Oubre,,55,75
348,4,10:11.0,B. Beal misses 3-pt jump shot from 23 ft,,55,75
349,4,10:08.0,,Defensive rebound by J. Barea,55,75
350,4,9:55.0,,K. Collinsworth makes 2-pt layup from 1 ft (assist by D. Powell),55,77
351,4,9:30.0,T. Satoranský misses 3-pt jump shot from 23 ft,,55,77
352,4,9:30.0,,Defensive rebound by Team,55,77
353,4,9:30.0,Loose ball foul by I. Mahinmi (drawn by D. Nowitzki),,55,77
354,4,9:13.0,,Y. Ferrell misses 3-pt jump shot from 25 ft,55,77
355,4,9:10.0,Defensive rebound by I. Mahinmi,,55,77
356,4,9:03.0,J. Wall misses 2-pt jump shot from 17 ft,,55,77
357,4,9:01.0,,Defensive rebound by D. Nowitzki,55,77
358,4,8:50.0,,Personal block foul by I. Mahinmi (drawn by Y. Ferrell),55,77
359,4,8:41.0,,J. Barea misses 3-pt jump shot from 26 ft,55,77
360,4,8:38.0,,Offensive rebound by D. Powell,55,77
361,4,8:36.0,,D. Nowitzki misses 3-pt jump shot from 24 ft,55,77
362,4,8:33.0,Defensive rebound by J. Wall,,55,77
363,4,8:26.0,Shooting foul by D. Powell (drawn by B. Beal),,55,77
364,4,8:26.0,B. Beal makes free throw 1 of 2,,56,77
365,4,8:26.0,,M. Kleber enters the game for D. Powell,56,77
366,4,8:26.0,B. Beal misses free throw 2 of 2,,56,77
367,4,8:23.0,,Defensive rebound by M. Kleber,56,77
368,4,8:09.0,,Shooting foul by I. Mahinmi (drawn by M. Kleber),56,77
369,4,8:09.0,,M. Kleber misses free throw 1 of 2,56,77
370,4,8:09.0,,Offensive rebound by Team,56,77
371,4,8:09.0,,M. Kleber makes free throw 2 of 2,56,78
372,4,7:56.0,K. Oubre misses 3-pt jump shot from 25 ft,,56,78
373,4,7:53.0,,Defensive rebound by D. Nowitzki,56,78
374,4,7:42.0,,Offensive foul by J. Barea (drawn by K. Oubre),56,78
375,4,7:42.0,,Turnover by J. Barea (offensive foul),56,78
376,4,7:42.0,,Technical foul by J. Barea,56,78
377,4,7:42.0,,Dallas full timeout,56,78
378,4,7:42.0,,D. Smith enters the game for Y. Ferrell,56,78
379,4,7:42.0,J. Smith enters the game for I. Mahinmi,,56,78
380,4,7:42.0,B. Beal makes technical free throw,,57,78
381,4,7:26.0,K. Oubre misses 2-pt jump shot from 17 ft,,57,78
382,4,7:24.0,,Defensive rebound by K. Collinsworth,57,78
383,4,7:12.0,,J. Barea makes 2-pt jump shot from 16 ft (assist by D. Nowitzki),57,80
384,4,6:54.0,J. Smith makes 2-pt layup from 1 ft (assist by T. Satoranský),,59,80
385,4,6:54.0,Shooting foul by M. Kleber (drawn by J. Smith),,59,80
386,4,6:54.0,J. Smith misses free throw 1 of 1,,59,80
387,4,6:52.0,,Defensive rebound by D. Nowitzki,59,80
388,4,6:42.0,,Personal foul by T. Satoranský (drawn by D. Nowitzki),59,80
389,4,6:42.0,,D. Nowitzki makes free throw 1 of 2,59,81
390,4,6:42.0,,D. Nowitzki makes free throw 2 of 2,59,82
